  I     	  II     	  LV     	  LV'		  RA     	  RA'		
-110.78   	-79.04   	 27.93   	 396.74		 14.00   	   5.09		
-88.81   	-41.81   	 29.52   	 473.04		 14.02   	  10.17		
-63.78   	-11.60   	 31.41   	 564.60		 14.06   	  10.17		
-48.83   	  6.71   	 33.67   	 656.15		 14.10   	  15.26		
-44.25   	 11.29   	 36.30   	 752.79		 14.16   	  15.26		
-44.25   	  3.66   	 39.31   	 839.26		 14.22   	  10.17		
-44.56   	-11.90   	 42.67   	 935.91		 14.26   	   5.09		
-43.64   	-26.25   	 46.41   	1022.38		 14.28   	   0.00		
-42.11   	-32.04   	 50.50   	1113.93		 14.28   	 -10.17		
-41.20   	-28.99   	 54.95   	1169.88		 14.24   	 -15.26		
-40.89   	-22.58   	 59.63   	1195.32		 14.18   	 -20.35		
-40.89   	-18.62   	 64.41   	1169.88		 14.10   	 -15.26		
-40.28   	-18.62   	 69.09   	1119.02		 14.04   	 -20.35		
-39.06   	-20.45   	 73.57   	1047.81		 13.96   	 -10.17		
-36.93   	-20.75   	 77.76   	 971.51		 13.92   	  -5.09		
-35.10   	-18.62   	 81.65   	 879.96		 13.90   	   0.00		
-34.48   	-15.26   	 85.17   	 798.57		 13.90   	   0.00		
-34.48   	-13.12   	 88.36   	 712.10		 13.90   	   5.09		
-34.48   	-12.51   	 91.21   	 635.81		 13.92   	   5.09		
-34.18   	-13.12   	 93.75   	 559.51		 13.94   	   0.00		
-33.26   	-13.43   	 95.99   	 503.56		 13.94   	  -5.09		
-31.74   	-11.90   	 98.01   	 457.78		 13.92   	 -10.17		
-29.91   	 -9.16   	 99.84   	 427.26		 13.88   	 -20.35		
-28.69   	 -6.41   	101.55   	 406.92		 13.79   	 -20.35		
-28.08   	 -3.97   	103.17   	 391.66		 13.71   	 -25.43		
-27.77   	 -2.75   	104.74   	 381.48		 13.61   	 -25.43		
-26.86   	 -3.05   	106.27   	 366.22		 13.51   	 -25.43		
-24.41   	 -3.05   	107.73   	 350.97		 13.41   	 -20.35		
-20.45   	 -2.44   	109.13   	 330.62		 13.33   	 -20.35		
-16.48   	 -0.61   	110.46   	 310.27		 13.25   	 -25.43		
-14.34   	  1.83   	111.70   	 289.93		 13.14   	 -35.61		
-14.34   	  5.49   	112.86   	 274.67		 13.00   	 -50.86		
-14.95   	 10.68   	113.96   	 269.58		 12.80   	 -66.12		
-14.04   	 18.01   	115.04   	 259.41		 12.53   	 -81.38		
-10.07   	 26.25   	116.07   	 254.32		 12.21   	-101.73		
 -4.27   	 34.18   	117.09   	 244.15		 11.80   	-101.73		
  1.83   	 39.98   	118.07   	 239.06		 11.39   	-111.90		
  6.10   	 43.95   	119.02   	 233.98		 10.95   	-101.73		
  8.85   	 47.30   	119.96   	 223.80		 10.54   	 -86.47		
 11.29   	 50.96   	120.85   	 223.80		 10.19   	 -76.30		
 14.95   	 56.46   	121.75   	 218.72		  9.89   	 -55.95		
 20.45   	 63.17   	122.62   	 208.54		  9.66   	 -35.61		
 27.47   	 70.50   	123.46   	 208.54		  9.52   	 -20.35		
 34.79   	 76.90   	124.29   	 198.37		  9.44   	 -10.17		
 41.50   	 81.48   	125.09   	 198.37		  9.40   	  10.17		
 46.69   	 85.14   	125.88   	 188.20		  9.44   	  15.26		
 51.57   	 89.42   	126.63   	 178.03		  9.50   	  20.35		
 56.76   	 96.74   	127.34   	 178.03		  9.58   	  20.35		
 62.87   	107.42   	128.06   	 167.85		  9.66   	  20.35		
 69.89   	118.71   	128.73   	 167.85		  9.75   	  10.17		
 76.90   	128.48   	129.40   	 157.68		  9.79   	   0.00		
 83.31   	134.89   	130.03   	 152.59		  9.79   	 -15.26		
 88.81   	137.02   	130.64   	 152.59		  9.73   	 -25.43		
 93.08   	137.02   	131.25   	 142.42		  9.62   	 -25.43		
 95.83   	135.80   	131.82   	 137.33		  9.52   	 -20.35		
 97.35   	135.50   	132.37   	 132.25		  9.44   	 -15.26		
 98.27   	137.63   	132.90   	 122.07		  9.38   	   0.00		
100.10   	143.43   	133.39   	 116.99		  9.38   	  15.26		
103.45   	151.67   	133.86   	 111.90		  9.44   	  25.43		
107.42   	159.61   	134.30   	 106.82		  9.54   	  30.52		
110.78   	162.66   	134.73   	  96.64		  9.66   	  40.69		
110.17   	158.39   	135.12   	  91.56		  9.83   	  35.61		
105.59   	148.32   	135.48   	  81.38		  9.97   	  30.52		
 97.96   	135.50   	135.81   	  71.21		 10.09   	  25.43		
 89.42   	124.21   	136.09   	  61.04		 10.19   	  20.35		
 81.79   	116.27   	136.34   	  55.95		 10.27   	  20.35		
 74.77   	110.17   	136.56   	  50.86		 10.36   	  20.35		
 67.14   	103.45   	136.76   	  40.69		 10.44   	  20.35		
 58.29   	 93.08   	136.93   	  30.52		 10.52   	  20.35		
 47.91   	 78.74   	137.05   	  20.35		 10.60   	  25.43		
 36.93   	 61.34   	137.13   	  15.26		 10.70   	  20.35		
 27.47   	 44.86   	137.19(S)	  -5.09		 10.78   	  25.43		
 19.84   	 32.04   	137.17   	 -15.26		 10.89   	  20.35		
 14.04   	 24.11   	137.11   	 -30.52		 10.97   	  25.43		
  9.16   	 18.92   	136.99   	 -45.78		 11.07   	  25.43		
  4.27   	 12.51   	136.81   	 -71.21		 11.17   	  25.43		
 -1.53   	  2.44   	136.52   	 -96.64		 11.27   	  25.43		
 -7.63   	-10.38   	136.13   	-132.25		 11.37   	  30.52		
-12.82   	-22.28   	135.60   	-167.85		 11.50   	  35.61		
-15.87   	-30.21   	134.93   	-223.80		 11.64   	  30.52		
-17.40   	-32.35   	134.04   	-274.67		 11.76   	  30.52		
-17.40   	-30.82   	132.94   	-340.79		 11.88   	  35.61		
-17.70   	-28.38   	131.58   	-406.92		 12.02   	  30.52		
-18.62   	-27.77   	129.95   	-483.21		 12.15   	  30.52		
-20.45   	-30.21   	128.02   	-549.34		 12.27   	  25.43		
-22.28   	-35.10   	125.82   	-640.89		 12.37   	  30.52		
-23.19   	-40.28   	123.25   	-742.62		 12.49   	  30.52		
-22.28   	-44.25   	120.28   	-854.52		 12.61   	  30.52		
-21.06   	-45.47   	116.87   	-981.68		 12.74   	  30.52		
-20.45   	-44.86   	112.94   	-1108.85		 12.86   	  35.61		
-21.67   	-44.25   	108.50   	-1225.83		 13.00   	  30.52		
-24.72   	-46.08   	103.60   	-1327.56		 13.12   	  30.52		
-27.77   	-49.44   	 98.29   	-1393.69		 13.25   	  25.43		
-28.38   	-52.49   	 92.72   	-1434.38		 13.35   	  25.43		
-26.25   	-52.19   	 86.98   	-1439.47		 13.45   	  25.43		
-23.19   	-49.44   	 81.22   	-1419.12		 13.55   	  30.52		
-21.36   	-45.47   	 75.54   	-1368.26		 13.67   	  30.52		
-21.97   	-43.03   	 70.07   	-1307.22		 13.79   	  35.61		
-23.50   	-42.42   	 64.84   	-1241.09		 13.94   	  40.69		
-24.72   	-40.89   	 59.88   	-1164.80		 14.10   	  40.69		
-25.02   	-37.54   	 55.22   	-1078.33		 14.26   	  45.78		
-24.41   	-32.96   	 50.91   	-1002.03		 14.45   	  35.61		
-25.02   	-29.91   	 46.90   	-920.65		 14.59   	  25.43		
-27.47   	-30.21   	 43.21   	-849.44		 14.69   	   5.09		
-30.21   	-34.79   	 39.82   	-783.31		 14.71(V)	 -10.17		
-32.35   	-40.28   	 36.68   	-712.10		 14.67   	 -25.43		
-32.65   	-43.64   	 33.84   	-656.15		 14.57   	 -35.61		
-32.04   	-43.03   	 31.21   	-595.11		 14.43   	 -45.78		
-31.13   	-39.67   	 28.83   	-544.25		 14.24   	 -40.69		
-31.13   	-36.32   	 26.65   	-493.39		 14.08   	 -40.69		
-31.74   	-35.71   	 24.68   	-442.52		 13.92   	 -35.61		
-32.96   	-38.15   	 22.91   	-396.74		 13.77   	 -30.52		
-33.57   	-42.11   	 21.32   	-350.97		 13.65   	 -20.35		
-33.57   	-45.78   	 19.92   	-305.19		 13.57   	 -15.26		
-32.35   	-47.30   	 18.70   	-269.58		 13.51   	 -15.26		
-31.13   	-47.91   	 17.62   	-239.06		 13.45   	 -10.17		
-30.52   	-49.13   	 16.66   	-203.46		 13.41   	 -10.17		
-30.82   	-51.57   	 15.85   	-178.03		 13.37   	 -15.26		
-32.04   	-54.32   	 15.14   	-152.59		 13.31   	 -10.17		
-33.26   	-56.46   	 14.53   	-132.25		 13.27   	 -10.17		
-34.48   	-56.15   	 14.00   	-111.90		 13.22   	 -10.17		
-35.40   	-52.80   	 13.55   	 -96.64		 13.18   	 -10.17		
-35.10   	-47.30   	 13.16   	 -76.30		 13.14   	 -10.17		
-34.18   	-42.72   	 12.86   	 -66.12		 13.10   	 -10.17		
-32.35   	-41.81   	 12.59   	 -55.95		 13.06   	  -5.09		
-31.13   	-46.39   	 12.37   	 -45.78		 13.04   	  -5.09		
-31.13   	-54.32   	 12.19   	 -35.61		 13.02   	  -5.09		
-32.65   	-62.56   	 12.04   	 -30.52		 13.00   	   0.00		
-34.79   	-67.14   	 11.92   	 -20.35		 13.00   	   0.00		
-36.01   	-66.22   	 11.84   	 -15.26		 13.00   	   0.00		
-36.01   	-59.81   	 11.78   	 -10.17		 13.00   	   0.00		
-34.79   	-51.88   	 11.74   	  -5.09		 13.00   	   0.00		
-32.35   	-44.56   	 11.72(D)	   0.00		 13.00   	   0.00		
-29.91   	-40.59   	 11.72   	   0.00		 13.00   	  -5.09		
-28.08   	-40.89   	 11.72   	   0.00		 12.98   	   0.00		
-27.47   	-43.33   	 11.72   	   5.09		 12.98   	  -5.09		
-28.08   	-46.39   	 11.74   	  10.17		 12.96   	   0.00		
-29.60   	-47.61   	 11.78   	   5.09		 12.96   	  -5.09		
-30.82   	-46.69   	 11.80   	  15.26		 12.94   	  -5.09		
-31.13   	-44.56   	 11.86   	  15.26		 12.92   	  -5.09		
-30.52   	-42.11   	 11.92   	  15.26		 12.90   	  -5.09		
-28.99   	-40.59   	 11.98   	  20.35		 12.88   	  -5.09		
-27.16   	-40.89   	 12.07   	  25.43		 12.86   	 -10.17		
-25.63   	-43.64   	 12.17   	  25.43		 12.82   	  -5.09		
-24.41   	-47.61   	 12.27   	  25.43		 12.80   	  -5.09		
-24.11   	-50.66   	 12.37   	  30.52		 12.78   	  -5.09		
-25.02   	-50.96   	 12.49   	  30.52		 12.76   	  -5.09		
-27.16   	-48.22   	 12.61   	  30.52		 12.74   	  -5.09		
-29.60   	-43.95   	 12.74   	  30.52		 12.72   	  -5.09		
-32.04   	-41.20   	 12.86   	  25.43		 12.70   	   0.00		
-32.65   	-41.20   	 12.96   	  30.52		 12.70   	   0.00		
-31.74   	-42.72   	 13.08   	  30.52		 12.70   	   0.00		
-29.30   	-44.25   	 13.20   	  30.52		 12.70   	   5.09		
-26.86   	-44.25   	 13.33   	  30.52		 12.72   	   5.09		
-25.33   	-43.95   	 13.45   	  30.52		 12.74   	   0.00		
-25.63   	-43.95   	 13.57   	  25.43		 12.74   	   5.09		
-27.47   	-45.47   	 13.67   	  30.52		 12.76   	   5.09		
-29.60   	-47.30   	 13.79   	  20.35		 12.78   	  10.17		
-30.52   	-47.91   	 13.88   	  25.43		 12.82   	   5.09		
-29.91   	-47.30   	 13.98   	  20.35		 12.84   	  15.26		
-28.08   	-47.00   	 14.06   	  15.26		 12.90   	  15.26		
-25.63   	-47.61   	 14.12   	  20.35		 12.96   	  15.26		
-23.50   	-48.83   	 14.20   	  15.26		 13.02   	  15.26		
-23.19   	-49.74   	 14.26   	  15.26		 13.08   	  15.26		
-24.41   	-50.05   	 14.32   	  15.26		 13.14   	  15.26		
-27.47   	-49.44   	 14.38   	  15.26		 13.20   	  10.17		
-30.52   	-48.52   	 14.45   	  10.17		 13.25   	  10.17		
-32.04   	-45.78   	 14.49   	  10.17		 13.29   	  10.17		
-31.13   	-39.98   	 14.53   	  10.17		 13.33   	  10.17		
-28.69   	-31.43   	 14.57   	   5.09		 13.37   	  15.26		
-21.06   	-18.92   	 14.59   	   5.09		 13.43   	  20.35		
-21.06   	-18.92   	 14.61   	   5.09		 13.51   	  20.35		
-15.87   	-18.31   	 14.63   	   0.00		 13.59   	  20.35		
 -9.77   	-18.31   	 14.63   	   0.00		 13.67   	  25.43		
 -0.92   	 -4.27   	 14.63   	  -5.09		 13.77   	  20.35		
 -0.92   	  8.24   	 14.61   	   0.00		 13.86   	  15.26		
 -2.75   	 18.01   	 14.61   	  -5.09		 13.92   	  10.17		
 -3.05   	 22.58   	 14.59   	  -5.09		 13.96   	  10.17		
 -0.31   	 22.58   	 14.57   	   0.00		 14.00   	   0.00		
  5.19   	 22.89   	 14.57   	  -5.09		 14.00   	   0.00		
 11.60   	 25.94   	 14.55   	  -5.09		 14.00   	  -5.09		
 16.78   	 33.26   	 14.53   	 -10.17		 13.98   	   0.00		
 19.53   	 42.11   	 14.49   	  -5.09		 13.98   	  -5.09		
 21.06   	 46.69   	 14.47   	 -10.17		 13.96   	   0.00		
 21.97   	 44.56   	 14.43   	 -10.17		 13.96   	   0.00		
 24.41   	 35.71   	 14.38   	 -10.17		 13.96   	   0.00		
 28.69   	 24.11   	 14.34   	 -15.26		 13.96   	  10.17		
 32.65   	 14.34   	 14.28   	 -10.17		 14.00   	  15.26		
 33.26   	  8.24   	 14.24   	 -10.17		 14.06   	  25.43		
 27.77   	  2.75   	 14.20   	   0.00		 14.16   	  35.61		
 15.87   	 -2.75   	 14.20   	   0.00		 14.30   	  45.78		
  1.53   	 -7.93   	 14.20   	   5.09		 14.49   	  55.95		
-11.60   	-10.68   	 14.22   	   5.09		 14.71   	  55.95		
-21.67   	-11.60   	 14.24   	  15.26		 14.93   	  61.04		
-29.91   	-14.04   	 14.30   	  10.17		 15.18   	  66.12		
-37.23   	-22.28   	 14.34   	  15.26		 15.44   	  61.04		
-43.33   	-35.40   	 14.40   	  15.26		 15.69   	  66.12		
-47.00   	-47.61   	 14.47   	  20.35		 15.95   	  71.21		
-47.61   	-53.71   	 14.55   	  20.35		 16.24   	  66.12		
-45.78   	-52.49   	 14.63   	  20.35		 16.50   	  61.04		
-42.72   	-47.61   	 14.71   	  25.43		 16.74   	  55.95		
-40.28   	-42.72   	 14.81   	  20.35		 16.97   	  45.78		
-39.06   	-39.98   	 14.89   	  20.35		 17.15   	  35.61		
-39.06   	-38.15   	 14.97   	  10.17		 17.29   	  10.17		
-39.98   	-37.23   	 15.02   	  10.17		 17.33(A)	 -10.17		
-41.20   	-36.93   	 15.06   	   0.00		 17.29   	 -40.69		
-42.11   	-37.54   	 15.06   	  -5.09		 17.13   	 -66.12		
-42.11   	-39.06   	 15.04   	 -10.17		 16.87   	 -86.47		
-41.81   	-40.59   	 14.99   	 -20.35		 16.52   	-101.73		
-40.89   	-40.89   	 14.91   	 -15.26		 16.11   	-101.73		
-39.98   	-40.28   	 14.85   	 -25.43		 15.71   	-101.73		
-38.76   	-38.15   	 14.75   	 -20.35		 15.30   	 -91.56		
-37.84   	-33.87   	 14.67   	 -25.43		 14.93   	 -76.30		
-37.23   	-28.08   	 14.57   	 -15.26		 14.63   	 -55.95		
-38.15   	-22.58   	 14.51   	 -15.26		 14.40   	 -50.86		
-41.20   	-19.84   	 14.45   	  -5.09		 14.20   	 -40.69		
-44.56   	-21.06   	 14.43   	   5.09		 14.04   	 -35.61		
-43.03   	-24.72   	 14.45(E)	  10.17		 13.90   	 -35.61		
-27.77   	-25.33   	 14.49   	  20.35		 13.75   	 -35.61		
  9.77   	-16.78   	 14.57   	  25.43		 13.61   	 -35.61		
 72.33   	  7.02   	 14.67   	  30.52		 13.47   	 -25.43		
156.25   	 52.49   	 14.79   	  30.52		 13.37   	 -25.43		
251.46   	126.65   	 14.91   	  30.52		 13.27   	 -10.17		
342.71   	226.44   	 15.04   	  35.61		 13.22   	 -10.17		
411.68   	328.37   	 15.18   	  40.69		 13.18   	   0.00		
437.01   	392.76(R)	 15.34   	  45.78		 13.18   	   0.00		
399.78   	385.74   	 15.52   	  66.12		 13.18   	   5.09		
295.41   	302.73   	 15.79   	  86.47		 13.20   	   5.09		
144.65   	173.95   	 16.13   	 116.99		 13.22   	   5.09		
 -9.77   	 48.52   	 16.60   	 157.68		 13.25   	  10.17		
-122.07   	-39.06   	 17.23   	 193.29		 13.29   	   5.09		
-167.85   	-81.79   	 18.01   	 244.15		 13.31   	  10.17		
-155.64   	-91.25   	 18.98   	 305.19		 13.35   	   0.00		
-116.58   	-80.26   	 20.20   	 371.31		 13.35   	   0.00		
-80.57   	-58.90   	 21.69   	 452.69		 13.35   	  -5.09		
-61.34   	-35.71   	 23.50   	 534.08		 13.33   	 -10.17		
-54.93   	-19.53   	 25.64   	 620.55		 13.29   	 -15.26		
-52.19   	-15.87   	 28.12   	 696.84		 13.22   	 -15.26		
-47.91   	-20.75   	 30.91   	 778.23		 13.16   	 -15.26		
-43.64   	-25.33   	 34.02   	 854.52		 13.10   	 -10.17		
-42.72   	-23.80   	 37.44   	 935.91		 13.06   	 -10.17		
-44.56   	-17.09   	 41.18   	1012.20		 13.02   	  -5.09		
-47.00   	-10.07   	 45.23   	1093.59		 13.00   	  -5.09		
-47.00   	 -7.02   	 49.60   	1154.62		 12.98   	 -10.17		
-45.17   	 -8.85   	 54.22   	1180.06		 12.94   	 -10.17		
-43.33   	-14.65   	 58.94   	1174.97		 12.90   	  -5.09		
-43.33   	-23.19   	 63.64   	1139.36		 12.88   	 -10.17		
-43.33   	-30.52   	 68.20   	1078.33		 12.84   	  -5.09		
-41.81   	-32.96   	 72.51   	1007.12		 12.82   	  -5.09		
-37.23   	-28.38   	 76.54   	 910.47		 12.80   	  -5.09		
-31.43   	-19.53   	 80.18   	 818.92		 12.78   	  -5.09		
-28.08   	-11.90   	 83.46   	 727.36		 12.76   	  -5.09		
-28.69   	 -8.54   	 86.37   	 656.15		 12.74   	 -10.17		
-32.04   	 -9.16   	 88.99   	 595.11		 12.70   	 -20.35		
-35.40   	-10.99   	 91.37   	 534.08		 12.61   	 -25.43		
-36.32   	-10.99   	 93.51   	 488.30		 12.51   	 -40.69		
-35.10   	 -9.46   	 95.46   	 452.69		 12.35   	 -45.78		
-32.96   	 -7.02   	 97.27   	 432.35		 12.17   	 -55.95		
-31.43   	 -4.88   	 99.00   	 412.00		 11.94   	 -55.95		
-30.82   	 -2.75   	100.65   	 406.92		 11.72   	 -50.86		
-28.99   	  0.00   	102.28   	 391.66		 11.52   	 -50.86		
-24.72   	  4.27   	103.84   	 376.40		 11.31   	 -40.69		
-18.62   	  9.16   	105.35   	 356.05		 11.15   	 -30.52		
-12.82   	 13.73   	106.77   	 330.62		 11.03   	 -30.52		
 -9.77   	 17.70   	108.10   	 310.27		 10.91   	 -25.43		
-10.07   	 21.97   	109.34   	 289.93		 10.80   	 -30.52		
-11.90   	 27.47   	110.50   	 274.67		 10.68   	 -40.69		
-12.21   	 34.48   	111.60   	 259.41		 10.52   	 -50.86		
 -9.16   	 41.50   	112.63   	 244.15		 10.32   	 -66.12		
 -3.36   	 46.08   	113.61   	 228.89		 10.05   	 -66.12		
  3.97   	 47.00   	114.53   	 213.63		  9.79   	 -71.21		
 10.07   	 45.17   	115.38   	 198.37		  9.50   	 -61.04		
 14.95   	 44.25   	116.17   	 183.11		  9.26   	 -55.95		
 19.23   	 48.22   	116.91   	 178.03		  9.03   	 -50.86		
 23.80   	 58.90   	117.62   	 162.77		  8.83   	 -35.61		
 28.99   	 72.94   	118.27   	 162.77		  8.69   	 -25.43		
 34.79   	 85.45   	118.92   	 152.59		  8.59   	 -25.43		
 39.67   	 92.16   	119.53   	 147.51		  8.48   	 -20.35		
 43.33   	 93.38   	120.12   	 142.42		  8.40   	 -25.43		
 46.39   	 93.08   	120.69   	 137.33		  8.30   	 -25.43		
 50.35   	 94.60   	121.24   	 137.33		  8.20   	 -25.43		
 55.85   	 99.49   	121.79   	 122.07		  8.10   	 -30.52		
 62.56   	107.73   	122.28   	 122.07		  7.98   	 -30.52		
 69.27   	117.80   	122.77   	 122.07		  7.85   	 -15.26		
 75.07   	128.48   	123.25   	 116.99		  7.79   	  -5.09		
 79.96   	138.85   	123.72   	 111.90		  7.77   	  10.17		
 83.92   	147.09   	124.17   	 116.99		  7.81   	  25.43		
 86.06   	151.37   	124.64   	 106.82		  7.91   	  45.78		
 86.36   	152.28   	125.07   	 111.90		  8.10   	  50.86		
 85.45   	151.37   	125.51   	 101.73		  8.30   	  50.86		
 85.14   	149.84   	125.92   	  96.64		  8.50   	  45.78		
 85.75   	148.62   	126.31   	  91.56		  8.69   	  40.69		
 86.36   	147.09   	126.67   	  86.47		  8.85   	  35.61		
 85.45   	144.04   	127.02   	  76.30		  8.99   	  30.52		
 81.48   	138.85   	127.32   	  71.21		  9.11   	  30.52		
 75.68   	131.23   	127.61   	  61.04		  9.24   	  35.61		
 69.89   	123.60   	127.85   	  50.86		  9.38   	  45.78		
 65.61   	116.88   	128.06   	  45.78		  9.56   	  45.78		
 62.26   	111.08   	128.24   	  35.61		  9.75   	  50.86		
 58.29   	104.98   	128.38   	  30.52		  9.95   	  50.86		
 51.27   	 94.91   	128.50   	  20.35		 10.15   	  50.86		
 40.59   	 79.65   	128.59   	  15.26		 10.36   	  45.78		
 27.77   	 60.12   	128.65   	   5.09		 10.54   	  40.69		
 15.56   	 39.06   	128.67(S)	  -5.09		 10.70   	  35.61		
  7.02   	 20.75   	128.65   	 -15.26		 10.84   	  35.61		
  2.44   	  8.85   	128.59   	 -30.52		 10.99   	  35.61		
  0.61   	  4.58   	128.46   	 -45.78		 11.13   	  30.52		
 -1.22   	  5.80   	128.28   	 -76.30		 11.25   	  35.61		
 -4.88   	  7.02   	127.98   	-101.73		 11.39   	  40.69		
-10.68   	  2.44   	127.57   	-147.51		 11.56   	  35.61		
-17.70   	 -9.77   	126.98   	-193.29		 11.70   	  40.69		
-24.11   	-25.63   	126.20   	-259.41		 11.86   	  40.69		
-27.77   	-39.67   	125.17   	-325.53		 12.02   	  45.78		
-28.08   	-46.39   	123.87   	-391.66		 12.21   	  40.69		
-26.55   	-45.78   	122.30   	-473.04		 12.37   	  35.61		
-25.02   	-42.11   	120.41   	-549.34		 12.51   	  40.69		
-25.33   	-39.98   	118.21   	-656.15		 12.68   	  40.69		
-27.77   	-41.81   	115.58   	-773.14		 12.84   	  40.69		
-30.52   	-47.00   	112.49   	-905.39		 13.00   	  40.69		
-32.04   	-52.19   	108.87   	-1037.64		 13.16   	  50.86		
-32.35   	-55.54   	104.72   	-1169.88		 13.37   	  55.95		
-32.04   	-56.46   	100.04   	-1281.79		 13.59   	  55.95		
-32.35   	-55.85   	 94.91   	-1373.34		 13.81   	  61.04		
-32.65   	-54.02   	 89.42   	-1439.47		 14.06   	  61.04		
-31.43   	-50.96   	 83.66   	-1464.90		 14.30   	  50.86		
-28.99   	-47.00   	 77.80   	-1449.64		 14.51   	  40.69		
-26.25   	-43.03   	 72.00   	-1403.86		 14.67   	  30.52		
-25.63   	-40.89   	 66.39   	-1342.82		 14.79   	  25.43		
-28.38   	-41.50   	 61.02   	-1271.61		 14.89   	  10.17		
-32.35   	-44.56   	 55.93   	-1190.23		 14.93   	  10.17		
-35.10   	-48.52   	 51.17   	-1103.76		 14.97   	   0.00		
-36.01   	-51.27   	 46.75   	-1017.29		 14.97(V)	   0.00		
-34.48   	-51.27   	 42.69   	-930.82		 14.97   	  -5.09		
-32.35   	-47.61   	 38.96   	-849.44		 14.95   	 -15.26		
-31.13   	-41.20   	 35.56   	-778.23		 14.89   	 -15.26		
-31.13   	-33.87   	 32.45   	-712.10		 14.83   	 -25.43		
-31.13   	-28.08   	 29.60   	-645.98		 14.73   	 -35.61		
-31.13   	-26.86   	 27.02   	-595.11		 14.59   	 -30.52		
-30.21   	-31.43   	 24.64   	-534.08		 14.47   	 -35.61		
-28.99   	-39.67   	 22.50   	-488.30		 14.32   	 -35.61		
-27.16   	-48.52   	 20.55   	-432.35		 14.18   	 -35.61		
-25.94   	-53.41   	 18.82   	-386.57		 14.04   	 -30.52		
-25.02   	-51.88   	 17.27   	-340.79		 13.92   	 -35.61		
-25.63   	-45.47   	 15.91   	-300.10		 13.77   	 -35.61		
-27.16   	-38.45   	 14.71   	-264.50		 13.63   	 -40.69		
-28.38   	-35.40   	 13.65   	-223.80		 13.47   	 -45.78		
-28.69   	-37.23   	 12.76   	-198.37		 13.29   	 -50.86		
-27.16   	-41.20   	 11.96   	-172.94		 13.08   	 -50.86		
-24.72   	-44.56   	 11.27   	-142.42		 12.88   	 -55.95		
-22.58   	-47.00   	 10.70   	-127.16		 12.66   	 -55.95		
-22.28   	-50.05   	 10.19   	-106.82		 12.43   	 -55.95		
-23.50   	-54.93   	  9.77   	 -86.47		 12.21   	 -55.95		
-25.33   	-61.04   	  9.42   	 -71.21		 11.98   	 -50.86		
-26.55   	-65.00   	  9.14   	 -61.04		 11.78   	 -50.86		
-27.16   	-65.00   	  8.89   	 -40.69		 11.58   	 -45.78		
-27.16   	-61.04   	  8.73   	 -30.52		 11.39   	 -40.69		
-26.55   	-54.32   	  8.61   	 -15.26		 11.23   	 -35.61		
-25.94   	-47.61   	  8.55   	 -10.17		 11.09   	 -30.52		
-24.72   	-42.72   	  8.50(D)	   0.00		 10.97   	 -25.43		
-24.11   	-41.81   	  8.50   	  10.17		 10.86   	 -15.26		
-25.02   	-45.78   	  8.55   	  10.17		 10.80   	 -10.17		
-27.47   	-54.32   	  8.59   	  20.35		 10.76   	   0.00		
-30.52   	-63.48   	  8.67   	  20.35		 10.76   	   0.00		
-32.35   	-68.36   	  8.75   	  20.35		 10.76   	   5.09		
-32.35   	-66.53   	  8.83   	  25.43		 10.78   	  10.17		
-31.43   	-58.29   	  8.93   	  30.52		 10.82   	  10.17		
-30.21   	-48.52   	  9.05   	  30.52		 10.86   	   5.09		
-29.60   	-42.42   	  9.18   	  30.52		 10.89   	   5.09		
-28.99   	-41.81   	  9.30   	  30.52		 10.91   	   0.00		
-28.69   	-44.56   	  9.42   	  30.52		 10.91   	   5.09		
-28.38   	-46.69   	  9.54   	  35.61		 10.93   	   0.00		
-29.30   	-45.78   	  9.68   	  30.52		 10.93   	   0.00		
-31.43   	-45.17   	  9.81   	  35.61		 10.93   	   0.00		
-32.96   	-48.22   	  9.95   	  35.61		 10.93   	   0.00		
-32.35   	-55.54   	 10.09   	  35.61		 10.93   	   5.09		
-29.60   	-64.09   	 10.23   	  40.69		 10.95   	  10.17		
-26.25   	-68.97   	 10.40   	  35.61		 10.99   	  15.26		
-23.80   	-66.83   	 10.54   	  40.69		 11.05   	  15.26		
-24.11   	-59.51   	 10.70   	  40.69		 11.11   	  20.35		
-26.86   	-52.19   	 10.86   	  45.78		 11.19   	  25.43		
-29.60   	-47.61   	 11.05   	  40.69		 11.29   	  25.43		
-30.82   	-46.69   	 11.21   	  40.69		 11.39   	  25.43		
-29.60   	-48.52   	 11.37   	  45.78		 11.50   	  20.35		
-26.86   	-52.19   	 11.56   	  40.69		 11.58   	  25.43		
-25.02   	-57.37   	 11.72   	  45.78		 11.68   	  25.43		
-25.63   	-62.26   	 11.90   	  35.61		 11.78   	  20.35		
-27.77   	-63.78   	 12.04   	  40.69		 11.86   	  20.35		
-29.91   	-61.04   	 12.21   	  35.61		 11.94   	  15.26		
-30.21   	-56.15   	 12.35   	  35.61		 12.00   	  20.35		
-28.99   	-54.93   	 12.49   	  35.61		 12.09   	  15.26		
-27.47   	-61.04   	 12.63   	  30.52		 12.15   	  20.35		
-27.16   	-72.33   	 12.76   	  35.61		 12.23   	  25.43		
-27.77   	-81.18   	 12.90   	  25.43		 12.33   	  25.43		
-27.47   	-80.87   	 13.00   	  25.43		 12.43   	  25.43		
-25.02   	-69.58   	 13.10   	  25.43		 12.53   	  25.43		
-20.45   	-53.10   	 13.20   	  25.43		 12.63   	  25.43		
