  I     	  II     	  LV     	  LV'		  PW     	  PW'		
-14.04   	-30.82   	  8.00   	 -35.61		 14.49   	 -35.61		
-13.73   	-32.04   	  7.85   	 -30.52		 14.34   	 -30.52		
-13.73   	-33.57   	  7.73   	 -40.69		 14.22   	 -40.69		
-14.04   	-35.10   	  7.57   	 -40.69		 14.06   	 -35.61		
-14.95   	-35.71   	  7.41   	 -45.78		 13.92   	 -40.69		
-15.56   	-35.40   	  7.22   	 -45.78		 13.75   	 -45.78		
-15.87   	-33.87   	  7.04   	 -45.78		 13.57   	 -45.78		
-15.56   	-32.65   	  6.86   	 -30.52		 13.39   	 -45.78		
-15.26   	-32.35   	  6.73   	 -20.35		 13.20   	 -45.78		
-15.26   	-33.57   	  6.65   	  -5.09		 13.02   	 -50.86		
-15.87   	-36.01   	  6.63(D)	  15.26		 12.82   	 -45.78		
-16.48   	-37.84   	  6.69   	  25.43		 12.63   	 -45.78		
-16.17   	-38.76   	  6.80   	  40.69		 12.45   	 -40.69		
-15.87   	-37.84   	  6.96   	  45.78		 12.29   	 -40.69		
-14.95   	-36.32   	  7.14   	  45.78		 12.13   	 -35.61		
-14.34   	-34.79   	  7.32   	  50.86		 11.98   	 -35.61		
-14.34   	-33.87   	  7.53   	  40.69		 11.84   	 -30.52		
-14.04   	-33.57   	  7.69   	  40.69		 11.72   	 -35.61		
-13.73   	-33.26   	  7.85   	  35.61		 11.58   	 -30.52		
-13.73   	-33.57   	  8.00   	  25.43		 11.45   	 -35.61		
-14.65   	-34.18   	  8.10   	  30.52		 11.31   	 -35.61		
-16.17   	-35.40   	  8.22   	  20.35		 11.17   	 -35.61		
-17.09   	-35.71   	  8.30   	  20.35		 11.03   	 -35.61		
-16.78   	-35.71   	  8.38   	  20.35		 10.89   	 -40.69		
-15.56   	-35.40   	  8.46   	  15.26		 10.72   	 -35.61		
-14.34   	-36.32   	  8.52   	  15.26		 10.58   	 -35.61		
-13.73   	-38.15   	  8.59   	  15.26		 10.44   	 -35.61		
-14.04   	-40.59   	  8.65   	  15.26		 10.29   	 -35.61		
-14.04   	-42.11   	  8.71   	  10.17		 10.15   	 -30.52		
-13.43   	-42.42   	  8.75   	  15.26		 10.03   	 -30.52		
-12.51   	-41.81   	  8.81   	  10.17		  9.91   	 -30.52		
-12.21   	-40.89   	  8.85   	  10.17		  9.79   	 -25.43		
-12.51   	-39.98   	  8.89   	   5.09		  9.68   	 -20.35		
-12.82   	-38.76   	  8.91   	   0.00		  9.60   	 -25.43		
-12.51   	-36.62   	  8.91   	   0.00		  9.50   	 -20.35		
-11.29   	-33.87   	  8.91   	  -5.09		  9.42   	 -15.26		
-10.38   	-31.74   	  8.89   	  -5.09		  9.36   	 -20.35		
-10.38   	-30.82   	  8.87   	  -5.09		  9.28   	 -20.35		
-11.60   	-30.82   	  8.85   	  -5.09		  9.20   	 -15.26		
-13.12   	-32.35   	  8.83   	   0.00		  9.14   	 -15.26		
-14.34   	-34.79   	  8.83   	  -5.09		  9.07   	 -20.35		
-14.95   	-37.23   	  8.81   	   0.00		  8.99   	 -15.26		
-14.95   	-39.67   	  8.81   	   0.00		  8.93   	 -15.26		
-14.34   	-40.28   	  8.81   	   5.09		  8.87   	 -15.26		
-14.04   	-39.06   	  8.83   	   5.09		  8.81   	 -15.26		
-14.04   	-36.32   	  8.85   	  10.17		  8.75   	 -15.26		
-14.34   	-33.57   	  8.89   	  10.17		  8.69   	 -10.17		
-15.26   	-32.35   	  8.93   	  10.17		  8.65   	 -15.26		
-16.48   	-33.87   	  8.97   	  15.26		  8.59   	 -10.17		
-17.40   	-37.23   	  9.03   	  10.17		  8.55   	  -5.09		
-17.40   	-40.89   	  9.07   	  20.35		  8.52   	 -10.17		
-16.78   	-43.03   	  9.16   	  15.26		  8.48   	 -10.17		
-15.56   	-42.42   	  9.22   	  15.26		  8.44   	  -5.09		
-14.65   	-39.06   	  9.28   	  10.17		  8.42   	 -10.17		
-14.04   	-33.87   	  9.32   	  15.26		  8.38   	  -5.09		
-13.12   	-28.08   	  9.38   	  15.26		  8.36   	 -10.17		
-11.60   	-23.19   	  9.44   	  15.26		  8.32   	  -5.09		
 -8.85   	-20.14   	  9.50   	  10.17		  8.30   	  -5.09		
 -4.58   	-20.45   	  9.54   	  10.17		  8.28   	  -5.09		
  0.00   	-22.89   	  9.58   	  10.17		  8.26   	  -5.09		
  5.80   	-25.33   	  9.62   	  15.26		  8.24   	 -10.17		
 12.21   	-25.33   	  9.68   	  10.17		  8.20   	   0.00		
 19.23   	-21.36   	  9.73   	  10.17		  8.20   	  -5.09		
 25.94   	-13.12   	  9.77   	  10.17		  8.18   	  -5.09		
 31.74   	 -3.97   	  9.81   	  10.17		  8.16   	  -5.09		
 35.40   	  2.75   	  9.85   	  10.17		  8.14   	 -10.17		
 36.32   	  3.36   	  9.89   	  10.17		  8.10   	  -5.09		
 34.48   	 -3.36   	  9.93   	  10.17		  8.08   	  -5.09		
 30.52   	-16.78   	  9.97   	   5.09		  8.06   	  -5.09		
 26.86   	-33.87   	  9.99   	  10.17		  8.04   	  -5.09		
 25.94   	-50.35   	 10.03   	   5.09		  8.02   	  -5.09		
 30.52   	-63.48   	 10.05   	   5.09		  8.00   	  -5.09		
 39.67   	-71.72   	 10.07   	   5.09		  7.98   	  -5.09		
 50.05   	-76.60   	 10.09   	   0.00		  7.96   	  -5.09		
 56.76   	-80.87   	 10.09   	   5.09		  7.93   	  -5.09		
 57.68   	-84.23   	 10.11   	   0.00		  7.91   	   0.00		
 54.02   	-86.06   	 10.11   	   0.00		  7.91   	  -5.09		
 49.74   	-83.62   	 10.11   	  -5.09		  7.89   	   0.00		
 47.61   	-75.38   	 10.09   	   0.00		  7.89   	  -5.09		
 47.91   	-64.09   	 10.09   	   0.00		  7.87   	   0.00		
 50.35   	-53.71   	 10.09   	   0.00		  7.87   	  -5.09		
 53.71   	-47.91   	 10.09   	   5.09		  7.85   	   0.00		
 56.15   	-47.00   	 10.11   	   0.00		  7.85   	  -5.09		
 54.93   	-47.91   	 10.11   	  10.17		  7.83   	  -5.09		
 47.30   	-47.00   	 10.15   	   5.09		  7.81   	 -10.17		
 33.87   	-43.64   	 10.17   	  15.26		  7.77   	 -10.17		
 18.01   	-41.81   	 10.23   	  10.17		  7.73   	 -10.17		
  3.97   	-46.08   	 10.27   	  15.26		  7.69   	 -10.17		
 -5.19   	-57.07   	 10.34   	  15.26		  7.65   	 -10.17		
-10.07   	-68.66   	 10.40   	  15.26		  7.61   	 -10.17		
-12.51   	-73.24   	 10.46   	  10.17		  7.57   	 -10.17		
-14.65   	-67.44   	 10.50   	  15.26		  7.53   	   0.00		
-17.70   	-55.54   	 10.56   	  10.17		  7.53   	   0.00		
-21.06   	-45.17   	 10.60   	   5.09		  7.53   	  10.17		
-23.80   	-41.50   	 10.62   	  10.17		  7.57   	  15.26		
-25.33   	-42.42   	 10.66   	  10.17		  7.63   	  20.35		
-24.72   	-43.03   	 10.70   	  15.26		  7.71   	  25.43		
-22.58   	-40.28   	 10.76   	  10.17		  7.81   	  30.52		
-20.75   	-35.40   	 10.80   	  20.35		  7.93   	  30.52		
-20.45   	-32.35   	 10.89   	  15.26		  8.06   	  30.52		
-21.67   	-32.65   	 10.95   	  25.43		  8.18   	  30.52		
-23.19   	-34.79   	 11.05   	  35.61		  8.30   	  30.52		
-24.41   	-35.10   	 11.19   	  35.61		  8.42   	  25.43		
-27.47   	-29.60   	 11.33   	  45.78		  8.52   	  30.52		
-38.76   	-14.95   	 11.52   	  55.95		  8.65   	  20.35		
-64.70   	  8.24   	 11.74   	  66.12		  8.73   	  25.43		
-107.73   	 35.10   	 12.00   	  76.30		  8.83   	  20.35		
-155.94   	 58.90   	 12.31   	  81.38		  8.91   	  15.26		
-184.33   	 77.21   	 12.63   	  86.47		  8.97   	  20.35		
-161.13   	 95.52   	 12.98   	  86.47		  9.05   	  15.26		
-61.34   	131.53   	 13.33   	  91.56		  9.11   	  15.26		
122.38   	205.08   	 13.69   	  91.56		  9.18   	  15.26		
377.50   	324.71   	 14.06   	  81.38		  9.24   	  20.35		
669.56   	465.70   	 14.38   	  81.38		  9.32   	  25.43		
945.13   	561.83(R)	 14.71(E)	  76.30		  9.42   	  25.43		
1135.25   	532.53   	 15.02   	  71.21		  9.52   	  25.43		
1182.56   	340.27   	 15.30   	  71.21		  9.62   	  30.52		
1074.22   	 30.52   	 15.58   	  61.04		  9.75   	  25.43		
855.41   	-274.35   	 15.83   	  66.12		  9.85   	  30.52		
609.13   	-446.17   	 16.09   	  66.12		  9.97   	  30.52		
409.24   	-438.54   	 16.36   	  66.12		 10.09   	  20.35		
277.40   	-310.06   	 16.62   	  76.30		 10.17   	  25.43		
188.90   	-168.46   	 16.93   	  91.56		 10.27   	  20.35		
112.00   	-86.98   	 17.29   	 106.82		 10.36   	  15.26		
 38.15   	-68.36   	 17.72   	 147.51		 10.42   	  15.26		
-18.31   	-70.50   	 18.31   	 198.37		 10.48   	  15.26		
-43.95   	-59.20   	 19.10   	 259.41		 10.54   	  15.26		
-44.86   	-34.48   	 20.14   	 325.53		 10.60   	  20.35		
-40.59   	-14.95   	 21.44   	 406.92		 10.68   	  20.35		
-46.08   	-11.60   	 23.07   	 483.21		 10.76   	  25.43		
-60.73   	-18.01   	 25.00   	 554.42		 10.86   	  25.43		
-74.16   	-22.89   	 27.22   	 630.72		 10.97   	  20.35		
-80.26   	-21.06   	 29.75   	 701.93		 11.05   	  20.35		
-79.65   	-15.87   	 32.55   	 773.14		 11.13   	  10.17		
-78.13   	-11.90   	 35.65   	 829.09		 11.17   	   5.09		
-79.04   	-10.07   	 38.96   	 885.04		 11.19   	  -5.09		
-82.40   	-10.07   	 42.50   	 925.73		 11.17   	 -10.17		
-86.36   	 -9.46   	 46.21   	 951.17		 11.13   	 -15.26		
-88.50   	 -7.32   	 50.01   	 966.43		 11.07   	 -20.35		
-88.20   	 -4.58   	 53.88   	 971.51		 10.99   	 -10.17		
-86.36   	 -1.53   	 57.76   	 961.34		 10.95   	 -10.17		
-84.84   	  0.00   	 61.61   	 951.17		 10.91   	   5.09		
-84.53   	 -0.31   	 65.41   	 940.99		 10.93   	  15.26		
-85.75   	 -1.83   	 69.18   	 935.91		 10.99   	  30.52		
-88.20   	 -3.36   	 72.92   	 920.65		 11.11   	  30.52		
-91.55   	 -3.66   	 76.60   	 915.56		 11.23   	  35.61		
-94.30   	 -3.05   	 80.26   	 895.22		 11.37   	  30.52		
-95.83   	 -1.83   	 83.85   	 874.87		 11.50   	  25.43		
-96.44   	 -1.22   	 87.34   	 844.35		 11.60   	  10.17		
-96.13   	 -0.61   	 90.72   	 808.75		 11.64(A)	 -10.17		
-96.13   	  0.00   	 93.96   	 768.05		 11.60   	 -25.43		
-96.74   	  0.92   	 97.03   	 722.28		 11.50   	 -45.78		
-98.27   	  2.44   	 99.92   	 676.50		 11.31   	 -61.04		
-99.49   	  3.66   	102.62   	 630.72		 11.07   	 -71.21		
-99.49   	  4.27   	105.15   	 584.94		 10.78   	 -86.47		
-98.57   	  4.27   	107.49   	 544.25		 10.44   	 -91.56		
-97.35   	  3.97   	109.66   	 503.56		 10.07   	 -91.56		
-97.66   	  3.97   	111.68   	 467.95		  9.70   	 -86.47		
-99.49   	  4.88   	113.55   	 432.35		  9.36   	 -81.38		
-101.32   	  6.10   	115.28   	 406.92		  9.03   	 -76.30		
-102.23   	  7.02   	116.91   	 386.57		  8.73   	 -71.21		
-101.62   	  7.63   	118.45   	 371.31		  8.44   	 -55.95		
-100.71   	  7.63   	119.94   	 350.97		  8.22   	 -55.95		
-100.40   	  7.93   	121.34   	 335.71		  8.00   	 -50.86		
-101.62   	  9.16   	122.69   	 325.53		  7.79   	 -45.78		
-103.76   	 11.29   	123.99   	 310.27		  7.61   	 -45.78		
-105.29   	 13.73   	125.23   	 300.10		  7.43   	 -50.86		
-106.20   	 16.48   	126.43   	 289.93		  7.22   	 -50.86		
-106.20   	 19.53   	127.59   	 269.58		  7.02   	 -50.86		
-106.20   	 22.89   	128.67   	 244.15		  6.82   	 -55.95		
-107.12   	 26.25   	129.64   	 223.80		  6.59   	 -55.95		
-110.17   	 28.99   	130.54   	 188.20		  6.37   	 -61.04		
-114.44   	 30.82   	131.29   	 167.85		  6.12   	 -61.04		
-118.71   	 31.74   	131.96   	 147.51		  5.88   	 -55.95		
-121.46   	 32.96   	132.55   	 132.25		  5.66   	 -55.95		
-122.68   	 35.40   	133.08   	 132.25		  5.43   	 -50.86		
-123.29   	 38.45   	133.61   	 137.33		  5.23   	 -45.78		
-124.21   	 41.50   	134.16   	 132.25		  5.05   	 -40.69		
-127.26   	 43.33   	134.69   	 142.42		  4.88   	 -35.61		
-132.14   	 44.56   	135.26   	 132.25		  4.74   	 -25.43		
-137.63   	 45.47   	135.79   	 132.25		  4.64   	 -25.43		
-142.21   	 47.61   	136.32   	 116.99		  4.54   	 -25.43		
-145.57   	 50.35   	136.78   	 106.82		  4.44   	 -20.35		
-147.71   	 53.10   	137.21   	  96.64		  4.35   	 -20.35		
-149.23   	 54.63   	137.60   	  86.47		  4.27   	 -15.26		
-151.06   	 54.63   	137.94   	  76.30		  4.21   	 -20.35		
-153.20   	 52.19   	138.25   	  66.12		  4.13   	 -20.35		
-154.72   	 48.22   	138.51   	  61.04		  4.05   	 -20.35		
-155.03   	 43.95   	138.76   	  40.69		  3.97   	 -20.35		
-152.28   	 40.89   	138.92   	  30.52		  3.89   	 -20.35		
-145.87   	 39.67   	139.04   	   5.09		  3.80   	 -15.26		
-136.41   	 39.37   	139.06(S)	 -10.17		  3.74   	 -10.17		
-125.12   	 38.45   	139.02   	 -25.43		  3.70   	 -10.17		
-113.22   	 35.71   	138.92   	 -35.61		  3.66   	  -5.09		
-100.71   	 31.13   	138.78   	 -45.78		  3.64   	   0.00		
-87.59   	 25.94   	138.60   	 -50.86		  3.64   	   0.00		
-73.85   	 20.45   	138.39   	 -61.04		  3.64   	   5.09		
-60.42   	 15.56   	138.15   	 -71.21		  3.66   	   5.09		
-48.22   	 10.99   	137.86   	 -86.47		  3.68   	   5.09		
-38.45   	  6.41   	137.52   	-101.73		  3.70   	   5.09		
-31.13   	  1.22   	137.11   	-116.99		  3.72   	   5.09		
-26.25   	 -4.58   	136.64   	-127.16		  3.74   	  10.17		
-22.58   	-12.21   	136.13   	-142.42		  3.78   	   5.09		
-20.14   	-21.36   	135.56   	-152.59		  3.80   	  10.17		
-18.62   	-30.82   	134.95   	-157.68		  3.85   	  10.17		
-17.70   	-38.45   	134.32   	-172.94		  3.89   	  15.26		
-17.09   	-42.11   	133.63   	-193.29		  3.95   	  15.26		
-16.48   	-42.42   	132.86   	-223.80		  4.01   	  25.43		
-16.17   	-41.20   	131.96   	-269.58		  4.11   	  25.43		
-16.17   	-40.59   	130.88   	-310.27		  4.21   	  35.61		
-16.17   	-41.81   	129.64   	-366.22		  4.35   	  35.61		
-16.48   	-44.56   	128.18   	-417.09		  4.50   	  45.78		
-16.78   	-47.61   	126.51   	-467.95		  4.68   	  45.78		
-17.09   	-50.35   	124.64   	-503.56		  4.86   	  45.78		
-17.09   	-52.49   	122.62   	-544.25		  5.05   	  45.78		
-16.78   	-54.93   	120.45   	-574.77		  5.23   	  45.78		
-17.09   	-57.68   	118.15   	-605.29		  5.41   	  40.69		
-17.40   	-60.73   	115.73   	-630.72		  5.57   	  40.69		
-17.70   	-62.87   	113.20   	-671.41		  5.74   	  40.69		
-17.70   	-63.17   	110.52   	-701.93		  5.90   	  30.52		
-17.09   	-60.73   	107.71   	-747.71		  6.02   	  35.61		
-16.17   	-57.68   	104.72   	-798.57		  6.16   	  30.52		
-15.26   	-54.93   	101.53   	-844.35		  6.29   	  20.35		
-14.95   	-54.02   	 98.15   	-895.22		  6.37   	  20.35		
-14.95   	-54.63   	 94.57   	-935.91		  6.45   	  15.26		
-15.26   	-55.54   	 90.82   	-966.43		  6.51   	  10.17		
-15.87   	-56.15   	 86.96   	-991.86		  6.55   	   5.09		
-16.78   	-56.46   	 82.99   	-996.94		  6.57   	   0.00		
-17.70   	-55.85   	 79.00   	-1002.03		  6.57   	  10.17		
-18.31   	-54.93   	 74.99   	-986.77		  6.61   	  20.35		
-18.62   	-52.80   	 71.05   	-971.51		  6.69   	  30.52		
-19.23   	-50.66   	 67.16   	-951.17		  6.82   	  50.86		
-20.75   	-49.44   	 63.36   	-940.99		  7.02   	  71.21		
-22.28   	-49.44   	 59.59   	-920.65		  7.30   	  91.56		
-24.41   	-50.66   	 55.91   	-910.47		  7.67   	 106.82		
-26.25   	-51.88   	 52.27   	-890.13		  8.10   	 116.99		
-27.47   	-52.19   	 48.71   	-869.78		  8.57   	 122.07		
-28.08   	-50.96   	 45.23   	-849.44		  9.05   	 116.99		
-27.77   	-48.83   	 41.83   	-808.75		  9.52   	 116.99		
-27.16   	-46.08   	 38.60   	-768.05		  9.99   	 101.73		
-26.25   	-42.72   	 35.52   	-712.10		 10.40   	  86.47		
-25.33   	-39.06   	 32.68   	-661.24		 10.74   	  66.12		
-24.72   	-35.71   	 30.03   	-605.29		 11.01   	  55.95		
-24.41   	-33.57   	 27.61   	-549.34		 11.23   	  35.61		
-24.41   	-32.96   	 25.41   	-503.56		 11.37   	  25.43		
-24.41   	-33.26   	 23.40   	-452.69		 11.48   	  15.26		
-24.72   	-33.87   	 21.59   	-422.18		 11.54   	  10.17		
-24.41   	-34.18   	 19.90   	-381.48		 11.58   	   5.09		
-24.41   	-33.87   	 18.37   	-361.14		 11.60   	  10.17		
-24.11   	-33.87   	 16.93   	-335.71		 11.64   	  10.17		
-23.50   	-34.48   	 15.58   	-305.19		 11.68   	  15.26		
-22.89   	-36.01   	 14.36   	-284.84		 11.74   	  15.26		
-22.58   	-37.23   	 13.22   	-254.32		 11.80   	  15.26		
-22.28   	-37.84   	 12.21   	-233.98		 11.86   	  10.17		
-22.58   	-37.54   	 11.27   	-208.54		 11.90   	  10.17		
-22.89   	-36.62   	 10.44   	-183.11		 11.94   	   5.09		
-22.58   	-35.71   	  9.70   	-167.85		 11.96(V)	  -5.09		
-21.97   	-35.71   	  9.03   	-152.59		 11.94   	  -5.09		
-21.36   	-36.32   	  8.42   	-142.42		 11.92   	 -10.17		
-20.75   	-37.23   	  7.85   	-127.16		 11.88   	 -15.26		
-21.06   	-38.15   	  7.34   	-122.07		 11.82   	 -20.35		
-21.36   	-38.15   	  6.86   	-106.82		 11.74   	 -25.43		
-21.67   	-38.15   	  6.43   	-101.73		 11.64   	 -25.43		
-21.36   	-38.15   	  6.02   	 -81.38		 11.54   	 -25.43		
-20.75   	-38.76   	  5.70   	 -66.12		 11.43   	 -25.43		
-20.14   	-39.37   	  5.43   	 -55.95		 11.33   	 -25.43		
-20.14   	-40.59   	  5.21   	 -40.69		 11.23   	 -25.43		
-20.75   	-41.81   	  5.05   	 -25.43		 11.13   	 -30.52		
-21.67   	-42.72   	  4.94   	 -20.35		 11.01   	 -30.52		
-22.89   	-43.64   	  4.86   	 -20.35		 10.89   	 -30.52		
-24.11   	-44.25   	  4.78   	 -20.35		 10.76   	 -35.61		
-25.02   	-44.86   	  4.70   	 -20.35		 10.62   	 -35.61		
-25.33   	-45.17   	  4.62   	 -20.35		 10.48   	 -40.69		
-25.33   	-45.17   	  4.54   	 -25.43		 10.32   	 -35.61		
-25.33   	-45.17   	  4.44   	 -25.43		 10.17   	 -40.69		
-25.94   	-44.86   	  4.33   	 -25.43		 10.01   	 -40.69		
-26.55   	-44.25   	  4.23   	 -15.26		  9.85   	 -40.69		
-27.47   	-43.33   	  4.17   	  -5.09		  9.68   	 -35.61		
-27.47   	-42.42   	  4.15(D)	  10.17		  9.54   	 -40.69		
-26.86   	-41.81   	  4.19   	  20.35		  9.38   	 -35.61		
-25.94   	-41.50   	  4.27   	  30.52		  9.24   	 -30.52		
-25.02   	-41.50   	  4.39   	  45.78		  9.11   	 -35.61		
-24.11   	-41.20   	  4.58   	  45.78		  8.97   	 -30.52		
-23.50   	-40.59   	  4.76   	  45.78		  8.85   	 -30.52		
-23.19   	-40.28   	  4.94   	  50.86		  8.73   	 -30.52		
-23.19   	-40.59   	  5.15   	  40.69		  8.61   	 -25.43		
-23.50   	-42.11   	  5.31   	  40.69		  8.50   	 -30.52		
-24.11   	-43.95   	  5.47   	  35.61		  8.38   	 -25.43		
-25.02   	-46.08   	  5.62   	  30.52		  8.28   	 -30.52		
-25.63   	-46.69   	  5.74   	  20.35		  8.16   	 -25.43		
-25.94   	-46.08   	  5.82   	  25.43		  8.06   	 -25.43		
-25.94   	-44.86   	  5.92   	  20.35		  7.96   	 -20.35		
-26.55   	-44.25   	  6.00   	  20.35		  7.87   	 -25.43		
-26.86   	-44.86   	  6.08   	  25.43		  7.77   	 -15.26		
-27.16   	-46.08   	  6.19   	  25.43		  7.71   	 -20.35		
-26.25   	-46.69   	  6.29   	  30.52		  7.63   	 -15.26		
-24.11   	-46.39   	  6.41   	  30.52		  7.57   	 -15.26		
-21.97   	-45.17   	  6.53   	  25.43		  7.51   	 -15.26		
-20.45   	-43.64   	  6.63   	  30.52		  7.45   	 -10.17		
-20.45   	-43.03   	  6.75   	  20.35		  7.41   	 -10.17		
-21.36   	-42.42   	  6.84   	  15.26		  7.37   	 -10.17		
-22.28   	-41.81   	  6.90   	  10.17		  7.32   	 -10.17		
-22.58   	-41.20   	  6.94   	   5.09		  7.28   	 -10.17		
-21.97   	-40.59   	  6.96   	   0.00		  7.24   	  -5.09		
-20.75   	-39.98   	  6.96   	   0.00		  7.22   	 -10.17		
-19.84   	-39.98   	  6.96   	   0.00		  7.18   	  -5.09		
-18.92   	-39.98   	  6.96   	   0.00		  7.16   	  -5.09		
-18.31   	-39.98   	  6.96   	  10.17		  7.14   	   0.00		
-17.70   	-39.37   	  7.00   	  15.26		  7.14   	  -5.09		
-16.78   	-38.15   	  7.06   	  15.26		  7.12   	   0.00		
-16.17   	-37.23   	  7.12   	  20.35		  7.12   	   0.00		
-15.87   	-36.93   	  7.20   	  25.43		  7.12   	   0.00		
-15.56   	-36.93   	  7.30   	  20.35		  7.12   	   0.00		
-15.26   	-37.23   	  7.39   	  20.35		  7.12   	   5.09		
-14.95   	-37.23   	  7.47   	  20.35		  7.14   	   5.09		
-14.04   	-36.62   	  7.55   	  15.26		  7.16   	   5.09		
-13.12   	-35.40   	  7.61   	  20.35		  7.18   	   0.00		
-12.51   	-33.57   	  7.69   	  15.26		  7.18   	   5.09		
-12.51   	-31.74   	  7.75   	  15.26		  7.20   	   5.09		
-12.82   	-30.52   	  7.81   	  20.35		  7.22   	   5.09		
-13.12   	-28.99   	  7.89   	  20.35		  7.24   	   5.09		
-12.82   	-27.16   	  7.98   	  20.35		  7.26   	   5.09		
-11.29   	-23.80   	  8.06   	  20.35		  7.28   	   5.09		
 -8.85   	-18.62   	  8.14   	  20.35		  7.30   	   5.09		
 -5.19   	-12.21   	  8.22   	  25.43		  7.32   	   5.09		
 -0.31   	 -7.93   	  8.32   	  20.35		  7.34   	   5.09		
  5.49   	 -7.02   	  8.40   	  15.26		  7.37   	   5.09		
 12.21   	 -9.16   	  8.46   	  20.35		  7.39   	  10.17		
 19.84   	-10.99   	  8.55   	  20.35		  7.43   	   5.09		
 27.77   	 -9.16   	  8.63   	  15.26		  7.45   	  10.17		
 35.40   	 -2.44   	  8.69   	  20.35		  7.49   	  10.17		
 41.50   	  6.71   	  8.77   	  20.35		  7.53   	   5.09		
 44.86   	 13.12   	  8.85   	  15.26		  7.55   	  10.17		
 44.25   	 12.82   	  8.91   	  20.35		  7.59   	  10.17		
 39.98   	  4.27   	  8.99   	  20.35		  7.63   	  10.17		
 34.48   	 -9.77   	  9.07   	  20.35		  7.67   	  10.17		
 31.43   	-25.33   	  9.16   	  15.26		  7.71   	  10.17		
 33.26   	-38.45   	  9.22   	  15.26		  7.75   	  10.17		
 40.89   	-47.61   	  9.28   	  15.26		  7.79   	  10.17		
 52.19   	-52.80   	  9.34   	  10.17		  7.83   	  10.17		
 61.95   	-57.07   	  9.38   	  10.17		  7.87   	  15.26		
 66.53   	-60.42   	  9.42   	   5.09		  7.93   	  10.17		
 65.92   	-62.87   	  9.44   	   5.09		  7.98   	  15.26		
 62.26   	-62.26   	  9.46   	   5.09		  8.04   	  15.26		
 58.90   	-57.37   	  9.48   	   5.09		  8.10   	  15.26		
 57.98   	-48.83   	  9.50   	   5.09		  8.16   	  15.26		
 58.90   	-40.28   	  9.52   	  10.17		  8.22   	  15.26		
 60.73   	-34.48   	  9.56   	   5.09		  8.28   	  10.17		
 62.87   	-32.04   	  9.58   	  15.26		  8.32   	  10.17		
 64.39   	-31.43   	  9.64   	  10.17		  8.36   	  10.17		
 62.56   	-29.30   	  9.68   	  20.35		  8.40   	   5.09		
 55.85   	-25.02   	  9.77   	  20.35		  8.42   	   5.09		
 43.03   	-20.75   	  9.85   	  20.35		  8.44   	   0.00		
 26.86   	-21.67   	  9.93   	  30.52		  8.44   	  -5.09		
 11.90   	-29.30   	 10.05   	  25.43		  8.42   	   0.00		
  1.53   	-41.50   	 10.15   	  30.52		  8.42   	   0.00		
 -3.97   	-50.66   	 10.27   	  30.52		  8.42   	   0.00		
 -6.10   	-50.66   	 10.40   	  25.43		  8.42   	   5.09		
 -7.32   	-41.20   	 10.50   	  25.43		  8.44   	   5.09		
 -8.54   	-28.38   	 10.60   	  25.43		  8.46   	  15.26		
-10.38   	-19.53   	 10.70   	  20.35		  8.52   	  20.35		
-12.21   	-18.01   	 10.78   	  20.35		  8.61   	  25.43		
-14.04   	-21.36   	 10.86   	  20.35		  8.71   	  25.43		
-15.56   	-24.72   	 10.95   	  20.35		  8.81   	  35.61		
-16.17   	-24.41   	 11.03   	  20.35		  8.95   	  35.61		
-16.17   	-20.75   	 11.11   	  20.35		  9.09   	  40.69		
-15.26   	-16.17   	 11.19   	  30.52		  9.26   	  40.69		
-14.65   	-12.21   	 11.31   	  35.61		  9.42   	  35.61		
-14.65   	 -9.46   	 11.45   	  40.69		  9.56   	  40.69		
-16.17   	 -7.02   	 11.62   	  50.86		  9.73   	  40.69		
-22.89   	 -1.22   	 11.82   	  55.95		  9.89   	  35.61		
-40.28   	 11.29   	 12.04   	  71.21		 10.03   	  35.61		
-73.55   	 31.13   	 12.33   	  71.21		 10.17   	  30.52		
-120.85   	 54.32   	 12.61   	  86.47		 10.29   	  30.52		
-166.32   	 75.07   	 12.96   	  86.47		 10.42   	  25.43		
-181.58   	 92.47   	 13.31   	  96.64		 10.52   	  20.35		
-135.80   	115.36   	 13.69   	  91.56		 10.60   	  25.43		
 -7.93   	162.35   	 14.06   	  96.64		 10.70   	  20.35		
202.64   	251.16   	 14.45   	  91.56		 10.78   	  20.35		
476.07   	381.77   	 14.81   	  86.47		 10.86   	  25.43		
770.87   	516.36   	 15.16   	  86.47		 10.97   	  30.52		
1025.70   	580.75(R)	 15.50(E)	  86.47		 11.09   	  30.52		
1171.57   	503.23   	 15.85   	  76.30		 11.21   	  35.61		
1163.33   	270.08   	 16.15   	  81.38		 11.35   	  40.69		
1009.22   	-46.69   	 16.48   	  76.30		 11.52   	  35.61		
771.79   	-316.47   	 16.79   	  76.30		 11.66   	  40.69		
536.50   	-431.52   	 17.09   	  76.30		 11.82   	  40.69		
361.33   	-380.55   	 17.40   	  81.38		 11.98   	  35.61		
247.80   	-243.53   	 17.72   	  86.47		 12.13   	  30.52		
165.10   	-119.93   	 18.07   	 101.73		 12.25   	  30.52		
 88.50   	-59.81   	 18.47   	 122.07		 12.37   	  25.43		
 19.53   	-48.52   	 18.96   	 162.77		 12.47   	  20.35		
-25.94   	-44.56   	 19.61   	 208.54		 12.55   	  25.43		
-41.20   	-27.16   	 20.45   	 274.67		 12.66   	  20.35		
