  I     	  II     	  LV     	  LV'		  PA     	  PA'		
  5.80   	-14.65   	 81.91   	 269.58		 15.89   	   5.09		
  5.49   	-15.26   	 82.99   	 254.32		 15.91   	  10.17		
 10.38   	-15.26   	 84.01   	 239.06		 15.95   	   5.09		
 17.70   	-13.73   	 84.96   	 223.80		 15.97   	  10.17		
 24.11   	-10.07   	 85.86   	 213.63		 16.01   	   5.09		
 28.69   	 -5.19   	 86.71   	 203.46		 16.03   	  10.17		
 31.43   	 -0.61   	 87.53   	 188.20		 16.07   	  10.17		
 34.48   	  2.75   	 88.28   	 178.03		 16.11   	  10.17		
 40.28   	  5.80   	 88.99   	 162.77		 16.15   	  10.17		
 49.13   	 10.38   	 89.64   	 157.68		 16.20   	  15.26		
 59.81   	 16.48   	 90.27   	 142.42		 16.26   	  15.26		
 71.41   	 22.58   	 90.84   	 127.16		 16.32   	  10.17		
 80.87   	 27.47   	 91.35   	 122.07		 16.36   	  10.17		
 85.75   	 30.52   	 91.84   	 111.90		 16.40   	  10.17		
 84.53   	 33.87   	 92.29   	 101.73		 16.44   	  10.17		
 78.13   	 37.54   	 92.70   	  96.64		 16.48   	  10.17		
 70.80   	 41.81   	 93.08   	  91.56		 16.52   	  15.26		
 69.58   	 45.17   	 93.45   	  91.56		 16.58   	  10.17		
 78.43   	 46.08   	 93.81   	  81.38		 16.62   	  15.26		
 93.99   	 45.47   	 94.14   	  81.38		 16.68   	  15.26		
109.86   	 44.25   	 94.47   	  76.30		 16.74   	  20.35		
119.32   	 43.33   	 94.77   	  71.21		 16.83   	  10.17		
121.46   	 43.33   	 95.06   	  71.21		 16.87   	  15.26		
119.93   	 43.64   	 95.34   	  66.12		 16.93   	  15.26		
120.54   	 43.33   	 95.60   	  61.04		 16.99   	  10.17		
126.34   	 42.42   	 95.85   	  55.95		 17.03   	  15.26		
138.85   	 41.81   	 96.07   	  50.86		 17.09   	  15.26		
155.03   	 42.11   	 96.28   	  45.78		 17.15   	  15.26		
167.54   	 42.72   	 96.46   	  35.61		 17.21   	  10.17		
170.59   	 41.81   	 96.60   	  35.61		 17.25   	  15.26		
161.74   	 37.23   	 96.74   	  20.35		 17.31   	  10.17		
143.74   	 28.99   	 96.83   	  20.35		 17.35   	   5.09		
126.04   	 18.92   	 96.91   	  10.17		 17.38(S)	  -5.09		
116.27   	  8.85   	 96.95(S)	   0.00		 17.35   	 -10.17		
113.53   	 -0.31   	 96.95   	  -5.09		 17.31   	 -15.26		
112.00   	 -8.54   	 96.93   	 -10.17		 17.25   	 -25.43		
106.51   	-15.87   	 96.89   	 -20.35		 17.15   	 -30.52		
 96.44   	-23.50   	 96.81   	 -30.52		 17.03   	 -35.61		
 85.14   	-30.52   	 96.68   	 -40.69		 16.89   	 -35.61		
 74.77   	-37.84   	 96.52   	 -45.78		 16.74   	 -40.69		
 63.48   	-46.08   	 96.34   	 -55.95		 16.58   	 -35.61		
 48.52   	-54.63   	 96.11   	 -66.12		 16.44   	 -35.61		
 29.91   	-63.17   	 95.85   	 -76.30		 16.30   	 -35.61		
 11.60   	-71.41   	 95.54   	 -86.47		 16.15   	 -30.52		
 -1.22   	-77.82   	 95.20   	 -96.64		 16.03   	 -25.43		
 -7.02   	-82.70   	 94.81   	-111.90		 15.93   	 -25.43		
 -8.85   	-87.28   	 94.36   	-122.07		 15.83   	 -25.43		
-12.51   	-92.16   	 93.88   	-137.33		 15.73   	 -20.35		
-19.23   	-98.27   	 93.33   	-152.59		 15.65   	 -25.43		
-26.86   	-104.06   	 92.72   	-167.85		 15.54   	 -25.43		
-30.52   	-107.12   	 92.04   	-188.20		 15.44   	 -20.35		
-28.69   	-107.12   	 91.29   	-213.63		 15.36   	 -25.43		
-22.58   	-105.59   	 90.44   	-233.98		 15.26   	 -25.43		
-17.70   	-104.98   	 89.50   	-259.41		 15.16   	 -20.35		
-17.40   	-107.12   	 88.46   	-295.01		 15.08   	 -30.52		
-22.28   	-111.69   	 87.28   	-325.53		 14.95   	 -25.43		
-28.99   	-116.58   	 85.98   	-356.05		 14.85   	 -35.61		
-34.18   	-119.93   	 84.56   	-386.57		 14.71   	 -30.52		
-35.40   	-120.54   	 83.01   	-422.18		 14.59   	 -30.52		
-33.87   	-119.32   	 81.32   	-447.61		 14.47   	 -30.52		
-32.35   	-118.41   	 79.53   	-478.13		 14.34   	 -30.52		
-32.35   	-120.54   	 77.62   	-503.56		 14.22   	 -25.43		
-33.87   	-125.12   	 75.60   	-523.90		 14.12   	 -25.43		
-32.96   	-130.62   	 73.51   	-544.25		 14.02   	 -20.35		
-26.86   	-133.36   	 71.33   	-554.42		 13.94   	 -20.35		
-15.87   	-132.45   	 69.11   	-574.77		 13.86   	 -20.35		
 -8.24   	-128.78   	 66.82   	-579.86		 13.77   	 -20.35		
-12.21   	-126.04   	 64.50   	-584.94		 13.69   	 -10.17		
-29.91   	-125.12   	 62.16   	-590.03		 13.65   	 -10.17		
-53.10   	-126.34   	 59.80   	-595.11		 13.61   	  -5.09		
-68.36   	-126.95   	 57.42   	-590.03		 13.59   	  -5.09		
-66.22   	-125.73   	 55.06   	-584.94		 13.57   	   0.00		
-50.05   	-122.99   	 52.72   	-574.77		 13.57   	  -5.09		
-32.35   	-121.15   	 50.42   	-569.68		 13.55   	 -10.17		
-25.33   	-121.46   	 48.14   	-559.51		 13.51   	 -10.17		
-31.43   	-122.68   	 45.90   	-544.25		 13.47   	 -10.17		
-42.72   	-122.99   	 43.72   	-528.99		 13.43   	 -10.17		
-50.96   	-120.54   	 41.61   	-513.73		 13.39   	 -10.17		
-50.96   	-116.27   	 39.55   	-498.47		 13.35   	  -5.09		
-43.95   	-112.61   	 37.56   	-478.13		 13.33   	 -10.17		
-34.79   	-112.00   	 35.65   	-462.87		 13.29   	  -5.09		
-27.47   	-112.92   	 33.79   	-442.52		 13.27   	 -10.17		
-22.58   	-113.22   	 32.02   	-427.26		 13.22   	  -5.09		
-20.75   	-110.78   	 30.32   	-406.92		 13.20   	 -15.26		
-21.97   	-107.12   	 28.69   	-391.66		 13.14   	 -10.17		
-26.25   	-105.90   	 27.12   	-376.40		 13.10   	 -15.26		
-32.04   	-108.64   	 25.62   	-356.05		 13.04   	 -10.17		
-37.23   	-114.14   	 24.19   	-340.79		 13.00   	 -15.26		
-40.59   	-118.71   	 22.83   	-320.45		 12.94   	 -10.17		
-39.98   	-119.32   	 21.55   	-305.19		 12.90   	 -10.17		
-36.62   	-116.27   	 20.33   	-289.93		 12.86   	 -10.17		
-32.04   	-112.92   	 19.17   	-274.67		 12.82   	 -10.17		
-27.16   	-111.08   	 18.07   	-259.41		 12.78   	 -10.17		
-22.58   	-110.47   	 17.03   	-244.15		 12.74   	 -10.17		
-18.92   	-110.78   	 16.05   	-228.89		 12.70   	 -10.17		
-18.31   	-110.17   	 15.14   	-213.63		 12.66   	 -15.26		
-23.19   	-110.17   	 14.28   	-198.37		 12.59   	 -15.26		
-34.18   	-112.30   	 13.49   	-183.11		 12.53   	 -10.17		
-47.30   	-116.88   	 12.76   	-172.94		 12.49   	 -15.26		
-56.76   	-120.85   	 12.07   	-157.68		 12.43   	 -15.26		
-58.29   	-121.46   	 11.43   	-147.51		 12.37   	 -10.17		
-51.27   	-117.19   	 10.84   	-137.33		 12.33   	 -10.17		
-40.89   	-110.47   	 10.29   	-122.07		 12.29   	 -10.17		
-34.18   	-105.29   	  9.81   	-111.90		 12.25   	 -10.17		
-33.26   	-104.06   	  9.36   	-106.82		 12.21   	  -5.09		
-35.71   	-106.20   	  8.93   	 -91.56		 12.19   	  -5.09		
-36.93   	-107.73   	  8.57   	 -86.47		 12.17   	   0.00		
-34.48   	-106.51   	  8.22   	 -76.30		 12.17   	   0.00		
-29.91   	-102.23   	  7.91   	 -71.21		 12.17   	   0.00		
-26.86   	-97.96   	  7.63   	 -61.04		 12.17   	   5.09		
-28.69   	-96.13   	  7.39   	 -61.04		 12.19   	   0.00		
-34.48   	-98.88   	  7.14   	 -50.86		 12.19   	   5.09		
-40.89   	-104.68   	  6.94   	 -50.86		 12.21   	   5.09		
-44.25   	-109.56   	  6.73   	 -45.78		 12.23   	   0.00		
-43.03   	-110.47   	  6.55   	 -40.69		 12.23   	   0.00		
-37.84   	-105.59   	  6.39   	 -35.61		 12.23   	  -5.09		
-32.35   	-97.96   	  6.25   	 -35.61		 12.21   	  -5.09		
-28.99   	-91.25   	  6.10   	 -35.61		 12.19   	   0.00		
-28.69   	-89.42   	  5.96   	 -30.52		 12.19   	 -10.17		
-29.60   	-91.86   	  5.84   	 -30.52		 12.15   	  -5.09		
-29.60   	-95.52   	  5.72   	 -30.52		 12.13   	 -15.26		
-28.69   	-97.05   	  5.60   	 -30.52		 12.07   	 -10.17		
-30.21   	-95.52   	  5.47   	 -25.43		 12.02   	 -20.35		
-34.79   	-92.77   	  5.37   	 -25.43		 11.94   	 -15.26		
-39.67   	-91.55   	  5.27   	 -25.43		 11.88   	 -25.43		
-43.33   	-91.86   	  5.17   	 -25.43		 11.78   	 -20.35		
-44.56   	-91.25   	  5.07   	 -20.35		 11.70   	 -20.35		
-44.25   	-86.98   	  4.98   	 -25.43		 11.62   	 -15.26		
-44.25   	-78.43   	  4.88   	 -20.35		 11.56   	 -15.26		
-45.17   	-69.27   	  4.80   	 -15.26		 11.50   	 -10.17		
-45.47   	-64.09   	  4.74   	 -15.26		 11.45   	  -5.09		
-43.64   	-65.00   	  4.68   	 -15.26		 11.43   	  -5.09		
-39.67   	-69.89   	  4.62   	 -15.26		 11.41   	   0.00		
-34.79   	-75.38   	  4.56   	 -10.17		 11.41   	   0.00		
-28.38   	-78.74   	  4.52   	 -10.17		 11.41   	   0.00		
-21.36   	-79.35   	  4.48   	 -10.17		 11.41   	  -5.09		
-18.31   	-78.74   	  4.44   	  -5.09		 11.39   	  -5.09		
-21.97   	-77.21   	  4.42   	 -10.17		 11.37   	  -5.09		
-32.96   	-74.16   	  4.37   	  -5.09		 11.35   	 -10.17		
-47.61   	-70.19   	  4.35   	  -5.09		 11.31   	 -10.17		
-58.90   	-66.53   	  4.33   	   0.00		 11.27   	 -10.17		
-60.42   	-64.09   	  4.33   	   0.00		 11.23   	 -10.17		
-52.80   	-64.09   	  4.33   	  -5.09		 11.19   	 -10.17		
-42.11   	-65.61   	  4.31(D)	   0.00		 11.15   	 -10.17		
-33.87   	-68.05   	  4.31   	   5.09		 11.11   	 -10.17		
-30.52   	-71.41   	  4.33   	   0.00		 11.07   	 -10.17		
-31.13   	-75.38   	  4.33   	   0.00		 11.03   	 -15.26		
-33.57   	-79.35   	  4.33   	   5.09		 10.97   	 -15.26		
-35.10   	-82.09   	  4.35   	   5.09		 10.91   	 -15.26		
-33.26   	-82.40   	  4.37   	   0.00		 10.84   	 -20.35		
-28.08   	-79.96   	  4.37   	  10.17		 10.76   	 -10.17		
-20.14   	-76.29   	  4.42   	   5.09		 10.72   	 -10.17		
-12.51   	-72.63   	  4.44   	   5.09		 10.68   	 -10.17		
-10.68   	-70.80   	  4.46   	   5.09		 10.64   	   0.00		
-17.70   	-72.02   	  4.48   	  10.17		 10.64   	  -5.09		
-31.43   	-75.99   	  4.52   	  10.17		 10.62   	   0.00		
-45.47   	-82.09   	  4.56   	   5.09		 10.62   	   5.09		
-51.27   	-89.42   	  4.58   	  10.17		 10.64   	   0.00		
-45.17   	-97.05   	  4.62   	  15.26		 10.64   	   5.09		
-31.43   	-102.84   	  4.68   	  10.17		 10.66   	   5.09		
-18.01   	-105.59   	  4.72   	  10.17		 10.68   	   5.09		
-10.38   	-105.29   	  4.76   	  15.26		 10.70   	   5.09		
 -8.85   	-103.15   	  4.82   	  10.17		 10.72   	   5.09		
-10.07   	-101.93   	  4.86   	  15.26		 10.74   	   0.00		
-11.90   	-103.76   	  4.92   	  10.17		 10.74   	   5.09		
-14.04   	-108.95   	  4.96   	  10.17		 10.76   	   5.09		
-16.48   	-114.44   	  5.01   	  10.17		 10.78   	   0.00		
-15.26   	-117.19   	  5.05   	  15.26		 10.78   	  -5.09		
 -7.93   	-116.27   	  5.11   	   5.09		 10.76   	   0.00		
  2.75   	-114.14   	  5.13   	  10.17		 10.76   	  -5.09		
  9.77   	-112.92   	  5.17   	   5.09		 10.74   	 -10.17		
  6.71   	-115.05   	  5.19   	   5.09		 10.70   	  -5.09		
 -4.88   	-119.02   	  5.21   	   5.09		 10.68   	  -5.09		
-16.78   	-122.68   	  5.23   	   5.09		 10.66   	 -10.17		
-20.14   	-123.60   	  5.25   	   0.00		 10.62   	 -10.17		
-13.73   	-122.68   	  5.25   	   0.00		 10.58   	 -10.17		
 -4.88   	-122.68   	  5.25   	  -5.09		 10.54   	  -5.09		
 -1.53   	-126.04   	  5.23   	   0.00		 10.52   	 -10.17		
 -6.10   	-133.06   	  5.23   	  -5.09		 10.48   	  -5.09		
-14.34   	-140.99   	  5.21   	   0.00		 10.46   	   0.00		
-18.92   	-146.48   	  5.21   	  -5.09		 10.46   	  -5.09		
-16.48   	-147.40   	  5.19   	  -5.09		 10.44   	   0.00		
 -8.24   	-147.09   	  5.17   	   0.00		 10.44   	   5.09		
  2.14   	-148.62   	  5.17   	  -5.09		 10.46   	   0.00		
 10.07   	-153.81   	  5.15   	   0.00		 10.46   	   0.00		
 12.82   	-161.13   	  5.15   	   0.00		 10.46   	   5.09		
 10.99   	-166.93   	  5.15   	   0.00		 10.48   	  -5.09		
  5.19   	-169.37   	  5.15   	   0.00		 10.46   	   0.00		
 -1.22   	-168.76   	  5.15   	   0.00		 10.46   	  -5.09		
 -5.19   	-168.46   	  5.15   	   5.09		 10.44   	 -10.17		
 -5.80   	-171.51   	  5.17   	   5.09		 10.40   	 -10.17		
 -4.27   	-177.00   	  5.19   	   0.00		 10.36   	 -15.26		
 -2.14   	-182.80   	  5.19   	   5.09		 10.29   	 -10.17		
  0.31   	-185.85   	  5.21   	   5.09		 10.25   	 -15.26		
  3.05   	-183.72   	  5.23   	  10.17		 10.19   	 -15.26		
  5.49   	-178.22   	  5.27   	   5.09		 10.13   	 -10.17		
  7.63   	-172.42   	  5.29   	   5.09		 10.09   	 -10.17		
  8.24   	-169.07   	  5.31   	   5.09		 10.05   	 -10.17		
  6.71   	-169.37   	  5.33   	   5.09		 10.01   	  -5.09		
  3.97   	-170.90   	  5.35   	   5.09		  9.99   	  -5.09		
  1.53   	-171.20   	  5.37   	  10.17		  9.97   	  -5.09		
  0.92   	-168.76   	  5.41   	   0.00		  9.95   	  -5.09		
  3.36   	-164.18   	  5.41   	   5.09		  9.93   	   0.00		
  6.41   	-159.30   	  5.43   	   5.09		  9.93   	   0.00		
  8.85   	-156.25   	  5.45   	   0.00		  9.93   	   0.00		
 10.07   	-154.42   	  5.45   	   0.00		  9.93   	   0.00		
  7.63   	-154.11   	  5.45   	   0.00		  9.93   	   0.00		
 -1.22   	-153.50   	  5.45   	   0.00		  9.93   	  -5.09		
-15.26   	-149.84   	  5.45   	  -5.09		  9.91   	   0.00		
-29.91   	-140.99   	  5.43   	  -5.09		  9.91   	   0.00		
-38.15   	-127.87   	  5.41   	  -5.09		  9.91   	  -5.09		
-33.87   	-113.53   	  5.39   	  -5.09		  9.89   	  -5.09		
-20.75   	-102.54   	  5.37   	 -10.17		  9.87   	  -5.09		
-11.29   	-97.66   	  5.33   	 -10.17		  9.85   	  -5.09		
-13.73   	-97.96   	  5.29   	  -5.09		  9.83   	 -10.17		
-26.25   	-98.88   	  5.27   	 -10.17		  9.79   	  -5.09		
-38.45   	-96.44   	  5.23   	 -10.17		  9.77   	 -10.17		
-40.59   	-90.64   	  5.19   	 -10.17		  9.73   	 -10.17		
-32.04   	-83.62   	  5.15   	 -10.17		  9.68   	  -5.09		
-21.67   	-78.13   	  5.11   	  -5.09		  9.66   	 -10.17		
-16.78   	-75.38   	  5.09   	  -5.09		  9.62   	  -5.09		
-18.92   	-74.46   	  5.07   	  -5.09		  9.60   	   0.00		
-22.58   	-73.24   	  5.05   	  -5.09		  9.60   	   0.00		
-22.89   	-69.58   	  5.03   	  -5.09		  9.60   	   0.00		
-19.23   	-64.09   	  5.01   	  -5.09		  9.60   	   0.00		
-16.78   	-58.59   	  4.98   	   0.00		  9.60   	   5.09		
-21.36   	-56.15   	  4.98   	   0.00		  9.62   	   5.09		
-31.43   	-58.29   	  4.98   	   5.09		  9.64   	   5.09		
-42.11   	-63.78   	  5.01   	   0.00		  9.66   	   5.09		
-46.08   	-69.58   	  5.01   	   5.09		  9.68   	   5.09		
-40.59   	-71.41   	  5.03   	   5.09		  9.70   	   5.09		
-29.30   	-67.44   	  5.05   	   5.09		  9.73   	   5.09		
-18.31   	-58.29   	  5.07   	   5.09		  9.75   	   5.09		
-11.29   	-45.78   	  5.09   	   0.00		  9.77   	   5.09		
 -6.71   	-32.65   	  5.09   	   5.09		  9.79   	   5.09		
 -1.83   	-21.06   	  5.11   	   5.09		  9.81   	   0.00		
  4.88   	-13.73   	  5.13   	   5.09		  9.81   	   0.00		
  9.16   	-11.90   	  5.15   	   5.09		  9.81   	   0.00		
  7.02   	-14.65   	  5.17   	   0.00		  9.81   	  -5.09		
 -1.83   	-18.31   	  5.17   	   5.09		  9.79   	   0.00		
-12.51   	-18.92   	  5.19   	   5.09		  9.79   	  -5.09		
-17.09   	-14.65   	  5.21   	   0.00		  9.77   	   0.00		
-12.21   	 -7.93   	  5.21   	   5.09		  9.77   	  -5.09		
  0.61   	 -2.75   	  5.23   	   5.09		  9.75   	   5.09		
 13.73   	 -2.44   	  5.25   	   5.09		  9.77   	   5.09		
 20.75   	 -5.19   	  5.27   	   5.09		  9.79   	   5.09		
 20.14   	 -8.54   	  5.29   	   5.09		  9.81   	   5.09		
 15.56   	-10.38   	  5.31   	   5.09		  9.83   	  10.17		
 11.90   	-12.51   	  5.33   	   5.09		  9.87   	  10.17		
 13.12   	-20.14   	  5.35   	   5.09		  9.91   	   5.09		
 17.40   	-35.10   	  5.37   	   5.09		  9.93   	  10.17		
 21.36   	-54.32   	  5.39   	   5.09		  9.97   	   5.09		
 23.19   	-69.89   	  5.41   	   0.00		  9.99   	   5.09		
 26.25   	-73.55   	  5.41   	  -5.09		 10.01   	   0.00		
 34.18   	-64.70   	  5.39   	   0.00		 10.01   	   0.00		
 48.22   	-50.35   	  5.39   	 -10.17		 10.01   	  -5.09		
 63.78   	-41.81   	  5.35   	  -5.09		  9.99   	 -10.17		
 73.24   	-47.91   	  5.33   	 -10.17		  9.95   	 -15.26		
 70.50   	-68.97   	  5.29   	 -15.26		  9.89   	 -20.35		
 54.32   	-97.35   	  5.23   	 -15.26		  9.81   	 -25.43		
 27.47   	-123.60   	  5.17   	 -10.17		  9.70   	 -25.43		
 -3.66   	-141.30   	  5.13   	 -15.26		  9.60   	 -25.43		
-30.52   	-150.15   	  5.07   	 -15.26		  9.50   	 -25.43		
-44.25   	-153.50   	  5.01   	 -15.26		  9.40   	 -30.52		
-41.50   	-155.33   	  4.94   	 -15.26		  9.28   	 -30.52		
-26.86   	-156.86   	  4.88   	 -10.17		  9.16   	 -25.43		
-11.29   	-159.00   	  4.84   	 -10.17		  9.05   	 -30.52		
 -4.27   	-160.83   	  4.80   	   0.00		  8.93   	 -25.43		
 -8.54   	-162.96   	  4.80   	   0.00		  8.83   	 -25.43		
-17.40   	-165.10   	  4.80   	   5.09		  8.73   	 -20.35		
-22.58   	-167.54   	  4.82   	  10.17		  8.65   	 -15.26		
-21.06   	-170.29   	  4.86   	  15.26		  8.59   	  -5.09		
-17.09   	-172.42   	  4.92   	  15.26		  8.57(D)	   0.00		
-14.65   	-173.95   	  4.98   	  20.35		  8.57   	   0.00		
-14.04   	-173.65   	  5.07   	  20.35		  8.57   	   5.09		
-13.73   	-170.90   	  5.15   	  25.43		  8.59   	   5.09		
-13.73   	-166.02   	  5.25   	  20.35		  8.61   	   0.00		
-17.09   	-161.13   	  5.33   	  25.43		  8.61   	   5.09		
-26.55   	-159.00   	  5.43   	  20.35		  8.63   	  10.17		
-38.76   	-160.22   	  5.51   	  15.26		  8.67   	   5.09		
-45.47   	-163.27   	  5.57   	  20.35		  8.69   	   5.09		
-42.72   	-163.88   	  5.66   	  15.26		  8.71   	  10.17		
-36.01   	-157.17   	  5.72   	  10.17		  8.75   	  10.17		
-36.01   	-141.30   	  5.76   	  10.17		  8.79   	  10.17		
-49.74   	-116.88   	  5.80   	  10.17		  8.83   	   5.09		
-70.50   	-87.59   	  5.84   	  10.17		  8.85   	  10.17		
-75.99   	-57.07   	  5.88   	  10.17		  8.89   	  10.17		
-39.06   	-27.77   	  5.92   	  10.17		  8.93   	  10.17		
 54.02   	 -0.61   	  5.96   	   5.09		  8.97   	  10.17		
192.87   	 22.89   	  5.98   	  10.17		  9.01   	  10.17		
341.49   	 25.33   	  6.02   	  10.17		  9.05   	  15.26		
453.19   	-26.86   	  6.06   	  10.17		  9.11   	  15.26		
496.52   	-156.25   	  6.10   	  15.26		  9.18   	  25.43		
472.11   	-346.68   	  6.16   	  15.26		  9.28   	  25.43		
407.10   	-539.25   	  6.23   	  15.26		  9.38   	  35.61		
332.64   	-665.59   	  6.29   	  20.35		  9.52   	  40.69		
265.20   	-700.68   	  6.37   	  20.35		  9.68   	  40.69		
207.21   	-687.26   	  6.45   	  20.35		  9.85   	  40.69		
155.33   	-693.97   	  6.53   	  30.52		 10.01   	  45.78		
112.92   	-749.51   	  6.65   	  25.43		 10.19   	  30.52		
 89.11   	-818.79   	  6.75   	  35.61		 10.32   	  30.52		
 83.92   	-837.40(R)	  6.90(E)	  35.61		 10.44   	  20.35		
 87.89   	-766.30   	  7.04   	  40.69		 10.52   	   5.09		
 87.28   	-623.47   	  7.20   	  50.86		 10.54   	   0.00		
 72.63   	-463.87   	  7.41   	  55.95		 10.54   	 -10.17		
 46.08   	-335.39   	  7.63   	  71.21		 10.50   	 -15.26		
 18.01   	-255.74   	  7.91   	  86.47		 10.44   	 -15.26		
 -1.53   	-216.67   	  8.26   	 101.73		 10.38   	 -10.17		
 -7.93   	-199.28   	  8.67   	 122.07		 10.34   	  -5.09		
 -4.27   	-187.07   	  9.16   	 142.42		 10.32   	  10.17		
  0.00   	-171.81   	  9.73   	 167.85		 10.36   	  15.26		
 -3.97   	-152.89   	 10.40   	 198.37		 10.42   	  25.43		
-17.09   	-135.50   	 11.19   	 233.98		 10.52   	  20.35		
-31.74   	-122.99   	 12.13   	 264.50		 10.60   	  20.35		
-39.06   	-115.05   	 13.18   	 305.19		 10.68   	  20.35		
-36.32   	-108.64   	 14.40   	 345.88		 10.76   	  20.35		
-27.47   	-100.40   	 15.79   	 386.57		 10.84   	  20.35		
-21.06   	-91.86   	 17.33   	 432.35		 10.93   	  25.43		
-20.75   	-86.06   	 19.06   	 473.04		 11.03   	  20.35		
-25.94   	-83.92   	 20.96   	 513.73		 11.11   	  30.52		
-32.65   	-83.92   	 23.01   	 544.25		 11.23   	  35.61		
-37.23   	-82.40   	 25.19   	 579.86		 11.37   	  50.86		
-38.15   	-78.74   	 27.51   	 605.29		 11.58   	  61.04		
-36.32   	-72.94   	 29.93   	 625.63		 11.82   	  76.30		
-33.87   	-67.75   	 32.43   	 640.89		 12.13   	  76.30		
-32.96   	-63.78   	 34.99   	 645.98		 12.43   	  81.38		
-34.18   	-61.65   	 37.58   	 651.07		 12.76   	  71.21		
-35.71   	-59.51   	 40.18   	 651.07		 13.04   	  61.04		
-35.40   	-56.76   	 42.79   	 640.89		 13.29   	  61.04		
-32.65   	-53.41   	 45.35   	 635.81		 13.53   	  50.86		
-28.69   	-49.74   	 47.89   	 625.63		 13.73   	  55.95		
-25.33   	-47.00   	 50.40   	 610.37		 13.96   	  55.95		
-22.28   	-44.25   	 52.84   	 590.03		 14.18   	  55.95		
-19.23   	-40.89   	 55.20   	 574.77		 14.40   	  55.95		
-17.09   	-36.93   	 57.50   	 559.51		 14.63   	  55.95		
-17.40   	-32.65   	 59.74   	 539.16		 14.85   	  45.78		
-21.97   	-28.99   	 61.89   	 523.90		 15.04   	  40.69		
-28.69   	-26.55   	 63.99   	 508.65		 15.20   	  30.52		
-34.18   	-24.41   	 66.02   	 488.30		 15.32   	  20.35		
-35.10   	-20.14   	 67.98   	 473.04		 15.40   	  15.26		
-31.43   	-14.34   	 69.87   	 457.78		 15.46   	  15.26		
-27.77   	 -8.85   	 71.70   	 437.43		 15.52   	  15.26		
-27.47   	 -4.88   	 73.45   	 412.00		 15.58   	  15.26		
-29.60   	 -4.27   	 75.10   	 396.74		 15.65   	  25.43		
-29.60   	 -5.19   	 76.68   	 376.40		 15.75   	  30.52		
-23.80   	 -4.88   	 78.19   	 350.97		 15.87   	  25.43		
-12.21   	 -1.83   	 79.59   	 335.71		 15.97   	  30.52		
  0.31   	  3.97   	 80.94   	 305.19		 16.09   	  25.43		
  4.88   	 10.68   	 82.16   	 284.84		 16.20   	  20.35		
 -1.83   	 16.48   	 83.30   	 264.50		 16.28   	  20.35		
-15.26   	 20.14   	 84.35   	 244.15		 16.36   	  20.35		
-26.86   	 23.50   	 85.33   	 218.72		 16.44   	  25.43		
-28.08   	 28.08   	 86.21   	 198.37		 16.54   	  30.52		
-17.40   	 33.87   	 87.00   	 183.11		 16.66   	  25.43		
 -2.75   	 39.98   	 87.73   	 167.85		 16.76   	  30.52		
  6.10   	 43.95   	 88.40   	 147.51		 16.89   	  20.35		
  5.80   	 44.56   	 88.99   	 137.33		 16.97   	  25.43		
  1.22   	 43.95   	 89.54   	 122.07		 17.07   	  20.35		
  0.61   	 45.17   	 90.03   	 116.99		 17.15   	  20.35		
  7.63   	 50.05   	 90.50   	 106.82		 17.23   	  30.52		
 18.62   	 57.37   	 90.93   	 101.73		 17.35   	  40.69		
 27.47   	 64.70   	 91.33   	 101.73		 17.52   	  50.86		
 30.52   	 69.58   	 91.74   	  91.56		 17.72   	  55.95		
 28.99   	 72.02   	 92.11   	  91.56		 17.94   	  61.04		
 26.25   	 74.16   	 92.47   	  86.47		 18.19   	  61.04		
 25.63   	 77.82   	 92.82   	  76.30		 18.43   	  45.78		
 27.77   	 83.31   	 93.12   	  76.30		 18.62   	  40.69		
 32.04   	 89.11   	 93.43   	  66.12		 18.78   	  30.52		
 37.23   	 93.38   	 93.69   	  61.04		 18.90   	  20.35		
 42.11   	 95.52   	 93.94   	  50.86		 18.98   	   5.09		
 47.61   	 97.05   	 94.14   	  40.69		 19.00(S)	  -5.09		
 54.32   	 99.18   	 94.30   	  40.69		 18.98   	 -20.35		
 62.56   	102.84   	 94.47   	  25.43		 18.90   	 -40.69		
 71.11   	106.51   	 94.57   	  20.35		 18.74   	 -50.86		
 79.35   	108.03   	 94.65   	  10.17		 18.54   	 -71.21		
 86.36   	107.42   	 94.69(S)	   0.00		 18.25   	 -71.21		
 93.38   	106.20   	 94.69   	  -5.09		 17.97   	 -71.21		
 99.18   	106.20   	 94.67   	 -10.17		 17.68   	 -66.12		
103.15   	107.42   	 94.63   	 -20.35		 17.42   	 -50.86		
104.68   	108.34   	 94.55   	 -30.52		 17.21   	 -40.69		
105.29   	106.51   	 94.42   	 -30.52		 17.05   	 -25.43		
107.12   	101.32   	 94.30   	 -40.69		 16.95   	 -10.17		
111.39   	 93.69   	 94.14   	 -40.69		 16.91   	   0.00		
118.10   	 85.75   	 93.98   	 -45.78		 16.91   	  15.26		
124.21   	 79.35   	 93.79   	 -55.95		 16.97   	  25.43		
126.95   	 73.85   	 93.57   	 -55.95		 17.07   	  35.61		
124.82   	 68.05   	 93.35   	 -61.04		 17.21   	  40.69		
121.15   	 61.04   	 93.10   	 -66.12		 17.38   	  40.69		
119.02   	 53.10   	 92.84   	 -71.21		 17.54   	  45.78		
122.68   	 44.86   	 92.55   	 -76.30		 17.72   	  45.78		
