  I     	  II     	  LV     	  LV'		  RV     	  RV'		
 -7.02   	-18.62   	 20.53   	   0.00		 17.23   	   0.00		
 -6.71   	-13.73   	 20.53   	  -5.09		 17.23   	   0.00		
 -5.19   	-10.68   	 20.51   	   0.00		 17.23   	   0.00		
 -3.66   	 -8.85   	 20.51   	   0.00		 17.23   	   0.00		
 -3.05   	 -7.02   	 20.51   	   0.00		 17.23   	  -5.09		
 -3.05   	 -3.97   	 20.51   	   0.00		 17.21   	   0.00		
 -3.66   	  0.92   	 20.51   	   0.00		 17.21   	   0.00		
 -3.66   	  7.32   	 20.51   	   0.00		 17.21   	   0.00		
 -2.75   	 14.65   	 20.51   	   0.00		 17.21   	   0.00		
 -2.14   	 21.67   	 20.51   	   5.09		 17.21   	   5.09		
 -2.75   	 27.47   	 20.53   	   0.00		 17.23   	   0.00		
 -3.97   	 31.43   	 20.53   	   5.09		 17.23   	   0.00		
 -4.88   	 33.87   	 20.55   	   0.00		 17.23   	   0.00		
 -4.58   	 36.93   	 20.55   	   0.00		 17.23   	   0.00		
 -2.75   	 40.59   	 20.55   	   0.00		 17.23   	   0.00		
 -0.31   	 44.56   	 20.55   	   0.00		 17.23   	   0.00		
  0.92   	 46.39   	 20.55   	   0.00		 17.23   	  -5.09		
  0.61   	 43.95   	 20.55   	   5.09		 17.21   	   0.00		
 -1.53   	 36.93   	 20.57   	   0.00		 17.21   	  -5.09		
 -3.36   	 27.16   	 20.57   	   0.00		 17.19   	   0.00		
 -4.27   	 16.48   	 20.57   	   5.09		 17.19   	  -5.09		
 -4.27   	  5.80   	 20.59   	   0.00		 17.17   	   0.00		
 -4.27   	 -4.58   	 20.59   	   0.00		 17.17   	   0.00		
 -5.80   	-14.95   	 20.59   	   0.00		 17.17   	   0.00		
 -8.54   	-23.50   	 20.59   	   5.09		 17.17   	   0.00		
-11.29   	-28.08   	 20.61   	   0.00		 17.17   	   0.00		
-12.82   	-28.38   	 20.61   	   0.00		 17.17   	   5.09		
-13.12   	-25.33   	 20.61   	   5.09		 17.19   	   5.09		
-12.51   	-21.36   	 20.63   	   0.00		 17.21   	   5.09		
-11.90   	-18.31   	 20.63   	   5.09		 17.23   	   5.09		
-11.60   	-16.17   	 20.65   	   0.00		 17.25   	  10.17		
-11.29   	-14.04   	 20.65   	   0.00		 17.29   	   5.09		
-10.07   	-10.68   	 20.65   	   5.09		 17.31   	   5.09		
 -8.54   	 -7.02   	 20.67   	   0.00		 17.33   	   5.09		
 -7.32   	 -4.27   	 20.67   	   5.09		 17.35   	   5.09		
 -6.71   	 -3.97   	 20.69   	   0.00		 17.38   	   0.00		
 -6.71   	 -6.10   	 20.69   	   0.00		 17.38   	   5.09		
 -6.41   	-10.38   	 20.69   	   0.00		 17.40   	   0.00		
 -5.49   	-14.34   	 20.69   	   5.09		 17.40   	   5.09		
 -4.58   	-16.48   	 20.71   	   0.00		 17.42   	   0.00		
 -3.97   	-14.65   	 20.71   	   0.00		 17.42   	   5.09		
 -3.66   	 -8.85   	 20.71   	   0.00		 17.44   	   0.00		
 -4.27   	 -0.92   	 20.71   	   0.00		 17.44   	   0.00		
 -4.88   	  6.71   	 20.71   	   0.00		 17.44   	   0.00		
 -6.10   	 11.60   	 20.71   	  -5.09		 17.44   	   0.00		
 -7.02   	 12.82   	 20.69   	   0.00		 17.44   	   0.00		
 -8.24   	 11.29   	 20.69   	  -5.09		 17.44   	  -5.09		
 -8.85   	  9.16   	 20.67   	  -5.09		 17.42   	  -5.09		
 -8.85   	  8.85   	 20.65   	  -5.09		 17.40   	   0.00		
 -8.54   	 11.29   	 20.63   	   0.00		 17.40   	  -5.09		
 -9.46   	 15.26   	 20.63   	  -5.09		 17.38   	  -5.09		
-12.82   	 15.87   	 20.61   	  -5.09		 17.35   	   0.00		
-18.01   	  7.02   	 20.59   	   0.00		 17.35   	  -5.09		
-21.97   	-10.07   	 20.59   	  -5.09		 17.33   	   0.00		
-19.23   	-19.23   	 20.57   	   0.00		 17.33   	   0.00		
 -5.49   	 14.04   	 20.57   	   0.00		 17.33   	   0.00		
 21.06   	128.48   	 20.57   	   0.00		 17.33   	   0.00		
 56.76   	344.85   	 20.57   	  -5.09		 17.33   	   0.00		
 92.77   	645.14   	 20.55   	  -5.09		 17.33   	   0.00		
118.41   	963.44   	 20.53   	   0.00		 17.33   	  -5.09		
103.76   	1302.19(R)	 20.53(E)	   5.09		 17.31   	  -5.09		
 60.42   	1215.82   	 20.55   	  15.26		 17.29   	  -5.09		
  8.24   	981.75   	 20.61   	  25.43		 17.27(E)	   0.00		
-33.26   	679.32   	 20.71   	  35.61		 17.27   	   0.00		
-50.05   	393.07   	 20.85   	  50.86		 17.27   	   5.09		
-41.81   	177.61   	 21.06   	  76.30		 17.29   	  15.26		
-21.67   	 44.56   	 21.36   	 101.73		 17.35   	  20.35		
 -6.41   	-25.02   	 21.77   	 132.25		 17.44   	  30.52		
 -3.66   	-57.37   	 22.30   	 162.77		 17.56   	  40.69		
 -9.77   	-71.72   	 22.95   	 203.46		 17.72   	  50.86		
-15.56   	-74.77   	 23.76   	 249.24		 17.92   	  66.12		
-16.17   	-71.11   	 24.76   	 300.10		 18.19   	  76.30		
-11.90   	-66.53   	 25.96   	 361.14		 18.49   	  96.64		
 -7.63   	-67.44   	 27.41   	 422.18		 18.88   	 116.99		
 -7.32   	-76.29   	 29.09   	 483.21		 19.35   	 132.25		
-10.07   	-90.03   	 31.03   	 549.34		 19.88   	 147.51		
-13.12   	-102.54   	 33.22   	 595.11		 20.47   	 157.68		
-13.73   	-109.25   	 35.61   	 635.81		 21.10   	 157.68		
-11.60   	-109.86   	 38.15   	 656.15		 21.73   	 152.59		
 -8.24   	-108.34   	 40.77   	 666.32		 22.34   	 142.42		
 -6.41   	-108.95   	 43.44   	 661.24		 22.91   	 127.16		
 -7.32   	-113.83   	 46.08   	 645.98		 23.42   	 101.73		
-10.38   	-119.93   	 48.67   	 625.63		 23.82   	  76.30		
-14.04   	-124.21   	 51.17   	 590.03		 24.13   	  55.95		
-16.48   	-123.90   	 53.53   	 569.68		 24.35   	  40.69		
-18.01   	-118.71   	 55.81   	 539.16		 24.52   	  40.69		
-18.31   	-112.00   	 57.97   	 513.73		 24.68   	  40.69		
-17.40   	-106.81   	 60.02   	 483.21		 24.84   	  55.95		
-16.17   	-103.76   	 61.95   	 462.87		 25.07   	  71.21		
-14.65   	-101.62   	 63.80   	 432.35		 25.35   	 101.73		
-13.73   	-97.66   	 65.53   	 406.92		 25.76   	 116.99		
-14.04   	-91.55   	 67.16   	 376.40		 26.23   	 132.25		
-14.65   	-84.53   	 68.67   	 345.88		 26.75   	 137.33		
-15.26   	-79.96   	 70.05   	 315.36		 27.30   	 122.07		
-15.87   	-79.04   	 71.31   	 289.93		 27.79   	 101.73		
-16.48   	-81.48   	 72.47   	 264.50		 28.20   	  71.21		
-17.09   	-84.53   	 73.53   	 249.24		 28.48   	  35.61		
-17.40   	-86.36   	 74.53   	 228.89		 28.63   	  -5.09		
-16.48   	-86.67   	 75.44   	 213.63		 28.61   	 -30.52		
-14.95   	-87.28   	 76.30   	 203.46		 28.48   	 -55.95		
-14.34   	-90.94   	 77.11   	 188.20		 28.26   	 -66.12		
-15.26   	-97.96   	 77.86   	 178.03		 28.00   	 -61.04		
-17.09   	-108.03   	 78.58   	 162.77		 27.75   	 -50.86		
-18.01   	-118.41   	 79.23   	 147.51		 27.55   	 -25.43		
-17.70   	-128.17   	 79.82   	 142.42		 27.45   	 -10.17		
-17.09   	-136.72   	 80.39   	 132.25		 27.41   	  20.35		
-17.09   	-143.13   	 80.92   	 122.07		 27.49   	  30.52		
-18.01   	-145.87   	 81.40   	 127.16		 27.61   	  50.86		
-18.31   	-144.65   	 81.91   	 116.99		 27.81   	  55.95		
-17.40   	-140.08   	 82.38   	 122.07		 28.04   	  55.95		
-14.95   	-134.89   	 82.87   	 111.90		 28.26   	  50.86		
-12.51   	-131.53   	 83.32   	 116.99		 28.46   	  35.61		
-11.60   	-131.84   	 83.78   	 111.90		 28.61   	  30.52		
-11.60   	-134.89   	 84.23   	 111.90		 28.73   	  20.35		
-11.90   	-138.85   	 84.68   	 111.90		 28.81   	  10.17		
-11.29   	-141.30   	 85.13   	 111.90		 28.85   	   0.00		
-10.68   	-141.60   	 85.57   	 111.90		 28.85   	   0.00		
 -9.16   	-140.38   	 86.02   	 111.90		 28.85   	   0.00		
 -6.71   	-138.24   	 86.47   	 111.90		 28.85   	   0.00		
 -3.05   	-136.72   	 86.92   	 111.90		 28.85   	   0.00		
  2.14   	-135.80   	 87.36   	 111.90		 28.85   	   5.09		
  7.32   	-135.50   	 87.81   	 111.90		 28.87   	   5.09		
 11.29   	-134.89   	 88.26   	 106.82		 28.89   	   5.09		
 12.82   	-132.14   	 88.69   	 106.82		 28.91(S)	   0.00		
 13.73   	-125.43   	 89.11   	 101.73		 28.91   	  -5.09		
 15.56   	-115.66   	 89.52   	  96.64		 28.89   	  -5.09		
 18.31   	-104.98   	 89.91   	  96.64		 28.87   	  -5.09		
 21.67   	-96.44   	 90.29   	  91.56		 28.85   	 -15.26		
 24.11   	-91.25   	 90.66   	  86.47		 28.79   	 -15.26		
 25.94   	-87.89   	 91.01   	  81.38		 28.73   	 -15.26		
 27.77   	-83.01   	 91.33   	  76.30		 28.67   	 -20.35		
 30.52   	-73.24   	 91.64   	  76.30		 28.59   	 -20.35		
 33.57   	-59.20   	 91.94   	  66.12		 28.50   	 -20.35		
 35.40   	-42.72   	 92.21   	  66.12		 28.42   	 -20.35		
 34.79   	-28.08   	 92.47   	  61.04		 28.34   	 -25.43		
 30.52   	-17.09   	 92.72   	  55.95		 28.24   	 -20.35		
 24.72   	-10.68   	 92.94   	  50.86		 28.16   	 -20.35		
 18.62   	 -8.24   	 93.14   	  45.78		 28.08   	 -25.43		
 13.43   	 -9.77   	 93.33   	  40.69		 27.98   	 -25.43		
  9.77   	-15.26   	 93.49   	  35.61		 27.87   	 -25.43		
  6.41   	-22.89   	 93.63   	  25.43		 27.77   	 -25.43		
  3.05   	-30.21   	 93.73   	  25.43		 27.67   	 -30.52		
  0.00   	-34.18   	 93.83   	  10.17		 27.55   	 -25.43		
 -1.83   	-33.26   	 93.88   	   5.09		 27.45   	 -30.52		
 -1.53   	-29.30   	 93.90(S)	 -10.17		 27.32   	 -30.52		
 -0.61   	-25.02   	 93.86   	 -20.35		 27.20   	 -30.52		
  0.31   	-22.58   	 93.77   	 -35.61		 27.08   	 -35.61		
 -0.31   	-22.28   	 93.63   	 -50.86		 26.94   	 -40.69		
 -2.14   	-22.58   	 93.43   	 -76.30		 26.78   	 -50.86		
 -3.97   	-22.28   	 93.12   	 -96.64		 26.57   	 -50.86		
 -4.58   	-20.75   	 92.74   	-116.99		 26.37   	 -66.12		
 -3.05   	-18.01   	 92.27   	-152.59		 26.10   	 -71.21		
 -1.53   	-15.56   	 91.66   	-172.94		 25.82   	 -76.30		
 -0.61   	-13.12   	 90.97   	-208.54		 25.51   	 -81.38		
 -0.92   	-11.29   	 90.13   	-244.15		 25.19   	 -86.47		
 -1.83   	-10.07   	 89.16   	-279.75		 24.84   	 -86.47		
 -1.83   	-10.07   	 88.04   	-330.62		 24.50   	 -91.56		
 -1.22   	-11.29   	 86.71   	-381.48		 24.13   	 -91.56		
  0.00   	-13.12   	 85.19   	-437.43		 23.76   	 -91.56		
  0.61   	-14.34   	 83.44   	-493.39		 23.40   	-101.73		
  0.92   	-13.73   	 81.46   	-559.51		 22.99   	-111.90		
  0.61   	-11.90   	 79.23   	-615.46		 22.54   	-127.16		
  0.61   	-11.29   	 76.76   	-661.24		 22.03   	-142.42		
  0.61   	-12.82   	 74.12   	-696.84		 21.46   	-157.68		
  1.53   	-15.87   	 71.33   	-722.28		 20.83   	-172.94		
  2.44   	-18.92   	 68.44   	-737.54		 20.14   	-188.20		
  2.44   	-19.23   	 65.49   	-737.54		 19.39   	-203.46		
  0.61   	-16.78   	 62.54   	-737.54		 18.58   	-203.46		
 -1.83   	-12.21   	 59.59   	-722.28		 17.76   	-203.46		
 -3.05   	 -7.02   	 56.70   	-712.10		 16.95   	-198.37		
 -2.75   	 -2.14   	 53.86   	-696.84		 16.15   	-198.37		
 -1.53   	  2.44   	 51.07   	-681.58		 15.36   	-183.11		
 -1.53   	  5.49   	 48.34   	-661.24		 14.63   	-183.11		
 -3.66   	  5.80   	 45.70   	-640.89		 13.90   	-167.85		
 -7.02   	  3.36   	 43.13   	-615.46		 13.22   	-162.77		
 -7.93   	 -1.83   	 40.67   	-590.03		 12.57   	-152.59		
 -5.80   	 -8.24   	 38.31   	-564.60		 11.96   	-152.59		
 -1.53   	-14.65   	 36.05   	-534.08		 11.35   	-137.33		
  2.14   	-19.23   	 33.92   	-503.56		 10.80   	-137.33		
  3.36   	-21.67   	 31.90   	-478.13		 10.25   	-122.07		
  2.14   	-21.36   	 29.99   	-447.61		  9.77   	-116.99		
  0.61   	-18.62   	 28.20   	-427.26		  9.30   	-111.90		
  0.31   	-14.04   	 26.49   	-401.83		  8.85   	 -96.64		
  1.83   	 -8.85   	 24.88   	-381.48		  8.46   	 -91.56		
  4.27   	 -3.36   	 23.36   	-366.22		  8.10   	 -81.38		
  6.71   	 -0.31   	 21.89   	-345.88		  7.77   	 -71.21		
  7.02   	 -1.22   	 20.51   	-325.53		  7.49   	 -71.21		
  5.49   	 -6.71   	 19.21   	-305.19		  7.20   	 -55.95		
  2.44   	-13.73   	 17.99   	-289.93		  6.98   	 -50.86		
 -0.31   	-19.23   	 16.83   	-269.58		  6.78   	 -40.69		
 -1.53   	-20.45   	 15.75   	-249.24		  6.61   	 -30.52		
 -0.31   	-17.70   	 14.75   	-223.80		  6.49   	 -10.17		
  1.22   	-14.04   	 13.86   	-203.46		  6.45   	  -5.09		
  1.83   	-12.21   	 13.04   	-183.11		  6.43   	  10.17		
  0.61   	-12.82   	 12.31   	-162.77		  6.47   	  20.35		
 -0.92   	-14.04   	 11.66   	-137.33		  6.55   	  25.43		
 -1.83   	-14.34   	 11.11   	-122.07		  6.65   	  25.43		
 -0.92   	-14.65   	 10.62   	 -96.64		  6.75   	  20.35		
  0.92   	-15.26   	 10.23   	 -86.47		  6.84   	  20.35		
  1.83   	-18.01   	  9.89   	 -61.04		  6.92   	  20.35		
  0.31   	-22.28   	  9.64   	 -50.86		  7.00   	  20.35		
 -1.83   	-25.63   	  9.44   	 -35.61		  7.08   	  25.43		
 -3.97   	-25.94   	  9.30   	 -20.35		  7.18   	  35.61		
 -4.27   	-22.28   	  9.22   	  -5.09		  7.32   	  50.86		
 -3.05   	-17.09   	  9.20   	  10.17		  7.53   	  61.04		
 -1.83   	-12.21   	  9.24   	  25.43		  7.77   	  81.38		
 -1.22   	-10.99   	  9.34   	  40.69		  8.10   	  91.56		
 -1.22   	-14.04   	  9.50   	  45.78		  8.46   	 106.82		
 -1.22   	-19.53   	  9.68   	  61.04		  8.89   	 106.82		
 -0.61   	-24.41   	  9.93   	  71.21		  9.32   	 111.90		
  0.61   	-27.16   	 10.21   	  81.38		  9.77   	 111.90		
  1.53   	-28.08   	 10.54   	  81.38		 10.21   	 101.73		
  1.53   	-28.99   	 10.86   	  91.56		 10.62   	  91.56		
  0.00   	-31.74   	 11.23   	  91.56		 10.99   	  86.47		
 -2.44   	-37.54   	 11.60   	  91.56		 11.33   	  81.38		
 -4.58   	-44.56   	 11.96   	  86.47		 11.66   	  76.30		
 -5.19   	-50.35   	 12.31   	  91.56		 11.96   	  76.30		
 -4.27   	-52.80   	 12.68   	  86.47		 12.27   	  81.38		
 -3.05   	-49.74   	 13.02   	  81.38		 12.59   	  86.47		
 -2.44   	-40.28   	 13.35   	  81.38		 12.94   	  86.47		
 -3.05   	-26.86   	 13.67   	  76.30		 13.29   	  96.64		
 -3.36   	-14.04   	 13.98   	  71.21		 13.67   	 101.73		
 -3.05   	 -6.41   	 14.26   	  76.30		 14.08   	  96.64		
 -3.05   	 -8.24   	 14.57   	  66.12		 14.47   	  91.56		
 -4.27   	-18.31   	 14.83   	  66.12		 14.83   	  86.47		
 -6.71   	-31.13   	 15.10   	  61.04		 15.18   	  76.30		
 -8.85   	-40.59   	 15.34   	  55.95		 15.48   	  61.04		
 -8.54   	-43.03   	 15.56   	  50.86		 15.73   	  45.78		
 -4.88   	-38.45   	 15.77   	  45.78		 15.91   	  35.61		
  0.00   	-31.43   	 15.95   	  35.61		 16.05   	  25.43		
  3.97   	-26.86   	 16.09   	  35.61		 16.15   	  10.17		
  4.27   	-26.86   	 16.24   	  20.35		 16.20   	  -5.09		
  1.83   	-30.21   	 16.32   	  20.35		 16.17   	 -10.17		
 -0.92   	-33.26   	 16.40   	  15.26		 16.13   	 -20.35		
 -2.14   	-33.87   	 16.46   	   5.09		 16.05   	 -25.43		
 -1.53   	-31.43   	 16.48   	  10.17		 15.95   	 -30.52		
  0.31   	-29.30   	 16.52   	   0.00		 15.83   	 -30.52		
  1.53   	-30.21   	 16.52   	   5.09		 15.71   	 -30.52		
  1.22   	-35.40   	 16.54   	   0.00		 15.58   	 -30.52		
 -0.31   	-42.42   	 16.54   	  -5.09		 15.46   	 -30.52		
 -2.75   	-47.61   	 16.52   	   0.00		 15.34   	 -25.43		
 -4.58   	-48.22   	 16.52   	   0.00		 15.24   	 -20.35		
 -5.19   	-44.25   	 16.52   	   0.00		 15.16   	 -10.17		
 -3.97   	-39.06   	 16.52   	  -5.09		 15.12   	  -5.09		
 -2.14   	-36.62   	 16.50   	  -5.09		 15.10   	   0.00		
 -1.53   	-39.98   	 16.48   	 -10.17		 15.10(E)	   5.09		
 -5.80   	-50.66   	 16.44   	 -10.17		 15.12   	  10.17		
-15.26   	-69.58   	 16.40   	  -5.09		 15.16   	  10.17		
-26.25   	-97.35   	 16.38   	 -10.17		 15.20   	  15.26		
-32.35   	-126.04   	 16.34   	 -10.17		 15.26   	  15.26		
-26.55   	-132.45   	 16.30   	 -10.17		 15.32   	  15.26		
 -3.36   	-79.65   	 16.26   	 -10.17		 15.38   	  20.35		
 36.32   	 68.05   	 16.22   	  -5.09		 15.46   	  10.17		
 85.75   	318.30   	 16.20   	 -10.17		 15.50   	  15.26		
130.62   	633.24   	 16.15   	  -5.09		 15.56   	  15.26		
152.59   	932.31   	 16.13   	  -5.09		 15.63   	  25.43		
 84.23   	1174.62(R)	 16.11(E)	   0.00		 15.73   	  10.17		
 11.29   	1063.54   	 16.11   	   5.09		 15.77   	  15.26		
-50.05   	842.90   	 16.13   	  10.17		 15.83   	  15.26		
-74.46   	579.22   	 16.17   	  20.35		 15.89   	  15.26		
-58.90   	331.73   	 16.26   	  25.43		 15.95   	  20.35		
-22.58   	138.24   	 16.36   	  40.69		 16.03   	  20.35		
  7.32   	 13.73   	 16.52   	  55.95		 16.11   	  30.52		
 15.87   	-47.61   	 16.74   	  66.12		 16.24   	  35.61		
  7.02   	-65.92   	 17.01   	  81.38		 16.38   	  45.78		
 -5.19   	-65.61   	 17.33   	  96.64		 16.56   	  55.95		
-10.68   	-64.70   	 17.72   	 116.99		 16.79   	  71.21		
 -8.85   	-71.41   	 18.19   	 137.33		 17.07   	  91.56		
 -4.58   	-83.92   	 18.74   	 167.85		 17.44   	 106.82		
 -2.75   	-95.52   	 19.41   	 198.37		 17.86   	 127.16		
 -3.97   	-102.84   	 20.20   	 239.06		 18.37   	 137.33		
 -6.10   	-105.90   	 21.16   	 279.75		 18.92   	 147.51		
 -6.71   	-106.81   	 22.28   	 325.53		 19.51   	 147.51		
 -6.10   	-107.12   	 23.58   	 376.40		 20.10   	 142.42		
 -4.88   	-108.03   	 25.09   	 412.00		 20.67   	 132.25		
 -3.97   	-109.56   	 26.73   	 457.78		 21.20   	 122.07		
 -3.36   	-112.92   	 28.57   	 483.21		 21.69   	 116.99		
 -3.66   	-117.80   	 30.50   	 513.73		 22.16   	 111.90		
 -4.27   	-122.68   	 32.55   	 534.08		 22.60   	 116.99		
 -4.27   	-126.04   	 34.69   	 554.42		 23.07   	 122.07		
 -3.66   	-126.65   	 36.91   	 564.60		 23.56   	 132.25		
 -3.36   	-125.12   	 39.17   	 579.86		 24.09   	 147.51		
 -3.05   	-123.60   	 41.49   	 590.03		 24.68   	 152.59		
 -3.05   	-123.90   	 43.85   	 600.20		 25.29   	 162.77		
 -2.75   	-126.95   	 46.25   	 605.29		 25.94   	 152.59		
 -1.22   	-130.92   	 48.67   	 605.29		 26.55   	 137.33		
  0.61   	-133.06   	 51.09   	 600.20		 27.10   	 122.07		
  2.14   	-133.36   	 53.49   	 584.94		 27.59   	 101.73		
  1.22   	-133.67   	 55.83   	 564.60		 28.00   	  71.21		
 -1.53   	-135.19   	 58.09   	 539.16		 28.28   	  50.86		
 -5.49   	-139.77   	 60.24   	 503.56		 28.48   	  25.43		
 -8.24   	-146.18   	 62.26   	 473.04		 28.59   	  15.26		
 -8.85   	-153.81   	 64.15   	 442.52		 28.65   	   5.09		
 -6.71   	-160.83   	 65.92   	 406.92		 28.67   	   5.09		
 -3.66   	-166.32   	 67.55   	 381.48		 28.69   	   5.09		
 -0.92   	-168.46   	 69.07   	 361.14		 28.71   	  10.17		
  0.31   	-166.63   	 70.52   	 330.62		 28.75   	  20.35		
  0.31   	-160.22   	 71.84   	 315.36		 28.83   	  25.43		
 -0.31   	-151.98   	 73.10   	 284.84		 28.93   	  35.61		
 -0.31   	-144.96   	 74.24   	 264.50		 29.07   	  35.61		
 -0.61   	-141.60   	 75.30   	 233.98		 29.22   	  40.69		
 -0.92   	-141.60   	 76.24   	 213.63		 29.38   	  45.78		
 -2.14   	-142.82   	 77.09   	 188.20		 29.56   	  35.61		
 -3.36   	-143.74   	 77.84   	 167.85		 29.70   	  40.69		
 -3.66   	-144.04   	 78.51   	 147.51		 29.87   	  30.52		
 -2.75   	-144.65   	 79.10   	 137.33		 29.99   	  35.61		
 -0.61   	-146.18   	 79.65   	 127.16		 30.13   	  30.52		
  2.14   	-147.40   	 80.16   	 116.99		 30.25   	  25.43		
  4.27   	-146.79   	 80.63   	 106.82		 30.36   	  30.52		
  6.10   	-143.13   	 81.06   	 101.73		 30.48   	  30.52		
  7.93   	-138.24   	 81.46   	  91.56		 30.60   	  25.43		
 10.68   	-134.58   	 81.83   	  81.38		 30.70   	  30.52		
 13.73   	-134.89   	 82.16   	  76.30		 30.82   	  25.43		
 16.48   	-139.16   	 82.46   	  66.12		 30.93   	  30.52		
 18.62   	-144.04   	 82.73   	  61.04		 31.05   	  20.35		
 21.06   	-144.96   	 82.97   	  61.04		 31.13   	  20.35		
 24.41   	-140.08   	 83.21   	  55.95		 31.21   	  20.35		
 29.91   	-131.53   	 83.44   	  50.86		 31.29   	  10.17		
 36.32   	-124.21   	 83.64   	  55.95		 31.33   	  10.17		
 42.11   	-122.38   	 83.87   	  55.95		 31.37   	   5.09		
 45.78   	-124.82   	 84.09   	  55.95		 31.39(S)	   0.00		
 47.91   	-126.34   	 84.31   	  50.86		 31.39   	   0.00		
 49.74   	-121.46   	 84.52   	  50.86		 31.39   	  -5.09		
 52.80   	-108.95   	 84.72   	  50.86		 31.37   	 -10.17		
 56.76   	-92.47   	 84.92   	  50.86		 31.33   	  -5.09		
 58.59   	-78.13   	 85.13   	  40.69		 31.31   	 -10.17		
 55.85   	-69.58   	 85.29   	  45.78		 31.27   	 -10.17		
 48.52   	-67.14   	 85.47   	  40.69		 31.23   	 -15.26		
 39.37   	-67.75   	 85.64   	  40.69		 31.17   	 -10.17		
 31.43   	-68.36   	 85.80   	  40.69		 31.13   	 -10.17		
 26.86   	-67.75   	 85.96   	  35.61		 31.09   	 -10.17		
 24.11   	-66.53   	 86.10   	  35.61		 31.05   	 -10.17		
 21.67   	-65.31   	 86.25   	  25.43		 31.01   	 -10.17		
 17.09   	-64.09   	 86.35   	  25.43		 30.97   	  -5.09		
 11.29   	-62.56   	 86.45   	  20.35		 30.95   	 -10.17		
  5.80   	-61.04   	 86.53   	   5.09		 30.91   	 -10.17		
  3.66   	-60.42   	 86.55   	   5.09		 30.86   	 -10.17		
  5.19   	-61.34   	 86.57   	 -10.17		 30.82   	  -5.09		
  8.85   	-63.78   	 86.53   	 -25.43		 30.80   	 -10.17		
 11.90   	-64.70   	 86.43   	 -35.61		 30.76   	 -15.26		
 12.21   	-62.87   	 86.29   	 -55.95		 30.70   	 -15.26		
  8.85   	-58.59   	 86.06   	 -76.30		 30.64   	 -15.26		
  3.66   	-53.41   	 85.76   	 -96.64		 30.58   	 -20.35		
 -0.61   	-48.52   	 85.37   	-122.07		 30.50   	 -20.35		
 -2.75   	-44.86   	 84.88   	-152.59		 30.42   	 -30.52		
 -2.14   	-41.50   	 84.27   	-178.03		 30.29   	 -35.61		
 -1.22   	-38.15   	 83.56   	-213.63		 30.15   	 -40.69		
 -1.83   	-35.10   	 82.71   	-249.24		 29.99   	 -45.78		
 -3.97   	-32.35   	 81.71   	-295.01		 29.81   	 -55.95		
 -6.10   	-28.99   	 80.53   	-340.79		 29.58   	 -66.12		
 -6.71   	-23.80   	 79.17   	-391.66		 29.32   	 -71.21		
 -4.58   	-16.78   	 77.60   	-457.78		 29.03   	 -81.38		
 -0.61   	-10.07   	 75.77   	-508.65		 28.71   	 -96.64		
  2.75   	 -4.88   	 73.73   	-569.68		 28.32   	-106.82		
  3.97   	 -1.83   	 71.45   	-615.46		 27.89   	-116.99		
  3.05   	 -0.31   	 68.99   	-656.15		 27.43   	-132.25		
  0.31   	  0.61   	 66.37   	-676.50		 26.90   	-132.25		
 -2.44   	  0.00   	 63.66   	-691.76		 26.37   	-147.51		
 -4.58   	 -1.53   	 60.89   	-696.84		 25.78   	-152.59		
 -4.88   	 -3.97   	 58.11   	-681.58		 25.17   	-157.68		
 -3.66   	 -5.19   	 55.38   	-671.41		 24.54   	-162.77		
 -1.53   	 -4.27   	 52.70   	-651.07		 23.89   	-167.85		
  0.31   	 -2.75   	 50.09   	-635.81		 23.21   	-167.85		
  1.83   	 -2.44   	 47.55   	-615.46		 22.54   	-178.03		
  1.83   	 -4.88   	 45.09   	-605.29		 21.83   	-178.03		
  0.61   	 -9.16   	 42.67   	-590.03		 21.12   	-188.20		
 -1.83   	-13.12   	 40.31   	-579.86		 20.37   	-198.37		
 -4.58   	-14.65   	 37.99   	-564.60		 19.57   	-198.37		
 -5.80   	-13.73   	 35.73   	-544.25		 18.78   	-208.54		
 -5.19   	-12.82   	 33.55   	-528.99		 17.94   	-218.72		
 -3.05   	-14.04   	 31.43   	-508.65		 17.07   	-218.72		
 -0.61   	-19.53   	 29.40   	-483.21		 16.20   	-223.80		
  0.31   	-28.69   	 27.47   	-457.78		 15.30   	-218.72		
  0.61   	-38.45   	 25.64   	-432.35		 14.43   	-218.72		
  0.92   	-46.39   	 23.91   	-412.00		 13.55   	-208.54		
  2.75   	-50.35   	 22.26   	-386.57		 12.72   	-203.46		
  5.49   	-51.88   	 20.71   	-366.22		 11.90   	-188.20		
  7.93   	-52.80   	 19.25   	-345.88		 11.15   	-178.03		
  9.16   	-54.63   	 17.86   	-325.53		 10.44   	-157.68		
  9.16   	-56.46   	 16.56   	-305.19		  9.81   	-147.51		
  9.16   	-56.46   	 15.34   	-274.67		  9.22   	-132.25		
  9.46   	-54.02   	 14.24   	-254.32		  8.69   	-116.99		
 10.07   	-52.19   	 13.22   	-228.89		  8.22   	-111.90		
 10.38   	-52.80   	 12.31   	-208.54		  7.77   	 -96.64		
  8.85   	-56.15   	 11.48   	-183.11		  7.39   	 -91.56		
  5.49   	-59.20   	 10.74   	-162.77		  7.02   	 -81.38		
  0.92   	-57.37   	 10.09   	-137.33		  6.69   	 -71.21		
 -2.44   	-49.13   	  9.54   	-116.99		  6.41   	 -66.12		
