  I     	  II     	  LVp     	  LVp'		  FA     	  FA'		
-16.78   	-76.29   	  4.44   	  50.86		 67.02   	 -45.78		
-15.87   	-72.94   	  4.64   	  50.86		 66.84   	 -35.61		
-17.40   	-71.41   	  4.84   	  50.86		 66.69   	 -25.43		
-20.75   	-79.96   	  5.05   	  45.78		 66.59   	 -20.35		
-25.02   	-103.45   	  5.23   	  45.78		 66.51   	 -40.69		
-30.21   	-137.33   	  5.41   	  40.69		 66.35   	 -61.04		
-35.40   	-165.71   	  5.57   	  35.61		 66.10   	 -66.12		
-36.62   	-166.02   	  5.72   	  35.61		 65.84   	 -35.61		
-25.33   	-113.22   	  5.86   	  35.61		 65.70   	 -20.35		
  7.02   	 11.60   	  6.00   	  25.43		 65.62   	 -30.52		
 67.14   	215.15   	  6.10   	  30.52		 65.49   	 -50.86		
152.89   	494.69   	  6.23   	  35.61		 65.29   	 -50.86		
252.38   	832.52   	  6.37   	  30.52		 65.09   	 -35.61		
343.32   	1171.57   	  6.49   	  81.38		 64.94   	 -45.78		
392.76   	1446.53(R)	  6.82(E)	  50.86		 64.76   	 -25.43		
332.64   	1237.79   	  7.02   	  55.95		 64.66   	 -35.61		
239.87   	838.62   	  7.24   	  66.12		 64.52   	 -50.86		
151.98   	389.40   	  7.51   	  76.30		 64.31   	 -61.04		
 94.91   	 39.98   	  7.81   	  91.56		 64.07   	 -66.12		
 70.50   	-138.55   	  8.18   	 106.82		 63.80   	 -55.95		
 60.42   	-167.54   	  8.61   	 122.07		 63.58   	 -50.86		
 45.47   	-119.32   	  9.09   	 142.42		 63.38   	 -40.69		
 18.31   	-63.17   	  9.66   	 162.77		 63.21   	 -30.52		
-14.34   	-38.76   	 10.32   	 183.11		 63.09   	 -45.78		
-39.37   	-51.57   	 11.05   	 208.54		 62.91   	 -61.04		
-49.44   	-89.42   	 11.88   	 233.98		 62.67   	 -35.61		
-46.08   	-134.28   	 12.82   	 279.75		 62.52   	 -35.61		
-37.54   	-168.76   	 13.94   	 315.36		 62.38   	 -50.86		
-30.82   	-181.88   	 15.20   	 371.31		 62.18   	 -20.35		
-30.52   	-175.17   	 16.68   	 432.35		 62.10   	 -15.26		
-35.71   	-162.66   	 18.41   	 498.47		 62.03   	 -45.78		
-41.81   	-158.08   	 20.41   	 569.68		 61.85   	 -66.12		
-44.56   	-166.02   	 22.69   	 645.98		 61.59   	 -61.04		
-41.50   	-180.97   	 25.27   	 727.36		 61.34   	 -66.12		
-35.40   	-194.70   	 28.18   	 793.49		 61.08   	 -55.95		
-30.82   	-201.11   	 31.35   	 859.61		 60.85   	 -45.78		
-31.13   	-198.97   	 34.79   	 920.65		 60.67   	 -45.78		
-36.32   	-192.87   	 38.47   	 976.60		 60.49   	 -55.95		
-43.64   	-187.07   	 42.38   	1017.29		 60.26   	 -71.21		
-48.52   	-183.41   	 46.45   	1057.98		 59.98   	 -55.95		
-48.22   	-181.88   	 50.68   	1088.50		 59.76   	 -25.43		
-42.72   	-181.27   	 55.04   	1108.85		 59.65   	 -10.17		
-35.10   	-180.36   	 59.47   	1124.11		 59.61   	 -10.17		
-29.30   	-180.66   	 63.97   	1134.28		 59.57   	  -5.09		
-27.77   	-185.24   	 68.50   	1139.36		 59.55(D)	  25.43		
-30.82   	-196.23   	 73.06   	1129.19		 59.65   	  15.26		
-35.71   	-213.62   	 77.58   	1113.93		 59.71   	  -5.09		
-40.59   	-231.93   	 82.03   	1093.59		 59.69   	  45.78		
-45.47   	-240.78   	 86.41   	1068.15		 59.88   	 111.90		
-49.74   	-231.63   	 90.68   	1027.46		 60.33   	 162.77		
-51.88   	-204.16   	 94.79   	 986.77		 60.98   	 213.63		
-51.27   	-171.81   	 98.74   	 940.99		 61.83   	 300.10		
-48.52   	-149.84   	102.50   	 890.13		 63.03   	 401.83		
-46.08   	-146.79   	106.06   	 839.26		 64.64   	 467.95		
-45.47   	-159.00   	109.42   	 783.31		 66.51   	 493.39		
-43.95   	-175.78   	112.55   	 727.36		 68.48   	 473.04		
-38.45   	-187.68   	115.46   	 671.41		 70.38   	 432.35		
-29.60   	-191.65   	118.15   	 615.46		 72.11   	 432.35		
-22.28   	-189.21   	120.61   	 569.68		 73.83   	 452.69		
-22.58   	-183.72   	122.89   	 518.82		 75.65   	 462.87		
-31.13   	-176.39   	124.96   	 478.13		 77.50   	 442.52		
-42.72   	-170.29   	126.88   	 442.52		 79.27   	 437.43		
-49.44   	-168.46   	128.65   	 401.83		 81.02   	 437.43		
-48.52   	-169.68   	130.25   	 381.48		 82.77   	 447.61		
-42.72   	-171.51   	131.78   	 356.05		 84.56   	 462.87		
-38.15   	-170.29   	133.20   	 340.79		 86.41   	 462.87		
-36.93   	-163.88   	134.57   	 320.45		 88.26   	 473.04		
-37.23   	-151.98   	135.85   	 310.27		 90.15   	 478.13		
-36.32   	-137.63   	137.09   	 284.84		 92.06   	 478.13		
-34.18   	-123.90   	138.23   	 264.50		 93.98   	 473.04		
-33.87   	-114.75   	139.29   	 244.15		 95.87   	 462.87		
-39.06   	-113.53   	140.26   	 218.72		 97.72   	 447.61		
-48.83   	-118.41   	141.14   	 198.37		 99.51   	 417.09		
-58.59   	-124.21   	141.93   	 178.03		101.18   	 391.66		
-62.56   	-124.82   	142.64   	 147.51		102.75   	 381.48		
-58.90   	-118.71   	143.23   	 127.16		104.27   	 381.48		
-49.44   	-108.03   	143.74   	 106.82		105.80   	 381.48		
-38.15   	-96.74   	144.17   	  86.47		107.32   	 345.88		
-29.91   	-87.28   	144.52   	  61.04		108.71   	 279.75		
-26.55   	-79.65   	144.76   	  45.78		109.83   	 249.24		
-28.08   	-75.38   	144.94   	  20.35		110.82   	 249.24		
-34.18   	-75.38   	145.02   	  10.17		111.82   	 239.06		
-42.11   	-79.35   	145.07(S)	 -15.26		112.78   	 233.98		
-47.61   	-83.62   	145.00   	 -25.43		113.71   	 208.54		
-47.91   	-85.45   	144.90   	 -45.78		114.55   	 193.29		
-42.72   	-86.06   	144.72   	 -61.04		115.32   	 208.54		
-34.79   	-89.42   	144.48   	 -71.21		116.15   	 116.99		
-28.38   	-93.08   	144.19   	 -86.47		116.62   	  -5.09		
-26.55   	-90.94   	143.84   	-101.73		116.60   	  76.30		
-29.60   	-76.90   	143.44   	-111.90		116.91   	 178.03		
-34.79   	-52.19   	142.99   	-127.16		117.62   	 132.25		
-36.62   	-27.77   	142.48   	-147.51		118.15   	  40.69		
-31.74   	-15.26   	141.89   	-162.77		118.31   	 -10.17		
-21.97   	-18.01   	141.24   	-172.94		118.27   	 -10.17		
-11.90   	-30.21   	140.55   	-193.29		118.23   	  20.35		
 -6.41   	-43.64   	139.78   	-208.54		118.31   	  30.52		
 -6.10   	-50.05   	138.94   	-228.89		118.43(S)	  -5.09		
 -9.77   	-46.69   	138.03   	-244.15		118.41   	 -55.95		
-13.12   	-36.93   	137.05   	-264.50		118.19   	 -76.30		
-14.95   	-27.47   	135.99   	-289.93		117.88   	 -76.30		
-15.26   	-25.94   	134.83   	-320.45		117.58   	 -76.30		
-14.95   	-34.18   	133.55   	-350.97		117.27   	 -76.30		
-13.73   	-45.78   	132.15   	-386.57		116.97   	-106.82		
-10.99   	-49.44   	130.60   	-427.26		116.54   	-132.25		
 -6.71   	-41.50   	128.89   	-467.95		116.01   	-147.51		
 -2.44   	-28.38   	127.02   	-508.65		115.42   	-142.42		
 -0.31   	-19.23   	124.98   	-554.42		114.85   	-152.59		
 -2.75   	-17.70   	122.77   	-600.20		114.24   	-178.03		
-10.38   	-18.62   	120.37   	-645.98		113.53   	-198.37		
-19.53   	-17.09   	117.78   	-691.76		112.74   	-208.54		
-24.72   	-13.73   	115.01   	-737.54		111.90   	-228.89		
-23.50   	-15.26   	112.06   	-788.40		110.99   	-249.24		
-17.40   	-23.80   	108.91   	-839.26		109.99   	-269.58		
-11.90   	-33.57   	105.55   	-885.04		108.91   	-295.01		
-10.38   	-35.40   	102.01   	-925.73		107.73   	-320.45		
-12.82   	-27.77   	 98.31   	-971.51		106.45   	-335.71		
-15.26   	-20.45   	 94.42   	-1002.03		105.11   	-330.62		
-15.87   	-25.02   	 90.42   	-1032.55		103.78   	-340.79		
-15.26   	-43.64   	 86.29   	-1052.90		102.42   	-361.14		
-15.87   	-65.61   	 82.07   	-1063.07		100.98   	-366.22		
-18.01   	-73.85   	 77.82   	-1068.15		 99.51   	-356.05		
-19.53   	-61.04   	 73.55   	-1068.15		 98.09   	-335.71		
-17.70   	-34.79   	 69.28   	-1052.90		 96.74   	-295.01		
-14.65   	-13.12   	 65.07   	-1027.46		 95.56   	-254.32		
-13.12   	 -9.46   	 60.96   	-1002.03		 94.55   	-228.89		
-14.65   	-23.19   	 56.95   	-971.51		 93.63   	-223.80		
-17.40   	-42.11   	 53.06   	-925.73		 92.74   	-244.15		
-18.01   	-54.63   	 49.36   	-885.04		 91.76   	-259.41		
-14.34   	-61.95   	 45.82   	-834.18		 90.72   	-244.15		
 -8.85   	-75.68   	 42.48   	-788.40		 89.75   	-223.80		
 -5.80   	-104.06   	 39.33   	-742.62		 88.85   	-203.46		
 -7.63   	-137.94   	 36.36   	-696.84		 88.04   	-213.63		
-12.51   	-154.11   	 33.57   	-656.15		 87.18   	-218.72		
-17.40   	-132.45   	 30.95   	-610.37		 86.31   	-213.63		
-19.84   	-72.63   	 28.50   	-569.68		 85.45   	-198.37		
-19.84   	  0.61   	 26.23   	-528.99		 84.66   	-193.29		
-19.23   	 52.19   	 24.11   	-498.47		 83.89   	-178.03		
-18.31   	 60.73   	 22.12   	-457.78		 83.17   	-188.20		
-15.87   	 32.04   	 20.28   	-422.18		 82.42   	-188.20		
-12.51   	 -9.77   	 18.60   	-386.57		 81.67   	-178.03		
-10.38   	-40.59   	 17.05   	-356.05		 80.96   	-162.77		
-10.68   	-50.96   	 15.63   	-315.36		 80.30   	-142.42		
-13.43   	-47.30   	 14.36   	-279.75		 79.74   	-116.99		
-16.78   	-41.20   	 13.25   	-249.24		 79.27   	-116.99		
-19.53   	-39.98   	 12.25   	-218.72		 78.80   	-132.25		
-21.36   	-43.03   	 11.37   	-183.11		 78.27   	-137.33		
-21.36   	-47.61   	 10.64   	-162.77		 77.72   	-122.07		
-19.23   	-50.66   	  9.99   	-137.33		 77.23   	 -96.64		
-15.56   	-51.57   	  9.44   	-116.99		 76.85   	 -96.64		
-11.29   	-52.49   	  8.97   	-101.73		 76.46   	-106.82		
-10.07   	-58.90   	  8.57   	 -86.47		 76.03   	-101.73		
-14.65   	-77.82   	  8.22   	 -81.38		 75.63   	 -86.47		
-22.58   	-106.20   	  7.89   	 -71.21		 75.28   	 -76.30		
-29.30   	-127.56   	  7.61   	 -61.04		 74.97   	 -76.30		
-28.99   	-120.54   	  7.37   	 -61.04		 74.67   	 -81.38		
-21.36   	-76.29   	  7.12   	 -50.86		 74.34   	 -86.47		
-10.68   	-11.90   	  6.92   	 -45.78		 74.00   	 -86.47		
 -3.97   	 36.93   	  6.73   	 -35.61		 73.65   	 -76.30		
 -5.49   	 43.64   	  6.59   	 -30.52		 73.35   	 -55.95		
-12.21   	 12.21   	  6.47   	 -25.43		 73.12   	 -45.78		
-19.23   	-26.86   	  6.37   	 -15.26		 72.94   	 -61.04		
-21.97   	-44.56   	  6.31   	  -5.09		 72.70   	 -71.21		
-21.36   	-35.10   	  6.29(D)	   0.00		 72.41   	 -81.38		
-20.75   	-14.95   	  6.29   	   5.09		 72.09   	 -66.12		
-21.06   	 -3.97   	  6.31   	  10.17		 71.82   	 -35.61		
-19.53   	-10.07   	  6.35   	  15.26		 71.68   	 -35.61		
-14.95   	-25.63   	  6.41   	  20.35		 71.54   	 -55.95		
 -8.85   	-38.76   	  6.49   	  25.43		 71.31   	 -76.30		
 -5.19   	-43.95   	  6.59   	  25.43		 71.01   	 -71.21		
 -7.02   	-45.47   	  6.69   	  30.52		 70.72   	 -50.86		
-12.51   	-51.88   	  6.82   	  25.43		 70.52   	 -20.35		
-18.01   	-68.05   	  6.92   	  30.52		 70.44   	 -10.17		
-20.14   	-88.20   	  7.04   	  35.61		 70.40   	-127.16		
-19.53   	-99.18   	  7.18   	  30.52		 69.89   	-152.59		
-16.78   	-89.42   	  7.30   	  30.52		 69.28   	 -30.52		
-12.82   	-57.98   	  7.43   	  35.61		 69.16   	  40.69		
 -9.77   	-17.70   	  7.57   	  30.52		 69.32   	   0.00		
 -8.85   	 11.60   	  7.69   	  35.61		 69.32   	 -61.04		
-12.51   	 19.53   	  7.83   	  35.61		 69.07   	-101.73		
-19.23   	  8.54   	  7.98   	  35.61		 68.67   	 -86.47		
-25.63   	-10.07   	  8.12   	  40.69		 68.32   	 -35.61		
-27.16   	-25.02   	  8.28   	  35.61		 68.18   	 -15.26		
-23.19   	-31.13   	  8.42   	  35.61		 68.12   	 -25.43		
-17.70   	-29.30   	  8.57   	  30.52		 68.02   	 -45.78		
-14.95   	-24.11   	  8.69   	  35.61		 67.83   	 -66.12		
-15.26   	-19.23   	  8.83   	  35.61		 67.57   	 -55.95		
-14.65   	-17.70   	  8.97   	  30.52		 67.34   	 -35.61		
-10.99   	-19.84   	  9.09   	  30.52		 67.20   	 -25.43		
 -6.71   	-25.33   	  9.22   	  30.52		 67.10   	 -30.52		
 -5.19   	-32.35   	  9.34   	  30.52		 66.98   	 -40.69		
 -7.93   	-38.15   	  9.46   	  25.43		 66.82   	 -55.95		
-11.60   	-39.67   	  9.56   	  30.52		 66.59   	 -25.43		
-11.60   	-35.40   	  9.68   	  25.43		 66.49   	 -20.35		
 -7.32   	-26.86   	  9.79   	  25.43		 66.41   	 -55.95		
 -2.44   	-19.53   	  9.89   	  25.43		 66.18   	 -81.38		
 -2.75   	-17.70   	  9.99   	  25.43		 65.86   	 -50.86		
 -7.93   	-21.36   	 10.09   	  20.35		 65.66   	 -30.52		
-14.04   	-26.55   	 10.17   	  20.35		 65.53   	 -35.61		
-15.56   	-30.82   	 10.25   	  20.35		 65.39   	 -45.78		
-10.07   	-34.18   	 10.34   	  20.35		 65.21   	 -55.95		
 -1.83   	-38.76   	 10.42   	  15.26		 64.98   	 -61.04		
  3.66   	-44.25   	 10.48   	  15.26		 64.74   	 -45.78		
  1.83   	-48.52   	 10.54   	  15.26		 64.56   	 -20.35		
 -5.49   	-49.74   	 10.60   	  10.17		 64.48   	 -10.17		
-13.12   	-46.39   	 10.64   	  15.26		 64.44   	 -35.61		
-16.17   	-39.06   	 10.70   	  10.17		 64.29   	 -61.04		
-12.82   	-26.86   	 10.74   	  10.17		 64.05   	 -66.12		
 -7.63   	-11.29   	 10.78   	  15.26		 63.78   	 -50.86		
 -3.36   	  4.88   	 10.84   	  10.17		 63.58   	 -30.52		
 -2.75   	 14.34   	 10.89   	  15.26		 63.46   	 -40.69		
 -5.19   	 11.60   	 10.95   	  10.17		 63.30   	 -50.86		
 -7.93   	 -0.61   	 10.99   	  15.26		 63.09   	 -50.86		
-10.38   	-15.26   	 11.05   	  10.17		 62.89   	 -35.61		
-14.65   	-25.33   	 11.09   	  10.17		 62.75   	 -30.52		
-19.84   	-30.21   	 11.13   	  15.26		 62.62   	 -35.61		
-24.11   	-34.48   	 11.19   	   5.09		 62.48   	 -40.69		
-23.50   	-39.98   	 11.21   	  10.17		 62.32   	 -40.69		
-16.17   	-42.72   	 11.25   	  10.17		 62.16   	 -25.43		
 -3.97   	-32.65   	 11.29   	   5.09		 62.05   	 -20.35		
  8.54   	 -3.66   	 11.31   	   5.09		 61.97   	 -30.52		
 16.17   	 37.23   	 11.33   	  10.17		 61.85   	 -45.78		
 15.26   	 75.07   	 11.37   	   5.09		 61.67   	 -50.86		
  7.02   	 95.83   	 11.39   	   5.09		 61.46   	 -45.78		
 -5.19   	 96.74   	 11.41   	  10.17		 61.28   	 -45.78		
-15.87   	 88.20   	 11.45   	   5.09		 61.10   	 -25.43		
-19.84   	 84.23   	 11.48   	   5.09		 61.00   	 -15.26		
-15.56   	 90.03   	 11.50   	  10.17		 60.94   	 -20.35		
 -5.49   	 99.49   	 11.54   	  10.17		 60.85   	 -40.69		
  6.10   	103.15   	 11.58   	  10.17		 60.69   	 -50.86		
 16.17   	 97.66   	 11.62   	  10.17		 60.49   	 -45.78		
 23.50   	 88.50   	 11.66   	  10.17		 60.30   	 -45.78		
 27.77   	 90.33   	 11.70   	  10.17		 60.12   	 -25.43		
 29.30   	112.00   	 11.74   	  10.17		 60.02   	 -15.26		
 29.60   	151.67   	 11.78   	  10.17		 59.96   	 -25.43		
 29.91   	193.18   	 11.82   	  10.17		 59.86   	 -50.86		
 30.82   	216.67   	 11.86   	  10.17		 59.65   	 -55.95		
 32.96   	210.27   	 11.90   	  10.17		 59.43   	 -50.86		
 34.48   	180.05   	 11.94   	  10.17		 59.23   	 -40.69		
 33.57   	144.96   	 11.98   	  10.17		 59.06   	 -40.69		
 29.30   	120.85   	 12.02   	  10.17		 58.90   	 -40.69		
 23.80   	108.03   	 12.07   	  10.17		 58.74   	 -30.52		
 17.09   	 93.38   	 12.11   	  10.17		 58.62   	 -30.52		
  8.85   	 63.48   	 12.15   	  10.17		 58.49   	 -45.78		
  0.61   	 20.45   	 12.19   	  10.17		 58.31   	 -66.12		
 -6.10   	-23.80   	 12.23   	  15.26		 58.05   	 -45.78		
 -9.46   	-56.15   	 12.29   	  20.35		 57.86   	   5.09		
 -9.77   	-72.33   	 12.37   	  20.35		 57.88   	   5.09		
 -8.85   	-76.29   	 12.45   	  25.43		 57.90   	 -35.61		
 -8.54   	-72.02   	 12.55   	  25.43		 57.76   	 -50.86		
 -8.85   	-62.26   	 12.66   	  35.61		 57.56   	 -35.61		
 -8.54   	-49.74   	 12.80   	  35.61		 57.42   	 -30.52		
 -7.63   	-39.06   	 12.94   	  35.61		 57.29   	 -35.61		
 -7.93   	-34.48   	 13.08   	  40.69		 57.15   	 -45.78		
-10.38   	-36.32   	 13.25   	  35.61		 56.97   	 -35.61		
-14.04   	-41.50   	 13.39   	  45.78		 56.83   	 -10.17		
-18.31   	-49.13   	 13.57   	  40.69		 56.79   	 -15.26		
-21.36   	-62.26   	 13.73   	  40.69		 56.72   	 -30.52		
-21.67   	-83.31   	 13.90   	  40.69		 56.60   	 -35.61		
-19.84   	-110.47   	 14.06   	  40.69		 56.46   	 -20.35		
-17.70   	-137.33   	 14.22   	  40.69		 56.38   	  -5.09		
-19.23   	-152.89   	 14.38   	  35.61		 56.36   	 -10.17		
-27.16   	-148.32   	 14.53   	  40.69		 56.32   	 -20.35		
-37.23   	-118.10   	 14.69   	  40.69		 56.24   	 -25.43		
-37.54   	-54.63   	 14.85   	  35.61		 56.13   	 -35.61		
-12.21   	 56.76   	 14.99   	  40.69		 55.99   	 -45.78		
 47.30   	236.21   	 15.16   	  45.78		 55.81   	 -40.69		
137.02   	501.71   	 15.34   	  45.78		 55.65   	 -40.69		
242.61   	847.17   	 15.52   	  50.86		 55.48   	 -30.52		
341.19   	1212.77   	 15.73   	 132.25		 55.36   	 -35.61		
414.12   	1532.59(R)	 16.26(E)	  76.30		 55.22   	 -30.52		
365.30   	1321.72   	 16.56   	  86.47		 55.10   	 -35.61		
276.79   	908.51   	 16.91   	 101.73		 54.95   	 -25.43		
183.41   	442.81   	 17.31   	 106.82		 54.85   	   0.00		
116.27   	 81.18   	 17.74   	 122.07		 54.85   	  -5.09		
 83.92   	-102.54   	 18.23   	 132.25		 54.83   	 -25.43		
 71.11   	-136.41   	 18.76   	 147.51		 54.73   	 -40.69		
 56.15   	-101.01   	 19.35   	 167.85		 54.57   	 -30.52		
 27.47   	-67.44   	 20.02   	 188.20		 54.45   	 -15.26		
 -7.32   	-65.92   	 20.77   	 218.72		 54.38   	 -15.26		
-33.57   	-87.28   	 21.65   	 249.24		 54.32   	 -15.26		
-42.42   	-109.25   	 22.64   	 295.01		 54.26   	 -15.26		
-36.62   	-122.07   	 23.82   	 345.88		 54.20   	 -10.17		
-26.86   	-130.92   	 25.21   	 406.92		 54.16   	 -15.26		
-23.19   	-144.65   	 26.84   	 473.04		 54.10   	 -30.52		
-28.99   	-164.49   	 28.73   	 544.25		 53.98   	 -35.61		
-40.89   	-184.63   	 30.91   	 620.55		 53.83   	 -30.52		
-52.49   	-198.97   	 33.39   	 696.84		 53.71   	 -20.35		
-57.98   	-204.47   	 36.17   	 773.14		 53.63   	  -5.09		
-54.32   	-204.16   	 39.27   	 849.44		 53.61   	 -10.17		
-45.47   	-203.55   	 42.67   	 915.56		 53.57   	 -25.43		
-36.93   	-203.86   	 46.33   	 981.68		 53.47   	 -35.61		
-32.96   	-200.50   	 50.25   	1047.81		 53.33   	 -50.86		
-33.26   	-191.35   	 54.45   	1098.67		 53.12   	 -50.86		
-34.79   	-180.05   	 58.84   	1149.54		 52.92   	 -40.69		
-35.40   	-173.03   	 63.44   	1190.23		 52.76   	 -30.52		
-36.01   	-175.17   	 68.20   	1215.66		 52.63   	 -20.35		
-39.06   	-187.68   	 73.06   	1241.09		 52.55   	 -10.17		
-45.78   	-205.69   	 78.03   	1251.27		 52.51(D)	  15.26		
-52.19   	-221.56   	 83.03   	1241.09		 52.57   	  35.61		
-53.10   	-228.58   	 88.00   	1220.75		 52.72   	  61.04		
-47.61   	-223.08   	 92.88   	1190.23		 52.96   	  66.12		
-39.67   	-206.30   	 97.64   	1144.45		 53.22   	  91.56		
-35.71   	-185.55   	102.22   	1078.33		 53.59   	 152.59		
-39.37   	-171.20   	106.53   	1017.29		 54.20   	 254.32		
-47.61   	-171.81   	110.60   	 935.91		 55.22   	 412.00		
-54.02   	-189.21   	114.34   	 864.70		 56.87   	 559.51		
-54.32   	-215.15   	117.80   	 793.49		 59.10   	 651.07		
-50.35   	-235.60   	120.98   	 722.28		 61.71   	 661.24		
-46.69   	-240.17   	123.87   	 661.24		 64.35   	 605.29		
-45.78   	-226.14   	126.51   	 605.29		 66.77   	 564.60		
-47.00   	-202.03   	128.93   	 559.51		 69.03   	 544.25		
-48.52   	-179.14   	131.17   	 523.90		 71.21   	 513.73		
-49.74   	-166.93   	133.26   	 493.39		 73.27   	 503.56		
-50.05   	-166.32   	135.24   	 478.13		 75.28   	 508.65		
-50.66   	-174.56   	137.15   	 467.95		 77.31   	 528.99		
-50.96   	-185.55   	139.02   	 452.69		 79.43   	 574.77		
-50.35   	-195.31   	140.83   	 447.61		 81.73   	 605.29		
-47.61   	-201.11   	142.62   	 432.35		 84.15   	 595.11		
-44.25   	-201.42   	144.35   	 412.00		 86.53   	 574.77		
-41.81   	-196.23   	146.00   	 386.57		 88.83   	 554.42		
-41.81   	-186.77   	147.55   	 361.14		 91.05   	 554.42		
-43.33   	-174.87   	148.99   	 335.71		 93.27   	 569.68		
-46.08   	-164.18   	150.34   	 305.19		 95.54   	 579.86		
-48.52   	-157.17   	151.56   	 274.67		 97.86   	 600.20		
-50.35   	-153.20   	152.65   	 244.15		100.26   	 605.29		
-52.49   	-149.54   	153.63   	 213.63		102.69   	 574.77		
-55.24   	-145.26   	154.49   	 183.11		104.98   	 498.47		
-57.37   	-140.69   	155.22   	 152.59		106.98   	 457.78		
-56.76   	-137.33   	155.83   	 122.07		108.81   	 427.26		
-53.71   	-137.63   	156.32   	  91.56		110.52   	 401.83		
-50.96   	-140.38   	156.68   	  71.21		112.13   	 371.31		
-51.57   	-142.52   	156.97   	  40.69		113.61   	 340.79		
-56.46   	-143.13   	157.13   	  15.26		114.97   	 315.36		
-62.56   	-140.99   	157.19(S)	 -10.17		116.24   	 300.10		
-65.92   	-136.11   	157.15   	 -30.52		117.44   	 259.41		
-64.70   	-128.78   	157.03   	 -55.95		118.47   	 223.80		
-61.65   	-118.10   	156.81   	 -81.38		119.37   	 203.46		
-59.81   	-104.98   	156.48   	-106.82		120.18   	 167.85		
-58.90   	-92.47   	156.05   	-132.25		120.85   	 147.51		
-57.98   	-83.62   	155.52   	-152.59		121.44   	 127.16		
-55.54   	-78.74   	154.91   	-178.03		121.95   	 132.25		
-54.02   	-77.21   	154.20   	-203.46		122.48   	 127.16		
-56.46   	-79.35   	153.39   	-223.80		122.99   	  96.64		
-61.65   	-82.09   	152.49   	-249.24		123.38   	  35.61		
-64.39   	-83.62   	151.49   	-274.67		123.52   	  -5.09		
-59.81   	-82.09   	150.40   	-295.01		123.50   	 -10.17		
-48.22   	-77.51   	149.22   	-320.45		123.46   	  15.26		
-35.71   	-72.63   	147.93   	-345.88		123.52   	  25.43		
-28.38   	-70.50   	146.55   	-366.22		123.62(S)	 -15.26		
-26.86   	-69.58   	145.09   	-386.57		123.56   	 -55.95		
-27.16   	-65.31   	143.54   	-412.00		123.34   	 -66.12		
-26.25   	-55.54   	141.89   	-432.35		123.07   	 -71.21		
-22.58   	-43.33   	140.16   	-452.69		122.79   	-106.82		
-17.70   	-34.79   	138.35   	-478.13		122.36   	-142.42		
-12.82   	-33.57   	136.44   	-498.47		121.79   	-167.85		
 -8.54   	-38.76   	134.45   	-513.73		121.12   	-162.77		
 -4.27   	-44.56   	132.39   	-539.16		120.47   	-157.68		
 -0.31   	-47.91   	130.23   	-559.51		119.84   	-178.03		
  1.53   	-47.30   	128.00   	-569.68		119.12   	-213.63		
  0.61   	-42.42   	125.72   	-590.03		118.27   	-244.15		
 -1.53   	-31.74   	123.36   	-600.20		117.29   	-244.15		
 -3.36   	-16.17   	120.96   	-620.55		116.32   	-223.80		
 -4.27   	  0.00   	118.47   	-630.72		115.42   	-228.89		
 -3.05   	  7.32   	115.95   	-651.07		114.51   	-264.50		
 -1.22   	  0.00   	113.35   	-676.50		113.45   	-300.10		
  0.61   	-19.23   	110.64   	-701.93		112.25   	-310.27		
  2.14   	-39.37   	107.83   	-732.45		111.01   	-305.19		
  3.36   	-49.13   	104.90   	-768.05		109.79   	-310.27		
  3.05   	-45.17   	101.83   	-798.57		108.54   	-335.71		
  0.61   	-31.43   	 98.64   	-834.18		107.20   	-356.05		
 -4.58   	-15.56   	 95.30   	-864.70		105.78   	-350.97		
-10.38   	 -3.97   	 91.84   	-900.30		104.37   	-340.79		
-14.95   	  0.00   	 88.24   	-925.73		103.01   	-340.79		
-15.56   	 -4.58   	 84.54   	-946.08		101.65   	-356.05		
-12.51   	-16.48   	 80.75   	-961.34		100.22   	-350.97		
 -7.02   	-32.04   	 76.91   	-966.43		 98.82   	-330.62		
 -2.14   	-45.78   	 73.04   	-961.34		 97.50   	-300.10		
 -2.14   	-53.41   	 69.20   	-956.25		 96.30   	-264.50		
 -7.32   	-53.10   	 65.37   	-940.99		 95.24   	-249.24		
-14.65   	-46.39   	 61.61   	-910.47		 94.24   	-239.06		
-18.31   	-36.01   	 57.97   	-885.04		 93.29   	-228.89		
-16.48   	-28.69   	 54.43   	-849.44		 92.37   	-244.15		
-12.82   	-29.91   	 51.03   	-813.83		 91.39   	-244.15		
-13.12   	-41.20   	 47.77   	-773.14		 90.42   	-233.98		
-18.62   	-56.46   	 44.68   	-737.54		 89.48   	-213.63		
-25.63   	-66.83   	 41.73   	-696.84		 88.63   	-198.37		
-26.86   	-66.83   	 38.94   	-661.24		 87.83   	-183.11		
-20.14   	-57.37   	 36.30   	-620.55		 87.10   	-183.11		
-11.60   	-46.39   	 33.81   	-590.03		 86.37   	-167.85		
 -8.85   	-39.98   	 31.45   	-549.34		 85.70   	-162.77		
-13.43   	-40.89   	 29.26   	-518.82		 85.05   	-183.11		
-20.14   	-47.61   	 27.18   	-483.21		 84.31   	-188.20		
-22.58   	-57.07   	 25.25   	-447.61		 83.56   	-157.68		
-18.62   	-64.39   	 23.46   	-417.09		 82.93   	-127.16		
-13.73   	-64.70   	 21.79   	-381.48		 82.42   	-152.59		
-14.34   	-56.46   	 20.26   	-356.05		 81.81   	-157.68		
-20.75   	-43.95   	 18.84   	-320.45		 81.18   	-127.16		
