  I     	  II     	  LVp     	  LVp'		  AO     	  AO'		
-21.97   	-24.41   	 -2.34   	 -10.17		 62.14   	 -50.86		
-20.45   	-21.67   	 -2.38   	 -10.17		 61.93   	 -50.86		
-19.23   	-21.67   	 -2.42   	 -10.17		 61.73   	 -50.86		
-18.92   	-23.50   	 -2.46   	  -5.09		 61.53   	 -45.78		
-18.92   	-25.63   	 -2.48   	 -10.17		 61.34   	 -50.86		
-18.92   	-26.55   	 -2.52   	   0.00		 61.14   	 -45.78		
-19.23   	-26.86   	 -2.52   	   0.00		 60.96   	 -45.78		
-19.53   	-27.47   	 -2.52   	   0.00		 60.77   	 -45.78		
-20.75   	-28.99   	 -2.52   	  10.17		 60.59   	 -45.78		
-21.36   	-30.82   	 -2.48   	  10.17		 60.41   	 -45.78		
-21.67   	-30.82   	 -2.44   	  15.26		 60.22   	 -40.69		
-21.06   	-28.69   	 -2.38   	  15.26		 60.06   	 -45.78		
-19.53   	-24.41   	 -2.32   	  15.26		 59.88   	 -40.69		
-17.09   	-17.70   	 -2.26   	  20.35		 59.71   	 -45.78		
-14.04   	 -8.24   	 -2.18   	  20.35		 59.53   	 -40.69		
-11.29   	  3.66   	 -2.10   	  20.35		 59.37   	 -40.69		
 -9.16   	 17.09   	 -2.01   	  20.35		 59.21   	 -40.69		
 -7.93   	 29.60   	 -1.93   	  20.35		 59.04   	 -40.69		
 -7.02   	 40.28   	 -1.85   	  15.26		 58.88   	 -40.69		
 -5.49   	 49.74   	 -1.79   	  20.35		 58.72   	 -40.69		
 -2.75   	 59.20   	 -1.71   	  15.26		 58.56   	 -40.69		
  0.92   	 68.36   	 -1.65   	  15.26		 58.39   	 -40.69		
  5.19   	 76.29   	 -1.59   	  15.26		 58.23   	 -35.61		
  9.77   	 79.96   	 -1.53   	  15.26		 58.09   	 -40.69		
 14.04   	 75.99   	 -1.46   	  10.17		 57.92   	 -35.61		
 18.31   	 64.39   	 -1.42   	  10.17		 57.78   	 -35.61		
 22.58   	 49.13   	 -1.38   	  15.26		 57.64   	 -35.61		
 27.47   	 36.01   	 -1.32   	   5.09		 57.50   	 -40.69		
 34.18   	 29.91   	 -1.30   	  10.17		 57.33   	 -35.61		
 41.81   	 32.35   	 -1.26   	   0.00		 57.19   	 -35.61		
 49.13   	 40.28   	 -1.26   	   5.09		 57.05   	 -40.69		
 53.71   	 48.22   	 -1.24   	   0.00		 56.89   	 -35.61		
 55.85   	 52.19   	 -1.24   	   0.00		 56.74   	 -40.69		
 56.76   	 48.83   	 -1.24   	  -5.09		 56.58   	 -35.61		
 59.51   	 38.15   	 -1.26   	  -5.09		 56.44   	 -35.61		
 66.53   	 23.80   	 -1.28   	   0.00		 56.30   	 -40.69		
 75.68   	 11.90   	 -1.28   	  -5.09		 56.13   	 -35.61		
 82.40   	  7.93   	 -1.30   	   0.00		 55.99   	 -35.61		
 81.18   	 12.21   	 -1.30   	   0.00		 55.85   	 -35.61		
 69.58   	 17.40   	 -1.30   	   5.09		 55.71   	 -40.69		
 49.13   	 14.95   	 -1.28   	   5.09		 55.54   	 -35.61		
 25.94   	  0.00   	 -1.26   	  15.26		 55.40   	 -35.61		
  6.41   	-23.80   	 -1.20   	  20.35		 55.26   	 -35.61		
 -5.80   	-47.30   	 -1.12   	  20.35		 55.12   	 -35.61		
-10.07   	-61.34   	 -1.04   	  30.52		 54.97   	 -35.61		
-10.07   	-63.48   	 -0.92   	  30.52		 54.83   	 -35.61		
 -8.54   	-57.07   	 -0.79   	  35.61		 54.69   	 -35.61		
 -9.16   	-49.44   	 -0.65   	  35.61		 54.55   	 -35.61		
-11.90   	-46.08   	 -0.51   	  30.52		 54.40   	 -35.61		
-15.56   	-47.30   	 -0.39   	  30.52		 54.26   	 -35.61		
-17.40   	-51.27   	 -0.26   	  25.43		 54.12   	 -35.61		
-16.78   	-53.71   	 -0.16   	  15.26		 53.98   	 -35.61		
-14.34   	-53.41   	 -0.10   	  10.17		 53.83   	 -40.69		
-12.21   	-51.27   	 -0.06   	  10.17		 53.67   	 -35.61		
-11.90   	-47.91   	 -0.02   	   0.00		 53.53   	 -35.61		
-13.12   	-43.95   	 -0.02   	   0.00		 53.39   	 -35.61		
-14.65   	-39.37   	 -0.02   	   0.00		 53.24   	 -40.69		
-15.56   	-35.40   	 -0.02(E)	   5.09		 53.08   	 -35.61		
-15.87   	-34.79   	  0.00   	   5.09		 52.94   	 -40.69		
-18.01   	-36.62   	  0.02   	  20.35		 52.78   	 -40.69		
-26.55   	-35.40   	  0.10   	  25.43		 52.61   	 -35.61		
-47.00   	-23.80   	  0.20   	  40.69		 52.47   	 -40.69		
-83.62   	  0.92   	  0.37   	  45.78		 52.31   	 -35.61		
-131.23   	 33.57   	  0.55   	  61.04		 52.17   	 -40.69		
-172.12   	 64.70   	  0.79   	  66.12		 52.00   	 -40.69		
-177.31   	 91.86   	  1.06   	  76.30		 51.84   	 -35.61		
-119.02   	126.34   	  1.36   	  81.38		 51.70   	 -40.69		
 18.92   	190.12   	  1.69   	  86.47		 51.54   	 -35.61		
234.38   	301.82   	  2.03   	  81.38		 51.39   	 -35.61		
505.68   	457.46   	  2.36   	  86.47		 51.25   	 -40.69		
793.76   	609.74   	  2.71   	  81.38		 51.09   	 -35.61		
1041.26   	672.91(R)	  3.03   	  81.38		 50.95   	 -40.69		
1182.56   	568.24   	  3.36   	  76.30		 50.78   	 -35.61		
1173.40   	287.48   	  3.66   	  71.21		 50.64   	 -35.61		
1021.73   	-80.87   	  3.95   	  66.12		 50.50   	 -40.69		
787.35   	-385.44   	  4.21   	  66.12		 50.34   	 -35.61		
554.50   	-505.37   	  4.48   	  61.04		 50.19   	 -40.69		
381.16   	-432.74   	  4.72   	  61.04		 50.03   	 -35.61		
270.08   	-264.89   	  4.96   	  66.12		 49.89   	 -40.69		
189.51   	-119.93   	  5.23   	  71.21		 49.73   	 -35.61		
112.61   	-56.76   	  5.51   	  96.64		 49.58   	 -40.69		
 39.98   	-56.15   	  5.90   	 116.99		 49.42   	 -40.69		
-10.99   	-66.53   	  6.37   	 162.77		 49.26   	 -35.61		
-30.82   	-58.59   	  7.02   	 203.46		 49.11   	 -40.69		
-29.91   	-39.06   	  7.83   	 264.50		 48.95   	 -35.61		
-27.77   	-27.47   	  8.89   	 330.62		 48.81   	 -35.61		
-35.40   	-29.91   	 10.21   	 401.83		 48.67   	 -35.61		
-49.74   	-37.54   	 11.82   	 478.13		 48.52   	 -35.61		
-61.34   	-39.06   	 13.73   	 564.60		 48.38   	 -35.61		
-65.92   	-31.43   	 15.99   	 651.07		 48.24   	 -35.61		
-65.00   	-18.62   	 18.60   	 737.54		 48.10   	 -30.52		
-63.48   	 -8.24   	 21.55   	 829.09		 47.98   	 -35.61		
-64.39   	 -4.88   	 24.86   	 910.47		 47.83   	 -30.52		
-66.83   	 -9.77   	 28.50   	 981.68		 47.71   	 -30.52		
-69.89   	-18.31   	 32.43   	1037.64		 47.59   	 -30.52		
-71.41   	-23.80   	 36.58   	1078.33		 47.47   	 -35.61		
-71.11   	-21.36   	 40.90   	1108.85		 47.32   	 -30.52		
-69.89   	-11.90   	 45.33   	1119.02		 47.20   	 -30.52		
-68.66   	 -1.22   	 49.81   	1129.19		 47.08   	 -25.43		
-68.36   	  5.80   	 54.32   	1119.02		 46.98   	 -30.52		
-69.27   	  6.71   	 58.80   	1103.76		 46.86   	 -30.52		
-71.41   	  3.05   	 63.21   	1078.33		 46.73   	 -25.43		
-74.16   	 -2.14   	 67.53   	1047.81		 46.63   	 -25.43		
-76.90   	 -6.10   	 71.72   	1007.12		 46.53   	 -25.43		
-79.35   	 -7.02   	 75.75   	 956.25		 46.43   	 -15.26		
-80.26   	 -5.19   	 79.57   	 910.47		 46.37   	 -10.17		
-79.35   	 -2.14   	 83.21   	 854.52		 46.33   	   5.09		
-78.13   	  0.92   	 86.63   	 798.57		 46.35   	  15.26		
-77.51   	  2.14   	 89.83   	 742.62		 46.41   	  40.69		
-78.43   	  2.44   	 92.80   	 686.67		 46.57   	  61.04		
-79.96   	  2.44   	 95.54   	 630.72		 46.82   	  96.64		
-81.18   	  3.97   	 98.07   	 584.94		 47.20   	 122.07		
-80.57   	  7.63   	100.41   	 539.16		 47.69   	 162.77		
-78.74   	 12.82   	102.56   	 498.47		 48.34   	 193.29		
-77.51   	 17.40   	104.56   	 467.95		 49.11   	 228.89		
-78.13   	 18.92   	106.43   	 437.43		 50.03   	 259.41		
-80.87   	 17.40   	108.18   	 417.09		 51.07   	 284.84		
-83.92   	 14.04   	109.85   	 386.57		 52.21   	 310.27		
-86.36   	 11.90   	111.39   	 371.31		 53.45   	 335.71		
-86.98   	 12.51   	112.88   	 340.79		 54.79   	 350.97		
-86.98   	 15.56   	114.24   	 320.45		 56.20   	 371.31		
-86.98   	 18.62   	115.52   	 300.10		 57.68   	 391.66		
-87.59   	 19.84   	116.72   	 279.75		 59.25   	 401.83		
-89.11   	 19.53   	117.84   	 254.32		 60.85   	 417.09		
-91.55   	 19.84   	118.86   	 244.15		 62.52   	 427.26		
-93.38   	 22.58   	119.84   	 228.89		 64.23   	 437.43		
-94.91   	 27.77   	120.75   	 218.72		 65.98   	 452.69		
-95.83   	 33.26   	121.63   	 198.37		 67.79   	 457.78		
-96.74   	 37.23   	122.42   	 188.20		 69.62   	 467.95		
-97.66   	 38.76   	123.17   	 178.03		 71.50   	 473.04		
-99.49   	 39.06   	123.89   	 157.68		 73.39   	 478.13		
-102.23   	 39.98   	124.52   	 137.33		 75.30   	 478.13		
-105.59   	 42.72   	125.07   	 122.07		 77.21   	 483.21		
-109.56   	 45.78   	125.55   	 106.82		 79.15   	 478.13		
-113.83   	 48.22   	125.98   	  91.56		 81.06   	 478.13		
-117.49   	 47.91   	126.35   	  81.38		 82.97   	 473.04		
-120.85   	 45.47   	126.67   	  66.12		 84.86   	 467.95		
-122.99   	 42.42   	126.94   	  66.12		 86.73   	 462.87		
-124.51   	 40.89   	127.20   	  55.95		 88.59   	 457.78		
-126.04   	 41.50   	127.43   	  50.86		 90.42   	 447.61		
-128.17   	 44.56   	127.63   	  50.86		 92.21   	 437.43		
-130.31   	 47.91   	127.83   	  45.78		 93.96   	 432.35		
-131.84   	 50.35   	128.02   	  45.78		 95.69   	 422.18		
-131.84   	 50.96   	128.20   	  30.52		 97.37   	 412.00		
-130.92   	 49.13   	128.32   	  25.43		 99.02   	 401.83		
-128.78   	 46.39   	128.42   	  10.17		100.63   	 391.66		
-124.82   	 43.64   	128.46(S)	 -10.17		102.20   	 381.48		
-117.80   	 42.72   	128.42   	 -25.43		103.72   	 371.31		
-106.51   	 43.64   	128.32   	 -50.86		105.21   	 350.97		
-92.16   	 45.17   	128.12   	 -66.12		106.61   	 340.79		
-76.60   	 44.86   	127.85   	 -81.38		107.98   	 320.45		
-62.56   	 41.50   	127.53   	 -96.64		109.26   	 300.10		
-51.27   	 34.79   	127.14   	-111.90		110.46   	 289.93		
-42.42   	 26.86   	126.69   	-111.90		111.62   	 269.58		
-35.10   	 20.14   	126.25   	-127.16		112.70   	 254.32		
-28.38   	 15.87   	125.74   	-142.42		113.71   	 244.15		
-21.67   	 14.04   	125.17   	-147.51		114.69   	 223.80		
-14.95   	 13.12   	124.58   	-167.85		115.58   	 208.54		
 -9.16   	 11.90   	123.91   	-188.20		116.42   	 198.37		
 -5.19   	  8.54   	123.15   	-203.46		117.21   	 178.03		
 -3.05   	  2.75   	122.34   	-228.89		117.92   	 162.77		
 -3.05   	 -4.27   	121.42   	-254.32		118.58   	 152.59		
 -3.36   	-10.99   	120.41   	-279.75		119.19   	 132.25		
 -3.66   	-15.26   	119.29   	-310.27		119.71   	 122.07		
 -3.36   	-16.78   	118.05   	-350.97		120.20   	 106.82		
 -2.44   	-15.87   	116.64   	-386.57		120.63   	  86.47		
 -1.53   	-15.56   	115.10   	-422.18		120.98   	  81.38		
 -1.22   	-17.40   	113.41   	-467.95		121.30   	  61.04		
 -1.22   	-21.36   	111.54   	-508.65		121.55   	  45.78		
 -1.83   	-26.86   	109.50   	-549.34		121.73   	  25.43		
 -2.75   	-31.13   	107.30   	-590.03		121.83   	  15.26		
 -3.66   	-33.57   	104.94   	-625.63		121.89   	 -10.17		
 -3.97   	-33.87   	102.44   	-666.32		121.85   	 -25.43		
 -3.97   	-33.26   	 99.78   	-701.93		121.75   	 -45.78		
 -3.05   	-32.35   	 96.97   	-732.45		121.57   	 -66.12		
 -2.14   	-31.74   	 94.04   	-762.97		121.30   	 -86.47		
 -1.83   	-31.74   	 90.99   	-798.57		120.96   	-111.90		
 -1.83   	-31.43   	 87.79   	-829.09		120.51   	-132.25		
 -2.75   	-30.52   	 84.48   	-859.61		119.98   	-152.59		
 -3.66   	-28.99   	 81.04   	-885.04		119.37   	-183.11		
 -4.58   	-26.86   	 77.50   	-910.47		118.64   	-198.37		
 -4.88   	-24.72   	 73.86   	-920.65		117.84   	-223.80		
 -5.80   	-23.19   	 70.17   	-940.99		116.95   	-239.06		
 -7.32   	-22.58   	 66.41   	-940.99		115.99   	-264.50		
 -9.46   	-22.58   	 62.64   	-946.08		114.93   	-274.67		
-11.90   	-22.89   	 58.86   	-935.91		113.83   	-289.93		
-14.04   	-22.28   	 55.12   	-920.65		112.68   	-305.19		
-15.56   	-21.06   	 51.43   	-905.39		111.45   	-305.19		
-16.17   	-18.62   	 47.81   	-885.04		110.23   	-320.45		
-16.78   	-16.17   	 44.27   	-854.52		108.95   	-315.36		
-17.40   	-14.34   	 40.85   	-818.92		107.69   	-325.53		
-18.62   	-13.43   	 37.58   	-783.31		106.39   	-320.45		
-19.84   	-13.12   	 34.45   	-747.71		105.11   	-320.45		
-20.45   	-12.51   	 31.45   	-701.93		103.82   	-315.36		
-20.14   	-11.90   	 28.65   	-661.24		102.56   	-315.36		
-19.23   	-10.99   	 26.00   	-610.37		101.30   	-310.27		
-18.62   	-10.38   	 23.56   	-569.68		100.06   	-305.19		
-18.62   	-10.38   	 21.28   	-523.90		 98.84   	-300.10		
-19.23   	-10.68   	 19.19   	-483.21		 97.64   	-295.01		
-20.14   	-11.29   	 17.25   	-442.52		 96.46   	-284.84		
-20.14   	-11.60   	 15.48   	-396.74		 95.32   	-284.84		
-20.14   	-12.21   	 13.90   	-366.22		 94.18   	-274.67		
-20.14   	-13.43   	 12.43   	-325.53		 93.08   	-269.58		
-20.14   	-15.26   	 11.13   	-300.10		 92.00   	-264.50		
-20.45   	-17.09   	  9.93   	-264.50		 90.95   	-259.41		
-20.45   	-18.62   	  8.87   	-233.98		 89.91   	-249.24		
-20.45   	-19.53   	  7.93   	-213.63		 88.91   	-244.15		
-20.75   	-20.45   	  7.08   	-188.20		 87.93   	-239.06		
-21.06   	-21.36   	  6.33   	-172.94		 86.98   	-233.98		
-21.36   	-22.89   	  5.64   	-152.59		 86.04   	-223.80		
-21.06   	-24.41   	  5.03   	-142.42		 85.15   	-218.72		
-19.84   	-25.94   	  4.46   	-132.25		 84.27   	-213.63		
-18.01   	-27.16   	  3.93   	-122.07		 83.42   	-203.46		
-17.09   	-28.08   	  3.44   	-116.99		 82.60   	-198.37		
-17.40   	-28.99   	  2.97   	-111.90		 81.81   	-193.29		
-18.62   	-30.21   	  2.52   	-106.82		 81.04   	-188.20		
-19.84   	-31.13   	  2.10   	-101.73		 80.28   	-178.03		
-20.45   	-32.35   	  1.69   	 -91.56		 79.57   	-167.85		
-19.53   	-33.26   	  1.32   	 -86.47		 78.90   	-167.85		
-18.31   	-34.18   	  0.98   	 -71.21		 78.23   	-157.68		
-17.40   	-35.40   	  0.69   	 -55.95		 77.60   	-152.59		
-17.40   	-36.62   	  0.47   	 -45.78		 76.99   	-147.51		
-18.01   	-37.54   	  0.28   	 -25.43		 76.40   	-142.42		
-19.23   	-38.15   	  0.18   	  -5.09		 75.83   	-132.25		
-19.53   	-38.76   	  0.16(D)	   5.09		 75.30   	-127.16		
-19.53   	-39.67   	  0.18   	  25.43		 74.79   	-127.16		
-19.23   	-40.89   	  0.28   	  35.61		 74.28   	-116.99		
-18.92   	-42.42   	  0.43   	  45.78		 73.81   	-111.90		
-19.23   	-43.64   	  0.61   	  55.95		 73.37   	-106.82		
-19.53   	-44.25   	  0.83   	  55.95		 72.94   	-101.73		
-19.23   	-44.25   	  1.06   	  55.95		 72.53   	-101.73		
-18.31   	-43.64   	  1.28   	  55.95		 72.13   	 -91.56		
-17.09   	-43.33   	  1.51   	  50.86		 71.76   	 -91.56		
-16.78   	-43.95   	  1.71   	  55.95		 71.39   	 -86.47		
-18.01   	-45.17   	  1.93   	  50.86		 71.05   	 -81.38		
-19.53   	-46.08   	  2.14   	  50.86		 70.72   	 -81.38		
-20.45   	-46.08   	  2.34   	  45.78		 70.40   	 -71.21		
-19.84   	-44.56   	  2.52   	  50.86		 70.11   	 -76.30		
-18.62   	-42.72   	  2.73   	  45.78		 69.81   	 -66.12		
-18.01   	-42.11   	  2.91   	  40.69		 69.54   	 -66.12		
-18.62   	-42.72   	  3.07   	  45.78		 69.28   	 -61.04		
-20.45   	-44.86   	  3.26   	  40.69		 69.03   	 -61.04		
-21.97   	-46.39   	  3.42   	  40.69		 68.79   	 -61.04		
-21.97   	-46.69   	  3.58   	  35.61		 68.55   	 -50.86		
-20.75   	-46.39   	  3.72   	  35.61		 68.34   	 -55.95		
-19.23   	-45.78   	  3.87   	  30.52		 68.12   	 -50.86		
-18.01   	-46.08   	  3.99   	  30.52		 67.91   	 -50.86		
-18.01   	-47.00   	  4.11   	  30.52		 67.71   	 -50.86		
-18.31   	-48.83   	  4.23   	  25.43		 67.51   	 -45.78		
-18.92   	-50.35   	  4.33   	  25.43		 67.32   	 -50.86		
-19.23   	-51.27   	  4.44   	  20.35		 67.12   	 -45.78		
-18.62   	-51.27   	  4.52   	  25.43		 66.94   	 -45.78		
-17.70   	-50.66   	  4.62   	  25.43		 66.75   	 -40.69		
-16.48   	-49.74   	  4.72   	  20.35		 66.59   	 -45.78		
-15.87   	-48.52   	  4.80   	  25.43		 66.41   	 -40.69		
-15.26   	-47.30   	  4.90   	  30.52		 66.25   	 -45.78		
-15.26   	-46.69   	  5.03   	  25.43		 66.06   	 -40.69		
-14.65   	-46.08   	  5.13   	  25.43		 65.90   	 -40.69		
-14.04   	-46.39   	  5.23   	  25.43		 65.74   	 -45.78		
-13.73   	-46.69   	  5.33   	  25.43		 65.55   	 -40.69		
-13.73   	-46.69   	  5.43   	  25.43		 65.39   	 -35.61		
-14.04   	-46.08   	  5.53   	  25.43		 65.25   	 -40.69		
-14.04   	-45.17   	  5.64   	  25.43		 65.09   	 -40.69		
-13.73   	-43.95   	  5.74   	  15.26		 64.92   	 -40.69		
-13.12   	-43.33   	  5.80   	  20.35		 64.76   	 -40.69		
-12.21   	-43.03   	  5.88   	  15.26		 64.60   	 -40.69		
-11.60   	-43.03   	  5.94   	  10.17		 64.44   	 -35.61		
-11.60   	-43.33   	  5.98   	  10.17		 64.29   	 -40.69		
-11.29   	-43.33   	  6.02   	  10.17		 64.13   	 -35.61		
-10.68   	-41.20   	  6.06   	   5.09		 63.99   	 -35.61		
 -9.16   	-35.71   	  6.08   	   0.00		 63.85   	 -40.69		
 -6.71   	-26.25   	  6.08   	   5.09		 63.68   	 -35.61		
 -4.58   	-13.12   	  6.10   	   5.09		 63.54   	 -35.61		
 -3.05   	  1.53   	  6.12   	   5.09		 63.40   	 -35.61		
 -2.14   	 14.65   	  6.14   	  10.17		 63.26   	 -35.61		
 -1.53   	 24.72   	  6.19   	  10.17		 63.11   	 -30.52		
 -0.92   	 31.43   	  6.23   	  15.26		 62.99   	 -35.61		
  0.31   	 35.10   	  6.29   	  20.35		 62.85   	 -35.61		
  2.44   	 38.45   	  6.37   	  20.35		 62.71   	 -30.52		
  6.10   	 43.03   	  6.45   	  25.43		 62.58   	 -35.61		
 11.29   	 48.83   	  6.55   	  25.43		 62.44   	 -35.61		
 17.40   	 53.41   	  6.65   	  30.52		 62.30   	 -30.52		
 23.19   	 53.41   	  6.78   	  30.52		 62.18   	 -35.61		
 28.38   	 47.91   	  6.90   	  30.52		 62.03   	 -30.52		
 33.57   	 38.15   	  7.02   	  30.52		 61.91   	 -35.61		
 38.76   	 28.08   	  7.14   	  30.52		 61.77   	 -30.52		
 43.95   	 20.45   	  7.26   	  25.43		 61.65   	 -35.61		
 48.22   	 17.40   	  7.37   	  25.43		 61.51   	 -30.52		
 50.66   	 18.31   	  7.47   	  25.43		 61.38   	 -35.61		
 52.49   	 21.06   	  7.57   	  25.43		 61.24   	 -30.52		
 55.24   	 21.67   	  7.67   	  20.35		 61.12   	 -35.61		
 61.34   	 15.87   	  7.75   	  20.35		 60.98   	 -30.52		
 70.19   	  4.88   	  7.83   	  20.35		 60.85   	 -35.61		
 79.35   	 -5.80   	  7.91   	  20.35		 60.71   	 -30.52		
 84.53   	 -9.46   	  8.00   	  20.35		 60.59   	 -30.52		
 82.70   	 -3.97   	  8.08   	  25.43		 60.47   	 -35.61		
 72.63   	  3.05   	  8.18   	  25.43		 60.33   	 -30.52		
 56.46   	  1.83   	  8.28   	  25.43		 60.20   	 -35.61		
 38.15   	-14.04   	  8.38   	  25.43		 60.06   	 -30.52		
 21.06   	-39.98   	  8.48   	  35.61		 59.94   	 -35.61		
  7.93   	-64.70   	  8.63   	  30.52		 59.80   	 -30.52		
  0.00   	-77.82   	  8.75   	  40.69		 59.67   	 -35.61		
 -3.05   	-76.29   	  8.91   	  35.61		 59.53   	 -35.61		
 -3.36   	-65.92   	  9.05   	  40.69		 59.39   	 -35.61		
 -2.75   	-55.54   	  9.22   	  40.69		 59.25   	 -35.61		
 -3.36   	-51.57   	  9.38   	  35.61		 59.10   	 -35.61		
 -5.49   	-54.02   	  9.52   	  35.61		 58.96   	 -35.61		
 -7.32   	-58.90   	  9.66   	  30.52		 58.82   	 -30.52		
 -7.93   	-60.73   	  9.79   	  30.52		 58.70   	 -35.61		
 -6.71   	-58.59   	  9.91   	  30.52		 58.56   	 -35.61		
 -5.49   	-54.32   	 10.03   	  25.43		 58.41   	 -35.61		
 -5.19   	-50.66   	 10.13   	  30.52		 58.27   	 -35.61		
 -6.10   	-48.83   	 10.25   	  35.61		 58.13   	 -30.52		
 -7.32   	-48.22   	 10.40   	  40.69		 58.01   	 -35.61		
 -7.32   	-47.30   	 10.56   	  45.78		 57.86   	 -35.61		
 -7.02   	-45.47   	 10.74   	  55.95		 57.72   	 -30.52		
 -7.93   	-41.81   	 10.97   	  71.21		 57.60   	 -35.61		
-15.26   	-32.65   	 11.25   	  76.30		 57.46   	 -35.61		
-34.48   	-14.04   	 11.56   	  86.47		 57.31   	 -35.61		
-70.19   	 14.34   	 11.90   	 101.73		 57.17   	 -35.61		
-118.71   	 47.61   	 12.31   	 106.82		 57.03   	 -40.69		
-162.05   	 79.04   	 12.74   	 111.90		 56.87   	 -35.61		
-171.81   	106.81   	 13.18   	 122.07		 56.72   	 -35.61		
-118.10   	140.99   	 13.67   	 122.07		 56.58   	 -40.69		
 16.78   	200.20   	 14.16   	 127.16		 56.42   	 -35.61		
232.54   	300.29   	 14.67   	 122.07		 56.28   	 -35.61		
509.34   	437.93   	 15.16   	 116.99		 56.13   	 -35.61		
809.02   	572.81   	 15.63   	 111.90		 55.99   	 -40.69		
1073.00   	629.27(R)	 16.07(E)	 106.82		 55.83   	 -35.61		
1232.61   	536.19   	 16.50   	 101.73		 55.69   	 -35.61		
1239.93   	281.98   	 16.91   	  91.56		 55.54   	 -35.61		
1098.63   	-58.90   	 17.27   	  86.47		 55.40   	 -35.61		
867.92   	-350.34   	 17.62   	  76.30		 55.26   	 -40.69		
632.93   	-476.68   	 17.92   	  71.21		 55.10   	 -35.61		
451.97   	-422.36   	 18.21   	  71.21		 54.95   	 -35.61		
329.28   	-269.78   	 18.49   	  71.21		 54.81   	 -40.69		
233.76   	-129.39   	 18.78   	  76.30		 54.65   	 -35.61		
140.38   	-61.34   	 19.08   	  96.64		 54.51   	 -35.61		
 52.49   	-55.24   	 19.47   	 122.07		 54.36   	 -35.61		
 -9.16   	-64.70   	 19.96   	 162.77		 54.22   	 -40.69		
-33.57   	-59.81   	 20.61   	 208.54		 54.06   	 -35.61		
-31.43   	-43.03   	 21.44   	 269.58		 53.92   	 -35.61		
-25.94   	-30.82   	 22.52   	 340.79		 53.77   	 -30.52		
-31.74   	-30.52   	 23.89   	 427.26		 53.65   	 -35.61		
-46.69   	-34.79   	 25.60   	 513.73		 53.51   	 -35.61		
-61.04   	-35.40   	 27.65   	 605.29		 53.37   	 -30.52		
-68.36   	-30.82   	 30.07   	 696.84		 53.24   	 -30.52		
-68.97   	-24.41   	 32.86   	 783.31		 53.12   	 -30.52		
-67.75   	-19.84   	 35.99   	 859.61		 53.00   	 -30.52		
-68.05   	-17.70   	 39.43   	 910.47		 52.88   	 -30.52		
-70.19   	-17.40   	 43.07   	 946.08		 52.76   	 -30.52		
-73.24   	-17.40   	 46.86   	 966.43		 52.63   	 -30.52		
-75.99   	-17.09   	 50.72   	 971.51		 52.51   	 -30.52		
-77.82   	-16.17   	 54.61   	 956.25		 52.39   	 -25.43		
-78.74   	-14.04   	 58.43   	 940.99		 52.29   	 -30.52		
-79.04   	-11.60   	 62.20   	 920.65		 52.17   	 -30.52		
-79.04   	 -9.46   	 65.88   	 900.30		 52.04   	 -30.52		
-79.35   	 -7.32   	 69.48   	 895.22		 51.92   	 -25.43		
-79.96   	 -5.19   	 73.06   	 885.04		 51.82   	 -25.43		
-80.87   	 -3.66   	 76.60   	 879.96		 51.72   	 -25.43		
-82.09   	 -2.44   	 80.12   	 879.96		 51.62   	 -15.26		
-83.01   	 -1.53   	 83.64   	 874.87		 51.56   	 -15.26		
-83.92   	 -0.92   	 87.14   	 859.61		 51.50   	   0.00		
-84.23   	 -0.92   	 90.58   	 834.18		 51.50   	  10.17		
-84.23   	 -0.61   	 93.92   	 808.75		 51.54   	  30.52		
-83.92   	  0.00   	 97.15   	 757.88		 51.66   	  45.78		
-82.70   	  1.53   	100.18   	 712.10		 51.84   	  76.30		
-82.09   	  3.66   	103.03   	 656.15		 52.15   	 106.82		
-81.79   	  5.80   	105.66   	 595.11		 52.57   	 137.33		
-82.40   	  7.93   	108.04   	 539.16		 53.12   	 172.94		
-83.31   	 10.07   	110.19   	 488.30		 53.81   	 203.46		
-83.62   	 12.51   	112.15   	 447.61		 54.63   	 233.98		
-83.31   	 14.95   	113.94   	 401.83		 55.56   	 264.50		
-82.70   	 18.01   	115.54   	 371.31		 56.62   	 295.01		
-82.40   	 20.75   	117.03   	 340.79		 57.80   	 315.36		
-83.31   	 23.19   	118.39   	 320.45		 59.06   	 345.88		
-84.84   	 25.33   	119.67   	 300.10		 60.45   	 366.22		
-86.36   	 27.47   	120.87   	 289.93		 61.91   	 386.57		
-87.59   	 30.21   	122.03   	 279.75		 63.46   	 406.92		
-88.50   	 32.96   	123.15   	 269.58		 65.09   	 422.18		
-89.42   	 35.40   	124.23   	 264.50		 66.77   	 437.43		
-90.64   	 37.84   	125.29   	 259.41		 68.52   	 452.69		
-92.16   	 39.98   	126.33   	 254.32		 70.34   	 462.87		
-94.30   	 42.11   	127.34   	 249.24		 72.19   	 478.13		
-96.13   	 44.86   	128.34   	 239.06		 74.10   	 483.21		
-97.96   	 47.91   	129.30   	 228.89		 76.03   	 498.47		
-99.49   	 51.27   	130.21   	 208.54		 78.03   	 503.56		
-101.93   	 54.63   	131.05   	 198.37		 80.04   	 508.65		
-105.29   	 57.37   	131.84   	 178.03		 82.07   	 508.65		
-109.56   	 59.81   	132.55   	 167.85		 84.11   	 508.65		
-114.14   	 61.65   	133.22   	 152.59		 86.14   	 508.65		
-118.10   	 62.87   	133.83   	 137.33		 88.18   	 508.65		
