  I     	  II     	  LV     	  LV'		  PW     	  PW'		
 22.28   	 72.94   	 26.21   	   0.00		 25.74   	   0.00		
 18.01   	 68.05   	 26.21   	  -5.09		 25.74   	   0.00		
 13.73   	 58.59   	 26.19   	   0.00		 25.74   	   5.09		
 10.07   	 47.30   	 26.19   	   0.00		 25.76   	   5.09		
  8.54   	 39.06   	 26.19   	   0.00		 25.78   	   5.09		
  8.54   	 36.93   	 26.19   	   0.00		 25.80   	  10.17		
  8.54   	 41.20   	 26.19   	   5.09		 25.84   	   5.09		
  7.63   	 47.91   	 26.21   	   5.09		 25.86   	  10.17		
  4.88   	 53.10   	 26.23   	   5.09		 25.90   	  10.17		
  1.53   	 54.93   	 26.25   	   5.09		 25.94   	   5.09		
 -1.22   	 54.93   	 26.27   	  10.17		 25.96   	   5.09		
 -2.14   	 55.85   	 26.31   	  10.17		 25.98   	   5.09		
 -0.92   	 59.20   	 26.35   	   5.09		 26.00   	   5.09		
  2.14   	 64.70   	 26.37   	  10.17		 26.02   	   0.00		
  5.49   	 69.58   	 26.41   	   5.09		 26.02   	   5.09		
  8.24   	 72.33   	 26.43   	   5.09		 26.04   	   0.00		
 10.68   	 72.94   	 26.45   	  10.17		 26.04   	   5.09		
 12.21   	 71.72   	 26.49   	   5.09		 26.06   	   5.09		
 12.82   	 69.89   	 26.51   	   5.09		 26.08   	  10.17		
 12.51   	 68.36   	 26.53   	  10.17		 26.12   	  10.17		
 10.68   	 67.44   	 26.57   	   5.09		 26.16   	  10.17		
  8.24   	 67.14   	 26.59   	  10.17		 26.21   	  15.26		
  6.10   	 68.97   	 26.63   	  10.17		 26.27   	  10.17		
  5.80   	 73.24   	 26.67   	  15.26		 26.31   	  15.26		
  7.32   	 79.65   	 26.73   	  10.17		 26.37   	  15.26		
  9.77   	 86.98   	 26.78   	  10.17		 26.43   	  15.26		
 12.21   	 93.99   	 26.82   	  10.17		 26.49   	  10.17		
 14.34   	 99.18   	 26.86   	  10.17		 26.53   	  10.17		
 15.87   	102.84   	 26.90   	   5.09		 26.57   	  10.17		
 17.09   	105.90   	 26.92   	  10.17		 26.61   	  10.17		
 18.01   	108.03   	 26.96   	   5.09		 26.65   	   5.09		
 18.01   	108.64   	 26.98   	   0.00		 26.67   	   5.09		
 16.48   	106.51   	 26.98   	   5.09		 26.69   	   5.09		
 13.12   	102.23   	 27.00   	   5.09		 26.71   	   0.00		
  9.77   	 98.88   	 27.02   	   0.00		 26.71   	   0.00		
  7.02   	 95.52   	 27.02   	   0.00		 26.71   	   5.09		
  7.32   	 88.50   	 27.02   	   5.09		 26.73   	   0.00		
 13.12   	 73.55   	 27.04   	   0.00		 26.73   	   0.00		
 23.80   	 55.24   	 27.04   	   0.00		 26.73   	   0.00		
 36.01   	 54.02   	 27.04   	   0.00		 26.73   	   0.00		
 46.08   	107.42   	 27.04   	   0.00		 26.73   	   0.00		
 52.80   	248.72   	 27.04   	   0.00		 26.73   	   0.00		
 57.98   	487.67   	 27.04   	   0.00		 26.73   	   0.00		
 63.78   	791.32   	 27.04(E)	  10.17		 26.73   	   5.09		
 69.58   	1081.85   	 27.08   	  25.43		 26.75   	   0.00		
 56.46   	1283.26(R)	 27.18   	  20.35		 26.75   	   5.09		
 29.30   	1125.18   	 27.26   	  35.61		 26.78   	   5.09		
 -3.66   	855.41   	 27.41   	  45.78		 26.80   	   5.09		
-28.69   	570.37   	 27.59   	  61.04		 26.82   	   5.09		
-36.01   	347.29   	 27.83   	  81.38		 26.84   	   0.00		
-25.33   	212.71   	 28.16   	 101.73		 26.84   	   0.00		
 -6.71   	144.65   	 28.57   	 132.25		 26.84   	  -5.09		
  8.24   	106.51   	 29.09   	 162.77		 26.82   	 -10.17		
 13.73   	 73.55   	 29.75   	 198.37		 26.78   	 -15.26		
 12.21   	 43.95   	 30.54   	 239.06		 26.71   	 -20.35		
  9.16   	 25.94   	 31.50   	 284.84		 26.63   	 -15.26		
  8.54   	 22.28   	 32.63   	 330.62		 26.57   	 -20.35		
 11.60   	 27.77   	 33.96   	 381.48		 26.49   	 -10.17		
 15.56   	 34.18   	 35.48   	 427.26		 26.45   	  -5.09		
 17.40   	 35.71   	 37.19   	 473.04		 26.43   	  -5.09		
 15.26   	 32.65   	 39.08   	 508.65		 26.41   	  10.17		
 10.68   	 28.38   	 41.12   	 539.16		 26.45   	  10.17		
  7.02   	 25.63   	 43.28   	 554.42		 26.49   	  15.26		
  7.63   	 26.25   	 45.49   	 559.51		 26.55   	  25.43		
 11.90   	 28.08   	 47.73   	 549.34		 26.65   	  30.52		
 15.87   	 26.86   	 49.93   	 539.16		 26.78   	  40.69		
 15.87   	 21.06   	 52.09   	 518.82		 26.94   	  55.95		
 10.68   	 11.90   	 54.16   	 498.47		 27.16   	  61.04		
  4.27   	  3.36   	 56.15   	 462.87		 27.41   	  61.04		
  0.92   	  0.31   	 58.01   	 442.52		 27.65   	  66.12		
  4.27   	  3.36   	 59.78   	 412.00		 27.91   	  61.04		
 11.90   	  9.77   	 61.42   	 396.74		 28.16   	  50.86		
 19.23   	 14.65   	 63.01   	 371.31		 28.36   	  35.61		
 21.97   	 14.04   	 64.50   	 361.14		 28.50   	  25.43		
 18.62   	  7.32   	 65.94   	 345.88		 28.61   	  15.26		
 10.99   	 -3.66   	 67.32   	 330.62		 28.67   	  15.26		
  4.58   	-14.65   	 68.65   	 320.45		 28.73   	  20.35		
  2.75   	-22.28   	 69.93   	 300.10		 28.81   	  25.43		
  5.19   	-26.25   	 71.13   	 274.67		 28.91   	  45.78		
  9.46   	-26.86   	 72.23   	 249.24		 29.09   	  55.95		
 11.90   	-26.25   	 73.22   	 218.72		 29.32   	  66.12		
 10.07   	-26.55   	 74.10   	 183.11		 29.58   	  71.21		
  4.27   	-29.30   	 74.83   	 152.59		 29.87   	  61.04		
 -2.14   	-34.79   	 75.44   	 132.25		 30.11   	  50.86		
 -6.41   	-41.50   	 75.97   	 106.82		 30.32   	  30.52		
 -6.41   	-46.39   	 76.40   	  91.56		 30.44   	   5.09		
 -2.44   	-47.00   	 76.76   	  91.56		 30.46   	 -25.43		
  2.44   	-43.64   	 77.13   	  81.38		 30.36   	 -45.78		
  4.88   	-40.28   	 77.46   	  86.47		 30.17   	 -66.12		
  2.75   	-40.59   	 77.80   	  81.38		 29.91   	 -71.21		
 -2.75   	-44.56   	 78.13   	  81.38		 29.62   	 -66.12		
 -7.93   	-48.22   	 78.45   	  71.21		 29.36   	 -61.04		
 -8.85   	-46.39   	 78.74   	  71.21		 29.11   	 -45.78		
 -3.97   	-37.23   	 79.02   	  61.04		 28.93   	 -20.35		
  3.97   	-24.11   	 79.27   	  50.86		 28.85   	  -5.09		
 11.60   	-13.43   	 79.47   	  50.86		 28.83   	  10.17		
 15.26   	 -7.93   	 79.67   	  50.86		 28.87   	  20.35		
 15.56   	 -6.41   	 79.88   	  55.95		 28.95   	  25.43		
 13.73   	 -6.71   	 80.10   	  55.95		 29.05   	  20.35		
 12.51   	 -6.71   	 80.33   	  66.12		 29.14   	  20.35		
 12.82   	 -7.32   	 80.59   	  66.12		 29.22   	   5.09		
 14.04   	 -9.16   	 80.85   	  76.30		 29.24   	  -5.09		
 14.95   	-12.51   	 81.16   	  71.21		 29.22   	 -10.17		
 14.95   	-15.26   	 81.44   	  76.30		 29.18   	 -20.35		
 13.73   	-14.65   	 81.75   	  76.30		 29.09   	 -20.35		
 12.82   	-10.38   	 82.05   	  71.21		 29.01   	 -15.26		
 13.12   	 -3.97   	 82.34   	  71.21		 28.95   	 -15.26		
 14.65   	  1.22   	 82.62   	  71.21		 28.89   	  -5.09		
 17.09   	  3.05   	 82.91   	  71.21		 28.87   	   5.09		
 18.92   	  0.92   	 83.19   	  71.21		 28.89   	   5.09		
 19.23   	 -3.66   	 83.48   	  76.30		 28.91   	  15.26		
 18.62   	 -8.85   	 83.78   	  81.38		 28.97   	  15.26		
 18.92   	-11.60   	 84.11   	  76.30		 29.03   	  20.35		
 21.36   	-11.60   	 84.41   	  76.30		 29.11   	  15.26		
 24.11   	 -9.46   	 84.72   	  71.21		 29.18   	  15.26		
 26.55   	 -6.41   	 85.00   	  61.04		 29.24   	  10.17		
 28.08   	 -3.05   	 85.25   	  55.95		 29.28   	  15.26		
 28.69   	  0.61   	 85.47   	  50.86		 29.34   	  10.17		
 29.30   	  5.80   	 85.68   	  40.69		 29.38   	  10.17		
 29.60   	 14.34   	 85.84   	  30.52		 29.42   	  15.26		
 29.30   	 24.72   	 85.96   	  30.52		 29.48   	  15.26		
 26.86   	 35.40   	 86.08   	  25.43		 29.54   	  15.26		
 23.50   	 45.47   	 86.18   	  20.35		 29.60   	  20.35		
 19.84   	 54.02   	 86.27   	  10.17		 29.68   	  20.35		
 16.48   	 61.95   	 86.31   	  10.17		 29.77   	  20.35		
 13.43   	 68.97   	 86.35   	   5.09		 29.85   	  20.35		
 10.68   	 75.07   	 86.37(S)	  -5.09		 29.93   	  15.26		
  9.77   	 79.65   	 86.35   	 -10.17		 29.99   	  15.26		
 10.99   	 83.31   	 86.31   	 -15.26		 30.05   	  15.26		
 12.82   	 87.28   	 86.25   	 -25.43		 30.11   	  15.26		
 12.21   	 91.55   	 86.14   	 -30.52		 30.17   	  10.17		
  9.16   	 96.44   	 86.02   	 -40.69		 30.21   	   5.09		
  4.27   	100.40   	 85.86   	 -50.86		 30.23   	  10.17		
  0.00   	102.84   	 85.66   	 -61.04		 30.27   	  10.17		
 -0.31   	104.37   	 85.41   	 -76.30		 30.32   	   5.09		
  3.05   	106.51   	 85.11   	 -91.56		 30.34   	   5.09		
  7.63   	109.86   	 84.74   	-106.82		 30.36   	  10.17		
 11.29   	114.14   	 84.31   	-127.16		 30.40   	   0.00		
 13.12   	117.49   	 83.80   	-147.51		 30.40   	   5.09		
 13.12   	119.02   	 83.21   	-162.77		 30.42   	  -5.09		
 12.21   	118.71   	 82.56   	-193.29		 30.40   	  -5.09		
 11.29   	116.58   	 81.79   	-223.80		 30.38   	 -10.17		
 10.07   	112.92   	 80.89   	-254.32		 30.34   	  -5.09		
  9.46   	108.34   	 79.88   	-300.10		 30.32   	   5.09		
  9.46   	102.84   	 78.68   	-340.79		 30.34   	  10.17		
 10.07   	 97.66   	 77.31   	-396.74		 30.38   	  25.43		
 10.38   	 93.08   	 75.73   	-447.61		 30.48   	  35.61		
 10.68   	 89.11   	 73.94   	-493.39		 30.62   	  45.78		
 10.38   	 84.84   	 71.96   	-539.16		 30.80   	  55.95		
  9.77   	 79.65   	 69.81   	-564.60		 31.03   	  66.12		
  8.54   	 73.85   	 67.55   	-595.11		 31.29   	  61.04		
  8.24   	 70.50   	 65.17   	-600.20		 31.54   	  61.04		
  8.85   	 71.41   	 62.77   	-600.20		 31.78   	  61.04		
 10.68   	 76.29   	 60.37   	-595.11		 32.02   	  55.95		
 13.73   	 82.70   	 57.99   	-584.94		 32.25   	  50.86		
 16.48   	 86.98   	 55.65   	-564.60		 32.45   	  45.78		
 16.78   	 86.36   	 53.39   	-549.34		 32.63   	  40.69		
 13.73   	 82.09   	 51.19   	-539.16		 32.80   	  20.35		
  7.63   	 75.68   	 49.03   	-518.82		 32.88   	  10.17		
  0.92   	 70.80   	 46.96   	-503.56		 32.92(V)	 -10.17		
 -3.36   	 69.27   	 44.94   	-488.30		 32.88   	 -30.52		
 -3.05   	 71.72   	 42.99   	-467.95		 32.76   	 -50.86		
 -0.31   	 75.68   	 41.12   	-442.52		 32.55   	 -61.04		
  2.14   	 78.43   	 39.35   	-427.26		 32.31   	 -66.12		
  1.83   	 79.04   	 37.64   	-401.83		 32.04   	 -61.04		
 -0.61   	 78.13   	 36.03   	-376.40		 31.80   	 -50.86		
 -1.22   	 79.04   	 34.53   	-356.05		 31.60   	 -30.52		
  2.14   	 82.70   	 33.10   	-335.71		 31.47   	 -15.26		
  7.32   	 87.28   	 31.76   	-320.45		 31.41   	   5.09		
  9.46   	 89.11   	 30.48   	-305.19		 31.43   	  15.26		
  5.49   	 86.36   	 29.26   	-289.93		 31.50   	  20.35		
 -2.75   	 82.40   	 28.10   	-274.67		 31.58   	  20.35		
 -9.16   	 81.79   	 27.00   	-264.50		 31.66   	  10.17		
 -9.16   	 88.20   	 25.94   	-249.24		 31.70   	   5.09		
 -3.05   	 98.57   	 24.94   	-239.06		 31.72   	 -15.26		
  3.97   	107.73   	 23.99   	-213.63		 31.66   	 -25.43		
  7.32   	111.08   	 23.13   	-203.46		 31.56   	 -35.61		
  5.49   	109.56   	 22.32   	-178.03		 31.41   	 -40.69		
  1.83   	106.81   	 21.61   	-157.68		 31.25   	 -45.78		
 -0.61   	105.59   	 20.98   	-142.42		 31.07   	 -40.69		
 -0.92   	105.29   	 20.41   	-127.16		 30.91   	 -45.78		
 -0.31   	104.68   	 19.90   	-111.90		 30.72   	 -40.69		
  0.92   	102.23   	 19.45   	-101.73		 30.56   	 -35.61		
  2.14   	 99.49   	 19.04   	 -91.56		 30.42   	 -35.61		
  5.19   	 97.96   	 18.68   	 -86.47		 30.27   	 -40.69		
  8.85   	 97.05   	 18.33   	 -71.21		 30.11   	 -40.69		
 10.38   	 93.38   	 18.05   	 -66.12		 29.95   	 -50.86		
  9.16   	 84.84   	 17.78   	 -50.86		 29.75   	 -55.95		
  4.58   	 71.72   	 17.58   	 -40.69		 29.52   	 -61.04		
 -0.31   	 57.68   	 17.42   	 -30.52		 29.28   	 -61.04		
 -2.75   	 47.61   	 17.29   	 -20.35		 29.03   	 -71.21		
 -1.22   	 43.64   	 17.21   	 -10.17		 28.75   	 -66.12		
  2.14   	 44.86   	 17.17   	  -5.09		 28.48   	 -61.04		
  5.19   	 47.61   	 17.15(D)	   5.09		 28.24   	 -61.04		
  5.80   	 49.74   	 17.17   	   5.09		 28.00   	 -50.86		
  3.66   	 49.74   	 17.19   	   5.09		 27.79   	 -45.78		
  0.31   	 49.44   	 17.21   	  10.17		 27.61   	 -30.52		
 -2.75   	 51.57   	 17.25   	  15.26		 27.49   	 -30.52		
 -5.19   	 54.93   	 17.31   	  15.26		 27.37   	 -20.35		
 -8.24   	 57.07   	 17.38   	  20.35		 27.28   	 -20.35		
-12.51   	 56.15   	 17.46   	  30.52		 27.20   	 -15.26		
-17.40   	 53.10   	 17.58   	  35.61		 27.14   	 -15.26		
-20.14   	 52.49   	 17.72   	  40.69		 27.08   	 -20.35		
-19.53   	 57.68   	 17.88   	  45.78		 27.00   	 -25.43		
-14.95   	 67.44   	 18.07   	  55.95		 26.90   	 -25.43		
-10.38   	 76.60   	 18.29   	  66.12		 26.80   	 -30.52		
 -7.93   	 79.65   	 18.56   	  66.12		 26.67   	 -40.69		
 -8.85   	 75.68   	 18.82   	  71.21		 26.51   	 -50.86		
-10.68   	 68.36   	 19.10   	  76.30		 26.31   	 -50.86		
-10.68   	 63.17   	 19.41   	  76.30		 26.10   	 -61.04		
 -8.54   	 63.48   	 19.72   	  76.30		 25.86   	 -61.04		
 -6.41   	 68.05   	 20.02   	  71.21		 25.62   	 -66.12		
 -5.80   	 75.07   	 20.31   	  66.12		 25.35   	 -71.21		
 -6.41   	 82.09   	 20.57   	  55.95		 25.07   	 -71.21		
 -7.02   	 87.89   	 20.79   	  45.78		 24.78   	 -71.21		
 -5.49   	 92.16   	 20.98   	  45.78		 24.50   	 -71.21		
 -3.05   	 94.91   	 21.16   	  30.52		 24.21   	 -66.12		
 -1.53   	 95.52   	 21.28   	  30.52		 23.95   	 -66.12		
 -2.14   	 93.69   	 21.40   	  20.35		 23.68   	 -61.04		
 -3.97   	 91.25   	 21.49   	  20.35		 23.44   	 -55.95		
 -5.80   	 88.81   	 21.57   	  15.26		 23.21   	 -55.95		
 -6.71   	 85.14   	 21.63   	  15.26		 22.99   	 -45.78		
 -6.71   	 79.96   	 21.69   	   5.09		 22.81   	 -40.69		
 -6.41   	 73.24   	 21.71   	  10.17		 22.64   	 -40.69		
 -6.41   	 67.14   	 21.75   	   0.00		 22.48   	 -30.52		
 -6.10   	 64.09   	 21.75   	   5.09		 22.36   	 -25.43		
 -5.80   	 63.17   	 21.77   	  -5.09		 22.26   	 -25.43		
 -5.19   	 62.26   	 21.75   	   0.00		 22.16   	 -25.43		
 -3.97   	 58.90   	 21.75   	  -5.09		 22.05   	 -20.35		
 -3.66   	 53.41   	 21.73   	  -5.09		 21.97   	 -15.26		
 -3.05   	 49.13   	 21.71   	   0.00		 21.91   	 -20.35		
 -2.44   	 48.22   	 21.71   	   0.00		 21.83   	 -15.26		
 -1.22   	 50.35   	 21.71   	   0.00		 21.77   	 -15.26		
  0.31   	 53.71   	 21.71   	   0.00		 21.71   	 -15.26		
  1.53   	 55.85   	 21.71   	   0.00		 21.65   	 -10.17		
  0.61   	 55.54   	 21.71   	   5.09		 21.61   	 -15.26		
 -2.44   	 55.24   	 21.73   	   0.00		 21.55   	  -5.09		
 -6.10   	 55.85   	 21.73   	  -5.09		 21.53   	 -10.17		
 -8.54   	 57.98   	 21.71   	   0.00		 21.49   	  -5.09		
 -7.93   	 59.81   	 21.71   	  -5.09		 21.46   	  -5.09		
 -5.80   	 59.81   	 21.69   	  -5.09		 21.44   	  -5.09		
 -3.66   	 57.98   	 21.67   	  -5.09		 21.42   	   0.00		
 -3.05   	 56.76   	 21.65   	  -5.09		 21.42   	  -5.09		
 -3.05   	 61.04   	 21.63   	  -5.09		 21.40   	  -5.09		
 -2.44   	 72.63   	 21.61   	  -5.09		 21.38   	  -5.09		
  0.00   	 88.50   	 21.59   	 -10.17		 21.36   	   0.00		
  2.75   	103.15   	 21.55   	  -5.09		 21.36   	  -5.09		
  2.44   	110.47   	 21.53   	  -5.09		 21.34   	   0.00		
 -1.83   	108.95   	 21.51   	  -5.09		 21.34   	  -5.09		
 -9.16   	102.23   	 21.49   	  -5.09		 21.32   	   0.00		
-15.56   	 96.44   	 21.46   	  -5.09		 21.32   	   0.00		
-16.48   	 95.21   	 21.44   	  -5.09		 21.32   	   0.00		
-11.60   	 98.88   	 21.42   	  -5.09		 21.32   	   5.09		
 -3.66   	103.15   	 21.40   	  -5.09		 21.34   	   0.00		
  2.75   	104.98   	 21.38   	  -5.09		 21.34   	   0.00		
  4.58   	103.76   	 21.36   	  -5.09		 21.34   	   5.09		
  2.44   	101.32   	 21.34   	  -5.09		 21.36   	  -5.09		
 -0.61   	101.32   	 21.32   	  -5.09		 21.34   	   0.00		
 -1.83   	104.06   	 21.30   	 -10.17		 21.34   	   0.00		
 -1.53   	106.81   	 21.26   	 -10.17		 21.34   	  -5.09		
 -0.61   	106.51   	 21.22   	 -10.17		 21.32   	  -5.09		
 -0.92   	101.62   	 21.18   	 -10.17		 21.30   	  -5.09		
 -2.44   	 93.08   	 21.14   	 -10.17		 21.28   	  -5.09		
 -4.58   	 83.01   	 21.10   	 -10.17		 21.26   	  -5.09		
 -5.19   	 74.16   	 21.06   	 -10.17		 21.24   	  -5.09		
 -3.97   	 67.44   	 21.02   	 -10.17		 21.22   	  -5.09		
 -1.83   	 63.17   	 20.98   	 -10.17		 21.20   	 -10.17		
  0.31   	 61.95   	 20.94   	 -10.17		 21.16   	  -5.09		
  0.92   	 62.56   	 20.90   	 -15.26		 21.14   	 -15.26		
 -0.31   	 64.39   	 20.83   	 -10.17		 21.08   	 -10.17		
 -2.14   	 65.31   	 20.79   	 -10.17		 21.04   	 -20.35		
 -3.05   	 65.00   	 20.75   	 -15.26		 20.96   	 -20.35		
 -2.75   	 63.48   	 20.69   	 -10.17		 20.87   	 -25.43		
 -1.83   	 61.34   	 20.65   	 -10.17		 20.77   	 -25.43		
 -1.53   	 60.73   	 20.61   	 -15.26		 20.67   	 -30.52		
 -4.58   	 60.73   	 20.55   	 -10.17		 20.55   	 -35.61		
 -9.46   	 55.85   	 20.51   	 -10.17		 20.41   	 -30.52		
-13.43   	 43.03   	 20.47   	 -15.26		 20.28   	 -40.69		
-12.21   	 28.38   	 20.41   	 -10.17		 20.12   	 -35.61		
 -2.75   	 36.93   	 20.37   	 -15.26		 19.98   	 -40.69		
 14.34   	106.51   	 20.31   	 -10.17		 19.82   	 -40.69		
 35.71   	269.17   	 20.26   	 -15.26		 19.65   	 -35.61		
 57.37   	529.17   	 20.20   	 -10.17		 19.51   	 -35.61		
 74.77   	845.95   	 20.16   	 -10.17		 19.37   	 -40.69		
 83.31   	1137.09   	 20.12   	   0.00		 19.21   	 -61.04		
 50.96   	1319.27(R)	 20.12(E)	   5.09		 18.96   	 -30.52		
 10.68   	1152.95   	 20.14   	  20.35		 18.84   	 -25.43		
-29.91   	877.38   	 20.22   	  25.43		 18.74   	 -20.35		
-52.80   	583.80   	 20.33   	  40.69		 18.66   	 -20.35		
-48.83   	347.29   	 20.49   	  61.04		 18.58   	 -20.35		
-24.41   	198.06   	 20.73   	  76.30		 18.49   	 -15.26		
  2.44   	122.38   	 21.04   	 106.82		 18.43   	 -20.35		
 15.87   	 86.06   	 21.46   	 132.25		 18.35   	 -20.35		
 11.60   	 61.34   	 21.99   	 162.77		 18.27   	 -20.35		
 -2.14   	 37.84   	 22.64   	 203.46		 18.19   	 -25.43		
-12.82   	 18.62   	 23.46   	 249.24		 18.09   	 -20.35		
-14.04   	  7.93   	 24.46   	 295.01		 18.01   	 -20.35		
 -7.63   	  5.19   	 25.64   	 340.79		 17.92   	 -20.35		
 -0.31   	  6.10   	 27.00   	 396.74		 17.84   	 -10.17		
  2.44   	  5.80   	 28.59   	 437.43		 17.80   	 -10.17		
  0.00   	  2.14   	 30.34   	 488.30		 17.76   	 -10.17		
 -3.66   	 -4.58   	 32.29   	 528.99		 17.72   	 -10.17		
 -5.19   	-13.12   	 34.40   	 564.60		 17.68   	 -10.17		
 -4.58   	-23.80   	 36.66   	 584.94		 17.64   	 -20.35		
 -4.27   	-35.10   	 39.00   	 600.20		 17.56   	 -25.43		
 -5.80   	-43.64   	 41.40   	 610.37		 17.46   	 -30.52		
 -8.54   	-45.78   	 43.85   	 610.37		 17.33   	 -35.61		
 -9.46   	-39.98   	 46.29   	 595.11		 17.19   	 -35.61		
 -7.02   	-31.43   	 48.67   	 579.86		 17.05   	 -20.35		
 -3.66   	-26.55   	 50.99   	 559.51		 16.97   	 -10.17		
 -1.83   	-29.30   	 53.22   	 534.08		 16.93   	  15.26		
 -2.75   	-37.84   	 55.36   	 503.56		 16.99   	  35.61		
 -4.27   	-45.47   	 57.38   	 478.13		 17.13   	  55.95		
 -4.88   	-47.61   	 59.29   	 447.61		 17.35   	  76.30		
 -4.58   	-44.56   	 61.08   	 417.09		 17.66   	  81.38		
 -6.10   	-40.89   	 62.75   	 391.66		 17.99   	  76.30		
 -9.77   	-39.98   	 64.31   	 366.22		 18.29   	  71.21		
-14.34   	-41.50   	 65.78   	 335.71		 18.58   	  61.04		
-16.78   	-43.33   	 67.12   	 315.36		 18.82   	  40.69		
-15.26   	-43.64   	 68.38   	 295.01		 18.98   	  20.35		
-11.29   	-43.03   	 69.56   	 274.67		 19.06   	  10.17		
 -8.54   	-43.95   	 70.66   	 249.24		 19.10   	   0.00		
 -9.16   	-47.61   	 71.66   	 223.80		 19.10   	 -10.17		
-11.60   	-51.88   	 72.55   	 203.46		 19.06   	  -5.09		
-13.73   	-53.71   	 73.37   	 178.03		 19.04   	 -10.17		
-14.65   	-51.57   	 74.08   	 152.59		 19.00   	  -5.09		
-16.17   	-46.69   	 74.69   	 137.33		 18.98   	  -5.09		
-18.01   	-40.89   	 75.24   	 122.07		 18.96   	 -10.17		
-18.31   	-34.48   	 75.73   	 111.90		 18.92   	 -20.35		
-15.56   	-28.38   	 76.17   	 101.73		 18.84   	 -35.61		
-10.38   	-23.19   	 76.58   	 101.73		 18.70   	 -40.69		
 -6.41   	-20.75   	 76.99   	  96.64		 18.54   	 -55.95		
 -5.80   	-21.67   	 77.38   	  96.64		 18.31   	 -66.12		
 -7.63   	-25.94   	 77.76   	  91.56		 18.05   	 -66.12		
 -9.16   	-31.74   	 78.13   	  91.56		 17.78   	 -66.12		
 -8.54   	-36.93   	 78.49   	  86.47		 17.52   	 -50.86		
 -6.71   	-41.20   	 78.84   	  81.38		 17.31   	 -40.69		
 -6.71   	-44.25   	 79.17   	  71.21		 17.15   	 -20.35		
 -9.16   	-46.08   	 79.45   	  61.04		 17.07   	 -10.17		
-11.60   	-47.00   	 79.69   	  55.95		 17.03   	   5.09		
-11.29   	-48.22   	 79.92   	  55.95		 17.05   	  10.17		
 -7.63   	-51.27   	 80.14   	  45.78		 17.09   	  20.35		
 -2.14   	-56.46   	 80.33   	  45.78		 17.17   	  15.26		
  1.83   	-64.39   	 80.51   	  40.69		 17.23   	   5.09		
  3.66   	-72.33   	 80.67   	  50.86		 17.25   	   5.09		
  5.49   	-75.38   	 80.87   	  45.78		 17.27   	   0.00		
  8.54   	-72.02   	 81.06   	  45.78		 17.27   	 -10.17		
 13.12   	-62.87   	 81.24   	  50.86		 17.23   	 -10.17		
 16.78   	-51.88   	 81.44   	  50.86		 17.19   	 -10.17		
 18.01   	-42.72   	 81.65   	  50.86		 17.15   	  -5.09		
 17.09   	-37.54   	 81.85   	  45.78		 17.13   	   0.00		
 16.78   	-33.57   	 82.03   	  45.78		 17.13   	   5.09		
 18.62   	-28.69   	 82.22   	  45.78		 17.15   	  15.26		
 22.28   	-21.97   	 82.40   	  40.69		 17.21   	  15.26		
 26.25   	-15.56   	 82.56   	  40.69		 17.27   	  20.35		
 29.60   	-11.29   	 82.73   	  40.69		 17.35   	  20.35		
 32.65   	 -8.54   	 82.89   	  35.61		 17.44   	  20.35		
 35.10   	 -5.80   	 83.03   	  35.61		 17.52   	  15.26		
 35.40   	 -0.31   	 83.17   	  30.52		 17.58   	  10.17		
 33.57   	 10.07   	 83.30   	  30.52		 17.62   	  10.17		
 27.77   	 23.50   	 83.42   	  25.43		 17.66   	  10.17		
 18.62   	 35.10   	 83.52   	  25.43		 17.70   	   5.09		
  8.24   	 43.03   	 83.62   	  15.26		 17.72   	   5.09		
  0.92   	 47.91   	 83.68   	  15.26		 17.74   	   5.09		
 -1.22   	 52.80   	 83.74   	   5.09		 17.76   	  10.17		
  1.83   	 61.04   	 83.76   	   5.09		 17.80   	  15.26		
  7.32   	 72.63   	 83.78(S)	  -5.09		 17.86   	  20.35		
  9.77   	 82.40   	 83.76   	 -15.26		 17.94   	  20.35		
  6.41   	 84.84   	 83.70   	 -20.35		 18.03   	  20.35		
 -0.92   	 79.35   	 83.62   	 -30.52		 18.11   	  25.43		
 -6.71   	 72.02   	 83.50   	 -40.69		 18.21   	  20.35		
 -7.32   	 68.66   	 83.34   	 -55.95		 18.29   	  25.43		
 -3.36   	 72.63   	 83.11   	 -71.21		 18.39   	  20.35		
  0.92   	 80.57   	 82.83   	 -86.47		 18.47   	  15.26		
  1.83   	 86.06   	 82.48   	-106.82		 18.54   	  20.35		
 -2.14   	 85.75   	 82.05   	-132.25		 18.62   	  15.26		
 -7.02   	 82.40   	 81.53   	-147.51		 18.68   	  15.26		
 -8.54   	 80.26   	 80.94   	-172.94		 18.74   	  10.17		
 -6.71   	 80.87   	 80.24   	-203.46		 18.78   	  15.26		
 -2.44   	 82.40   	 79.43   	-228.89		 18.84   	  10.17		
  1.83   	 81.79   	 78.51   	-269.58		 18.88   	   0.00		
  4.58   	 77.82   	 77.44   	-315.36		 18.88   	  -5.09		
  6.41   	 72.94   	 76.17   	-371.31		 18.86   	  -5.09		
  7.63   	 70.50   	 74.69   	-427.26		 18.84   	 -15.26		
  8.24   	 72.02   	 72.98   	-488.30		 18.78   	 -10.17		
  7.63   	 74.46   	 71.03   	-534.08		 18.74   	   0.00		
  5.80   	 75.07   	 68.89   	-584.94		 18.74   	   5.09		
  3.97   	 73.85   	 66.55   	-615.46		 18.76   	  15.26		
