  I     	  II     	  AOp     	  AOp'		  CH2     	  CH2'		
-13.43   	 10.99   	 85.47   	 -81.38		 94.89   	-162.77		
-14.04   	  4.88   	 85.15   	 -76.30		 94.24   	-167.85		
-14.34   	 -1.53   	 84.84   	 -71.21		 93.57   	-162.77		
-14.04   	 -6.10   	 84.56   	 -66.12		 92.92   	-162.77		
-12.82   	 -8.54   	 84.29   	 -71.21		 92.27   	-162.77		
-11.60   	 -9.16   	 84.01   	 -66.12		 91.62   	-157.68		
-10.68   	 -9.77   	 83.74   	 -71.21		 90.99   	-152.59		
 -9.46   	-10.99   	 83.46   	 -71.21		 90.38   	-142.42		
 -8.24   	-13.43   	 83.17   	 -76.30		 89.81   	-142.42		
 -6.71   	-15.87   	 82.87   	 -81.38		 89.24   	-137.33		
 -5.49   	-17.70   	 82.54   	 -76.30		 88.69   	-137.33		
 -4.88   	-18.62   	 82.24   	 -81.38		 88.14   	-127.16		
 -5.19   	-18.31   	 81.91   	 -81.38		 87.63   	-122.07		
 -6.10   	-18.01   	 81.59   	 -76.30		 87.14   	-122.07		
 -6.71   	-17.40   	 81.28   	 -71.21		 86.65   	-116.99		
 -6.41   	-15.87   	 81.00   	 -66.12		 86.18   	-111.90		
 -5.19   	-13.12   	 80.73   	 -61.04		 85.74   	-111.90		
 -3.97   	 -9.46   	 80.49   	 -55.95		 85.29   	-106.82		
 -3.97   	 -5.80   	 80.26   	 -50.86		 84.86   	-101.73		
 -4.88   	 -2.44   	 80.06   	 -45.78		 84.46   	 -96.64		
 -6.10   	  0.61   	 79.88   	 -35.61		 84.07   	 -96.64		
 -6.71   	  3.05   	 79.74   	 -35.61		 83.68   	 -91.56		
 -6.41   	  4.58   	 79.59   	 -25.43		 83.32   	 -86.47		
 -6.71   	  5.49   	 79.49   	 -25.43		 82.97   	 -81.38		
 -7.93   	  5.49   	 79.39   	 -20.35		 82.64   	 -81.38		
 -9.77   	  6.10   	 79.31   	 -15.26		 82.32   	 -71.21		
-11.90   	  7.93   	 79.25   	 -15.26		 82.03   	 -76.30		
-13.43   	 10.99   	 79.19   	 -10.17		 81.73   	 -66.12		
-14.34   	 13.73   	 79.15   	 -10.17		 81.46   	 -71.21		
-15.26   	 14.65   	 79.10   	  -5.09		 81.18   	 -61.04		
-15.87   	 13.43   	 79.08   	  -5.09		 80.94   	 -66.12		
-16.78   	 10.99   	 79.06   	  -5.09		 80.67   	 -55.95		
-17.40   	  8.24   	 79.04   	  -5.09		 80.45   	 -61.04		
-18.01   	  4.88   	 79.02   	  -5.09		 80.20   	 -50.86		
-18.92   	 -0.61   	 79.00   	 -10.17		 80.00   	 -55.95		
-19.84   	 -9.16   	 78.96   	  -5.09		 79.78   	 -50.86		
-21.06   	-20.14   	 78.94   	 -10.17		 79.57   	 -45.78		
-21.67   	-29.60   	 78.90   	 -10.17		 79.39   	 -45.78		
-21.97   	-34.79   	 78.86   	 -15.26		 79.21   	 -40.69		
-21.36   	-34.79   	 78.80   	 -20.35		 79.04   	 -40.69		
-20.14   	-31.74   	 78.72   	 -15.26		 78.88   	 -40.69		
-18.62   	-28.38   	 78.66   	 -20.35		 78.72   	 -35.61		
-17.40   	-27.77   	 78.58   	 -20.35		 78.58   	 -35.61		
-16.78   	-28.99   	 78.49   	 -20.35		 78.43   	 -30.52		
-16.17   	-30.82   	 78.41   	 -25.43		 78.31   	 -30.52		
-15.56   	-32.04   	 78.31   	 -20.35		 78.19   	 -30.52		
-14.65   	-33.26   	 78.23   	 -25.43		 78.07   	 -30.52		
-14.04   	-34.18   	 78.13   	 -25.43		 77.94   	 -25.43		
-13.12   	-34.79   	 78.03   	 -25.43		 77.84   	 -30.52		
-12.21   	-35.10   	 77.92   	 -30.52		 77.72   	 -25.43		
-11.60   	-34.48   	 77.80   	 -25.43		 77.62   	 -25.43		
-10.99   	-32.96   	 77.70   	 -35.61		 77.52   	 -25.43		
-10.68   	-30.82   	 77.56   	 -35.61		 77.42   	 -25.43		
-10.68   	-28.38   	 77.42   	 -35.61		 77.31   	 -20.35		
-11.29   	-24.72   	 77.27   	 -40.69		 77.23   	 -25.43		
-12.21   	-20.45   	 77.11   	 -45.78		 77.13   	 -25.43		
-13.73   	-15.56   	 76.93   	 -45.78		 77.03   	 -20.35		
-14.95   	-11.60   	 76.74   	 -55.95		 76.95   	 -25.43		
-15.87   	 -7.93   	 76.52   	 -55.95		 76.85   	 -25.43		
-15.87   	 -4.58   	 76.30   	 -55.95		 76.74   	 -25.43		
-15.56   	 -0.92   	 76.07   	 -61.04		 76.64   	 -20.35		
-15.56   	  3.36   	 75.83   	 -66.12		 76.56   	 -25.43		
-16.17   	  7.02   	 75.56   	 -61.04		 76.46   	 -25.43		
-16.78   	  9.46   	 75.32   	 -66.12		 76.36   	 -25.43		
-17.09   	 10.38   	 75.06   	 -66.12		 76.26   	 -25.43		
-16.78   	 10.38   	 74.79   	 -66.12		 76.15   	 -30.52		
-17.09   	 10.68   	 74.53   	 -61.04		 76.03   	 -25.43		
-17.40   	 12.82   	 74.28   	 -61.04		 75.93   	 -25.43		
-18.31   	 16.48   	 74.04   	 -61.04		 75.83   	 -30.52		
-18.92   	 20.75   	 73.79   	 -61.04		 75.71   	 -30.52		
-18.31   	 24.72   	 73.55   	 -61.04		 75.58   	 -30.52		
-17.09   	 27.16   	 73.31   	 -61.04		 75.46   	 -30.52		
-15.26   	 27.77   	 73.06   	 -55.95		 75.34   	 -30.52		
-14.04   	 26.25   	 72.84   	 -61.04		 75.22   	 -35.61		
-14.04   	 21.97   	 72.59   	 -55.95		 75.08   	 -30.52		
-15.26   	 15.56   	 72.37   	 -61.04		 74.95   	 -30.52		
-16.78   	  7.32   	 72.13   	 -55.95		 74.83   	 -35.61		
-18.31   	 -0.31   	 71.90   	 -55.95		 74.69   	 -30.52		
-19.53   	 -6.10   	 71.68   	 -55.95		 74.57   	 -35.61		
-19.84   	 -8.85   	 71.45   	 -50.86		 74.42   	 -30.52		
-19.84   	 -9.16   	 71.25   	 -50.86		 74.30   	 -35.61		
-19.23   	 -8.85   	 71.05   	 -45.78		 74.16   	 -30.52		
-18.31   	 -9.46   	 70.86   	 -40.69		 74.04   	 -35.61		
-16.78   	-11.60   	 70.70   	 -35.61		 73.90   	 -30.52		
-15.26   	-14.04   	 70.56   	 -35.61		 73.77   	 -35.61		
-13.73   	-15.87   	 70.42   	 -35.61		 73.63   	 -35.61		
-12.51   	-16.17   	 70.27   	 -25.43		 73.49   	 -30.52		
-11.90   	-15.26   	 70.17   	 -25.43		 73.37   	 -35.61		
-11.29   	-13.43   	 70.07   	 -25.43		 73.22   	 -35.61		
-10.38   	-11.60   	 69.97   	 -20.35		 73.08   	 -35.61		
 -9.46   	 -9.77   	 69.89   	 -25.43		 72.94   	 -30.52		
 -9.16   	 -8.54   	 69.79   	 -15.26		 72.82   	 -35.61		
 -9.77   	 -8.24   	 69.73   	 -20.35		 72.68   	 -35.61		
-10.99   	 -9.16   	 69.64   	 -20.35		 72.53   	 -35.61		
-11.90   	-10.99   	 69.56   	 -25.43		 72.39   	 -30.52		
-12.82   	-14.34   	 69.46   	 -20.35		 72.27   	 -35.61		
-13.12   	-17.70   	 69.38   	 -20.35		 72.13   	 -35.61		
-13.43   	-19.84   	 69.30   	 -25.43		 71.98   	 -30.52		
-14.04   	-20.45   	 69.20   	 -20.35		 71.86   	 -30.52		
-14.95   	-19.23   	 69.11   	 -25.43		 71.74   	 -35.61		
-16.48   	-16.78   	 69.01   	 -25.43		 71.60   	 -30.52		
-18.01   	-13.73   	 68.91   	 -25.43		 71.47   	 -30.52		
-19.53   	-10.07   	 68.81   	 -25.43		 71.35   	 -30.52		
-20.75   	 -6.10   	 68.71   	 -25.43		 71.23   	 -25.43		
-21.36   	 -2.14   	 68.61   	 -25.43		 71.13   	 -30.52		
-21.97   	  0.00   	 68.50   	 -20.35		 71.01   	 -30.52		
-23.50   	 -1.83   	 68.42   	 -25.43		 70.88   	 -25.43		
-25.02   	-12.21   	 68.32   	 -25.43		 70.78   	 -30.52		
-24.41   	-33.26   	 68.22   	 -20.35		 70.66   	 -25.43		
-18.31   	-56.76   	 68.14   	 -25.43		 70.56   	 -30.52		
 -4.27   	-57.37   	 68.04   	 -20.35		 70.44   	 -25.43		
 18.01   	  3.66   	 67.95   	 -25.43		 70.34   	 -30.52		
 44.86   	160.52   	 67.85   	 -30.52		 70.21   	 -30.52		
 71.72   	422.06   	 67.73   	 -25.43		 70.09   	 -25.43		
 94.30   	754.39   	 67.63   	 -25.43		 69.99   	 -30.52		
108.34   	1080.93   	 67.53   	 -55.95		 69.87   	 -55.95		
 90.94   	1367.49(R)	 67.30   	 -25.43		 69.64   	 -30.52		
 54.02   	1244.51   	 67.20   	 -30.52		 69.52   	 -30.52		
  7.32   	986.63   	 67.08   	 -30.52		 69.40   	 -25.43		
-32.96   	681.15   	 66.96   	 -25.43		 69.30   	 -30.52		
-51.57   	409.55   	 66.86   	 -30.52		 69.18   	 -30.52		
-45.47   	213.62   	 66.73   	 -30.52		 69.05   	 -30.52		
-25.02   	 93.69   	 66.61   	 -25.43		 68.93   	 -30.52		
 -7.63   	 25.33   	 66.51   	 -30.52		 68.81   	 -30.52		
 -1.83   	-15.26   	 66.39   	 -30.52		 68.69   	 -30.52		
 -6.41   	-39.98   	 66.27   	 -30.52		 68.57   	 -30.52		
-13.43   	-51.57   	 66.14   	 -30.52		 68.44   	 -30.52		
-17.70   	-53.41   	 66.02   	 -30.52		 68.32   	 -30.52		
-18.31   	-52.19   	 65.90   	 -30.52		 68.20   	 -30.52		
-17.70   	-53.71   	 65.78   	 -35.61		 68.08   	 -30.52		
-18.01   	-59.51   	 65.64   	 -35.61		 67.95   	 -30.52		
-18.62   	-66.53   	 65.49   	 -40.69		 67.83   	 -25.43		
-18.31   	-71.11   	 65.33   	 -35.61		 67.73   	 -30.52		
-17.40   	-72.02   	 65.19   	 -40.69		 67.61   	 -30.52		
-16.78   	-71.72   	 65.03   	 -40.69		 67.49   	 -25.43		
-17.09   	-72.33   	 64.86   	 -35.61		 67.39   	 -30.52		
-18.31   	-74.77   	 64.72   	 -35.61		 67.26   	 -25.43		
-19.53   	-78.13   	 64.58   	 -30.52		 67.16   	 -30.52		
-20.75   	-82.09   	 64.46   	 -30.52		 67.04   	 -25.43		
-21.67   	-85.75   	 64.33   	 -20.35		 66.94   	 -30.52		
-22.28   	-89.72   	 64.25   	 -15.26		 66.82   	 -25.43		
-22.58   	-94.60   	 64.19   	   0.00		 66.71   	 -25.43		
-23.19   	-99.79   	 64.19   	  15.26		 66.61   	 -30.52		
-23.80   	-104.68   	 64.25   	  30.52		 66.49   	 -25.43		
-23.80   	-108.64   	 64.37   	  50.86		 66.39   	 -25.43		
-23.80   	-110.78   	 64.58   	  81.38		 66.29   	 -25.43		
-24.11   	-110.78   	 64.90   	 106.82		 66.18   	 -25.43		
-24.72   	-109.86   	 65.33   	 142.42		 66.08   	 -20.35		
-25.94   	-109.56   	 65.90   	 167.85		 66.00   	 -20.35		
-26.86   	-111.08   	 66.57   	 198.37		 65.92   	 -20.35		
-27.47   	-113.22   	 67.36   	 228.89		 65.84   	 -10.17		
-27.16   	-115.05   	 68.28   	 254.32		 65.80   	   0.00		
-25.63   	-114.75   	 69.30   	 279.75		 65.80   	   5.09		
-23.50   	-113.22   	 70.42   	 300.10		 65.82   	  20.35		
-22.28   	-111.69   	 71.62   	 320.45		 65.90   	  35.61		
-22.28   	-111.69   	 72.90   	 325.53		 66.04   	  66.12		
-23.50   	-113.53   	 74.20   	 340.79		 66.31   	  91.56		
-25.02   	-115.36   	 75.56   	 340.79		 66.67   	 122.07		
-25.63   	-115.36   	 76.93   	 345.88		 67.16   	 157.68		
-25.02   	-114.14   	 78.31   	 345.88		 67.79   	 193.29		
-23.80   	-114.14   	 79.69   	 345.88		 68.57   	 228.89		
-22.58   	-118.41   	 81.08   	 345.88		 69.48   	 264.50		
-22.28   	-126.65   	 82.46   	 345.88		 70.54   	 295.01		
-22.89   	-134.89   	 83.85   	 340.79		 71.72   	 320.45		
-23.50   	-137.94   	 85.21   	 335.71		 73.00   	 350.97		
-23.50   	-134.58   	 86.55   	 335.71		 74.40   	 376.40		
-23.19   	-127.56   	 87.89   	 325.53		 75.91   	 396.74		
-22.28   	-122.07   	 89.20   	 320.45		 77.50   	 412.00		
-21.36   	-120.85   	 90.48   	 310.27		 79.15   	 427.26		
-20.75   	-122.07   	 91.72   	 305.19		 80.85   	 442.52		
-20.45   	-122.99   	 92.94   	 289.93		 82.62   	 452.69		
-19.84   	-122.38   	 94.10   	 279.75		 84.44   	 462.87		
-18.62   	-121.46   	 95.22   	 269.58		 86.29   	 467.95		
-17.40   	-122.38   	 96.30   	 259.41		 88.16   	 467.95		
-15.56   	-125.73   	 97.33   	 249.24		 90.03   	 467.95		
-14.04   	-130.00   	 98.33   	 239.06		 91.90   	 467.95		
-12.82   	-133.06   	 99.29   	 233.98		 93.77   	 467.95		
-11.90   	-134.28   	100.22   	 223.80		 95.65   	 457.78		
-10.99   	-133.67   	101.12   	 213.63		 97.48   	 447.61		
 -9.77   	-132.75   	101.97   	 203.46		 99.27   	 437.43		
 -7.63   	-131.53   	102.79   	 203.46		101.02   	 422.18		
 -3.97   	-130.92   	103.60   	 193.29		102.71   	 406.92		
  0.31   	-130.31   	104.37   	 188.20		104.33   	 391.66		
  4.58   	-128.17   	105.13   	 178.03		105.90   	 376.40		
  7.63   	-124.51   	105.84   	 167.85		107.41   	 350.97		
  9.77   	-118.41   	106.51   	 162.77		108.81   	 330.62		
 11.90   	-110.47   	107.16   	 152.59		110.13   	 315.36		
 14.34   	-100.40   	107.77   	 147.51		111.39   	 284.84		
 16.78   	-88.81   	108.36   	 137.33		112.53   	 269.58		
 18.31   	-75.68   	108.91   	 127.16		113.61   	 249.24		
 18.31   	-61.95   	109.42   	 116.99		114.61   	 223.80		
 17.09   	-48.52   	109.89   	 111.90		115.50   	 198.37		
 15.87   	-35.40   	110.34   	  96.64		116.30   	 183.11		
 14.95   	-22.89   	110.72   	  96.64		117.03   	 162.77		
 13.73   	-10.99   	111.11   	  81.38		117.68   	 142.42		
 11.90   	  0.31   	111.43   	  76.30		118.25   	 122.07		
  9.16   	  9.46   	111.74   	  71.21		118.74   	 106.82		
  6.41   	 15.56   	112.02   	  61.04		119.17   	  91.56		
  3.97   	 18.62   	112.27   	  50.86		119.53   	  76.30		
  2.14   	 20.14   	112.47   	  45.78		119.84   	  61.04		
  0.31   	 21.36   	112.65   	  35.61		120.08   	  45.78		
 -2.14   	 21.67   	112.80   	  25.43		120.26   	  35.61		
 -4.88   	 20.75   	112.90   	  20.35		120.41   	  25.43		
 -7.93   	 18.62   	112.98   	  15.26		120.51   	  15.26		
-10.68   	 16.48   	113.04   	   0.00		120.57   	   5.09		
-12.21   	 16.78   	113.04   	  -5.09		120.59   	  -5.09		
-12.51   	 20.14   	113.02   	 -15.26		120.57   	 -10.17		
-12.51   	 25.33   	112.96   	 -25.43		120.53   	 -15.26		
-12.51   	 29.30   	112.86   	 -35.61		120.47   	 -25.43		
-12.82   	 30.21   	112.72   	 -40.69		120.37   	 -30.52		
-13.12   	 28.08   	112.55   	 -55.95		120.24   	 -40.69		
-13.73   	 24.72   	112.33   	 -66.12		120.08   	 -45.78		
-14.34   	 22.89   	112.06   	 -76.30		119.90   	 -50.86		
-14.95   	 22.89   	111.76   	 -91.56		119.69   	 -55.95		
-15.26   	 23.80   	111.39   	-101.73		119.47   	 -66.12		
-15.26   	 24.11   	110.99   	-122.07		119.21   	 -71.21		
-15.56   	 23.19   	110.50   	-132.25		118.92   	 -76.30		
-15.87   	 21.36   	109.97   	-147.51		118.62   	 -91.56		
-16.48   	 19.84   	109.38   	-162.77		118.25   	 -96.64		
-17.40   	 18.62   	108.73   	-178.03		117.86   	-106.82		
-18.01   	 15.87   	108.02   	-198.37		117.44   	-116.99		
-18.62   	 10.99   	107.22   	-208.54		116.97   	-127.16		
-19.53   	  2.75   	106.39   	-223.80		116.46   	-142.42		
-20.75   	 -7.32   	105.49   	-233.98		115.89   	-147.51		
-21.67   	-16.48   	104.56   	-233.98		115.30   	-167.85		
-21.97   	-21.36   	103.62   	-239.06		114.63   	-172.94		
-21.97   	-20.14   	102.66   	-228.89		113.94   	-193.29		
-21.36   	-13.73   	101.75   	-228.89		113.16   	-203.46		
-20.75   	 -5.19   	100.83   	-208.54		112.35   	-213.63		
-19.53   	  3.36   	100.00   	-198.37		111.49   	-228.89		
-17.70   	 10.99   	 99.21   	-183.11		110.58   	-239.06		
-14.95   	 17.70   	 98.47   	-167.85		109.62   	-249.24		
-12.21   	 24.11   	 97.80   	-147.51		108.63   	-249.24		
 -9.46   	 31.43   	 97.21   	-132.25		107.63   	-259.41		
 -7.02   	 38.45   	 96.68   	-122.07		106.59   	-259.41		
 -4.58   	 43.95   	 96.19   	-111.90		105.55   	-254.32		
 -1.83   	 47.00   	 95.75   	-101.73		104.54   	-259.41		
  0.92   	 46.69   	 95.34   	 -91.56		103.50   	-249.24		
  3.66   	 43.95   	 94.97   	 -91.56		102.50   	-244.15		
  5.49   	 39.98   	 94.61   	 -91.56		101.53   	-239.06		
  5.80   	 37.23   	 94.24   	 -86.47		100.57   	-233.98		
  4.27   	 36.32   	 93.90   	 -86.47		 99.63   	-223.80		
  1.83   	 37.23   	 93.55   	 -91.56		 98.74   	-218.72		
 -0.31   	 39.06   	 93.18   	 -86.47		 97.86   	-208.54		
 -1.22   	 40.59   	 92.84   	 -91.56		 97.03   	-203.46		
 -1.53   	 40.59   	 92.47   	 -91.56		 96.22   	-193.29		
 -1.83   	 38.45   	 92.11   	 -91.56		 95.44   	-188.20		
 -2.44   	 34.79   	 91.74   	 -86.47		 94.69   	-183.11		
 -3.66   	 30.82   	 91.39   	 -91.56		 93.96   	-172.94		
 -4.27   	 27.47   	 91.03   	 -86.47		 93.27   	-167.85		
 -4.58   	 25.63   	 90.68   	 -81.38		 92.59   	-157.68		
 -4.27   	 24.72   	 90.36   	 -81.38		 91.96   	-152.59		
 -3.97   	 23.80   	 90.03   	 -76.30		 91.35   	-147.51		
 -3.97   	 21.97   	 89.72   	 -76.30		 90.76   	-142.42		
 -4.27   	 19.23   	 89.42   	 -76.30		 90.19   	-132.25		
 -5.19   	 15.87   	 89.11   	 -71.21		 89.66   	-122.07		
 -6.41   	 11.90   	 88.83   	 -71.21		 89.18   	-122.07		
 -7.93   	  7.93   	 88.54   	 -66.12		 88.69   	-111.90		
 -9.16   	  3.66   	 88.28   	 -71.21		 88.24   	-106.82		
 -9.46   	 -2.44   	 88.00   	 -66.12		 87.81   	 -96.64		
 -9.46   	-10.68   	 87.73   	 -61.04		 87.43   	 -96.64		
-10.38   	-20.75   	 87.49   	 -66.12		 87.04   	 -86.47		
-12.21   	-30.52   	 87.22   	 -66.12		 86.69   	 -86.47		
-15.26   	-36.32   	 86.96   	 -61.04		 86.35   	 -76.30		
-18.01   	-36.01   	 86.71   	 -66.12		 86.04   	 -76.30		
-20.45   	-30.82   	 86.45   	 -61.04		 85.74   	 -66.12		
-21.67   	-24.41   	 86.21   	 -66.12		 85.47   	 -66.12		
-22.28   	-20.14   	 85.94   	 -61.04		 85.21   	 -55.95		
-22.89   	-19.23   	 85.70   	 -61.04		 84.98   	 -61.04		
-22.89   	-20.45   	 85.45   	 -61.04		 84.74   	 -50.86		
-21.97   	-21.67   	 85.21   	 -61.04		 84.54   	 -45.78		
-20.14   	-21.67   	 84.96   	 -61.04		 84.35   	 -50.86		
-17.09   	-20.14   	 84.72   	 -55.95		 84.15   	 -40.69		
-14.34   	-17.40   	 84.50   	 -61.04		 83.99   	 -40.69		
-12.82   	-14.34   	 84.25   	 -55.95		 83.82   	 -35.61		
-13.73   	-11.90   	 84.03   	 -55.95		 83.68   	 -35.61		
-15.87   	 -9.77   	 83.80   	 -50.86		 83.54   	 -35.61		
-17.40   	 -8.24   	 83.60   	 -55.95		 83.40   	 -35.61		
-16.48   	 -6.71   	 83.38   	 -55.95		 83.26   	 -30.52		
-13.12   	 -3.66   	 83.15   	 -55.95		 83.13   	 -30.52		
 -9.16   	  0.61   	 82.93   	 -61.04		 83.01   	 -30.52		
 -5.49   	  4.58   	 82.69   	 -61.04		 82.89   	 -30.52		
 -3.66   	  7.02   	 82.44   	 -66.12		 82.77   	 -30.52		
 -2.75   	  7.02   	 82.18   	 -66.12		 82.64   	 -35.61		
 -1.83   	  5.19   	 81.91   	 -71.21		 82.50   	 -30.52		
 -0.92   	  3.66   	 81.63   	 -71.21		 82.38   	 -35.61		
 -0.61   	  3.97   	 81.34   	 -81.38		 82.24   	 -30.52		
 -1.22   	  6.71   	 81.02   	 -76.30		 82.12   	 -40.69		
 -3.36   	 10.68   	 80.71   	 -81.38		 81.95   	 -35.61		
 -6.41   	 14.04   	 80.39   	 -81.38		 81.81   	 -40.69		
 -9.46   	 15.26   	 80.06   	 -81.38		 81.65   	 -40.69		
-11.60   	 13.43   	 79.74   	 -86.47		 81.48   	 -40.69		
-12.51   	  9.46   	 79.39   	 -81.38		 81.32   	 -45.78		
-12.82   	  4.88   	 79.06   	 -81.38		 81.14   	 -50.86		
-12.51   	  0.31   	 78.74   	 -76.30		 80.94   	 -45.78		
-13.12   	 -3.66   	 78.43   	 -81.38		 80.75   	 -50.86		
-14.34   	 -7.63   	 78.11   	 -76.30		 80.55   	 -55.95		
-15.87   	-11.60   	 77.80   	 -76.30		 80.33   	 -50.86		
-16.78   	-16.17   	 77.50   	 -71.21		 80.12   	 -55.95		
-17.09   	-20.45   	 77.21   	 -71.21		 79.90   	 -61.04		
-16.48   	-23.80   	 76.93   	 -71.21		 79.65   	 -55.95		
-15.56   	-27.16   	 76.64   	 -66.12		 79.43   	 -61.04		
-14.95   	-30.52   	 76.38   	 -66.12		 79.19   	 -55.95		
-15.26   	-34.48   	 76.11   	 -66.12		 78.96   	 -61.04		
-15.56   	-37.23   	 75.85   	 -66.12		 78.72   	 -66.12		
-15.87   	-37.84   	 75.58   	 -66.12		 78.45   	 -61.04		
-15.56   	-35.40   	 75.32   	 -61.04		 78.21   	 -61.04		
-15.26   	-31.13   	 75.08   	 -61.04		 77.97   	 -61.04		
-14.95   	-27.77   	 74.83   	 -61.04		 77.72   	 -55.95		
-15.87   	-28.08   	 74.59   	 -55.95		 77.50   	 -61.04		
-18.01   	-32.04   	 74.36   	 -61.04		 77.25   	 -61.04		
-20.75   	-38.15   	 74.12   	 -55.95		 77.01   	 -61.04		
-23.19   	-43.33   	 73.90   	 -55.95		 76.76   	 -55.95		
-24.11   	-44.86   	 73.67   	 -50.86		 76.54   	 -55.95		
-22.58   	-41.81   	 73.47   	 -55.95		 76.32   	 -55.95		
-18.62   	-36.32   	 73.24   	 -50.86		 76.09   	 -55.95		
-14.34   	-32.35   	 73.04   	 -50.86		 75.87   	 -55.95		
-11.60   	-31.13   	 72.84   	 -45.78		 75.65   	 -55.95		
-11.60   	-32.65   	 72.65   	 -50.86		 75.42   	 -50.86		
-13.12   	-33.57   	 72.45   	 -45.78		 75.22   	 -55.95		
-14.04   	-31.13   	 72.27   	 -45.78		 74.99   	 -50.86		
-12.51   	-25.33   	 72.09   	 -45.78		 74.79   	 -50.86		
 -8.54   	-18.92   	 71.90   	 -45.78		 74.59   	 -55.95		
 -3.97   	-14.34   	 71.72   	 -50.86		 74.36   	 -50.86		
 -0.92   	-12.51   	 71.52   	 -45.78		 74.16   	 -45.78		
 -0.61   	-11.90   	 71.33   	 -45.78		 73.98   	 -50.86		
 -3.05   	-11.29   	 71.15   	 -45.78		 73.77   	 -50.86		
 -6.10   	 -9.46   	 70.97   	 -45.78		 73.57   	 -50.86		
 -8.85   	 -6.41   	 70.78   	 -50.86		 73.37   	 -50.86		
 -9.77   	 -2.75   	 70.58   	 -45.78		 73.16   	 -45.78		
-10.07   	  0.31   	 70.40   	 -50.86		 72.98   	 -50.86		
-10.07   	  1.83   	 70.19   	 -50.86		 72.78   	 -45.78		
-10.07   	  0.92   	 69.99   	 -50.86		 72.59   	 -45.78		
-10.68   	 -3.05   	 69.79   	 -50.86		 72.41   	 -50.86		
-10.68   	 -9.46   	 69.58   	 -50.86		 72.21   	 -45.78		
-10.99   	-16.48   	 69.38   	 -50.86		 72.02   	 -45.78		
-11.60   	-22.89   	 69.18   	 -55.95		 71.84   	 -45.78		
-12.82   	-27.16   	 68.95   	 -50.86		 71.66   	 -50.86		
-14.65   	-28.08   	 68.75   	 -50.86		 71.45   	 -45.78		
-16.48   	-26.25   	 68.55   	 -50.86		 71.27   	 -45.78		
-18.01   	-23.19   	 68.34   	 -50.86		 71.09   	 -45.78		
-19.53   	-21.97   	 68.14   	 -45.78		 70.91   	 -45.78		
-20.75   	-25.63   	 67.95   	 -50.86		 70.72   	 -45.78		
-21.67   	-33.87   	 67.75   	 -50.86		 70.54   	 -45.78		
-21.36   	-44.25   	 67.55   	 -50.86		 70.36   	 -50.86		
-19.53   	-52.19   	 67.34   	 -45.78		 70.15   	 -45.78		
-17.09   	-54.93   	 67.16   	 -45.78		 69.97   	 -45.78		
-14.95   	-51.88   	 66.98   	 -50.86		 69.79   	 -45.78		
-14.04   	-45.78   	 66.77   	 -45.78		 69.60   	 -45.78		
-14.65   	-40.89   	 66.59   	 -45.78		 69.42   	 -45.78		
-15.87   	-38.45   	 66.41   	 -40.69		 69.24   	 -45.78		
-16.78   	-38.15   	 66.25   	 -45.78		 69.05   	 -45.78		
-16.17   	-38.15   	 66.06   	 -45.78		 68.87   	 -45.78		
-14.34   	-37.23   	 65.88   	 -40.69		 68.69   	 -45.78		
-12.21   	-35.40   	 65.72   	 -40.69		 68.50   	 -45.78		
-10.38   	-33.87   	 65.55   	 -45.78		 68.32   	 -45.78		
-10.07   	-32.65   	 65.37   	 -40.69		 68.14   	 -45.78		
 -9.77   	-29.91   	 65.21   	 -40.69		 67.95   	 -40.69		
 -9.77   	-25.63   	 65.05   	 -40.69		 67.79   	 -45.78		
 -8.85   	-20.75   	 64.88   	 -45.78		 67.61   	 -45.78		
 -7.93   	-17.40   	 64.70   	 -35.61		 67.43   	 -45.78		
 -7.32   	-18.92   	 64.56   	 -40.69		 67.24   	 -45.78		
 -7.32   	-24.41   	 64.39   	 -40.69		 67.06   	 -45.78		
 -7.32   	-31.13   	 64.23   	 -40.69		 66.88   	 -45.78		
 -7.02   	-35.10   	 64.07   	 -35.61		 66.69   	 -40.69		
 -6.71   	-33.57   	 63.93   	 -35.61		 66.53   	 -45.78		
 -6.10   	-28.69   	 63.78   	 -40.69		 66.35   	 -40.69		
 -5.49   	-23.50   	 63.62   	 -35.61		 66.18   	 -45.78		
 -5.19   	-21.97   	 63.48   	 -35.61		 66.00   	 -40.69		
 -5.19   	-23.50   	 63.34   	 -35.61		 65.84   	 -40.69		
 -5.80   	-25.94   	 63.19   	 -30.52		 65.68   	 -40.69		
 -6.71   	-25.02   	 63.07   	 -35.61		 65.51   	 -40.69		
 -7.32   	-18.62   	 62.93   	 -30.52		 65.35   	 -40.69		
 -7.93   	 -9.46   	 62.81   	 -35.61		 65.19   	 -40.69		
 -8.24   	 -1.53   	 62.67   	 -30.52		 65.03   	 -40.69		
 -8.54   	  0.61   	 62.54   	 -30.52		 64.86   	 -40.69		
 -9.46   	 -3.97   	 62.42   	 -30.52		 64.70   	 -35.61		
-11.29   	-12.82   	 62.30   	 -25.43		 64.56   	 -35.61		
-13.43   	-22.89   	 62.20   	 -30.52		 64.41   	 -40.69		
-15.26   	-29.91   	 62.08   	 -30.52		 64.25   	 -35.61		
-16.78   	-33.26   	 61.95   	 -25.43		 64.11   	 -35.61		
-18.01   	-33.87   	 61.85   	 -30.52		 63.97   	 -35.61		
