  I     	  II     	  RV     	  RV'		  LV     	  LV'		
-29.30   	-32.96   	 24.84   	 167.85		 86.67   	 635.81		
-32.35   	-34.48   	 25.51   	 167.85		 89.22   	 559.51		
-32.96   	-30.82   	 26.19   	 152.59		 91.45   	 498.47		
-30.21   	-23.80   	 26.80   	 147.51		 93.45   	 452.69		
-25.02   	-16.78   	 27.39   	 137.33		 95.26   	 427.26		
-19.84   	-11.29   	 27.93   	 122.07		 96.97   	 412.00		
-17.09   	 -7.02   	 28.42   	 106.82		 98.62   	 406.92		
-18.01   	 -2.75   	 28.85   	  91.56		100.24   	 406.92		
-20.75   	 -0.92   	 29.22   	  71.21		101.87   	 396.74		
-22.28   	 -2.75   	 29.50   	  55.95		103.46   	 381.48		
-20.75   	 -8.24   	 29.73   	  45.78		104.98   	 361.14		
-15.87   	-14.34   	 29.91   	  25.43		106.43   	 325.53		
 -9.77   	-17.09   	 30.01   	  15.26		107.73   	 289.93		
 -4.88   	-14.65   	 30.07   	   5.09		108.89   	 254.32		
 -3.05   	 -8.85   	 30.09   	   0.00		109.91   	 223.80		
 -3.36   	 -2.44   	 30.09   	 -10.17		110.80   	 203.46		
 -3.66   	  4.27   	 30.05   	 -20.35		111.62   	 188.20		
 -0.92   	 13.12   	 29.97   	 -20.35		112.37   	 183.11		
  4.88   	 23.50   	 29.89   	 -25.43		113.10   	 167.85		
 12.21   	 33.57   	 29.79   	 -25.43		113.77   	 157.68		
 18.01   	 40.28   	 29.68   	 -15.26		114.40   	 147.51		
 20.45   	 41.20   	 29.62   	 -10.17		114.99   	 127.16		
 21.06   	 40.59   	 29.58   	   5.09		115.50   	 116.99		
 22.89   	 42.72   	 29.60   	  10.17		115.97   	 101.73		
 27.77   	 50.05   	 29.64   	  25.43		116.38   	  91.56		
 35.40   	 60.42   	 29.75   	  35.61		116.74   	  86.47		
 42.72   	 68.36   	 29.89   	  45.78		117.09   	  86.47		
 48.22   	 71.72   	 30.07   	  50.86		117.44   	  86.47		
 53.41   	 74.16   	 30.27   	  61.04		117.78   	  91.56		
 60.42   	 80.57   	 30.52   	  66.12		118.15   	  91.56		
 68.97   	 91.86   	 30.78   	  66.12		118.51   	  96.64		
 76.90   	104.37   	 31.05   	  66.12		118.90   	  91.56		
 81.18   	112.61   	 31.31   	  66.12		119.27   	  91.56		
 81.79   	115.66   	 31.58   	  66.12		119.63   	 101.73		
 82.09   	117.49   	 31.84   	  61.04		120.04   	 122.07		
 85.14   	123.29   	 32.09   	  61.04		120.53   	 142.42		
 91.86   	132.14   	 32.33   	  55.95		121.10   	 152.59		
 97.96   	139.77   	 32.55   	  55.95		121.71   	 122.07		
 99.79   	141.60   	 32.78   	  50.86		122.20   	  76.30		
 95.83   	138.55   	 32.98   	  50.86		122.50   	   5.09		
 89.11   	133.67   	 33.18   	  45.78		122.52   	 -45.78		
 84.23   	130.62   	 33.37   	  45.78		122.34   	 -61.04		
 83.31   	130.00   	 33.55   	  40.69		122.10   	 -45.78		
 84.53   	130.00   	 33.71   	  35.61		121.91   	  -5.09		
 83.92   	127.87   	 33.86   	  30.52		121.89   	  40.69		
 79.96   	122.38   	 33.98   	  25.43		122.05   	  61.04		
 73.55   	113.22   	 34.08   	  20.35		122.30   	  66.12		
 66.22   	101.01   	 34.16   	  15.26		122.56   	  40.69		
 59.20   	 86.06   	 34.22   	  10.17		122.73   	  10.17		
 51.88   	 69.89   	 34.26(S)	   0.00		122.77(S)	 -15.26		
 43.03   	 51.88   	 34.26   	   0.00		122.71   	 -25.43		
 33.26   	 33.87   	 34.26   	 -10.17		122.60   	 -20.35		
 24.11   	 18.31   	 34.22   	 -10.17		122.52   	 -15.26		
 16.48   	  7.02   	 34.18   	 -15.26		122.46   	  -5.09		
 10.07   	  0.61   	 34.12   	 -20.35		122.44   	 -15.26		
  4.27   	 -3.36   	 34.04   	 -25.43		122.38   	 -40.69		
 -1.53   	 -8.85   	 33.94   	 -30.52		122.22   	 -81.38		
 -7.63   	-16.48   	 33.81   	 -35.61		121.89   	-137.33		
-13.73   	-25.02   	 33.67   	 -40.69		121.34   	-193.29		
-19.23   	-34.18   	 33.51   	 -45.78		120.57   	-259.41		
-23.50   	-44.25   	 33.33   	 -50.86		119.53   	-325.53		
-25.33   	-55.54   	 33.12   	 -55.95		118.23   	-396.74		
-25.02   	-65.92   	 32.90   	 -66.12		116.64   	-457.78		
-24.41   	-70.50   	 32.63   	 -66.12		114.81   	-523.90		
-24.41   	-66.83   	 32.37   	 -71.21		112.72   	-595.11		
-26.55   	-57.98   	 32.09   	 -86.47		110.34   	-686.67		
-29.30   	-50.96   	 31.74   	 -86.47		107.59   	-798.57		
-32.04   	-50.66   	 31.39   	 -96.64		104.39   	-951.17		
-32.96   	-55.85   	 31.01   	-106.82		100.59   	-1108.85		
-32.04   	-61.04   	 30.58   	-106.82		 96.15   	-1261.44		
-29.91   	-61.04   	 30.15   	-116.99		 91.11   	-1388.60		
-28.38   	-55.85   	 29.68   	-127.16		 85.55   	-1464.90		
-28.38   	-50.05   	 29.18   	-132.25		 79.69   	-1485.24		
-29.91   	-48.83   	 28.65   	-142.42		 73.75   	-1439.47		
-31.13   	-51.88   	 28.08   	-152.59		 68.00   	-1368.26		
-31.74   	-57.37   	 27.47   	-162.77		 62.52   	-1266.53		
-31.43   	-61.04   	 26.82   	-167.85		 57.46   	-1164.80		
-32.04   	-61.04   	 26.14   	-172.94		 52.80   	-1078.33		
-34.18   	-59.51   	 25.45   	-178.03		 48.48   	-1007.12		
-36.01   	-58.90   	 24.74   	-178.03		 44.46   	-956.25		
-36.01   	-60.42   	 24.03   	-183.11		 40.63   	-900.30		
-32.96   	-62.56   	 23.30   	-188.20		 37.03   	-844.35		
-28.99   	-63.17   	 22.54   	-183.11		 33.65   	-783.31		
-26.86   	-61.95   	 21.81   	-193.29		 30.52   	-712.10		
-27.77   	-59.81   	 21.04   	-193.29		 27.67   	-630.72		
-29.91   	-57.98   	 20.26   	-193.29		 25.15   	-554.42		
-30.82   	-56.46   	 19.49   	-193.29		 22.93   	-488.30		
-30.52   	-55.24   	 18.72   	-188.20		 20.98   	-432.35		
-29.91   	-52.80   	 17.97   	-183.11		 19.25   	-391.66		
-29.91   	-49.13   	 17.23   	-178.03		 17.68   	-356.05		
-30.82   	-45.17   	 16.52   	-172.94		 16.26   	-320.45		
-31.43   	-43.03   	 15.83   	-167.85		 14.97   	-284.84		
-30.82   	-45.47   	 15.16   	-162.77		 13.84   	-249.24		
-29.60   	-54.02   	 14.51   	-162.77		 12.84   	-208.54		
-30.21   	-65.31   	 13.86   	-152.59		 12.00   	-162.77		
-32.35   	-73.85   	 13.25   	-147.51		 11.35   	-137.33		
-34.18   	-75.38   	 12.66   	-142.42		 10.80   	-106.82		
-33.87   	-70.19   	 12.09   	-127.16		 10.38   	 -86.47		
-31.13   	-62.87   	 11.58   	-116.99		 10.03   	 -86.47		
-28.08   	-58.90   	 11.11   	-106.82		  9.68   	 -76.30		
-26.55   	-60.42   	 10.68   	 -91.56		  9.38   	 -76.30		
-27.47   	-64.39   	 10.32   	 -81.38		  9.07   	 -76.30		
-29.60   	-68.36   	  9.99   	 -71.21		  8.77   	 -61.04		
-30.52   	-69.89   	  9.70   	 -55.95		  8.52   	 -55.95		
-30.21   	-68.36   	  9.48   	 -45.78		  8.30   	 -40.69		
-29.60   	-65.92   	  9.30   	 -35.61		  8.14   	 -25.43		
-29.91   	-63.48   	  9.16   	 -25.43		  8.04   	 -15.26		
-31.43   	-63.17   	  9.05   	 -15.26		  7.98(D)	   0.00		
-32.65   	-65.92   	  8.99   	 -10.17		  7.98   	   0.00		
-32.35   	-71.11   	  8.95(D)	   0.00		  7.98   	  10.17		
-30.82   	-77.21   	  8.95   	   0.00		  8.02   	  15.26		
-28.99   	-81.18   	  8.95   	   5.09		  8.08   	  15.26		
-28.69   	-81.48   	  8.97   	  10.17		  8.14   	  20.35		
-30.21   	-79.04   	  9.01   	  10.17		  8.22   	  20.35		
-31.74   	-75.99   	  9.05   	  10.17		  8.30   	  20.35		
-31.74   	-73.55   	  9.09   	  10.17		  8.38   	  25.43		
-29.60   	-71.11   	  9.14   	  15.26		  8.48   	  25.43		
-27.77   	-68.66   	  9.20   	  15.26		  8.59   	  30.52		
-27.77   	-65.92   	  9.26   	  15.26		  8.71   	  25.43		
-29.60   	-62.87   	  9.32   	  25.43		  8.81   	  30.52		
-32.04   	-60.73   	  9.42   	  25.43		  8.93   	  30.52		
-32.65   	-60.12   	  9.52   	  35.61		  9.05   	  30.52		
-31.43   	-61.34   	  9.66   	  30.52		  9.18   	  25.43		
-30.21   	-63.17   	  9.79   	  40.69		  9.28   	  25.43		
-30.52   	-64.39   	  9.95   	  35.61		  9.38   	  25.43		
-31.74   	-65.00   	 10.09   	  35.61		  9.48   	  30.52		
-32.35   	-66.83   	 10.23   	  35.61		  9.60   	  25.43		
-31.43   	-70.50   	 10.38   	  40.69		  9.70   	  25.43		
-30.52   	-74.77   	 10.54   	  35.61		  9.81   	  30.52		
-32.04   	-75.99   	 10.68   	  35.61		  9.93   	  30.52		
-36.62   	-72.02   	 10.82   	  30.52		 10.05   	  30.52		
-42.11   	-65.00   	 10.95   	  35.61		 10.17   	  30.52		
-44.25   	-58.29   	 11.09   	  30.52		 10.29   	  40.69		
-40.59   	-55.24   	 11.21   	  25.43		 10.46   	  35.61		
-33.57   	-55.85   	 11.31   	  25.43		 10.60   	  40.69		
-27.47   	-57.68   	 11.41   	  25.43		 10.76   	  45.78		
-25.94   	-58.59   	 11.52   	  20.35		 10.95   	  40.69		
-28.38   	-57.98   	 11.60   	  20.35		 11.11   	  40.69		
-32.96   	-57.98   	 11.68   	  15.26		 11.27   	  35.61		
-35.40   	-59.81   	 11.74   	  20.35		 11.41   	  35.61		
-34.48   	-62.87   	 11.82   	  15.26		 11.56   	  25.43		
-32.04   	-65.00   	 11.88   	  20.35		 11.66   	  20.35		
-29.60   	-64.09   	 11.96   	  15.26		 11.74   	  25.43		
-28.69   	-59.81   	 12.02   	  15.26		 11.84   	  20.35		
-28.38   	-54.63   	 12.09   	  20.35		 11.92   	  25.43		
-27.77   	-50.05   	 12.17   	  15.26		 12.02   	  20.35		
-25.63   	-47.00   	 12.23   	  15.26		 12.11   	  20.35		
-22.58   	-43.33   	 12.29   	  15.26		 12.19   	  20.35		
-19.23   	-37.54   	 12.35   	  15.26		 12.27   	  15.26		
-16.48   	-28.99   	 12.41   	  15.26		 12.33   	  15.26		
-14.34   	-18.92   	 12.47   	  15.26		 12.39   	  10.17		
-13.73   	 -9.16   	 12.53   	  10.17		 12.43   	   5.09		
-13.73   	 -0.61   	 12.57   	  15.26		 12.45   	  10.17		
-12.82   	  6.41   	 12.63   	  15.26		 12.49   	   5.09		
-10.07   	 12.51   	 12.70   	  10.17		 12.51   	  10.17		
 -5.19   	 18.31   	 12.74   	  10.17		 12.55   	  10.17		
  0.61   	 24.41   	 12.78   	  15.26		 12.59   	   5.09		
  6.41   	 31.74   	 12.84   	  10.17		 12.61   	   5.09		
 10.68   	 39.67   	 12.88   	  10.17		 12.63   	   5.09		
 13.43   	 45.47   	 12.92   	   5.09		 12.66   	   0.00		
 15.56   	 47.00   	 12.94   	   5.09		 12.66   	   0.00		
 17.09   	 43.03   	 12.96   	   5.09		 12.66   	  -5.09		
 19.53   	 34.79   	 12.98   	   5.09		 12.63   	  -5.09		
 24.11   	 26.55   	 13.00   	   0.00		 12.61   	  -5.09		
 29.91   	 20.45   	 13.00   	  -5.09		 12.59   	   0.00		
 33.57   	 15.26   	 12.98   	   0.00		 12.59   	   5.09		
 30.82   	  7.63   	 12.98   	 -10.17		 12.61   	  10.17		
 20.75   	 -3.66   	 12.94   	  -5.09		 12.66   	  15.26		
  5.80   	-15.26   	 12.92   	 -10.17		 12.72   	  20.35		
 -9.16   	-22.89   	 12.88   	  -5.09		 12.80   	  25.43		
-20.45   	-23.50   	 12.86   	   5.09		 12.90   	  30.52		
-28.38   	-21.36   	 12.88   	   5.09		 13.02   	  40.69		
-35.71   	-24.11   	 12.90   	  20.35		 13.18   	  35.61		
-43.95   	-35.40   	 12.98   	  25.43		 13.33   	  45.78		
-50.96   	-51.88   	 13.08   	  40.69		 13.51   	  40.69		
-53.71   	-65.31   	 13.25   	  40.69		 13.67   	  40.69		
-50.35   	-68.66   	 13.41   	  55.95		 13.84   	  40.69		
-42.72   	-61.95   	 13.63   	  55.95		 14.00   	  40.69		
-36.01   	-51.57   	 13.86   	  55.95		 14.16   	  30.52		
-33.26   	-44.56   	 14.08   	  61.04		 14.28   	  25.43		
-35.10   	-43.33   	 14.32   	  50.86		 14.38   	  20.35		
-39.67   	-46.69   	 14.53   	  50.86		 14.47   	  15.26		
-43.64   	-50.96   	 14.73   	  35.61		 14.53   	  10.17		
-46.08   	-52.80   	 14.87   	  25.43		 14.57   	   0.00		
-46.39   	-51.57   	 14.97   	  20.35		 14.57   	   0.00		
-45.17   	-48.22   	 15.06   	  10.17		 14.57   	  -5.09		
-43.03   	-43.95   	 15.10   	   5.09		 14.55   	 -10.17		
-40.89   	-40.28   	 15.12   	   0.00		 14.51   	  -5.09		
-39.37   	-38.15   	 15.12   	   5.09		 14.49   	 -10.17		
-38.15   	-38.15   	 15.14   	   0.00		 14.45   	   0.00		
-37.54   	-39.37   	 15.14   	  15.26		 14.45   	   0.00		
-37.23   	-40.89   	 15.20   	  20.35		 14.45(E)	   5.09		
-37.84   	-42.42   	 15.28   	  35.61		 14.47   	  10.17		
-39.67   	-43.64   	 15.42   	  45.78		 14.51   	  15.26		
-40.59   	-45.17   	 15.61   	  55.95		 14.57   	  15.26		
-34.48   	-45.47   	 15.83   	  66.12		 14.63   	  20.35		
-12.51   	-41.50   	 16.09   	  71.21		 14.71   	  20.35		
 32.65   	-25.63   	 16.38   	  71.21		 14.79   	  20.35		
101.93   	 11.90   	 16.66   	  71.21		 14.87   	  25.43		
188.29   	 80.26   	 16.95   	  66.12		 14.97   	  30.52		
278.02   	182.19   	 17.21   	  61.04		 15.10   	  40.69		
352.48   	300.90   	 17.46   	  50.86		 15.26   	  55.95		
392.46   	397.03   	 17.66   	  40.69		 15.48   	  66.12		
379.94   	428.77(R)	 17.82(E)	  35.61		 15.75   	  86.47		
305.18   	375.37   	 17.97   	  30.52		 16.09   	 111.90		
178.83   	251.77   	 18.09   	  15.26		 16.54   	 137.33		
 31.74   	105.59   	 18.15   	   5.09		 17.09   	 172.94		
-92.47   	-13.73   	 18.17   	   5.09		 17.78   	 223.80		
-160.52   	-82.09   	 18.19   	   5.09		 18.68   	 269.58		
-166.93   	-102.54   	 18.21   	  15.26		 19.76   	 335.71		
-132.75   	-93.08   	 18.27   	  30.52		 21.10   	 401.83		
-90.03   	-69.58   	 18.39   	  55.95		 22.71   	 483.21		
-61.04   	-43.33   	 18.62   	  81.38		 24.64   	 559.51		
-49.44   	-21.97   	 18.94   	 106.82		 26.88   	 651.07		
-47.61   	-11.90   	 19.37   	 127.16		 29.48   	 742.62		
-47.30   	-13.73   	 19.88   	 142.42		 32.45   	 824.00		
-46.39   	-23.19   	 20.45   	 147.51		 35.75   	 910.47		
-45.78   	-31.74   	 21.04   	 157.68		 39.39   	 976.60		
-46.08   	-33.57   	 21.67   	 152.59		 43.30   	1032.55		
-45.17   	-28.99   	 22.28   	 157.68		 47.43   	1073.24		
-42.42   	-21.97   	 22.91   	 157.68		 51.72   	1098.67		
-38.15   	-16.17   	 23.54   	 167.85		 56.11   	1119.02		
-34.18   	-12.82   	 24.21   	 178.03		 60.59   	1124.11		
-32.35   	-12.21   	 24.92   	 183.11		 65.09   	1113.93		
-32.04   	-13.73   	 25.66   	 198.37		 69.54   	1083.41		
-33.26   	-16.17   	 26.45   	 198.37		 73.88   	1032.55		
-35.10   	-18.01   	 27.24   	 203.46		 78.01   	 956.25		
-37.23   	-17.40   	 28.06   	 198.37		 81.83   	 854.52		
-38.15   	-14.34   	 28.85   	 188.20		 85.25   	 742.62		
-36.62   	-10.07   	 29.60   	 183.11		 88.22   	 630.72		
-32.35   	 -5.19   	 30.34   	 178.03		 90.74   	 534.08		
-27.77   	 -0.92   	 31.05   	 162.77		 92.88   	 478.13		
-25.02   	  1.53   	 31.70   	 152.59		 94.79   	 437.43		
-25.02   	  2.14   	 32.31   	 137.33		 96.54   	 417.09		
-27.47   	  1.53   	 32.86   	 127.16		 98.21   	 401.83		
-28.69   	  0.00   	 33.37   	 106.82		 99.82   	 391.66		
-27.77   	 -1.53   	 33.79   	  91.56		101.38   	 366.22		
-24.11   	 -2.14   	 34.16   	  81.38		102.85   	 350.97		
-20.14   	 -1.83   	 34.49   	  61.04		104.25   	 330.62		
-17.70   	 -0.61   	 34.73   	  61.04		105.57   	 320.45		
-18.01   	  0.92   	 34.97   	  45.78		106.86   	 310.27		
-18.92   	  3.66   	 35.16   	  45.78		108.10   	 295.01		
-18.92   	  7.63   	 35.34   	  40.69		109.28   	 284.84		
-15.26   	 12.82   	 35.50   	  40.69		110.42   	 264.50		
 -8.85   	 19.23   	 35.67   	  35.61		111.47   	 239.06		
 -1.53   	 26.86   	 35.81   	  25.43		112.43   	 218.72		
  4.27   	 34.18   	 35.91   	  30.52		113.31   	 193.29		
  7.63   	 41.20   	 36.03   	  25.43		114.08   	 172.94		
  9.46   	 47.91   	 36.13   	  25.43		114.77   	 162.77		
 11.29   	 53.71   	 36.24   	  35.61		115.42   	 147.51		
 14.65   	 59.51   	 36.38   	  35.61		116.01   	 152.59		
 20.14   	 66.83   	 36.52   	  50.86		116.62   	 157.68		
 26.86   	 74.77   	 36.72   	  50.86		117.25   	 167.85		
 33.26   	 82.40   	 36.93   	  66.12		117.92   	 178.03		
 38.76   	 87.89   	 37.19   	  66.12		118.64   	 162.77		
 43.03   	 90.64   	 37.46   	  76.30		119.29   	 132.25		
 47.30   	 93.08   	 37.76   	  81.38		119.82   	  91.56		
 52.19   	 97.05   	 38.09   	  86.47		120.18   	  55.95		
 57.98   	104.06   	 38.43   	  91.56		120.41   	  40.69		
 63.17   	112.92   	 38.80   	  91.56		120.57   	  50.86		
 67.14   	122.38   	 39.17   	  96.64		120.77   	  71.21		
 70.19   	130.62   	 39.55   	  91.56		121.06   	  96.64		
 73.85   	137.33   	 39.92   	 101.73		121.44   	 106.82		
 79.04   	141.91   	 40.33   	  96.64		121.87   	 101.73		
 84.84   	143.13   	 40.71   	  91.56		122.28   	  81.38		
 89.11   	141.91   	 41.08   	  96.64		122.60   	  55.95		
 90.64   	140.38   	 41.46   	  91.56		122.83   	  35.61		
 89.72   	142.52   	 41.83   	  86.47		122.97   	  30.52		
 89.11   	148.62   	 42.18   	  81.38		123.09   	  35.61		
 88.81   	155.33   	 42.50   	  76.30		123.23   	  45.78		
 87.59   	157.17   	 42.81   	  71.21		123.42   	  66.12		
 84.23   	151.37   	 43.09   	  66.12		123.68   	  66.12		
 78.74   	139.77   	 43.36   	  55.95		123.95   	  61.04		
 72.94   	127.26   	 43.58   	  50.86		124.19   	  45.78		
 67.14   	117.80   	 43.78   	  45.78		124.37   	  25.43		
 61.34   	111.39   	 43.97   	  40.69		124.48   	  10.17		
 54.32   	105.29   	 44.13   	  30.52		124.52   	   5.09		
 46.39   	 96.74   	 44.25   	  25.43		124.54   	   5.09		
 37.84   	 84.53   	 44.35   	  20.35		124.56   	   5.09		
 29.91   	 69.27   	 44.44   	  10.17		124.58   	  10.17		
 22.58   	 53.10   	 44.48   	  10.17		124.62(S)	   0.00		
 15.87   	 37.23   	 44.52(S)	   0.00		124.62   	 -20.35		
  9.46   	 23.80   	 44.52   	  -5.09		124.54   	 -45.78		
  3.97   	 14.34   	 44.50   	 -10.17		124.35   	 -76.30		
 -1.83   	  7.93   	 44.46   	 -10.17		124.05   	-101.73		
 -7.32   	  3.66   	 44.41   	 -20.35		123.64   	-132.25		
-13.12   	 -0.31   	 44.33   	 -25.43		123.11   	-162.77		
-17.70   	 -6.41   	 44.23   	 -30.52		122.46   	-203.46		
-21.36   	-15.26   	 44.11   	 -30.52		121.65   	-264.50		
-23.50   	-24.72   	 43.99   	 -40.69		120.59   	-340.79		
-25.33   	-32.96   	 43.82   	 -45.78		119.23   	-417.09		
-26.86   	-37.84   	 43.64   	 -45.78		117.56   	-503.56		
-28.38   	-39.06   	 43.46   	 -55.95		115.54   	-584.94		
-29.91   	-38.15   	 43.23   	 -66.12		113.20   	-671.41		
-31.13   	-37.23   	 42.97   	 -66.12		110.52   	-768.05		
-32.04   	-37.23   	 42.71   	 -71.21		107.45   	-895.22		
-32.65   	-38.15   	 42.42   	 -81.38		103.87   	-1037.64		
-32.96   	-39.37   	 42.10   	 -86.47		 99.71   	-1185.14		
-33.26   	-39.06   	 41.75   	 -96.64		 94.97   	-1317.39		
-33.87   	-38.15   	 41.36   	-101.73		 89.70   	-1398.77		
-35.10   	-37.84   	 40.96   	-111.90		 84.11   	-1434.38		
-36.62   	-39.67   	 40.51   	-122.07		 78.37   	-1414.03		
-37.84   	-43.33   	 40.02   	-137.33		 72.72   	-1353.00		
-38.45   	-46.39   	 39.47   	-152.59		 67.30   	-1261.44		
-37.84   	-45.78   	 38.86   	-162.77		 62.26   	-1159.71		
-35.71   	-40.89   	 38.21   	-178.03		 57.62   	-1073.24		
-32.65   	-33.87   	 37.50   	-183.11		 53.33   	-996.94		
-29.91   	-29.91   	 36.76   	-193.29		 49.34   	-930.82		
-28.69   	-31.43   	 35.99   	-198.37		 45.62   	-869.78		
-29.30   	-36.93   	 35.20   	-208.54		 42.14   	-808.75		
-31.13   	-41.81   	 34.36   	-213.63		 38.90   	-737.54		
-32.96   	-42.42   	 33.51   	-213.63		 35.95   	-661.24		
-33.57   	-39.37   	 32.66   	-223.80		 33.31   	-574.77		
-32.96   	-35.71   	 31.76   	-228.89		 31.01   	-503.56		
-30.82   	-34.79   	 30.84   	-228.89		 28.99   	-437.43		
-28.38   	-35.40   	 29.93   	-233.98		 27.24   	-396.74		
-26.55   	-35.71   	 28.99   	-228.89		 25.66   	-361.14		
-25.33   	-33.87   	 28.08   	-228.89		 24.21   	-340.79		
-25.33   	-31.13   	 27.16   	-233.98		 22.85   	-325.53		
-25.94   	-28.99   	 26.23   	-223.80		 21.55   	-305.19		
-25.63   	-28.08   	 25.33   	-223.80		 20.33   	-274.67		
-24.41   	-28.38   	 24.44   	-213.63		 19.23   	-239.06		
-22.28   	-28.38   	 23.58   	-213.63		 18.27   	-203.46		
-20.14   	-27.77   	 22.73   	-198.37		 17.46   	-167.85		
-18.92   	-27.47   	 21.93   	-193.29		 16.79   	-142.42		
-18.62   	-26.55   	 21.16   	-183.11		 16.22   	-122.07		
-19.23   	-25.33   	 20.43   	-167.85		 15.73   	-111.90		
-20.14   	-23.19   	 19.76   	-152.59		 15.28   	-101.73		
-20.45   	-22.58   	 19.15   	-142.42		 14.87   	-106.82		
-19.53   	-24.11   	 18.58   	-132.25		 14.45   	 -91.56		
-18.31   	-28.99   	 18.05   	-111.90		 14.08   	 -86.47		
-17.40   	-34.18   	 17.60   	-101.73		 13.73   	 -66.12		
-17.09   	-36.93   	 17.19   	 -91.56		 13.47   	 -50.86		
-17.70   	-34.79   	 16.83   	 -81.38		 13.27   	 -30.52		
-18.31   	-29.60   	 16.50   	 -71.21		 13.14   	 -20.35		
-18.62   	-26.25   	 16.22   	 -61.04		 13.06   	 -10.17		
-19.84   	-28.08   	 15.97   	 -55.95		 13.02   	  -5.09		
-21.67   	-34.48   	 15.75   	 -55.95		 13.00(D)	   0.00		
-22.89   	-41.50   	 15.52   	 -40.69		 13.00   	   0.00		
-22.58   	-45.17   	 15.36   	 -40.69		 13.00   	   5.09		
-20.14   	-43.03   	 15.20   	 -35.61		 13.02   	  15.26		
-16.78   	-37.23   	 15.06   	 -25.43		 13.08   	  20.35		
-14.65   	-31.13   	 14.95   	 -15.26		 13.16   	  30.52		
-15.26   	-27.77   	 14.89   	 -15.26		 13.29   	  40.69		
-17.40   	-28.08   	 14.83   	 -15.26		 13.45   	  40.69		
-19.23   	-30.21   	 14.77   	 -10.17		 13.61   	  45.78		
-20.45   	-32.65   	 14.73   	 -10.17		 13.79   	  45.78		
-21.06   	-33.87   	 14.69   	 -10.17		 13.98   	  45.78		
-21.67   	-33.26   	 14.65   	 -10.17		 14.16   	  45.78		
-22.58   	-31.13   	 14.61   	 -15.26		 14.34   	  45.78		
-23.19   	-29.91   	 14.55   	 -15.26		 14.53   	  50.86		
-22.89   	-31.74   	 14.49   	 -15.26		 14.73   	  50.86		
-21.67   	-36.01   	 14.43   	 -15.26		 14.93   	  50.86		
-20.14   	-40.28   	 14.36   	 -15.26		 15.14   	  61.04		
-19.23   	-41.50   	 14.30   	 -10.17		 15.38   	  55.95		
-18.92   	-38.15   	 14.26   	  -5.09		 15.61   	  55.95		
-19.53   	-32.35   	 14.24   	  -5.09		 15.83   	  50.86		
-20.75   	-27.47   	 14.22   	  -5.09		 16.03   	  45.78		
-22.28   	-26.25   	 14.20(D)	   0.00		 16.22   	  40.69		
-22.89   	-28.08   	 14.20   	   5.09		 16.38   	  35.61		
-23.19   	-30.52   	 14.22   	   5.09		 16.52   	  25.43		
-22.58   	-31.74   	 14.24   	   5.09		 16.62   	  25.43		
-21.06   	-31.13   	 14.26   	   5.09		 16.72   	  20.35		
-19.23   	-29.91   	 14.28   	  10.17		 16.81   	  15.26		
-17.70   	-29.91   	 14.32   	  10.17		 16.87   	  15.26		
-17.09   	-30.82   	 14.36   	  10.17		 16.93   	   5.09		
-17.70   	-31.13   	 14.40   	  10.17		 16.95   	  10.17		
-19.53   	-29.91   	 14.45   	  15.26		 16.99   	   0.00		
-20.75   	-26.86   	 14.51   	  10.17		 16.99   	   5.09		
-20.75   	-24.11   	 14.55   	  10.17		 17.01   	   0.00		
-18.92   	-23.19   	 14.59   	  15.26		 17.01   	   0.00		
-16.48   	-24.41   	 14.65   	  10.17		 17.01   	   0.00		
-14.95   	-27.16   	 14.69   	  15.26		 17.01   	   5.09		
-15.87   	-28.99   	 14.75   	  10.17		 17.03   	   5.09		
-19.23   	-28.69   	 14.79   	  10.17		 17.05   	   5.09		
-21.97   	-25.33   	 14.83   	  10.17		 17.07   	   5.09		
-22.28   	-20.45   	 14.87   	  10.17		 17.09   	  10.17		
-19.53   	-16.17   	 14.91   	  10.17		 17.13   	   5.09		
-14.65   	-14.04   	 14.95   	  10.17		 17.15   	   5.09		
 -9.77   	-14.04   	 14.99   	   5.09		 17.17   	   5.09		
 -5.49   	-12.82   	 15.02   	   5.09		 17.19   	  10.17		
 -2.14   	 -6.41   	 15.04   	  10.17		 17.23   	   5.09		
  0.61   	  5.49   	 15.08   	   0.00		 17.25   	  10.17		
  3.36   	 20.75   	 15.08   	   5.09		 17.29   	  10.17		
  5.49   	 34.48   	 15.10   	   5.09		 17.33   	  10.17		
  7.02   	 42.72   	 15.12   	   5.09		 17.38   	  10.17		
  9.16   	 44.56   	 15.14   	   0.00		 17.42   	  10.17		
 12.51   	 42.11   	 15.14   	   5.09		 17.46   	   5.09		
 16.78   	 39.06   	 15.16   	   0.00		 17.48   	  10.17		
 21.67   	 37.23   	 15.16   	   5.09		 17.52   	   5.09		
 26.86   	 37.84   	 15.18   	   5.09		 17.54   	  10.17		
 32.65   	 42.42   	 15.20   	   0.00		 17.58   	   5.09		
 38.15   	 48.22   	 15.20   	   0.00		 17.60   	   0.00		
 42.11   	 52.80   	 15.20   	   5.09		 17.60   	   5.09		
 43.95   	 53.71   	 15.22   	   0.00		 17.62   	  -5.09		
 43.03   	 48.52   	 15.22   	   0.00		 17.60   	  -5.09		
 40.89   	 39.06   	 15.22   	   0.00		 17.58   	 -10.17		
 39.98   	 29.60   	 15.22   	   0.00		 17.54   	 -10.17		
