  I     	  II     	  AO     	  AO'		  CH2     	  CH2'		
  7.63   	 30.82   	 92.86   	-111.90		  0.18   	   0.00		
 11.60   	 35.71   	 92.41   	-122.07		  0.18   	   0.00		
 14.95   	 35.40   	 91.92   	-132.25		  0.18   	   0.00		
 16.78   	 31.43   	 91.39   	-137.33		  0.18   	   0.00		
 16.78   	 27.47   	 90.84   	-147.51		  0.18   	   0.00		
 17.09   	 27.47   	 90.25   	-152.59		  0.18   	  -5.09		
 17.40   	 33.57   	 89.64   	-167.85		  0.16   	   0.00		
 16.48   	 43.33   	 88.97   	-172.94		  0.16   	   0.00		
 13.73   	 51.57   	 88.28   	-178.03		  0.16   	   0.00		
  9.46   	 53.10   	 87.57   	-193.29		  0.16   	   0.00		
  6.10   	 46.39   	 86.80   	-193.29		  0.16   	   0.00		
  4.88   	 33.87   	 86.02   	-198.37		  0.16   	   0.00		
  6.41   	 21.67   	 85.23   	-198.37		  0.16   	   0.00		
  8.24   	 15.26   	 84.44   	-198.37		  0.16   	   0.00		
  9.46   	 15.26   	 83.64   	-198.37		  0.16   	   0.00		
  9.16   	 18.31   	 82.85   	-193.29		  0.16   	   0.00		
  8.54   	 18.92   	 82.07   	-188.20		  0.16   	   0.00		
  9.46   	 12.82   	 81.32   	-178.03		  0.16   	   0.00		
 11.60   	  1.22   	 80.61   	-172.94		  0.16   	   0.00		
 13.73   	-12.21   	 79.92   	-162.77		  0.16   	   0.00		
 15.26   	-22.89   	 79.27   	-152.59		  0.16   	   0.00		
 16.17   	-28.08   	 78.66   	-152.59		  0.16   	   0.00		
 16.48   	-29.60   	 78.05   	-137.33		  0.16   	   0.00		
 16.48   	-30.21   	 77.50   	-137.33		  0.16   	   0.00		
 16.17   	-31.43   	 76.95   	-132.25		  0.16   	   0.00		
 15.26   	-34.79   	 76.42   	-127.16		  0.16   	   0.00		
 13.73   	-37.54   	 75.91   	-122.07		  0.16   	   0.00		
 11.90   	-37.84   	 75.42   	-116.99		  0.16   	   0.00		
 10.99   	-33.26   	 74.95   	-116.99		  0.16   	   0.00		
 11.60   	-24.11   	 74.49   	-111.90		  0.16   	   0.00		
 13.73   	-11.29   	 74.04   	-106.82		  0.16   	   0.00		
 16.48   	  2.44   	 73.61   	-106.82		  0.16   	   0.00		
 18.31   	 14.04   	 73.18   	-101.73		  0.16   	   0.00		
 17.70   	 21.06   	 72.78   	 -96.64		  0.16   	   0.00		
 14.34   	 21.97   	 72.39   	 -91.56		  0.16   	   5.09		
  9.16   	 18.92   	 72.02   	 -91.56		  0.18   	   0.00		
  4.58   	 13.43   	 71.66   	 -91.56		  0.18   	   0.00		
  2.44   	  8.24   	 71.29   	 -81.38		  0.18   	   0.00		
  2.44   	  4.88   	 70.97   	 -81.38		  0.18   	   0.00		
  4.27   	  3.97   	 70.64   	 -76.30		  0.18   	   0.00		
  6.10   	  5.49   	 70.34   	 -71.21		  0.18   	   0.00		
  6.41   	  8.24   	 70.05   	 -71.21		  0.18   	   0.00		
  5.19   	 10.68   	 69.77   	 -61.04		  0.18   	   0.00		
  3.05   	 10.99   	 69.52   	 -55.95		  0.18   	   0.00		
  1.22   	  7.63   	 69.30   	 -50.86		  0.18   	   0.00		
  0.00   	  1.83   	 69.09   	 -45.78		  0.18   	   0.00		
 -0.61   	 -3.36   	 68.91   	 -40.69		  0.18   	   0.00		
 -0.92   	 -4.27   	 68.75   	 -30.52		  0.18   	   0.00		
 -1.53   	 -0.31   	 68.63   	 -30.52		  0.18   	   5.09		
 -2.14   	  6.10   	 68.50   	 -20.35		  0.20   	   0.00		
 -2.14   	  9.46   	 68.42   	 -20.35		  0.20   	   0.00		
 -1.22   	  6.41   	 68.34   	 -10.17		  0.20   	   0.00		
 -0.61   	 -2.75   	 68.30   	 -10.17		  0.20   	   0.00		
 -0.61   	-12.21   	 68.26   	  -5.09		  0.20   	   0.00		
 -1.53   	-16.78   	 68.24   	  -5.09		  0.20   	   0.00		
 -2.14   	-15.56   	 68.22   	   0.00		  0.20   	   0.00		
 -1.53   	-13.12   	 68.22   	  -5.09		  0.20   	   0.00		
  0.92   	-14.95   	 68.20   	  -5.09		  0.20   	  -5.09		
  2.44   	-23.50   	 68.18   	   0.00		  0.18   	   0.00		
  1.22   	-36.01   	 68.18   	 -10.17		  0.18   	  -5.09		
 -2.14   	-45.47   	 68.14   	  -5.09		  0.16   	   0.00		
 -4.88   	-47.91   	 68.12   	 -10.17		  0.16   	  -5.09		
 -4.88   	-43.64   	 68.08   	 -15.26		  0.14   	   0.00		
 -1.83   	-36.93   	 68.02   	 -15.26		  0.14   	  -5.09		
  1.83   	-31.74   	 67.95   	 -20.35		  0.12   	  -5.09		
  2.75   	-30.21   	 67.87   	 -20.35		  0.10   	   0.00		
  1.22   	-31.43   	 67.79   	 -30.52		  0.10   	  -5.09		
  0.00   	-32.96   	 67.67   	 -30.52		  0.08   	   0.00		
 -0.31   	-34.48   	 67.55   	 -35.61		  0.08   	  -5.09		
 -0.92   	-36.01   	 67.41   	 -35.61		  0.06   	   0.00		
 -3.97   	-37.23   	 67.26   	 -45.78		  0.06   	   0.00		
 -9.46   	-36.93   	 67.08   	 -40.69		  0.06   	   0.00		
-14.95   	-32.96   	 66.92   	 -45.78		  0.06   	   0.00		
-16.48   	-24.72   	 66.73   	 -45.78		  0.06   	   0.00		
-13.12   	-13.73   	 66.55   	 -50.86		  0.06   	   5.09		
 -7.63   	 -4.58   	 66.35   	 -50.86		  0.08   	   0.00		
 -3.97   	 -0.61   	 66.14   	 -50.86		  0.08   	   5.09		
 -3.66   	 -2.14   	 65.94   	 -50.86		  0.10   	   5.09		
 -5.80   	 -7.32   	 65.74   	 -55.95		  0.12   	   0.00		
 -7.63   	-11.90   	 65.51   	 -50.86		  0.12   	   5.09		
 -8.85   	-12.51   	 65.31   	 -55.95		  0.14   	   5.09		
 -8.85   	 -9.77   	 65.09   	 -50.86		  0.16   	   5.09		
 -8.85   	 -5.19   	 64.88   	 -55.95		  0.18   	   5.09		
 -9.46   	 -1.22   	 64.66   	 -50.86		  0.20   	   5.09		
-10.38   	  0.00   	 64.46   	 -55.95		  0.22   	   5.09		
-11.60   	 -1.22   	 64.23   	 -50.86		  0.24   	   5.09		
-13.43   	 -5.19   	 64.03   	 -55.95		  0.26   	   5.09		
-15.87   	 -9.46   	 63.80   	 -50.86		  0.28   	   0.00		
-17.70   	-13.43   	 63.60   	 -50.86		  0.28   	   5.09		
-18.92   	-15.26   	 63.40   	 -55.95		  0.31   	   0.00		
-19.84   	-15.87   	 63.17   	 -50.86		  0.31   	   5.09		
-21.06   	-16.48   	 62.97   	 -50.86		  0.33   	   0.00		
-22.58   	-18.01   	 62.77   	 -50.86		  0.33   	  -5.09		
-22.89   	-19.53   	 62.56   	 -55.95		  0.31   	   0.00		
-21.97   	-20.14   	 62.34   	 -50.86		  0.31   	   0.00		
-20.14   	-19.53   	 62.14   	 -50.86		  0.31   	  -5.09		
-18.92   	-18.31   	 61.93   	 -45.78		  0.28   	   0.00		
-18.62   	-18.31   	 61.75   	 -50.86		  0.28   	  -5.09		
-19.23   	-19.84   	 61.55   	 -50.86		  0.26   	  -5.09		
-19.23   	-21.97   	 61.34   	 -45.78		  0.24   	  -5.09		
-18.01   	-22.89   	 61.16   	 -45.78		  0.22   	  -5.09		
-16.78   	-20.45   	 60.98   	 -45.78		  0.20   	  -5.09		
-16.17   	-14.34   	 60.79   	 -40.69		  0.18   	  -5.09		
-16.78   	 -5.80   	 60.63   	 -45.78		  0.16   	  -5.09		
-18.31   	  2.75   	 60.45   	 -40.69		  0.14   	  -5.09		
-20.14   	  8.85   	 60.28   	 -40.69		  0.12   	  -5.09		
-21.67   	 11.90   	 60.12   	 -35.61		  0.10   	  -5.09		
-22.58   	 12.21   	 59.98   	 -35.61		  0.08   	   0.00		
-22.89   	 12.21   	 59.84   	 -35.61		  0.08   	  -5.09		
-22.58   	 12.51   	 59.69   	 -30.52		  0.06   	   0.00		
-21.67   	 14.04   	 59.57   	 -30.52		  0.06   	   0.00		
-20.45   	 16.17   	 59.45   	 -30.52		  0.06   	  -5.09		
-19.84   	 19.23   	 59.33   	 -25.43		  0.04   	   5.09		
-19.84   	 22.89   	 59.23   	 -20.35		  0.06   	   0.00		
-20.45   	 26.55   	 59.15   	 -25.43		  0.06   	   0.00		
-20.75   	 28.69   	 59.04   	 -15.26		  0.06   	   0.00		
-21.06   	 29.30   	 58.98   	 -20.35		  0.06   	   5.09		
-21.06   	 29.30   	 58.90   	 -10.17		  0.08   	   0.00		
-21.36   	 30.21   	 58.86   	 -15.26		  0.08   	   5.09		
-21.97   	 33.26   	 58.80   	  -5.09		  0.10   	   0.00		
-22.28   	 38.45   	 58.78   	 -10.17		  0.10   	   5.09		
-22.28   	 44.56   	 58.74   	  -5.09		  0.12   	   5.09		
-21.36   	 49.44   	 58.72   	   0.00		  0.14   	   0.00		
-20.45   	 51.27   	 58.72   	   0.00		  0.14   	   5.09		
-19.84   	 49.74   	 58.72   	   5.09		  0.16   	   5.09		
-19.53   	 47.00   	 58.74   	   0.00		  0.18   	   0.00		
-18.92   	 45.17   	 58.74   	  10.17		  0.18   	   5.09		
-17.40   	 46.69   	 58.78   	  10.17		  0.20   	   0.00		
-14.95   	 50.66   	 58.82   	  10.17		  0.20   	   5.09		
-12.21   	 55.24   	 58.86   	  10.17		  0.22   	   0.00		
-10.68   	 56.46   	 58.90   	  15.26		  0.22   	   5.09		
-10.68   	 52.80   	 58.96   	  15.26		  0.24   	   0.00		
-12.82   	 45.17   	 59.02   	  15.26		  0.24   	   5.09		
-16.78   	 34.48   	 59.08   	  20.35		  0.26   	   0.00		
-22.58   	 19.23   	 59.17   	  15.26		  0.26   	   0.00		
-28.69   	 -4.88   	 59.23   	  20.35		  0.26   	   0.00		
-31.43   	-36.93   	 59.31   	  20.35		  0.26   	   0.00		
-25.63   	-61.65   	 59.39   	  20.35		  0.26   	   0.00		
 -6.10   	-45.78   	 59.47   	  15.26		  0.26   	   0.00		
 28.99   	 49.44   	 59.53   	  20.35		  0.26   	   0.00		
 76.29   	246.58   	 59.61   	  15.26		  0.26   	   0.00		
126.95   	533.14   	 59.67   	  20.35		  0.26   	  -5.09		
167.54   	852.97   	 59.76   	  30.52		  0.24   	   0.00		
168.76   	1268.01(R)	 59.88   	  15.26		  0.24   	  -5.09		
117.80   	1256.71   	 59.94   	  10.17		  0.22   	   0.00		
 45.78   	1103.52   	 59.98   	  10.17		  0.22   	  -5.09		
-22.28   	863.04   	 60.02   	  10.17		  0.20   	   0.00		
-63.48   	600.89   	 60.06   	  10.17		  0.20   	  -5.09		
-68.05   	368.65   	 60.10   	   5.09		  0.18   	  -5.09		
-45.78   	192.87   	 60.12   	   5.09		  0.16   	   0.00		
-17.70   	 80.26   	 60.14   	   5.09		  0.16   	  -5.09		
 -3.05   	 22.28   	 60.16   	   0.00		  0.14   	   0.00		
 -5.19   	  0.31   	 60.16   	   5.09		  0.14   	  -5.09		
-15.56   	 -3.97   	 60.18   	   0.00		  0.12   	  -5.09		
-23.80   	 -5.19   	 60.18   	   0.00		  0.10   	   0.00		
-24.72   	 -9.77   	 60.18   	   5.09		  0.10   	  -5.09		
-21.06   	-18.62   	 60.20   	   0.00		  0.08   	   0.00		
-17.40   	-28.69   	 60.20   	   0.00		  0.08   	   0.00		
-16.78   	-38.15   	 60.20   	   0.00		  0.08   	  -5.09		
-18.62   	-46.39   	 60.20   	   5.09		  0.06   	   0.00		
-20.14   	-53.10   	 60.22   	   0.00		  0.06   	   0.00		
-20.75   	-57.68   	 60.22   	   0.00		  0.06   	   0.00		
-20.45   	-60.42   	 60.22   	   0.00		  0.06   	   0.00		
-19.23   	-62.56   	 60.22   	   0.00		  0.06   	   0.00		
-18.01   	-65.61   	 60.22   	   0.00		  0.06   	   0.00		
-18.01   	-69.27   	 60.22   	   0.00		  0.06   	   5.09		
-18.62   	-72.94   	 60.22   	   0.00		  0.08   	   0.00		
-18.92   	-74.77   	 60.22   	   0.00		  0.08   	   0.00		
-18.62   	-74.46   	 60.22   	   0.00		  0.08   	   0.00		
-17.70   	-72.94   	 60.22   	   0.00		  0.08   	   5.09		
-16.17   	-70.50   	 60.22   	   0.00		  0.10   	   0.00		
-15.56   	-68.36   	 60.22   	  -5.09		  0.10   	   5.09		
-14.65   	-67.44   	 60.20   	   0.00		  0.12   	   0.00		
-14.04   	-67.14   	 60.20   	  -5.09		  0.12   	   0.00		
-13.43   	-67.14   	 60.18   	   0.00		  0.12   	   5.09		
-13.73   	-66.83   	 60.18   	  -5.09		  0.14   	   0.00		
-15.87   	-65.31   	 60.16   	   0.00		  0.14   	   5.09		
-19.23   	-61.95   	 60.16   	   0.00		  0.16   	   0.00		
-22.58   	-57.98   	 60.16   	   5.09		  0.16   	   0.00		
-24.41   	-54.93   	 60.18   	   5.09		  0.16   	   0.00		
-24.41   	-54.32   	 60.20   	  10.17		  0.16   	   5.09		
-24.11   	-56.15   	 60.24   	  15.26		  0.18   	   0.00		
-24.11   	-59.51   	 60.30   	  30.52		  0.18   	   0.00		
-24.72   	-61.95   	 60.43   	  45.78		  0.18   	   0.00		
-25.94   	-63.48   	 60.61   	  66.12		  0.18   	   0.00		
-27.16   	-64.09   	 60.87   	  96.64		  0.18   	   0.00		
-27.47   	-65.31   	 61.26   	 127.16		  0.18   	   0.00		
-28.08   	-67.44   	 61.77   	 162.77		  0.18   	   0.00		
-29.30   	-70.50   	 62.42   	 193.29		  0.18   	   0.00		
-31.43   	-72.94   	 63.19   	 233.98		  0.18   	   0.00		
-34.18   	-74.16   	 64.13   	 269.58		  0.18   	   0.00		
-37.54   	-75.07   	 65.21   	 295.01		  0.18   	   0.00		
-40.59   	-76.60   	 66.39   	 330.62		  0.18   	   0.00		
-43.03   	-80.26   	 67.71   	 356.05		  0.18   	   5.09		
-44.56   	-85.14   	 69.14   	 376.40		  0.20   	   0.00		
-45.78   	-90.94   	 70.64   	 401.83		  0.20   	   5.09		
-46.39   	-96.13   	 72.25   	 412.00		  0.22   	   0.00		
-46.69   	-100.10   	 73.90   	 427.26		  0.22   	   0.00		
-46.08   	-103.45   	 75.60   	 437.43		  0.22   	   5.09		
-44.86   	-107.42   	 77.35   	 442.52		  0.24   	   0.00		
-43.64   	-112.30   	 79.12   	 447.61		  0.24   	   5.09		
-43.03   	-118.41   	 80.92   	 452.69		  0.26   	   0.00		
-42.72   	-124.82   	 82.73   	 442.52		  0.26   	   0.00		
-42.72   	-130.00   	 84.50   	 442.52		  0.26   	   0.00		
-42.11   	-133.67   	 86.27   	 437.43		  0.26   	   0.00		
-41.81   	-135.80   	 88.02   	 422.18		  0.26   	   5.09		
-42.11   	-137.02   	 89.70   	 412.00		  0.28   	   0.00		
-43.03   	-137.63   	 91.35   	 396.74		  0.28   	  -5.09		
-43.64   	-137.02   	 92.94   	 376.40		  0.26   	   0.00		
-43.33   	-135.19   	 94.45   	 361.14		  0.26   	   0.00		
-41.50   	-131.53   	 95.89   	 340.79		  0.26   	   0.00		
-38.45   	-125.43   	 97.25   	 315.36		  0.26   	   0.00		
-35.10   	-116.88   	 98.51   	 295.01		  0.26   	  -5.09		
-31.74   	-106.51   	 99.69   	 274.67		  0.24   	   0.00		
-28.69   	-94.60   	100.79   	 249.24		  0.24   	   0.00		
-25.33   	-82.40   	101.79   	 223.80		  0.24   	  -5.09		
-20.45   	-70.19   	102.69   	 203.46		  0.22   	  -5.09		
-13.73   	-57.07   	103.50   	 178.03		  0.20   	   0.00		
 -5.49   	-43.64   	104.21   	 152.59		  0.20   	  -5.09		
  2.75   	-29.91   	104.82   	 132.25		  0.18   	   0.00		
  9.16   	-16.48   	105.35   	 111.90		  0.18   	  -5.09		
 12.51   	 -4.58   	105.80   	  91.56		  0.16   	   0.00		
 13.12   	  6.71   	106.16   	  71.21		  0.16   	  -5.09		
 12.51   	 17.70   	106.45   	  55.95		  0.14   	   0.00		
 12.51   	 29.30   	106.67   	  30.52		  0.14   	  -5.09		
 13.73   	 41.20   	106.80   	  20.35		  0.12   	   0.00		
 15.56   	 51.88   	106.88(S)	   0.00		  0.12   	  -5.09		
 17.40   	 59.81   	106.88   	 -10.17		  0.10   	   0.00		
 18.01   	 65.00   	106.84   	 -25.43		  0.10   	   0.00		
 17.09   	 68.05   	106.73   	 -35.61		  0.10   	   0.00		
 14.04   	 69.27   	106.59   	 -45.78		  0.10   	  -5.09		
  9.16   	 68.97   	106.41   	 -55.95		  0.08   	   0.00		
  4.27   	 65.61   	106.18   	 -61.04		  0.08   	   0.00		
  0.61   	 59.20   	105.94   	 -71.21		  0.08   	   0.00		
 -0.61   	 50.96   	105.66   	 -76.30		  0.08   	   0.00		
  0.00   	 43.33   	105.35   	 -86.47		  0.08   	   0.00		
  0.61   	 38.15   	105.00   	 -86.47		  0.08   	   5.09		
  0.61   	 36.32   	104.66   	 -96.64		  0.10   	   0.00		
 -1.22   	 36.01   	104.27   	-101.73		  0.10   	   0.00		
 -3.36   	 35.71   	103.87   	-101.73		  0.10   	   5.09		
 -3.97   	 34.79   	103.46   	-111.90		  0.12   	   0.00		
 -2.44   	 34.79   	103.01   	-116.99		  0.12   	   5.09		
  0.61   	 36.93   	102.54   	-122.07		  0.14   	   0.00		
  3.36   	 39.98   	102.05   	-127.16		  0.14   	   5.09		
  4.88   	 43.03   	101.55   	-132.25		  0.16   	   0.00		
  4.58   	 44.56   	101.02   	-137.33		  0.16   	   5.09		
  3.36   	 44.86   	100.47   	-147.51		  0.18   	   0.00		
  3.05   	 45.47   	 99.88   	-152.59		  0.18   	   5.09		
  3.66   	 47.61   	 99.27   	-162.77		  0.20   	   0.00		
  4.88   	 51.27   	 98.62   	-167.85		  0.20   	   0.00		
  5.19   	 55.54   	 97.94   	-178.03		  0.20   	   5.09		
  4.58   	 59.81   	 97.23   	-188.20		  0.22   	   0.00		
  2.75   	 64.39   	 96.48   	-188.20		  0.22   	   0.00		
  1.83   	 68.36   	 95.73   	-198.37		  0.22   	   0.00		
  1.83   	 70.80   	 94.93   	-203.46		  0.22   	   0.00		
  2.44   	 71.11   	 94.12   	-203.46		  0.22   	   0.00		
  3.36   	 69.27   	 93.31   	-203.46		  0.22   	  -5.09		
  3.97   	 65.61   	 92.49   	-198.37		  0.20   	   0.00		
  4.27   	 62.26   	 91.70   	-198.37		  0.20   	   0.00		
  4.27   	 60.12   	 90.91   	-198.37		  0.20   	   0.00		
  4.27   	 58.90   	 90.11   	-183.11		  0.20   	  -5.09		
  4.88   	 58.29   	 89.38   	-183.11		  0.18   	   0.00		
  5.80   	 57.68   	 88.65   	-178.03		  0.18   	  -5.09		
  7.32   	 56.46   	 87.93   	-167.85		  0.16   	   0.00		
  9.16   	 54.63   	 87.26   	-162.77		  0.16   	   0.00		
 10.68   	 52.80   	 86.61   	-152.59		  0.16   	   0.00		
 12.21   	 50.96   	 86.00   	-152.59		  0.16   	  -5.09		
 12.82   	 49.44   	 85.39   	-147.51		  0.14   	   0.00		
 12.82   	 48.52   	 84.80   	-142.42		  0.14   	   0.00		
 12.21   	 46.69   	 84.23   	-142.42		  0.14   	   0.00		
 11.29   	 43.64   	 83.66   	-132.25		  0.14   	   0.00		
  9.77   	 39.98   	 83.13   	-132.25		  0.14   	   5.09		
  8.85   	 35.71   	 82.60   	-127.16		  0.16   	   0.00		
  9.16   	 31.43   	 82.10   	-127.16		  0.16   	   0.00		
 10.68   	 27.77   	 81.59   	-116.99		  0.16   	   0.00		
 12.51   	 23.80   	 81.12   	-116.99		  0.16   	   0.00		
 14.34   	 19.53   	 80.65   	-111.90		  0.16   	   0.00		
 15.26   	 15.56   	 80.20   	-106.82		  0.16   	   0.00		
 14.95   	 12.51   	 79.78   	-101.73		  0.16   	   0.00		
 13.43   	 10.07   	 79.37   	 -96.64		  0.16   	   0.00		
 10.99   	  8.24   	 78.98   	 -91.56		  0.16   	   0.00		
  7.63   	  5.49   	 78.62   	 -86.47		  0.16   	   0.00		
  3.97   	  1.83   	 78.27   	 -86.47		  0.16   	   0.00		
  0.92   	 -2.14   	 77.92   	 -76.30		  0.16   	   0.00		
 -0.92   	 -4.88   	 77.62   	 -76.30		  0.16   	   0.00		
 -1.22   	 -5.80   	 77.31   	 -71.21		  0.16   	   0.00		
 -0.31   	 -4.27   	 77.03   	 -66.12		  0.16   	   0.00		
  0.92   	 -1.22   	 76.76   	 -61.04		  0.16   	   0.00		
  1.22   	  2.14   	 76.52   	 -55.95		  0.16   	   0.00		
  0.92   	  4.58   	 76.30   	 -55.95		  0.16   	   0.00		
  0.61   	  6.10   	 76.07   	 -50.86		  0.16   	   0.00		
  0.31   	  7.32   	 75.87   	 -50.86		  0.16   	  -5.09		
 -0.31   	  9.46   	 75.67   	 -45.78		  0.14   	   0.00		
 -0.92   	 13.43   	 75.48   	 -45.78		  0.14   	   5.09		
 -1.53   	 17.70   	 75.30   	 -35.61		  0.16   	   0.00		
 -2.14   	 21.06   	 75.16   	 -40.69		  0.16   	   0.00		
 -2.14   	 23.19   	 74.99   	 -35.61		  0.16   	   0.00		
 -1.83   	 25.63   	 74.85   	 -35.61		  0.16   	   0.00		
 -0.92   	 30.21   	 74.71   	 -30.52		  0.16   	   0.00		
  0.92   	 36.62   	 74.59   	 -30.52		  0.16   	   0.00		
  2.44   	 42.11   	 74.47   	 -25.43		  0.16   	   0.00		
  3.05   	 45.17   	 74.36   	 -30.52		  0.16   	   5.09		
  3.36   	 44.86   	 74.24   	 -25.43		  0.18   	   0.00		
  3.36   	 43.03   	 74.14   	 -20.35		  0.18   	   0.00		
  4.27   	 41.20   	 74.06   	 -25.43		  0.18   	   0.00		
  5.80   	 41.20   	 73.96   	 -20.35		  0.18   	   0.00		
  7.02   	 42.42   	 73.88   	 -20.35		  0.18   	   0.00		
  7.02   	 43.33   	 73.79   	 -20.35		  0.18   	   0.00		
  6.10   	 42.42   	 73.71   	 -20.35		  0.18   	   0.00		
  5.19   	 40.28   	 73.63   	 -20.35		  0.18   	   0.00		
  4.88   	 37.23   	 73.55   	 -20.35		  0.18   	   0.00		
  5.19   	 34.79   	 73.47   	 -15.26		  0.18   	  -5.09		
  5.19   	 32.65   	 73.41   	 -20.35		  0.16   	   0.00		
  3.97   	 29.60   	 73.33   	 -25.43		  0.16   	   0.00		
  1.83   	 23.50   	 73.22   	 -20.35		  0.16   	   0.00		
  0.31   	 14.65   	 73.14   	 -25.43		  0.16   	   0.00		
  0.00   	  4.58   	 73.04   	 -25.43		  0.16   	   0.00		
  0.31   	 -3.97   	 72.94   	 -25.43		  0.16   	   0.00		
  0.61   	 -9.77   	 72.84   	 -30.52		  0.16   	   0.00		
  0.00   	-13.12   	 72.72   	 -25.43		  0.16   	   0.00		
 -1.53   	-15.26   	 72.61   	 -30.52		  0.16   	   0.00		
 -3.66   	-17.70   	 72.49   	 -35.61		  0.16   	   0.00		
 -5.80   	-19.53   	 72.35   	 -30.52		  0.16   	   0.00		
 -7.63   	-20.14   	 72.23   	 -30.52		  0.16   	   0.00		
 -9.16   	-18.01   	 72.11   	 -35.61		  0.16   	   5.09		
-10.07   	-14.04   	 71.96   	 -30.52		  0.18   	   0.00		
-11.29   	 -9.46   	 71.84   	 -35.61		  0.18   	   5.09		
-12.82   	 -4.88   	 71.70   	 -40.69		  0.20   	   0.00		
-14.34   	 -1.22   	 71.54   	 -35.61		  0.20   	   0.00		
-15.87   	  1.53   	 71.39   	 -35.61		  0.20   	   5.09		
-16.17   	  3.97   	 71.25   	 -35.61		  0.22   	   0.00		
-15.26   	  5.49   	 71.11   	 -35.61		  0.22   	   0.00		
-13.12   	  6.41   	 70.97   	 -35.61		  0.22   	   0.00		
-11.29   	  7.93   	 70.82   	 -40.69		  0.22   	   0.00		
 -9.77   	 10.07   	 70.66   	 -35.61		  0.22   	   0.00		
 -9.46   	 12.21   	 70.52   	 -40.69		  0.22   	   0.00		
 -9.46   	 14.04   	 70.36   	 -40.69		  0.22   	  -5.09		
 -9.46   	 16.48   	 70.19   	 -35.61		  0.20   	  -5.09		
 -9.46   	 20.14   	 70.05   	 -40.69		  0.18   	   0.00		
 -9.77   	 25.02   	 69.89   	 -45.78		  0.18   	 -10.17		
-10.99   	 30.52   	 69.70   	 -40.69		  0.14   	  -5.09		
-12.51   	 35.40   	 69.54   	 -40.69		  0.12   	  -5.09		
-13.43   	 38.45   	 69.38   	 -40.69		  0.10   	  -5.09		
-13.73   	 40.28   	 69.22   	 -40.69		  0.08   	  -5.09		
-13.73   	 41.81   	 69.05   	 -40.69		  0.06   	  -5.09		
-13.12   	 43.33   	 68.89   	 -35.61		  0.04   	  -5.09		
-12.82   	 43.95   	 68.75   	 -40.69		  0.02   	   0.00		
-11.90   	 43.95   	 68.59   	 -35.61		  0.02   	  -5.09		
-10.38   	 43.95   	 68.44   	 -35.61		  0.00   	   0.00		
 -8.24   	 44.25   	 68.30   	 -35.61		  0.00   	   0.00		
 -6.41   	 45.47   	 68.16   	 -30.52		  0.00   	   0.00		
 -5.19   	 46.08   	 68.04   	 -30.52		  0.00   	   5.09		
 -4.88   	 43.95   	 67.91   	 -30.52		  0.02   	   0.00		
 -5.19   	 38.15   	 67.79   	 -30.52		  0.02   	   5.09		
 -6.71   	 30.21   	 67.67   	 -25.43		  0.04   	   5.09		
 -9.46   	 21.97   	 67.57   	 -25.43		  0.06   	  10.17		
-14.34   	 12.21   	 67.47   	 -20.35		  0.10   	   5.09		
-19.84   	 -3.97   	 67.39   	 -25.43		  0.12   	   5.09		
-21.67   	-30.52   	 67.28   	 -25.43		  0.14   	  10.17		
-16.48   	-58.90   	 67.18   	 -20.35		  0.18   	   5.09		
 -0.92   	-63.78   	 67.10   	 -25.43		  0.20   	  10.17		
 25.02   	 -7.32   	 67.00   	 -20.35		  0.24   	   5.09		
 57.07   	143.43   	 66.92   	 -25.43		  0.26   	   5.09		
 89.42   	393.68   	 66.82   	 -20.35		  0.28   	  10.17		
116.27   	708.01   	 66.73   	 -25.43		  0.33   	   0.00		
133.36   	1010.13   	 66.63   	 -50.86		  0.33   	  10.17		
118.71   	1257.02(R)	 66.43   	 -25.43		  0.37   	   0.00		
 79.04   	1134.64   	 66.33   	 -25.43		  0.37   	   5.09		
 25.02   	895.39   	 66.23   	 -25.43		  0.39   	   0.00		
-26.25   	618.29   	 66.12   	 -25.43		  0.39   	   0.00		
-57.07   	373.23   	 66.02   	 -30.52		  0.39   	   0.00		
-59.81   	194.70   	 65.90   	 -25.43		  0.39   	   0.00		
-43.03   	 82.09   	 65.80   	 -25.43		  0.39   	  -5.09		
-24.72   	 16.17   	 65.70   	 -30.52		  0.37   	   0.00		
-17.70   	-22.28   	 65.57   	 -25.43		  0.37   	  -5.09		
-21.97   	-46.08   	 65.47   	 -30.52		  0.35   	   0.00		
-29.60   	-59.20   	 65.35   	 -30.52		  0.35   	  -5.09		
-34.18   	-63.78   	 65.23   	 -30.52		  0.33   	   0.00		
-34.79   	-62.26   	 65.11   	 -30.52		  0.33   	  -5.09		
-34.79   	-59.51   	 64.98   	 -30.52		  0.31   	   0.00		
-36.01   	-59.51   	 64.86   	 -35.61		  0.31   	  -5.09		
-38.45   	-64.39   	 64.72   	 -30.52		  0.28   	   0.00		
-39.98   	-72.33   	 64.60   	 -35.61		  0.28   	  -5.09		
-39.37   	-79.04   	 64.46   	 -35.61		  0.26   	   0.00		
-37.84   	-81.18   	 64.31   	 -35.61		  0.26   	  -5.09		
-36.62   	-78.13   	 64.17   	 -40.69		  0.24   	   0.00		
-36.93   	-73.55   	 64.01   	 -35.61		  0.24   	  -5.09		
-38.76   	-70.80   	 63.87   	 -40.69		  0.22   	  -5.09		
-41.50   	-71.72   	 63.70   	 -45.78		  0.20   	   0.00		
