  I     	  II     	  RV     	  RV'		  LV     	  LV'		
-42.11   	-54.02   	 12.80   	-111.90		 23.78   	-488.30		
-43.33   	-58.29   	 12.35   	 -91.56		 21.83   	-432.35		
-45.47   	-62.87   	 11.98   	 -81.38		 20.10   	-391.66		
-46.39   	-63.48   	 11.66   	 -71.21		 18.54   	-350.97		
-44.86   	-60.12   	 11.37   	 -61.04		 17.13   	-320.45		
-41.50   	-56.15   	 11.13   	 -50.86		 15.85   	-284.84		
-38.45   	-55.24   	 10.93   	 -50.86		 14.71   	-244.15		
-38.15   	-57.98   	 10.72   	 -50.86		 13.73   	-203.46		
-40.59   	-61.34   	 10.52   	 -45.78		 12.92   	-157.68		
-43.64   	-60.73   	 10.34   	 -55.95		 12.29   	-122.07		
-43.03   	-54.93   	 10.11   	 -50.86		 11.80   	 -96.64		
-39.06   	-46.69   	  9.91   	 -45.78		 11.41   	 -71.21		
-33.87   	-42.11   	  9.73   	 -40.69		 11.13   	 -66.12		
-31.43   	-43.64   	  9.56   	 -30.52		 10.86   	 -55.95		
-33.57   	-50.05   	  9.44   	 -15.26		 10.64   	 -50.86		
-39.06   	-57.37   	  9.38(D)	   0.00		 10.44   	 -45.78		
-43.33   	-60.42   	  9.38   	   5.09		 10.25   	 -35.61		
-43.33   	-57.98   	  9.40   	  15.26		 10.11   	 -30.52		
-40.28   	-51.88   	  9.46   	  20.35		  9.99   	 -15.26		
-37.54   	-47.61   	  9.54   	  25.43		  9.93   	  -5.09		
-37.23   	-47.61   	  9.64   	  30.52		  9.91(D)	   0.00		
-39.06   	-50.96   	  9.77   	  35.61		  9.91   	   5.09		
-40.89   	-54.63   	  9.91   	  35.61		  9.93   	  10.17		
-41.81   	-55.54   	 10.05   	  40.69		  9.97   	  15.26		
-41.20   	-53.71   	 10.21   	  50.86		 10.03   	  10.17		
-40.59   	-51.57   	 10.42   	  50.86		 10.07   	  15.26		
-40.59   	-51.57   	 10.62   	  55.95		 10.13   	  15.26		
-40.59   	-54.93   	 10.84   	  61.04		 10.19   	  20.35		
-41.50   	-59.51   	 11.09   	  61.04		 10.27   	  25.43		
-42.11   	-63.48   	 11.33   	  55.95		 10.38   	  25.43		
-41.81   	-64.39   	 11.56   	  55.95		 10.48   	  30.52		
-39.67   	-61.65   	 11.78   	  55.95		 10.60   	  30.52		
-36.32   	-56.15   	 12.00   	  45.78		 10.72   	  30.52		
-33.57   	-49.74   	 12.19   	  50.86		 10.84   	  35.61		
-32.35   	-45.47   	 12.39   	  40.69		 10.99   	  30.52		
-33.26   	-44.56   	 12.55   	  45.78		 11.11   	  30.52		
-35.40   	-47.61   	 12.74   	  35.61		 11.23   	  35.61		
-38.15   	-51.88   	 12.88   	  35.61		 11.37   	  35.61		
-39.06   	-54.63   	 13.02   	  30.52		 11.52   	  40.69		
-38.76   	-55.54   	 13.14   	  30.52		 11.68   	  40.69		
-36.93   	-54.63   	 13.27   	  20.35		 11.84   	  45.78		
-35.10   	-53.41   	 13.35   	  25.43		 12.02   	  45.78		
-34.18   	-52.80   	 13.45   	  25.43		 12.21   	  45.78		
-36.32   	-53.10   	 13.55   	  30.52		 12.39   	  50.86		
-40.28   	-54.32   	 13.67   	  35.61		 12.59   	  40.69		
-43.64   	-56.15   	 13.81   	  35.61		 12.76   	  40.69		
-44.86   	-58.29   	 13.96   	  40.69		 12.92   	  40.69		
-43.03   	-58.90   	 14.12   	  35.61		 13.08   	  35.61		
-39.37   	-56.46   	 14.26   	  40.69		 13.22   	  35.61		
-35.71   	-51.88   	 14.43   	  30.52		 13.37   	  35.61		
-34.18   	-48.22   	 14.55   	  20.35		 13.51   	  30.52		
-34.48   	-46.39   	 14.63   	  15.26		 13.63   	  30.52		
-35.71   	-46.39   	 14.69   	  10.17		 13.75   	  30.52		
-37.23   	-46.69   	 14.73   	   5.09		 13.88   	  25.43		
-37.54   	-46.08   	 14.75   	   5.09		 13.98   	  25.43		
-36.32   	-45.47   	 14.77   	   5.09		 14.08   	  20.35		
-33.87   	-44.56   	 14.79   	   5.09		 14.16   	  25.43		
-29.91   	-42.72   	 14.81   	  10.17		 14.26   	  20.35		
-25.33   	-38.45   	 14.85   	  15.26		 14.34   	  20.35		
-20.14   	-30.21   	 14.91   	  20.35		 14.43   	  20.35		
-16.48   	-20.14   	 14.99   	  20.35		 14.51   	  25.43		
-15.56   	-10.68   	 15.08   	  20.35		 14.61   	  20.35		
-16.48   	 -3.66   	 15.16   	  20.35		 14.69   	  20.35		
-17.09   	  1.53   	 15.24   	  20.35		 14.77   	  15.26		
-14.95   	  6.10   	 15.32   	  15.26		 14.83   	  15.26		
-10.38   	 10.07   	 15.38   	  20.35		 14.89   	  15.26		
 -5.49   	 13.43   	 15.46   	  10.17		 14.95   	  10.17		
 -1.83   	 16.17   	 15.50   	  10.17		 14.99   	  10.17		
  1.22   	 21.06   	 15.54   	   5.09		 15.04   	   5.09		
  4.58   	 28.99   	 15.56   	  -5.09		 15.06   	   5.09		
  9.46   	 37.23   	 15.54   	  -5.09		 15.08   	   0.00		
 15.56   	 40.28   	 15.52   	 -15.26		 15.08   	   0.00		
 20.14   	 34.48   	 15.46   	 -15.26		 15.08   	  -5.09		
 23.19   	 21.36   	 15.40   	 -20.35		 15.06   	 -10.17		
 25.94   	  8.24   	 15.32   	 -25.43		 15.02   	 -15.26		
 28.69   	  1.22   	 15.22   	 -30.52		 14.95   	 -15.26		
 30.82   	  1.22   	 15.10   	 -35.61		 14.89   	 -15.26		
 29.60   	  3.05   	 14.95   	 -35.61		 14.83   	 -15.26		
 22.58   	  1.22   	 14.81   	 -40.69		 14.77   	 -10.17		
 10.07   	 -4.88   	 14.65   	 -40.69		 14.73   	   0.00		
 -5.19   	-12.51   	 14.49   	 -30.52		 14.73   	   0.00		
-19.23   	-19.84   	 14.36   	 -20.35		 14.73   	  15.26		
-30.21   	-25.94   	 14.28   	   5.09		 14.79   	  20.35		
-37.54   	-31.13   	 14.30   	  25.43		 14.87   	  25.43		
-42.42   	-35.40   	 14.40   	  45.78		 14.97   	  30.52		
-45.47   	-39.06   	 14.59   	  66.12		 15.10   	  35.61		
-47.30   	-41.50   	 14.85   	  71.21		 15.24   	  35.61		
-48.22   	-42.42   	 15.14   	  71.21		 15.38   	  30.52		
-47.91   	-43.95   	 15.42   	  66.12		 15.50   	  25.43		
-47.00   	-47.00   	 15.69   	  55.95		 15.61   	  20.35		
-46.08   	-51.27   	 15.91   	  45.78		 15.69   	  15.26		
-45.78   	-55.85   	 16.09   	  30.52		 15.75   	  10.17		
-45.78   	-58.59   	 16.22   	  10.17		 15.79   	  10.17		
-44.86   	-56.76   	 16.26   	 -10.17		 15.83   	   0.00		
-43.03   	-50.96   	 16.22   	 -30.52		 15.83   	  -5.09		
-40.89   	-43.95   	 16.09   	 -45.78		 15.81   	 -10.17		
-40.59   	-39.37   	 15.91   	 -45.78		 15.77   	 -15.26		
-41.50   	-39.67   	 15.73   	 -40.69		 15.71   	 -25.43		
-42.42   	-43.64   	 15.56   	 -25.43		 15.61   	 -25.43		
-41.81   	-46.39   	 15.46   	  -5.09		 15.50   	 -25.43		
-40.59   	-45.47   	 15.44   	  25.43		 15.40   	 -20.35		
-38.76   	-42.42   	 15.54   	  50.86		 15.32   	 -15.26		
-38.45   	-39.37   	 15.75   	  76.30		 15.26   	 -10.17		
-39.98   	-39.06   	 16.05   	  91.56		 15.22   	   0.00		
-41.50   	-42.11   	 16.42   	  96.64		 15.22(E)	  10.17		
-39.67   	-45.78   	 16.81   	 101.73		 15.26   	  15.26		
-27.77   	-46.39   	 17.21   	  91.56		 15.32   	  25.43		
  2.14   	-39.67   	 17.58   	  81.38		 15.42   	  20.35		
 54.93   	-18.31   	 17.90   	  61.04		 15.50   	  30.52		
128.78   	 26.55   	 18.15   	  35.61		 15.63   	  30.52		
215.76   	102.84   	 18.29   	  15.26		 15.75   	  30.52		
303.04   	208.74   	 18.35   	 -10.17		 15.87   	  30.52		
373.84   	319.21   	 18.31   	 -25.43		 15.99   	  40.69		
407.41   	392.76(R)	 18.21   	 -35.61		 16.15   	  40.69		
383.30   	391.85   	 18.07   	 -35.61		 16.32   	  55.95		
291.75   	307.92   	 17.92   	 -30.52		 16.54   	  76.30		
148.62   	170.90   	 17.80(E)	  -5.09		 16.85   	  96.64		
 -6.71   	 32.96   	 17.78   	  15.26		 17.23   	 132.25		
-126.34   	-63.48   	 17.84   	  50.86		 17.76   	 172.94		
-180.05   	-107.12   	 18.05   	  81.38		 18.45   	 228.89		
-170.29   	-111.08   	 18.37   	 111.90		 19.37   	 289.93		
-127.26   	-94.60   	 18.82   	 127.16		 20.53   	 350.97		
-85.14   	-71.72   	 19.33   	 127.16		 21.93   	 432.35		
-62.26   	-50.96   	 19.84   	 122.07		 23.66   	 508.65		
-57.07   	-37.23   	 20.33   	 116.99		 25.70   	 600.20		
-57.37   	-33.26   	 20.79   	 116.99		 28.10   	 686.67		
-54.63   	-36.62   	 21.26   	 122.07		 30.84   	 778.23		
-48.22   	-40.59   	 21.75   	 132.25		 33.96   	 869.78		
-43.64   	-39.98   	 22.28   	 132.25		 37.44   	 946.08		
-43.64   	-33.87   	 22.81   	 142.42		 41.22   	1027.46		
-45.78   	-25.63   	 23.38   	 157.68		 45.33   	1088.50		
-47.00   	-19.84   	 24.01   	 178.03		 49.68   	1134.28		
-45.78   	-18.01   	 24.72   	 208.54		 54.22   	1159.71		
-42.72   	-19.53   	 25.55   	 239.06		 58.86   	1159.71		
-41.50   	-24.11   	 26.51   	 274.67		 63.50   	1149.54		
-42.42   	-28.38   	 27.61   	 295.01		 68.10   	1113.93		
-44.25   	-30.52   	 28.79   	 300.10		 72.55   	1073.24		
-43.64   	-28.99   	 29.99   	 289.93		 76.85   	1012.20		
-40.59   	-24.72   	 31.15   	 259.41		 80.89   	 935.91		
-36.62   	-19.53   	 32.19   	 233.98		 84.64   	 844.35		
-33.87   	-14.04   	 33.12   	 198.37		 88.02   	 742.62		
-33.26   	-10.07   	 33.92   	 167.85		 90.99   	 651.07		
-33.87   	 -7.93   	 34.59   	 137.33		 93.59   	 569.68		
-34.18   	 -7.93   	 35.14   	 111.90		 95.87   	 513.73		
-33.87   	 -8.85   	 35.58   	  81.38		 97.92   	 478.13		
-32.65   	 -9.16   	 35.91   	  55.95		 99.84   	 447.61		
-31.43   	 -7.32   	 36.13   	  20.35		101.63   	 422.18		
-29.91   	 -4.58   	 36.22   	  -5.09		103.32   	 396.74		
-27.16   	 -1.83   	 36.20   	 -25.43		104.90   	 366.22		
-23.19   	  0.61   	 36.09   	 -40.69		106.37   	 340.79		
-18.92   	  3.05   	 35.93   	 -40.69		107.73   	 320.45		
-15.56   	  6.41   	 35.77   	 -40.69		109.01   	 310.27		
-14.65   	 10.07   	 35.61   	 -35.61		110.25   	 300.10		
-15.26   	 12.51   	 35.46   	 -30.52		111.45   	 289.93		
-15.87   	 14.04   	 35.34   	 -25.43		112.61   	 274.67		
-14.04   	 15.26   	 35.24   	 -25.43		113.71   	 264.50		
 -9.46   	 18.01   	 35.14   	 -25.43		114.77   	 239.06		
 -3.66   	 23.19   	 35.04   	 -10.17		115.73   	 228.89		
  2.44   	 31.43   	 34.99   	  -5.09		116.64   	 218.72		
  7.93   	 40.59   	 34.97   	  15.26		117.52   	 228.89		
 13.73   	 49.13   	 35.04   	  25.43		118.43   	 233.98		
 19.53   	 54.63   	 35.14   	  40.69		119.37   	 223.80		
 24.72   	 56.76   	 35.30   	  55.95		120.26   	 178.03		
 28.08   	 57.37   	 35.52   	  66.12		120.98   	 116.99		
 30.21   	 59.20   	 35.79   	  81.38		121.44   	  61.04		
 32.65   	 65.00   	 36.11   	  91.56		121.69   	  30.52		
 36.93   	 75.68   	 36.48   	 101.73		121.81   	  35.61		
 43.64   	 88.81   	 36.89   	 116.99		121.95   	  76.30		
 50.66   	101.62   	 37.35   	 116.99		122.26   	 127.16		
 57.37   	110.78   	 37.82   	 122.07		122.77   	 167.85		
 63.78   	115.66   	 38.31   	 122.07		123.44   	 183.11		
 69.89   	117.49   	 38.80   	 106.82		124.17   	 178.03		
 74.16   	117.49   	 39.23   	  91.56		124.88   	 147.51		
 76.29   	118.41   	 39.59   	  81.38		125.47   	 122.07		
 76.29   	121.46   	 39.92   	  71.21		125.96   	 101.73		
 76.90   	128.17   	 40.20   	  61.04		126.37   	  91.56		
 80.26   	137.94   	 40.45   	  55.95		126.73   	  96.64		
 85.45   	147.09   	 40.67   	  55.95		127.12   	 106.82		
 90.03   	151.06   	 40.90   	  50.86		127.55   	 106.82		
 90.94   	148.32   	 41.10   	  50.86		127.98   	 101.73		
 86.98   	139.47   	 41.30   	  45.78		128.38   	  86.47		
 81.18   	128.48   	 41.49   	  45.78		128.73   	  61.04		
 75.99   	119.93   	 41.67   	  35.61		128.97   	  40.69		
 72.63   	115.05   	 41.81   	  30.52		129.13   	  15.26		
 70.19   	112.00   	 41.93   	  20.35		129.20   	  15.26		
 65.92   	107.12   	 42.01   	  10.17		129.26   	  10.17		
 58.29   	 97.66   	 42.05   	   5.09		129.30   	  25.43		
 48.22   	 83.62   	 42.08(S)	  -5.09		129.40   	  25.43		
 38.15   	 67.44   	 42.05   	 -10.17		129.50   	  25.43		
 30.52   	 53.71   	 42.01   	 -20.35		129.60   	  20.35		
 24.41   	 43.64   	 41.93   	 -30.52		129.68   	   5.09		
 18.01   	 36.62   	 41.81   	 -30.52		129.70(S)	  -5.09		
  9.46   	 28.08   	 41.69   	 -40.69		129.68   	 -25.43		
 -0.92   	 15.56   	 41.53   	 -45.78		129.58   	 -35.61		
-10.38   	  0.31   	 41.34   	 -50.86		129.44   	 -55.95		
-17.70   	-13.12   	 41.14   	 -50.86		129.22   	 -76.30		
-22.58   	-20.45   	 40.94   	 -55.95		128.91   	-106.82		
-25.63   	-21.67   	 40.71   	 -61.04		128.48   	-157.68		
-28.38   	-21.06   	 40.47   	 -61.04		127.85   	-218.72		
-31.13   	-24.41   	 40.22   	 -71.21		126.98   	-289.93		
-32.96   	-32.96   	 39.94   	 -71.21		125.82   	-366.22		
-33.87   	-43.03   	 39.65   	 -86.47		124.35   	-437.43		
-34.18   	-48.83   	 39.31   	 -96.64		122.60   	-493.39		
-34.48   	-47.30   	 38.92   	-106.82		120.63   	-549.34		
-34.79   	-41.81   	 38.49   	-122.07		118.43   	-630.72		
-34.48   	-37.23   	 38.01   	-132.25		115.91   	-752.79		
-34.48   	-38.45   	 37.48   	-142.42		112.90   	-925.73		
-35.71   	-44.86   	 36.91   	-152.59		109.20   	-1124.11		
-39.06   	-52.49   	 36.30   	-162.77		104.70   	-1317.39		
-43.33   	-57.98   	 35.65   	-172.94		 99.43   	-1464.90		
-47.00   	-59.51   	 34.95   	-183.11		 93.57   	-1536.11		
-47.30   	-58.29   	 34.22   	-203.46		 87.43   	-1541.19		
-45.47   	-55.54   	 33.41   	-218.72		 81.26   	-1480.16		
-43.33   	-53.10   	 32.53   	-233.98		 75.34   	-1388.60		
-42.72   	-50.35   	 31.60   	-239.06		 69.79   	-1281.79		
-43.64   	-47.30   	 30.64   	-244.15		 64.66   	-1195.32		
-45.47   	-44.86   	 29.66   	-239.06		 59.88   	-1129.19		
-46.08   	-44.86   	 28.71   	-239.06		 55.36   	-1083.41		
-45.78   	-47.91   	 27.75   	-233.98		 51.03   	-1037.64		
-45.17   	-52.19   	 26.82   	-239.06		 46.88   	-981.68		
-44.25   	-54.93   	 25.86   	-244.15		 42.95   	-910.47		
-42.72   	-53.41   	 24.88   	-244.15		 39.31   	-813.83		
-41.81   	-48.52   	 23.91   	-244.15		 36.05   	-707.02		
-41.81   	-43.03   	 22.93   	-239.06		 33.22   	-615.46		
-42.72   	-41.20   	 21.97   	-233.98		 30.76   	-528.99		
-43.64   	-43.03   	 21.04   	-218.72		 28.65   	-478.13		
-42.42   	-46.08   	 20.16   	-208.54		 26.73   	-437.43		
-38.45   	-47.61   	 19.33   	-198.37		 24.98   	-417.09		
-33.57   	-45.78   	 18.54   	-188.20		 23.32   	-396.74		
-31.13   	-43.03   	 17.78   	-178.03		 21.73   	-366.22		
-32.96   	-40.89   	 17.07   	-178.03		 20.26   	-325.53		
-36.93   	-40.59   	 16.36   	-162.77		 18.96   	-274.67		
-40.59   	-41.50   	 15.71   	-152.59		 17.86   	-218.72		
-41.20   	-41.50   	 15.10   	-132.25		 16.99   	-167.85		
-39.06   	-39.67   	 14.57   	-111.90		 16.32   	-132.25		
-35.71   	-36.62   	 14.12   	 -86.47		 15.79   	-111.90		
-33.87   	-34.79   	 13.77   	 -66.12		 15.34   	-106.82		
-33.87   	-36.62   	 13.51   	 -50.86		 14.91   	-106.82		
-35.10   	-42.72   	 13.31   	 -40.69		 14.49   	-106.82		
-36.32   	-50.05   	 13.14   	 -30.52		 14.06   	-106.82		
-36.93   	-55.54   	 13.02   	 -25.43		 13.63   	 -96.64		
-35.71   	-56.76   	 12.92   	 -25.43		 13.25   	 -81.38		
-33.26   	-54.02   	 12.82   	 -20.35		 12.92   	 -61.04		
-31.43   	-50.35   	 12.74   	 -15.26		 12.68   	 -35.61		
-31.74   	-47.61   	 12.68   	  -5.09		 12.53   	 -25.43		
-33.87   	-46.39   	 12.66(D)	   0.00		 12.43   	 -15.26		
-36.93   	-44.25   	 12.66   	  10.17		 12.37   	 -10.17		
-38.45   	-41.50   	 12.70   	  20.35		 12.33   	 -10.17		
-37.23   	-39.37   	 12.78   	  25.43		 12.29   	 -10.17		
-33.87   	-38.45   	 12.88   	  25.43		 12.25   	 -10.17		
-30.82   	-40.59   	 12.98   	  25.43		 12.21   	  -5.09		
-30.52   	-45.47   	 13.08   	  20.35		 12.19(D)	   0.00		
-33.26   	-50.66   	 13.16   	  20.35		 12.19   	  15.26		
-36.93   	-53.41   	 13.25   	  10.17		 12.25   	  20.35		
-39.37   	-54.63   	 13.29   	  10.17		 12.33   	  30.52		
-39.98   	-54.63   	 13.33   	   0.00		 12.45   	  35.61		
-38.76   	-55.54   	 13.33   	   0.00		 12.59   	  30.52		
-37.23   	-57.68   	 13.33   	  -5.09		 12.72   	  35.61		
-36.01   	-59.51   	 13.31   	  -5.09		 12.86   	  30.52		
-36.01   	-60.12   	 13.29   	  -5.09		 12.98   	  30.52		
-36.93   	-59.51   	 13.27   	  -5.09		 13.10   	  25.43		
-38.45   	-58.59   	 13.25   	   5.09		 13.20   	  35.61		
-40.28   	-58.90   	 13.27   	   5.09		 13.35   	  35.61		
-41.20   	-60.73   	 13.29   	  10.17		 13.49   	  35.61		
-40.59   	-63.17   	 13.33   	  15.26		 13.63   	  45.78		
-38.15   	-65.31   	 13.39   	  20.35		 13.81   	  40.69		
-36.62   	-66.53   	 13.47   	  20.35		 13.98   	  40.69		
-36.62   	-66.53   	 13.55   	  25.43		 14.14   	  40.69		
-38.15   	-64.39   	 13.65   	  25.43		 14.30   	  40.69		
-40.28   	-60.73   	 13.75   	  20.35		 14.47   	  35.61		
-41.20   	-56.46   	 13.84   	  20.35		 14.61   	  35.61		
-40.28   	-53.10   	 13.92   	  25.43		 14.75   	  35.61		
-38.45   	-52.80   	 14.02   	  20.35		 14.89   	  40.69		
-38.15   	-56.76   	 14.10   	  25.43		 15.06   	  35.61		
-39.06   	-62.26   	 14.20   	  25.43		 15.20   	  40.69		
-40.59   	-67.14   	 14.30   	  30.52		 15.36   	  35.61		
-40.59   	-68.97   	 14.43   	  30.52		 15.50   	  35.61		
-39.06   	-68.05   	 14.55   	  25.43		 15.65   	  35.61		
-36.93   	-66.53   	 14.65   	  25.43		 15.79   	  25.43		
-36.32   	-66.83   	 14.75   	  25.43		 15.89   	  25.43		
-37.23   	-70.50   	 14.85   	  15.26		 15.99   	  20.35		
-37.84   	-75.07   	 14.91   	  15.26		 16.07   	  15.26		
-37.84   	-78.13   	 14.97   	  10.17		 16.13   	  15.26		
-37.54   	-76.60   	 15.02   	  10.17		 16.20   	  10.17		
-37.54   	-72.02   	 15.06   	  10.17		 16.24   	  10.17		
-38.15   	-66.83   	 15.10   	  10.17		 16.28   	  10.17		
-37.84   	-63.78   	 15.14   	  10.17		 16.32   	  10.17		
-34.79   	-62.26   	 15.18   	  10.17		 16.36   	   5.09		
-28.69   	-57.98   	 15.22   	   5.09		 16.38   	  10.17		
-21.67   	-48.22   	 15.24   	   5.09		 16.42   	   5.09		
-16.78   	-33.57   	 15.26   	   5.09		 16.44   	   0.00		
-15.26   	-19.53   	 15.28   	   0.00		 16.44   	   5.09		
-16.17   	-10.68   	 15.28   	   5.09		 16.46   	   5.09		
-17.09   	 -8.85   	 15.30   	   0.00		 16.48   	   0.00		
-15.56   	 -9.77   	 15.30   	   5.09		 16.48   	   5.09		
-11.60   	 -7.02   	 15.32   	   0.00		 16.50   	   5.09		
 -5.49   	  2.44   	 15.32   	   5.09		 16.52   	   5.09		
  1.53   	 17.40   	 15.34   	   0.00		 16.54   	   5.09		
  7.93   	 31.74   	 15.34   	   0.00		 16.56   	   5.09		
 13.12   	 40.28   	 15.34   	  -5.09		 16.58   	  10.17		
 15.87   	 41.50   	 15.32   	   0.00		 16.62   	   5.09		
 16.48   	 36.32   	 15.32   	  -5.09		 16.64   	   0.00		
 16.17   	 28.38   	 15.30   	  -5.09		 16.64   	   0.00		
 17.40   	 20.45   	 15.28   	  -5.09		 16.64   	   0.00		
 19.84   	 14.65   	 15.26   	 -10.17		 16.64   	  -5.09		
 23.19   	 11.29   	 15.22   	  -5.09		 16.62   	  -5.09		
 24.11   	  7.63   	 15.20   	 -10.17		 16.60   	 -10.17		
 20.75   	  0.61   	 15.16   	 -10.17		 16.56   	  -5.09		
 13.12   	 -9.46   	 15.12   	 -10.17		 16.54   	   0.00		
  2.44   	-20.14   	 15.08   	 -10.17		 16.54   	  10.17		
-10.07   	-28.99   	 15.04   	 -15.26		 16.58   	  10.17		
-22.58   	-36.32   	 14.97   	 -10.17		 16.62   	  20.35		
-35.40   	-44.56   	 14.93   	  -5.09		 16.70   	  30.52		
-45.78   	-55.24   	 14.91   	   5.09		 16.83   	  25.43		
-52.19   	-66.22   	 14.93   	  10.17		 16.93   	  30.52		
-52.49   	-73.55   	 14.97   	  25.43		 17.05   	  30.52		
-48.52   	-76.90   	 15.08   	  35.61		 17.17   	  20.35		
-43.95   	-79.35   	 15.22   	  45.78		 17.25   	  25.43		
-42.42   	-85.45   	 15.40   	  45.78		 17.35   	  25.43		
-44.56   	-93.99   	 15.58   	  45.78		 17.46   	  30.52		
-48.52   	-99.79   	 15.77   	  40.69		 17.58   	  25.43		
-51.57   	-99.49   	 15.93   	  30.52		 17.68   	  30.52		
-52.49   	-93.99   	 16.05   	  10.17		 17.80   	  20.35		
-52.19   	-88.20   	 16.09   	 -10.17		 17.88   	  15.26		
-50.96   	-85.75   	 16.05   	 -30.52		 17.94   	   5.09		
-49.13   	-86.36   	 15.93   	 -55.95		 17.97   	  -5.09		
-46.69   	-86.67   	 15.71   	 -66.12		 17.94   	 -10.17		
-43.95   	-83.92   	 15.44   	 -71.21		 17.90   	 -15.26		
-43.33   	-79.96   	 15.16   	 -66.12		 17.84   	 -15.26		
-44.86   	-77.21   	 14.89   	 -50.86		 17.78   	 -10.17		
-47.30   	-77.21   	 14.69   	 -30.52		 17.74   	  -5.09		
-47.91   	-79.96   	 14.57   	  -5.09		 17.72   	   5.09		
-46.39   	-83.31   	 14.55   	  20.35		 17.74(E)	  15.26		
-44.56   	-84.53   	 14.63   	  40.69		 17.80   	  20.35		
-42.72   	-80.26   	 14.79   	  55.95		 17.88   	  25.43		
-37.84   	-68.66   	 15.02   	  61.04		 17.99   	  35.61		
-21.36   	-48.52   	 15.26   	  61.04		 18.13   	  35.61		
 15.87   	-19.84   	 15.50   	  55.95		 18.27   	  45.78		
 77.51   	 20.75   	 15.73   	  40.69		 18.45   	  45.78		
159.00   	 79.96   	 15.89   	  30.52		 18.64   	  45.78		
248.72   	163.27   	 16.01   	   5.09		 18.82   	  45.78		
331.73   	263.37   	 16.03   	 -15.26		 19.00   	  45.78		
390.63   	350.34   	 15.97   	 -40.69		 19.19   	  40.69		
407.41   	383.00(R)	 15.81   	 -50.86		 19.35   	  40.69		
366.52   	334.17   	 15.61   	 -50.86		 19.51   	  50.86		
265.20   	213.01   	 15.40   	 -40.69		 19.72   	  71.21		
125.43   	 64.09   	 15.24   	 -20.35		 20.00   	  96.64		
-14.65   	-58.90   	 15.16(E)	   5.09		 20.39   	 132.25		
-114.75   	-125.12   	 15.18   	  25.43		 20.92   	 188.20		
-153.50   	-137.02   	 15.28   	  50.86		 21.67   	 244.15		
-140.38   	-117.19   	 15.48   	  61.04		 22.64   	 310.27		
-103.76   	-87.89   	 15.73   	  81.38		 23.89   	 391.66		
-71.41   	-61.04   	 16.05   	  96.64		 25.45   	 478.13		
-55.54   	-43.33   	 16.44   	 132.25		 27.37   	 579.86		
-53.71   	-37.54   	 16.97   	 162.77		 29.68   	 686.67		
-56.76   	-42.72   	 17.62   	 203.46		 32.43   	 793.49		
-58.29   	-53.10   	 18.43   	 233.98		 35.61   	 905.39		
-56.76   	-61.04   	 19.37   	 239.06		 39.23   	 996.94		
-53.41   	-61.34   	 20.33   	 239.06		 43.21   	1078.33		
-49.44   	-56.15   	 21.28   	 218.72		 47.53   	1134.28		
-46.08   	-50.35   	 22.16   	 198.37		 52.06   	1164.80		
-44.25   	-47.00   	 22.95   	 178.03		 56.72   	1180.06		
-44.56   	-47.30   	 23.66   	 157.68		 61.44   	1174.97		
-45.78   	-49.13   	 24.29   	 147.51		 66.14   	1159.71		
-46.08   	-50.66   	 24.88   	 147.51		 70.78   	1124.11		
-44.25   	-50.35   	 25.47   	 157.68		 75.28   	1073.24		
-41.20   	-48.52   	 26.10   	 172.94		 79.57   	1007.12		
-39.06   	-45.47   	 26.80   	 193.29		 83.60   	 920.65		
-39.37   	-42.72   	 27.57   	 213.63		 87.28   	 829.09		
-41.20   	-40.89   	 28.42   	 239.06		 90.60   	 737.54		
-42.42   	-38.76   	 29.38   	 249.24		 93.55   	 645.98		
-41.50   	-35.40   	 30.38   	 254.32		 96.13   	 569.68		
-38.45   	-31.13   	 31.39   	 239.06		 98.41   	 513.73		
-35.10   	-26.86   	 32.35   	 203.46		100.47   	 462.87		
-33.57   	-23.19   	 33.16   	 167.85		102.32   	 427.26		
-34.18   	-19.23   	 33.84   	 116.99		104.03   	 401.83		
-36.32   	-15.87   	 34.30   	  81.38		105.64   	 371.31		
-37.23   	-14.04   	 34.63   	  40.69		107.12   	 345.88		
-36.01   	-13.43   	 34.79   	  15.26		108.50   	 330.62		
-32.35   	-13.12   	 34.85   	  -5.09		109.83   	 310.27		
-26.55   	-11.60   	 34.83   	 -10.17		111.07   	 295.01		
-21.06   	 -7.63   	 34.79   	 -20.35		112.25   	 279.75		
-16.78   	 -3.05   	 34.71   	 -25.43		113.37   	 259.41		
-14.04   	  0.92   	 34.61   	 -35.61		114.40   	 233.98		
-11.90   	  4.27   	 34.47   	 -40.69		115.34   	 213.63		
-10.07   	  8.54   	 34.30   	 -45.78		116.19   	 213.63		
 -7.93   	 14.04   	 34.12   	 -50.86		117.05   	 233.98		
 -5.49   	 20.45   	 33.92   	 -45.78		117.99   	 249.24		
 -2.14   	 26.25   	 33.73   	 -25.43		118.98   	 264.50		
  1.83   	 30.82   	 33.63   	 -15.26		120.04   	 249.24		
  7.02   	 35.10   	 33.57   	   5.09		121.04   	 208.54		
 13.73   	 40.89   	 33.59   	  20.35		121.87   	 162.77		
 20.75   	 47.91   	 33.67   	  40.69		122.52   	 122.07		
 27.77   	 55.54   	 33.84   	  50.86		123.01   	 116.99		
 33.26   	 62.56   	 34.04   	  61.04		123.48   	 127.16		
 36.32   	 68.66   	 34.28   	  71.21		123.99   	 152.59		
