  I     	  II     	  PW     	  PW'		  CH2     	  CH2'		
-54.32   	-121.77   	 16.93   	  81.38		  0.92   	   0.00		
-56.15   	-115.97   	 17.25   	  91.56		  0.92   	   0.00		
-55.24   	-110.78   	 17.62   	  86.47		  0.92   	  -5.09		
-52.80   	-108.03   	 17.97   	  76.30		  0.90   	   0.00		
-50.66   	-106.81   	 18.27   	  66.12		  0.90   	   0.00		
-51.57   	-104.68   	 18.54   	  40.69		  0.90   	   0.00		
-54.32   	-100.10   	 18.70   	  20.35		  0.90   	   5.09		
-55.85   	-92.77   	 18.78(A)	   0.00		  0.92   	   0.00		
-54.02   	-84.23   	 18.78   	 -10.17		  0.92   	   0.00		
-50.66   	-76.29   	 18.74   	 -25.43		  0.92   	   0.00		
-48.22   	-69.27   	 18.64   	 -30.52		  0.92   	   5.09		
-49.44   	-62.56   	 18.51   	 -30.52		  0.94   	   0.00		
-54.02   	-55.24   	 18.39   	 -20.35		  0.94   	   0.00		
-58.29   	-47.30   	 18.31   	 -15.26		  0.94   	   5.09		
-59.81   	-39.67   	 18.25   	  -5.09		  0.96   	   0.00		
-58.29   	-33.26   	 18.23   	   5.09		  0.96   	   0.00		
-55.24   	-27.16   	 18.25   	  10.17		  0.96   	   0.00		
-52.80   	-18.31   	 18.29   	  15.26		  0.96   	   0.00		
-51.88   	 -4.88   	 18.35   	  20.35		  0.96   	   0.00		
-52.19   	 14.04   	 18.43   	  10.17		  0.96   	   0.00		
-53.71   	 36.32   	 18.47   	   5.09		  0.96   	   0.00		
-56.15   	 59.81   	 18.49   	  -5.09		  0.96   	   0.00		
-59.51   	 82.40   	 18.47   	 -10.17		  0.96   	   0.00		
-63.17   	102.84   	 18.43   	 -20.35		  0.96   	   0.00		
-65.92   	119.93   	 18.35   	 -25.43		  0.96   	   0.00		
-66.83   	132.75   	 18.25   	 -30.52		  0.96   	   0.00		
-67.14   	141.60   	 18.13   	 -25.43		  0.96   	   0.00		
-67.44   	148.93   	 18.03   	 -30.52		  0.96   	   0.00		
-69.89   	155.94   	 17.90   	 -25.43		  0.96   	   5.09		
-74.77   	161.44   	 17.80   	 -20.35		  0.98   	   0.00		
-80.57   	163.27   	 17.72   	 -15.26		  0.98   	   0.00		
-85.75   	159.61   	 17.66   	 -10.17		  0.98   	   0.00		
-88.81   	154.42   	 17.62   	  -5.09		  0.98   	   0.00		
-90.33   	152.89   	 17.60   	   0.00		  0.98   	   0.00		
-91.25   	158.69   	 17.60   	   0.00		  0.98   	   5.09		
-91.55   	169.68   	 17.60   	   0.00		  1.00   	   0.00		
-90.94   	179.75   	 17.60   	   5.09		  1.00   	   0.00		
-88.50   	183.72   	 17.62   	   5.09		  1.00   	   0.00		
-84.84   	181.27   	 17.64   	   5.09		  1.00   	   5.09		
-80.87   	177.31   	 17.66   	  10.17		  1.02   	   0.00		
-78.13   	177.92   	 17.70   	  15.26		  1.02   	   0.00		
-75.68   	183.41   	 17.76   	  20.35		  1.02   	   0.00		
-72.63   	190.12   	 17.84   	  20.35		  1.02   	  -5.09		
-66.83   	192.57   	 17.92   	  30.52		  1.00   	   0.00		
-58.59   	189.51   	 18.05   	  35.61		  1.00   	   0.00		
-49.13   	185.24   	 18.19   	  40.69		  1.00   	  -5.09		
-40.89   	185.55   	 18.35   	  40.69		  0.98   	   0.00		
-34.79   	191.04   	 18.51   	  45.78		  0.98   	  -5.09		
-30.21   	195.92   	 18.70   	  45.78		  0.96   	   0.00		
-25.94   	192.87   	 18.88   	  40.69		  0.96   	  -5.09		
-21.36   	180.05   	 19.04   	  45.78		  0.94   	  -5.09		
-16.17   	162.35   	 19.23   	  45.78		  0.92   	   0.00		
-11.29   	146.18   	 19.41   	  40.69		  0.92   	  -5.09		
 -7.02   	135.50   	 19.57   	  45.78		  0.90   	   0.00		
 -3.36   	127.87   	 19.76   	  45.78		  0.90   	  -5.09		
 -0.31   	119.93   	 19.94   	  55.95		  0.87   	   0.00		
  1.83   	109.25   	 20.16   	  55.95		  0.87   	   0.00		
  3.05   	 96.74   	 20.39   	  61.04		  0.87   	   0.00		
  3.66   	 84.84   	 20.63   	  71.21		  0.87   	   0.00		
  4.88   	 74.16   	 20.92   	  76.30		  0.87   	   0.00		
  6.41   	 65.00   	 21.22   	  86.47		  0.87   	   0.00		
  7.02   	 56.15   	 21.57   	  86.47		  0.87   	   5.09		
  6.41   	 46.69   	 21.91   	  96.64		  0.90   	   0.00		
  5.19   	 36.32   	 22.30   	  91.56		  0.90   	   0.00		
  3.97   	 25.94   	 22.67   	  91.56		  0.90   	   5.09		
  3.66   	 17.40   	 23.03   	  86.47		  0.92   	   0.00		
  4.27   	 11.60   	 23.38   	  81.38		  0.92   	   0.00		
  5.19   	  7.63   	 23.70   	  71.21		  0.92   	   5.09		
  5.19   	  3.36   	 23.99   	  61.04		  0.94   	   0.00		
  4.88   	 -4.27   	 24.23   	  45.78		  0.94   	   0.00		
  4.58   	-14.65   	 24.41   	  30.52		  0.94   	   5.09		
  4.88   	-25.02   	 24.54   	   5.09		  0.96   	   0.00		
  5.80   	-32.04   	 24.56   	 -20.35		  0.96   	   0.00		
  6.10   	-35.40   	 24.48   	 -35.61		  0.96   	   0.00		
  6.10   	-36.93   	 24.33   	 -40.69		  0.96   	   0.00		
  5.19   	-38.76   	 24.17   	 -25.43		  0.96   	   0.00		
  4.88   	-42.11   	 24.07   	  15.26		  0.96   	   0.00		
  5.80   	-46.69   	 24.13   	  86.47		  0.96   	  -5.09		
  7.93   	-51.27   	 24.48   	 167.85		  0.94   	   0.00		
  9.46   	-56.76   	 25.15   	 249.24		  0.94   	   0.00		
 10.38   	-63.48   	 26.14   	 325.53		  0.94   	   0.00		
  9.77   	-70.50   	 27.45   	 381.48		  0.94   	  -5.09		
  8.54   	-76.29   	 28.97   	 396.74		  0.92   	   0.00		
  7.02   	-79.96   	 30.56   	 386.57		  0.92   	   0.00		
  6.10   	-82.70   	 32.11   	 335.71		  0.92   	   0.00		
  5.80   	-86.06   	 33.45   	 259.41		  0.92   	  -5.09		
  7.02   	-90.94   	 34.49   	 162.77		  0.90   	   0.00		
  8.85   	-96.74   	 35.14   	  66.12		  0.90   	   0.00		
  9.77   	-102.23   	 35.40(V)	 -25.43		  0.90   	   0.00		
  8.54   	-107.42   	 35.30   	-101.73		  0.90   	   0.00		
  5.49   	-112.92   	 34.89   	-152.59		  0.90   	   0.00		
  2.44   	-119.93   	 34.28   	-178.03		  0.90   	   0.00		
  0.92   	-127.26   	 33.57   	-172.94		  0.90   	   0.00		
  2.14   	-133.67   	 32.88   	-142.42		  0.90   	   0.00		
  4.88   	-137.63   	 32.31   	-106.82		  0.90   	   0.00		
  7.63   	-139.47   	 31.88   	 -55.95		  0.90   	   0.00		
  8.54   	-140.38   	 31.66   	 -15.26		  0.90   	   0.00		
  7.93   	-140.99   	 31.60   	  25.43		  0.90   	   0.00		
  7.32   	-139.47   	 31.70   	  45.78		  0.90   	  -5.09		
  8.85   	-133.36   	 31.88   	  55.95		  0.87   	   0.00		
 13.43   	-121.15   	 32.11   	  40.69		  0.87   	   0.00		
 20.45   	-102.23   	 32.27   	  15.26		  0.87   	   0.00		
 27.16   	-78.43   	 32.33   	 -15.26		  0.87   	   5.09		
 32.65   	-51.27   	 32.27   	 -50.86		  0.90   	   0.00		
 37.23   	-23.50   	 32.06   	 -86.47		  0.90   	   0.00		
 41.81   	 -0.31   	 31.72   	-116.99		  0.90   	   0.00		
 47.30   	 14.65   	 31.25   	-137.33		  0.90   	   5.09		
 53.71   	 20.75   	 30.70   	-147.51		  0.92   	   0.00		
 59.81   	 21.67   	 30.11   	-142.42		  0.92   	   5.09		
 64.09   	 22.58   	 29.54   	-137.33		  0.94   	   0.00		
 66.22   	 24.11   	 28.99   	-116.99		  0.94   	   0.00		
 65.00   	 21.97   	 28.52   	 -96.64		  0.94   	   5.09		
 59.20   	  7.93   	 28.14   	 -81.38		  0.96   	   5.09		
 48.83   	-22.28   	 27.81   	 -61.04		  0.98   	   0.00		
 34.79   	-64.09   	 27.57   	 -50.86		  0.98   	   0.00		
 19.23   	-105.90   	 27.37   	 -40.69		  0.98   	   5.09		
  6.41   	-136.41   	 27.20   	 -45.78		  1.00   	   0.00		
 -1.83   	-150.76   	 27.02   	 -50.86		  1.00   	   0.00		
 -5.49   	-152.59   	 26.82   	 -61.04		  1.00   	   5.09		
 -6.41   	-151.98   	 26.57   	 -71.21		  1.02   	   0.00		
 -6.41   	-157.47   	 26.29   	 -86.47		  1.02   	   0.00		
 -6.10   	-172.12   	 25.94   	 -91.56		  1.02   	  -5.09		
 -5.80   	-191.04   	 25.57   	-101.73		  1.00   	   0.00		
 -4.88   	-207.52   	 25.17   	 -96.64		  1.00   	   0.00		
 -3.05   	-215.45   	 24.78   	-101.73		  1.00   	  -5.09		
 -1.22   	-213.93   	 24.37   	 -86.47		  0.98   	   0.00		
  1.22   	-206.30   	 24.03   	 -81.38		  0.98   	  -5.09		
  3.36   	-197.45   	 23.70   	 -66.12		  0.96   	   0.00		
  5.19   	-190.12   	 23.44   	 -55.95		  0.96   	  -5.09		
  6.41   	-184.02   	 23.21   	 -45.78		  0.94   	   0.00		
  7.02   	-178.53   	 23.03   	 -40.69		  0.94   	   0.00		
  7.63   	-173.34   	 22.87   	 -40.69		  0.94   	  -5.09		
  9.46   	-169.68   	 22.71   	 -40.69		  0.92   	   0.00		
 12.51   	-168.76   	 22.54   	 -40.69		  0.92   	   0.00		
 16.48   	-171.51   	 22.38   	 -50.86		  0.92   	   0.00		
 19.84   	-175.48   	 22.18   	 -50.86		  0.92   	   0.00		
 21.67   	-177.61   	 21.97   	 -50.86		  0.92   	   0.00		
 21.06   	-175.17   	 21.77   	 -55.95		  0.92   	   0.00		
 17.09   	-167.85   	 21.55   	 -50.86		  0.92   	   0.00		
  9.46   	-159.00   	 21.34   	 -50.86		  0.92   	   0.00		
  0.31   	-152.59   	 21.14   	 -40.69		  0.92   	   0.00		
 -7.63   	-150.15   	 20.98   	 -35.61		  0.92   	   0.00		
-11.90   	-149.54   	 20.83   	 -25.43		  0.92   	   0.00		
-12.21   	-146.48   	 20.73   	 -20.35		  0.92   	   0.00		
-10.68   	-138.55   	 20.65   	 -15.26		  0.92   	   0.00		
 -9.77   	-126.04   	 20.59   	 -20.35		  0.92   	   0.00		
-11.60   	-112.30   	 20.51   	 -15.26		  0.92   	   0.00		
-14.34   	-101.32   	 20.45   	 -20.35		  0.92   	   0.00		
-16.48   	-93.38   	 20.37   	 -25.43		  0.92   	   0.00		
-16.78   	-87.59   	 20.26   	 -30.52		  0.92   	   5.09		
-16.48   	-82.09   	 20.14   	 -30.52		  0.94   	   0.00		
-15.87   	-75.68   	 20.02   	 -40.69		  0.94   	   0.00		
-15.87   	-69.27   	 19.86   	 -35.61		  0.94   	   0.00		
-15.26   	-63.17   	 19.72   	 -40.69		  0.94   	   5.09		
-14.65   	-56.76   	 19.55   	 -30.52		  0.96   	   0.00		
-13.43   	-47.00   	 19.43   	 -30.52		  0.96   	   0.00		
-12.21   	-27.16   	 19.31   	 -20.35		  0.96   	   0.00		
-10.07   	 10.99   	 19.23   	 -15.26		  0.96   	   0.00		
 -4.58   	 76.60   	 19.17   	  -5.09		  0.96   	   0.00		
  5.80   	177.31   	 19.15   	   0.00		  0.96   	   0.00		
 23.50   	315.86   	 19.15   	  10.17		  0.96   	   0.00		
 49.44   	489.50   	 19.19   	  10.17		  0.96   	   0.00		
 84.23   	689.70   	 19.23   	  15.26		  0.96   	  -5.09		
129.09   	896.00   	 19.29   	  15.26		  0.94   	   0.00		
185.55   	1071.17   	 19.35   	  15.26		  0.94   	   0.00		
245.97   	1163.02(R)	 19.41   	  15.26		  0.94   	  -5.09		
288.39   	1115.72   	 19.47   	  20.35		  0.92   	   0.00		
285.95   	903.32   	 19.55   	  15.26		  0.92   	   0.00		
226.44   	560.30   	 19.61   	  15.26		  0.92   	  -5.09		
127.56   	178.22   	 19.67   	  20.35		  0.90   	   0.00		
 36.62   	-130.62   	 19.76   	  25.43		  0.90   	   0.00		
 -0.31   	-289.61   	 19.86   	  25.43		  0.90   	  -5.09		
 27.16   	-301.51   	 19.96   	  30.52		  0.87   	   0.00		
 84.23   	-234.38   	 20.08   	  35.61		  0.87   	   0.00		
119.02   	-167.54   	 20.22   	  45.78		  0.87   	   0.00		
101.62   	-142.21   	 20.41   	  45.78		  0.87   	  -5.09		
 41.50   	-149.84   	 20.59   	  50.86		  0.85   	   0.00		
-24.41   	-157.47   	 20.79   	  61.04		  0.85   	   0.00		
-62.87   	-143.43   	 21.04   	  66.12		  0.85   	   0.00		
-66.53   	-113.53   	 21.30   	  71.21		  0.85   	   0.00		
-51.27   	-88.20   	 21.59   	  76.30		  0.85   	   0.00		
-38.76   	-79.96   	 21.89   	  76.30		  0.85   	   0.00		
-38.76   	-85.14   	 22.20   	  71.21		  0.85   	   5.09		
-47.00   	-92.16   	 22.48   	  61.04		  0.87   	   0.00		
-54.02   	-92.77   	 22.73   	  50.86		  0.87   	   0.00		
-54.32   	-87.59   	 22.93   	  45.78		  0.87   	   0.00		
-49.44   	-81.18   	 23.11   	  25.43		  0.87   	   5.09		
-44.56   	-77.51   	 23.21   	  20.35		  0.90   	   0.00		
-42.72   	-77.21   	 23.30   	   5.09		  0.90   	   5.09		
-43.33   	-77.82   	 23.32   	  -5.09		  0.92   	   0.00		
-44.56   	-78.43   	 23.30   	 -10.17		  0.92   	   5.09		
-45.17   	-78.43   	 23.26   	 -20.35		  0.94   	   0.00		
-46.69   	-77.51   	 23.17   	 -25.43		  0.94   	   5.09		
-48.52   	-75.38   	 23.07   	 -15.26		  0.96   	   0.00		
-49.74   	-72.94   	 23.01   	 -10.17		  0.96   	   5.09		
-49.44   	-71.11   	 22.97   	   0.00		  0.98   	   0.00		
-47.00   	-70.19   	 22.97   	  15.26		  0.98   	   5.09		
-43.95   	-70.19   	 23.03   	  35.61		  1.00   	   0.00		
-42.42   	-70.19   	 23.17   	  45.78		  1.00   	   0.00		
-43.03   	-69.58   	 23.36   	  55.95		  1.00   	   0.00		
-44.86   	-69.58   	 23.58   	  66.12		  1.00   	   0.00		
-46.69   	-71.11   	 23.85   	  61.04		  1.00   	   0.00		
-47.91   	-73.85   	 24.09   	  55.95		  1.00   	  -5.09		
-47.91   	-76.60   	 24.31   	  40.69		  0.98   	   0.00		
-46.39   	-79.04   	 24.48   	  25.43		  0.98   	   0.00		
-44.56   	-80.87   	 24.58   	   5.09		  0.98   	  -5.09		
-42.72   	-82.09   	 24.60(A)	 -15.26		  0.96   	   0.00		
-42.42   	-83.31   	 24.54   	 -30.52		  0.96   	  -5.09		
-43.33   	-84.23   	 24.41   	 -45.78		  0.94   	   0.00		
-44.86   	-84.53   	 24.23   	 -55.95		  0.94   	  -5.09		
-45.47   	-84.84   	 24.01   	 -55.95		  0.92   	   0.00		
-45.47   	-86.06   	 23.78   	 -45.78		  0.92   	  -5.09		
-45.47   	-87.89   	 23.60   	 -40.69		  0.90   	   0.00		
-47.00   	-90.64   	 23.44   	 -25.43		  0.90   	   0.00		
-49.44   	-93.69   	 23.34   	 -15.26		  0.90   	   0.00		
-51.57   	-97.35   	 23.28   	  -5.09		  0.90   	  -5.09		
-52.80   	-101.32   	 23.26   	  10.17		  0.87   	   0.00		
-52.80   	-105.29   	 23.30   	  10.17		  0.87   	   5.09		
-54.02   	-109.56   	 23.34   	  10.17		  0.90   	   0.00		
-56.15   	-113.53   	 23.38   	   0.00		  0.90   	   0.00		
-58.90   	-118.10   	 23.38   	   0.00		  0.90   	   0.00		
-60.73   	-123.60   	 23.38   	 -15.26		  0.90   	   5.09		
-61.95   	-129.39   	 23.32   	 -25.43		  0.92   	   0.00		
-63.48   	-134.58   	 23.21   	 -30.52		  0.92   	   0.00		
-65.92   	-138.24   	 23.09   	 -40.69		  0.92   	   5.09		
-69.89   	-140.69   	 22.93   	 -40.69		  0.94   	   0.00		
-74.46   	-143.13   	 22.77   	 -35.61		  0.94   	   5.09		
-78.74   	-146.18   	 22.62   	 -30.52		  0.96   	   0.00		
-82.70   	-149.54   	 22.50   	 -25.43		  0.96   	   0.00		
-85.75   	-152.59   	 22.40   	 -15.26		  0.96   	   5.09		
-88.20   	-153.81   	 22.34   	  -5.09		  0.98   	   0.00		
-90.03   	-152.89   	 22.32   	   5.09		  0.98   	   0.00		
-92.16   	-149.84   	 22.34   	  15.26		  0.98   	   0.00		
-94.91   	-145.87   	 22.40   	  15.26		  0.98   	   0.00		
-97.66   	-140.69   	 22.46   	  20.35		  0.98   	   0.00		
-98.57   	-133.36   	 22.54   	  25.43		  0.98   	   0.00		
-96.44   	-123.60   	 22.64   	  20.35		  0.98   	   0.00		
-91.55   	-111.69   	 22.73   	  25.43		  0.98   	  -5.09		
-85.14   	-97.96   	 22.83   	  25.43		  0.96   	   0.00		
-78.43   	-83.62   	 22.93   	  25.43		  0.96   	   0.00		
-73.55   	-68.97   	 23.03   	  25.43		  0.96   	   0.00		
-69.58   	-53.41   	 23.13   	  25.43		  0.96   	  -5.09		
-65.61   	-37.23   	 23.23   	  30.52		  0.94   	   0.00		
-59.20   	-20.75   	 23.36   	  30.52		  0.94   	  -5.09		
-50.35   	 -4.58   	 23.48   	  35.61		  0.92   	   0.00		
-40.28   	  9.46   	 23.62   	  40.69		  0.92   	  -5.09		
-31.13   	 20.75   	 23.78   	  45.78		  0.90   	   0.00		
-23.80   	 29.60   	 23.97   	  50.86		  0.90   	   0.00		
-17.70   	 36.93   	 24.17   	  55.95		  0.90   	   0.00		
-11.60   	 43.95   	 24.39   	  66.12		  0.90   	  -5.09		
 -5.19   	 50.35   	 24.66   	  66.12		  0.87   	   0.00		
  0.31   	 55.54   	 24.92   	  81.38		  0.87   	   0.00		
  3.97   	 58.59   	 25.25   	  81.38		  0.87   	   5.09		
  5.19   	 59.51   	 25.57   	  86.47		  0.90   	   0.00		
  4.88   	 58.59   	 25.92   	  86.47		  0.90   	   0.00		
  5.80   	 57.07   	 26.27   	  86.47		  0.90   	   5.09		
  7.63   	 56.15   	 26.61   	  81.38		  0.92   	   0.00		
  9.77   	 56.46   	 26.94   	  81.38		  0.92   	   0.00		
 10.38   	 56.46   	 27.26   	  81.38		  0.92   	   0.00		
 10.07   	 55.54   	 27.59   	  71.21		  0.92   	   5.09		
  9.77   	 53.10   	 27.87   	  71.21		  0.94   	   0.00		
 10.99   	 50.05   	 28.16   	  61.04		  0.94   	   0.00		
 12.82   	 47.91   	 28.40   	  55.95		  0.94   	   0.00		
 14.34   	 48.22   	 28.63   	  50.86		  0.94   	   0.00		
 14.34   	 50.05   	 28.83   	  35.61		  0.94   	   0.00		
 12.51   	 52.19   	 28.97   	  15.26		  0.94   	   0.00		
 10.99   	 52.80   	 29.03   	   0.00		  0.94   	   0.00		
 10.68   	 51.88   	 29.03   	 -25.43		  0.94   	   0.00		
 11.90   	 50.35   	 28.93   	 -50.86		  0.94   	   0.00		
 13.43   	 49.44   	 28.73   	 -81.38		  0.94   	   0.00		
 13.73   	 50.05   	 28.40   	 -96.64		  0.94   	   0.00		
 13.12   	 50.96   	 28.02   	 -86.47		  0.94   	  -5.09		
 12.82   	 51.27   	 27.67   	 -50.86		  0.92   	   0.00		
 14.34   	 50.05   	 27.47   	  15.26		  0.92   	   0.00		
 17.40   	 48.52   	 27.53   	 101.73		  0.92   	   0.00		
 19.84   	 48.52   	 27.93   	 198.37		  0.92   	   0.00		
 18.92   	 50.66   	 28.73   	 295.01		  0.92   	   0.00		
 14.65   	 53.41   	 29.91   	 366.22		  0.92   	   0.00		
  9.16   	 54.63   	 31.37   	 406.92		  0.92   	   0.00		
  6.71   	 52.49   	 33.00   	 412.00		  0.92   	   0.00		
  9.16   	 48.22   	 34.65   	 381.48		  0.92   	   0.00		
 13.43   	 43.64   	 36.17   	 315.36		  0.92   	   0.00		
 16.78   	 41.20   	 37.44   	 228.89		  0.92   	   0.00		
 16.78   	 40.89   	 38.35   	 132.25		  0.92   	   0.00		
 14.95   	 41.50   	 38.88   	  30.52		  0.92   	   5.09		
 13.12   	 41.20   	 39.00(V)	 -55.95		  0.94   	   0.00		
 14.04   	 39.37   	 38.78   	-116.99		  0.94   	   0.00		
 17.09   	 36.01   	 38.31   	-157.68		  0.94   	   5.09		
 19.84   	 32.04   	 37.68   	-162.77		  0.96   	   0.00		
 20.14   	 28.99   	 37.03   	-147.51		  0.96   	   0.00		
 16.17   	 27.47   	 36.44   	-111.90		  0.96   	   0.00		
  8.54   	 27.16   	 35.99   	 -76.30		  0.96   	   5.09		
  1.53   	 27.77   	 35.69   	 -25.43		  0.98   	   0.00		
 -1.22   	 27.47   	 35.58   	  10.17		  0.98   	   0.00		
  2.44   	 25.63   	 35.63   	  35.61		  0.98   	   0.00		
  9.46   	 23.19   	 35.77   	  45.78		  0.98   	  -5.09		
 15.87   	 21.67   	 35.95   	  35.61		  0.96   	   0.00		
 17.70   	 23.19   	 36.09   	  15.26		  0.96   	   0.00		
 16.48   	 28.08   	 36.15   	 -15.26		  0.96   	   0.00		
 14.95   	 35.71   	 36.09   	 -55.95		  0.96   	   0.00		
 16.78   	 46.08   	 35.87   	 -91.56		  0.96   	   0.00		
 22.58   	 59.81   	 35.50   	-122.07		  0.96   	  -5.09		
 30.82   	 78.74   	 35.02   	-142.42		  0.94   	   0.00		
 40.89   	102.84   	 34.45   	-157.68		  0.94   	   0.00		
 50.66   	129.39   	 33.81   	-157.68		  0.94   	   0.00		
 59.51   	152.59   	 33.18   	-147.51		  0.94   	   0.00		
 65.92   	167.85   	 32.59   	-127.16		  0.94   	   0.00		
 69.27   	174.26   	 32.09   	-111.90		  0.94   	   0.00		
 71.11   	174.56   	 31.64   	 -91.56		  0.94   	   0.00		
 72.33   	172.12   	 31.27   	 -76.30		  0.94   	   0.00		
 72.33   	166.93   	 30.97   	 -61.04		  0.94   	   0.00		
 68.66   	154.11   	 30.72   	 -55.95		  0.94   	   0.00		
 59.81   	129.39   	 30.50   	 -55.95		  0.94   	   0.00		
 45.17   	 93.08   	 30.27   	 -61.04		  0.94   	   0.00		
 28.08   	 52.80   	 30.03   	 -76.30		  0.94   	   0.00		
 12.82   	 19.84   	 29.73   	 -81.38		  0.94   	   0.00		
  3.05   	  1.53   	 29.40   	 -96.64		  0.94   	   0.00		
 -0.31   	 -3.66   	 29.01   	-111.90		  0.94   	   0.00		
  0.00   	 -4.88   	 28.57   	-116.99		  0.94   	  -5.09		
  0.31   	-12.51   	 28.10   	-122.07		  0.92   	   0.00		
 -0.61   	-30.21   	 27.61   	-122.07		  0.92   	   0.00		
 -2.44   	-53.41   	 27.12   	-116.99		  0.92   	   0.00		
 -2.75   	-74.16   	 26.65   	-111.90		  0.92   	   0.00		
 -0.92   	-85.75   	 26.21   	 -96.64		  0.92   	  -5.09		
  1.83   	-88.20   	 25.82   	 -91.56		  0.90   	   0.00		
  3.97   	-85.14   	 25.45   	 -76.30		  0.90   	   0.00		
  5.49   	-80.87   	 25.15   	 -66.12		  0.90   	   0.00		
  6.71   	-76.90   	 24.88   	 -55.95		  0.90   	   0.00		
  8.85   	-73.55   	 24.66   	 -50.86		  0.90   	   0.00		
 10.99   	-69.89   	 24.46   	 -50.86		  0.90   	   0.00		
 12.51   	-65.61   	 24.25   	 -45.78		  0.90   	   0.00		
 14.34   	-61.34   	 24.07   	 -50.86		  0.90   	   0.00		
 17.09   	-57.98   	 23.87   	 -55.95		  0.90   	   0.00		
 20.75   	-56.76   	 23.64   	 -55.95		  0.90   	   0.00		
 24.72   	-58.29   	 23.42   	 -61.04		  0.90   	   0.00		
 26.86   	-60.42   	 23.17   	 -66.12		  0.90   	   0.00		
 25.94   	-60.73   	 22.91   	 -61.04		  0.90   	   5.09		
 21.67   	-57.98   	 22.67   	 -55.95		  0.92   	   0.00		
 15.56   	-52.80   	 22.44   	 -50.86		  0.92   	   0.00		
  8.24   	-47.91   	 22.24   	 -35.61		  0.92   	   0.00		
  1.22   	-46.39   	 22.10   	 -30.52		  0.92   	   0.00		
 -4.27   	-48.22   	 21.97   	 -10.17		  0.92   	   0.00		
 -7.63   	-49.74   	 21.93   	  -5.09		  0.92   	   0.00		
 -9.16   	-47.61   	 21.91   	   0.00		  0.92   	   0.00		
-10.68   	-39.67   	 21.91   	  10.17		  0.92   	   0.00		
-13.73   	-28.69   	 21.95   	   5.09		  0.92   	   0.00		
-17.70   	-19.53   	 21.97   	   5.09		  0.92   	   0.00		
-21.06   	-15.56   	 21.99   	  -5.09		  0.92   	   0.00		
-21.97   	-15.87   	 21.97   	 -15.26		  0.92   	   0.00		
-19.84   	-17.09   	 21.91   	 -30.52		  0.92   	   0.00		
-15.26   	-16.48   	 21.79   	 -40.69		  0.92   	   0.00		
-11.29   	-13.43   	 21.63   	 -45.78		  0.92   	   0.00		
 -9.77   	 -9.16   	 21.44   	 -55.95		  0.92   	   0.00		
-11.90   	 -4.27   	 21.22   	 -61.04		  0.92   	   0.00		
-15.87   	  2.75   	 20.98   	 -55.95		  0.92   	   0.00		
-19.23   	 17.40   	 20.75   	 -50.86		  0.92   	   0.00		
-18.92   	 48.22   	 20.55   	 -40.69		  0.92   	   0.00		
-12.51   	103.15   	 20.39   	 -35.61		  0.92   	   0.00		
  0.31   	190.73   	 20.24   	 -15.26		  0.92   	   0.00		
 19.23   	314.64   	 20.18   	 -10.17		  0.92   	   0.00		
 44.56   	472.72   	 20.14   	   0.00		  0.92   	   0.00		
 77.21   	659.79   	 20.14   	  10.17		  0.92   	   0.00		
120.24   	861.21   	 20.18   	  15.26		  0.92   	   0.00		
176.70   	1048.28   	 20.24   	  15.26		  0.92   	   0.00		
242.61   	1174.93   	 20.31   	  20.35		  0.92   	  -5.09		
300.60   	1182.25(R)	 20.39   	  15.26		  0.90   	   0.00		
321.96   	1024.48   	 20.45   	  15.26		  0.90   	   0.00		
286.25   	711.36   	 20.51   	  10.17		  0.90   	   0.00		
201.42   	319.52   	 20.55   	  15.26		  0.90   	   0.00		
106.51   	-39.67   	 20.61   	  10.17		  0.90   	  -5.09		
 50.96   	-269.17   	 20.65   	  15.26		  0.87   	   0.00		
 58.59   	-342.41   	 20.71   	  25.43		  0.87   	   0.00		
107.12   	-307.31   	 20.81   	  25.43		  0.87   	   0.00		
144.04   	-237.43   	 20.92   	  30.52		  0.87   	   0.00		
131.84   	-183.72   	 21.04   	  45.78		  0.87   	   0.00		
 70.80   	-155.94   	 21.22   	  50.86		  0.87   	   0.00		
 -5.80   	-137.33   	 21.42   	  61.04		  0.87   	   5.09		
-60.73   	-111.69   	 21.67   	  66.12		  0.90   	   0.00		
-77.51   	-80.87   	 21.93   	  76.30		  0.90   	   0.00		
-64.70   	-57.37   	 22.24   	  76.30		  0.90   	   0.00		
-44.25   	-48.83   	 22.54   	  76.30		  0.90   	   0.00		
-32.96   	-52.49   	 22.85   	  71.21		  0.90   	   0.00		
-34.48   	-58.59   	 23.13   	  55.95		  0.90   	   5.09		
-43.95   	-60.12   	 23.36   	  45.78		  0.92   	   0.00		
-53.41   	-55.85   	 23.54   	  30.52		  0.92   	   0.00		
-56.46   	-49.74   	 23.66   	  25.43		  0.92   	   0.00		
-53.41   	-45.17   	 23.76   	  25.43		  0.92   	   0.00		
-48.22   	-43.33   	 23.87   	  20.35		  0.92   	   0.00		
-44.86   	-42.42   	 23.95   	  30.52		  0.92   	   0.00		
-45.17   	-39.37   	 24.07   	  30.52		  0.92   	   0.00		
-46.39   	-34.48   	 24.19   	  35.61		  0.92   	   0.00		
-47.30   	-29.91   	 24.33   	  30.52		  0.92   	   0.00		
-47.00   	-27.77   	 24.46   	  25.43		  0.92   	   0.00		
-46.08   	-27.47   	 24.56   	  15.26		  0.92   	   0.00		
