  I     	  II     	  LV     	  LV'		  RA     	  RA'		
-19.23   	-111.39   	 19.57   	 -15.26		  9.73   	  -5.09		
-20.14   	-110.78   	 19.51   	 -20.35		  9.70   	  -5.09		
-21.36   	-110.47   	 19.43   	 -20.35		  9.68   	 -10.17		
-22.28   	-109.86   	 19.35   	 -20.35		  9.64   	 -10.17		
-22.58   	-108.64   	 19.27   	 -25.43		  9.60   	 -10.17		
-21.97   	-107.12   	 19.17   	 -20.35		  9.56   	 -10.17		
-21.36   	-106.20   	 19.08   	 -20.35		  9.52   	  -5.09		
-21.06   	-105.90   	 19.00   	 -20.35		  9.50   	  -5.09		
-20.75   	-106.20   	 18.92   	 -20.35		  9.48   	   0.00		
-20.45   	-106.51   	 18.84   	 -15.26		  9.48   	  -5.09		
-19.23   	-106.51   	 18.78   	 -10.17		  9.46   	  -5.09		
-17.70   	-106.51   	 18.74   	 -10.17		  9.44   	   0.00		
-16.48   	-106.81   	 18.70   	  -5.09		  9.44   	  -5.09		
-15.87   	-106.51   	 18.68   	  -5.09		  9.42   	  -5.09		
-14.95   	-104.68   	 18.66   	   5.09		  9.40   	   0.00		
-14.65   	-101.62   	 18.68   	   0.00		  9.40   	  -5.09		
-17.40   	-99.49   	 18.68   	   5.09		  9.38   	   0.00		
-26.55   	-101.62   	 18.70   	   0.00		  9.38   	   0.00		
-43.03   	-111.69   	 18.70   	   5.09		  9.38   	   0.00		
-62.26   	-127.56   	 18.72   	   0.00		  9.38   	   5.09		
-72.63   	-132.45   	 18.72   	  -5.09		  9.40   	   0.00		
-61.34   	-93.08   	 18.70   	   0.00		  9.40   	   5.09		
-18.31   	 32.65   	 18.70   	   0.00		  9.42   	   5.09		
 60.73   	274.96   	 18.70   	   0.00		  9.44   	   0.00		
170.90   	623.78   	 18.70(E)	   5.09		  9.44   	   5.09		
297.24   	1009.83   	 18.72   	  10.17		  9.46   	   0.00		
416.56   	1320.50   	 18.76   	  35.61		  9.46   	   0.00		
523.68   	1401.98(R)	 18.90   	  30.52		  9.46   	  -5.09		
471.50   	1198.12   	 19.02   	  45.78		  9.44   	   0.00		
353.09   	935.67   	 19.21   	  61.04		  9.44   	  -5.09		
198.06   	685.42   	 19.45   	  76.30		  9.42   	   0.00		
 49.13   	465.09   	 19.76   	 106.82		  9.42   	   0.00		
-57.37   	262.76   	 20.18   	 142.42		  9.42   	   0.00		
-108.34   	 79.35   	 20.75   	 183.11		  9.42   	   5.09		
-115.05   	-65.61   	 21.49   	 233.98		  9.44   	   0.00		
-100.10   	-153.50   	 22.42   	 295.01		  9.44   	  10.17		
-81.48   	-184.33   	 23.60   	 361.14		  9.48   	  10.17		
-66.22   	-177.92   	 25.05   	 442.52		  9.52   	  10.17		
-53.41   	-160.22   	 26.82   	 528.99		  9.56   	  10.17		
-40.89   	-146.79   	 28.93   	 615.46		  9.60   	  10.17		
-30.82   	-141.60   	 31.39   	 707.02		  9.64   	  10.17		
-26.25   	-141.91   	 34.22   	 793.49		  9.68   	   5.09		
-27.16   	-145.26   	 37.40   	 874.87		  9.70   	   5.09		
-30.21   	-147.40   	 40.90   	 946.08		  9.73   	  -5.09		
-32.04   	-145.57   	 44.68   	1002.03		  9.70   	  -5.09		
-31.43   	-140.38   	 48.69   	1042.72		  9.68   	 -10.17		
-28.69   	-136.41   	 52.86   	1073.24		  9.64   	 -10.17		
-25.94   	-136.11   	 57.15   	1088.50		  9.60   	 -15.26		
-25.33   	-138.85   	 61.51   	1119.02		  9.54   	 -10.17		
-26.25   	-140.38   	 65.98   	1144.45		  9.50   	 -15.26		
-28.38   	-139.16   	 70.56   	1174.97		  9.44   	 -15.26		
-29.60   	-135.50   	 75.26   	1195.32		  9.38   	 -10.17		
-28.99   	-131.84   	 80.04   	1205.49		  9.34   	 -15.26		
-26.55   	-129.09   	 84.86   	1205.49		  9.28   	 -15.26		
-24.41   	-127.87   	 89.68   	1205.49		  9.22   	 -15.26		
-24.11   	-127.56   	 94.51   	1220.75		  9.16   	 -20.35		
-25.02   	-127.56   	 99.39   	1225.83		  9.07   	 -25.43		
-25.33   	-126.95   	104.29   	1220.75		  8.97   	 -25.43		
-24.72   	-126.34   	109.18   	1195.32		  8.87   	 -30.52		
-23.19   	-123.90   	113.96   	1154.62		  8.75   	 -30.52		
-21.67   	-119.32   	118.58   	1108.85		  8.63   	 -35.61		
-20.14   	-112.00   	123.01   	1068.15		  8.48   	 -35.61		
-17.70   	-103.15   	127.28   	1027.46		  8.34   	 -40.69		
-15.26   	-95.83   	131.39   	 981.68		  8.18   	 -30.52		
-14.04   	-91.55   	135.32   	 920.65		  8.06   	 -35.61		
-14.65   	-90.64   	139.00   	 864.70		  7.91   	 -25.43		
-16.78   	-90.64   	142.46   	 813.83		  7.81   	 -25.43		
-18.92   	-88.50   	145.72   	 768.05		  7.71   	 -25.43		
-18.92   	-83.92   	148.79   	 732.45		  7.61   	 -15.26		
-17.40   	-76.90   	151.72   	 701.93		  7.55   	 -20.35		
-15.26   	-68.05   	154.53   	 666.32		  7.47   	 -10.17		
-12.82   	-57.98   	157.19   	 615.46		  7.43   	 -15.26		
 -9.77   	-47.00   	159.65   	 574.77		  7.37   	 -10.17		
 -6.71   	-35.71   	161.95   	 534.08		  7.32   	 -10.17		
 -3.97   	-25.63   	164.09   	 508.65		  7.28   	 -10.17		
 -1.53   	-17.40   	166.12   	 488.30		  7.24   	 -10.17		
  1.53   	-10.07   	168.08   	 467.95		  7.20   	 -10.17		
  5.19   	 -2.44   	169.95   	 447.61		  7.16   	 -10.17		
  9.46   	  7.93   	171.74   	 422.18		  7.12   	  -5.09		
 13.43   	 21.36   	173.43   	 401.83		  7.10   	 -10.17		
 16.17   	 37.54   	175.03   	 391.66		  7.06   	 -10.17		
 18.31   	 54.32   	176.60   	 386.57		  7.02   	  -5.09		
 21.67   	 69.58   	178.15   	 376.40		  7.00   	 -10.17		
 27.16   	 81.79   	179.65   	 376.40		  6.96   	  -5.09		
 35.40   	 91.55   	181.16   	 366.22		  6.94   	 -10.17		
 44.56   	101.01   	182.62   	 361.14		  6.90   	 -10.17		
 53.10   	111.39   	184.07   	 340.79		  6.86   	  -5.09		
 58.90   	122.07   	185.43   	 325.53		  6.84   	 -10.17		
 61.95   	130.00   	186.73   	 310.27		  6.80   	  -5.09		
 62.26   	132.75   	187.97   	 289.93		  6.78   	  -5.09		
 61.65   	131.23   	189.13   	 279.75		  6.75   	  -5.09		
 62.26   	128.48   	190.25   	 269.58		  6.73   	   0.00		
 64.70   	128.17   	191.33   	 259.41		  6.73   	   5.09		
 68.05   	130.00   	192.37   	 239.06		  6.75   	   0.00		
 71.41   	131.53   	193.33   	 228.89		  6.75   	  10.17		
 72.63   	129.70   	194.24   	 208.54		  6.80   	   5.09		
 71.72   	123.60   	195.08   	 193.29		  6.82   	  10.17		
 68.36   	113.83   	195.85   	 172.94		  6.86   	  15.26		
 62.26   	101.93   	196.54   	 147.51		  6.92   	  15.26		
 54.02   	 87.89   	197.13   	 132.25		  6.98   	  15.26		
 44.56   	 72.02   	197.66   	 111.90		  7.04   	  15.26		
 35.40   	 53.71   	198.11   	  91.56		  7.10   	  20.35		
 28.08   	 34.18   	198.47   	  71.21		  7.18   	  15.26		
 21.97   	 14.34   	198.76   	  45.78		  7.24   	  20.35		
 17.09   	 -4.58   	198.94   	  25.43		  7.32   	  20.35		
 12.21   	-21.06   	199.04(S)	  -5.09		  7.41   	  15.26		
  6.71   	-34.48   	199.02   	 -35.61		  7.47   	  20.35		
  0.92   	-45.17   	198.88   	 -66.12		  7.55   	  15.26		
 -5.49   	-53.41   	198.62   	-106.82		  7.61   	  10.17		
-10.68   	-60.42   	198.19   	-142.42		  7.65   	  15.26		
-13.43   	-67.14   	197.62   	-188.20		  7.71   	  10.17		
-13.73   	-73.55   	196.87   	-239.06		  7.75   	  15.26		
-13.43   	-80.26   	195.91   	-284.84		  7.81   	  15.26		
-15.87   	-86.98   	194.77   	-340.79		  7.87   	  15.26		
-21.36   	-93.08   	193.41   	-391.66		  7.93   	  20.35		
-27.16   	-97.35   	191.84   	-447.61		  8.02   	  20.35		
-29.30   	-99.79   	190.05   	-508.65		  8.10   	  20.35		
-27.47   	-100.40   	188.02   	-574.77		  8.18   	  20.35		
-22.89   	-100.40   	185.72   	-640.89		  8.26   	  20.35		
-19.53   	-99.79   	183.15   	-717.19		  8.34   	  20.35		
-18.31   	-99.49   	180.28   	-793.49		  8.42   	  20.35		
-19.53   	-100.10   	177.11   	-874.87		  8.50   	  15.26		
-21.36   	-102.23   	173.61   	-961.34		  8.57   	  20.35		
-22.89   	-105.29   	169.77   	-1052.90		  8.65   	  15.26		
-24.11   	-108.03   	165.55   	-1134.28		  8.71   	  15.26		
-25.33   	-108.64   	161.02   	-1220.75		  8.77   	  15.26		
-26.25   	-107.12   	156.13   	-1302.13		  8.83   	  15.26		
-26.55   	-104.37   	150.93   	-1368.26		  8.89   	  20.35		
-26.86   	-102.23   	145.45   	-1434.38		  8.97   	  20.35		
-27.77   	-101.62   	139.71   	-1475.07		  9.05   	  20.35		
-28.99   	-102.84   	133.81   	-1515.76		  9.14   	  20.35		
-30.52   	-104.68   	127.75   	-1541.19		  9.22   	  15.26		
-31.74   	-105.59   	121.59   	-1551.37		  9.28   	  10.17		
-31.74   	-104.06   	115.38   	-1561.54		  9.32   	   5.09		
-30.52   	-100.40   	109.13   	-1551.37		  9.34(V)	   0.00		
-28.08   	-96.13   	102.93   	-1536.11		  9.34   	 -10.17		
-25.94   	-93.38   	 96.78   	-1505.59		  9.30   	 -15.26		
-25.63   	-91.86   	 90.76   	-1475.07		  9.24   	 -20.35		
-27.16   	-90.03   	 84.86   	-1439.47		  9.16   	 -20.35		
-29.30   	-83.92   	 79.10   	-1393.69		  9.07   	 -30.52		
-30.21   	-72.33   	 73.53   	-1353.00		  8.95   	 -25.43		
-29.91   	-55.85   	 68.12   	-1291.96		  8.85   	 -30.52		
-28.69   	-37.84   	 62.95   	-1230.92		  8.73   	 -25.43		
-27.16   	-20.45   	 58.03   	-1159.71		  8.63   	 -25.43		
-25.63   	 -5.80   	 53.39   	-1083.41		  8.52   	 -20.35		
-23.50   	  6.10   	 49.05   	-1012.20		  8.44   	 -15.26		
-20.45   	 15.26   	 45.00   	-930.82		  8.38   	 -15.26		
-15.87   	 21.36   	 41.28   	-859.61		  8.32   	 -10.17		
-11.60   	 25.02   	 37.84   	-788.40		  8.28   	 -10.17		
 -8.54   	 27.77   	 34.69   	-712.10		  8.24   	 -10.17		
 -6.71   	 31.43   	 31.84   	-645.98		  8.20   	  -5.09		
 -6.10   	 36.32   	 29.26   	-574.77		  8.18   	 -10.17		
 -5.80   	 41.50   	 26.96   	-513.73		  8.14   	   0.00		
 -5.49   	 43.33   	 24.90   	-457.78		  8.14   	   0.00		
 -3.97   	 41.20   	 23.07   	-401.83		  8.14   	   0.00		
 -0.31   	 37.54   	 21.46   	-356.05		  8.14   	   5.09		
  7.32   	 38.45   	 20.04   	-320.45		  8.16   	   5.09		
 18.62   	 46.39   	 18.76   	-279.75		  8.18   	  10.17		
 30.82   	 57.07   	 17.64   	-254.32		  8.22   	  15.26		
 37.84   	 62.56   	 16.62   	-218.72		  8.28   	  20.35		
 36.01   	 57.37   	 15.75   	-193.29		  8.36   	  20.35		
 25.02   	 40.28   	 14.97   	-172.94		  8.44   	  20.35		
  9.77   	 15.56   	 14.28   	-142.42		  8.52   	  25.43		
 -3.97   	-13.12   	 13.71   	-127.16		  8.63   	  25.43		
-13.12   	-46.08   	 13.20   	-106.82		  8.73   	  20.35		
-17.09   	-82.40   	 12.78   	 -86.47		  8.81   	  15.26		
-18.62   	-116.88   	 12.43   	 -71.21		  8.87   	  10.17		
-19.53   	-142.82   	 12.15   	 -50.86		  8.91   	   0.00		
-21.36   	-155.33   	 11.94   	 -40.69		  8.91   	 -10.17		
-23.50   	-155.94   	 11.78   	 -25.43		  8.87   	 -20.35		
-25.02   	-151.37   	 11.68   	 -15.26		  8.79   	 -30.52		
-24.72   	-149.54   	 11.62   	  -5.09		  8.67   	 -30.52		
-23.50   	-153.20   	 11.60(D)	   5.09		  8.55   	 -30.52		
-22.89   	-160.52   	 11.62   	  10.17		  8.42   	 -30.52		
-25.02   	-167.24   	 11.66   	  15.26		  8.30   	 -25.43		
-28.69   	-169.68   	 11.72   	  15.26		  8.20   	 -20.35		
-31.43   	-167.85   	 11.78   	  20.35		  8.12   	 -10.17		
-30.21   	-163.27   	 11.86   	  20.35		  8.08   	   0.00		
-25.33   	-159.30   	 11.94   	  15.26		  8.08   	  10.17		
-19.53   	-157.78   	 12.00   	  15.26		  8.12   	  15.26		
-17.09   	-158.39   	 12.07   	  10.17		  8.18   	  20.35		
-18.31   	-158.39   	 12.11   	   5.09		  8.26   	  20.35		
-21.36   	-156.25   	 12.13   	   5.09		  8.34   	  20.35		
-23.19   	-152.59   	 12.15   	   0.00		  8.42   	  20.35		
-23.19   	-150.15   	 12.15   	 -10.17		  8.50   	  15.26		
-21.06   	-150.76   	 12.11   	 -10.17		  8.57   	   5.09		
-19.23   	-153.50   	 12.07   	 -15.26		  8.59   	  10.17		
-18.92   	-155.94   	 12.00   	 -15.26		  8.63   	  10.17		
-19.84   	-155.03   	 11.94   	 -15.26		  8.67   	  10.17		
-21.36   	-150.76   	 11.88   	 -15.26		  8.71   	  15.26		
-22.58   	-144.96   	 11.82   	  -5.09		  8.77   	  20.35		
-22.28   	-139.16   	 11.80   	   5.09		  8.85   	  25.43		
-20.45   	-134.58   	 11.82   	  20.35		  8.95   	  15.26		
-17.40   	-132.45   	 11.90   	  35.61		  9.01   	  10.17		
-15.56   	-133.36   	 12.04   	  45.78		  9.05(A)	   0.00		
-15.26   	-135.80   	 12.23   	  55.95		  9.05   	 -15.26		
-16.48   	-136.41   	 12.45   	  61.04		  8.99   	 -25.43		
-18.01   	-133.36   	 12.70   	  66.12		  8.89   	 -35.61		
-19.23   	-127.87   	 12.96   	  61.04		  8.75   	 -45.78		
-19.23   	-124.51   	 13.20   	  66.12		  8.57   	 -50.86		
-19.23   	-125.43   	 13.47   	  55.95		  8.36   	 -45.78		
-20.45   	-128.48   	 13.69   	  50.86		  8.18   	 -40.69		
-21.67   	-130.00   	 13.90   	  45.78		  8.02   	 -30.52		
-22.28   	-127.56   	 14.08   	  40.69		  7.89   	 -15.26		
-20.45   	-122.99   	 14.24   	  25.43		  7.83   	   0.00		
-16.48   	-119.93   	 14.34   	  15.26		  7.83   	   5.09		
-12.51   	-119.93   	 14.40   	   5.09		  7.85   	  10.17		
-10.07   	-120.85   	 14.43   	  -5.09		  7.89   	  15.26		
-10.38   	-120.24   	 14.40   	  -5.09		  7.96   	  15.26		
-13.73   	-116.58   	 14.38   	 -15.26		  8.02   	  10.17		
-17.70   	-111.69   	 14.32   	 -15.26		  8.06   	   0.00		
-20.14   	-108.34   	 14.26   	 -15.26		  8.06   	 -10.17		
-20.45   	-108.34   	 14.20   	 -10.17		  8.02   	 -15.26		
-18.92   	-110.78   	 14.16   	 -15.26		  7.96   	 -25.43		
-16.78   	-113.53   	 14.10   	 -10.17		  7.85   	 -25.43		
-15.56   	-114.75   	 14.06   	  -5.09		  7.75   	 -25.43		
-15.56   	-113.22   	 14.04   	  -5.09		  7.65   	 -20.35		
-16.17   	-110.17   	 14.02   	   5.09		  7.57   	 -20.35		
-15.56   	-107.42   	 14.04   	   5.09		  7.49   	 -15.26		
-13.43   	-105.90   	 14.06   	  10.17		  7.43   	  -5.09		
-10.07   	-105.29   	 14.10   	  10.17		  7.41   	   0.00		
 -7.32   	-104.98   	 14.14   	  15.26		  7.41   	   0.00		
 -7.32   	-105.29   	 14.20   	  20.35		  7.41   	  10.17		
-10.68   	-106.20   	 14.28   	  15.26		  7.45   	   5.09		
-16.78   	-107.73   	 14.34   	  20.35		  7.47   	   5.09		
-25.63   	-110.47   	 14.43   	  15.26		  7.49   	  10.17		
-38.15   	-117.19   	 14.49   	  20.35		  7.53   	   5.09		
-52.19   	-129.09   	 14.57   	  15.26		  7.55   	  10.17		
-62.26   	-140.08   	 14.63   	  20.35		  7.59   	   5.09		
-59.51   	-129.39   	 14.71   	  15.26		  7.61   	   5.09		
-32.35   	-60.12   	 14.77   	  15.26		  7.63   	  10.17		
 28.38   	107.12   	 14.83   	  15.26		  7.67   	  10.17		
125.43   	388.18   	 14.89   	  10.17		  7.71   	  15.26		
251.46   	751.34   	 14.93   	  20.35		  7.77   	  15.26		
386.66   	1109.92   	 15.02   	  45.78		  7.83   	  30.52		
566.10   	1429.14(R)	 15.20(E)	  35.61		  7.96   	  15.26		
551.15   	1337.59   	 15.34   	  40.69		  8.02   	  10.17		
454.41   	1145.32   	 15.50   	  55.95		  8.06   	  15.26		
298.46   	921.33   	 15.73   	  66.12		  8.12   	  15.26		
127.87   	698.24   	 15.99   	  86.47		  8.18   	  15.26		
-11.90   	470.89   	 16.34   	 116.99		  8.24   	  10.17		
-93.08   	240.78   	 16.81   	 147.51		  8.28   	  15.26		
-118.10   	 39.06   	 17.40   	 193.29		  8.34   	  15.26		
-108.95   	-97.35   	 18.17   	 244.15		  8.40   	  20.35		
-90.94   	-159.30   	 19.15   	 305.19		  8.48   	  15.26		
-75.99   	-167.85   	 20.37   	 376.40		  8.55   	  20.35		
-64.70   	-157.17   	 21.87   	 452.69		  8.63   	  25.43		
-53.41   	-148.93   	 23.68   	 544.25		  8.73   	  25.43		
-41.50   	-145.87   	 25.86   	 630.72		  8.83   	  20.35		
-31.74   	-142.82   	 28.38   	 722.28		  8.91   	  25.43		
-26.86   	-138.85   	 31.27   	 808.75		  9.01   	  20.35		
-26.25   	-137.02   	 34.51   	 895.22		  9.09   	  15.26		
-27.77   	-138.85   	 38.09   	 956.25		  9.16   	  15.26		
-28.38   	-140.69   	 41.91   	1012.20		  9.22   	  15.26		
-28.08   	-139.77   	 45.96   	1052.90		  9.28   	  10.17		
-26.55   	-136.41   	 50.17   	1078.33		  9.32   	  10.17		
-24.72   	-131.84   	 54.49   	1098.67		  9.36   	   5.09		
-23.50   	-126.65   	 58.88   	1129.19		  9.38   	   5.09		
-22.89   	-121.15   	 63.40   	1154.62		  9.40   	   5.09		
-22.89   	-117.19   	 68.02   	1180.06		  9.42   	   5.09		
-22.58   	-115.36   	 72.74   	1185.14		  9.44   	   5.09		
-21.36   	-115.05   	 77.48   	1185.14		  9.46   	   0.00		
-19.84   	-115.36   	 82.22   	1180.06		  9.46   	   0.00		
-19.53   	-114.14   	 86.94   	1169.88		  9.46   	  -5.09		
-20.14   	-111.39   	 91.62   	1185.14		  9.44   	  -5.09		
-20.45   	-107.73   	 96.36   	1190.23		  9.42   	 -15.26		
-20.45   	-104.37   	101.12   	1185.14		  9.36   	 -20.35		
-19.23   	-102.84   	105.86   	1169.88		  9.28   	 -30.52		
-18.31   	-102.54   	110.54   	1134.28		  9.16   	 -30.52		
-18.01   	-101.32   	115.08   	1093.59		  9.03   	 -30.52		
-18.31   	-97.96   	119.45   	1052.90		  8.91   	 -35.61		
-18.01   	-92.47   	123.66   	1022.38		  8.77   	 -35.61		
-16.17   	-85.75   	127.75   	 976.60		  8.63   	 -30.52		
-11.90   	-77.82   	131.66   	 935.91		  8.50   	 -25.43		
 -7.02   	-69.27   	135.40   	 879.96		  8.40   	 -20.35		
 -3.66   	-60.73   	138.92   	 829.09		  8.32   	 -15.26		
 -2.75   	-53.41   	142.24   	 778.23		  8.26   	  -5.09		
 -4.58   	-48.83   	145.35   	 737.54		  8.24   	  -5.09		
 -6.10   	-46.39   	148.30   	 696.84		  8.22   	   0.00		
 -6.10   	-44.56   	151.09   	 656.15		  8.22   	   5.09		
 -4.58   	-40.59   	153.71   	 620.55		  8.24   	   5.09		
 -1.83   	-32.96   	156.19   	 579.86		  8.26   	   5.09		
  1.53   	-21.06   	158.51   	 544.25		  8.28   	   0.00		
  5.80   	 -6.71   	160.69   	 513.73		  8.28   	   5.09		
 10.68   	  7.32   	162.75   	 483.21		  8.30   	  -5.09		
 15.56   	 18.92   	164.68   	 467.95		  8.28   	   0.00		
 18.62   	 28.08   	166.55   	 442.52		  8.28   	  -5.09		
 20.14   	 36.62   	168.32   	 422.18		  8.26   	   0.00		
 21.06   	 47.61   	170.01   	 406.92		  8.26   	  -5.09		
 23.80   	 61.95   	171.64   	 381.48		  8.24   	   0.00		
 28.38   	 78.13   	173.16   	 366.22		  8.24   	   5.09		
 34.79   	 93.69   	174.63   	 356.05		  8.26   	  10.17		
 41.81   	106.81   	176.05   	 345.88		  8.30   	  15.26		
 48.83   	117.80   	177.44   	 340.79		  8.36   	  20.35		
 55.24   	127.26   	178.80   	 325.53		  8.44   	  20.35		
 60.12   	135.80   	180.10   	 310.27		  8.52   	  25.43		
 63.17   	142.52   	181.34   	 295.01		  8.63   	  30.52		
 63.48   	146.48   	182.52   	 284.84		  8.75   	  25.43		
 62.56   	147.40   	183.66   	 269.58		  8.85   	  25.43		
 61.04   	145.87   	184.74   	 254.32		  8.95   	  25.43		
 61.04   	144.04   	185.76   	 239.06		  9.05   	  20.35		
 62.87   	144.65   	186.71   	 228.89		  9.14   	  20.35		
 65.92   	147.09   	187.63   	 208.54		  9.22   	  20.35		
 68.66   	149.54   	188.46   	 193.29		  9.30   	  15.26		
 68.97   	148.01   	189.24   	 172.94		  9.36   	  20.35		
 65.92   	139.16   	189.93   	 157.68		  9.44   	  15.26		
 59.81   	123.60   	190.56   	 127.16		  9.50   	  15.26		
 52.19   	105.59   	191.07   	 106.82		  9.56   	  20.35		
 44.86   	 88.20   	191.49   	  81.38		  9.64   	  20.35		
 38.15   	 73.55   	191.82   	  61.04		  9.73   	  15.26		
 32.04   	 59.81   	192.06   	  40.69		  9.79   	  25.43		
 25.63   	 44.86   	192.23   	  20.35		  9.89   	  20.35		
 19.23   	 28.08   	192.31(S)	 -10.17		  9.97   	  20.35		
 13.12   	  9.77   	192.27   	 -35.61		 10.05   	  20.35		
  7.93   	 -7.93   	192.13   	 -66.12		 10.13   	  20.35		
  3.05   	-23.50   	191.86   	-106.82		 10.21   	  20.35		
 -0.92   	-36.01   	191.43   	-137.33		 10.29   	  15.26		
 -4.27   	-45.47   	190.88   	-178.03		 10.36   	  20.35		
 -7.02   	-51.57   	190.17   	-218.72		 10.44   	  15.26		
 -9.77   	-55.85   	189.30   	-264.50		 10.50   	  15.26		
-13.43   	-59.20   	188.24   	-320.45		 10.56   	  20.35		
-17.09   	-62.87   	186.96   	-376.40		 10.64   	  15.26		
-19.53   	-66.53   	185.45   	-437.43		 10.70   	  15.26		
-19.23   	-69.58   	183.70   	-503.56		 10.76   	  15.26		
-16.17   	-71.11   	181.69   	-564.60		 10.82   	  15.26		
-13.12   	-72.02   	179.43   	-630.72		 10.89   	  15.26		
-13.12   	-73.55   	176.91   	-712.10		 10.95   	  10.17		
-16.78   	-76.60   	174.06   	-798.57		 10.99   	  15.26		
-21.97   	-80.26   	170.86   	-885.04		 11.05   	  15.26		
-24.41   	-81.79   	167.32   	-981.68		 11.11   	  15.26		
-23.80   	-80.87   	163.40   	-1073.24		 11.17   	  15.26		
-21.06   	-77.82   	159.10   	-1169.88		 11.23   	  10.17		
-19.84   	-75.99   	154.42   	-1251.27		 11.27   	  20.35		
-21.06   	-77.21   	149.42   	-1332.65		 11.35   	  15.26		
-24.11   	-80.87   	144.09   	-1403.86		 11.41   	  20.35		
-25.94   	-83.31   	138.47   	-1454.72		 11.50   	  15.26		
-25.63   	-83.01   	132.65   	-1500.50		 11.56   	  20.35		
-24.72   	-79.65   	126.65   	-1525.93		 11.64   	  15.26		
-24.41   	-74.77   	120.55   	-1541.19		 11.70   	  10.17		
-25.02   	-70.19   	114.38   	-1536.11		 11.74   	  15.26		
-25.33   	-66.53   	108.24   	-1520.85		 11.80   	   5.09		
-25.33   	-64.09   	102.16   	-1495.42		 11.82   	  10.17		
-24.41   	-63.17   	 96.17   	-1475.07		 11.86   	   0.00		
-22.89   	-64.09   	 90.27   	-1439.47		 11.86   	   5.09		
-21.67   	-65.61   	 84.52   	-1398.77		 11.88(V)	  -5.09		
-21.06   	-66.53   	 78.92   	-1353.00		 11.86   	   0.00		
-20.75   	-65.31   	 73.51   	-1297.04		 11.86   	  -5.09		
-20.45   	-61.04   	 68.32   	-1236.01		 11.84   	  -5.09		
-20.14   	-54.63   	 63.38   	-1169.88		 11.82   	  -5.09		
-19.84   	-46.08   	 58.70   	-1093.59		 11.80   	   0.00		
-19.53   	-36.93   	 54.32   	-1022.38		 11.80   	 -10.17		
-18.62   	-25.94   	 50.23   	-946.08		 11.76   	  -5.09		
-17.40   	-10.99   	 46.45   	-874.87		 11.74   	  -5.09		
-15.26   	  8.24   	 42.95   	-798.57		 11.72   	 -10.17		
-12.82   	 31.13   	 39.76   	-722.28		 11.68   	 -10.17		
-10.99   	 53.10   	 36.87   	-651.07		 11.64   	 -10.17		
 -9.46   	 68.36   	 34.26   	-590.03		 11.60   	 -15.26		
 -7.32   	 74.77   	 31.90   	-528.99		 11.54   	 -15.26		
 -3.05   	 74.16   	 29.79   	-478.13		 11.48   	 -15.26		
  3.05   	 72.94   	 27.87   	-432.35		 11.41   	 -15.26		
  8.24   	 75.07   	 26.14   	-386.57		 11.35   	 -15.26		
 10.38   	 79.65   	 24.60   	-345.88		 11.29   	 -15.26		
  7.93   	 81.79   	 23.21   	-310.27		 11.23   	 -15.26		
  3.05   	 76.60   	 21.97   	-279.75		 11.17   	 -10.17		
  0.00   	 65.00   	 20.85   	-249.24		 11.13   	 -10.17		
  2.14   	 54.32   	 19.86   	-223.80		 11.09   	  -5.09		
 10.38   	 53.41   	 18.96   	-203.46		 11.07   	   0.00		
 22.28   	 64.09   	 18.15   	-183.11		 11.07   	   5.09		
 32.96   	 80.26   	 17.42   	-162.77		 11.09   	  10.17		
 37.84   	 92.16   	 16.76   	-147.51		 11.13   	  10.17		
 35.71   	 92.16   	 16.17   	-122.07		 11.17   	  20.35		
 27.47   	 78.74   	 15.69   	-106.82		 11.25   	  25.43		
 15.56   	 55.24   	 15.26   	 -86.47		 11.35   	  30.52		
  3.05   	 24.11   	 14.91   	 -76.30		 11.48   	  30.52		
 -8.24   	-12.51   	 14.61   	 -61.04		 11.60   	  35.61		
-16.48   	-50.66   	 14.36   	 -45.78		 11.74   	  35.61		
-21.06   	-85.14   	 14.18   	 -40.69		 11.88   	  35.61		
-21.67   	-109.25   	 14.02   	 -30.52		 12.02   	  40.69		
-19.53   	-120.54   	 13.90   	 -20.35		 12.19   	  30.52		
-17.09   	-121.15   	 13.81   	 -10.17		 12.31   	  30.52		
-15.56   	-117.19   	 13.77(D)	   0.00		 12.43   	  20.35		
-15.56   	-114.44   	 13.77   	  10.17		 12.51   	  15.26		
-17.09   	-115.66   	 13.81   	  15.26		 12.57   	   0.00		
-19.84   	-120.85   	 13.88   	  25.43		 12.57   	 -15.26		
-23.19   	-127.26   	 13.98   	  25.43		 12.51   	 -35.61		
-25.63   	-132.45   	 14.08   	  30.52		 12.37   	 -50.86		
-26.25   	-133.97   	 14.20   	  30.52		 12.17   	 -61.04		
-24.72   	-131.84   	 14.32   	  35.61		 11.92   	 -76.30		
-21.97   	-128.17   	 14.47   	  35.61		 11.62   	 -71.21		
-18.92   	-124.51   	 14.61   	  30.52		 11.33   	 -61.04		
-16.78   	-122.68   	 14.73   	  30.52		 11.09   	 -45.78		
-15.87   	-122.07   	 14.85   	  30.52		 10.91   	 -20.35		
-15.87   	-122.68   	 14.97   	  25.43		 10.82   	   0.00		
-16.48   	-123.60   	 15.08   	  25.43		 10.82   	  20.35		
-18.01   	-124.21   	 15.18   	  25.43		 10.91   	  45.78		
-19.53   	-123.60   	 15.28   	  30.52		 11.09   	  55.95		
