  I     	  II     	  RV     	  RV'		  LV     	  LV'		
 -6.71   	 15.26   	 36.83   	 -15.26		115.10   	 233.98		
 -3.66   	 20.45   	 36.76   	 -10.17		116.03   	 228.89		
 -1.83   	 23.50   	 36.72   	   0.00		116.95   	 228.89		
  0.31   	 26.25   	 36.72   	  10.17		117.86   	 223.80		
  3.36   	 31.74   	 36.76   	  30.52		118.76   	 208.54		
  8.24   	 40.28   	 36.89   	  50.86		119.59   	 188.20		
 15.26   	 49.44   	 37.09   	  61.04		120.35   	 172.94		
 22.89   	 56.46   	 37.33   	  76.30		121.04   	 178.03		
 29.91   	 61.34   	 37.64   	  86.47		121.75   	 203.46		
 35.40   	 65.61   	 37.99   	  86.47		122.56   	 239.06		
 39.67   	 71.72   	 38.33   	  96.64		123.52   	 249.24		
 43.64   	 79.96   	 38.72   	 101.73		124.52   	 218.72		
 49.13   	 89.11   	 39.12   	 101.73		125.39   	 157.68		
 56.15   	 97.96   	 39.53   	 111.90		126.02   	  81.38		
 63.78   	105.90   	 39.98   	 106.82		126.35   	  25.43		
 70.19   	113.22   	 40.41   	 111.90		126.45   	  10.17		
 74.77   	119.63   	 40.85   	 106.82		126.49   	  40.69		
 77.82   	124.82   	 41.28   	  96.64		126.65   	  91.56		
 80.87   	128.17   	 41.67   	  91.56		127.02   	 147.51		
 85.14   	130.92   	 42.03   	  81.38		127.61   	 172.94		
 90.03   	134.28   	 42.36   	  71.21		128.30   	 167.85		
 94.30   	138.85   	 42.64   	  66.12		128.97   	 137.33		
 97.35   	144.65   	 42.91   	  61.04		129.52   	  96.64		
 97.96   	149.54   	 43.15   	  50.86		129.91   	  66.12		
 96.74   	151.37   	 43.36   	  45.78		130.17   	  55.95		
 93.69   	150.15   	 43.54   	  40.69		130.40   	  66.12		
 89.42   	146.48   	 43.70   	  25.43		130.66   	  81.38		
 84.53   	141.30   	 43.80   	  25.43		130.99   	  91.56		
 78.43   	134.58   	 43.91   	  15.26		131.35   	  86.47		
 72.33   	126.65   	 43.97   	  10.17		131.70   	  66.12		
 66.22   	116.58   	 44.01   	  10.17		131.96   	  35.61		
 60.42   	104.98   	 44.05   	   5.09		132.11   	  10.17		
 53.41   	 92.77   	 44.07(S)	   0.00		132.15   	  -5.09		
 44.56   	 79.96   	 44.07   	   0.00		132.13   	   0.00		
 33.57   	 66.53   	 44.07   	 -10.17		132.13   	   5.09		
 22.58   	 53.41   	 44.03   	 -15.26		132.15   	  15.26		
 14.04   	 40.89   	 43.97   	 -20.35		132.21   	  15.26		
  8.54   	 30.21   	 43.89   	 -30.52		132.27   	   5.09		
  3.66   	 21.06   	 43.76   	 -35.61		132.29(S)	 -15.26		
 -3.05   	 12.21   	 43.62   	 -45.78		132.23   	 -45.78		
-10.99   	  2.75   	 43.44   	 -45.78		132.04   	 -76.30		
-18.92   	 -6.10   	 43.26   	 -50.86		131.74   	-106.82		
-23.50   	-12.82   	 43.05   	 -61.04		131.31   	-142.42		
-25.02   	-17.09   	 42.81   	 -61.04		130.74   	-183.11		
-25.02   	-19.84   	 42.56   	 -66.12		130.01   	-239.06		
-25.63   	-22.89   	 42.30   	 -81.38		129.05   	-305.19		
-28.08   	-27.47   	 41.97   	 -81.38		127.83   	-381.48		
-31.43   	-32.96   	 41.65   	 -96.64		126.31   	-457.78		
-33.26   	-37.84   	 41.26   	-111.90		124.48   	-518.82		
-33.57   	-40.89   	 40.81   	-122.07		122.40   	-584.94		
-32.65   	-41.81   	 40.33   	-137.33		120.06   	-666.32		
-32.35   	-41.50   	 39.78   	-152.59		117.40   	-788.40		
-33.87   	-40.59   	 39.17   	-162.77		114.24   	-956.25		
-36.62   	-39.67   	 38.51   	-172.94		110.42   	-1149.54		
-38.76   	-39.06   	 37.82   	-183.11		105.82   	-1337.74		
-39.37   	-38.45   	 37.09   	-188.20		100.47   	-1475.07		
-37.54   	-36.93   	 36.34   	-203.46		 94.57   	-1551.37		
-34.79   	-34.79   	 35.52   	-208.54		 88.36   	-1546.28		
-33.26   	-32.96   	 34.69   	-228.89		 82.18   	-1490.33		
-34.48   	-31.74   	 33.77   	-233.98		 76.22   	-1388.60		
-37.54   	-31.13   	 32.84   	-244.15		 70.66   	-1281.79		
-40.89   	-30.82   	 31.86   	-249.24		 65.53   	-1190.23		
-42.72   	-29.60   	 30.86   	-249.24		 60.77   	-1119.02		
-41.81   	-28.38   	 29.87   	-254.32		 56.30   	-1063.07		
-39.37   	-28.38   	 28.85   	-249.24		 52.04   	-1007.12		
-36.93   	-29.30   	 27.85   	-254.32		 48.02   	-951.17		
-35.40   	-30.82   	 26.84   	-244.15		 44.21   	-879.96		
-35.10   	-31.13   	 25.86   	-244.15		 40.69   	-783.31		
-35.10   	-30.82   	 24.88   	-233.98		 37.56   	-691.76		
-35.40   	-30.21   	 23.95   	-228.89		 34.79   	-600.20		
-35.71   	-30.52   	 23.03   	-218.72		 32.39   	-528.99		
-36.01   	-30.82   	 22.16   	-213.63		 30.27   	-478.13		
-35.10   	-29.60   	 21.30   	-203.46		 28.36   	-437.43		
-32.35   	-26.25   	 20.49   	-198.37		 26.61   	-417.09		
-28.08   	-21.97   	 19.69   	-188.20		 24.94   	-396.74		
-24.72   	-19.53   	 18.94   	-183.11		 23.36   	-361.14		
-25.02   	-19.53   	 18.21   	-172.94		 21.91   	-325.53		
-28.99   	-21.36   	 17.52   	-157.68		 20.61   	-279.75		
-34.18   	-23.19   	 16.89   	-147.51		 19.49   	-228.89		
-36.93   	-23.19   	 16.30   	-127.16		 18.58   	-188.20		
-34.79   	-21.67   	 15.79   	-111.90		 17.82   	-152.59		
-29.30   	-19.84   	 15.34   	 -91.56		 17.21   	-132.25		
-25.02   	-19.53   	 14.97   	 -71.21		 16.68   	-116.99		
-24.72   	-20.75   	 14.69   	 -50.86		 16.22   	-116.99		
-27.47   	-23.80   	 14.49   	 -40.69		 15.75   	-111.90		
-30.52   	-26.86   	 14.32   	 -25.43		 15.30   	-106.82		
-31.13   	-28.69   	 14.22   	 -20.35		 14.87   	 -91.56		
-29.91   	-28.08   	 14.14   	 -15.26		 14.51   	 -76.30		
-28.08   	-26.25   	 14.08   	 -15.26		 14.20   	 -50.86		
-27.16   	-24.41   	 14.02   	 -10.17		 14.00   	 -25.43		
-26.55   	-24.41   	 13.98   	  -5.09		 13.90   	 -15.26		
-26.86   	-26.55   	 13.96   	  -5.09		 13.84   	  -5.09		
-28.38   	-30.52   	 13.94(D)	   5.09		 13.81   	  -5.09		
-31.13   	-35.10   	 13.96   	  15.26		 13.79(D)	   0.00		
-34.48   	-38.76   	 14.02   	  20.35		 13.79   	   0.00		
-36.62   	-40.28   	 14.10   	  20.35		 13.79   	   0.00		
-36.62   	-38.76   	 14.18   	  25.43		 13.79   	   5.09		
-34.48   	-35.71   	 14.28   	  25.43		 13.81   	   5.09		
-31.74   	-32.35   	 14.38   	  20.35		 13.84   	  20.35		
-29.91   	-29.91   	 14.47   	  10.17		 13.92   	  20.35		
-29.60   	-30.21   	 14.51   	   5.09		 14.00   	  25.43		
-30.21   	-31.74   	 14.53   	  -5.09		 14.10   	  30.52		
-30.52   	-33.26   	 14.51   	 -10.17		 14.22   	  30.52		
-30.21   	-34.18   	 14.47   	 -15.26		 14.34   	  30.52		
-30.21   	-34.18   	 14.40   	 -15.26		 14.47   	  30.52		
-29.91   	-34.18   	 14.34   	 -15.26		 14.59   	  35.61		
-30.52   	-36.62   	 14.28   	 -10.17		 14.73   	  35.61		
-31.43   	-41.81   	 14.24   	  -5.09		 14.87   	  35.61		
-32.04   	-46.39   	 14.22   	   0.00		 15.02   	  40.69		
-32.65   	-47.61   	 14.22   	   5.09		 15.18   	  45.78		
-33.57   	-44.25   	 14.24   	  10.17		 15.36   	  45.78		
-34.48   	-38.76   	 14.28   	  15.26		 15.54   	  45.78		
-34.79   	-35.10   	 14.34   	  15.26		 15.73   	  45.78		
-33.87   	-36.01   	 14.40   	  20.35		 15.91   	  45.78		
-32.35   	-39.67   	 14.49   	  15.26		 16.09   	  40.69		
-30.52   	-41.81   	 14.55   	  20.35		 16.26   	  40.69		
-29.30   	-40.59   	 14.63   	  15.26		 16.42   	  35.61		
-28.99   	-36.62   	 14.69   	  15.26		 16.56   	  30.52		
-29.30   	-32.96   	 14.75   	  15.26		 16.68   	  30.52		
-29.91   	-32.35   	 14.81   	  10.17		 16.81   	  30.52		
-30.21   	-35.40   	 14.85   	  15.26		 16.93   	  20.35		
-29.30   	-39.67   	 14.91   	  10.17		 17.01   	  20.35		
-28.08   	-43.03   	 14.95   	  10.17		 17.09   	  15.26		
-27.77   	-43.95   	 14.99   	   5.09		 17.15   	  10.17		
-29.30   	-43.64   	 15.02   	  10.17		 17.19   	  10.17		
-32.04   	-42.72   	 15.06   	   5.09		 17.23   	   0.00		
-33.87   	-42.42   	 15.08   	  10.17		 17.23   	   5.09		
-33.57   	-42.11   	 15.12   	   5.09		 17.25   	  -5.09		
-30.52   	-40.89   	 15.14   	   5.09		 17.23   	   0.00		
-26.55   	-38.76   	 15.16   	   0.00		 17.23   	   0.00		
-23.19   	-36.93   	 15.16   	   5.09		 17.23   	   0.00		
-20.75   	-34.48   	 15.18   	   0.00		 17.23   	   0.00		
-18.01   	-30.21   	 15.18   	   5.09		 17.23   	   0.00		
-13.73   	-21.36   	 15.20   	   0.00		 17.23   	   0.00		
 -7.93   	 -8.54   	 15.20   	   0.00		 17.23   	   0.00		
 -2.75   	  5.49   	 15.20   	   0.00		 17.23   	   0.00		
 -0.92   	 15.56   	 15.20   	   0.00		 17.23   	   5.09		
 -2.44   	 18.62   	 15.20   	   5.09		 17.25   	   5.09		
 -4.88   	 15.87   	 15.22   	   0.00		 17.27   	   5.09		
 -5.19   	 12.82   	 15.22   	   0.00		 17.29   	   0.00		
 -0.31   	 13.73   	 15.22   	   0.00		 17.29   	   5.09		
  8.24   	 19.23   	 15.22   	   0.00		 17.31   	   5.09		
 18.31   	 27.16   	 15.22   	   0.00		 17.33   	   0.00		
 26.55   	 34.48   	 15.22   	   0.00		 17.33   	   5.09		
 30.52   	 38.76   	 15.22   	  -5.09		 17.35   	   0.00		
 31.13   	 38.76   	 15.20   	  -5.09		 17.35   	   0.00		
 29.30   	 34.48   	 15.18   	  -5.09		 17.35   	   0.00		
 26.55   	 25.94   	 15.16   	 -10.17		 17.35   	  -5.09		
 25.02   	 15.87   	 15.12   	 -10.17		 17.33   	 -10.17		
 26.25   	  7.93   	 15.08   	  -5.09		 17.29   	  -5.09		
 28.69   	  3.05   	 15.06   	 -10.17		 17.27   	 -10.17		
 29.30   	  0.61   	 15.02   	 -10.17		 17.23   	 -10.17		
 25.63   	 -1.53   	 14.97   	 -10.17		 17.19   	  -5.09		
 16.17   	 -4.58   	 14.93   	  -5.09		 17.17   	   5.09		
  2.75   	 -9.16   	 14.91   	 -10.17		 17.19   	   5.09		
-11.90   	-15.26   	 14.87   	   0.00		 17.21   	  15.26		
-25.33   	-23.50   	 14.87   	   0.00		 17.27   	  25.43		
-35.71   	-33.87   	 14.87   	  10.17		 17.38   	  30.52		
-42.11   	-45.47   	 14.91   	  20.35		 17.50   	  45.78		
-43.95   	-56.46   	 14.99   	  25.43		 17.68   	  45.78		
-42.72   	-64.70   	 15.10   	  25.43		 17.86   	  55.95		
-40.28   	-70.50   	 15.20   	  30.52		 18.09   	  50.86		
-39.06   	-73.85   	 15.32   	  25.43		 18.29   	  45.78		
-39.06   	-73.85   	 15.42   	  15.26		 18.47   	  40.69		
-39.67   	-71.72   	 15.48   	   5.09		 18.64   	  30.52		
-39.67   	-69.27   	 15.50   	  -5.09		 18.76   	  15.26		
-38.76   	-68.66   	 15.48   	 -15.26		 18.82   	  10.17		
-37.54   	-70.19   	 15.42   	 -25.43		 18.86   	  10.17		
-36.93   	-73.55   	 15.32   	 -30.52		 18.90   	   5.09		
-37.54   	-75.99   	 15.20   	 -30.52		 18.92   	  10.17		
-39.06   	-76.29   	 15.08   	 -35.61		 18.96   	  20.35		
-41.50   	-74.46   	 14.93   	 -20.35		 19.04   	  20.35		
-43.64   	-69.27   	 14.85   	 -15.26		 19.13   	  30.52		
-43.03   	-61.04   	 14.79   	  -5.09		 19.25   	  35.61		
-39.98   	-52.80   	 14.77   	   0.00		 19.39   	  40.69		
-36.32   	-48.83   	 14.77   	  15.26		 19.55   	  45.78		
-34.48   	-51.57   	 14.83   	  20.35		 19.74   	  50.86		
-36.01   	-59.51   	 14.91   	  20.35		 19.94   	  61.04		
-37.84   	-64.70   	 14.99   	  30.52		 20.18   	  66.12		
-34.48   	-59.51   	 15.12   	  25.43		 20.45   	  71.21		
-18.01   	-40.28   	 15.22   	  30.52		 20.73   	  76.30		
 18.31   	 -7.63   	 15.34   	  35.61		 21.04   	  76.30		
 77.21   	 39.06   	 15.48   	  30.52		 21.34   	  66.12		
156.86   	102.84   	 15.61   	  30.52		 21.61   	  50.86		
249.02   	187.99   	 15.73   	  30.52		 21.81   	  40.69		
340.58   	287.78   	 15.85   	  20.35		 21.97   	  30.52		
411.99   	374.15   	 15.93   	  10.17		 22.10   	  20.35		
442.81   	406.49(R)	 15.97   	   0.00		 22.18(E)	  30.52		
415.65   	355.83   	 15.97   	 -10.17		 22.30   	  35.61		
327.15   	226.44   	 15.93   	 -15.26		 22.44   	  66.12		
196.23   	 62.26   	 15.87   	 -15.26		 22.71   	  96.64		
 59.20   	-75.99   	 15.81   	 -15.26		 23.09   	 142.42		
-46.39   	-147.71   	 15.75   	 -10.17		 23.66   	 183.11		
-99.49   	-151.37   	 15.71(E)	  -5.09		 24.39   	 244.15		
-105.29   	-115.97   	 15.69   	  10.17		 25.37   	 310.27		
-86.36   	-76.60   	 15.73   	  20.35		 26.61   	 381.48		
-65.61   	-53.10   	 15.81   	  40.69		 28.14   	 473.04		
-54.32   	-46.69   	 15.97   	  66.12		 30.03   	 569.68		
-51.57   	-49.44   	 16.24   	 101.73		 32.31   	 671.41		
-52.19   	-53.71   	 16.64   	 147.51		 34.99   	 778.23		
-52.49   	-56.76   	 17.23   	 178.03		 38.11   	 885.04		
-52.49   	-58.59   	 17.94   	 208.54		 41.65   	 986.77		
-51.57   	-59.81   	 18.78   	 218.72		 45.59   	1078.33		
-49.44   	-60.73   	 19.65   	 208.54		 49.91   	1139.36		
-46.08   	-61.95   	 20.49   	 193.29		 54.47   	1180.06		
-42.42   	-61.95   	 21.26   	 167.85		 59.19   	1190.23		
-39.98   	-61.04   	 21.93   	 152.59		 63.95   	1180.06		
-38.76   	-58.29   	 22.54   	 152.59		 68.67   	1159.71		
-37.54   	-53.71   	 23.15   	 152.59		 73.31   	1113.93		
-35.40   	-47.61   	 23.76   	 172.94		 77.76   	1057.98		
-33.57   	-42.72   	 24.46   	 193.29		 81.99   	 981.68		
-33.57   	-40.59   	 25.23   	 218.72		 85.92   	 885.04		
-35.10   	-42.42   	 26.10   	 233.98		 89.46   	 778.23		
-37.84   	-46.08   	 27.04   	 249.24		 92.57   	 671.41		
-39.06   	-48.22   	 28.04   	 244.15		 95.26   	 569.68		
-37.84   	-44.86   	 29.01   	 239.06		 97.54   	 508.65		
-34.79   	-36.01   	 29.97   	 213.63		 99.57   	 462.87		
-31.13   	-25.94   	 30.82   	 193.29		101.42   	 447.61		
-28.99   	-19.23   	 31.60   	 162.77		103.21   	 447.61		
-28.69   	-18.62   	 32.25   	 137.33		105.00   	 437.43		
-29.60   	-22.58   	 32.80   	 101.73		106.75   	 422.18		
-29.91   	-27.47   	 33.20   	  76.30		108.44   	 386.57		
-27.77   	-28.38   	 33.51   	  45.78		109.99   	 350.97		
-21.67   	-25.02   	 33.69   	  30.52		111.39   	 315.36		
-14.04   	-19.23   	 33.81(S)	   0.00		112.65   	 284.84		
 -8.54   	-14.04   	 33.81   	 -15.26		113.79   	 264.50		
 -7.02   	 -9.46   	 33.75   	 -35.61		114.85   	 249.24		
 -8.24   	 -4.27   	 33.61   	 -50.86		115.85   	 239.06		
 -9.16   	  3.05   	 33.41   	 -50.86		116.81   	 239.06		
 -7.63   	 11.29   	 33.20   	 -45.78		117.76   	 239.06		
 -4.58   	 16.48   	 33.02   	 -35.61		118.72   	 223.80		
 -2.14   	 16.48   	 32.88   	 -30.52		119.61   	 223.80		
 -0.61   	 12.51   	 32.76   	 -15.26		120.51   	 213.63		
  2.14   	 10.99   	 32.70   	  -5.09		121.36   	 218.72		
  8.24   	 17.09   	 32.68   	  -5.09		122.24   	 223.80		
 16.78   	 31.13   	 32.66   	   5.09		123.13   	 233.98		
 25.63   	 46.69   	 32.68   	  10.17		124.07   	 239.06		
 31.43   	 57.07   	 32.72   	  15.26		125.02   	 239.06		
 34.79   	 59.20   	 32.78   	  25.43		125.98   	 228.89		
 37.54   	 57.68   	 32.88   	  35.61		126.90   	 193.29		
 42.42   	 60.73   	 33.02   	  35.61		127.67   	 142.42		
 49.13   	 72.02   	 33.16   	  30.52		128.24   	  91.56		
 56.46   	 88.81   	 33.29   	  30.52		128.61   	  50.86		
 62.56   	104.98   	 33.41   	  15.26		128.81   	  50.86		
 67.14   	115.36   	 33.47   	   0.00		129.01   	  76.30		
 72.33   	118.41   	 33.47   	 -10.17		129.32   	 122.07		
 79.04   	117.19   	 33.43   	 -15.26		129.81   	 172.94		
 86.98   	116.58   	 33.37   	 -20.35		130.50   	 193.29		
 94.30   	119.93   	 33.29   	 -15.26		131.27   	 188.20		
100.10   	127.56   	 33.22   	 -10.17		132.02   	 162.77		
102.84   	137.63   	 33.18   	   0.00		132.67   	 132.25		
102.54   	146.48   	 33.18   	   0.00		133.20   	 106.82		
100.10   	149.84   	 33.18   	   5.09		133.63   	  96.64		
 97.05   	147.40   	 33.20   	  10.17		134.02   	 101.73		
 94.60   	141.30   	 33.25   	  10.17		134.42   	 116.99		
 93.38   	135.80   	 33.29   	  15.26		134.89   	 127.16		
 92.77   	133.06   	 33.35   	  15.26		135.40   	 122.07		
 90.94   	131.53   	 33.41   	  15.26		135.89   	 106.82		
 86.36   	126.95   	 33.47   	  10.17		136.32   	  81.38		
 78.13   	115.66   	 33.51   	  10.17		136.64   	  55.95		
 67.44   	 97.35   	 33.55   	   5.09		136.87   	  35.61		
 56.15   	 76.60   	 33.57   	  -5.09		137.01   	  20.35		
 47.00   	 58.59   	 33.55   	 -15.26		137.09   	  15.26		
 40.28   	 45.47   	 33.49   	 -30.52		137.15   	   5.09		
 34.79   	 35.71   	 33.37   	 -45.78		137.17   	   5.09		
 28.08   	 26.55   	 33.18   	 -61.04		137.19(S)	   0.00		
 18.92   	 14.95   	 32.94   	 -86.47		137.19   	 -15.26		
  8.54   	  1.83   	 32.59   	-111.90		137.13   	 -20.35		
 -0.92   	 -9.77   	 32.15   	-142.42		137.05   	 -35.61		
 -7.63   	-19.84   	 31.58   	-162.77		136.91   	 -50.86		
-11.60   	-29.91   	 30.93   	-188.20		136.70   	 -71.21		
-14.65   	-42.42   	 30.17   	-213.63		136.42   	-101.73		
-17.40   	-55.85   	 29.32   	-223.80		136.01   	-132.25		
-20.45   	-65.31   	 28.42   	-244.15		135.48   	-183.11		
-21.97   	-67.75   	 27.45   	-249.24		134.75   	-239.06		
-21.97   	-63.17   	 26.45   	-249.24		133.79   	-305.19		
-21.06   	-57.07   	 25.45   	-249.24		132.57   	-376.40		
-21.67   	-54.32   	 24.46   	-244.15		131.07   	-447.61		
-23.80   	-57.07   	 23.48   	-233.98		129.28   	-508.65		
-26.55   	-63.78   	 22.54   	-228.89		127.24   	-559.51		
-27.47   	-72.02   	 21.63   	-223.80		125.00   	-610.37		
-26.55   	-79.04   	 20.73   	-218.72		122.56   	-707.02		
-25.02   	-83.31   	 19.86   	-218.72		119.74   	-839.26		
-24.41   	-83.31   	 18.98   	-208.54		116.38   	-1017.29		
-25.33   	-79.35   	 18.15   	-198.37		112.31   	-1205.49		
-26.25   	-72.63   	 17.35   	-178.03		107.49   	-1373.34		
-27.16   	-66.83   	 16.64   	-157.68		101.99   	-1485.24		
-27.47   	-64.70   	 16.01   	-147.51		 96.05   	-1525.93		
-28.08   	-68.05   	 15.42   	-137.33		 89.95   	-1505.59		
-29.60   	-73.85   	 14.87   	-122.07		 83.93   	-1439.47		
-30.52   	-77.51   	 14.38   	-111.90		 78.17   	-1353.00		
-30.82   	-76.29   	 13.94   	 -96.64		 72.76   	-1271.61		
-30.82   	-70.50   	 13.55   	 -81.38		 67.67   	-1210.58		
-31.43   	-63.17   	 13.22   	 -66.12		 62.83   	-1164.80		
-32.96   	-59.20   	 12.96   	 -50.86		 58.17   	-1129.19		
-34.79   	-60.12   	 12.76   	 -40.69		 53.65   	-1078.33		
-35.71   	-63.78   	 12.59   	 -35.61		 49.34   	-1022.38		
-35.40   	-65.31   	 12.45   	 -35.61		 45.25   	-946.08		
-34.48   	-63.17   	 12.31   	 -35.61		 41.46   	-849.44		
-34.18   	-59.20   	 12.17   	 -40.69		 38.07   	-757.88		
-35.10   	-57.07   	 12.00   	 -35.61		 35.04   	-676.50		
-35.71   	-58.59   	 11.86   	 -35.61		 32.33   	-610.37		
-36.01   	-63.48   	 11.72   	 -30.52		 29.89   	-564.60		
-36.32   	-68.36   	 11.60   	 -25.43		 27.63   	-528.99		
-36.93   	-70.50   	 11.50   	 -25.43		 25.51   	-493.39		
-38.76   	-71.72   	 11.39   	 -25.43		 23.54   	-462.87		
-41.50   	-73.24   	 11.29   	 -25.43		 21.69   	-417.09		
-44.25   	-75.38   	 11.19   	 -25.43		 20.02   	-361.14		
-45.17   	-75.68   	 11.09   	 -25.43		 18.58   	-305.19		
-43.95   	-70.19   	 10.99   	 -25.43		 17.35   	-244.15		
-41.81   	-61.04   	 10.89   	 -25.43		 16.38   	-198.37		
-39.98   	-54.02   	 10.78   	 -15.26		 15.58   	-167.85		
-39.98   	-55.85   	 10.72   	 -15.26		 14.91   	-137.33		
-41.81   	-67.44   	 10.66   	 -10.17		 14.36   	-127.16		
-44.25   	-82.70   	 10.62   	 -10.17		 13.86   	-116.99		
-45.78   	-91.55   	 10.58   	 -15.26		 13.39   	-106.82		
-45.47   	-89.42   	 10.52   	 -10.17		 12.96   	 -96.64		
-43.33   	-78.74   	 10.48   	 -10.17		 12.57   	 -81.38		
-40.59   	-67.14   	 10.44   	  -5.09		 12.25   	 -61.04		
-38.76   	-61.04   	 10.42(D)	   5.09		 12.00   	 -50.86		
-38.45   	-61.04   	 10.44   	  10.17		 11.80   	 -35.61		
-39.98   	-64.70   	 10.48   	  25.43		 11.66   	 -30.52		
-42.42   	-68.97   	 10.58   	  30.52		 11.54   	 -25.43		
-45.17   	-73.55   	 10.70   	  30.52		 11.43   	 -20.35		
-47.00   	-79.65   	 10.82   	  40.69		 11.35   	 -20.35		
-47.30   	-86.67   	 10.99   	  35.61		 11.27   	 -20.35		
-45.47   	-90.94   	 11.13   	  40.69		 11.19   	 -15.26		
-41.50   	-89.42   	 11.29   	  40.69		 11.13   	  -5.09		
-36.93   	-82.70   	 11.45   	  40.69		 11.11(D)	   0.00		
-33.26   	-73.55   	 11.62   	  35.61		 11.11   	   5.09		
-32.35   	-66.83   	 11.76   	  40.69		 11.13   	  10.17		
-33.87   	-65.92   	 11.92   	  30.52		 11.17   	  10.17		
-36.32   	-70.50   	 12.04   	  30.52		 11.21   	  10.17		
-38.45   	-78.43   	 12.17   	  20.35		 11.25   	  10.17		
-39.67   	-87.59   	 12.25   	  15.26		 11.29   	  10.17		
-41.20   	-96.13   	 12.31   	  10.17		 11.33   	  10.17		
-42.11   	-100.71   	 12.35   	   5.09		 11.37   	  15.26		
-40.59   	-99.79   	 12.37   	  10.17		 11.43   	  20.35		
-36.62   	-93.38   	 12.41   	  10.17		 11.52   	  25.43		
-32.35   	-84.23   	 12.45   	  15.26		 11.62   	  30.52		
-29.91   	-77.21   	 12.51   	  15.26		 11.74   	  30.52		
-31.43   	-75.38   	 12.57   	  15.26		 11.86   	  25.43		
-35.10   	-77.82   	 12.63   	  15.26		 11.96   	  30.52		
-38.15   	-79.96   	 12.70   	  15.26		 12.09   	  25.43		
-39.06   	-79.65   	 12.76   	  15.26		 12.19   	  20.35		
-38.76   	-77.82   	 12.82   	  10.17		 12.27   	  15.26		
-38.15   	-77.21   	 12.86   	  15.26		 12.33   	  15.26		
-37.84   	-79.96   	 12.92   	  15.26		 12.39   	  20.35		
-37.23   	-83.92   	 12.98   	  10.17		 12.47   	  15.26		
-35.71   	-85.75   	 13.02   	  15.26		 12.53   	  20.35		
-33.26   	-83.01   	 13.08   	  15.26		 12.61   	  20.35		
-31.43   	-79.04   	 13.14   	  15.26		 12.70   	  15.26		
-30.82   	-77.21   	 13.20   	  15.26		 12.76   	  20.35		
-30.82   	-79.35   	 13.27   	  15.26		 12.84   	  15.26		
-31.13   	-83.92   	 13.33   	  10.17		 12.90   	  15.26		
-30.82   	-86.06   	 13.37   	  10.17		 12.96   	  15.26		
-30.82   	-83.31   	 13.41   	  10.17		 13.02   	  15.26		
-30.82   	-75.99   	 13.45   	  10.17		 13.08   	  20.35		
-30.21   	-68.36   	 13.49   	  10.17		 13.16   	  20.35		
-28.69   	-64.70   	 13.53   	   5.09		 13.25   	  20.35		
-26.25   	-65.92   	 13.55   	   5.09		 13.33   	  15.26		
-23.50   	-70.80   	 13.57   	   5.09		 13.39   	  20.35		
-21.06   	-75.07   	 13.59   	   0.00		 13.47   	  15.26		
-18.62   	-75.68   	 13.59   	   0.00		 13.53   	  10.17		
-15.26   	-70.80   	 13.59   	   5.09		 13.57   	  10.17		
-10.68   	-59.81   	 13.61   	  -5.09		 13.61   	   5.09		
 -6.41   	-45.17   	 13.59   	   0.00		 13.63   	   5.09		
 -3.36   	-29.30   	 13.59   	   0.00		 13.65   	   0.00		
 -1.83   	-17.09   	 13.59   	   0.00		 13.65   	   5.09		
 -0.61   	-12.21   	 13.59   	  -5.09		 13.67   	   0.00		
  2.14   	-15.26   	 13.57   	   0.00		 13.67   	   5.09		
  6.41   	-21.97   	 13.57   	   0.00		 13.69   	   0.00		
 11.29   	-24.72   	 13.57   	   0.00		 13.69   	  -5.09		
 15.87   	-18.62   	 13.57   	   0.00		 13.67   	   0.00		
 18.92   	 -6.10   	 13.57   	  -5.09		 13.67   	  -5.09		
 22.28   	  5.49   	 13.55   	  -5.09		 13.65   	 -10.17		
 26.25   	  7.32   	 13.53   	 -10.17		 13.61   	 -10.17		
 31.74   	 -3.05   	 13.49   	 -10.17		 13.57   	 -15.26		
 37.23   	-20.14   	 13.45   	 -20.35		 13.51   	 -15.26		
 40.59   	-36.01   	 13.37   	 -25.43		 13.45   	 -10.17		
 38.76   	-45.17   	 13.27   	 -30.52		 13.41   	 -15.26		
 31.13   	-47.30   	 13.14   	 -35.61		 13.35   	  -5.09		
 18.62   	-46.39   	 13.00   	 -35.61		 13.33   	  -5.09		
  3.97   	-46.39   	 12.86   	 -30.52		 13.31   	   0.00		
-10.07   	-49.44   	 12.74   	 -20.35		 13.31   	   0.00		
-22.58   	-56.76   	 12.66   	 -10.17		 13.31   	   5.09		
-33.87   	-67.44   	 12.61   	  15.26		 13.33   	  10.17		
-42.72   	-78.74   	 12.68   	  30.52		 13.37   	  10.17		
-48.52   	-88.20   	 12.80   	  45.78		 13.41   	  20.35		
-50.35   	-94.91   	 12.98   	  61.04		 13.49   	  30.52		
-48.52   	-99.79   	 13.22   	  61.04		 13.61   	  30.52		
-44.56   	-101.93   	 13.47   	  71.21		 13.73   	  40.69		
-40.59   	-100.10   	 13.75   	  66.12		 13.90   	  35.61		
-37.84   	-93.38   	 14.02   	  50.86		 14.04   	  30.52		
-36.32   	-84.23   	 14.22   	  40.69		 14.16   	  25.43		
-36.62   	-78.13   	 14.38   	  15.26		 14.26   	  20.35		
-38.45   	-79.96   	 14.45   	  -5.09		 14.34   	   5.09		
