  I     	  II     	  LV     	  LV'		  PW     	  PW'		
-42.11   	-46.08   	 30.19   	-396.74		  6.65   	  45.78		
-39.98   	-43.64   	 28.61   	-391.66		  6.84   	  40.69		
-38.15   	-43.64   	 27.04   	-381.48		  7.00   	  30.52		
-39.06   	-46.08   	 25.51   	-366.22		  7.12   	  10.17		
-41.50   	-49.74   	 24.05   	-345.88		  7.16   	  -5.09		
-43.33   	-51.88   	 22.67   	-330.62		  7.14   	 -20.35		
-43.03   	-51.88   	 21.34   	-305.19		  7.06   	 -20.35		
-40.89   	-50.35   	 20.12   	-284.84		  6.98   	 -20.35		
-38.15   	-47.91   	 18.98   	-264.50		  6.90   	 -10.17		
-36.32   	-45.47   	 17.92   	-239.06		  6.86   	   0.00		
-35.10   	-43.95   	 16.97   	-218.72		  6.86   	   5.09		
-34.48   	-43.33   	 16.09   	-193.29		  6.88   	  15.26		
-33.87   	-43.64   	 15.32   	-172.94		  6.94   	  15.26		
-34.18   	-44.56   	 14.63   	-147.51		  7.00   	  15.26		
-35.71   	-45.78   	 14.04   	-122.07		  7.06   	   5.09		
-39.67   	-46.39   	 13.55   	-106.82		  7.08   	   0.00		
-45.47   	-46.69   	 13.12   	 -91.56		  7.08   	 -15.26		
-50.35   	-46.39   	 12.76   	 -76.30		  7.02   	 -20.35		
-52.49   	-45.47   	 12.45   	 -71.21		  6.94   	 -35.61		
-50.35   	-44.25   	 12.17   	 -61.04		  6.80   	 -40.69		
-45.78   	-42.72   	 11.92   	 -61.04		  6.63   	 -45.78		
-40.28   	-42.11   	 11.68   	 -55.95		  6.45   	 -50.86		
-36.62   	-42.72   	 11.45   	 -50.86		  6.25   	 -40.69		
-36.01   	-44.25   	 11.25   	 -45.78		  6.08   	 -35.61		
-38.45   	-45.47   	 11.07   	 -40.69		  5.94   	 -25.43		
-41.50   	-45.78   	 10.91   	 -25.43		  5.84   	  -5.09		
-42.11   	-45.47   	 10.80   	 -15.26		  5.82   	  15.26		
-39.98   	-46.08   	 10.74   	  -5.09		  5.88   	  20.35		
-37.84   	-48.22   	 10.72   	  -5.09		  5.96   	  25.43		
-39.06   	-50.96   	 10.70   	   0.00		  6.06   	  20.35		
-45.78   	-52.80   	 10.70   	   0.00		  6.14   	  15.26		
-54.63   	-52.80   	 10.70   	   0.00		  6.21   	   0.00		
-59.51   	-51.57   	 10.70   	 -10.17		  6.21   	 -20.35		
-57.37   	-50.96   	 10.66   	 -15.26		  6.12   	 -25.43		
-49.44   	-51.88   	 10.60   	 -25.43		  6.02   	 -35.61		
-40.89   	-54.02   	 10.50   	 -30.52		  5.88   	 -30.52		
-35.71   	-55.85   	 10.38   	 -40.69		  5.76   	 -15.26		
-34.79   	-56.15   	 10.21   	 -45.78		  5.70   	  -5.09		
-36.32   	-54.63   	 10.03   	 -45.78		  5.68   	  10.17		
-38.45   	-51.57   	  9.85   	 -50.86		  5.72   	  20.35		
-42.11   	-48.52   	  9.64   	 -40.69		  5.80   	  25.43		
-47.61   	-47.61   	  9.48   	 -35.61		  5.90   	  20.35		
-53.41   	-48.83   	  9.34   	 -25.43		  5.98   	  10.17		
-56.46   	-50.66   	  9.24   	 -15.26		  6.02   	 -10.17		
-54.32   	-51.27   	  9.18   	   0.00		  5.98   	 -25.43		
-47.61   	-49.74   	  9.18   	  10.17		  5.88   	 -40.69		
-40.89   	-47.00   	  9.22   	  15.26		  5.72   	 -50.86		
-38.45   	-46.08   	  9.28   	  25.43		  5.51   	 -50.86		
-40.59   	-48.52   	  9.38   	  15.26		  5.31   	 -50.86		
-44.25   	-52.80   	  9.44   	  15.26		  5.11   	 -45.78		
-45.47   	-55.24   	  9.50   	   5.09		  4.92   	 -35.61		
-43.33   	-54.63   	  9.52   	   0.00		  4.78   	 -30.52		
-40.28   	-51.27   	  9.52   	   0.00		  4.66   	 -30.52		
-38.45   	-47.91   	  9.52   	  -5.09		  4.54   	 -25.43		
-39.06   	-46.39   	  9.50   	  -5.09		  4.44   	 -25.43		
-40.28   	-46.69   	  9.48   	   0.00		  4.33   	 -20.35		
-40.59   	-47.61   	  9.48   	   0.00		  4.25   	 -20.35		
-38.15   	-47.61   	  9.48   	   0.00		  4.17   	  -5.09		
-32.65   	-47.30   	  9.48   	  -5.09		  4.15   	   5.09		
-27.77   	-46.69   	  9.46   	  -5.09		  4.17   	  20.35		
-26.86   	-46.08   	  9.44   	  -5.09		  4.25   	  30.52		
-32.65   	-46.08   	  9.42   	 -10.17		  4.37   	  45.78		
-43.03   	-46.08   	  9.38   	 -10.17		  4.56   	  61.04		
-51.88   	-46.39   	  9.34   	 -15.26		  4.80   	  76.30		
-52.80   	-47.30   	  9.28   	 -20.35		  5.11   	  76.30		
-46.08   	-48.83   	  9.20   	 -20.35		  5.41   	  86.47		
-37.84   	-51.57   	  9.11   	 -25.43		  5.76   	  91.56		
-34.79   	-54.93   	  9.01   	 -30.52		  6.12   	  81.38		
-38.76   	-57.98   	  8.89   	 -30.52		  6.45   	  76.30		
-46.08   	-59.20   	  8.77   	 -30.52		  6.75   	  61.04		
-50.96   	-57.98   	  8.65   	 -25.43		  7.00   	  55.95		
-49.13   	-54.32   	  8.55   	 -20.35		  7.22   	  40.69		
-42.42   	-50.66   	  8.46   	 -15.26		  7.39   	  35.61		
-36.01   	-48.83   	  8.40   	 -10.17		  7.53   	  30.52		
-33.26   	-49.13   	  8.36   	   0.00		  7.65   	  20.35		
-35.40   	-50.66   	  8.36   	   0.00		  7.73   	  20.35		
-39.06   	-51.88   	  8.36   	   5.09		  7.81   	  15.26		
-39.98   	-51.57   	  8.38   	   5.09		  7.87   	   5.09		
-37.23   	-49.74   	  8.40   	  15.26		  7.89   	   0.00		
-32.96   	-47.91   	  8.46   	  10.17		  7.89   	 -10.17		
-30.21   	-47.00   	  8.50   	  10.17		  7.85   	 -15.26		
-31.43   	-47.30   	  8.55   	  15.26		  7.79   	 -25.43		
-34.79   	-47.91   	  8.61   	   5.09		  7.69   	 -30.52		
-37.84   	-48.22   	  8.63   	   5.09		  7.57   	 -30.52		
-39.98   	-47.91   	  8.65   	  -5.09		  7.45   	 -30.52		
-41.50   	-47.91   	  8.63   	  -5.09		  7.32   	 -15.26		
-43.03   	-49.13   	  8.61   	 -10.17		  7.26   	 -10.17		
-43.95   	-51.57   	  8.57   	 -10.17		  7.22   	   5.09		
-42.72   	-54.32   	  8.52   	 -15.26		  7.24   	  15.26		
-40.28   	-55.85   	  8.46   	 -15.26		  7.30   	  25.43		
-37.23   	-55.24   	  8.40   	 -20.35		  7.41   	  40.69		
-35.71   	-52.49   	  8.32   	 -15.26		  7.57   	  40.69		
-36.32   	-49.44   	  8.26   	 -20.35		  7.73   	  50.86		
-38.15   	-47.91   	  8.18   	 -20.35		  7.93   	  45.78		
-40.28   	-48.52   	  8.10   	 -15.26		  8.12   	  40.69		
-41.20   	-50.35   	  8.04   	 -10.17		  8.28   	  40.69		
-40.28   	-53.10   	  8.00   	 -10.17		  8.44   	  30.52		
-38.15   	-55.54   	  7.96   	  -5.09		  8.57   	  25.43		
-36.01   	-57.07   	  7.93   	  -5.09		  8.67   	  25.43		
-35.40   	-57.07   	  7.91   	   5.09		  8.77   	  15.26		
-36.93   	-55.85   	  7.93   	   5.09		  8.83   	  15.26		
-39.67   	-53.71   	  7.96   	   5.09		  8.89   	   5.09		
-41.50   	-52.49   	  7.98   	   5.09		  8.91(V)	   0.00		
-41.81   	-52.80   	  8.00   	  10.17		  8.91   	 -20.35		
-41.50   	-55.24   	  8.04   	   5.09		  8.83   	 -30.52		
-42.11   	-58.29   	  8.06   	   5.09		  8.71   	 -45.78		
-43.95   	-59.20   	  8.08   	   5.09		  8.52   	 -55.95		
-44.25   	-56.76   	  8.10   	   5.09		  8.30   	 -71.21		
-41.81   	-52.19   	  8.12   	  -5.09		  8.02   	 -76.30		
-36.62   	-48.22   	  8.10   	  -5.09		  7.71   	 -76.30		
-32.04   	-47.61   	  8.08   	 -10.17		  7.41   	 -71.21		
-30.52   	-50.96   	  8.04   	 -15.26		  7.12   	 -66.12		
-31.43   	-55.54   	  7.98   	 -15.26		  6.86   	 -61.04		
-31.43   	-57.98   	  7.91   	 -15.26		  6.61   	 -50.86		
-29.60   	-56.76   	  7.85   	 -20.35		  6.41   	 -50.86		
-27.47   	-53.71   	  7.77   	 -15.26		  6.21   	 -45.78		
-27.16   	-51.27   	  7.71   	 -15.26		  6.02   	 -40.69		
-30.52   	-50.96   	  7.65   	 -10.17		  5.86   	 -35.61		
-34.48   	-51.88   	  7.61   	 -10.17		  5.72   	 -15.26		
-36.62   	-53.41   	  7.57   	   0.00		  5.66   	   0.00		
-36.01   	-54.32   	  7.57   	   0.00		  5.66   	  20.35		
-35.10   	-54.63   	  7.57   	  10.17		  5.74   	  30.52		
-34.79   	-54.32   	  7.61   	  10.17		  5.86   	  45.78		
-35.71   	-52.80   	  7.65   	  10.17		  6.04   	  45.78		
-36.62   	-50.35   	  7.69   	  10.17		  6.23   	  40.69		
-36.01   	-48.52   	  7.73   	   5.09		  6.39   	  35.61		
-33.26   	-47.91   	  7.75   	   0.00		  6.53   	  25.43		
-30.52   	-48.52   	  7.75   	  -5.09		  6.63   	  20.35		
-28.38   	-49.44   	  7.73   	  -5.09		  6.71   	  20.35		
-27.47   	-50.05   	  7.71   	 -10.17		  6.80   	  15.26		
-28.38   	-49.44   	  7.67   	  -5.09		  6.86   	  15.26		
-30.21   	-48.52   	  7.65   	 -10.17		  6.92   	  20.35		
-30.82   	-46.39   	  7.61   	   0.00		  7.00   	  15.26		
-29.30   	-44.56   	  7.61   	  -5.09		  7.06   	  15.26		
-25.94   	-43.03   	  7.59   	   0.00		  7.12   	   5.09		
-23.19   	-43.03   	  7.59   	   0.00		  7.14   	   5.09		
-23.50   	-43.95   	  7.59   	   0.00		  7.16   	  -5.09		
-26.86   	-44.86   	  7.59   	   5.09		  7.14   	 -10.17		
-30.21   	-44.86   	  7.61   	   0.00		  7.10   	 -10.17		
-30.21   	-43.64   	  7.61   	  -5.09		  7.06   	 -10.17		
-25.94   	-42.42   	  7.59   	   0.00		  7.02   	 -10.17		
-19.84   	-42.11   	  7.59   	 -10.17		  6.98   	  -5.09		
-15.56   	-42.72   	  7.55   	  -5.09		  6.96   	   5.09		
-14.95   	-42.72   	  7.53   	 -10.17		  6.98   	  10.17		
-17.40   	-42.42   	  7.49   	 -10.17		  7.02   	  20.35		
-20.14   	-42.11   	  7.45   	 -10.17		  7.10   	  30.52		
-20.14   	-41.81   	  7.41   	 -10.17		  7.22   	  35.61		
-17.09   	-42.11   	  7.37   	 -10.17		  7.37   	  35.61		
-14.34   	-42.72   	  7.32   	 -10.17		  7.51   	  40.69		
-14.95   	-43.33   	  7.28   	  -5.09		  7.67   	  40.69		
-21.36   	-43.95   	  7.26   	   0.00		  7.83   	  40.69		
-30.52   	-43.33   	  7.26   	  -5.09		  8.00   	  35.61		
-36.93   	-42.42   	  7.24   	   0.00		  8.14   	  35.61		
-36.32   	-41.20   	  7.24   	   5.09		  8.28   	  30.52		
-29.60   	-40.59   	  7.26   	  -5.09		  8.40   	  30.52		
-21.36   	-40.59   	  7.24   	   0.00		  8.52   	  25.43		
-16.17   	-39.98   	  7.24   	   0.00		  8.63   	  15.26		
-14.95   	-38.15   	  7.24   	  -5.09		  8.69   	  15.26		
-15.87   	-35.40   	  7.22   	   0.00		  8.75   	  10.17		
-16.78   	-32.96   	  7.22   	  -5.09		  8.79   	   0.00		
-16.48   	-32.35   	  7.20   	   0.00		  8.79   	  -5.09		
-17.40   	-34.18   	  7.20   	   0.00		  8.77   	 -10.17		
-19.84   	-38.15   	  7.20   	   5.09		  8.73   	 -15.26		
-23.50   	-42.72   	  7.22   	   0.00		  8.67   	 -20.35		
-25.33   	-45.47   	  7.22   	   5.09		  8.59   	 -20.35		
-23.80   	-45.78   	  7.24   	   0.00		  8.50   	 -20.35		
-19.23   	-42.72   	  7.24   	   0.00		  8.42   	 -25.43		
-14.65   	-38.15   	  7.24   	   0.00		  8.32   	 -20.35		
-13.12   	-34.79   	  7.24   	  -5.09		  8.24   	 -20.35		
-14.34   	-34.18   	  7.22   	 -10.17		  8.16   	 -20.35		
-15.87   	-35.71   	  7.18   	 -10.17		  8.08   	 -15.26		
-15.87   	-37.23   	  7.14   	 -10.17		  8.02   	 -15.26		
-14.04   	-38.15   	  7.10   	  -5.09		  7.96   	 -10.17		
-13.73   	-38.45   	  7.08   	 -10.17		  7.91   	 -10.17		
-16.48   	-38.76   	  7.04   	   0.00		  7.87   	 -10.17		
-21.06   	-39.67   	  7.04   	   0.00		  7.83   	 -10.17		
-23.80   	-40.89   	  7.04   	  10.17		  7.79   	 -10.17		
-21.36   	-41.20   	  7.08   	  15.26		  7.75   	 -15.26		
-15.56   	-39.67   	  7.14   	  15.26		  7.69   	 -10.17		
 -9.77   	-35.71   	  7.20   	  15.26		  7.65   	 -15.26		
 -7.02   	-28.69   	  7.26   	  20.35		  7.59   	 -10.17		
 -6.71   	-18.31   	  7.34   	  15.26		  7.55   	  -5.09		
 -5.19   	 -4.88   	  7.41   	  10.17		  7.53   	  -5.09		
 -1.22   	  9.16   	  7.45   	   5.09		  7.51   	   0.00		
  3.05   	 20.14   	  7.47   	   0.00		  7.51   	  -5.09		
  5.80   	 24.72   	  7.47   	   0.00		  7.49   	   0.00		
  6.71   	 23.50   	  7.47   	  -5.09		  7.49   	   5.09		
  6.41   	 19.53   	  7.45   	  -5.09		  7.51   	   0.00		
  5.19   	 18.62   	  7.43   	 -10.17		  7.51   	   0.00		
  3.97   	 23.50   	  7.39   	  -5.09		  7.51   	  10.17		
  3.36   	 32.65   	  7.37   	  -5.09		  7.55   	   5.09		
  3.97   	 41.20   	  7.34   	  -5.09		  7.57   	  15.26		
  7.32   	 45.17   	  7.32   	  -5.09		  7.63   	  20.35		
 13.73   	 45.47   	  7.30   	   0.00		  7.71   	  20.35		
 21.36   	 45.47   	  7.30   	  -5.09		  7.79   	  20.35		
 28.08   	 47.30   	  7.28   	  -5.09		  7.87   	  25.43		
 31.43   	 48.22   	  7.26   	   0.00		  7.98   	  20.35		
 29.30   	 42.11   	  7.26   	  -5.09		  8.06   	  25.43		
 22.58   	 25.63   	  7.24   	   0.00		  8.16   	  20.35		
 13.12   	  3.05   	  7.24   	  -5.09		  8.24   	  20.35		
  7.02   	-14.95   	  7.22   	  -5.09		  8.32   	  15.26		
  9.77   	-19.23   	  7.20   	 -10.17		  8.38   	  15.26		
 23.80   	 -8.24   	  7.16   	  -5.09		  8.44   	  10.17		
 43.64   	 10.07   	  7.14   	 -10.17		  8.48   	   5.09		
 60.12   	 23.50   	  7.10   	 -10.17		  8.50   	   5.09		
 64.70   	 22.89   	  7.06   	 -10.17		  8.52   	   5.09		
 54.93   	  6.41   	  7.02   	  -5.09		  8.55   	   0.00		
 35.10   	-19.23   	  7.00(D)	   0.00		  8.55   	   0.00		
 12.82   	-45.78   	  7.00   	   5.09		  8.55   	   0.00		
 -6.10   	-65.00   	  7.02   	  15.26		  8.55   	   5.09		
-19.23   	-73.85   	  7.08   	  20.35		  8.57   	   0.00		
-24.72   	-74.16   	  7.16   	  25.43		  8.57   	   5.09		
-22.28   	-68.66   	  7.26   	  30.52		  8.59   	   0.00		
-10.99   	-61.34   	  7.39   	  35.61		  8.59   	   5.09		
  8.24   	-53.71   	  7.53   	  40.69		  8.61   	   0.00		
 32.35   	-44.25   	  7.69   	  45.78		  8.61   	  -5.09		
 62.26   	-24.72   	  7.87   	  40.69		  8.59   	   0.00		
101.62   	 14.04   	  8.04   	  45.78		  8.59   	  -5.09		
156.25   	 78.13   	  8.22   	  45.78		  8.57   	   0.00		
228.58   	166.02   	  8.40   	  35.61		  8.57   	   0.00		
314.64   	267.94   	  8.55   	  25.43		  8.57   	   5.09		
404.66   	372.92   	  8.65   	  15.26		  8.59   	  15.26		
493.16   	477.91   	  8.71   	   5.09		  8.65   	  20.35		
579.22   	588.68   	  8.73   	  -5.09		  8.73   	  25.43		
665.89   	710.75   	  8.71   	 -15.26		  8.83   	  20.35		
752.26   	840.45   	  8.65   	 -25.43		  8.91   	  20.35		
833.13   	962.22   	  8.55   	 -20.35		  8.99   	  20.35		
900.57   	1057.13   	  8.46   	 -20.35		  9.07   	  15.26		
953.37   	1115.42   	  8.38   	 -15.26		  9.14   	  15.26		
997.62   	1143.19   	  8.32   	 -10.17		  9.20   	  15.26		
1043.40   	1158.14   	  8.28   	   0.00		  9.26   	  15.26		
1095.89   	1175.84   	  8.28   	  10.17		  9.32   	  10.17		
1154.79   	1204.22   	  8.32   	  15.26		  9.36   	   0.00		
1215.21   	1238.10   	  8.38   	  30.52		  9.36   	   0.00		
1269.53   	1258.54(R)	  8.50   	  30.52		  9.36   	  -5.09		
1311.04   	1245.12   	  8.63   	  40.69		  9.34   	 -15.26		
1334.84   	1185.30   	  8.79   	  50.86		  9.28   	 -15.26		
1334.23   	1079.10   	  8.99   	  61.04		  9.22   	 -15.26		
1300.05   	939.64   	  9.24   	  76.30		  9.16   	 -10.17		
1218.87   	782.78   	  9.54   	  91.56		  9.11   	   0.00		
1079.41   	611.57   	  9.91   	 111.90		  9.11   	  10.17		
884.09   	425.11   	 10.36   	 142.42		  9.16   	  20.35		
655.82   	232.24   	 10.93   	 167.85		  9.24   	  30.52		
432.13   	 55.85   	 11.60   	 203.46		  9.36   	  30.52		
246.58   	-75.07   	 12.41   	 244.15		  9.48   	  30.52		
112.61   	-147.71   	 13.39   	 289.93		  9.60   	  35.61		
 20.14   	-175.78   	 14.55   	 345.88		  9.75   	  30.52		
-49.13   	-189.21   	 15.93   	 401.83		  9.87   	  25.43		
-105.29   	-209.35   	 17.54   	 467.95		  9.97   	  20.35		
-148.93   	-238.04   	 19.41   	 534.08		 10.05   	   5.09		
-177.61   	-263.67   	 21.55   	 600.20		 10.07   	 -15.26		
-193.48   	-277.40   	 23.95   	 651.07		 10.01   	 -40.69		
-203.55   	-281.37   	 26.55   	 707.02		  9.85   	 -61.04		
-213.93   	-283.20   	 29.38   	 742.62		  9.60   	 -71.21		
-225.83   	-289.00   	 32.35   	 768.05		  9.32   	 -61.04		
-237.12   	-296.94   	 35.42   	 788.40		  9.07   	 -40.69		
-247.50   	-303.65   	 38.58   	 798.57		  8.91   	 -20.35		
-256.04   	-306.70   	 41.77   	 793.49		  8.83   	  10.17		
-262.76   	-307.31   	 44.94   	 788.40		  8.87   	  25.43		
-267.03   	-307.92   	 48.10   	 757.88		  8.97   	  35.61		
-268.86   	-309.45   	 51.13   	 732.45		  9.11   	  35.61		
-270.69   	-312.81   	 54.06   	 681.58		  9.26   	  30.52		
-274.35   	-316.77   	 56.79   	 635.81		  9.38   	  30.52		
-279.54   	-320.43   	 59.33   	 574.77		  9.50   	  25.43		
-284.12   	-323.18   	 61.63   	 518.82		  9.60   	  20.35		
-285.95   	-325.32   	 63.70   	 473.04		  9.68   	  20.35		
-286.25   	-326.54   	 65.59   	 442.52		  9.77   	  25.43		
-286.87   	-327.76   	 67.36   	 422.18		  9.87   	  25.43		
-288.70   	-328.37   	 69.05   	 417.09		  9.97   	  25.43		
-291.44   	-328.98   	 70.72   	 422.18		 10.07   	  25.43		
-293.27   	-329.90   	 72.41   	 432.35		 10.17   	  20.35		
-294.80   	-332.34   	 74.14   	 447.61		 10.25   	  10.17		
-297.55   	-336.00   	 75.93   	 447.61		 10.29(A)	  -5.09		
-303.04   	-340.58   	 77.72   	 447.61		 10.27   	  -5.09		
-311.28   	-345.15   	 79.51   	 432.35		 10.25   	 -20.35		
-319.21   	-348.21   	 81.24   	 412.00		 10.17   	 -20.35		
-324.71   	-350.95   	 82.89   	 386.57		 10.09   	 -25.43		
-326.23   	-354.00   	 84.44   	 350.97		  9.99   	 -25.43		
-326.54   	-358.89   	 85.84   	 315.36		  9.89   	 -20.35		
-329.59   	-365.30   	 87.10   	 274.67		  9.81   	 -20.35		
-337.83   	-372.01   	 88.20   	 244.15		  9.73   	 -15.26		
-349.73   	-377.20   	 89.18   	 203.46		  9.66   	 -10.17		
-360.72   	-379.94   	 89.99   	 172.94		  9.62   	 -10.17		
-367.13   	-380.55   	 90.68   	 132.25		  9.58   	 -10.17		
-368.96   	-381.77   	 91.21   	 106.82		  9.54   	  -5.09		
-369.57   	-385.44   	 91.64   	  86.47		  9.52   	  -5.09		
-374.15   	-392.46   	 91.98   	  71.21		  9.50   	   0.00		
-383.61   	-401.00   	 92.27   	  66.12		  9.50   	   5.09		
-396.12   	-409.24   	 92.53   	  61.04		  9.52   	   0.00		
-408.63   	-415.04   	 92.78   	  61.04		  9.52   	   5.09		
-418.09   	-419.92   	 93.02   	  61.04		  9.54   	   5.09		
-425.11   	-426.03   	 93.27   	  66.12		  9.56   	   5.09		
-431.82   	-435.18   	 93.53   	  71.21		  9.58   	   5.09		
-441.89   	-446.78   	 93.81   	  76.30		  9.60   	   0.00		
-457.76   	-458.98   	 94.12   	  86.47		  9.60   	   5.09		
-478.52   	-470.89   	 94.47   	  91.56		  9.62   	  -5.09		
-499.27   	-481.87   	 94.83   	  96.64		  9.60   	  -5.09		
-515.75   	-493.16   	 95.22   	  96.64		  9.58   	 -10.17		
-527.04   	-505.37   	 95.60   	  91.56		  9.54   	 -15.26		
-535.89   	-518.80   	 95.97   	  76.30		  9.48   	 -20.35		
-545.65   	-532.84   	 96.28   	  61.04		  9.40   	 -20.35		
-558.17   	-546.26   	 96.52   	  45.78		  9.32   	 -25.43		
-571.90   	-558.78   	 96.70   	  20.35		  9.22   	 -30.52		
-585.02   	-570.37   	 96.78   	  10.17		  9.09   	 -30.52		
-597.23   	-582.28   	 96.83(S)	 -10.17		  8.97   	 -30.52		
-608.52   	-594.18   	 96.78   	 -15.26		  8.85   	 -30.52		
-618.90   	-605.77   	 96.72   	 -25.43		  8.73   	 -25.43		
-626.22   	-615.54   	 96.62   	 -30.52		  8.63   	 -30.52		
-629.88   	-622.86   	 96.50   	 -35.61		  8.50   	 -30.52		
-631.10   	-627.44   	 96.36   	 -35.61		  8.38   	 -25.43		
-629.58   	-629.58   	 96.22   	 -40.69		  8.28   	 -20.35		
-625.61   	-629.58   	 96.05   	 -50.86		  8.20   	 -20.35		
-620.12   	-628.05   	 95.85   	 -61.04		  8.12   	 -10.17		
-613.71   	-625.92   	 95.60   	 -76.30		  8.08   	  -5.09		
-607.61   	-623.17   	 95.30   	 -96.64		  8.06   	   0.00		
-600.89   	-618.59   	 94.91   	-116.99		  8.06   	  10.17		
-589.90   	-610.35   	 94.45   	-132.25		  8.10   	   5.09		
-571.59   	-598.45   	 93.92   	-152.59		  8.12   	  15.26		
-547.49   	-583.80   	 93.31   	-162.77		  8.18   	  10.17		
-522.16   	-568.85   	 92.65   	-172.94		  8.22   	  10.17		
-499.27   	-554.20   	 91.96   	-183.11		  8.26   	  15.26		
-478.82   	-539.25   	 91.23   	-193.29		  8.32   	  10.17		
-457.46   	-523.68   	 90.46   	-198.37		  8.36   	  10.17		
-432.74   	-506.59   	 89.66   	-203.46		  8.40   	  10.17		
-406.19   	-488.59   	 88.85   	-213.63		  8.44   	   5.09		
-379.03   	-470.28   	 88.00   	-223.80		  8.46   	   0.00		
-351.26   	-450.13   	 87.10   	-228.89		  8.46   	  -5.09		
-321.66   	-427.55   	 86.18   	-233.98		  8.44   	 -10.17		
-290.53   	-404.05   	 85.25   	-249.24		  8.40   	 -10.17		
-261.54   	-380.86   	 84.25   	-259.41		  8.36   	 -20.35		
-237.12   	-359.19   	 83.21   	-274.67		  8.28   	 -25.43		
-216.98   	-339.05   	 82.12   	-295.01		  8.18   	 -25.43		
-197.75   	-318.60   	 80.94   	-330.62		  8.08   	 -25.43		
-176.39   	-298.16   	 79.61   	-371.31		  7.98   	 -25.43		
-153.20   	-278.32   	 78.13   	-427.26		  7.87   	 -20.35		
-130.31   	-259.09   	 76.42   	-483.21		  7.79   	 -15.26		
-110.78   	-239.87   	 74.49   	-544.25		  7.73   	 -20.35		
-94.30   	-220.34   	 72.31   	-595.11		  7.65   	 -20.35		
-79.04   	-200.50   	 69.93   	-640.89		  7.57   	 -20.35		
-63.48   	-180.97   	 67.36   	-676.50		  7.49   	 -20.35		
-47.61   	-162.66   	 64.66   	-686.67		  7.41   	 -10.17		
-32.04   	-145.87   	 61.91   	-681.58		  7.37   	 -10.17		
-18.62   	-129.70   	 59.19   	-671.41		  7.32   	   0.00		
 -7.32   	-113.22   	 56.50   	-630.72		  7.32   	   5.09		
  1.53   	-97.05   	 53.98   	-600.20		  7.34   	   5.09		
  8.85   	-81.18   	 51.58   	-554.42		  7.37   	  10.17		
 15.87   	-66.83   	 49.36   	-508.65		  7.41   	  10.17		
 22.89   	-54.93   	 47.32   	-478.13		  7.45   	   5.09		
 29.91   	-45.17   	 45.41   	-442.52		  7.47   	  10.17		
 35.71   	-36.93   	 43.64   	-417.09		  7.51   	   5.09		
 37.84   	-29.30   	 41.97   	-401.83		  7.53   	  10.17		
 36.62   	-21.97   	 40.37   	-391.66		  7.57   	  15.26		
 33.26   	-14.95   	 38.80   	-381.48		  7.63   	  15.26		
 31.13   	 -8.54   	 37.27   	-376.40		  7.69   	  10.17		
 32.96   	 -3.36   	 35.77   	-366.22		  7.73   	  10.17		
 38.76   	  0.61   	 34.30   	-366.22		  7.77   	   5.09		
 44.86   	  2.75   	 32.84   	-350.97		  7.79   	  -5.09		
 47.61   	  3.66   	 31.43   	-340.79		  7.77   	 -15.26		
 45.17   	  3.66   	 30.07   	-325.53		  7.71   	 -25.43		
 39.06   	  3.97   	 28.77   	-315.36		  7.61   	 -25.43		
 33.87   	  5.49   	 27.51   	-289.93		  7.51   	 -35.61		
 32.35   	  8.54   	 26.35   	-274.67		  7.37   	 -40.69		
 34.79   	 12.21   	 25.25   	-259.41		  7.20   	 -30.52		
 38.76   	 15.26   	 24.21   	-244.15		  7.08   	 -35.61		
 41.20   	 16.48   	 23.23   	-223.80		  6.94   	 -30.52		
 40.59   	 17.40   	 22.34   	-213.63		  6.82   	 -25.43		
 38.15   	 18.01   	 21.49   	-198.37		  6.71   	 -15.26		
 36.01   	 18.92   	 20.69   	-188.20		  6.65   	 -20.35		
 35.71   	 18.92   	 19.94   	-172.94		  6.57   	 -10.17		
 36.62   	 17.40   	 19.25   	-162.77		  6.53   	  -5.09		
 36.93   	 15.56   	 18.60   	-152.59		  6.51   	   0.00		
 36.62   	 14.95   	 17.99   	-137.33		  6.51   	  10.17		
 36.93   	 16.48   	 17.44   	-127.16		  6.55   	  10.17		
 39.06   	 18.62   	 16.93   	-116.99		  6.59   	  20.35		
 42.42   	 19.84   	 16.46   	-111.90		  6.67   	  20.35		
 44.25   	 19.23   	 16.01   	-106.82		  6.75   	  30.52		
 42.72   	 17.70   	 15.58   	 -96.64		  6.88   	  25.43		
 38.15   	 16.48   	 15.20   	 -96.64		  6.98   	  30.52		
 33.87   	 17.09   	 14.81   	 -86.47		  7.10   	  25.43		
 32.96   	 18.92   	 14.47   	 -86.47		  7.20   	  25.43		
 36.62   	 20.75   	 14.12   	 -76.30		  7.30   	  20.35		
 42.42   	 21.36   	 13.81   	 -71.21		  7.39   	  15.26		
 46.39   	 20.75   	 13.53   	 -66.12		  7.45   	  15.26		
 46.08   	 19.84   	 13.27   	 -55.95		  7.51   	  10.17		
 42.42   	 18.92   	 13.04   	 -45.78		  7.55   	   5.09		
 36.93   	 18.92   	 12.86   	 -40.69		  7.57   	   0.00		
 32.04   	 19.23   	 12.70   	 -35.61		  7.57   	   0.00		
 30.52   	 20.75   	 12.55   	 -25.43		  7.57   	 -10.17		
 32.65   	 23.50   	 12.45   	 -20.35		  7.53   	 -10.17		
 37.23   	 26.55   	 12.37   	 -20.35		  7.49   	 -15.26		
