  I     	  II     	  LVp     	  LVp'		  CH2     	  CH2'		
 -7.32   	-93.99   	 12.94   	 -30.52		 58.82   	 111.90		
 -6.41   	-95.83   	 12.82   	 -30.52		 59.27   	 152.59		
 -5.80   	-96.74   	 12.70   	 -20.35		 59.88   	 193.29		
 -5.80   	-95.83   	 12.61   	 -10.17		 60.65   	 228.89		
 -6.41   	-92.47   	 12.57   	 -10.17		 61.57   	 259.41		
 -7.02   	-88.81   	 12.53   	  -5.09		 62.60   	 295.01		
 -7.32   	-86.98   	 12.51   	   0.00		 63.78   	 320.45		
 -6.71   	-89.42   	 12.51   	   0.00		 65.07   	 350.97		
 -5.49   	-96.74   	 12.51   	   5.09		 66.47   	 371.31		
 -3.36   	-106.20   	 12.53   	  10.17		 67.95   	 386.57		
 -1.22   	-114.14   	 12.57   	  10.17		 69.50   	 412.00		
  0.92   	-118.10   	 12.61   	  10.17		 71.15   	 417.09		
  2.75   	-118.10   	 12.66   	  15.26		 72.82   	 432.35		
  4.27   	-116.58   	 12.72   	  20.35		 74.55   	 442.52		
  6.10   	-115.36   	 12.80   	  20.35		 76.32   	 442.52		
  8.85   	-115.66   	 12.88   	  25.43		 78.09   	 447.61		
 12.51   	-115.05   	 12.98   	  35.61		 79.88   	 447.61		
 16.48   	-111.08   	 13.12   	  40.69		 81.67   	 447.61		
 20.45   	-103.76   	 13.29   	  50.86		 83.46   	 442.52		
 23.80   	-94.30   	 13.49   	  66.12		 85.23   	 432.35		
 26.25   	-84.53   	 13.75   	  91.56		 86.96   	 427.26		
 28.38   	-76.90   	 14.12   	 132.25		 88.67   	 422.18		
 31.13   	-71.11   	 14.65   	 203.46		 90.36   	 406.92		
 34.48   	-66.53   	 15.46   	 300.10		 91.98   	 396.74		
 38.76   	-61.95   	 16.66   	 417.09		 93.57   	 376.40		
 43.33   	-57.07   	 18.33   	 564.60		 95.08   	 366.22		
 47.00   	-52.19   	 20.59   	 727.36		 96.54   	 345.88		
 48.83   	-46.69   	 23.50   	 895.22		 97.92   	 330.62		
 48.52   	-39.98   	 27.08   	1052.90		 99.25   	 305.19		
 45.47   	-32.65   	 31.29   	1190.23		100.47   	 284.84		
 40.28   	-24.72   	 36.05   	1297.04		101.61   	 259.41		
 33.57   	-18.01   	 41.24   	1363.17		102.64   	 233.98		
 27.47   	-12.51   	 46.69   	1393.69		103.58   	 208.54		
 22.28   	 -7.32   	 52.27   	1383.51		104.41   	 183.11		
 18.01   	 -1.83   	 57.80   	1342.82		105.15   	 147.51		
 14.95   	  3.05   	 63.17   	1271.61		105.74   	 127.16		
 11.90   	  6.71   	 68.26   	1185.14		106.25   	 101.73		
  9.16   	  8.54   	 73.00   	1088.50		106.65   	  71.21		
  6.71   	  7.63   	 77.35   	 976.60		106.94   	  55.95		
  4.27   	  6.10   	 81.26   	 869.78		107.16   	  30.52		
  2.14   	  4.58   	 84.74   	 762.97		107.28   	  15.26		
  0.92   	  4.88   	 87.79   	 656.15		107.34   	   5.09		
  1.22   	  6.10   	 90.42   	 559.51		107.36   	 -10.17		
  2.44   	  7.93   	 92.65   	 457.78		107.32   	 -15.26		
  3.66   	  8.54   	 94.49   	 371.31		107.26   	 -20.35		
  4.27   	  7.93   	 95.97   	 284.84		107.18   	 -20.35		
  3.97   	  5.80   	 97.11   	 208.54		107.10   	 -25.43		
  2.75   	  3.36   	 97.94   	 137.33		107.00   	 -25.43		
  0.61   	  1.53   	 98.49   	  71.21		106.90   	 -25.43		
 -1.22   	  0.61   	 98.78   	  10.17		106.80   	 -25.43		
 -3.05   	  0.31   	 98.82   	 -45.78		106.69   	 -25.43		
 -4.27   	 -0.31   	 98.64   	 -96.64		106.59   	 -25.43		
 -4.88   	 -1.22   	 98.25   	-137.33		106.49   	 -30.52		
 -4.88   	 -2.44   	 97.70   	-178.03		106.37   	 -25.43		
 -4.88   	 -3.05   	 96.99   	-218.72		106.27   	 -30.52		
 -5.49   	 -1.83   	 96.11   	-249.24		106.14   	 -40.69		
 -6.10   	  0.31   	 95.12   	-279.75		105.98   	 -45.78		
 -6.41   	  3.36   	 94.00   	-315.36		105.80   	 -55.95		
 -6.41   	  5.80   	 92.74   	-345.88		105.57   	 -66.12		
 -5.80   	  7.02   	 91.35   	-371.31		105.31   	 -86.47		
 -5.80   	  7.02   	 89.87   	-401.83		104.96   	 -96.64		
 -6.41   	  6.10   	 88.26   	-437.43		104.58   	-111.90		
 -7.63   	  4.88   	 86.51   	-473.04		104.13   	-132.25		
 -8.85   	  3.05   	 84.62   	-513.73		103.60   	-147.51		
 -9.16   	  1.22   	 82.56   	-554.42		103.01   	-162.77		
 -8.24   	 -0.92   	 80.35   	-595.11		102.36   	-178.03		
 -7.32   	 -2.75   	 77.97   	-635.81		101.65   	-188.20		
 -7.02   	 -4.88   	 75.42   	-666.32		100.89   	-203.46		
 -7.93   	 -7.63   	 72.76   	-686.67		100.08   	-208.54		
 -9.77   	-11.60   	 70.01   	-707.02		 99.25   	-218.72		
-10.99   	-16.17   	 67.18   	-712.10		 98.37   	-223.80		
-10.68   	-20.75   	 64.33   	-707.02		 97.48   	-223.80		
 -9.16   	-23.50   	 61.51   	-696.84		 96.58   	-228.89		
 -7.02   	-23.80   	 58.72   	-666.32		 95.67   	-223.80		
 -5.80   	-23.19   	 56.05   	-640.89		 94.77   	-218.72		
 -5.49   	-22.28   	 53.49   	-605.29		 93.90   	-208.54		
 -5.80   	-22.28   	 51.07   	-569.68		 93.06   	-203.46		
 -5.49   	-22.28   	 48.79   	-523.90		 92.25   	-193.29		
 -4.27   	-21.97   	 46.69   	-488.30		 91.47   	-178.03		
 -2.44   	-20.45   	 44.74   	-447.61		 90.76   	-167.85		
 -0.92   	-18.31   	 42.95   	-412.00		 90.09   	-152.59		
  0.31   	-16.48   	 41.30   	-381.48		 89.48   	-142.42		
  0.61   	-15.87   	 39.78   	-350.97		 88.91   	-127.16		
  0.92   	-16.17   	 38.37   	-325.53		 88.40   	-122.07		
  1.83   	-15.87   	 37.07   	-305.19		 87.91   	-106.82		
  3.05   	-14.95   	 35.85   	-284.84		 87.49   	-101.73		
  4.58   	-12.82   	 34.71   	-279.75		 87.08   	 -96.64		
  6.41   	-10.68   	 33.59   	-264.50		 86.69   	 -91.56		
  7.02   	 -8.54   	 32.53   	-264.50		 86.33   	 -91.56		
  6.41   	 -5.80   	 31.47   	-259.41		 85.96   	 -86.47		
  5.19   	 -1.83   	 30.44   	-264.50		 85.62   	 -81.38		
  3.66   	  2.75   	 29.38   	-259.41		 85.29   	 -91.56		
  1.53   	  5.80   	 28.34   	-259.41		 84.92   	 -86.47		
 -0.31   	  4.88   	 27.30   	-264.50		 84.58   	 -91.56		
 -2.14   	  0.00   	 26.25   	-259.41		 84.21   	 -91.56		
 -3.36   	 -6.41   	 25.21   	-259.41		 83.85   	 -96.64		
 -3.36   	-10.68   	 24.17   	-254.32		 83.46   	 -96.64		
 -3.05   	-10.68   	 23.15   	-244.15		 83.07   	-101.73		
 -3.36   	 -8.24   	 22.18   	-239.06		 82.66   	-106.82		
 -4.58   	 -6.10   	 21.22   	-223.80		 82.24   	-101.73		
 -5.80   	 -7.02   	 20.33   	-208.54		 81.83   	-111.90		
 -6.10   	-11.29   	 19.49   	-193.29		 81.38   	-106.82		
 -5.19   	-17.40   	 18.72   	-178.03		 80.96   	-106.82		
 -3.97   	-23.80   	 18.01   	-152.59		 80.53   	-106.82		
 -3.36   	-29.60   	 17.40   	-132.25		 80.10   	-106.82		
 -3.66   	-34.48   	 16.87   	-116.99		 79.67   	-106.82		
 -4.58   	-38.76   	 16.40   	 -91.56		 79.25   	 -96.64		
 -6.10   	-41.50   	 16.03   	 -71.21		 78.86   	-101.73		
 -7.32   	-42.11   	 15.75   	 -55.95		 78.45   	 -96.64		
 -8.24   	-40.28   	 15.52   	 -35.61		 78.07   	 -86.47		
 -8.85   	-36.93   	 15.38   	 -20.35		 77.72   	 -91.56		
 -8.24   	-32.65   	 15.30   	 -10.17		 77.35   	 -81.38		
 -6.71   	-28.99   	 15.26   	  10.17		 77.03   	 -76.30		
 -4.27   	-27.16   	 15.30   	  20.35		 76.72   	 -71.21		
 -2.14   	-26.86   	 15.38   	  40.69		 76.44   	 -66.12		
 -1.53   	-27.47   	 15.54   	  45.78		 76.17   	 -61.04		
 -1.83   	-27.77   	 15.73   	  66.12		 75.93   	 -55.95		
 -2.14   	-27.77   	 15.99   	  76.30		 75.71   	 -45.78		
 -2.14   	-27.16   	 16.30   	  91.56		 75.52   	 -45.78		
 -1.22   	-25.94   	 16.66   	  96.64		 75.34   	 -40.69		
  0.31   	-22.89   	 17.05   	 106.82		 75.18   	 -35.61		
  1.53   	-18.31   	 17.48   	 101.73		 75.04   	 -30.52		
  2.75   	-12.21   	 17.88   	 106.82		 74.91   	 -30.52		
  3.05   	 -5.80   	 18.31   	 101.73		 74.79   	 -20.35		
  2.44   	 -0.92   	 18.72   	  91.56		 74.71   	 -20.35		
  1.53   	  2.44   	 19.08   	  86.47		 74.63   	 -20.35		
  0.61   	  4.58   	 19.43   	  76.30		 74.55   	 -15.26		
  0.61   	  5.80   	 19.74   	  66.12		 74.49   	 -15.26		
  1.22   	  5.80   	 20.00   	  55.95		 74.42   	 -10.17		
  2.14   	  4.58   	 20.22   	  45.78		 74.38   	 -15.26		
  3.05   	  3.05   	 20.41   	  40.69		 74.32   	 -10.17		
  3.66   	  2.14   	 20.57   	  35.61		 74.28   	 -15.26		
  4.88   	  2.75   	 20.71   	  30.52		 74.22   	 -10.17		
  6.41   	  5.19   	 20.83   	  20.35		 74.18   	 -20.35		
  7.02   	  8.54   	 20.92   	  25.43		 74.10   	 -15.26		
  6.10   	 11.90   	 21.02   	  15.26		 74.04   	 -20.35		
  3.05   	 13.43   	 21.08   	  15.26		 73.96   	 -20.35		
 -0.31   	 11.90   	 21.14   	  15.26		 73.88   	 -20.35		
 -2.44   	  7.02   	 21.20   	  10.17		 73.79   	 -30.52		
 -2.44   	  0.00   	 21.24   	   5.09		 73.67   	 -25.43		
 -0.61   	 -7.32   	 21.26   	  10.17		 73.57   	 -30.52		
  1.22   	-14.04   	 21.30   	   0.00		 73.45   	 -35.61		
  1.83   	-19.53   	 21.30   	   0.00		 73.31   	 -35.61		
  1.53   	-25.02   	 21.30   	   0.00		 73.16   	 -35.61		
  0.61   	-31.43   	 21.30   	   0.00		 73.02   	 -40.69		Beg---------
  0.00   	-39.06   	 21.30   	  -5.09		 72.86   	 -40.69		
 -1.22   	-47.30   	 21.28   	  -5.09		 72.70   	 -45.78		
 -2.75   	-54.93   	 21.26   	  -5.09		 72.51   	 -45.78		
 -4.27   	-61.04   	 21.24   	  -5.09		 72.33   	 -45.78		
 -6.10   	-65.00   	 21.22   	  -5.09		 72.15   	 -45.78		
 -7.32   	-66.53   	 21.20   	  -5.09		 71.96   	 -45.78		
 -7.93   	-65.31   	 21.18   	  -5.09		 71.78   	 -50.86		
 -8.24   	-61.04   	 21.16   	 -10.17		 71.58   	 -50.86		
 -8.24   	-54.63   	 21.12   	  -5.09		 71.37   	 -45.78		
 -7.63   	-47.61   	 21.10   	  -5.09		 71.19   	 -50.86		
 -7.32   	-41.81   	 21.08   	  -5.09		 70.99   	 -45.78		
 -7.32   	-38.45   	 21.06   	 -10.17		 70.80   	 -45.78		
 -7.32   	-37.23   	 21.02   	 -10.17		 70.62   	 -45.78		
 -7.32   	-35.71   	 20.98   	  -5.09		 70.44   	 -45.78		
 -7.02   	-32.35   	 20.96   	 -10.17		 70.25   	 -40.69		
 -6.71   	-27.16   	 20.92   	 -10.17		 70.09   	 -45.78		
 -7.32   	-21.67   	 20.87   	 -10.17		 69.91   	 -40.69		
 -8.54   	-17.40   	 20.83   	 -10.17		 69.75   	 -40.69		
 -9.77   	-14.04   	 20.79   	 -10.17		 69.58   	 -40.69		
 -9.46   	-11.29   	 20.75   	 -10.17		 69.42   	 -40.69		
 -7.63   	 -8.54   	 20.71   	  -5.09		 69.26   	 -40.69		
 -5.80   	 -5.80   	 20.69   	 -10.17		 69.09   	 -40.69		
 -4.88   	 -3.97   	 20.65   	  -5.09		 68.93   	 -40.69		
 -5.49   	 -3.05   	 20.63   	 -10.17		 68.77   	 -35.61		
 -6.71   	 -3.05   	 20.59   	  -5.09		 68.63   	 -40.69		
 -7.02   	 -3.36   	 20.57   	  -5.09		 68.46   	 -40.69		
 -6.10   	 -3.36   	 20.55   	  -5.09		 68.30   	 -35.61		
 -4.27   	 -3.66   	 20.53   	  -5.09		 68.16   	 -35.61		
 -2.44   	 -3.66   	 20.51   	  -5.09		 68.02   	 -35.61		
 -0.92   	 -3.36   	 20.49   	  -5.09		 67.87   	 -35.61		
  0.92   	 -2.75   	 20.47   	 -10.17		 67.73   	 -35.61		
  2.75   	 -1.83   	 20.43   	  -5.09		 67.59   	 -40.69		
  5.49   	 -0.92   	 20.41   	  -5.09		 67.43   	 -35.61		
  8.85   	  0.92   	 20.39   	  -5.09		 67.28   	 -35.61		
 11.90   	  3.05   	 20.37   	 -10.17		 67.14   	 -35.61		
 14.34   	  4.88   	 20.33   	  -5.09		 67.00   	 -35.61		
 15.26   	  5.80   	 20.31   	 -10.17		 66.86   	 -35.61		
 14.04   	  4.27   	 20.26   	 -10.17		 66.71   	 -40.69		
 11.29   	 -0.61   	 20.22   	 -10.17		 66.55   	 -35.61		
  7.93   	 -9.16   	 20.18   	 -10.17		 66.41   	 -40.69		
  5.80   	-20.14   	 20.14   	 -10.17		 66.25   	 -40.69		
  4.58   	-32.35   	 20.10   	 -10.17		 66.08   	 -40.69		
  4.58   	-43.64   	 20.06   	 -10.17		 65.92   	 -45.78		
  4.27   	-52.49   	 20.02   	 -15.26		 65.74   	 -40.69		
  3.66   	-57.07   	 19.96   	 -10.17		 65.57   	 -45.78		
  2.75   	-58.59   	 19.92   	 -15.26		 65.39   	 -40.69		
  1.22   	-58.29   	 19.86   	 -10.17		 65.23   	 -45.78		
 -0.92   	-57.37   	 19.82   	 -10.17		 65.05   	 -45.78		
 -3.97   	-56.76   	 19.78   	 -15.26		 64.86   	 -45.78		
 -7.32   	-55.85   	 19.72   	 -10.17		 64.68   	 -45.78		
-10.38   	-53.41   	 19.67   	 -15.26		 64.50   	 -40.69		
-12.51   	-49.44   	 19.61   	 -10.17		 64.33   	 -45.78		
-13.12   	-43.95   	 19.57   	 -15.26		 64.15   	 -45.78		
-13.73   	-39.06   	 19.51   	 -10.17		 63.97   	 -45.78		
-15.26   	-40.28   	 19.47   	 -10.17		 63.78   	 -45.78		
-17.40   	-52.80   	 19.43   	 -15.26		 63.60   	 -40.69		
-17.40   	-76.60   	 19.37   	 -10.17		 63.44   	 -45.78		
-11.60   	-97.35   	 19.33   	 -10.17		 63.26   	 -40.69		
  3.97   	-83.62   	 19.29   	 -10.17		 63.09   	 -45.78		
 28.99   	  4.58   	 19.25   	  -5.09		 62.91   	 -40.69		
 59.20   	195.31   	 19.23   	 -10.17		 62.75   	 -45.78		
 89.42   	484.92   	 19.19   	  -5.09		 62.56   	 -40.69		
114.44   	826.72   	 19.17   	   0.00		 62.40   	 -40.69		
129.39   	1135.56   	 19.17(E)	  10.17		 62.24   	 -81.38		
104.98   	1333.62(R)	 19.21   	  10.17		 61.91   	 -40.69		
 61.34   	1167.60   	 19.25   	  20.35		 61.75   	 -40.69		
  9.77   	887.15   	 19.33   	  25.43		 61.59   	 -40.69		
-30.82   	582.89   	 19.43   	  35.61		 61.42   	 -40.69		
-44.25   	330.20   	 19.57   	  45.78		 61.26   	 -35.61		
-30.52   	160.83   	 19.76   	  61.04		 61.12   	 -40.69		
 -4.58   	 64.09   	 20.00   	  81.38		 60.96   	 -35.61		
 15.56   	 10.07   	 20.33   	  91.56		 60.81   	 -40.69		
 20.75   	-27.47   	 20.69   	 116.99		 60.65   	 -35.61		
 14.95   	-57.98   	 21.16   	 142.42		 60.51   	 -35.61		
  7.02   	-81.18   	 21.73   	 162.77		 60.37   	 -35.61		
  3.97   	-94.30   	 22.38   	 183.11		 60.22   	 -30.52		
  5.19   	-100.10   	 23.11   	 218.72		 60.10   	 -35.61		
  6.71   	-103.76   	 23.99   	 244.15		 59.96   	 -30.52		
  6.41   	-108.64   	 24.96   	 274.67		 59.84   	 -35.61		
  3.97   	-115.97   	 26.06   	 315.36		 59.69   	 -30.52		
  0.92   	-124.21   	 27.32   	 356.05		 59.57   	 -30.52		
 -2.44   	-131.23   	 28.75   	 401.83		 59.45   	 -25.43		
 -5.80   	-137.02   	 30.36   	 442.52		 59.35   	 -35.61		
 -8.54   	-142.52   	 32.13   	 488.30		 59.21   	 -30.52		
 -9.77   	-148.62   	 34.08   	 528.99		 59.08   	 -30.52		
-10.38   	-153.81   	 36.20   	 564.60		 58.96   	 -30.52		
-10.99   	-156.56   	 38.45   	 590.03		 58.84   	 -30.52		
-11.90   	-156.56   	 40.81   	 610.37		 58.72   	 -35.61		
-13.43   	-155.33   	 43.26   	 620.55		 58.58   	 -35.61		
-15.26   	-155.33   	 45.74   	 625.63		 58.43   	 -35.61		
-16.17   	-156.56   	 48.24   	 610.37		 58.29   	 -40.69		
-15.87   	-157.47   	 50.68   	 595.11		 58.13   	 -40.69		
-14.65   	-156.56   	 53.06   	 574.77		 57.97   	 -35.61		
-12.82   	-153.50   	 55.36   	 539.16		 57.82   	 -40.69		
-10.99   	-148.93   	 57.52   	 513.73		 57.66   	 -40.69		
-10.07   	-144.35   	 59.57   	 473.04		 57.50   	 -45.78		
-10.07   	-139.16   	 61.46   	 447.61		 57.31   	 -40.69		
-10.99   	-133.67   	 63.26   	 412.00		 57.15   	 -40.69		
-12.21   	-129.09   	 64.90   	 381.48		 56.99   	 -40.69		
-13.12   	-125.73   	 66.43   	 361.14		 56.83   	 -40.69		
-13.12   	-123.90   	 67.87   	 340.79		 56.66   	 -40.69		
-13.12   	-123.60   	 69.24   	 320.45		 56.50   	 -35.61		
-13.43   	-123.29   	 70.52   	 300.10		 56.36   	 -25.43		
-14.04   	-122.38   	 71.72   	 289.93		 56.26   	 -25.43		
-14.04   	-121.15   	 72.88   	 264.50		 56.15   	 -10.17		
-12.21   	-119.93   	 73.94   	 254.32		 56.11   	   5.09		
 -9.46   	-119.02   	 74.95   	 239.06		 56.13   	  20.35		
 -6.41   	-118.41   	 75.91   	 218.72		 56.22   	  45.78		
 -3.97   	-118.10   	 76.79   	 203.46		 56.40   	  76.30		
 -1.53   	-118.10   	 77.60   	 188.20		 56.70   	 101.73		
  1.83   	-118.71   	 78.35   	 178.03		 57.11   	 132.25		
  6.41   	-121.15   	 79.06   	 157.68		 57.64   	 162.77		
 10.07   	-126.95   	 79.69   	 152.59		 58.29   	 198.37		
 10.99   	-136.72   	 80.30   	 142.42		 59.08   	 228.89		
  9.77   	-148.62   	 80.87   	 127.16		 60.00   	 249.24		
  7.32   	-159.00   	 81.38   	 127.16		 61.00   	 279.75		
  6.10   	-163.57   	 81.89   	 116.99		 62.12   	 300.10		
  6.71   	-161.74   	 82.36   	 116.99		 63.32   	 315.36		
  8.54   	-154.72   	 82.83   	 106.82		 64.58   	 335.71		
 10.38   	-147.71   	 83.26   	 101.73		 65.92   	 345.88		
 11.29   	-144.35   	 83.66   	  96.64		 67.30   	 361.14		
 11.90   	-144.65   	 84.05   	  96.64		 68.75   	 366.22		
 12.82   	-145.57   	 84.44   	  96.64		 70.21   	 376.40		
 14.04   	-144.35   	 84.82   	  91.56		 71.72   	 381.48		
 15.56   	-140.38   	 85.19   	  86.47		 73.24   	 386.57		
 17.09   	-136.11   	 85.53   	  86.47		 74.79   	 386.57		
 17.40   	-134.58   	 85.88   	  86.47		 76.34   	 391.66		
 17.70   	-136.11   	 86.23   	  86.47		 77.90   	 381.48		
 18.92   	-137.33   	 86.57   	  81.38		 79.43   	 386.57		
 22.89   	-133.67   	 86.90   	  81.38		 80.98   	 376.40		
 28.99   	-123.90   	 87.22   	  86.47		 82.48   	 366.22		
 36.32   	-111.08   	 87.57   	  76.30		 83.95   	 361.14		
 42.72   	-99.18   	 87.87   	  81.38		 85.39   	 350.97		
 47.00   	-90.03   	 88.20   	  71.21		 86.80   	 335.71		
 49.44   	-81.79   	 88.48   	  76.30		 88.14   	 325.53		
 51.88   	-71.41   	 88.79   	  71.21		 89.44   	 310.27		
 54.32   	-58.29   	 89.07   	  66.12		 90.68   	 295.01		
 55.54   	-45.17   	 89.34   	  66.12		 91.86   	 279.75		
 53.41   	-35.71   	 89.60   	  61.04		 92.98   	 259.41		
 47.91   	-30.21   	 89.85   	  61.04		 94.02   	 244.15		
 41.20   	-24.72   	 90.09   	  61.04		 94.99   	 228.89		
 36.01   	-15.56   	 90.34   	  55.95		 95.91   	 208.54		
 33.57   	 -3.05   	 90.56   	  55.95		 96.74   	 193.29		
 32.04   	  8.24   	 90.78   	  50.86		 97.52   	 167.85		
 28.69   	 12.82   	 90.99   	  45.78		 98.19   	 157.68		
 22.89   	  9.77   	 91.17   	  45.78		 98.82   	 132.25		
 17.40   	  3.36   	 91.35   	  40.69		 99.35   	 116.99		
 14.95   	  1.22   	 91.52   	  35.61		 99.82   	  96.64		
 15.56   	  6.41   	 91.66   	  25.43		100.20   	  86.47		
 18.01   	 14.95   	 91.76   	  20.35		100.55   	  66.12		
 18.62   	 19.23   	 91.84   	  15.26		100.81   	  45.78		
 16.17   	 14.04   	 91.90   	   5.09		101.00   	  35.61		
 11.90   	 -0.61   	 91.92(S)	 -10.17		101.14   	  25.43		
  7.63   	-18.92   	 91.88   	 -20.35		101.24   	  10.17		
  4.88   	-34.79   	 91.80   	 -30.52		101.28   	  -5.09		
  3.66   	-44.56   	 91.68   	 -50.86		101.26   	 -15.26		
  3.36   	-49.44   	 91.47   	 -66.12		101.20   	 -20.35		
  3.36   	-52.49   	 91.21   	 -81.38		101.12   	 -35.61		
  2.75   	-55.85   	 90.88   	-106.82		100.98   	 -40.69		
  1.22   	-59.51   	 90.46   	-127.16		100.81   	 -50.86		
 -1.22   	-60.12   	 89.95   	-147.51		100.61   	 -55.95		
 -3.66   	-55.54   	 89.36   	-172.94		100.39   	 -61.04		
 -3.97   	-46.08   	 88.67   	-198.37		100.14   	 -71.21		
 -2.14   	-34.79   	 87.87   	-223.80		 99.86   	 -76.30		
  0.31   	-26.55   	 86.98   	-249.24		 99.55   	 -81.38		
  1.22   	-25.02   	 85.98   	-279.75		 99.23   	 -86.47		
 -1.22   	-30.52   	 84.86   	-315.36		 98.88   	 -91.56		
 -5.80   	-39.98   	 83.60   	-345.88		 98.51   	-101.73		
 -9.46   	-49.44   	 82.22   	-391.66		 98.11   	-106.82		
-10.07   	-55.24   	 80.65   	-432.35		 97.68   	-111.90		
 -8.24   	-56.76   	 78.92   	-478.13		 97.23   	-116.99		
 -6.41   	-54.93   	 77.01   	-534.08		 96.76   	-127.16		
 -7.32   	-50.66   	 74.87   	-574.77		 96.26   	-132.25		
-10.38   	-43.95   	 72.57   	-625.63		 95.73   	-147.51		
-12.82   	-35.71   	 70.07   	-666.32		 95.14   	-152.59		
-13.12   	-28.69   	 67.41   	-696.84		 94.53   	-157.68		
-11.90   	-24.72   	 64.62   	-727.36		 93.90   	-172.94		
-10.99   	-25.63   	 61.71   	-737.54		 93.20   	-178.03		
-11.29   	-29.30   	 58.76   	-752.79		 92.49   	-188.20		
-12.21   	-32.35   	 55.75   	-747.71		 91.74   	-193.29		
-11.29   	-32.35   	 52.76   	-737.54		 90.97   	-198.37		
 -8.54   	-30.21   	 49.81   	-727.36		 90.17   	-203.46		
 -5.49   	-27.47   	 46.90   	-701.93		 89.36   	-198.37		
 -3.66   	-25.33   	 44.09   	-681.58		 88.57   	-203.46		
 -2.75   	-23.19   	 41.36   	-656.15		 87.75   	-198.37		
 -2.14   	-20.75   	 38.74   	-625.63		 86.96   	-198.37		
 -1.53   	-17.40   	 36.24   	-595.11		 86.16   	-193.29		
 -0.31   	-14.34   	 33.86   	-569.68		 85.39   	-188.20		
 -0.31   	-13.12   	 31.58   	-544.25		 84.64   	-183.11		
 -1.22   	-14.34   	 29.40   	-508.65		 83.91   	-178.03		
 -2.14   	-18.31   	 27.37   	-488.30		 83.19   	-172.94		
 -2.44   	-24.72   	 25.41   	-457.78		 82.50   	-167.85		
 -1.53   	-33.26   	 23.58   	-427.26		 81.83   	-162.77		
  0.00   	-42.42   	 21.87   	-396.74		 81.18   	-157.68		
  1.83   	-50.35   	 20.28   	-371.31		 80.55   	-152.59		
  2.75   	-56.76   	 18.80   	-340.79		 79.94   	-147.51		
  2.14   	-61.95   	 17.44   	-315.36		 79.35   	-142.42		
 -0.92   	-68.66   	 16.17   	-279.75		 78.78   	-137.33		
 -4.88   	-76.90   	 15.06   	-254.32		 78.23   	-127.16		
 -8.24   	-85.45   	 14.04   	-223.80		 77.72   	-127.16		
 -7.93   	-90.03   	 13.14   	-193.29		 77.21   	-122.07		
 -4.58   	-87.59   	 12.37   	-162.77		 76.72   	-111.90		
 -0.61   	-78.74   	 11.72   	-132.25		 76.28   	-106.82		
  0.61   	-68.36   	 11.19   	-101.73		 75.85   	-106.82		
 -1.83   	-61.95   	 10.78   	 -76.30		 75.42   	 -96.64		
 -7.02   	-62.87   	 10.48   	 -45.78		 75.04   	 -91.56		
-11.60   	-69.58   	 10.29   	 -25.43		 74.67   	 -86.47		
-14.34   	-77.21   	 10.19(D)	   0.00		 74.32   	 -81.38		
-15.26   	-81.79   	 10.19   	  20.35		 74.00   	 -76.30		
-15.26   	-81.79   	 10.27   	  35.61		 73.69   	 -71.21		
-14.95   	-78.74   	 10.42   	  45.78		 73.41   	 -71.21		
-14.34   	-75.38   	 10.60   	  55.95		 73.12   	 -61.04		
-14.34   	-74.77   	 10.82   	  66.12		 72.88   	 -55.95		
-14.95   	-77.51   	 11.09   	  76.30		 72.65   	 -50.86		
-17.09   	-81.18   	 11.39   	  86.47		 72.45   	 -50.86		
-19.23   	-83.01   	 11.74   	  91.56		 72.25   	 -40.69		
-19.53   	-79.65   	 12.11   	  96.64		 72.09   	 -35.61		
-17.70   	-71.41   	 12.49   	  91.56		 71.94   	 -35.61		
-14.34   	-61.95   	 12.86   	  91.56		 71.80   	 -30.52		
-12.51   	-55.85   	 13.22   	  71.21		 71.68   	 -25.43		
-13.43   	-55.85   	 13.51   	  55.95		 71.58   	 -25.43		
-15.87   	-59.51   	 13.73   	  35.61		 71.47   	 -20.35		
-17.40   	-63.17   	 13.88   	  10.17		 71.39   	 -20.35		
-14.65   	-64.09   	 13.92   	 -10.17		 71.31   	 -20.35		
 -8.85   	-62.87   	 13.88   	 -30.52		 71.23   	 -20.35		
 -3.66   	-61.34   	 13.75   	 -45.78		 71.15   	 -20.35		
 -3.05   	-61.34   	 13.57   	 -50.86		 71.07   	 -20.35		
 -6.41   	-60.12   	 13.37   	 -55.95		 70.99   	 -20.35		
-10.07   	-54.93   	 13.14   	 -55.95		 70.91   	 -25.43		
-10.68   	-43.95   	 12.92   	 -45.78		 70.80   	 -25.43		
 -7.02   	-31.13   	 12.74   	 -35.61		 70.70   	 -25.43		
 -1.83   	-22.28   	 12.59   	 -25.43		 70.60   	 -25.43		
  1.53   	-22.28   	 12.49   	 -20.35		 70.50   	 -35.61		
  1.22   	-32.35   	 12.41   	  -5.09		 70.36   	 -30.52		
 -1.53   	-48.22   	 12.39   	  -5.09		 70.23   	 -40.69		
 -4.27   	-62.56   	 12.37   	   5.09		 70.07   	 -35.61		
 -5.49   	-69.27   	 12.39   	   5.09		 69.93   	 -45.78		
 -4.88   	-66.53   	 12.41   	  10.17		 69.75   	 -45.78		
 -3.36   	-57.98   	 12.45   	   5.09		 69.56   	 -50.86		
 -2.14   	-51.27   	 12.47   	   5.09		 69.36   	 -50.86		
