  I     	  II     	  RV     	  RV'		  LV     	  LV'		
-27.47   	-36.93   	 30.07   	 152.59		 94.61   	 452.69		
-25.63   	-36.01   	 30.68   	 122.07		 96.42   	 391.66		
-25.33   	-36.93   	 31.17   	  91.56		 97.99   	 381.48		
-25.94   	-38.76   	 31.54   	  61.04		 99.51   	 381.48		
-25.33   	-39.98   	 31.78   	  25.43		101.04   	 396.74		
-23.80   	-39.98   	 31.88(S)	  -5.09		102.62   	 396.74		
-21.97   	-39.67   	 31.86   	 -40.69		104.21   	 381.48		
-21.67   	-39.06   	 31.70   	 -55.95		105.74   	 350.97		
-21.97   	-37.84   	 31.47   	 -76.30		107.14   	 310.27		
-21.67   	-33.87   	 31.17   	 -81.38		108.38   	 274.67		
-19.23   	-25.94   	 30.84   	 -76.30		109.48   	 244.15		
-15.26   	-14.65   	 30.54   	 -81.38		110.46   	 233.98		
-10.38   	 -2.44   	 30.21   	 -81.38		111.39   	 233.98		
 -6.10   	  6.71   	 29.89   	 -76.30		112.33   	 239.06		
 -3.05   	 10.38   	 29.58   	 -66.12		113.29   	 233.98		
  0.00   	  9.77   	 29.32   	 -61.04		114.22   	 228.89		
  3.05   	  6.41   	 29.07   	 -40.69		115.14   	 218.72		
  6.41   	  3.66   	 28.91   	 -25.43		116.01   	 193.29		
  9.46   	  3.05   	 28.81   	 -10.17		116.78   	 183.11		
 13.12   	  5.80   	 28.77   	  10.17		117.52   	 167.85		
 17.70   	 11.90   	 28.81   	  25.43		118.19   	 172.94		
 24.11   	 21.97   	 28.91   	  35.61		118.88   	 167.85		
 31.74   	 34.48   	 29.05   	  55.95		119.55   	 172.94		
 39.67   	 47.91   	 29.28   	  61.04		120.24   	 172.94		
 45.78   	 59.20   	 29.52   	  71.21		120.94   	 162.77		
 48.83   	 66.83   	 29.81   	  66.12		121.59   	 157.68		
 50.05   	 71.11   	 30.07   	  61.04		122.22   	 147.51		
 53.10   	 75.07   	 30.32   	  50.86		122.81   	 147.51		
 60.12   	 80.87   	 30.52   	  35.61		123.40   	 142.42		
 70.50   	 87.89   	 30.66   	  25.43		123.97   	 147.51		
 80.57   	 94.30   	 30.76   	  10.17		124.56   	 142.42		
 86.98   	 98.88   	 30.80   	   0.00		125.13   	 142.42		
 88.50   	102.54   	 30.80   	   0.00		125.70   	 132.25		
 88.20   	108.64   	 30.80   	  -5.09		126.23   	 122.07		
 89.11   	118.71   	 30.78   	  10.17		126.71   	 111.90		
 92.16   	129.39   	 30.82   	  10.17		127.16   	 101.73		
 96.13   	136.11   	 30.86   	  20.35		127.57   	 101.73		
 99.49   	136.72   	 30.95   	  20.35		127.98   	  96.64		
101.01   	131.84   	 31.03   	  25.43		128.36   	  96.64		
100.40   	123.90   	 31.13   	  20.35		128.75   	  91.56		
 98.57   	116.27   	 31.21   	  20.35		129.11   	  91.56		
 95.52   	109.56   	 31.29   	  20.35		129.48   	  76.30		
 91.55   	102.23   	 31.37   	  20.35		129.79   	  71.21		
 86.67   	 94.30   	 31.45   	  20.35		130.07   	  61.04		
 80.87   	 86.67   	 31.54   	  15.26		130.31   	  50.86		
 74.16   	 79.65   	 31.60   	  10.17		130.52   	  45.78		
 66.53   	 73.24   	 31.64   	   5.09		130.70   	  40.69		
 58.29   	 64.70   	 31.66   	 -10.17		130.86   	  25.43		
 49.13   	 50.96   	 31.62   	 -20.35		130.97   	  25.43		
 38.45   	 32.04   	 31.54   	 -30.52		131.07   	  10.17		
 27.47   	 12.82   	 31.41   	 -40.69		131.11   	   5.09		
 17.70   	 -1.22   	 31.25   	 -50.86		131.13(S)	 -10.17		
 11.29   	 -6.71   	 31.05   	 -55.95		131.09   	 -25.43		
  7.63   	 -6.41   	 30.82   	 -61.04		130.99   	 -40.69		
  4.58   	 -5.80   	 30.58   	 -76.30		130.82   	 -61.04		
 -0.31   	-10.68   	 30.27   	 -81.38		130.58   	 -86.47		
 -7.63   	-21.36   	 29.95   	 -91.56		130.23   	-111.90		
-15.26   	-34.18   	 29.58   	-101.73		129.79   	-142.42		
-19.84   	-46.08   	 29.18   	-111.90		129.22   	-178.03		
-21.06   	-55.24   	 28.73   	-122.07		128.50   	-228.89		
-21.06   	-62.87   	 28.24   	-132.25		127.59   	-284.84		
-21.67   	-71.11   	 27.71   	-142.42		126.45   	-366.22		
-23.80   	-80.87   	 27.14   	-162.77		124.98   	-452.69		
-26.25   	-90.03   	 26.49   	-172.94		123.17   	-554.42		
-27.47   	-94.91   	 25.80   	-188.20		120.96   	-656.15		
-27.77   	-93.69   	 25.05   	-203.46		118.33   	-783.31		
-28.38   	-86.36   	 24.23   	-208.54		115.20   	-930.82		
-30.52   	-76.60   	 23.40   	-208.54		111.47   	-1093.59		
-33.26   	-67.75   	 22.56   	-198.37		107.10   	-1256.35		
-35.10   	-63.78   	 21.77   	-193.29		102.07   	-1388.60		
-35.10   	-65.00   	 21.00   	-188.20		 96.52   	-1485.24		
-33.26   	-68.97   	 20.24   	-188.20		 90.58   	-1525.93		
-31.13   	-72.94   	 19.49   	-193.29		 84.48   	-1520.85		
-29.60   	-74.77   	 18.72   	-193.29		 78.39   	-1459.81		
-29.60   	-74.46   	 17.94   	-193.29		 72.55   	-1383.51		
-31.13   	-73.24   	 17.17   	-178.03		 67.02   	-1281.79		
-32.04   	-73.24   	 16.46   	-157.68		 61.89   	-1195.32		
-31.43   	-74.46   	 15.83   	-142.42		 57.11   	-1119.02		
-29.30   	-74.77   	 15.26   	-122.07		 52.63   	-1052.90		
-27.16   	-72.94   	 14.77   	-111.90		 48.42   	-996.94		
-27.16   	-68.97   	 14.32   	-101.73		 44.44   	-940.99		
-29.91   	-65.00   	 13.92   	 -96.64		 40.67   	-874.87		
-33.26   	-63.48   	 13.53   	 -96.64		 37.17   	-808.75		
-36.01   	-65.31   	 13.14   	 -96.64		 33.94   	-732.45		
-36.32   	-67.44   	 12.76   	 -91.56		 31.01   	-661.24		
-34.48   	-67.75   	 12.39   	 -86.47		 28.36   	-590.03		
-32.04   	-64.39   	 12.04   	 -76.30		 26.00   	-539.16		
-29.91   	-57.98   	 11.74   	 -76.30		 23.85   	-493.39		
-29.30   	-51.57   	 11.43   	 -61.04		 21.87   	-452.69		
-30.21   	-47.91   	 11.19   	 -55.95		 20.06   	-417.09		
-31.74   	-48.52   	 10.97   	 -40.69		 18.39   	-386.57		
-32.04   	-52.49   	 10.80   	 -35.61		 16.85   	-340.79		
-31.13   	-56.46   	 10.66   	 -25.43		 15.48   	-295.01		
-29.91   	-57.37   	 10.56   	 -25.43		 14.30   	-254.32		
-29.60   	-53.41   	 10.46   	 -30.52		 13.29   	-208.54		
-31.43   	-45.17   	 10.34   	 -35.61		 12.45   	-172.94		
-34.48   	-37.54   	 10.19   	 -40.69		 11.76   	-147.51		
-36.32   	-34.48   	 10.03   	 -45.78		 11.17   	-122.07		
-36.01   	-37.23   	  9.85   	 -50.86		 10.68   	-111.90		
-33.57   	-43.03   	  9.64   	 -50.86		 10.23   	 -96.64		
-30.82   	-46.69   	  9.44   	 -45.78		  9.85   	 -86.47		
-29.60   	-46.08   	  9.26   	 -40.69		  9.50   	 -66.12		
-30.21   	-42.11   	  9.09   	 -30.52		  9.24   	 -55.95		
-31.74   	-38.76   	  8.97   	 -20.35		  9.01   	 -35.61		
-32.96   	-39.98   	  8.89(D)	   0.00		  8.87   	 -30.52		
-33.87   	-46.39   	  8.89   	   5.09		  8.75   	 -15.26		
-34.79   	-53.71   	  8.91   	  20.35		  8.69   	 -10.17		
-34.79   	-57.98   	  8.99   	  30.52		  8.65   	  -5.09		
-33.57   	-57.07   	  9.11   	  35.61		  8.63(D)	   0.00		
-30.52   	-52.80   	  9.26   	  35.61		  8.63   	   5.09		
-27.47   	-49.13   	  9.40   	  40.69		  8.65   	  10.17		
-26.25   	-47.91   	  9.56   	  45.78		  8.69   	  15.26		
-27.47   	-48.83   	  9.75   	  45.78		  8.75   	  25.43		
-30.52   	-49.44   	  9.93   	  45.78		  8.85   	  25.43		
-32.96   	-49.44   	 10.11   	  45.78		  8.95   	  25.43		
-33.87   	-49.74   	 10.29   	  45.78		  9.05   	  30.52		
-33.26   	-51.88   	 10.48   	  45.78		  9.18   	  25.43		
-31.74   	-55.24   	 10.66   	  50.86		  9.28   	  25.43		
-30.21   	-56.15   	 10.86   	  50.86		  9.38   	  30.52		
-28.69   	-52.19   	 11.07   	  50.86		  9.50   	  30.52		
-27.47   	-43.64   	 11.27   	  50.86		  9.62   	  30.52		
-27.77   	-35.40   	 11.48   	  55.95		  9.75   	  35.61		
-29.30   	-32.04   	 11.70   	  50.86		  9.89   	  40.69		
-31.13   	-37.54   	 11.90   	  45.78		 10.05   	  45.78		
-32.35   	-48.22   	 12.09   	  40.69		 10.23   	  45.78		
-32.65   	-57.98   	 12.25   	  35.61		 10.42   	  45.78		
-31.74   	-60.42   	 12.39   	  30.52		 10.60   	  40.69		
-30.52   	-55.24   	 12.51   	  20.35		 10.76   	  40.69		
-30.21   	-46.69   	 12.59   	  15.26		 10.93   	  40.69		
-31.13   	-40.89   	 12.66   	  15.26		 11.09   	  40.69		
-31.74   	-41.50   	 12.72   	   5.09		 11.25   	  35.61		
-31.43   	-47.00   	 12.74   	  10.17		 11.39   	  35.61		
-29.91   	-52.19   	 12.78   	   5.09		 11.54   	  30.52		
-28.08   	-52.49   	 12.80   	  10.17		 11.66   	  30.52		
-26.86   	-47.30   	 12.84   	  10.17		 11.78   	  30.52		
-27.16   	-38.76   	 12.88   	  15.26		 11.90   	  30.52		
-27.77   	-32.35   	 12.94   	  10.17		 12.02   	  25.43		
-29.30   	-32.65   	 12.98   	  15.26		 12.13   	  20.35		
-31.74   	-39.67   	 13.04   	  10.17		 12.21   	  20.35		
-33.57   	-48.83   	 13.08   	   5.09		 12.29   	  15.26		
-33.87   	-54.63   	 13.10   	   5.09		 12.35   	  15.26		
-31.43   	-54.02   	 13.12   	   5.09		 12.41   	  10.17		
-26.86   	-48.52   	 13.14   	   5.09		 12.45   	  10.17		
-23.19   	-44.56   	 13.16   	   5.09		 12.49   	  10.17		
-22.28   	-45.47   	 13.18   	  10.17		 12.53   	  10.17		
-24.11   	-50.35   	 13.22   	  15.26		 12.57   	  10.17		
-25.63   	-54.93   	 13.29   	  20.35		 12.61   	  10.17		
-25.63   	-54.93   	 13.37   	  30.52		 12.66   	  15.26		
-23.19   	-49.44   	 13.49   	  30.52		 12.72   	  10.17		
-19.23   	-39.37   	 13.61   	  30.52		 12.76   	  10.17		
-14.95   	-28.08   	 13.73   	  25.43		 12.80   	  10.17		
-11.90   	-18.62   	 13.84   	  25.43		 12.84   	  10.17		
-10.07   	-13.73   	 13.94   	  10.17		 12.88   	   5.09		
 -9.16   	-14.34   	 13.98   	   5.09		 12.90   	  10.17		
 -7.93   	-17.70   	 14.00   	  -5.09		 12.94   	   5.09		
 -5.49   	-18.92   	 13.98   	 -10.17		 12.96   	   5.09		
 -0.31   	-13.73   	 13.94   	 -15.26		 12.98   	   0.00		
  6.71   	 -2.14   	 13.88   	 -20.35		 12.98   	   0.00		
 13.73   	 12.51   	 13.79   	 -25.43		 12.98   	   0.00		
 18.92   	 25.33   	 13.69   	 -25.43		 12.98   	   0.00		
 21.97   	 31.74   	 13.59   	 -25.43		 12.98   	  -5.09		
 22.28   	 29.91   	 13.49   	 -30.52		 12.96   	  -5.09		
 21.67   	 22.28   	 13.37   	 -30.52		 12.94   	 -10.17		
 22.58   	 13.12   	 13.25   	 -25.43		 12.90   	 -10.17		
 25.94   	  6.10   	 13.14   	 -30.52		 12.86   	 -15.26		
 31.43   	  1.83   	 13.02   	 -20.35		 12.80   	  -5.09		
 35.10   	 -1.83   	 12.94   	 -15.26		 12.78   	  -5.09		
 32.96   	 -7.32   	 12.88   	 -10.17		 12.76   	   0.00		
 23.50   	-14.95   	 12.84   	   5.09		 12.76   	   5.09		
  7.93   	-22.28   	 12.86   	  20.35		 12.78   	   5.09		
 -8.54   	-28.69   	 12.94   	  35.61		 12.80   	  15.26		
-22.89   	-36.62   	 13.08   	  55.95		 12.86   	  15.26		
-32.96   	-48.52   	 13.31   	  71.21		 12.92   	  20.35		
-38.45   	-62.26   	 13.59   	  86.47		 13.00   	  15.26		
-40.59   	-72.94   	 13.94   	  91.56		 13.06   	  20.35		
-40.59   	-76.60   	 14.30   	  86.47		 13.14   	  15.26		
-39.98   	-74.16   	 14.65   	  86.47		 13.20   	  20.35		
-39.67   	-69.89   	 14.99   	  66.12		 13.29   	  20.35		
-39.67   	-67.14   	 15.26   	  50.86		 13.37   	  15.26		
-39.37   	-65.92   	 15.46   	  30.52		 13.43   	  15.26		
-38.76   	-64.39   	 15.58   	  10.17		 13.49   	  15.26		
-39.06   	-62.56   	 15.63   	   0.00		 13.55   	   5.09		
-40.28   	-61.95   	 15.63   	 -15.26		 13.57   	   0.00		
-42.11   	-64.09   	 15.56   	 -25.43		 13.57   	  -5.09		
-42.42   	-67.44   	 15.46   	 -25.43		 13.55   	 -15.26		
-41.20   	-70.19   	 15.36   	 -30.52		 13.49   	 -10.17		
-39.06   	-69.89   	 15.24   	 -30.52		 13.45   	 -20.35		
-37.84   	-67.44   	 15.12   	 -25.43		 13.37   	 -15.26		
-38.15   	-64.39   	 15.02   	 -20.35		 13.31   	 -20.35		
-39.06   	-62.26   	 14.93   	  -5.09		 13.22   	 -20.35		
-38.76   	-61.04   	 14.91   	  20.35		 13.14   	 -15.26		
-36.93   	-60.12   	 14.99   	  45.78		 13.08   	 -15.26		
-35.71   	-58.90   	 15.18   	  71.21		 13.02   	 -15.26		
-36.32   	-58.29   	 15.46   	  96.64		 12.96   	  -5.09		
-38.45   	-59.20   	 15.85   	 106.82		 12.94   	  -5.09		
-37.54   	-61.34   	 16.28   	 106.82		 12.92   	  -5.09		
-26.25   	-62.87   	 16.70   	  91.56		 12.90   	   5.09		
  5.49   	-57.37   	 17.07   	  71.21		 12.92(E)	   5.09		
 63.48   	-35.40   	 17.35   	  40.69		 12.94   	   5.09		
144.96   	 13.73   	 17.52   	  20.35		 12.96   	  10.17		
239.87   	 97.66   	 17.60   	   0.00		 13.00   	  20.35		
329.59   	210.57   	 17.60   	 -15.26		 13.08   	  30.52		
391.24   	321.96   	 17.54   	 -30.52		 13.20   	  40.69		
403.75   	388.18(R)	 17.42   	 -35.61		 13.37   	  55.95		
353.70   	376.59   	 17.27   	 -45.78		 13.59   	  81.38		
243.23   	284.42   	 17.09   	 -40.69		 13.92   	 101.73		
 96.74   	146.48   	 16.93   	 -25.43		 14.32   	 137.33		
-44.56   	 13.12   	 16.83(E)	   0.00		 14.87   	 178.03		
-141.60   	-79.96   	 16.83   	  40.69		 15.58   	 228.89		
-175.17   	-124.82   	 16.99   	  86.47		 16.50   	 289.93		
-155.94   	-132.45   	 17.33   	 111.90		 17.66   	 356.05		
-112.92   	-117.19   	 17.78   	 127.16		 19.08   	 427.26		
-75.38   	-91.55   	 18.29   	 132.25		 20.79   	 513.73		
-56.15   	-65.61   	 18.82   	 132.25		 22.85   	 600.20		
-51.88   	-48.52   	 19.35   	 132.25		 25.25   	 681.58		
-52.80   	-45.47   	 19.88   	 137.33		 27.98   	 757.88		
-51.88   	-53.71   	 20.43   	 147.51		 31.01   	 824.00		
-48.52   	-64.70   	 21.02   	 162.77		 34.30   	 890.13		
-45.78   	-70.50   	 21.67   	 183.11		 37.86   	 956.25		
-44.86   	-68.05   	 22.40   	 203.46		 41.69   	1012.20		
-45.47   	-60.73   	 23.21   	 223.80		 45.74   	1078.33		
-45.78   	-52.80   	 24.11   	 249.24		 50.05   	1129.19		
-45.17   	-47.61   	 25.11   	 269.58		 54.57   	1164.80		
-43.33   	-45.78   	 26.19   	 274.67		 59.23   	1169.88		
-41.50   	-47.91   	 27.28   	 274.67		 63.91   	1144.45		
-39.98   	-51.88   	 28.38   	 259.41		 68.48   	1093.59		
-39.06   	-54.93   	 29.42   	 239.06		 72.86   	1022.38		
-38.45   	-54.63   	 30.38   	 208.54		 76.95   	 951.17		
-37.54   	-50.96   	 31.21   	 178.03		 80.75   	 874.87		
-36.62   	-45.47   	 31.92   	 142.42		 84.25   	 798.57		
-35.40   	-39.67   	 32.49   	 116.99		 87.45   	 712.10		
-35.10   	-35.10   	 32.96   	  91.56		 90.29   	 620.55		
-34.79   	-31.74   	 33.33   	  61.04		 92.78   	 528.99		
-34.79   	-29.91   	 33.57   	  40.69		 94.89   	 447.61		
-33.87   	-29.60   	 33.73   	  10.17		 96.68   	 391.66		
-32.35   	-30.52   	 33.77   	 -10.17		 98.25   	 356.05		
-30.52   	-31.43   	 33.73   	 -30.52		 99.67   	 340.79		
-28.69   	-31.74   	 33.61   	 -50.86		101.04   	 340.79		
-26.55   	-31.43   	 33.41   	 -50.86		102.40   	 340.79		
-24.41   	-30.82   	 33.20   	 -55.95		103.76   	 335.71		
-21.67   	-28.99   	 32.98   	 -45.78		105.11   	 320.45		
-19.23   	-26.55   	 32.80   	 -40.69		106.39   	 300.10		
-17.70   	-23.19   	 32.63   	 -35.61		107.59   	 264.50		
-17.40   	-19.23   	 32.49   	 -25.43		108.65   	 249.24		
-16.48   	-15.56   	 32.39   	 -25.43		109.64   	 228.89		
-13.73   	-12.51   	 32.29   	 -15.26		110.56   	 228.89		
 -8.24   	 -9.77   	 32.23   	 -10.17		111.47   	 228.89		
 -1.22   	 -6.10   	 32.19   	   5.09		112.39   	 218.72		
  5.19   	 -1.83   	 32.21   	  20.35		113.27   	 213.63		
  9.46   	  4.27   	 32.29   	  35.61		114.12   	 193.29		
 11.60   	 11.29   	 32.43   	  45.78		114.89   	 178.03		
 14.04   	 18.92   	 32.61   	  66.12		115.60   	 152.59		
 16.78   	 25.33   	 32.88   	  76.30		116.22   	 142.42		
 20.45   	 29.91   	 33.18   	  86.47		116.78   	 137.33		
 24.11   	 33.87   	 33.53   	  96.64		117.33   	 137.33		
 28.69   	 39.67   	 33.92   	 101.73		117.88   	 142.42		
 34.48   	 48.83   	 34.32   	 106.82		118.45   	 147.51		
 42.11   	 61.65   	 34.75   	 106.82		119.04   	 147.51		
 50.35   	 76.29   	 35.18   	 106.82		119.63   	 137.33		
 57.98   	 89.42   	 35.61   	 101.73		120.18   	 127.16		
 63.17   	 99.18   	 36.01   	  91.56		120.69   	 122.07		
 67.44   	106.20   	 36.38   	  91.56		121.18   	 111.90		
 71.11   	111.39   	 36.74   	  86.47		121.63   	 106.82		
 74.77   	115.66   	 37.09   	  86.47		122.05   	 106.82		
 78.43   	119.02   	 37.44   	  81.38		122.48   	 106.82		
 81.79   	121.46   	 37.76   	  81.38		122.91   	  96.64		
 83.92   	123.60   	 38.09   	  81.38		123.30   	  96.64		
 85.45   	126.04   	 38.41   	  71.21		123.68   	  91.56		
 86.06   	128.78   	 38.70   	  55.95		124.05   	  86.47		
 86.36   	131.23   	 38.92   	  45.78		124.39   	  81.38		
 85.45   	131.84   	 39.10   	  30.52		124.72   	  76.30		
 83.62   	130.00   	 39.23   	  20.35		125.02   	  76.30		
 80.26   	126.04   	 39.31   	  10.17		125.33   	  71.21		
 75.68   	119.63   	 39.35(S)	   0.00		125.61   	  61.04		
 69.58   	110.17   	 39.35   	  -5.09		125.86   	  55.95		
 63.48   	 99.49   	 39.33   	  -5.09		126.08   	  50.86		
 57.37   	 89.11   	 39.31   	 -15.26		126.29   	  40.69		
 51.57   	 80.57   	 39.25   	 -25.43		126.45   	  35.61		
 46.08   	 73.55   	 39.15   	 -35.61		126.59   	  25.43		
 40.28   	 65.92   	 39.00   	 -40.69		126.69   	  20.35		
 32.65   	 55.24   	 38.84   	 -50.86		126.77   	  10.17		
 23.50   	 42.11   	 38.64   	 -50.86		126.82(S)	 -10.17		
 13.12   	 28.99   	 38.43   	 -50.86		126.77   	 -25.43		
  2.75   	 17.70   	 38.23   	 -55.95		126.67   	 -45.78		
 -5.49   	  8.54   	 38.01   	 -50.86		126.49   	 -66.12		
-10.38   	  0.00   	 37.80   	 -50.86		126.23   	 -86.47		
-12.82   	 -8.24   	 37.60   	 -55.95		125.88   	-111.90		
-14.65   	-16.17   	 37.38   	 -55.95		125.43   	-152.59		
-18.01   	-22.89   	 37.15   	 -55.95		124.82   	-208.54		
-23.19   	-28.08   	 36.93   	 -66.12		123.99   	-289.93		
-28.69   	-32.65   	 36.66   	 -66.12		122.83   	-391.66		
-33.26   	-37.84   	 36.40   	 -76.30		121.26   	-493.39		
-35.71   	-43.33   	 36.09   	 -86.47		119.29   	-584.94		
-36.62   	-48.22   	 35.75   	 -86.47		116.95   	-656.15		
-37.23   	-51.57   	 35.40   	 -96.64		114.32   	-732.45		
-38.15   	-54.02   	 35.02   	 -96.64		111.39   	-844.35		
-39.06   	-55.85   	 34.63   	 -96.64		108.02   	-981.68		
-40.28   	-57.37   	 34.24   	 -96.64		104.09   	-1149.54		
-40.89   	-58.59   	 33.86   	 -96.64		 99.49   	-1302.13		
-41.20   	-58.59   	 33.47   	-106.82		 94.28   	-1434.38		
-40.59   	-57.37   	 33.04   	-132.25		 88.54   	-1505.59		
-40.28   	-55.85   	 32.51   	-162.77		 82.52   	-1510.68		
-40.59   	-55.85   	 31.86   	-193.29		 76.48   	-1459.81		
-41.81   	-57.68   	 31.09   	-208.54		 70.64   	-1363.17		
-43.64   	-59.81   	 30.25   	-223.80		 65.19   	-1256.35		
-44.86   	-60.73   	 29.36   	-228.89		 60.16   	-1154.62		
-44.86   	-58.59   	 28.44   	-223.80		 55.54   	-1068.15		
-43.64   	-54.93   	 27.55   	-223.80		 51.27   	-1002.03		
-42.11   	-51.57   	 26.65   	-213.63		 47.26   	-940.99		
-41.20   	-50.35   	 25.80   	-218.72		 43.50   	-885.04		
-40.59   	-50.66   	 24.92   	-218.72		 39.96   	-813.83		
-40.28   	-51.27   	 24.05   	-223.80		 36.70   	-732.45		
-40.28   	-51.27   	 23.15   	-223.80		 33.77   	-645.98		
-40.28   	-50.05   	 22.26   	-223.80		 31.19   	-564.60		
-40.89   	-48.22   	 21.36   	-218.72		 28.93   	-493.39		
-41.50   	-45.47   	 20.49   	-213.63		 26.96   	-442.52		
-41.20   	-42.72   	 19.63   	-208.54		 25.19   	-401.83		
-40.28   	-39.98   	 18.80   	-203.46		 23.58   	-381.48		
-38.76   	-38.76   	 17.99   	-198.37		 22.05   	-366.22		
-37.23   	-39.06   	 17.19   	-188.20		 20.59   	-340.79		
-36.93   	-39.98   	 16.44   	-183.11		 19.23   	-310.27		
-36.93   	-40.59   	 15.71   	-162.77		 17.99   	-274.67		
-36.62   	-40.28   	 15.06   	-147.51		 16.89   	-233.98		
-36.01   	-39.37   	 14.47   	-116.99		 15.95   	-193.29		
-34.79   	-38.76   	 14.00   	 -91.56		 15.18   	-157.68		
-34.18   	-38.45   	 13.63   	 -71.21		 14.55   	-132.25		
-33.87   	-38.45   	 13.35   	 -50.86		 14.02   	-122.07		
-33.87   	-38.76   	 13.14   	 -35.61		 13.53   	-111.90		
-33.87   	-39.67   	 13.00   	 -25.43		 13.08   	-101.73		
-33.57   	-41.20   	 12.90   	 -20.35		 12.68   	 -96.64		
-33.57   	-43.64   	 12.82   	 -20.35		 12.29   	 -81.38		
-34.18   	-46.08   	 12.74   	 -15.26		 11.96   	 -66.12		
-34.79   	-47.30   	 12.68   	 -10.17		 11.70   	 -40.69		
-35.71   	-48.22   	 12.63   	  -5.09		 11.54   	 -25.43		
-36.62   	-48.83   	 12.61(D)	   0.00		 11.43   	 -15.26		
-36.93   	-49.74   	 12.61   	  10.17		 11.37(D)	   0.00		
-36.01   	-50.35   	 12.66   	  10.17		 11.37   	   0.00		
-34.18   	-50.05   	 12.70   	  15.26		 11.37   	   0.00		
-32.65   	-49.13   	 12.76   	  15.26		 11.37   	   5.09		
-32.04   	-47.91   	 12.82   	  15.26		 11.39   	   5.09		
-32.96   	-47.30   	 12.88   	  10.17		 11.41   	  10.17		
-34.18   	-47.30   	 12.92   	  10.17		 11.45   	  15.26		
-34.79   	-47.00   	 12.96   	  10.17		 11.52   	  25.43		
-34.18   	-47.00   	 13.00   	  10.17		 11.62   	  35.61		
-34.18   	-48.22   	 13.04   	   5.09		 11.76   	  35.61		
-34.79   	-50.05   	 13.06   	  10.17		 11.90   	  40.69		
-36.62   	-53.10   	 13.10   	   5.09		 12.07   	  40.69		
-38.45   	-55.85   	 13.12   	   5.09		 12.23   	  40.69		
-39.37   	-57.37   	 13.14   	   5.09		 12.39   	  40.69		
-38.76   	-57.98   	 13.16   	  -5.09		 12.55   	  45.78		
-38.15   	-58.59   	 13.14   	   0.00		 12.74   	  45.78		
-38.15   	-59.81   	 13.14   	   0.00		 12.92   	  50.86		
-39.06   	-61.04   	 13.14   	   0.00		 13.12   	  55.95		
-39.98   	-61.34   	 13.14   	  10.17		 13.35   	  55.95		
-39.98   	-60.12   	 13.18   	  15.26		 13.57   	  61.04		
-38.76   	-57.37   	 13.25   	  20.35		 13.81   	  61.04		
-37.23   	-53.71   	 13.33   	  30.52		 14.06   	  66.12		
-36.32   	-50.96   	 13.45   	  30.52		 14.32   	  55.95		
-36.01   	-49.13   	 13.57   	  40.69		 14.55   	  55.95		
-36.01   	-49.44   	 13.73   	  40.69		 14.77   	  50.86		
-35.71   	-50.66   	 13.90   	  35.61		 14.97   	  50.86		
-34.79   	-52.49   	 14.04   	  40.69		 15.18   	  45.78		
-34.18   	-54.02   	 14.20   	  35.61		 15.36   	  40.69		
-34.18   	-55.54   	 14.34   	  30.52		 15.52   	  40.69		
-35.10   	-57.37   	 14.47   	  30.52		 15.69   	  40.69		
-36.01   	-58.59   	 14.59   	  30.52		 15.85   	  30.52		
-36.62   	-59.20   	 14.71   	  20.35		 15.97   	  30.52		
-35.71   	-58.59   	 14.79   	  25.43		 16.09   	  25.43		
-33.26   	-57.37   	 14.89   	  20.35		 16.20   	  15.26		
-30.82   	-56.46   	 14.97   	  20.35		 16.26   	  15.26		
-29.91   	-56.76   	 15.06   	  15.26		 16.32   	  15.26		
-30.82   	-57.98   	 15.12   	  20.35		 16.38   	  10.17		
-32.65   	-59.81   	 15.20   	  15.26		 16.42   	  10.17		
-34.48   	-61.34   	 15.26   	  15.26		 16.46   	   5.09		
-35.10   	-61.95   	 15.32   	  10.17		 16.48   	  10.17		
-34.79   	-61.65   	 15.36   	  15.26		 16.52   	   5.09		
-33.87   	-60.12   	 15.42   	   5.09		 16.54   	  10.17		
-33.57   	-58.29   	 15.44   	  10.17		 16.58   	   0.00		
-33.26   	-56.76   	 15.48   	   5.09		 16.58   	   5.09		
-33.57   	-56.76   	 15.50   	   5.09		 16.60   	   0.00		
-32.96   	-56.76   	 15.52   	   5.09		 16.60   	   5.09		
-30.21   	-53.41   	 15.54   	   5.09		 16.62   	   5.09		
-25.33   	-44.86   	 15.56   	   0.00		 16.64   	   5.09		
-19.53   	-31.74   	 15.56   	   5.09		 16.66   	   5.09		
-14.95   	-17.09   	 15.58   	   0.00		 16.68   	   5.09		
-11.60   	 -5.49   	 15.58   	   0.00		 16.70   	  10.17		
 -9.77   	  0.61   	 15.58   	   0.00		 16.74   	  10.17		
 -7.93   	  2.14   	 15.58   	   0.00		 16.79   	  10.17		
 -4.88   	  1.83   	 15.58   	   0.00		 16.83   	  10.17		
 -0.92   	  2.14   	 15.58   	   5.09		 16.87   	   5.09		
  2.75   	  4.27   	 15.61   	   0.00		 16.89   	  10.17		
  7.02   	  8.85   	 15.61   	   0.00		 16.93   	  10.17		
 11.29   	 16.48   	 15.61   	   5.09		 16.97   	  10.17		
 15.87   	 24.72   	 15.63   	   0.00		 17.01   	   5.09		
 19.23   	 30.21   	 15.63   	   0.00		 17.03   	   0.00		
 20.75   	 29.30   	 15.63   	   0.00		 17.03   	   0.00		
