  I     	  II     	  CH1     	  CH1'		  PW     	  PW'		
 29.91   	 61.95   	 -0.47   	   0.00		  3.13   	 -10.17		
 15.56   	 40.89   	 -0.47   	   5.09		  3.09   	 -15.26		
  0.31   	 19.53   	 -0.45   	   0.00		  3.03   	 -15.26		
-14.04   	  0.00   	 -0.45   	   0.00		  2.97   	 -15.26		
-25.33   	-16.78   	 -0.45   	   0.00		  2.91   	 -15.26		
-33.26   	-30.82   	 -0.45   	   0.00		  2.85   	 -20.35		
-39.06   	-42.11   	 -0.45   	   0.00		  2.77   	 -20.35		
-44.56   	-51.27   	 -0.45   	   0.00		  2.69   	 -20.35		
-49.74   	-58.29   	 -0.45   	   0.00		  2.60   	 -25.43		
-54.93   	-63.78   	 -0.45   	   0.00		  2.50   	 -20.35		
-59.20   	-68.36   	 -0.45   	  -5.09		  2.42   	 -25.43		
-62.26   	-72.02   	 -0.47   	   0.00		  2.32   	 -15.26		
-64.70   	-74.77   	 -0.47   	  -5.09		  2.26   	 -15.26		
-66.83   	-76.60   	 -0.49   	   0.00		  2.20   	 -10.17		
-68.97   	-77.21   	 -0.49   	   0.00		  2.16   	   0.00		
-71.11   	-77.21   	 -0.49   	   0.00		  2.16   	   5.09		
-72.33   	-77.21   	 -0.49   	  -5.09		  2.18   	  15.26		
-73.24   	-76.60   	 -0.51   	   0.00		  2.24   	  10.17		
-73.24   	-75.99   	 -0.51   	   5.09		  2.28   	  10.17		
-72.63   	-74.46   	 -0.49   	  -5.09		  2.32   	   5.09		
-72.02   	-72.33   	 -0.51   	   0.00		  2.34   	   0.00		
-71.72   	-69.27   	 -0.51   	   0.00		  2.34   	 -15.26		
-72.02   	-66.22   	 -0.51   	   0.00		  2.28   	 -20.35		
-72.63   	-64.09   	 -0.51   	   0.00		  2.20   	 -30.52		
-73.24   	-63.17   	 -0.51   	   0.00		  2.08   	 -30.52		
-73.24   	-63.78   	 -0.51   	   5.09		  1.95   	 -30.52		
-72.33   	-66.53   	 -0.49   	  -5.09		  1.83   	 -20.35		
-70.80   	-69.58   	 -0.51   	   5.09		  1.75   	 -10.17		
-69.27   	-71.72   	 -0.49   	   0.00		  1.71   	  -5.09		
-67.44   	-71.11   	 -0.49   	   5.09		  1.69   	   5.09		
-66.22   	-67.44   	 -0.47   	   5.09		  1.71   	   0.00		
-64.70   	-61.95   	 -0.45   	  -5.09		  1.71   	   5.09		
-63.17   	-57.07   	 -0.47   	   5.09		  1.73   	   0.00		
-61.34   	-54.93   	 -0.45   	   5.09		  1.73   	 -10.17		
-59.51   	-56.15   	 -0.43   	   0.00		  1.69   	 -20.35		
-57.07   	-58.90   	 -0.43   	   0.00		  1.61   	 -20.35		
-54.93   	-60.73   	 -0.43   	   0.00		  1.53   	 -30.52		
-52.49   	-61.34   	 -0.43   	   0.00		  1.40   	 -35.61		
-50.66   	-61.34   	 -0.43   	   0.00		  1.26   	 -30.52		
-49.13   	-61.65   	 -0.43   	   0.00		  1.14   	 -25.43		
-48.52   	-62.56   	 -0.43   	  -5.09		  1.04   	 -10.17		
-48.52   	-64.09   	 -0.45   	   0.00		  1.00   	   5.09		
-48.22   	-64.39   	 -0.45   	   0.00		  1.02   	  25.43		
-47.30   	-63.48   	 -0.45   	  -5.09		  1.12   	  50.86		
-45.47   	-61.95   	 -0.47   	   5.09		  1.32   	  66.12		
-43.03   	-61.04   	 -0.45   	   0.00		  1.59   	  86.47		
-41.50   	-61.95   	 -0.45   	  -5.09		  1.93   	  91.56		
-41.20   	-64.39   	 -0.47   	  -5.09		  2.30   	  96.64		
-42.42   	-68.05   	 -0.49   	   5.09		  2.69   	  81.38		
-44.56   	-71.11   	 -0.47   	  -5.09		  3.01   	  71.21		
-46.39   	-72.63   	 -0.49   	   0.00		  3.30   	  40.69		
-47.00   	-71.72   	 -0.49   	   5.09		  3.46   	  20.35		
-46.39   	-68.97   	 -0.47   	   0.00		  3.54(V)	  -5.09		
-45.17   	-65.92   	 -0.47   	  -5.09		  3.52   	 -20.35		
-44.25   	-65.00   	 -0.49   	   0.00		  3.44   	 -35.61		
-43.95   	-66.53   	 -0.49   	   0.00		  3.30   	 -40.69		
-44.56   	-68.97   	 -0.49   	  -5.09		  3.13   	 -35.61		
-45.17   	-70.80   	 -0.51   	   0.00		  2.99   	 -30.52		
-45.78   	-71.41   	 -0.51   	   0.00		  2.87   	 -20.35		
-46.39   	-71.41   	 -0.51   	   0.00		  2.79   	 -15.26		
-47.00   	-72.02   	 -0.51   	   0.00		  2.73   	  -5.09		
-47.91   	-73.85   	 -0.51   	   0.00		  2.71   	   0.00		
-48.52   	-75.38   	 -0.51   	   0.00		  2.71   	  -5.09		
-48.83   	-75.38   	 -0.51   	   0.00		  2.69   	  -5.09		
-48.52   	-73.85   	 -0.51   	   5.09		  2.67   	 -10.17		
-47.30   	-72.33   	 -0.49   	  -5.09		  2.62   	 -15.26		
-46.08   	-71.11   	 -0.51   	   5.09		  2.56   	 -15.26		
-44.56   	-71.41   	 -0.49   	   0.00		  2.50   	 -20.35		
-43.95   	-71.72   	 -0.49   	   0.00		  2.42   	 -20.35		
-44.56   	-71.72   	 -0.49   	   5.09		  2.34   	 -10.17		
-46.08   	-71.11   	 -0.47   	   0.00		  2.30   	 -10.17		
-47.61   	-70.50   	 -0.47   	   0.00		  2.26   	   5.09		
-47.91   	-69.27   	 -0.47   	   0.00		  2.28   	   5.09		
-47.00   	-68.05   	 -0.47   	   5.09		  2.30   	  10.17		
-45.47   	-67.14   	 -0.45   	  -5.09		  2.34   	  15.26		
-44.86   	-67.14   	 -0.47   	   0.00		  2.40   	  15.26		
-46.08   	-68.36   	 -0.47   	   5.09		  2.46   	  15.26		
-47.30   	-70.19   	 -0.45   	   0.00		  2.52   	  10.17		
-47.91   	-71.11   	 -0.45   	   0.00		  2.56   	   5.09		
-46.69   	-70.80   	 -0.45   	   0.00		  2.58   	   5.09		
-44.56   	-69.27   	 -0.45   	   0.00		  2.60   	  -5.09		
-42.42   	-67.14   	 -0.45   	   0.00		  2.58   	  -5.09		
-41.81   	-66.22   	 -0.45   	  -5.09		  2.56   	   0.00		
-42.11   	-66.53   	 -0.47   	   5.09		  2.56   	  -5.09		
-42.11   	-67.14   	 -0.45   	   0.00		  2.54   	   0.00		
-40.89   	-67.44   	 -0.45   	   0.00		  2.54   	   5.09		
-39.67   	-66.53   	 -0.45   	   0.00		  2.56   	   5.09		
-38.45   	-65.00   	 -0.45   	   0.00		  2.58   	  10.17		
-37.84   	-62.26   	 -0.45   	  -5.09		  2.62   	  10.17		
-36.01   	-56.46   	 -0.47   	   0.00		  2.67   	  15.26		
-31.74   	-44.86   	 -0.47   	   0.00		  2.73   	   5.09		
-23.80   	-25.02   	 -0.47   	  -5.09		  2.75   	  10.17		
-14.04   	 -0.31   	 -0.49   	   5.09		  2.79   	   5.09		
 -5.49   	 22.28   	 -0.47   	  -5.09		  2.81   	   5.09		
 -0.31   	 36.32   	 -0.49   	   0.00		  2.83   	   5.09		
  2.44   	 38.76   	 -0.49   	   0.00		  2.85   	   5.09		
  5.19   	 33.87   	 -0.49   	   0.00		  2.87   	   0.00		
 11.90   	 31.13   	 -0.49   	   0.00		  2.87   	   5.09		
 23.80   	 38.76   	 -0.49   	   0.00		  2.89   	   5.09		
 38.76   	 57.98   	 -0.49   	   0.00		  2.91   	   5.09		
 52.19   	 81.18   	 -0.49   	   0.00		  2.93   	   0.00		
 61.04   	 98.57   	 -0.49   	   0.00		  2.93   	   5.09		
 64.39   	102.54   	 -0.49   	   0.00		  2.95   	   0.00		
 63.17   	 93.69   	 -0.49   	   0.00		  2.95   	   5.09		
 60.12   	 78.43   	 -0.49   	   0.00		  2.97   	   5.09		
 55.85   	 63.17   	 -0.49   	  -5.09		  2.99   	   0.00		
 48.83   	 50.05   	 -0.51   	   0.00		  2.99   	   5.09		
 37.54   	 35.71   	 -0.51   	   5.09		  3.01   	   5.09		
 21.06   	 18.01   	 -0.49   	  -5.09		  3.03   	  10.17		
  1.53   	 -3.66   	 -0.51   	   0.00		  3.07   	   5.09		
-17.40   	-28.08   	 -0.51   	   5.09		  3.09   	  10.17		
-32.96   	-52.19   	 -0.49   	   0.00		  3.13   	   5.09		
-43.33   	-73.55   	 -0.49   	   0.00		  3.15   	  10.17		
-49.44   	-90.64   	 -0.49   	   0.00		  3.19   	   0.00		
-51.88   	-101.32   	 -0.49   	   5.09		  3.19   	  -5.09		
-52.49   	-106.20   	 -0.47   	   0.00		  3.17   	  -5.09		
-51.88   	-107.42   	 -0.47   	   0.00		  3.15   	 -15.26		
-51.88   	-108.03   	 -0.47   	   0.00		  3.09   	 -20.35		
-53.41   	-109.86   	 -0.47   	   0.00		  3.01   	 -25.43		
-56.46   	-113.22   	 -0.47   	   0.00		  2.91   	 -30.52		
-60.42   	-117.49   	 -0.47   	   0.00		  2.79   	 -30.52		
-64.39   	-122.38   	 -0.47   	   0.00		  2.67   	 -30.52		
-67.44   	-125.73   	 -0.47   	   0.00		  2.54   	 -20.35		
-68.66   	-126.65   	 -0.47   	   0.00		  2.46   	 -15.26		
-67.44   	-124.51   	 -0.47   	   0.00		  2.40   	  -5.09		
-64.70   	-119.93   	 -0.47   	   0.00		  2.38   	   0.00		
-61.34   	-116.27   	 -0.47   	   5.09		  2.38   	  10.17		
-59.51   	-120.54   	 -0.45   	  -5.09		  2.42   	  15.26		
-59.20   	-139.77   	 -0.47   	   0.00		  2.48   	  15.26		
-56.76   	-171.81   	 -0.47   	   0.00		  2.54   	  15.26		
-39.06   	-196.23   	 -0.47   	   0.00		  2.60   	  15.26		
 10.99   	-178.83   	 -0.47   	   0.00		  2.67   	  15.26		
109.56   	-86.36   	 -0.47   	   0.00		  2.73   	  15.26		
264.59   	 93.38   	 -0.47   	   0.00		  2.79   	  15.26		
469.67   	341.49   	 -0.47   	   0.00		  2.85   	  20.35		
697.94   	616.15   	 -0.47   	  -5.09		  2.93   	  25.43		
903.93   	872.50   	 -0.49   	   0.00		  3.03   	  55.95		
1010.44   	1200.26   	 -0.49   	   5.09		  3.26   	  35.61		
817.26   	1205.44(R)	 -0.47   	  -5.09		  3.40   	  35.61		
479.74   	1072.69   	 -0.49   	   0.00		  3.54   	  40.69		
 93.99   	815.12   	 -0.49   	   0.00		  3.70   	  40.69		
-216.98   	494.69   	 -0.49   	   0.00		  3.87   	  40.69		
-363.77   	202.33   	 -0.49   	   0.00		  4.03   	  40.69		
-341.19   	  9.46   	 -0.49   	  -5.09		  4.19   	  35.61		
-224.91   	-71.11   	 -0.51   	   5.09		  4.33   	  35.61		
-113.22   	-81.79   	 -0.49   	   0.00		  4.48   	  30.52		
-65.00   	-76.29   	 -0.49   	   0.00		  4.60   	  20.35		
-76.90   	-84.84   	 -0.49   	   0.00		  4.68   	  15.26		
-108.64   	-105.90   	 -0.49   	   0.00		  4.74   	  15.26		
-124.82   	-123.90   	 -0.49   	   0.00		  4.80   	  15.26		
-117.19   	-129.70   	 -0.49   	   0.00		  4.86   	  15.26		
-99.79   	-126.65   	 -0.49   	   5.09		  4.92   	  15.26		
-88.20   	-122.68   	 -0.47   	   0.00		  4.98   	  15.26		
-86.67   	-122.07   	 -0.47   	   0.00		  5.05   	  20.35		
-90.03   	-123.60   	 -0.47   	   0.00		  5.13   	  15.26		
-91.86   	-124.82   	 -0.47   	   0.00		  5.19   	  15.26		
-89.72   	-124.21   	 -0.47   	  -5.09		  5.25   	  15.26		
-84.84   	-122.38   	 -0.49   	   5.09		  5.31   	  10.17		
-79.96   	-119.93   	 -0.47   	   0.00		  5.35   	   5.09		
-76.90   	-117.80   	 -0.47   	   0.00		  5.37   	   5.09		
-75.68   	-116.58   	 -0.47   	   0.00		  5.39   	   0.00		
-74.46   	-115.97   	 -0.47   	   0.00		  5.39   	   5.09		
-72.33   	-114.14   	 -0.47   	   5.09		  5.41   	   5.09		
-69.58   	-110.78   	 -0.45   	  -5.09		  5.43   	  10.17		
-66.83   	-105.29   	 -0.47   	   0.00		  5.47   	  10.17		
-65.61   	-99.49   	 -0.47   	   0.00		  5.51   	  15.26		
-64.70   	-94.30   	 -0.47   	   0.00		  5.57   	  10.17		
-63.78   	-90.94   	 -0.47   	   0.00		  5.62   	  10.17		
-62.26   	-89.42   	 -0.47   	  -5.09		  5.66   	   5.09		
-60.12   	-89.11   	 -0.49   	  -5.09		  5.68(A)	  -5.09		
-57.37   	-88.81   	 -0.51   	   0.00		  5.66   	 -15.26		
-54.93   	-87.59   	 -0.51   	   0.00		  5.60   	 -30.52		
-53.41   	-84.23   	 -0.51   	  -5.09		  5.47   	 -40.69		
-51.88   	-79.65   	 -0.53   	   5.09		  5.31   	 -45.78		
-49.44   	-73.55   	 -0.51   	   0.00		  5.13   	 -50.86		
-45.78   	-66.83   	 -0.51   	   0.00		  4.92   	 -50.86		
-41.81   	-60.42   	 -0.51   	   0.00		  4.72   	 -35.61		
-37.84   	-55.54   	 -0.51   	   5.09		  4.58   	 -30.52		
-34.79   	-52.19   	 -0.49   	   0.00		  4.46   	 -20.35		
-32.04   	-49.13   	 -0.49   	   0.00		  4.37   	  -5.09		
-29.30   	-45.78   	 -0.49   	   0.00		  4.35   	  10.17		
-25.63   	-40.59   	 -0.49   	   0.00		  4.39   	  10.17		
-21.06   	-33.87   	 -0.49   	   5.09		  4.44   	  15.26		
-15.87   	-26.25   	 -0.47   	   0.00		  4.50   	  20.35		
-10.07   	-18.31   	 -0.47   	   0.00		  4.58   	  15.26		
 -3.36   	-10.07   	 -0.47   	   0.00		  4.64   	  15.26		
  3.66   	 -1.53   	 -0.47   	   0.00		  4.70   	   5.09		
 10.68   	  7.63   	 -0.47   	   0.00		  4.72   	   0.00		
 17.70   	 16.78   	 -0.47   	   0.00		  4.72   	  -5.09		
 25.02   	 26.55   	 -0.47   	   0.00		  4.70   	 -10.17		
 33.26   	 36.93   	 -0.47   	   0.00		  4.66   	 -20.35		
 43.33   	 48.83   	 -0.47   	  -5.09		  4.58   	 -20.35		
 54.32   	 62.56   	 -0.49   	   0.00		  4.50   	 -15.26		
 64.09   	 77.51   	 -0.49   	   5.09		  4.44   	 -10.17		
 72.94   	 92.47   	 -0.47   	   0.00		  4.39   	  -5.09		
 79.96   	106.20   	 -0.47   	  -5.09		  4.37   	   5.09		
 86.36   	117.80   	 -0.49   	   0.00		  4.39   	  15.26		
 92.47   	126.95   	 -0.49   	   0.00		  4.46   	  20.35		
 97.66   	135.19   	 -0.49   	   0.00		  4.54   	  20.35		
101.01   	142.52   	 -0.49   	   0.00		  4.62   	  20.35		
101.32   	149.23   	 -0.49   	   0.00		  4.70   	  15.26		
 99.18   	153.81   	 -0.49   	   0.00		  4.76   	  10.17		
 95.21   	156.25   	 -0.49   	   0.00		  4.80   	   5.09		
 90.94   	156.56   	 -0.49   	   0.00		  4.82   	   0.00		
 86.98   	155.64   	 -0.49   	   0.00		  4.82   	   0.00		
 82.70   	152.28   	 -0.49   	   5.09		  4.82   	   0.00		
 76.90   	145.87   	 -0.47   	   0.00		  4.82   	   5.09		
 68.05   	133.97   	 -0.47   	   0.00		  4.84   	  10.17		
 56.15   	116.58   	 -0.47   	  -5.09		  4.88   	  15.26		
 41.81   	 94.91   	 -0.49   	   5.09		  4.94   	  20.35		
 26.86   	 72.33   	 -0.47   	  -5.09		  5.03   	  25.43		
 12.51   	 50.66   	 -0.49   	   0.00		  5.13   	  20.35		
 -0.61   	 31.13   	 -0.49   	  -5.09		  5.21   	  20.35		
-12.51   	 13.73   	 -0.51   	   0.00		  5.29   	  15.26		
-23.19   	 -1.83   	 -0.51   	   0.00		  5.35   	  10.17		
-32.65   	-15.56   	 -0.51   	   0.00		  5.39   	   5.09		
-40.59   	-27.16   	 -0.51   	   0.00		  5.41   	   5.09		
-47.30   	-36.93   	 -0.51   	   0.00		  5.43   	  -5.09		
-52.19   	-44.86   	 -0.51   	  -5.09		  5.41   	   0.00		
-55.54   	-51.27   	 -0.53   	   0.00		  5.41   	   5.09		
-58.59   	-57.07   	 -0.53   	   0.00		  5.43   	  10.17		
-61.34   	-61.65   	 -0.53   	   0.00		  5.47   	  15.26		
-64.09   	-64.09   	 -0.53   	   0.00		  5.53   	  20.35		
-66.53   	-64.39   	 -0.53   	   0.00		  5.62   	  25.43		
-68.36   	-63.17   	 -0.53   	   5.09		  5.72   	  30.52		
-69.27   	-61.95   	 -0.51   	  -5.09		  5.84   	  25.43		
-69.89   	-61.65   	 -0.53   	   0.00		  5.94   	  30.52		
-70.80   	-61.95   	 -0.53   	   5.09		  6.06   	  20.35		
-72.33   	-62.87   	 -0.51   	   0.00		  6.14   	  20.35		
-73.85   	-63.48   	 -0.51   	  -5.09		  6.23   	   5.09		
-75.38   	-63.78   	 -0.53   	   5.09		  6.25   	   5.09		
-76.29   	-63.78   	 -0.51   	   0.00		  6.27   	 -10.17		
-76.29   	-63.48   	 -0.51   	   0.00		  6.23   	 -15.26		
-75.38   	-62.56   	 -0.51   	   5.09		  6.16   	 -20.35		
-73.85   	-61.04   	 -0.49   	   0.00		  6.08   	 -20.35		
-71.72   	-60.12   	 -0.49   	   5.09		  6.00   	 -15.26		
-69.89   	-58.90   	 -0.47   	   5.09		  5.94   	 -15.26		
-68.66   	-57.68   	 -0.45   	   0.00		  5.88   	 -10.17		
-67.44   	-56.46   	 -0.45   	   0.00		  5.84   	 -10.17		
-65.61   	-54.63   	 -0.45   	   0.00		  5.80   	  -5.09		
-63.48   	-53.41   	 -0.45   	   0.00		  5.78   	  -5.09		
-60.73   	-52.19   	 -0.45   	   0.00		  5.76   	 -15.26		
-58.29   	-51.88   	 -0.45   	   0.00		  5.70   	 -20.35		
-56.46   	-52.19   	 -0.45   	   0.00		  5.62   	 -25.43		
-55.54   	-53.10   	 -0.45   	   0.00		  5.51   	 -20.35		
-54.93   	-54.32   	 -0.45   	   5.09		  5.43   	 -20.35		
-54.02   	-55.85   	 -0.43   	   0.00		  5.35   	  -5.09		
-51.88   	-56.46   	 -0.43   	   0.00		  5.33   	  10.17		
-48.83   	-56.46   	 -0.43   	   0.00		  5.37   	  35.61		
-46.08   	-55.85   	 -0.43   	  -5.09		  5.51   	  61.04		
-44.25   	-55.24   	 -0.45   	   0.00		  5.76   	  86.47		
-43.33   	-54.93   	 -0.45   	  -5.09		  6.10   	  96.64		
-43.03   	-54.63   	 -0.47   	   0.00		  6.49   	 106.82		
-42.11   	-54.63   	 -0.47   	  -5.09		  6.92   	 101.73		
-41.20   	-54.63   	 -0.49   	   0.00		  7.32   	  91.56		
-39.98   	-54.63   	 -0.49   	   0.00		  7.69   	  71.21		
-39.37   	-54.63   	 -0.49   	   0.00		  7.98   	  40.69		
-39.98   	-54.93   	 -0.49   	  -5.09		  8.14   	  20.35		
-41.81   	-55.85   	 -0.51   	   0.00		  8.22(V)	   0.00		
-44.25   	-57.68   	 -0.51   	   0.00		  8.22   	 -20.35		
-46.08   	-59.81   	 -0.51   	   0.00		  8.14   	 -30.52		
-46.39   	-61.65   	 -0.51   	  -5.09		  8.02   	 -35.61		
-45.17   	-62.26   	 -0.53   	   0.00		  7.87   	 -30.52		
-43.33   	-61.34   	 -0.53   	   0.00		  7.75   	 -25.43		
-42.42   	-60.12   	 -0.53   	   0.00		  7.65   	 -15.26		
-42.72   	-59.81   	 -0.53   	  -5.09		  7.59   	  -5.09		
-44.25   	-60.42   	 -0.55   	   0.00		  7.57   	   5.09		
-46.08   	-61.34   	 -0.55   	   0.00		  7.59   	  10.17		
-47.00   	-61.95   	 -0.55   	   0.00		  7.63   	  15.26		
-47.30   	-61.34   	 -0.55   	   0.00		  7.69   	  15.26		
-47.61   	-60.73   	 -0.55   	   0.00		  7.75   	  10.17		
-47.91   	-60.12   	 -0.55   	   0.00		  7.79   	  10.17		
-48.52   	-60.12   	 -0.55   	   0.00		  7.83   	   0.00		
-48.52   	-60.42   	 -0.55   	   0.00		  7.83   	   0.00		
-48.52   	-61.04   	 -0.55   	   0.00		  7.83   	   0.00		
-48.22   	-61.95   	 -0.55   	   5.09		  7.83   	  -5.09		
-47.91   	-62.26   	 -0.53   	   0.00		  7.81   	  -5.09		
-48.22   	-62.26   	 -0.53   	   0.00		  7.79   	  -5.09		
-48.83   	-61.04   	 -0.53   	   5.09		  7.77   	   0.00		
-49.44   	-59.51   	 -0.51   	   0.00		  7.77   	   0.00		
-49.13   	-57.68   	 -0.51   	   0.00		  7.77   	   0.00		
-48.22   	-56.15   	 -0.51   	   0.00		  7.77   	   5.09		
-47.00   	-55.85   	 -0.51   	   0.00		  7.79   	   5.09		
-45.78   	-55.85   	 -0.51   	   5.09		  7.81   	   5.09		
-45.47   	-56.46   	 -0.49   	   0.00		  7.83   	   5.09		
-46.08   	-57.07   	 -0.49   	   5.09		  7.85   	  10.17		
-47.30   	-57.68   	 -0.47   	  -5.09		  7.89   	   5.09		
-47.91   	-57.37   	 -0.49   	   5.09		  7.91   	  10.17		
-47.61   	-56.15   	 -0.47   	   5.09		  7.96   	  10.17		
-46.69   	-54.93   	 -0.45   	   0.00		  8.00   	   5.09		
-45.78   	-54.32   	 -0.45   	   0.00		  8.02   	  10.17		
-46.08   	-54.32   	 -0.45   	   0.00		  8.06   	  10.17		
-47.00   	-53.41   	 -0.45   	   0.00		  8.10   	   5.09		
-47.30   	-49.44   	 -0.45   	   0.00		  8.12   	   5.09		
-44.86   	-39.98   	 -0.45   	   0.00		  8.14   	   5.09		
-39.37   	-23.80   	 -0.45   	   0.00		  8.16   	   5.09		
-31.43   	 -2.75   	 -0.45   	  -5.09		  8.18   	   0.00		
-23.80   	 18.31   	 -0.47   	   0.00		  8.18   	  -5.09		
-18.31   	 34.18   	 -0.47   	   0.00		  8.16   	   0.00		
-15.26   	 40.89   	 -0.47   	   0.00		  8.16   	  -5.09		
-13.12   	 39.37   	 -0.47   	   0.00		  8.14   	  -5.09		
 -9.46   	 36.32   	 -0.47   	   0.00		  8.12   	  -5.09		
 -2.44   	 40.59   	 -0.47   	   0.00		  8.10   	   0.00		
  8.24   	 56.46   	 -0.47   	   0.00		  8.10   	   0.00		
 19.84   	 80.26   	 -0.47   	  -5.09		  8.10   	   0.00		
 30.21   	102.23   	 -0.49   	   0.00		  8.10   	   5.09		
 37.54   	112.61   	 -0.49   	  -5.09		  8.12   	  10.17		
 40.89   	108.34   	 -0.51   	   0.00		  8.16   	  10.17		
 40.59   	 95.52   	 -0.51   	   0.00		  8.20   	  10.17		
 38.15   	 82.70   	 -0.51   	   0.00		  8.24   	  10.17		
 33.87   	 75.38   	 -0.51   	   0.00		  8.28   	  10.17		
 27.77   	 71.41   	 -0.51   	  -5.09		  8.32   	  10.17		
 18.62   	 64.70   	 -0.53   	   0.00		  8.36   	   5.09		
  6.10   	 49.13   	 -0.53   	  -5.09		  8.38   	  10.17		
-10.38   	 23.19   	 -0.55   	   0.00		  8.42   	  10.17		
-28.99   	 -9.77   	 -0.55   	   0.00		  8.46   	   0.00		
-44.86   	-44.25   	 -0.55   	   0.00		  8.46   	   5.09		
-54.02   	-72.63   	 -0.55   	  -5.09		  8.48   	  -5.09		
-55.85   	-91.25   	 -0.57   	   0.00		  8.46   	  -5.09		
-52.49   	-100.10   	 -0.57   	   5.09		  8.44   	 -10.17		
-49.13   	-102.23   	 -0.55   	   0.00		  8.40   	 -15.26		
-49.13   	-102.84   	 -0.55   	   0.00		  8.34   	 -15.26		
-52.80   	-105.29   	 -0.55   	   5.09		  8.28   	 -25.43		
-57.98   	-109.56   	 -0.53   	   0.00		  8.18   	 -25.43		
-62.56   	-113.83   	 -0.53   	   0.00		  8.08   	 -25.43		
-64.70   	-116.88   	 -0.53   	   5.09		  7.98   	 -25.43		
-65.92   	-118.71   	 -0.51   	   5.09		  7.87   	 -25.43		
-66.53   	-119.93   	 -0.49   	   0.00		  7.77   	 -25.43		
-67.14   	-121.15   	 -0.49   	   0.00		  7.67   	 -15.26		
-67.14   	-121.77   	 -0.49   	   0.00		  7.61   	 -10.17		
-65.92   	-120.85   	 -0.49   	   0.00		  7.57   	  -5.09		
-64.09   	-121.77   	 -0.49   	   0.00		  7.55   	  10.17		
-62.56   	-132.45   	 -0.49   	   0.00		  7.59   	  20.35		
-61.04   	-157.47   	 -0.49   	   0.00		  7.67   	  35.61		
-51.57   	-189.21   	 -0.49   	   0.00		  7.81   	  40.69		
-19.23   	-199.89   	 -0.49   	   0.00		  7.98   	  50.86		
 54.02   	-152.28   	 -0.49   	   0.00		  8.18   	  50.86		
180.36   	-18.92   	 -0.49   	   0.00		  8.38   	  50.86		
360.41   	197.45   	 -0.49   	   0.00		  8.59   	  45.78		
576.78   	462.65   	 -0.49   	   0.00		  8.77   	  40.69		
793.15   	727.23   	 -0.49   	   0.00		  8.93   	  30.52		
959.17   	950.62   	 -0.49   	   0.00		  9.05   	  40.69		
912.48   	1163.33(R)	 -0.49   	   0.00		  9.22   	  20.35		
644.23   	1101.68   	 -0.49   	   0.00		  9.30   	  15.26		
271.30   	917.66   	 -0.49   	   0.00		  9.36   	  20.35		
-91.25   	645.45   	 -0.49   	   0.00		  9.44   	  30.52		
-327.15   	357.97   	 -0.49   	   0.00		  9.56   	  30.52		
-381.47   	132.75   	 -0.49   	   0.00		  9.68   	  40.69		
-291.75   	  7.63   	 -0.49   	   5.09		  9.85   	  40.69		
-157.17   	-36.32   	 -0.47   	  -5.09		 10.01   	  40.69		
-67.75   	-47.61   	 -0.49   	   0.00		 10.17   	  45.78		
-53.41   	-62.26   	 -0.49   	   0.00		 10.36   	  45.78		
-86.36   	-86.98   	 -0.49   	   0.00		 10.54   	  40.69		
-119.63   	-109.56   	 -0.49   	   0.00		 10.70   	  40.69		
-127.26   	-118.71   	 -0.49   	   0.00		 10.86   	  40.69		
-113.83   	-116.88   	 -0.49   	   0.00		 11.03   	  35.61		
-97.66   	-113.22   	 -0.49   	   0.00		 11.17   	  30.52		
-90.94   	-114.44   	 -0.49   	   0.00		 11.29   	  20.35		
-93.08   	-118.71   	 -0.49   	   0.00		 11.37   	  10.17		
-96.74   	-122.07   	 -0.49   	   0.00		 11.41   	  -5.09		
-96.74   	-122.68   	 -0.49   	   0.00		 11.39   	 -20.35		
-92.77   	-121.15   	 -0.49   	   0.00		 11.31   	 -35.61		
-86.36   	-118.10   	 -0.49   	   0.00		 11.17   	 -35.61		
-81.18   	-115.05   	 -0.49   	  -5.09		 11.03   	 -45.78		
-78.13   	-112.92   	 -0.51   	   0.00		 10.84   	 -45.78		
-77.51   	-112.00   	 -0.51   	   0.00		 10.66   	 -30.52		
-77.82   	-111.39   	 -0.51   	  -5.09		 10.54   	 -25.43		
-77.51   	-109.86   	 -0.53   	   0.00		 10.44   	  -5.09		
-75.99   	-107.12   	 -0.53   	   0.00		 10.42   	  15.26		
-73.85   	-103.45   	 -0.53   	   0.00		 10.48   	  35.61		
-71.41   	-99.79   	 -0.53   	   0.00		 10.62   	  50.86		
-69.27   	-96.13   	 -0.53   	   0.00		 10.82   	  55.95		
-67.44   	-92.47   	 -0.53   	   0.00		 11.05   	  61.04		
-66.22   	-88.50   	 -0.53   	   0.00		 11.29   	  55.95		
-65.31   	-84.84   	 -0.53   	   0.00		 11.52   	  40.69		
-64.39   	-81.48   	 -0.53   	   5.09		 11.68   	  20.35		
-63.17   	-78.13   	 -0.51   	   0.00		 11.76   	   5.09		
-61.04   	-74.46   	 -0.51   	   0.00		 11.78(A)	 -20.35		
-58.29   	-70.50   	 -0.51   	   0.00		 11.70   	 -35.61		
-54.93   	-65.00   	 -0.51   	   0.00		 11.56   	 -55.95		
-51.57   	-58.90   	 -0.51   	  -5.09		 11.33   	 -61.04		
-47.91   	-52.49   	 -0.53   	   0.00		 11.09   	 -61.04		
-44.25   	-47.00   	 -0.53   	   0.00		 10.84   	 -55.95		
