  I     	  II     	  LV     	  LV'		  RV     	  RV'		
 -6.10   	-101.32   	 80.75   	  96.64		 35.93   	  45.78		
 -8.24   	-98.88   	 81.14   	  91.56		 36.11   	  45.78		
 -9.77   	-94.30   	 81.51   	  86.47		 36.30   	  40.69		
-10.38   	-89.11   	 81.85   	  86.47		 36.46   	  45.78		
 -9.77   	-84.53   	 82.20   	  81.38		 36.64   	  40.69		
 -7.93   	-81.79   	 82.52   	  86.47		 36.81   	  35.61		
 -5.19   	-81.18   	 82.87   	  86.47		 36.95   	  30.52		
 -2.44   	-81.48   	 83.21   	  86.47		 37.07   	  30.52		
 -0.92   	-82.09   	 83.56   	  96.64		 37.19   	  20.35		
 -0.92   	-81.79   	 83.95   	  91.56		 37.27   	  15.26		
 -1.83   	-80.26   	 84.31   	  96.64		 37.33   	  15.26		
 -2.14   	-77.51   	 84.70   	  91.56		 37.40   	   5.09		
 -1.22   	-74.16   	 85.07   	  91.56		 37.42   	   5.09		
  0.31   	-69.27   	 85.43   	  86.47		 37.44(S)	   0.00		
  2.14   	-61.95   	 85.78   	  81.38		 37.44   	   0.00		
  4.27   	-51.57   	 86.10   	  76.30		 37.44   	  -5.09		
  6.41   	-40.28   	 86.41   	  66.12		 37.42   	   0.00		
  9.46   	-31.43   	 86.67   	  61.04		 37.42   	  -5.09		
 13.12   	-27.47   	 86.92   	  55.95		 37.40   	  -5.09		
 16.78   	-26.86   	 87.14   	  45.78		 37.38   	  -5.09		
 19.84   	-26.55   	 87.32   	  45.78		 37.35   	 -10.17		
 22.28   	-22.58   	 87.51   	  35.61		 37.31   	 -10.17		
 23.50   	-14.34   	 87.65   	  25.43		 37.27   	 -15.26		
 23.80   	 -5.19   	 87.75   	  25.43		 37.21   	 -20.35		
 22.89   	  0.92   	 87.85   	  15.26		 37.13   	 -20.35		
 21.36   	  2.75   	 87.91   	  10.17		 37.05   	 -25.43		
 19.23   	  0.92   	 87.95(S)	   0.00		 36.95   	 -25.43		
 17.09   	 -1.53   	 87.95   	  -5.09		 36.85   	 -30.52		
 15.26   	 -2.75   	 87.93   	 -15.26		 36.72   	 -30.52		
 13.43   	 -2.75   	 87.87   	 -30.52		 36.60   	 -35.61		
 11.60   	 -2.14   	 87.75   	 -45.78		 36.46   	 -35.61		
  9.77   	 -1.53   	 87.57   	 -61.04		 36.32   	 -40.69		
  8.54   	  0.00   	 87.32   	 -76.30		 36.15   	 -45.78		
  8.54   	  2.44   	 87.02   	 -91.56		 35.97   	 -50.86		
  9.16   	  5.19   	 86.65   	-116.99		 35.77   	 -55.95		
  9.46   	  6.71   	 86.18   	-132.25		 35.54   	 -55.95		
  9.77   	  4.58   	 85.66   	-157.68		 35.32   	 -66.12		
  9.46   	 -1.53   	 85.03   	-183.11		 35.06   	 -71.21		
  8.85   	-11.60   	 84.29   	-213.63		 34.77   	 -76.30		
  7.93   	-22.58   	 83.44   	-254.32		 34.47   	 -81.38		
  7.02   	-31.13   	 82.42   	-305.19		 34.14   	 -81.38		
  5.80   	-35.10   	 81.20   	-356.05		 33.81   	 -91.56		
  4.88   	-33.57   	 79.78   	-412.00		 33.45   	-101.73		
  3.97   	-28.99   	 78.13   	-473.04		 33.04   	-106.82		
  3.36   	-22.58   	 76.24   	-528.99		 32.61   	-116.99		
  2.44   	-16.48   	 74.12   	-574.77		 32.15   	-127.16		
  1.22   	-10.68   	 71.82   	-620.55		 31.64   	-137.33		
  0.31   	 -4.88   	 69.34   	-651.07		 31.09   	-142.42		
 -0.31   	  0.31   	 66.73   	-666.32		 30.52   	-157.68		
 -0.92   	  3.66   	 64.07   	-666.32		 29.89   	-162.77		
 -0.92   	  5.19   	 61.40   	-666.32		 29.24   	-172.94		
 -0.61   	  6.41   	 58.74   	-651.07		 28.55   	-183.11		
  0.00   	  8.54   	 56.13   	-640.89		 27.81   	-183.11		
  0.61   	 11.60   	 53.57   	-620.55		 27.08   	-193.29		
  0.61   	 14.65   	 51.09   	-610.37		 26.31   	-198.37		
 -0.31   	 15.87   	 48.65   	-600.20		 25.51   	-198.37		
 -1.53   	 13.43   	 46.25   	-584.94		 24.72   	-208.54		
 -2.44   	  9.16   	 43.91   	-569.68		 23.89   	-213.63		
 -2.44   	  5.49   	 41.63   	-559.51		 23.03   	-218.72		
 -1.83   	  4.27   	 39.39   	-534.08		 22.16   	-218.72		
 -0.61   	  6.10   	 37.25   	-518.82		 21.28   	-223.80		
  0.61   	  8.85   	 35.18   	-498.47		 20.39   	-228.89		
  1.53   	  8.85   	 33.18   	-473.04		 19.47   	-223.80		
  2.44   	  5.19   	 31.29   	-447.61		 18.58   	-218.72		
  3.05   	 -0.31   	 29.50   	-432.35		 17.70   	-213.63		
  4.27   	 -4.58   	 27.77   	-412.00		 16.85   	-203.46		
  5.49   	 -5.19   	 26.12   	-396.74		 16.03   	-193.29		
  7.63   	 -1.83   	 24.54   	-381.48		 15.26   	-183.11		
 10.38   	  2.75   	 23.01   	-366.22		 14.53   	-172.94		
 12.82   	  4.88   	 21.55   	-356.05		 13.84   	-157.68		
 14.04   	  1.83   	 20.12   	-340.79		 13.20   	-147.51		
 12.51   	 -7.02   	 18.76   	-315.36		 12.61   	-132.25		
  9.16   	-18.92   	 17.50   	-295.01		 12.09   	-127.16		
  5.19   	-30.21   	 16.32   	-269.58		 11.58   	-116.99		
  2.75   	-37.54   	 15.24   	-244.15		 11.11   	-111.90		
  3.05   	-39.67   	 14.26   	-218.72		 10.66   	-101.73		
  5.49   	-39.06   	 13.39   	-198.37		 10.25   	 -96.64		
  7.63   	-38.15   	 12.59   	-172.94		  9.87   	 -96.64		
  8.24   	-39.37   	 11.90   	-157.68		  9.48   	 -86.47		
  7.32   	-42.72   	 11.27   	-142.42		  9.14   	 -76.30		
  5.80   	-47.30   	 10.70   	-122.07		  8.83   	 -71.21		
  4.88   	-50.35   	 10.21   	-106.82		  8.55   	 -61.04		
  4.88   	-49.44   	  9.79   	 -96.64		  8.30   	 -50.86		
  5.19   	-44.56   	  9.40   	 -76.30		  8.10   	 -40.69		
  5.49   	-36.62   	  9.09   	 -61.04		  7.93   	 -25.43		
  5.19   	-28.08   	  8.85   	 -50.86		  7.83   	 -10.17		
  4.58   	-21.36   	  8.65   	 -30.52		  7.79(D)	   5.09		
  4.58   	-18.01   	  8.52   	 -15.26		  7.81   	  20.35		
  4.58   	-16.48   	  8.46   	  -5.09		  7.89   	  30.52		
  4.58   	-15.87   	  8.44(D)	  10.17		  8.02   	  50.86		
  4.58   	-15.26   	  8.48   	  25.43		  8.22   	  55.95		
  4.58   	-14.34   	  8.59   	  30.52		  8.44   	  71.21		
  4.88   	-12.21   	  8.71   	  45.78		  8.73   	  81.38		
  4.88   	 -9.77   	  8.89   	  50.86		  9.05   	  86.47		
  5.19   	 -6.71   	  9.09   	  61.04		  9.40   	  96.64		
  5.19   	 -4.58   	  9.34   	  76.30		  9.79   	  96.64		
  5.19   	 -5.49   	  9.64   	  76.30		 10.17   	  96.64		
  4.58   	 -9.46   	  9.95   	  81.38		 10.56   	  96.64		
  3.66   	-15.56   	 10.27   	  91.56		 10.95   	  96.64		
  2.14   	-20.45   	 10.64   	  91.56		 11.33   	  86.47		
  0.61   	-22.58   	 11.01   	  96.64		 11.68   	  86.47		
 -0.31   	-20.75   	 11.39   	  96.64		 12.02   	  76.30		
 -0.31   	-16.78   	 11.78   	  96.64		 12.33   	  71.21		
  0.31   	-12.82   	 12.17   	 101.73		 12.61   	  61.04		
  1.22   	-11.60   	 12.57   	 101.73		 12.86   	  61.04		
  1.22   	-14.34   	 12.98   	 101.73		 13.10   	  61.04		
  0.92   	-20.75   	 13.39   	 106.82		 13.35   	  55.95		
  0.61   	-28.38   	 13.81   	 101.73		 13.57   	  55.95		
  0.61   	-35.71   	 14.22   	 101.73		 13.79   	  61.04		
  1.83   	-41.50   	 14.63   	  96.64		 14.04   	  50.86		
  3.05   	-45.78   	 15.02   	  86.47		 14.24   	  55.95		
  3.66   	-50.05   	 15.36   	  81.38		 14.47   	  50.86		
  3.05   	-54.32   	 15.69   	  76.30		 14.67   	  45.78		
  1.53   	-57.07   	 15.99   	  66.12		 14.85   	  45.78		
  0.61   	-57.37   	 16.26   	  50.86		 15.04   	  35.61		
  0.61   	-54.32   	 16.46   	  50.86		 15.18   	  35.61		
  0.31   	-48.52   	 16.66   	  35.61		 15.32   	  30.52		
 -0.61   	-41.81   	 16.81   	  30.52		 15.44   	  25.43		
 -2.44   	-35.10   	 16.93   	  30.52		 15.54   	  20.35		
 -3.97   	-28.38   	 17.05   	  15.26		 15.63   	  20.35		
 -4.27   	-21.97   	 17.11   	  20.35		 15.71   	  20.35		
 -3.66   	-17.40   	 17.19   	  10.17		 15.79   	  20.35		
 -3.36   	-15.56   	 17.23   	   5.09		 15.87   	  20.35		
 -3.97   	-16.78   	 17.25   	   0.00		 15.95   	  20.35		
 -5.19   	-20.45   	 17.25   	   0.00		 16.03   	  25.43		
 -5.49   	-23.19   	 17.25   	  -5.09		 16.13   	  25.43		
 -4.27   	-22.28   	 17.23   	 -10.17		 16.24   	  20.35		
 -1.83   	-17.40   	 17.19   	 -10.17		 16.32   	  25.43		
  0.61   	-10.68   	 17.15   	  -5.09		 16.42   	  15.26		
  1.83   	 -5.49   	 17.13   	 -10.17		 16.48   	  15.26		
  1.83   	 -3.66   	 17.09   	 -10.17		 16.54   	   5.09		
  1.53   	 -4.88   	 17.05   	 -10.17		 16.56   	   5.09		
  2.14   	 -7.02   	 17.01   	 -10.17		 16.58   	  -5.09		
  3.36   	 -7.93   	 16.97   	 -10.17		 16.56   	 -10.17		
  4.88   	 -7.32   	 16.93   	  -5.09		 16.52   	 -15.26		
  6.10   	 -7.02   	 16.91   	 -10.17		 16.46   	 -15.26		
  6.41   	 -7.32   	 16.87   	 -15.26		 16.40   	 -20.35		
  5.80   	 -8.85   	 16.81   	 -10.17		 16.32   	 -20.35		
  5.19   	-10.68   	 16.76   	 -20.35		 16.24   	 -25.43		
  4.88   	-12.51   	 16.68   	 -15.26		 16.13   	 -20.35		
  4.58   	-14.04   	 16.62   	 -20.35		 16.05   	 -20.35		
  3.97   	-16.17   	 16.54   	 -15.26		 15.97   	 -20.35		
  3.36   	-18.92   	 16.48   	 -20.35		 15.89   	 -15.26		
  2.75   	-23.80   	 16.40   	 -15.26		 15.83   	 -15.26		
  2.14   	-29.91   	 16.34   	 -15.26		 15.77   	 -10.17		
  1.22   	-37.84   	 16.28   	 -10.17		 15.73   	  -5.09		
  0.31   	-46.39   	 16.24   	 -10.17		 15.71   	   0.00		
 -0.61   	-54.32   	 16.20   	 -10.17		 15.71   	  -5.09		
 -0.92   	-60.12   	 16.15   	 -10.17		 15.69   	   5.09		
 -0.61   	-62.87   	 16.11   	 -10.17		 15.71   	   0.00		
  0.31   	-62.56   	 16.07   	 -10.17		 15.71   	   5.09		
  1.22   	-60.73   	 16.03   	 -10.17		 15.73   	   0.00		
  2.14   	-59.51   	 15.99   	 -10.17		 15.73   	   5.09		
  2.75   	-60.12   	 15.95   	 -10.17		 15.75   	   0.00		
  2.75   	-61.04   	 15.91   	  -5.09		 15.75   	   0.00		
  2.14   	-60.73   	 15.89   	 -10.17		 15.75   	  -5.09		
  0.61   	-57.37   	 15.85   	  -5.09		 15.73   	  -5.09		
 -1.53   	-50.96   	 15.83   	  -5.09		 15.71   	  -5.09		
 -3.05   	-43.03   	 15.81   	  -5.09		 15.69   	 -10.17		
 -3.66   	-36.01   	 15.79   	  -5.09		 15.65   	 -10.17		
 -3.36   	-31.74   	 15.77   	 -10.17		 15.61   	 -10.17		
 -2.75   	-30.52   	 15.73   	  -5.09		 15.56   	 -15.26		
 -2.14   	-29.91   	 15.71   	  -5.09		 15.50   	 -10.17		
 -1.22   	-28.38   	 15.69   	  -5.09		 15.46   	 -10.17		
  0.00   	-25.02   	 15.67   	 -10.17		 15.42   	 -10.17		
  1.22   	-20.14   	 15.63   	  -5.09		 15.38   	  -5.09		
  2.44   	-15.56   	 15.61   	  -5.09		 15.36   	 -10.17		
  2.14   	-11.60   	 15.58   	   0.00		 15.32   	  -5.09		
  1.22   	 -8.54   	 15.58   	  -5.09		 15.30   	  -5.09		
  0.31   	 -6.41   	 15.56   	  -5.09		 15.28   	  -5.09		
  0.00   	 -5.19   	 15.54   	  -5.09		 15.26   	  -5.09		
  0.31   	 -5.80   	 15.52   	   0.00		 15.24   	  -5.09		
  0.92   	 -7.63   	 15.52   	  -5.09		 15.22   	   0.00		
  1.53   	-10.38   	 15.50   	  -5.09		 15.22   	  -5.09		
  1.83   	-12.21   	 15.48   	   0.00		 15.20   	   0.00		
  1.83   	-13.43   	 15.48   	   5.09		 15.20   	   0.00		
  1.83   	-13.73   	 15.50   	   0.00		 15.20   	   0.00		
  1.83   	-13.73   	 15.50   	   5.09		 15.20   	   0.00		
  1.83   	-14.95   	 15.52   	  10.17		 15.20   	   0.00		
  1.83   	-17.40   	 15.56   	   5.09		 15.20   	   5.09		
  1.53   	-21.67   	 15.58   	   0.00		 15.22   	   5.09		
  0.61   	-27.47   	 15.58   	   5.09		 15.24   	   0.00		
 -0.61   	-32.96   	 15.61   	   5.09		 15.24   	   5.09		
 -2.14   	-37.23   	 15.63   	   0.00		 15.26   	   5.09		
 -3.97   	-39.06   	 15.63   	   5.09		 15.28   	   0.00		
 -5.19   	-39.67   	 15.65   	   0.00		 15.28   	   5.09		
 -6.10   	-39.67   	 15.65   	   0.00		 15.30   	   0.00		
 -6.10   	-40.89   	 15.65   	   5.09		 15.30   	   5.09		
 -6.10   	-43.64   	 15.67   	   5.09		 15.32   	   0.00		
 -6.41   	-47.61   	 15.69   	   5.09		 15.32   	   5.09		
 -6.41   	-51.57   	 15.71   	   5.09		 15.34   	   5.09		
 -6.41   	-54.02   	 15.73   	   5.09		 15.36   	   0.00		
 -6.41   	-54.02   	 15.75   	   5.09		 15.36   	   5.09		
 -6.41   	-50.66   	 15.77   	   0.00		 15.38   	   5.09		
 -7.02   	-44.86   	 15.77   	   0.00		 15.40   	   5.09		
 -7.32   	-37.54   	 15.77   	   0.00		 15.42   	   5.09		
 -7.02   	-30.82   	 15.77   	   0.00		 15.44   	   5.09		
 -6.10   	-26.25   	 15.77   	   0.00		 15.46   	   0.00		
 -5.19   	-24.72   	 15.77   	   0.00		 15.46   	   0.00		
 -4.27   	-25.02   	 15.77   	  -5.09		 15.46   	   0.00		
 -3.97   	-26.55   	 15.75   	   0.00		 15.46   	  -5.09		
 -3.97   	-27.47   	 15.75   	   0.00		 15.44   	   0.00		
 -4.27   	-27.16   	 15.75   	   0.00		 15.44   	  -5.09		
 -4.88   	-25.63   	 15.75   	  -5.09		 15.42   	   0.00		
 -5.80   	-22.89   	 15.73   	   0.00		 15.42   	  -5.09		
 -6.41   	-19.53   	 15.73   	  -5.09		 15.40   	  -5.09		
 -6.10   	-17.09   	 15.71   	  -5.09		 15.38   	  -5.09		
 -4.88   	-15.26   	 15.69   	  -5.09		 15.36   	  -5.09		
 -2.75   	-14.04   	 15.67   	  -5.09		 15.34   	   0.00		
  0.31   	-12.51   	 15.65   	  -5.09		 15.34   	  -5.09		
  2.44   	-10.38   	 15.63   	  -5.09		 15.32   	   0.00		
  3.36   	 -8.54   	 15.61   	  -5.09		 15.32   	  -5.09		
  2.75   	 -7.63   	 15.58   	  -5.09		 15.30   	   0.00		
  1.53   	 -7.63   	 15.56   	   0.00		 15.30   	   0.00		
  0.92   	 -8.54   	 15.56   	  -5.09		 15.30   	   0.00		
  0.00   	-10.38   	 15.54   	  -5.09		 15.30   	   5.09		
 -2.44   	-15.87   	 15.52   	   0.00		 15.32   	   0.00		
 -7.63   	-31.43   	 15.52   	  -5.09		 15.32   	   0.00		
-14.34   	-61.34   	 15.50   	   0.00		 15.32(E)	   5.09		
-18.01   	-97.35   	 15.50   	  -5.09		 15.34   	   0.00		
-12.51   	-111.39   	 15.48   	   0.00		 15.34   	   5.09		
  7.63   	-61.34   	 15.48   	  -5.09		 15.36   	   0.00		
 43.33   	 88.81   	 15.46   	  -5.09		 15.36   	   5.09		
 88.81   	345.76   	 15.44   	   0.00		 15.38   	   0.00		
131.84   	669.86   	 15.44   	   0.00		 15.38   	   5.09		
156.86   	979.31   	 15.44(E)	  10.17		 15.40   	   5.09		
108.34   	1233.22(R)	 15.48   	  10.17		 15.42   	  10.17		
 43.33   	1112.37   	 15.52   	  20.35		 15.46   	   5.09		
-18.92   	870.06   	 15.61   	  20.35		 15.48   	  10.17		
-55.24   	582.28   	 15.69   	  35.61		 15.52   	  15.26		
-54.93   	321.04   	 15.83   	  40.69		 15.58   	  20.35		
-28.38   	130.31   	 15.99   	  61.04		 15.67   	  20.35		
  2.44   	 19.84   	 16.24   	  71.21		 15.75   	  30.52		
 18.92   	-26.86   	 16.52   	  96.64		 15.87   	  35.61		
 18.31   	-38.45   	 16.91   	 116.99		 16.01   	  40.69		
  8.85   	-40.59   	 17.38   	 147.51		 16.17   	  55.95		
  1.53   	-47.30   	 17.97   	 178.03		 16.40   	  66.12		
  0.31   	-60.42   	 18.68   	 218.72		 16.66   	  76.30		
  2.75   	-75.38   	 19.55   	 259.41		 16.97   	  86.47		
  3.97   	-87.28   	 20.59   	 300.10		 17.31   	 101.73		
  2.44   	-92.77   	 21.79   	 350.97		 17.72   	 116.99		
 -0.61   	-93.69   	 23.19   	 391.66		 18.19   	 132.25		
 -3.05   	-93.99   	 24.76   	 447.61		 18.72   	 152.59		
 -3.05   	-96.13   	 26.55   	 483.21		 19.33   	 167.85		
 -0.92   	-101.62   	 28.48   	 523.90		 20.00   	 183.11		
  1.22   	-109.56   	 30.58   	 554.42		 20.73   	 188.20		
  1.22   	-118.71   	 32.80   	 569.68		 21.49   	 178.03		
 -0.92   	-125.73   	 35.08   	 584.94		 22.20   	 162.77		
 -4.27   	-129.39   	 37.42   	 590.03		 22.85   	 122.07		
 -7.02   	-129.09   	 39.78   	 584.94		 23.34   	  86.47		
 -7.63   	-126.34   	 42.12   	 574.77		 23.68   	  45.78		
 -6.41   	-122.68   	 44.41   	 564.60		 23.87   	   0.00		
 -5.19   	-119.93   	 46.67   	 544.25		 23.87   	 -20.35		
 -4.88   	-117.80   	 48.85   	 523.90		 23.78   	 -35.61		
 -5.19   	-115.05   	 50.95   	 503.56		 23.64   	 -30.52		
 -6.41   	-110.78   	 52.96   	 478.13		 23.52   	  -5.09		
 -7.93   	-104.68   	 54.87   	 447.61		 23.50   	  25.43		
 -8.54   	-98.88   	 56.66   	 422.18		 23.60   	  55.95		
 -8.24   	-95.52   	 58.35   	 386.57		 23.82   	  86.47		
 -7.63   	-97.05   	 59.90   	 366.22		 24.17   	 106.82		
 -6.71   	-103.15   	 61.36   	 340.79		 24.60   	 122.07		
 -5.80   	-112.30   	 62.73   	 325.53		 25.09   	 127.16		
 -4.88   	-120.85   	 64.03   	 300.10		 25.60   	 116.99		
 -3.97   	-126.04   	 65.23   	 284.84		 26.06   	 106.82		
 -3.36   	-126.95   	 66.37   	 259.41		 26.49   	  91.56		
 -3.36   	-125.12   	 67.41   	 239.06		 26.86   	  71.21		
 -4.27   	-122.38   	 68.36   	 208.54		 27.14   	  61.04		
 -5.19   	-119.93   	 69.20   	 188.20		 27.39   	  40.69		
 -4.58   	-117.80   	 69.95   	 167.85		 27.55   	  35.61		
 -3.05   	-115.66   	 70.62   	 147.51		 27.69   	  30.52		
 -0.92   	-112.92   	 71.21   	 132.25		 27.81   	  20.35		
  0.92   	-111.08   	 71.74   	 122.07		 27.89   	  25.43		
  1.83   	-110.47   	 72.23   	 111.90		 28.00   	  20.35		
  2.75   	-112.00   	 72.68   	 111.90		 28.08   	  20.35		
  3.36   	-114.44   	 73.12   	 101.73		 28.16   	  20.35		
  4.27   	-117.19   	 73.53   	  91.56		 28.24   	  20.35		
  5.49   	-120.24   	 73.90   	  86.47		 28.32   	  20.35		
  6.71   	-124.21   	 74.24   	  76.30		 28.40   	  20.35		
  7.93   	-128.48   	 74.55   	  66.12		 28.48   	  25.43		
  8.85   	-133.06   	 74.81   	  61.04		 28.59   	  25.43		
  9.77   	-136.72   	 75.06   	  55.95		 28.69   	  25.43		
 10.99   	-139.16   	 75.28   	  55.95		 28.79   	  25.43		
 12.21   	-139.77   	 75.50   	  55.95		 28.89   	  30.52		
 13.73   	-139.47   	 75.73   	  55.95		 29.01   	  25.43		
 14.95   	-138.55   	 75.95   	  61.04		 29.11   	  25.43		
 16.17   	-137.94   	 76.20   	  61.04		 29.22   	  20.35		
 16.48   	-138.24   	 76.44   	  66.12		 29.30   	  20.35		
 15.87   	-138.24   	 76.70   	  66.12		 29.38   	  10.17		
 14.95   	-137.02   	 76.97   	  66.12		 29.42   	   5.09		
 13.73   	-133.97   	 77.23   	  66.12		 29.44   	   0.00		
 14.04   	-127.87   	 77.50   	  66.12		 29.44   	  -5.09		
 16.78   	-119.02   	 77.76   	  71.21		 29.42   	  -5.09		
 21.97   	-108.03   	 78.05   	  66.12		 29.40   	  -5.09		
 28.38   	-95.52   	 78.31   	  66.12		 29.38   	 -10.17		
 35.40   	-82.70   	 78.58   	  66.12		 29.34   	  -5.09		
 40.89   	-71.41   	 78.84   	  61.04		 29.32   	  -5.09		
 44.86   	-61.04   	 79.08   	  61.04		 29.30   	  -5.09		
 47.30   	-50.66   	 79.33   	  61.04		 29.28   	  -5.09		
 49.74   	-39.06   	 79.57   	  55.95		 29.26   	  -5.09		
 51.27   	-25.33   	 79.80   	  45.78		 29.24   	   0.00		
 51.27   	-12.51   	 79.98   	  45.78		 29.24   	  -5.09		
 48.22   	 -4.27   	 80.16   	  35.61		 29.22   	  -5.09		
 42.11   	 -2.14   	 80.30   	  30.52		 29.20   	 -10.17		
 34.79   	 -6.41   	 80.43   	  25.43		 29.16   	  -5.09		
 29.30   	-12.82   	 80.53   	  25.43		 29.14   	 -10.17		
 26.55   	-17.40   	 80.63   	  15.26		 29.09   	 -10.17		
 26.25   	-17.40   	 80.69   	  10.17		 29.05   	 -15.26		
 26.55   	-13.12   	 80.73(S)	   0.00		 28.99   	 -10.17		
 26.55   	 -6.71   	 80.73   	  -5.09		 28.95   	 -15.26		
 25.33   	 -0.92   	 80.71   	 -20.35		 28.89   	 -15.26		
 22.58   	  3.05   	 80.63   	 -25.43		 28.83   	 -20.35		
 19.53   	  4.58   	 80.53   	 -45.78		 28.75   	 -20.35		
 16.17   	  4.58   	 80.35   	 -55.95		 28.67   	 -25.43		
 13.43   	  3.36   	 80.12   	 -76.30		 28.57   	 -30.52		
 12.21   	  1.83   	 79.82   	 -91.56		 28.44   	 -35.61		
 12.51   	  0.00   	 79.45   	-116.99		 28.30   	 -35.61		
 13.43   	 -2.14   	 78.98   	-142.42		 28.16   	 -45.78		
 14.34   	 -4.27   	 78.41   	-167.85		 27.98   	 -45.78		
 14.34   	 -6.10   	 77.74   	-193.29		 27.79   	 -50.86		
 13.43   	 -8.85   	 76.97   	-233.98		 27.59   	 -61.04		
 11.29   	-11.90   	 76.03   	-274.67		 27.34   	 -55.95		
  8.54   	-15.56   	 74.93   	-315.36		 27.12   	 -66.12		
  5.19   	-19.23   	 73.67   	-376.40		 26.86   	 -66.12		
  2.44   	-22.58   	 72.17   	-427.26		 26.59   	 -71.21		
  1.22   	-25.02   	 70.46   	-488.30		 26.31   	 -76.30		
  1.53   	-26.25   	 68.50   	-539.16		 26.00   	 -86.47		
  2.75   	-26.86   	 66.35   	-584.94		 25.66   	 -91.56		
  3.97   	-25.02   	 64.01   	-615.46		 25.29   	-106.82		
  4.88   	-20.45   	 61.55   	-635.81		 24.86   	-116.99		
  4.88   	-13.12   	 59.00   	-651.07		 24.39   	-132.25		
  5.49   	 -4.88   	 56.40   	-645.98		 23.87   	-147.51		
  6.10   	  1.22   	 53.81   	-635.81		 23.28   	-157.68		
  7.32   	  3.66   	 51.27   	-625.63		 22.64   	-167.85		
  7.93   	  2.14   	 48.77   	-615.46		 21.97   	-183.11		
  8.85   	  0.31   	 46.31   	-600.20		 21.24   	-193.29		
  9.77   	  1.22   	 43.91   	-595.11		 20.47   	-203.46		
 10.68   	  6.10   	 41.53   	-574.77		 19.65   	-213.63		
 12.21   	 13.43   	 39.23   	-569.68		 18.80   	-218.72		
 13.73   	 20.45   	 36.95   	-554.42		 17.92   	-223.80		
 14.34   	 24.41   	 34.73   	-539.16		 17.03   	-223.80		
 14.04   	 24.11   	 32.57   	-523.90		 16.13   	-228.89		
 13.43   	 18.62   	 30.48   	-498.47		 15.22   	-223.80		
 11.90   	  9.46   	 28.48   	-478.13		 14.32   	-218.72		
 10.99   	 -0.61   	 26.57   	-457.78		 13.45   	-208.54		
 10.99   	 -8.85   	 24.74   	-427.26		 12.61   	-198.37		
 12.21   	-13.12   	 23.03   	-412.00		 11.82   	-188.20		
 14.65   	-13.12   	 21.38   	-386.57		 11.07   	-167.85		
 17.40   	-11.90   	 19.84   	-371.31		 10.40   	-157.68		
 19.23   	-12.21   	 18.35   	-350.97		  9.77   	-137.33		
 19.84   	-14.95   	 16.95   	-335.71		  9.22   	-127.16		
 19.53   	-18.31   	 15.61   	-315.36		  8.71   	-116.99		
 18.92   	-20.75   	 14.34   	-300.10		  8.24   	-106.82		
 18.62   	-20.45   	 13.14   	-274.67		  7.81   	 -96.64		
 18.92   	-18.92   	 12.04   	-249.24		  7.43   	 -96.64		
 19.53   	-17.70   	 11.05   	-228.89		  7.04   	 -91.56		
 19.84   	-18.92   	 10.13   	-203.46		  6.67   	 -86.47		
 19.23   	-23.19   	  9.32   	-183.11		  6.33   	 -81.38		
 16.78   	-30.52   	  8.59   	-152.59		  6.00   	 -71.21		
 12.51   	-38.76   	  7.98   	-137.33		  5.72   	 -71.21		
  7.32   	-46.08   	  7.43   	-111.90		  5.43   	 -50.86		
  3.05   	-51.57   	  6.98   	 -91.56		  5.23   	 -40.69		
  1.22   	-54.32   	  6.61   	 -76.30		  5.07   	 -25.43		
  2.44   	-54.93   	  6.31   	 -55.95		  4.96   	  -5.09		
  5.49   	-53.10   	  6.08   	 -40.69		  4.94(D)	  10.17		
  8.54   	-49.13   	  5.92   	 -20.35		  4.98   	  30.52		
 10.07   	-43.95   	  5.84   	  -5.09		  5.11   	  50.86		
  9.77   	-39.37   	  5.82(D)	  20.35		  5.31   	  76.30		
  8.24   	-38.45   	  5.90   	  35.61		  5.62   	  91.56		
  7.63   	-41.20   	  6.04   	  50.86		  5.98   	 111.90		
  7.93   	-45.78   	  6.25   	  71.21		  6.43   	 122.07		
  9.16   	-48.83   	  6.53   	  86.47		  6.92   	 137.33		
  9.46   	-47.61   	  6.88   	  96.64		  7.47   	 147.51		
  9.16   	-43.03   	  7.26   	 106.82		  8.06   	 142.42		
  8.85   	-36.93   	  7.69   	 111.90		  8.63   	 142.42		
  9.77   	-30.82   	  8.14   	 116.99		  9.20   	 132.25		
 12.21   	-25.33   	  8.61   	 116.99		  9.73   	 122.07		
 14.65   	-21.67   	  9.07   	 116.99		 10.21   	 111.90		
 15.56   	-19.53   	  9.54   	 122.07		 10.66   	 101.73		
 14.65   	-19.23   	 10.03   	 116.99		 11.07   	  91.56		
 13.12   	-19.23   	 10.50   	 122.07		 11.43   	  91.56		
 12.21   	-17.40   	 10.99   	 116.99		 11.80   	  86.47		
 12.21   	-13.73   	 11.45   	 116.99		 12.15   	  86.47		
 11.90   	 -9.16   	 11.92   	 122.07		 12.49   	  86.47		
 10.99   	 -5.19   	 12.41   	 111.90		 12.84   	  91.56		
  8.85   	 -3.36   	 12.86   	 111.90		 13.20   	  86.47		
  7.63   	 -3.36   	 13.31   	 101.73		 13.55   	  86.47		
  8.24   	 -3.66   	 13.71   	  96.64		 13.90   	  76.30		
 10.99   	 -5.19   	 14.10   	  91.56		 14.20   	  66.12		
