  I     	  II     	  LV     	  LV'		  RV     	  RV'		
-21.36   	-120.24   	 14.53   	  71.21		 10.82   	  20.35		
-24.72   	-123.60   	 14.81   	  71.21		 10.91   	  15.26		
-26.25   	-125.12   	 15.10   	  71.21		 10.97   	  10.17		
-25.94   	-124.82   	 15.38   	  71.21		 11.01   	   5.09		
-25.33   	-124.21   	 15.67   	  66.12		 11.03   	   0.00		
-24.72   	-123.29   	 15.93   	  66.12		 11.03   	   5.09		
-24.72   	-121.46   	 16.20   	  61.04		 11.05   	   5.09		
-24.11   	-119.02   	 16.44   	  55.95		 11.07   	  10.17		
-22.58   	-116.88   	 16.66   	  50.86		 11.11   	  20.35		
-19.53   	-115.36   	 16.87   	  40.69		 11.19   	  30.52		
-17.40   	-115.05   	 17.03   	  35.61		 11.31   	  40.69		
-16.17   	-114.14   	 17.17   	  35.61		 11.48   	  40.69		
-17.09   	-111.08   	 17.31   	  40.69		 11.64   	  50.86		
-19.53   	-107.42   	 17.48   	  45.78		 11.84   	  45.78		
-23.50   	-104.68   	 17.66   	  55.95		 12.02   	  40.69		
-26.55   	-103.76   	 17.88   	  66.12		 12.19   	  40.69		
-27.47   	-104.68   	 18.15   	  76.30		 12.35   	  30.52		
-25.02   	-105.29   	 18.45   	  81.38		 12.47   	  30.52		
-21.06   	-104.68   	 18.78   	  96.64		 12.59   	  20.35		
-17.70   	-102.54   	 19.17   	  96.64		 12.68   	  20.35		
-17.09   	-100.71   	 19.55   	  96.64		 12.76   	  15.26		
-17.70   	-98.57   	 19.94   	 101.73		 12.82   	  10.17		
-18.01   	-95.83   	 20.35   	  91.56		 12.86   	  10.17		
-17.40   	-92.47   	 20.71   	  86.47		 12.90   	   5.09		
-17.09   	-89.72   	 21.06   	  76.30		 12.92   	   5.09		
-18.62   	-88.20   	 21.36   	  61.04		 12.94   	  -5.09		
-20.75   	-87.89   	 21.61   	  45.78		 12.92   	  -5.09		
-21.36   	-87.89   	 21.79   	  35.61		 12.90   	  -5.09		
-18.92   	-86.36   	 21.93   	  30.52		 12.88   	 -10.17		
-14.34   	-83.31   	 22.05   	  15.26		 12.84   	 -15.26		
-10.38   	-79.35   	 22.12   	  10.17		 12.78   	 -15.26		
 -8.85   	-75.99   	 22.16   	   0.00		 12.72   	 -15.26		
-10.07   	-74.16   	 22.16   	 -10.17		 12.66   	 -20.35		
-12.82   	-74.46   	 22.12   	 -10.17		 12.57   	 -15.26		
-14.65   	-75.07   	 22.08   	 -20.35		 12.51   	 -15.26		
-14.95   	-74.46   	 21.99   	 -15.26		 12.45   	 -15.26		
-14.04   	-71.41   	 21.93   	 -20.35		 12.39   	 -10.17		
-12.21   	-66.22   	 21.85   	 -20.35		 12.35   	 -15.26		
-12.21   	-62.26   	 21.77   	 -15.26		 12.29   	 -10.17		
-14.95   	-61.95   	 21.71   	 -20.35		 12.25   	 -10.17		
-18.62   	-65.00   	 21.63   	 -20.35		 12.21   	 -10.17		
-21.36   	-69.58   	 21.55   	 -15.26		 12.17   	   0.00		
-20.75   	-72.02   	 21.49   	 -15.26		 12.17   	   0.00		
-17.09   	-71.41   	 21.42   	 -15.26		 12.17   	   5.09		
-13.12   	-69.58   	 21.36   	 -10.17		 12.19   	  10.17		
-12.51   	-68.66   	 21.32   	  -5.09		 12.23   	   5.09		
-18.62   	-72.02   	 21.30   	   0.00		 12.25   	   5.09		
-31.43   	-81.48   	 21.30   	  -5.09		 12.27   	  -5.09		
-48.52   	-98.27   	 21.28   	   0.00		 12.25   	  -5.09		
-65.31   	-116.27   	 21.28   	   0.00		 12.23   	 -15.26		
-72.94   	-115.05   	 21.28   	   0.00		 12.17   	 -20.35		
-61.04   	-54.93   	 21.28(E)	   5.09		 12.09   	 -30.52		
-19.53   	107.42   	 21.30   	   0.00		 11.96   	 -25.43		
 55.24   	396.12   	 21.30   	   5.09		 11.86   	 -30.52		
157.47   	782.78   	 21.32   	  10.17		 11.74   	 -20.35		
270.08   	1180.11   	 21.36   	  30.52		 11.66   	 -25.43		
433.04   	1556.09(R)	 21.49   	  20.35		 11.56(E)	  -5.09		
440.67   	1448.36   	 21.57   	  35.61		 11.54   	   5.09		
384.83   	1220.70   	 21.71   	  45.78		 11.56   	  15.26		
275.57   	972.29   	 21.89   	  61.04		 11.62   	  15.26		
139.47   	759.28   	 22.14   	  91.56		 11.68   	  15.26		
 11.60   	570.68   	 22.50   	 116.99		 11.74   	  20.35		
-78.13   	369.87   	 22.97   	 157.68		 11.82   	  15.26		
-120.54   	153.20   	 23.60   	 203.46		 11.88   	  20.35		
-125.43   	-39.37   	 24.41   	 259.41		 11.96   	  20.35		
-112.00   	-161.44   	 25.45   	 325.53		 12.04   	  15.26		
-94.30   	-201.11   	 26.75   	 391.66		 12.11   	  25.43		
-77.51   	-185.55   	 28.32   	 467.95		 12.21   	  30.52		
-60.42   	-156.25   	 30.19   	 554.42		 12.33   	  35.61		
-43.64   	-139.16   	 32.41   	 635.81		 12.47   	  50.86		
-30.21   	-135.80   	 34.95   	 717.19		 12.68   	  55.95		
-23.50   	-135.80   	 37.82   	 793.49		 12.90   	  76.30		
-23.19   	-132.75   	 41.00   	 854.52		 13.20   	  91.56		
-25.33   	-126.95   	 44.41   	 915.56		 13.57   	 106.82		
-25.33   	-121.77   	 48.08   	 956.25		 14.00   	 122.07		
-21.97   	-117.80   	 51.90   	 991.86		 14.49   	 142.42		
-17.09   	-115.05   	 55.87   	1017.29		 15.06   	 157.68		
-13.12   	-112.61   	 59.94   	1037.64		 15.69   	 178.03		
-11.90   	-109.86   	 64.09   	1073.24		 16.40   	 188.20		
-12.51   	-107.42   	 68.38   	1098.67		 17.15   	 208.54		
-13.73   	-105.59   	 72.78   	1119.02		 17.99   	 218.72		
-14.34   	-105.29   	 77.25   	1134.28		 18.86   	 228.89		
-14.34   	-104.98   	 81.79   	1144.45		 19.78   	 233.98		
-13.43   	-102.84   	 86.37   	1154.62		 20.71   	 239.06		
-11.29   	-98.27   	 90.99   	1174.97		 21.67   	 233.98		
 -8.85   	-92.16   	 95.69   	1174.97		 22.60   	 228.89		
 -6.71   	-86.36   	100.39   	1169.88		 23.52   	 213.63		
 -6.41   	-82.40   	105.07   	1134.28		 24.37   	 203.46		
 -8.24   	-80.57   	109.60   	1083.41		 25.19   	 178.03		
-10.38   	-79.65   	113.94   	1037.64		 25.90   	 162.77		
-10.99   	-77.51   	118.09   	 986.77		 26.55   	 142.42		
-10.07   	-72.94   	122.03   	 956.25		 27.12   	 116.99		
 -8.24   	-66.83   	125.86   	 925.73		 27.59   	  96.64		
 -7.32   	-61.04   	129.56   	 900.30		 27.98   	  76.30		
 -6.71   	-56.46   	133.16   	 854.52		 28.28   	  66.12		
 -4.88   	-53.10   	136.58   	 808.75		 28.55   	  45.78		
 -1.83   	-49.44   	139.82   	 762.97		 28.73   	  40.69		
  2.14   	-43.03   	142.87   	 712.10		 28.89   	  30.52		
  4.58   	-34.79   	145.72   	 666.32		 29.01   	  20.35		
  4.88   	-26.25   	148.38   	 630.72		 29.09   	  25.43		
  3.36   	-19.84   	150.90   	 590.03		 29.20   	  20.35		
  3.05   	-14.04   	153.26   	 554.42		 29.28   	  25.43		
  5.49   	 -6.71   	155.48   	 523.90		 29.38   	  25.43		
 10.68   	  3.05   	157.58   	 498.47		 29.48   	  30.52		
 16.17   	 14.95   	159.57   	 473.04		 29.60   	  30.52		
 19.53   	 26.86   	161.46   	 452.69		 29.73   	  35.61		
 20.45   	 36.62   	163.28   	 437.43		 29.87   	  35.61		
 20.45   	 46.08   	165.02   	 432.35		 30.01   	  35.61		
 21.67   	 57.98   	166.75   	 422.18		 30.15   	  35.61		
 25.94   	 73.55   	168.44   	 422.18		 30.29   	  35.61		
 31.13   	 91.25   	170.13   	 406.92		 30.44   	  30.52		
 35.40   	108.34   	171.76   	 391.66		 30.56   	  30.52		
 38.76   	123.60   	173.33   	 376.40		 30.68   	  25.43		
 42.42   	136.72   	174.83   	 361.14		 30.78   	  30.52		
 47.61   	149.54   	176.28   	 345.88		 30.91   	  25.43		
 54.32   	162.35   	177.66   	 340.79		 31.01   	  20.35		
 61.04   	174.87   	179.02   	 325.53		 31.09   	  25.43		
 65.61   	186.16   	180.32   	 315.36		 31.19   	  20.35		
 68.66   	195.62   	181.59   	 305.19		 31.27   	  20.35		
 72.02   	203.86   	182.81   	 295.01		 31.35   	  20.35		
 77.51   	210.57   	183.99   	 279.75		 31.43   	  15.26		
 83.31   	214.84   	185.11   	 264.50		 31.50   	  15.26		
 87.59   	215.76   	186.16   	 244.15		 31.56   	  15.26		
 88.50   	213.93   	187.14   	 228.89		 31.62   	  10.17		
 86.67   	210.27   	188.06   	 208.54		 31.66   	  10.17		
 83.62   	205.08   	188.89   	 188.20		 31.70   	   5.09		
 80.26   	197.75   	189.64   	 167.85		 31.72(S)	   0.00		
 76.29   	187.38   	190.31   	 147.51		 31.72   	   0.00		
 70.50   	173.34   	190.90   	 127.16		 31.72   	   0.00		
 63.48   	156.56   	191.41   	 111.90		 31.72   	 -10.17		
 55.85   	138.24   	191.86   	  91.56		 31.68   	 -10.17		
 48.52   	118.41   	192.23   	  81.38		 31.64   	 -15.26		
 40.59   	 96.74   	192.55   	  55.95		 31.58   	 -25.43		
 31.74   	 73.85   	192.78   	  30.52		 31.47   	 -25.43		
 22.28   	 51.57   	192.90(S)	   0.00		 31.37   	 -35.61		
 14.65   	 32.35   	192.90   	 -25.43		 31.23   	 -45.78		
  9.77   	 17.40   	192.80   	 -61.04		 31.05   	 -50.86		
  7.02   	  5.80   	192.55   	 -86.47		 30.84   	 -61.04		
  4.27   	 -3.97   	192.21   	-116.99		 30.60   	 -71.21		
  0.00   	-14.34   	191.74   	-152.59		 30.32   	 -81.38		
 -5.49   	-26.25   	191.13   	-188.20		 29.99   	 -91.56		
-10.68   	-38.45   	190.38   	-228.89		 29.62   	-106.82		
-13.73   	-48.83   	189.46   	-274.67		 29.20   	-116.99		
-15.56   	-56.15   	188.36   	-315.36		 28.73   	-122.07		
-17.09   	-60.73   	187.10   	-366.22		 28.24   	-137.33		
-18.31   	-63.48   	185.64   	-422.18		 27.69   	-137.33		
-19.53   	-65.92   	183.95   	-478.13		 27.14   	-152.59		
-19.84   	-69.27   	182.03   	-534.08		 26.53   	-152.59		
-19.53   	-73.24   	179.90   	-595.11		 25.92   	-157.68		
-19.23   	-76.60   	177.52   	-651.07		 25.29   	-167.85		
-19.84   	-78.74   	174.91   	-722.28		 24.62   	-172.94		
-21.67   	-78.74   	172.02   	-798.57		 23.93   	-178.03		
-22.89   	-76.29   	168.83   	-879.96		 23.21   	-188.20		
-23.50   	-72.94   	165.31   	-961.34		 22.46   	-188.20		
-23.50   	-69.89   	161.46   	-1042.72		 21.71   	-193.29		
-23.19   	-68.36   	157.29   	-1124.11		 20.94   	-198.37		
-24.41   	-68.97   	152.80   	-1200.40		 20.14   	-198.37		
-27.16   	-71.72   	148.00   	-1266.53		 19.35   	-198.37		
-30.52   	-75.07   	142.93   	-1327.56		 18.56   	-188.20		
-32.04   	-76.90   	137.62   	-1383.51		 17.80   	-178.03		
-31.13   	-76.60   	132.08   	-1429.29		 17.09   	-178.03		
-28.69   	-74.77   	126.37   	-1459.81		 16.38   	-162.77		
-26.55   	-72.63   	120.53   	-1480.16		 15.73   	-157.68		
-26.55   	-71.72   	114.61   	-1480.16		 15.10   	-142.42		
-28.38   	-71.72   	108.69   	-1475.07		 14.53   	-142.42		
-30.82   	-72.02   	102.79   	-1454.72		 13.96   	-132.25		
-31.74   	-71.72   	 96.97   	-1429.29		 13.43   	-122.07		
-31.74   	-70.80   	 91.25   	-1388.60		 12.94   	-116.99		
-30.82   	-69.89   	 85.70   	-1353.00		 12.47   	-101.73		
-30.21   	-70.50   	 80.28   	-1302.13		 12.07   	 -96.64		
-30.52   	-72.33   	 75.08   	-1256.35		 11.68   	 -91.56		
-31.13   	-73.55   	 70.05   	-1205.49		 11.31   	 -76.30		
-31.43   	-73.24   	 65.23   	-1149.54		 11.01   	 -66.12		
-30.21   	-70.50   	 60.63   	-1098.67		 10.74   	 -55.95		
-28.38   	-66.53   	 56.24   	-1032.55		 10.52   	 -50.86		
-26.86   	-63.78   	 52.11   	-966.43		 10.32   	 -40.69		
-27.47   	-64.09   	 48.24   	-895.22		 10.15   	 -35.61		
-29.60   	-67.14   	 44.66   	-834.18		 10.01   	 -30.52		
-31.74   	-70.80   	 41.32   	-762.97		  9.89   	 -25.43		
-31.13   	-72.02   	 38.27   	-701.93		  9.79   	 -30.52		
-28.69   	-71.11   	 35.46   	-635.81		  9.66   	 -20.35		
-26.55   	-68.66   	 32.92   	-574.77		  9.58   	 -20.35		
-25.94   	-67.44   	 30.62   	-513.73		  9.50   	 -20.35		
-26.86   	-68.05   	 28.57   	-457.78		  9.42   	 -20.35		
-26.86   	-68.97   	 26.73   	-412.00		  9.34   	 -10.17		
-24.41   	-69.27   	 25.09   	-361.14		  9.30   	 -15.26		
-20.45   	-68.05   	 23.64   	-325.53		  9.24   	  -5.09		
-17.70   	-67.44   	 22.34   	-295.01		  9.22   	  -5.09		
-17.40   	-68.66   	 21.16   	-259.41		  9.20(D)	   0.00		
-19.53   	-72.02   	 20.12   	-233.98		  9.20   	   0.00		
-20.75   	-74.16   	 19.19   	-208.54		  9.20   	   5.09		
-19.84   	-72.02   	 18.35   	-188.20		  9.22   	   0.00		
-16.78   	-63.48   	 17.60   	-167.85		  9.22   	  10.17		
-14.04   	-49.44   	 16.93   	-147.51		  9.26   	   5.09		
-14.04   	-32.96   	 16.34   	-132.25		  9.28   	   5.09		
-16.17   	-16.48   	 15.81   	-116.99		  9.30   	   5.09		
-18.31   	  0.31   	 15.34   	 -96.64		  9.32   	   5.09		
-18.01   	 17.09   	 14.95   	 -86.47		  9.34   	   5.09		
-14.95   	 33.26   	 14.61   	 -81.38		  9.36   	   0.00		
-10.38   	 47.30   	 14.28   	 -71.21		  9.36   	  10.17		
 -6.71   	 55.54   	 14.00   	 -61.04		  9.40   	   5.09		
 -4.58   	 57.37   	 13.75   	 -61.04		  9.42   	   5.09		
 -3.66   	 54.63   	 13.51   	 -55.95		  9.44   	   5.09		
 -3.66   	 51.57   	 13.29   	 -50.86		  9.46   	  10.17		
 -3.36   	 52.19   	 13.08   	 -50.86		  9.50   	   5.09		
 -2.14   	 56.46   	 12.88   	 -40.69		  9.52   	  10.17		
  0.00   	 60.12   	 12.72   	 -40.69		  9.56   	   5.09		
  3.66   	 58.90   	 12.55   	 -40.69		  9.58   	   5.09		
  8.54   	 53.10   	 12.39   	 -30.52		  9.60   	   0.00		
 14.65   	 48.52   	 12.27   	 -35.61		  9.60   	   5.09		
 22.89   	 52.80   	 12.13   	 -30.52		  9.62   	  -5.09		
 31.43   	 65.31   	 12.00   	 -25.43		  9.60   	   0.00		
 38.45   	 78.74   	 11.90   	 -25.43		  9.60   	  -5.09		
 40.28   	 81.48   	 11.80   	 -20.35		  9.58   	 -10.17		
 33.87   	 68.97   	 11.72   	 -20.35		  9.54   	 -10.17		
 21.06   	 43.33   	 11.64   	 -15.26		  9.50   	  -5.09		
  5.49   	 11.90   	 11.58   	  -5.09		  9.48   	 -10.17		
 -8.24   	-20.45   	 11.56   	  -5.09		  9.44   	 -10.17		
-17.40   	-52.19   	 11.54(D)	   5.09		  9.40   	  -5.09		
-21.67   	-82.40   	 11.56   	  10.17		  9.38   	  -5.09		
-22.28   	-108.64   	 11.60   	  15.26		  9.36   	   0.00		
-21.97   	-126.65   	 11.66   	  25.43		  9.36   	  10.17		
-22.89   	-134.28   	 11.76   	  25.43		  9.40   	  10.17		
-24.72   	-133.36   	 11.86   	  35.61		  9.44   	  15.26		
-26.25   	-129.09   	 12.00   	  35.61		  9.50   	  20.35		
-26.55   	-125.73   	 12.15   	  50.86		  9.58   	  20.35		
-25.02   	-125.73   	 12.35   	  50.86		  9.66   	  20.35		
-22.89   	-129.39   	 12.55   	  50.86		  9.75   	  10.17		
-21.67   	-134.58   	 12.76   	  55.95		  9.79   	  10.17		
-21.67   	-139.16   	 12.98   	  55.95		  9.83   	   0.00		
-21.97   	-140.99   	 13.20   	  55.95		  9.83   	   0.00		
-21.67   	-139.77   	 13.43   	  55.95		  9.83   	  -5.09		
-21.06   	-136.41   	 13.65   	  61.04		  9.81   	  -5.09		
-21.36   	-133.06   	 13.90   	  50.86		  9.79   	   0.00		
-23.19   	-130.62   	 14.10   	  50.86		  9.79   	  10.17		
-25.94   	-129.39   	 14.30   	  45.78		  9.83   	  20.35		
-28.69   	-128.78   	 14.49   	  35.61		  9.91   	  30.52		
-29.91   	-128.78   	 14.63   	  35.61		 10.03   	  35.61		
-28.38   	-128.48   	 14.77   	  25.43		 10.17   	  45.78		
-24.72   	-126.95   	 14.87   	  30.52		 10.36   	  45.78		
-21.36   	-124.51   	 14.99   	  25.43		 10.54   	  45.78		
-19.53   	-121.77   	 15.10   	  30.52		 10.72   	  45.78		
-21.06   	-121.15   	 15.22   	  40.69		 10.91   	  40.69		
-23.19   	-122.07   	 15.38   	  40.69		 11.07   	  30.52		
-23.80   	-122.38   	 15.54   	  50.86		 11.19   	  30.52		
-21.67   	-120.85   	 15.75   	  55.95		 11.31   	  25.43		
-17.70   	-117.19   	 15.97   	  66.12		 11.41   	  15.26		
-15.26   	-112.92   	 16.24   	  71.21		 11.48   	  15.26		
-16.78   	-111.39   	 16.52   	  76.30		 11.54   	  10.17		
-20.45   	-112.92   	 16.83   	  76.30		 11.58   	  10.17		
-23.19   	-115.97   	 17.13   	  71.21		 11.62   	  10.17		
-22.58   	-117.80   	 17.42   	  61.04		 11.66   	   5.09		
-19.23   	-116.58   	 17.66   	  55.95		 11.68   	   0.00		
-16.48   	-112.92   	 17.88   	  45.78		 11.68   	   5.09		
-16.17   	-108.03   	 18.07   	  30.52		 11.70   	   0.00		
-18.01   	-104.37   	 18.19   	  25.43		 11.70   	  -5.09		
-19.53   	-102.84   	 18.29   	  15.26		 11.68   	  -5.09		
-19.53   	-102.23   	 18.35   	  10.17		 11.66   	 -10.17		
-18.92   	-101.62   	 18.39   	   5.09		 11.62   	 -15.26		
-19.53   	-100.71   	 18.41   	   0.00		 11.56   	 -15.26		
-21.97   	-99.79   	 18.41   	   0.00		 11.50   	 -20.35		
-24.11   	-99.18   	 18.41   	  -5.09		 11.41   	 -25.43		
-23.50   	-98.27   	 18.39   	 -10.17		 11.31   	 -25.43		
-19.53   	-96.74   	 18.35   	 -15.26		 11.21   	 -25.43		
-14.95   	-94.30   	 18.29   	 -15.26		 11.11   	 -25.43		
-13.12   	-93.69   	 18.23   	 -20.35		 11.01   	 -20.35		
-15.56   	-95.21   	 18.15   	 -25.43		 10.93   	 -20.35		
-18.62   	-97.96   	 18.05   	 -20.35		 10.84   	 -15.26		
-18.62   	-99.79   	 17.97   	 -20.35		 10.78   	  -5.09		
-14.65   	-98.27   	 17.88   	 -20.35		 10.76   	  -5.09		
-10.38   	-93.99   	 17.80   	 -15.26		 10.74   	   0.00		
 -9.77   	-88.50   	 17.74   	 -15.26		 10.74   	   5.09		
-13.12   	-83.92   	 17.68   	 -10.17		 10.76   	   0.00		
-18.62   	-82.09   	 17.64   	  -5.09		 10.76   	  -5.09		
-25.02   	-84.23   	 17.62   	  -5.09		 10.74   	  -5.09		
-33.26   	-92.77   	 17.60   	  -5.09		 10.72   	 -20.35		
-46.08   	-108.95   	 17.58   	   0.00		 10.64   	 -20.35		
-61.34   	-126.65   	 17.58   	   0.00		 10.56   	 -35.61		
-69.27   	-125.12   	 17.58(E)	   5.09		 10.42   	 -35.61		
-56.46   	-67.75   	 17.60   	   0.00		 10.27   	 -40.69		
-10.38   	 84.53   	 17.60   	   5.09		 10.11   	 -40.69		
 73.85   	352.48   	 17.62   	   5.09		  9.95   	 -35.61		
189.82   	710.45   	 17.64   	  10.17		  9.81   	 -30.52		
319.52   	1076.05   	 17.68   	  30.52		  9.68   	 -30.52		
510.86   	1422.42(R)	 17.80   	  25.43		  9.56(E)	   0.00		
516.05   	1333.92   	 17.90   	  35.61		  9.56   	  10.17		
444.03   	1141.97   	 18.05   	  50.86		  9.60   	  15.26		
310.67   	927.12   	 18.25   	  66.12		  9.66   	  25.43		
151.67   	726.01   	 18.51   	  86.47		  9.77   	  25.43		
 10.07   	522.46   	 18.86   	 116.99		  9.87   	  25.43		
-83.92   	296.94   	 19.33   	 147.51		  9.97   	  30.52		
-124.21   	 72.94   	 19.92   	 198.37		 10.09   	  25.43		
-126.34   	-97.96   	 20.71   	 249.24		 10.19   	  25.43		
-112.00   	-181.88   	 21.71   	 310.27		 10.29   	  30.52		
-95.52   	-190.43   	 22.95   	 386.57		 10.42   	  25.43		
-80.26   	-166.02   	 24.50   	 462.87		 10.52   	  35.61		
-64.70   	-147.09   	 26.35   	 549.34		 10.66   	  40.69		
-48.52   	-144.35   	 28.55   	 635.81		 10.82   	  50.86		
-35.71   	-148.32   	 31.09   	 717.19		 11.03   	  61.04		
-28.69   	-148.32   	 33.96   	 803.66		 11.27   	  76.30		
-27.16   	-144.65   	 37.17   	 874.87		 11.58   	  91.56		
-27.47   	-142.21   	 40.67   	 940.99		 11.94   	 106.82		
-27.47   	-140.99   	 44.44   	 986.77		 12.37   	 127.16		
-27.16   	-138.55   	 48.38   	1022.38		 12.88   	 137.33		
-26.25   	-133.67   	 52.47   	1047.81		 13.43   	 162.77		
-24.72   	-127.87   	 56.66   	1068.15		 14.08   	 172.94		
-22.58   	-122.99   	 60.94   	1098.67		 14.77   	 188.20		
-20.45   	-120.24   	 65.33   	1119.02		 15.52   	 198.37		
-19.84   	-119.63   	 69.81   	1129.19		 16.32   	 213.63		
-21.06   	-120.24   	 74.32   	1134.28		 17.17   	 218.72		
-23.80   	-120.54   	 78.86   	1134.28		 18.05   	 218.72		
-26.25   	-119.93   	 83.40   	1139.36		 18.92   	 218.72		
-26.86   	-117.19   	 87.95   	1144.45		 19.80   	 203.46		
-25.33   	-112.61   	 92.53   	1159.71		 20.61   	 193.29		
-22.89   	-107.73   	 97.17   	1154.62		 21.38   	 178.03		
-21.36   	-104.06   	101.79   	1149.54		 22.10   	 152.59		
-20.75   	-100.71   	106.39   	1119.02		 22.71   	 127.16		
-19.84   	-96.74   	110.86   	1073.24		 23.21   	 101.73		
-17.70   	-90.94   	115.16   	1037.64		 23.62   	  86.47		
-15.26   	-84.23   	119.31   	 996.94		 23.97   	  61.04		
-14.34   	-79.04   	123.30   	 971.51		 24.21   	  50.86		
-15.56   	-77.51   	127.18   	 935.91		 24.41   	  35.61		
-16.78   	-78.13   	130.93   	 895.22		 24.56   	  25.43		
-15.56   	-77.51   	134.51   	 849.44		 24.66   	  20.35		
-11.29   	-72.94   	137.90   	 788.40		 24.74   	  15.26		
 -6.41   	-64.70   	141.06   	 742.62		 24.80   	  15.26		
 -4.27   	-55.54   	144.03   	 696.84		 24.86   	  20.35		
 -6.10   	-48.22   	146.82   	 656.15		 24.94   	  15.26		
 -9.46   	-42.42   	149.44   	 615.46		 25.00   	  20.35		
-11.60   	-36.93   	151.90   	 579.86		 25.09   	  20.35		
-10.07   	-30.52   	154.22   	 544.25		 25.17   	  20.35		
 -5.80   	-23.80   	156.40   	 513.73		 25.25   	  25.43		
  0.61   	-15.87   	158.45   	 483.21		 25.35   	  25.43		
  7.02   	 -6.10   	160.39   	 457.78		 25.45   	  25.43		
 12.51   	  6.10   	162.22   	 447.61		 25.55   	  25.43		
 16.17   	 20.75   	164.01   	 427.26		 25.66   	  30.52		
 18.01   	 35.40   	165.72   	 422.18		 25.78   	  25.43		
 19.23   	 48.83   	167.41   	 406.92		 25.88   	  25.43		
 21.67   	 61.65   	169.03   	 386.57		 25.98   	  30.52		
 27.16   	 75.99   	170.58   	 371.31		 26.10   	  25.43		
 34.79   	 91.86   	172.06   	 361.14		 26.21   	  25.43		
 42.42   	108.03   	173.51   	 350.97		 26.31   	  25.43		
 48.52   	122.07   	174.91   	 340.79		 26.41   	  20.35		
 52.19   	134.28   	176.28   	 330.62		 26.49   	  20.35		
 54.02   	144.96   	177.60   	 315.36		 26.57   	  25.43		
 55.85   	154.72   	178.86   	 305.19		 26.67   	  20.35		
 58.90   	163.57   	180.08   	 295.01		 26.75   	  20.35		
 63.48   	170.29   	181.26   	 279.75		 26.84   	  20.35		
 69.58   	174.26   	182.38   	 264.50		 26.92   	  20.35		
 74.77   	176.09   	183.44   	 249.24		 27.00   	  25.43		
 76.60   	176.39   	184.43   	 233.98		 27.10   	  25.43		
 75.68   	175.17   	185.37   	 213.63		 27.20   	  20.35		
 73.85   	171.81   	186.23   	 203.46		 27.28   	  25.43		
 73.24   	166.02   	187.04   	 178.03		 27.39   	  20.35		
 73.55   	157.78   	187.75   	 167.85		 27.47   	  15.26		
 72.02   	146.79   	188.42   	 147.51		 27.53   	  10.17		
 65.61   	132.45   	189.01   	 137.33		 27.57   	  10.17		
 55.54   	115.36   	189.56   	 116.99		 27.61(S)	   0.00		
 44.25   	 97.35   	190.03   	 101.73		 27.61   	 -10.17		
 35.10   	 79.65   	190.44   	  86.47		 27.57   	 -15.26		
 27.47   	 63.78   	190.78   	  66.12		 27.51   	 -20.35		
 18.92   	 49.44   	191.05   	  35.61		 27.43   	 -25.43		
  8.85   	 34.48   	191.19   	  10.17		 27.32   	 -35.61		
 -0.61   	 18.92   	191.23(S)	 -20.35		 27.18   	 -40.69		
 -6.71   	  2.44   	191.15   	 -55.95		 27.02   	 -50.86		
 -7.93   	-13.43   	190.92   	 -86.47		 26.82   	 -55.95		
 -7.63   	-26.55   	190.58   	-116.99		 26.59   	 -61.04		
 -9.46   	-36.93   	190.11   	-157.68		 26.35   	 -71.21		
-14.65   	-45.47   	189.48   	-193.29		 26.06   	 -81.38		
-21.06   	-53.41   	188.71   	-239.06		 25.74   	 -91.56		
-25.33   	-59.20   	187.75   	-279.75		 25.37   	 -96.64		
-25.94   	-61.65   	186.63   	-325.53		 24.98   	-111.90		
-24.72   	-61.95   	185.33   	-381.48		 24.54   	-116.99		
-24.41   	-62.26   	183.80   	-427.26		 24.07   	-122.07		
-26.55   	-65.92   	182.09   	-488.30		 23.58   	-132.25		
-30.21   	-73.85   	180.14   	-544.25		 23.05   	-142.42		
-32.35   	-82.40   	177.96   	-600.20		 22.48   	-142.42		
-30.82   	-87.59   	175.56   	-671.41		 21.91   	-152.59		
-27.77   	-87.28   	172.88   	-742.62		 21.30   	-157.68		
-25.63   	-82.70   	169.91   	-818.92		 20.67   	-162.77		
-26.25   	-77.82   	166.63   	-905.39		 20.02   	-162.77		
-28.99   	-75.07   	163.01   	-991.86		 19.37   	-167.85		
-32.04   	-75.99   	159.04   	-1068.15		 18.70   	-172.94		
-33.57   	-79.04   	154.77   	-1154.62		 18.01   	-178.03		
-33.87   	-82.40   	150.15   	-1225.83		 17.29   	-183.11		
-34.18   	-84.23   	145.25   	-1302.13		 16.56   	-188.20		
-35.71   	-85.45   	140.04   	-1363.17		 15.81   	-193.29		
-38.15   	-86.98   	134.59   	-1419.12		 15.04   	-203.46		
-40.28   	-88.50   	128.91   	-1469.98		 14.22   	-198.37		
-41.20   	-89.42   	123.03   	-1500.50		 13.43   	-203.46		
-41.20   	-88.20   	117.03   	-1520.85		 12.61   	-193.29		
-41.50   	-85.45   	110.95   	-1525.93		 11.84   	-188.20		
-42.42   	-82.09   	104.84   	-1525.93		 11.09   	-172.94		
-43.03   	-78.13   	 98.74   	-1505.59		 10.40   	-157.68		
-41.81   	-73.85   	 92.72   	-1480.16		  9.77   	-137.33		
-39.06   	-69.89   	 86.80   	-1444.55		  9.22   	-111.90		
-37.84   	-68.05   	 81.02   	-1408.95		  8.77   	 -96.64		
-39.67   	-69.89   	 75.38   	-1358.08		  8.38   	 -81.38		
