  I     	  II     	  LV     	  LV'		  PA     	  PA'		
 65.61   	130.00   	185.70   	 289.93		 31.27   	  40.69		
 67.14   	133.97   	186.86   	 269.58		 31.43   	  40.69		
 68.36   	137.02   	187.93   	 259.41		 31.60   	  35.61		
 68.36   	138.55   	188.97   	 239.06		 31.74   	  35.61		
 67.44   	137.33   	189.93   	 223.80		 31.88   	  30.52		
 65.92   	132.45   	190.82   	 213.63		 32.00   	  25.43		
 64.70   	124.51   	191.68   	 193.29		 32.11   	  20.35		
 63.78   	115.36   	192.45   	 172.94		 32.19   	  10.17		
 61.95   	105.29   	193.14   	 147.51		 32.23   	   5.09		
 57.37   	 93.69   	193.73   	 132.25		 32.25(S)	  -5.09		
 49.74   	 78.74   	194.26   	 111.90		 32.23   	 -10.17		
 40.89   	 60.73   	194.71   	  96.64		 32.19   	 -20.35		
 32.96   	 41.20   	195.10   	  76.30		 32.11   	 -20.35		
 25.63   	 21.97   	195.40   	  55.95		 32.02   	 -25.43		
 19.53   	  5.19   	195.62   	  20.35		 31.92   	 -25.43		
 13.43   	 -8.24   	195.71(S)	  -5.09		 31.82   	 -30.52		
  7.93   	-18.92   	195.69   	 -30.52		 31.70   	 -30.52		
  3.05   	-29.30   	195.56   	 -66.12		 31.58   	 -30.52		
 -1.22   	-41.20   	195.30   	 -91.56		 31.45   	 -30.52		
 -5.80   	-55.85   	194.93   	-137.33		 31.33   	 -35.61		
-10.99   	-70.80   	194.38   	-172.94		 31.19   	 -30.52		
-15.56   	-83.31   	193.69   	-218.72		 31.07   	 -35.61		
-18.92   	-91.55   	192.82   	-259.41		 30.93   	 -40.69		
-20.45   	-96.44   	191.78   	-310.27		 30.76   	 -40.69		
-21.06   	-100.10   	190.54   	-361.14		 30.60   	 -45.78		
-21.06   	-103.15   	189.09   	-417.09		 30.42   	 -45.78		
-20.45   	-104.37   	187.43   	-473.04		 30.23   	 -50.86		
-18.92   	-102.54   	185.53   	-534.08		 30.03   	 -50.86		
-18.31   	-99.18   	183.40   	-590.03		 29.83   	 -50.86		
-19.23   	-97.35   	181.04   	-666.32		 29.62   	 -55.95		
-21.06   	-99.49   	178.37   	-737.54		 29.40   	 -55.95		
-23.19   	-104.37   	175.42   	-818.92		 29.18   	 -55.95		
-24.11   	-108.34   	172.15   	-910.47		 28.95   	 -61.04		
-23.80   	-110.47   	168.50   	-1007.12		 28.71   	 -66.12		
-22.89   	-110.78   	164.48   	-1103.76		 28.44   	 -66.12		
-22.58   	-110.47   	160.06   	-1205.49		 28.18   	 -81.38		
-22.89   	-109.56   	155.24   	-1291.96		 27.85   	 -86.47		
-23.50   	-107.73   	150.07   	-1378.43		 27.51   	 -96.64		
-24.11   	-105.90   	144.56   	-1449.64		 27.12   	-101.73		
-24.41   	-104.98   	138.76   	-1505.59		 26.71   	-111.90		
-25.63   	-106.81   	132.74   	-1546.28		 26.27   	-111.90		
-28.08   	-110.47   	126.55   	-1576.80		 25.82   	-111.90		
-31.74   	-113.83   	120.24   	-1597.15		 25.37   	-101.73		
-35.10   	-114.44   	113.86   	-1602.23		 24.96   	 -91.56		
-35.71   	-111.69   	107.45   	-1592.06		 24.60   	 -76.30		
-32.96   	-107.42   	101.08   	-1576.80		 24.29   	 -61.04		
-27.77   	-103.15   	 94.77   	-1541.19		 24.05   	 -45.78		
-24.41   	-99.79   	 88.61   	-1500.50		 23.87   	 -35.61		
-25.63   	-97.96   	 82.60   	-1444.55		 23.72   	 -20.35		
-30.82   	-97.05   	 76.83   	-1383.51		 23.64   	 -25.43		
-35.40   	-96.74   	 71.29   	-1317.39		 23.54   	 -20.35		
-35.10   	-97.35   	 66.02   	-1251.27		 23.46   	 -20.35		
-29.91   	-98.88   	 61.02   	-1185.14		 23.38   	 -30.52		
-23.80   	-101.32   	 56.28   	-1108.85		 23.26   	 -30.52		
-22.28   	-104.37   	 51.84   	-1042.72		 23.13   	 -35.61		
-25.94   	-106.51   	 47.67   	-966.43		 22.99   	 -40.69		
-31.13   	-106.51   	 43.80   	-895.22		 22.83   	 -40.69		
-33.26   	-102.84   	 40.22   	-818.92		 22.67   	 -45.78		
-29.91   	-96.44   	 36.95   	-752.79		 22.48   	 -45.78		
-23.80   	-91.25   	 33.94   	-676.50		 22.30   	 -40.69		
-19.84   	-90.94   	 31.23   	-615.46		 22.14   	 -45.78		
-19.84   	-95.83   	 28.77   	-549.34		 21.95   	 -45.78		
-22.89   	-101.93   	 26.57   	-493.39		 21.77   	 -40.69		
-25.02   	-103.76   	 24.60   	-437.43		 21.61   	 -35.61		
-24.11   	-98.88   	 22.85   	-391.66		 21.46   	 -40.69		
-21.36   	-90.33   	 21.28   	-350.97		 21.30   	 -30.52		
-18.31   	-81.18   	 19.88   	-305.19		 21.18   	 -30.52		
-16.48   	-72.33   	 18.66   	-274.67		 21.06   	 -30.52		
-15.26   	-60.73   	 17.56   	-233.98		 20.94   	 -30.52		
-14.95   	-44.56   	 16.62   	-213.63		 20.81   	 -25.43		
-15.87   	-25.63   	 15.77   	-183.11		 20.71   	 -25.43		
-18.92   	 -8.54   	 15.04   	-157.68		 20.61   	 -20.35		
-22.58   	  4.27   	 14.40   	-137.33		 20.53   	 -25.43		
-23.80   	 13.43   	 13.86   	-116.99		 20.43   	 -25.43		
-20.14   	 20.75   	 13.39   	-106.82		 20.33   	 -20.35		
-12.51   	 25.94   	 12.96   	 -91.56		 20.24   	 -25.43		
 -5.19   	 27.47   	 12.59   	 -81.38		 20.14   	 -20.35		
 -1.83   	 25.94   	 12.27   	 -71.21		 20.06   	 -25.43		
 -3.66   	 23.19   	 11.98   	 -61.04		 19.96   	 -25.43		
 -6.71   	 22.89   	 11.74   	 -61.04		 19.86   	 -25.43		
 -6.71   	 26.86   	 11.50   	 -50.86		 19.76   	 -25.43		
 -2.14   	 33.87   	 11.29   	 -40.69		 19.65   	 -25.43		
  6.41   	 42.42   	 11.13   	 -40.69		 19.55   	 -25.43		
 15.87   	 50.96   	 10.97   	 -35.61		 19.45   	 -20.35		
 23.50   	 56.76   	 10.82   	 -35.61		 19.37   	 -20.35		
 27.16   	 57.98   	 10.68   	 -30.52		 19.29   	 -25.43		
 25.94   	 53.41   	 10.56   	 -25.43		 19.19   	 -25.43		
 19.53   	 41.50   	 10.46   	 -20.35		 19.08   	 -30.52		
  9.77   	 22.58   	 10.38   	 -15.26		 18.96   	 -40.69		
 -1.53   	 -4.27   	 10.32   	 -15.26		 18.80   	 -40.69		
-11.29   	-39.06   	 10.25   	  -5.09		 18.64   	 -45.78		
-18.62   	-79.35   	 10.23(D)	   5.09		 18.45   	 -40.69		
-23.19   	-117.80   	 10.25   	   5.09		 18.29   	 -40.69		
-25.02   	-146.48   	 10.27   	  10.17		 18.13   	 -35.61		
-25.33   	-160.83   	 10.32   	  20.35		 17.99   	 -20.35		
-24.72   	-161.44   	 10.40   	  30.52		 17.90   	  -5.09		
-24.41   	-156.86   	 10.52   	  40.69		 17.88(D)	   5.09		
-25.02   	-153.81   	 10.68   	  45.78		 17.90   	  20.35		
-25.33   	-155.33   	 10.86   	  55.95		 17.99   	  30.52		
-25.33   	-159.30   	 11.09   	  61.04		 18.11   	  30.52		
-24.11   	-160.52   	 11.33   	  71.21		 18.23   	  30.52		
-22.89   	-157.47   	 11.62   	  71.21		 18.35   	  25.43		
-23.19   	-153.50   	 11.90   	  76.30		 18.45   	  20.35		
-25.63   	-151.98   	 12.21   	  76.30		 18.54   	  10.17		
-28.69   	-155.03   	 12.51   	  71.21		 18.58   	   0.00		
-31.13   	-160.52   	 12.80   	  71.21		 18.58   	   0.00		
-31.43   	-164.18   	 13.08   	  66.12		 18.58   	  -5.09		
-28.69   	-163.57   	 13.35   	  55.95		 18.56   	   5.09		
-24.72   	-159.00   	 13.57   	  55.95		 18.58   	   5.09		
-21.97   	-153.20   	 13.79   	  55.95		 18.60   	  10.17		
-21.67   	-148.93   	 14.02   	  55.95		 18.64   	  15.26		
-24.11   	-147.40   	 14.24   	  50.86		 18.70   	  15.26		
-26.86   	-148.01   	 14.45   	  55.95		 18.76   	  10.17		
-27.47   	-149.54   	 14.67   	  55.95		 18.80   	  10.17		
-25.33   	-150.15   	 14.89   	  55.95		 18.84   	   0.00		
-21.67   	-147.40   	 15.12   	  66.12		 18.84   	  -5.09		
-18.01   	-141.60   	 15.38   	  71.21		 18.82   	 -20.35		
-16.78   	-134.28   	 15.67   	  76.30		 18.74   	 -25.43		
-17.40   	-128.78   	 15.97   	  76.30		 18.64   	 -30.52		
-19.23   	-127.56   	 16.28   	  86.47		 18.51   	 -30.52		
-22.28   	-129.70   	 16.62   	  81.38		 18.39   	 -20.35		
-25.33   	-132.45   	 16.95   	  81.38		 18.31   	 -10.17		
-27.16   	-132.75   	 17.27   	  81.38		 18.27   	   5.09		
-27.47   	-130.92   	 17.60   	  76.30		 18.29   	  15.26		
-25.63   	-127.87   	 17.90   	  71.21		 18.35   	  35.61		
-22.58   	-126.04   	 18.19   	  61.04		 18.49   	  45.78		
-19.23   	-124.51   	 18.43   	  55.95		 18.68   	  50.86		
-16.48   	-120.85   	 18.66   	  50.86		 18.88   	  55.95		
-15.56   	-114.75   	 18.86   	  35.61		 19.10   	  61.04		
-16.17   	-108.03   	 19.00   	  30.52		 19.35   	  50.86		
-18.62   	-103.15   	 19.13   	  20.35		 19.55   	  50.86		
-21.97   	-101.93   	 19.21   	  15.26		 19.76   	  40.69		
-25.02   	-104.37   	 19.27   	   0.00		 19.92   	  40.69		
-26.25   	-107.42   	 19.27   	   0.00		 20.08   	  35.61		
-24.11   	-108.95   	 19.27   	 -10.17		 20.22   	  30.52		
-19.23   	-108.03   	 19.23   	 -10.17		 20.35   	  30.52		
-13.43   	-105.59   	 19.19   	 -15.26		 20.47   	  30.52		
-10.07   	-103.15   	 19.13   	 -15.26		 20.59   	  30.52		
-11.29   	-101.62   	 19.06   	 -10.17		 20.71   	  25.43		
-16.17   	-101.32   	 19.02   	 -10.17		 20.81   	  30.52		
-21.06   	-100.10   	 18.98   	 -15.26		 20.94   	  15.26		
-21.97   	-97.35   	 18.92   	  -5.09		 21.00   	  10.17		
-18.62   	-93.38   	 18.90   	 -10.17		 21.04   	   0.00		
-13.43   	-89.42   	 18.86   	   0.00		 21.04   	 -15.26		
-10.07   	-88.20   	 18.86   	  -5.09		 20.98   	 -25.43		
-10.07   	-90.33   	 18.84   	   0.00		 20.87   	 -35.61		
-13.43   	-94.30   	 18.84(E)	   5.09		 20.73   	 -45.78		
-18.31   	-97.96   	 18.86   	   5.09		 20.55   	 -45.78		
-23.19   	-99.49   	 18.88   	  10.17		 20.37   	 -45.78		
-28.38   	-100.71   	 18.92   	  10.17		 20.18   	 -40.69		
-35.10   	-105.90   	 18.96   	  10.17		 20.02   	 -30.52		
-43.95   	-118.41   	 19.00   	  15.26		 19.90   	 -20.35		
-52.80   	-135.19   	 19.06   	  15.26		 19.82   	 -10.17		
-55.24   	-135.19   	 19.13   	  20.35		 19.78   	   0.00		
-40.89   	-79.96   	 19.21   	  20.35		 19.78   	  10.17		
  2.14   	 78.13   	 19.29   	  25.43		 19.82   	  15.26		
 81.79   	367.13   	 19.39   	  25.43		 19.88   	  10.17		
193.18   	764.47   	 19.49   	  25.43		 19.92   	   5.09		
317.69   	1183.78   	 19.59   	  76.30		 19.94   	 -15.26		
493.77   	1624.45(R)	 19.90   	  45.78		 19.88   	 -20.35		
492.25   	1545.72   	 20.08   	  50.86		 19.80   	 -30.52		
419.01   	1326.90   	 20.28   	  66.12		 19.67   	 -35.61		
291.14   	1057.13   	 20.55   	  81.38		 19.53   	 -30.52		
143.43   	795.59   	 20.87   	 106.82		 19.41   	 -30.52		
 14.95   	553.89   	 21.30   	 132.25		 19.29   	 -20.35		
-66.53   	327.15   	 21.83   	 167.85		 19.21   	 -15.26		
-97.05   	130.00   	 22.50   	 218.72		 19.15   	   0.00		
-93.69   	-14.34   	 23.38   	 274.67		 19.15   	  10.17		
-79.35   	-97.05   	 24.48   	 335.71		 19.19   	  15.26		
-68.36   	-132.75   	 25.82   	 417.09		 19.25   	  25.43		
-62.56   	-145.26   	 27.49   	 493.39		 19.35   	  20.35		
-56.46   	-150.76   	 29.46   	 579.86		 19.43   	  20.35		
-46.39   	-152.28   	 31.78   	 676.50		 19.51   	  20.35		
-35.40   	-146.79   	 34.49   	 757.88		 19.59   	  15.26		
-27.77   	-137.94   	 37.52   	 844.35		 19.65   	  10.17		
-26.25   	-133.06   	 40.90   	 915.56		 19.69   	  10.17		
-28.38   	-134.58   	 44.56   	 976.60		 19.74   	  10.17		
-30.21   	-139.47   	 48.46   	1017.29		 19.78   	  15.26		
-29.60   	-141.91   	 52.53   	1047.81		 19.84   	  20.35		
-27.47   	-140.69   	 56.72   	1063.07		 19.92   	  35.61		
-25.33   	-136.41   	 60.98   	1068.15		 20.06   	  45.78		
-23.80   	-129.70   	 65.25   	1073.24		 20.24   	  55.95		
-22.58   	-122.38   	 69.54   	1083.41		 20.47   	  66.12		
-19.84   	-115.66   	 73.88   	1093.59		 20.73   	  71.21		
-16.48   	-112.30   	 78.25   	1119.02		 21.02   	  76.30		
-14.34   	-112.61   	 82.73   	1144.45		 21.32   	  71.21		
-15.87   	-115.36   	 87.30   	1149.54		 21.61   	  76.30		
-19.53   	-117.80   	 91.90   	1159.71		 21.91   	  76.30		
-22.28   	-116.58   	 96.54   	1159.71		 22.22   	  81.38		
-22.58   	-111.69   	101.18   	1159.71		 22.54   	  91.56		
-20.14   	-104.68   	105.82   	1154.62		 22.91   	 106.82		
-17.40   	-98.88   	110.44   	1144.45		 23.34   	 127.16		
-16.78   	-95.83   	115.01   	1113.93		 23.85   	 137.33		
-17.70   	-93.99   	119.47   	1073.24		 24.39   	 162.77		
-18.62   	-90.33   	123.76   	1027.46		 25.05   	 172.94		
-17.09   	-83.92   	127.87   	 971.51		 25.74   	 178.03		
-14.04   	-76.29   	131.76   	 930.82		 26.45   	 188.20		
-12.51   	-70.19   	135.48   	 879.96		 27.20   	 188.20		
-13.73   	-66.53   	139.00   	 839.26		 27.96   	 172.94		
-17.09   	-63.17   	142.36   	 798.57		 28.65   	 167.85		
-19.23   	-57.07   	145.55   	 757.88		 29.32   	 147.51		
-17.09   	-47.61   	148.59   	 722.28		 29.91   	 132.25		
-10.38   	-38.15   	151.47   	 676.50		 30.44   	 111.90		
 -2.14   	-31.13   	154.18   	 645.98		 30.88   	 101.73		
  3.97   	-26.25   	156.76   	 605.29		 31.29   	  86.47		
  6.71   	-20.45   	159.19   	 574.77		 31.64   	  81.38		
  6.41   	-11.90   	161.48   	 544.25		 31.96   	  76.30		
  3.66   	 -0.92   	163.66   	 508.65		 32.27   	  76.30		
  0.31   	  9.46   	165.70   	 478.13		 32.57   	  81.38		
 -1.53   	 18.62   	167.61   	 462.87		 32.90   	  86.47		
 -0.31   	 28.38   	169.46   	 447.61		 33.25   	  96.64		
  6.10   	 42.72   	171.25   	 422.18		 33.63   	 106.82		
 15.56   	 62.56   	172.94   	 406.92		 34.06   	 111.90		
 24.41   	 84.53   	174.57   	 386.57		 34.51   	 116.99		
 29.91   	103.15   	176.11   	 376.40		 34.97   	 122.07		
 31.43   	115.66   	177.62   	 371.31		 35.46   	 122.07		
 31.13   	123.60   	179.10   	 366.22		 35.95   	 122.07		
 31.74   	131.53   	180.57   	 356.05		 36.44   	 111.90		
 34.79   	143.43   	181.99   	 340.79		 36.89   	 111.90		
 39.67   	158.39   	183.36   	 330.62		 37.33   	 106.82		
 44.86   	171.81   	184.68   	 310.27		 37.76   	  91.56		
 50.35   	180.66   	185.92   	 300.10		 38.13   	  86.47		
 55.24   	183.41   	187.12   	 289.93		 38.47   	  76.30		
 58.59   	183.11   	188.28   	 274.67		 38.78   	  66.12		
 60.42   	182.50   	189.38   	 254.32		 39.04   	  55.95		
 61.04   	182.50   	190.40   	 239.06		 39.27   	  50.86		
 61.04   	182.50   	191.35   	 218.72		 39.47   	  35.61		
 61.34   	180.66   	192.23   	 203.46		 39.61   	  30.52		
 61.04   	175.78   	193.04   	 188.20		 39.74   	  25.43		
 59.20   	168.15   	193.79   	 178.03		 39.84   	  15.26		
 54.32   	157.47   	194.51   	 162.77		 39.90   	   5.09		
 46.39   	143.43   	195.16   	 142.42		 39.92(S)	   0.00		
 37.84   	126.34   	195.73   	 122.07		 39.92   	  -5.09		
 30.82   	107.73   	196.21   	 101.73		 39.90   	 -10.17		
 25.94   	 88.50   	196.62   	  76.30		 39.86   	 -10.17		
 22.58   	 69.27   	196.93   	  55.95		 39.82   	 -15.26		
 17.70   	 50.35   	197.15   	  30.52		 39.76   	 -15.26		
 10.07   	 31.74   	197.27(S)	   0.00		 39.69   	 -15.26		
  0.92   	 14.95   	197.27   	 -35.61		 39.63   	 -20.35		
 -6.71   	  0.92   	197.13   	 -66.12		 39.55   	 -20.35		
-11.29   	-11.60   	196.87   	 -96.64		 39.47   	 -25.43		
-12.51   	-23.19   	196.48   	-127.16		 39.37   	 -20.35		
-12.82   	-35.10   	195.97   	-162.77		 39.29   	 -20.35		
-14.04   	-47.00   	195.32   	-193.29		 39.21   	 -25.43		
-17.09   	-57.07   	194.55   	-233.98		 39.10   	 -25.43		
-20.45   	-63.48   	193.61   	-279.75		 39.00   	 -30.52		
-21.97   	-65.61   	192.49   	-325.53		 38.88   	 -30.52		
-21.67   	-65.61   	191.19   	-386.57		 38.76   	 -35.61		
-21.06   	-65.31   	189.64   	-432.35		 38.62   	 -40.69		
-21.97   	-67.44   	187.91   	-493.39		 38.45   	 -50.86		
-25.63   	-73.55   	185.94   	-559.51		 38.25   	 -55.95		
-29.91   	-81.79   	183.70   	-625.63		 38.03   	 -61.04		
-31.43   	-87.28   	181.20   	-712.10		 37.78   	 -71.21		
-28.99   	-86.36   	178.35   	-803.66		 37.50   	 -76.30		
-24.41   	-78.43   	175.14   	-900.30		 37.19   	 -86.47		
-21.06   	-68.36   	171.54   	-991.86		 36.85   	 -86.47		
-21.97   	-61.95   	167.57   	-1083.41		 36.50   	 -91.56		
-26.25   	-62.87   	163.23   	-1174.97		 36.13   	 -91.56		
-31.13   	-68.66   	158.53   	-1261.44		 35.77   	 -96.64		
-33.57   	-74.77   	153.49   	-1332.65		 35.38   	 -96.64		
-32.35   	-77.51   	148.16   	-1393.69		 34.99   	 -96.64		
-29.30   	-76.90   	142.58   	-1444.55		 34.61   	-101.73		
-26.86   	-74.77   	136.81   	-1480.16		 34.20   	-106.82		
-26.55   	-72.94   	130.88   	-1505.59		 33.77   	-106.82		
-27.77   	-72.02   	124.86   	-1515.76		 33.35   	-106.82		
-28.69   	-71.41   	118.80   	-1515.76		 32.92   	-106.82		
-28.38   	-70.80   	112.74   	-1515.76		 32.49   	 -96.64		
-26.86   	-69.58   	106.67   	-1505.59		 32.11   	 -81.38		
-25.63   	-66.83   	100.65   	-1480.16		 31.78   	 -66.12		
-25.33   	-61.04   	 94.73   	-1454.72		 31.52   	 -45.78		
-25.02   	-51.27   	 88.91   	-1419.12		 31.33   	 -30.52		
-24.11   	-37.84   	 83.23   	-1368.26		 31.21   	 -20.35		
-22.28   	-21.06   	 77.76   	-1312.30		 31.13   	  -5.09		
-20.45   	 -1.83   	 72.51   	-1251.27		 31.11   	   0.00		
-20.45   	 18.01   	 67.51   	-1185.14		 31.11   	   5.09		
-21.97   	 35.71   	 62.77   	-1113.93		 31.13   	  -5.09		
-23.50   	 48.52   	 58.31   	-1042.72		 31.11   	  -5.09		
-22.58   	 53.71   	 54.14   	-961.34		 31.09   	 -20.35		
-18.31   	 53.71   	 50.29   	-890.13		 31.01   	 -25.43		
-11.90   	 52.80   	 46.73   	-813.83		 30.91   	 -35.61		
 -6.41   	 55.24   	 43.48   	-742.62		 30.76   	 -45.78		
 -3.97   	 61.65   	 40.51   	-676.50		 30.58   	 -45.78		
 -4.58   	 67.75   	 37.80   	-615.46		 30.40   	 -50.86		
 -5.49   	 68.97   	 35.34   	-564.60		 30.19   	 -45.78		
 -5.49   	 64.09   	 33.08   	-508.65		 30.01   	 -45.78		
 -2.75   	 57.68   	 31.05   	-462.87		 29.83   	 -40.69		
  3.05   	 58.29   	 29.20   	-422.18		 29.66   	 -40.69		
 10.99   	 68.97   	 27.51   	-376.40		 29.50   	 -30.52		
 19.23   	 84.53   	 26.00   	-345.88		 29.38   	 -25.43		
 24.72   	 96.13   	 24.62   	-305.19		 29.28   	 -25.43		
 24.41   	 94.91   	 23.40   	-279.75		 29.18   	 -25.43		
 17.70   	 78.13   	 22.28   	-244.15		 29.07   	 -25.43		
  7.02   	 50.05   	 21.30   	-213.63		 28.97   	 -30.52		
 -3.05   	 15.56   	 20.45   	-183.11		 28.85   	 -30.52		
-10.38   	-21.67   	 19.72   	-157.68		 28.73   	 -35.61		
-14.34   	-59.51   	 19.08   	-132.25		 28.59   	 -40.69		
-16.78   	-93.99   	 18.56   	-116.99		 28.42   	 -40.69		
-19.53   	-119.02   	 18.09   	 -96.64		 28.26   	 -45.78		
-22.28   	-130.92   	 17.70   	 -86.47		 28.08   	 -45.78		
-23.50   	-130.31   	 17.35   	 -71.21		 27.89   	 -45.78		
-22.89   	-124.51   	 17.07   	 -61.04		 27.71   	 -45.78		
-21.97   	-120.54   	 16.83   	 -45.78		 27.53   	 -40.69		
-22.28   	-122.99   	 16.64   	 -35.61		 27.37   	 -45.78		
-24.41   	-129.39   	 16.50   	 -20.35		 27.18   	 -40.69		
-27.47   	-135.80   	 16.42   	 -15.26		 27.02   	 -45.78		
-29.91   	-139.47   	 16.36   	 -10.17		 26.84   	 -45.78		
-29.91   	-140.38   	 16.32(D)	   5.09		 26.65   	 -45.78		
-28.08   	-139.77   	 16.34   	   5.09		 26.47   	 -40.69		
-25.94   	-138.55   	 16.36   	  10.17		 26.31   	 -40.69		
-25.02   	-137.63   	 16.40   	  15.26		 26.14   	 -35.61		
-25.63   	-136.72   	 16.46   	  15.26		 26.00   	 -25.43		
-27.47   	-137.02   	 16.52   	  25.43		 25.90   	 -15.26		
-28.99   	-136.72   	 16.62   	  25.43		 25.84   	   0.00		
-28.08   	-133.97   	 16.72   	  40.69		 25.84   	  10.17		
-25.33   	-128.78   	 16.89   	  45.78		 25.88   	  20.35		
-22.28   	-122.68   	 17.07   	  61.04		 25.96   	  30.52		
-20.75   	-119.93   	 17.31   	  76.30		 26.08   	  35.61		
-21.36   	-122.38   	 17.62   	  96.64		 26.23   	  35.61		
-23.19   	-126.95   	 18.01   	 111.90		 26.37   	  30.52		
-23.80   	-129.09   	 18.45   	 127.16		 26.49   	  25.43		
-22.89   	-125.73   	 18.96   	 142.42		 26.59   	   5.09		
-21.97   	-118.41   	 19.53   	 147.51		 26.61   	   0.00		
-22.58   	-112.61   	 20.12   	 142.42		 26.61   	 -15.26		
-24.72   	-111.39   	 20.69   	 132.25		 26.55   	 -30.52		
-25.94   	-114.14   	 21.22   	 116.99		 26.43   	 -35.61		
-24.41   	-117.19   	 21.69   	 101.73		 26.29   	 -40.69		
-20.75   	-116.88   	 22.10   	  76.30		 26.12   	 -40.69		
-17.70   	-113.53   	 22.40   	  71.21		 25.96   	 -40.69		
-18.01   	-108.03   	 22.69   	  50.86		 25.80   	 -30.52		
-20.75   	-101.93   	 22.89   	  45.78		 25.68   	 -30.52		
-23.50   	-96.74   	 23.07   	  30.52		 25.55   	 -15.26		
-24.41   	-94.60   	 23.19   	  20.35		 25.49   	 -10.17		
-24.11   	-97.05   	 23.28   	   5.09		 25.45   	   0.00		
-23.19   	-102.23   	 23.30   	   0.00		 25.45   	   5.09		
-22.28   	-106.20   	 23.30   	 -10.17		 25.47   	  10.17		
-20.14   	-105.90   	 23.26   	 -20.35		 25.51   	  15.26		
-16.78   	-99.79   	 23.17   	 -20.35		 25.57   	  15.26		
-14.34   	-91.25   	 23.09   	 -30.52		 25.64   	  10.17		
-14.95   	-84.84   	 22.97   	 -30.52		 25.68   	  15.26		
-18.62   	-83.62   	 22.85   	 -30.52		 25.74   	  15.26		
-22.28   	-86.36   	 22.73   	 -35.61		 25.80   	  10.17		
-22.58   	-90.64   	 22.58   	 -35.61		 25.84   	  10.17		
-19.23   	-93.38   	 22.44   	 -30.52		 25.88   	  10.17		
-15.26   	-93.08   	 22.32   	 -30.52		 25.92   	  15.26		
-13.12   	-90.03   	 22.20   	 -25.43		 25.98   	  10.17		
-14.04   	-85.45   	 22.10   	 -20.35		 26.02   	  15.26		
-15.87   	-81.48   	 22.01   	 -20.35		 26.08   	  15.26		
-17.09   	-80.26   	 21.93   	 -15.26		 26.14   	  10.17		
-17.09   	-81.79   	 21.87   	 -15.26		 26.19   	   5.09		
-17.70   	-85.14   	 21.81   	 -15.26		 26.21   	   5.09		
-19.53   	-88.20   	 21.75   	  -5.09		 26.23   	  -5.09		
-21.36   	-88.50   	 21.73   	 -10.17		 26.21   	 -15.26		
-21.36   	-86.67   	 21.69   	  -5.09		 26.14   	 -30.52		
-20.14   	-83.92   	 21.67   	   0.00		 26.02   	 -45.78		
-18.92   	-82.09   	 21.67   	   0.00		 25.84   	 -55.95		
-20.45   	-83.62   	 21.67   	   0.00		 25.62   	 -71.21		
-28.08   	-90.94   	 21.67   	   0.00		 25.33   	 -91.56		
-40.28   	-105.29   	 21.67   	   0.00		 24.96   	 -96.64		
-52.80   	-120.85   	 21.67   	   0.00		 24.58   	-106.82		
-57.37   	-117.19   	 21.67(E)	   5.09		 24.15   	-106.82		
-43.64   	-55.54   	 21.69   	   5.09		 23.72   	-106.82		
 -1.53   	111.39   	 21.71   	   5.09		 23.30   	 -91.56		
 73.55   	411.68   	 21.73   	  10.17		 22.93   	 -76.30		
176.70   	823.97   	 21.77   	  10.17		 22.62   	 -55.95		
292.05   	1259.46   	 21.81   	  30.52		 22.40   	 -55.95		
461.12   	1712.04(R)	 21.93   	  25.43		 22.18   	   0.00		
464.48   	1610.11   	 22.03   	  30.52		 22.18   	  15.26		
400.09   	1347.66   	 22.16   	  45.78		 22.24   	  20.35		
282.90   	1030.27   	 22.34   	  66.12		 22.32   	  20.35		
144.96   	741.88   	 22.60   	  81.38		 22.40   	  15.26		
 23.50   	508.42   	 22.93   	 116.99		 22.46   	  15.26		
-56.46   	318.30   	 23.40   	 152.59		 22.52   	   5.09		
-91.25   	159.30   	 24.01   	 198.37		 22.54   	   0.00		
-93.38   	 30.21   	 24.80   	 254.32		 22.54   	   0.00		
-80.26   	-65.00   	 25.82   	 320.45		 22.54   	  -5.09		
-63.48   	-123.29   	 27.10   	 391.66		 22.52   	  -5.09		
-48.22   	-147.09   	 28.67   	 467.95		 22.50   	   0.00		
-35.40   	-146.18   	 30.54   	 554.42		 22.50   	   5.09		
-27.47   	-133.36   	 32.76   	 645.98		 22.52   	   5.09		
-25.02   	-120.85   	 35.34   	 727.36		 22.54   	  10.17		
-25.94   	-117.49   	 38.25   	 818.92		 22.58   	   5.09		
-27.16   	-123.29   	 41.53   	 890.13		 22.60   	  10.17		
-25.94   	-130.92   	 45.09   	 956.25		 22.64   	  -5.09		
-22.58   	-132.45   	 48.91   	1007.12		 22.62   	  -5.09		
-20.14   	-127.26   	 52.94   	1042.72		 22.60   	 -15.26		
-19.84   	-120.85   	 57.11   	1068.15		 22.54   	 -15.26		
-21.67   	-117.80   	 61.38   	1078.33		 22.48   	 -25.43		
-23.19   	-117.80   	 65.70   	1083.41		 22.38   	 -15.26		
-23.19   	-118.41   	 70.03   	1078.33		 22.32   	 -15.26		
-22.28   	-118.41   	 74.34   	1083.41		 22.26   	   0.00		
-21.67   	-117.49   	 78.68   	1093.59		 22.26   	  10.17		
-22.89   	-115.97   	 83.05   	1124.11		 22.30   	  25.43		
-25.63   	-113.53   	 87.55   	1154.62		 22.40   	  40.69		
