  I     	  II     	  LV     	  LV'		  RV     	  RV'		
 14.34   	 74.46   	 88.65   	-127.16		 20.92   	   5.09		
 17.70   	 75.38   	 88.14   	  30.52		 20.94   	   5.09		
 24.11   	 78.74   	 88.26   	 218.72		 20.96   	  10.17		
 30.82   	 84.23   	 89.13   	 376.40		 21.00   	  10.17		
 34.48   	 90.64   	 90.64   	 498.47		 21.04   	  10.17		
 33.57   	 97.05   	 92.63   	 539.16		 21.08   	  10.17		
 29.60   	102.54   	 94.79   	 508.65		 21.12   	   5.09		
 26.55   	107.73   	 96.83   	 412.00		 21.14(S)	   0.00		
 27.77   	111.69   	 98.47   	 259.41		 21.14   	  -5.09		
 32.96   	114.44   	 99.51   	 106.82		 21.12   	 -10.17		
 39.98   	115.36   	 99.94(S)	 -45.78		 21.08   	 -20.35		
 47.00   	115.97   	 99.76   	-162.77		 21.00   	 -20.35		
 53.10   	118.71   	 99.10   	-218.72		 20.92   	 -25.43		
 59.81   	124.82   	 98.23   	-228.89		 20.81   	 -25.43		
 67.75   	132.45   	 97.31   	-193.29		 20.71   	 -20.35		
 74.77   	138.24   	 96.54   	-122.07		 20.63   	 -25.43		
 79.35   	140.08   	 96.05   	 -35.61		 20.53   	 -15.26		
 80.57   	139.16   	 95.91   	  55.95		 20.47   	 -15.26		
 81.48   	139.47   	 96.13   	 122.07		 20.41   	 -10.17		
 84.84   	142.52   	 96.62   	 167.85		 20.37   	 -10.17		
 91.55   	147.40   	 97.29   	 183.11		 20.33   	  -5.09		
100.71   	150.45   	 98.03   	 167.85		 20.31   	  -5.09		
110.17   	150.15   	 98.70   	 132.25		 20.28   	 -10.17		
118.71   	148.01   	 99.23   	  91.56		 20.24   	  -5.09		
125.73   	145.87   	 99.59   	  40.69		 20.22   	 -10.17		
131.23   	145.26   	 99.76   	   0.00		 20.18   	 -15.26		
135.80   	144.35   	 99.76   	 -25.43		 20.12   	 -15.26		
139.47   	141.30   	 99.65   	 -40.69		 20.06   	 -15.26		
143.13   	135.19   	 99.49   	 -40.69		 20.00   	 -20.35		
145.57   	127.56   	 99.33   	 -25.43		 19.92   	 -20.35		
145.57   	120.85   	 99.23   	  -5.09		 19.84   	 -20.35		
143.74   	116.27   	 99.21   	  15.26		 19.76   	 -25.43		
142.82   	113.83   	 99.27   	  30.52		 19.65   	 -30.52		
143.43   	112.30   	 99.39   	  45.78		 19.53   	 -35.61		
144.65   	110.17   	 99.57   	  40.69		 19.39   	 -35.61		
141.91   	105.90   	 99.74   	  30.52		 19.25   	 -45.78		
132.45   	 98.88   	 99.86   	  10.17		 19.06   	 -50.86		
116.27   	 90.03   	 99.90   	 -20.35		 18.86   	 -61.04		
 98.27   	 80.26   	 99.82   	 -55.95		 18.62   	 -66.12		
 83.62   	 72.02   	 99.59   	 -96.64		 18.35   	 -71.21		
 73.55   	 65.31   	 99.21   	-127.16		 18.07   	 -76.30		
 65.61   	 59.20   	 98.70   	-167.85		 17.76   	 -86.47		
 57.07   	 52.80   	 98.03   	-198.37		 17.42   	 -86.47		
 46.39   	 46.08   	 97.23   	-239.06		 17.07   	 -96.64		
 34.79   	 38.45   	 96.28   	-264.50		 16.68   	-101.73		
 24.72   	 31.43   	 95.22   	-289.93		 16.28   	-101.73		
 16.17   	 25.33   	 94.06   	-310.27		 15.87   	-111.90		
  8.24   	 19.84   	 92.82   	-310.27		 15.42   	-111.90		
 -0.61   	 14.34   	 91.58   	-300.10		 14.97   	-111.90		
 -9.46   	  8.85   	 90.38   	-269.58		 14.53   	-116.99		
-16.17   	  3.36   	 89.30   	-228.89		 14.06   	-116.99		
-18.62   	 -0.92   	 88.38   	-183.11		 13.59   	-116.99		
-16.48   	 -3.97   	 87.65   	-142.42		 13.12   	-111.90		
-11.60   	 -5.80   	 87.08   	-111.90		 12.68   	-101.73		
 -8.24   	 -7.02   	 86.63   	 -91.56		 12.27   	-106.82		
 -9.46   	 -7.63   	 86.27   	 -81.38		 11.84   	 -96.64		
-16.17   	 -7.32   	 85.94   	 -96.64		 11.45   	 -91.56		
-25.63   	 -6.41   	 85.55   	-137.33		 11.09   	 -96.64		
-33.57   	 -4.88   	 85.00   	-198.37		 10.70   	 -86.47		
-36.62   	 -3.97   	 84.21   	-300.10		 10.36   	 -91.56		
-34.48   	 -4.58   	 83.01   	-427.26		  9.99   	 -86.47		
-29.91   	 -6.10   	 81.30   	-569.68		  9.64   	 -86.47		
-26.55   	 -7.32   	 79.02   	-722.28		  9.30   	 -86.47		
-25.63   	 -7.93   	 76.13   	-864.70		  8.95   	 -81.38		
-25.94   	 -7.02   	 72.68   	-991.86		  8.63   	 -81.38		
-26.25   	 -5.19   	 68.71   	-1073.24		  8.30   	 -76.30		
-25.94   	 -3.05   	 64.41   	-1119.02		  8.00   	 -71.21		
-24.11   	 -1.22   	 59.94   	-1119.02		  7.71   	 -71.21		
-22.58   	  0.31   	 55.46   	-1073.24		  7.43   	 -66.12		
-21.06   	  0.92   	 51.17   	-996.94		  7.16   	 -55.95		
-20.14   	  0.31   	 47.18   	-890.13		  6.94   	 -61.04		
-20.45   	 -1.22   	 43.62   	-768.05		  6.69   	 -50.86		
-21.67   	 -2.44   	 40.55   	-645.98		  6.49   	 -45.78		
-22.89   	 -2.14   	 37.97   	-534.08		  6.31   	 -45.78		
-23.19   	  0.31   	 35.83   	-432.35		  6.12   	 -40.69		
-22.58   	  3.66   	 34.10   	-350.97		  5.96   	 -35.61		
-21.67   	  7.32   	 32.70   	-289.93		  5.82   	 -30.52		
-21.36   	  9.16   	 31.54   	-254.32		  5.70   	 -30.52		
-22.89   	  9.46   	 30.52   	-218.72		  5.57   	 -30.52		
-24.72   	  8.54   	 29.64   	-208.54		  5.45   	 -25.43		
-26.86   	  7.63   	 28.81   	-193.29		  5.35   	 -20.35		
-27.47   	  7.93   	 28.04   	-188.20		  5.27   	 -25.43		
-26.55   	  9.16   	 27.28   	-183.11		  5.17   	 -20.35		
-23.80   	 10.99   	 26.55   	-172.94		  5.09   	 -15.26		
-20.45   	 12.82   	 25.86   	-162.77		  5.03   	 -15.26		
-16.78   	 14.04   	 25.21   	-162.77		  4.96   	 -15.26		
-13.43   	 14.04   	 24.56   	-157.68		  4.90   	 -10.17		
-10.99   	 12.82   	 23.93   	-157.68		  4.86   	  -5.09		
-10.38   	 10.68   	 23.30   	-157.68		  4.84   	  -5.09		
-12.51   	  9.46   	 22.67   	-162.77		  4.82(D)	   0.00		
-17.70   	  9.46   	 22.01   	-162.77		  4.82   	   0.00		
-23.80   	 10.68   	 21.36   	-167.85		  4.82   	   5.09		
-28.38   	 11.90   	 20.69   	-162.77		  4.84   	   5.09		
-29.30   	 11.90   	 20.04   	-162.77		  4.86   	   5.09		
-25.02   	 10.68   	 19.39   	-152.59		  4.88   	  10.17		
-17.40   	  9.16   	 18.78   	-137.33		  4.92   	   5.09		
-10.68   	  8.85   	 18.23   	-122.07		  4.94   	   5.09		
 -8.54   	  9.46   	 17.74   	-106.82		  4.96   	  10.17		
-12.51   	  9.16   	 17.31   	 -91.56		  5.01   	   5.09		
-19.23   	  7.63   	 16.95   	 -66.12		  5.03   	   5.09		
-23.80   	  6.10   	 16.68   	 -55.95		  5.05   	   5.09		
-23.19   	  5.49   	 16.46   	 -45.78		  5.07   	  10.17		
-18.01   	  7.32   	 16.28   	 -45.78		  5.11   	   5.09		
-12.82   	 10.38   	 16.09   	 -40.69		  5.13   	  10.17		
-11.90   	 12.51   	 15.93   	 -55.95		  5.17   	  10.17		
-15.56   	 12.21   	 15.71   	 -71.21		  5.21   	  15.26		
-20.45   	  9.16   	 15.42   	 -91.56		  5.27   	  10.17		
-22.28   	  5.19   	 15.06   	-101.73		  5.31   	  15.26		
-19.23   	  1.83   	 14.65   	-122.07		  5.37   	  15.26		
-13.73   	  0.31   	 14.16   	-122.07		  5.43   	  10.17		
-10.07   	  0.00   	 13.67   	-127.16		  5.47   	  10.17		
-11.90   	  0.61   	 13.16   	-116.99		  5.51   	   5.09		
-18.62   	  0.92   	 12.70   	-106.82		  5.53   	   5.09		
-25.02   	  1.53   	 12.27   	 -91.56		  5.55   	   5.09		
-26.55   	  1.83   	 11.90   	 -76.30		  5.57   	   0.00		
-21.67   	  2.44   	 11.60   	 -66.12		  5.57   	   0.00		
-12.21   	  2.44   	 11.33   	 -55.95		  5.57   	   0.00		
 -4.58   	  1.53   	 11.11   	 -45.78		  5.57   	   0.00		
 -4.88   	 -1.22   	 10.93   	 -45.78		  5.57   	  -5.09		
-14.65   	 -3.97   	 10.74   	 -45.78		  5.55   	   0.00		
-28.08   	 -5.49   	 10.56   	 -50.86		  5.55   	   0.00		
-37.54   	 -4.58   	 10.36   	 -55.95		  5.55   	   5.09		
-36.32   	 -2.44   	 10.13   	 -61.04		  5.57   	   0.00		
-25.94   	 -1.22   	  9.89   	 -61.04		  5.57   	   5.09		
-15.56   	 -2.14   	  9.64   	 -61.04		  5.60   	   5.09		
-11.29   	 -4.88   	  9.40   	 -61.04		  5.62   	  10.17		
-13.73   	 -7.32   	  9.16   	 -61.04		  5.66   	   5.09		
-17.70   	 -7.32   	  8.91   	 -50.86		  5.68   	   0.00		
-18.92   	 -4.58   	  8.71   	 -45.78		  5.68   	   5.09		
-17.70   	 -2.14   	  8.52   	 -40.69		  5.70   	   5.09		
-16.78   	 -1.53   	  8.36   	 -35.61		  5.72   	   0.00		
-18.01   	 -2.75   	  8.22   	 -30.52		  5.72   	   0.00		
-19.23   	 -3.97   	  8.10   	 -20.35		  5.72   	   0.00		
-19.23   	 -3.36   	  8.02   	 -25.43		  5.72   	   0.00		
-18.92   	 -1.22   	  7.91   	 -20.35		  5.72   	   0.00		
-19.23   	  0.92   	  7.83   	 -25.43		  5.72   	   0.00		
-21.06   	  0.92   	  7.73   	 -20.35		  5.72   	   0.00		
-22.58   	 -0.92   	  7.65   	 -25.43		  5.72   	   5.09		
-21.36   	 -3.66   	  7.55   	 -25.43		  5.74   	   0.00		
-17.09   	 -5.80   	  7.45   	 -25.43		  5.74   	   5.09		
-12.82   	 -6.71   	  7.34   	 -20.35		  5.76   	   0.00		
-11.29   	 -6.10   	  7.26   	 -20.35		  5.76   	   5.09		
-12.51   	 -4.88   	  7.18   	 -15.26		  5.78   	   5.09		
-14.95   	 -3.36   	  7.12   	 -10.17		  5.80   	   0.00		
-15.87   	 -2.14   	  7.08   	  -5.09		  5.80   	   5.09		
-14.34   	 -1.53   	  7.06   	  10.17		  5.82   	   5.09		
-12.51   	 -1.83   	  7.10   	  15.26		  5.84   	   0.00		
-13.12   	 -3.05   	  7.16   	  35.61		  5.84   	   5.09		
-17.70   	 -4.27   	  7.30   	  45.78		  5.86   	   0.00		
-22.28   	 -4.58   	  7.49   	  71.21		  5.86   	   0.00		
-22.28   	 -3.66   	  7.77   	  86.47		  5.86   	   0.00		
-15.56   	 -1.22   	  8.12   	 111.90		  5.86   	   0.00		
 -6.71   	  1.53   	  8.57   	 122.07		  5.86   	   0.00		
 -1.83   	  3.05   	  9.05   	 132.25		  5.86   	   0.00		
 -3.97   	  2.14   	  9.58   	 142.42		  5.86   	   0.00		
-11.60   	 -1.53   	 10.15   	 137.33		  5.86   	   0.00		
-17.70   	 -6.10   	 10.70   	 132.25		  5.86   	   0.00		
-17.70   	 -8.85   	 11.23   	 111.90		  5.86   	   0.00		
-13.73   	 -8.85   	 11.68   	  86.47		  5.86   	   0.00		
-10.07   	 -5.80   	 12.02   	  55.95		  5.86   	   0.00		
 -9.46   	 -2.44   	 12.25   	  20.35		  5.86   	   0.00		
-11.29   	  0.00   	 12.33   	 -10.17		  5.86   	   0.00		
-11.60   	  0.92   	 12.29   	 -40.69		  5.86   	   0.00		
 -8.85   	  1.22   	 12.13   	 -66.12		  5.86   	   0.00		
 -3.36   	  2.14   	 11.86   	 -86.47		  5.86   	   5.09		
  0.92   	  3.66   	 11.52   	 -91.56		  5.88   	   0.00		
 -0.31   	  4.88   	 11.15   	 -96.64		  5.88   	   0.00		
 -7.32   	  5.80   	 10.76   	 -91.56		  5.88   	   0.00		
-16.48   	  5.19   	 10.40   	 -81.38		  5.88   	   5.09		
-24.41   	  4.27   	 10.07   	 -66.12		  5.90   	   0.00		
-26.86   	  3.05   	  9.81   	 -55.95		  5.90   	   0.00		
-23.19   	  1.83   	  9.58   	 -40.69		  5.90   	   0.00		
-15.87   	  1.53   	  9.42   	 -35.61		  5.90   	  -5.09		
 -9.77   	  1.53   	  9.28   	 -30.52		  5.88   	   0.00		
 -6.41   	  2.14   	  9.16   	 -25.43		  5.88   	   0.00		
 -5.49   	  3.05   	  9.05   	 -25.43		  5.88   	   0.00		
 -5.49   	  4.58   	  8.95   	 -30.52		  5.88   	   0.00		
 -5.19   	  5.80   	  8.83   	 -30.52		  5.88   	   0.00		
 -3.97   	  6.71   	  8.71   	 -40.69		  5.88   	   0.00		
 -1.53   	  6.41   	  8.55   	 -35.61		  5.88   	   0.00		
  0.61   	  5.80   	  8.40   	 -40.69		  5.88   	   0.00		
  1.83   	  4.58   	  8.24   	 -35.61		  5.88   	   0.00		
  0.31   	  3.05   	  8.10   	 -35.61		  5.88   	   0.00		
 -3.97   	  1.53   	  7.96   	 -30.52		  5.88   	   0.00		
 -8.85   	  0.31   	  7.83   	 -20.35		  5.88   	   0.00		
-11.60   	  0.00   	  7.75   	 -15.26		  5.88   	   0.00		
-10.38   	  0.61   	  7.69   	 -10.17		  5.88   	   0.00		
 -6.71   	  1.53   	  7.65   	  -5.09		  5.88   	   5.09		
 -3.66   	  1.53   	  7.63   	  -5.09		  5.90   	   0.00		
 -2.75   	  0.31   	  7.61   	   0.00		  5.90   	   0.00		
 -3.05   	 -0.61   	  7.61   	   0.00		  5.90   	   0.00		
 -2.14   	 -0.31   	  7.61   	   0.00		  5.90   	   0.00		
  0.31   	  1.83   	  7.61   	  -5.09		  5.90   	   0.00		
  2.14   	  4.88   	  7.59   	   0.00		  5.90   	   0.00		
  0.00   	  6.41   	  7.59   	  -5.09		  5.90   	   5.09		
 -5.80   	  5.80   	  7.57   	 -10.17		  5.92   	   0.00		
-11.29   	  3.97   	  7.53   	 -10.17		  5.92   	   0.00		
-12.21   	  2.75   	  7.49   	  -5.09		  5.92   	   0.00		
 -7.63   	  2.44   	  7.47   	 -10.17		  5.92   	   0.00		
 -1.53   	  2.75   	  7.43   	  -5.09		  5.92   	   0.00		
  1.83   	  2.75   	  7.41   	 -10.17		  5.92   	   0.00		
  1.22   	  2.14   	  7.37   	  -5.09		  5.92   	   0.00		
 -0.61   	  2.14   	  7.34   	   0.00		  5.92   	   5.09		
 -0.92   	  2.75   	  7.34   	  -5.09		  5.94   	   0.00		
 -0.31   	  4.27   	  7.32   	  -5.09		  5.94   	   0.00		
 -0.31   	  5.19   	  7.30   	   0.00		  5.94   	   5.09		
 -2.14   	  4.88   	  7.30   	   0.00		  5.96   	   0.00		
 -4.58   	  3.97   	  7.30   	   0.00		  5.96   	   0.00		
 -4.88   	  3.66   	  7.30   	  -5.09		  5.96   	   0.00		
 -2.75   	  4.58   	  7.28   	   0.00		  5.96   	   5.09		
  0.61   	  6.41   	  7.28   	  -5.09		  5.98   	   0.00		
  3.66   	  7.63   	  7.26   	  -5.09		  5.98   	   0.00		
  4.88   	  7.93   	  7.24   	   0.00		  5.98   	   0.00		
  4.58   	  6.71   	  7.24   	  -5.09		  5.98   	   0.00		
  3.66   	  6.10   	  7.22   	   0.00		  5.98   	   0.00		
  3.66   	  6.71   	  7.22   	   0.00		  5.98   	   0.00		
  4.88   	  9.16   	  7.22   	  -5.09		  5.98   	   0.00		
  7.02   	 11.90   	  7.20   	   0.00		  5.98   	   0.00		
  8.85   	 13.12   	  7.20   	  -5.09		  5.98   	   0.00		
  8.24   	 12.82   	  7.18   	   0.00		  5.98   	   5.09		
  5.19   	 11.60   	  7.18   	   0.00		  6.00   	   0.00		
  1.22   	 10.99   	  7.18   	  -5.09		  6.00   	   0.00		
 -1.53   	 10.68   	  7.16   	   0.00		  6.00   	   0.00		
  0.00   	 10.99   	  7.16   	   0.00		  6.00   	   0.00		
  6.71   	 11.60   	  7.16   	   0.00		  6.00   	   0.00		
 15.87   	 12.21   	  7.16   	   0.00		  6.00   	   5.09		
 22.28   	 13.12   	  7.16   	  -5.09		  6.02   	   0.00		
 22.28   	 14.34   	  7.14   	   5.09		  6.02   	   0.00		
 14.95   	 14.95   	  7.16   	   0.00		  6.02   	   5.09		
  4.58   	 14.34   	  7.16   	   0.00		  6.04   	   0.00		
 -2.14   	 12.51   	  7.16   	   0.00		  6.04   	   0.00		
 -1.83   	 10.38   	  7.16   	   5.09		  6.04   	   5.09		
  3.36   	  9.16   	  7.18   	   0.00		  6.06   	   0.00		
  7.93   	  9.77   	  7.18   	   5.09		  6.06   	   0.00		
  7.93   	 11.29   	  7.20   	   0.00		  6.06   	   5.09		
  4.88   	 13.43   	  7.20   	   5.09		  6.08   	   0.00		
  3.36   	 14.34   	  7.22   	   5.09		  6.08   	   0.00		
  5.19   	 13.73   	  7.24   	   5.09		  6.08   	   0.00		
  9.77   	 12.51   	  7.26   	   5.09		  6.08   	   5.09		
 12.51   	 11.90   	  7.28   	  10.17		  6.10   	   0.00		
 11.29   	 12.21   	  7.32   	  10.17		  6.10   	   0.00		
  7.32   	 13.43   	  7.37   	  10.17		  6.10   	   0.00		
  2.75   	 14.95   	  7.41   	  15.26		  6.10   	   0.00		
 -0.31   	 15.26   	  7.47   	  10.17		  6.10   	   0.00		
 -1.22   	 13.73   	  7.51   	  15.26		  6.10   	   0.00		
 -0.61   	 11.90   	  7.57   	  10.17		  6.10   	   5.09		
  1.22   	 10.38   	  7.61   	   5.09		  6.12   	   0.00		
  3.36   	 10.07   	  7.63   	  10.17		  6.12   	   0.00		
  5.19   	 10.38   	  7.67   	   0.00		  6.12   	   0.00		
  6.71   	 10.38   	  7.67   	   0.00		  6.12   	  -5.09		
  8.54   	 10.07   	  7.67   	   0.00		  6.10   	   0.00		
 10.68   	 10.38   	  7.67   	  -5.09		  6.10   	  -5.09		
 13.12   	 12.82   	  7.65   	  -5.09		  6.08   	 -10.17		
 15.87   	 20.14   	  7.63   	   0.00		  6.04   	   0.00		
 18.62   	 32.96   	  7.63   	  -5.09		  6.04   	  -5.09		
 22.58   	 49.74   	  7.61   	  -5.09		  6.02   	   0.00		
 28.08   	 67.14   	  7.59   	  -5.09		  6.02   	   5.09		
 33.26   	 80.26   	  7.57   	   0.00		  6.04   	   0.00		
 35.40   	 85.14   	  7.57   	  -5.09		  6.04   	  10.17		
 33.87   	 82.40   	  7.55   	   0.00		  6.08   	   5.09		
 29.91   	 76.29   	  7.55   	   0.00		  6.10   	  10.17		
 26.55   	 73.85   	  7.55   	   0.00		  6.14   	   5.09		
 26.55   	 79.04   	  7.55   	   0.00		  6.16   	  10.17		
 29.91   	 90.64   	  7.55   	  -5.09		  6.21   	   0.00		
 35.10   	101.62   	  7.53   	  -5.09		  6.21   	   5.09		
 41.20   	105.90   	  7.51   	  -5.09		  6.23   	   0.00		
 47.00   	104.06   	  7.49   	 -10.17		  6.23   	   0.00		
 51.88   	101.01   	  7.45   	 -10.17		  6.23   	   0.00		
 53.10   	101.32   	  7.41   	 -10.17		  6.23   	  -5.09		
 50.96   	104.37   	  7.37   	 -10.17		  6.21   	   0.00		
 46.08   	103.76   	  7.32   	 -15.26		  6.21   	  -5.09		
 43.03   	 93.38   	  7.26   	 -10.17		  6.19   	 -10.17		
 43.64   	 74.77   	  7.22   	 -15.26		  6.14   	  -5.09		
 48.22   	 55.85   	  7.16   	 -15.26		  6.12   	 -10.17		
 54.63   	 47.61   	  7.10   	 -15.26		  6.08   	 -10.17		
 61.95   	 54.32   	  7.04   	 -10.17		  6.04   	 -10.17		
 70.80   	 70.80   	  7.00   	 -10.17		  6.00   	 -10.17		
 79.96   	 85.45   	  6.96   	 -10.17		  5.96   	  -5.09		
 84.84   	 87.59   	  6.92   	  -5.09		  5.94   	  -5.09		
 79.35   	 72.94   	  6.90(D)	   0.00		  5.92   	   0.00		
 61.34   	 46.08   	  6.90   	   0.00		  5.92   	   5.09		
 35.71   	 18.01   	  6.90   	   5.09		  5.94   	   5.09		
 11.29   	 -2.14   	  6.92   	  10.17		  5.96   	  15.26		
 -3.36   	-11.29   	  6.96   	  15.26		  6.02   	  15.26		
 -5.49   	-12.82   	  7.02   	  20.35		  6.08   	  20.35		
  0.00   	-12.82   	  7.10   	  30.52		  6.16   	  15.26		
  4.88   	-14.95   	  7.22   	  35.61		  6.23   	  20.35		
  4.88   	-18.92   	  7.37   	  40.69		  6.31   	  15.26		
  0.00   	-22.28   	  7.53   	  45.78		  6.37   	   5.09		
 -5.80   	-23.80   	  7.71   	  50.86		  6.39   	   5.09		
 -7.63   	-23.50   	  7.91   	  50.86		  6.41   	  -5.09		
 -5.49   	-22.89   	  8.12   	  50.86		  6.39   	  -5.09		
 -3.36   	-22.89   	  8.32   	  45.78		  6.37   	 -10.17		
 -5.49   	-23.80   	  8.50   	  35.61		  6.33   	  -5.09		
-11.90   	-25.02   	  8.65   	  20.35		  6.31   	  -5.09		
-19.53   	-25.63   	  8.73   	  10.17		  6.29   	   0.00		
-23.19   	-25.33   	  8.77   	   0.00		  6.29   	   5.09		
-19.53   	-24.41   	  8.77   	 -10.17		  6.31   	  10.17		
-11.60   	-23.50   	  8.73   	 -20.35		  6.35   	  15.26		
 -5.19   	-22.58   	  8.65   	 -25.43		  6.41   	  25.43		
 -3.05   	-21.97   	  8.55   	 -25.43		  6.51   	  25.43		
 -6.41   	-21.06   	  8.44   	 -30.52		  6.61   	  30.52		
-11.90   	-20.14   	  8.32   	 -25.43		  6.73   	  35.61		
-17.09   	-17.40   	  8.22   	 -20.35		  6.88   	  40.69		
-22.89   	 -8.24   	  8.14   	 -20.35		  7.04   	  40.69		
-33.26   	 10.38   	  8.06   	 -15.26		  7.20   	  40.69		
-49.13   	 40.59   	  8.00   	 -10.17		  7.37   	  40.69		
-63.78   	 79.04   	  7.96   	 -10.17		  7.53   	  40.69		
-60.73   	119.02   	  7.91   	  -5.09		  7.69   	  35.61		
-18.01   	153.81   	  7.89   	  -5.09		  7.83   	  35.61		
 78.43   	181.88   	  7.87   	   5.09		  7.98   	  30.52		
220.03   	202.33   	  7.89(E)	   5.09		  8.10   	  25.43		
373.54   	198.06   	  7.91   	  15.26		  8.20   	  25.43		
491.03   	134.58   	  7.98   	  25.43		  8.30   	  20.35		
536.80   	-12.82   	  8.08   	  35.61		  8.38   	  15.26		
506.90   	-225.52   	  8.22   	  45.78		  8.44   	  10.17		
429.69   	-439.76   	  8.40   	  66.12		  8.48   	  10.17		
342.10   	-578.92   	  8.67   	  76.30		  8.52   	   5.09		
270.39   	-617.07   	  8.97   	  96.64		  8.55   	   5.09		
218.81   	-599.67   	  9.36   	 111.90		  8.57   	   5.09		
180.66   	-598.75   	  9.81   	 132.25		  8.59   	   0.00		
151.67   	-642.40   	 10.34   	 142.42		  8.59   	   5.09		
133.67   	-692.75(R)	 10.91   	 162.77		  8.61(E)	   5.09		
126.65   	-684.20   	 11.56   	 188.20		  8.63   	   5.09		
124.51   	-583.80   	 12.31   	 208.54		  8.65   	  10.17		
117.19   	-421.45   	 13.14   	 249.24		  8.69   	  15.26		
 98.27   	-258.18   	 14.14   	 295.01		  8.75   	  20.35		
 69.58   	-141.60   	 15.32   	 345.88		  8.83   	  20.35		
 39.98   	-81.79   	 16.70   	 412.00		  8.91   	  30.52		
 17.70   	-61.04   	 18.35   	 488.30		  9.03   	  40.69		
  6.10   	-54.02   	 20.31   	 559.51		  9.20   	  55.95		
  3.05   	-46.08   	 22.54   	 645.98		  9.42   	  76.30		
  3.05   	-33.57   	 25.13   	 722.28		  9.73   	  91.56		
  1.22   	-19.23   	 28.02   	 798.57		 10.09   	 111.90		
 -3.97   	 -7.93   	 31.21   	 854.52		 10.54   	 111.90		
-10.38   	 -2.44   	 34.63   	 905.39		 10.99   	 122.07		
-14.95   	 -1.22   	 38.25   	 940.99		 11.48   	 111.90		
-16.48   	  0.00   	 42.01   	 946.08		 11.92   	 116.99		
-15.87   	  3.66   	 45.80   	 940.99		 12.39   	 111.90		
-14.65   	  9.16   	 49.56   	 910.47		 12.84   	 122.07		
-14.04   	 14.65   	 53.20   	 859.61		 13.33   	 137.33		
-13.43   	 18.92   	 56.64   	 793.49		 13.88   	 142.42		
-12.82   	 20.75   	 59.82   	 717.19		 14.45   	 162.77		
-13.73   	 20.75   	 62.69   	 625.63		 15.10   	 167.85		
-15.87   	 19.53   	 65.19   	 554.42		 15.77   	 172.94		
-17.70   	 18.92   	 67.41   	 488.30		 16.46   	 167.85		
-18.01   	 20.14   	 69.36   	 447.61		 17.13   	 157.68		
-15.87   	 23.50   	 71.15   	 432.35		 17.76   	 137.33		
-13.43   	 27.47   	 72.88   	 437.43		 18.31   	 111.90		
-12.21   	 30.52   	 74.63   	 447.61		 18.76   	  81.38		
-12.51   	 31.13   	 76.42   	 467.95		 19.08   	  61.04		
-13.73   	 30.21   	 78.29   	 473.04		 19.33   	  40.69		
-14.65   	 28.99   	 80.18   	 457.78		 19.49   	  20.35		
-14.65   	 28.38   	 82.01   	 422.18		 19.57   	  15.26		
-13.73   	 28.99   	 83.70   	 350.97		 19.63   	  15.26		
-10.99   	 31.13   	 85.11   	 259.41		 19.69   	  10.17		
 -7.93   	 33.57   	 86.14   	 137.33		 19.74   	  20.35		
 -5.49   	 35.40   	 86.69   	 -25.43		 19.82   	  20.35		
 -5.19   	 35.10   	 86.59   	-198.37		 19.90   	  30.52		
 -6.41   	 33.26   	 85.80   	-381.48		 20.02   	  30.52		
 -8.85   	 31.43   	 84.27   	-554.42		 20.14   	  40.69		
 -9.77   	 31.13   	 82.05   	-666.32		 20.31   	  45.78		
 -8.85   	 33.87   	 79.39   	-707.02		 20.49   	  50.86		
 -6.10   	 38.45   	 76.56   	-645.98		 20.69   	  50.86		
 -2.44   	 43.64   	 73.98   	-488.30		 20.90   	  45.78		
  0.92   	 47.61   	 72.02   	-223.80		 21.08   	  45.78		
  2.75   	 50.05   	 71.13   	  81.38		 21.26   	  40.69		
  2.14   	 51.27   	 71.45   	 412.00		 21.42   	  35.61		
  1.53   	 52.19   	 73.10   	 707.02		 21.57   	  25.43		
  2.44   	 52.80   	 75.93   	 915.56		 21.67   	  20.35		
  4.58   	 53.71   	 79.59   	1022.38		 21.75   	  15.26		
  7.63   	 54.93   	 83.68   	1012.20		 21.81   	  10.17		
 10.07   	 57.07   	 87.73   	 900.30		 21.85   	  10.17		
 12.21   	 60.73   	 91.33   	 696.84		 21.89   	  10.17		
 14.65   	 65.31   	 94.12   	 457.78		 21.93   	  10.17		
 18.01   	 69.89   	 95.95   	 213.63		 21.97   	  10.17		
 20.75   	 73.85   	 96.81   	 -15.26		 22.01   	  15.26		
 21.67   	 76.60   	 96.74   	-172.94		 22.08   	  10.17		
 21.67   	 78.43   	 96.05   	-274.67		 22.12   	  15.26		
 21.97   	 80.26   	 94.95   	-289.93		 22.18   	  15.26		
 23.50   	 82.70   	 93.79   	-244.15		 22.24   	  10.17		
 26.55   	 86.06   	 92.82   	-162.77		 22.28   	  10.17		
 29.60   	 90.03   	 92.17   	 -50.86		 22.32   	   5.09		
 32.96   	 93.99   	 91.96   	  61.04		 22.34   	   5.09		
 36.32   	 98.27   	 92.21   	 147.51		 22.36(S)	   0.00		
 38.76   	101.93   	 92.80   	 198.37		 22.36   	   0.00		
 39.37   	105.59   	 93.59   	 213.63		 22.36   	   0.00		
 39.37   	108.64   	 94.45   	 198.37		 22.36   	  -5.09		
 41.50   	111.39   	 95.24   	 147.51		 22.34   	  -5.09		
 47.61   	114.14   	 95.83   	 101.73		 22.32   	  -5.09		
