  I     	  II     	  LV     	  LV'		  RV     	  RV'		
 -6.10   	  3.36   	 14.36   	  50.86		 14.55   	  40.69		
 -5.49   	  6.41   	 14.57   	  45.78		 14.71   	  40.69		
 -5.80   	  8.54   	 14.75   	  35.61		 14.87   	  30.52		
 -6.41   	  8.54   	 14.89   	  30.52		 14.99   	  25.43		
 -7.93   	  5.80   	 15.02   	  30.52		 15.10   	  20.35		
 -9.46   	  0.61   	 15.14   	  20.35		 15.18   	  10.17		
-10.68   	 -5.80   	 15.22   	  15.26		 15.22   	  10.17		
-11.29   	-12.82   	 15.28   	  10.17		 15.26   	  -5.09		
-10.68   	-19.23   	 15.32   	   5.09		 15.24   	  -5.09		
 -9.77   	-23.80   	 15.34   	   5.09		 15.22   	 -10.17		
 -8.85   	-25.94   	 15.36   	   0.00		 15.18   	 -15.26		
 -7.93   	-25.94   	 15.36   	   0.00		 15.12   	 -20.35		
 -7.63   	-24.11   	 15.36   	  -5.09		 15.04   	 -20.35		
 -7.63   	-21.97   	 15.34   	   0.00		 14.95   	 -20.35		
 -7.93   	-19.53   	 15.34   	  -5.09		 14.87   	 -20.35		
 -7.63   	-16.78   	 15.32   	   0.00		 14.79   	 -10.17		
 -6.71   	-14.04   	 15.32   	  -5.09		 14.75   	 -10.17		
 -6.41   	-11.60   	 15.30   	   0.00		 14.71   	 -10.17		
 -7.02   	-10.38   	 15.30   	  -5.09		 14.67   	  -5.09		
 -8.24   	-10.68   	 15.28   	   0.00		 14.65   	   0.00		
 -9.77   	-11.60   	 15.28   	  -5.09		 14.65   	   0.00		
-10.07   	-11.90   	 15.26   	  -5.09		 14.65   	   0.00		
-10.07   	-11.60   	 15.24   	  -5.09		 14.65(E)	   5.09		
 -9.77   	-10.68   	 15.22   	  -5.09		 14.67   	   5.09		
 -9.77   	-10.07   	 15.20   	  -5.09		 14.69   	   0.00		
 -9.46   	-10.38   	 15.18   	   0.00		 14.69   	   5.09		
 -8.24   	-11.29   	 15.18   	  -5.09		 14.71   	   5.09		
 -6.41   	-13.73   	 15.16   	   0.00		 14.73   	   5.09		
 -6.10   	-18.31   	 15.16   	   0.00		 14.75   	   5.09		
-10.07   	-27.16   	 15.16   	  -5.09		 14.77   	   5.09		
-18.62   	-44.25   	 15.14   	   0.00		 14.79   	   0.00		
-27.77   	-72.02   	 15.14   	   0.00		 14.79   	   5.09		
-31.13   	-100.71   	 15.14   	   0.00		 14.81   	   5.09		
-21.06   	-103.15   	 15.14   	  -5.09		 14.83   	   0.00		
  5.49   	-39.06   	 15.12   	   0.00		 14.83   	   5.09		
 46.39   	125.43   	 15.12   	   0.00		 14.85   	   0.00		
 94.60   	395.20   	 15.12   	   0.00		 14.85   	  10.17		
136.41   	726.62   	 15.12   	   0.00		 14.89   	   5.09		
157.17   	1035.46   	 15.12(E)	  10.17		 14.91   	  15.26		
 96.44   	1265.56(R)	 15.16   	  10.17		 14.97   	  15.26		
 27.47   	1131.90   	 15.20   	  15.26		 15.04   	  15.26		
-34.18   	883.79   	 15.26   	  20.35		 15.10   	  20.35		
-65.61   	597.84   	 15.34   	  35.61		 15.18   	  20.35		
-60.12   	341.19   	 15.48   	  40.69		 15.26   	  35.61		
-32.04   	153.20   	 15.65   	  55.95		 15.40   	  40.69		
 -6.10   	 41.81   	 15.87   	  71.21		 15.56   	  45.78		
  3.05   	 -8.85   	 16.15   	  91.56		 15.75   	  66.12		
 -3.05   	-25.02   	 16.52   	 116.99		 16.01   	  71.21		
-12.82   	-30.82   	 16.99   	 137.33		 16.30   	  91.56		
-16.78   	-38.15   	 17.54   	 172.94		 16.66   	 111.90		
-14.04   	-49.44   	 18.23   	 208.54		 17.11   	 122.07		
 -8.85   	-60.42   	 19.06   	 244.15		 17.60   	 137.33		
 -6.71   	-67.75   	 20.04   	 289.93		 18.15   	 152.59		
 -7.32   	-70.19   	 21.20   	 340.79		 18.76   	 152.59		
 -9.16   	-69.89   	 22.56   	 396.74		 19.37   	 162.77		
-10.38   	-70.19   	 24.15   	 452.69		 20.02   	 162.77		
-10.99   	-71.72   	 25.96   	 503.56		 20.67   	 172.94		
-11.29   	-73.85   	 27.98   	 554.42		 21.36   	 172.94		
-11.29   	-75.38   	 30.19   	 600.20		 22.05   	 183.11		
-11.29   	-75.38   	 32.59   	 635.81		 22.79   	 188.20		
-11.29   	-74.77   	 35.14   	 656.15		 23.54   	 198.37		
-11.60   	-73.55   	 37.76   	 676.50		 24.33   	 198.37		
-11.60   	-73.24   	 40.47   	 686.67		 25.13   	 208.54		
-10.68   	-73.55   	 43.21   	 686.67		 25.96   	 203.46		
 -9.77   	-74.46   	 45.96   	 676.50		 26.78   	 198.37		
 -8.54   	-75.68   	 48.67   	 671.41		 27.57   	 193.29		
 -8.24   	-77.21   	 51.35   	 651.07		 28.34   	 172.94		
 -8.24   	-79.35   	 53.96   	 630.72		 29.03   	 157.68		
 -8.54   	-81.48   	 56.48   	 610.37		 29.66   	 142.42		
 -8.85   	-83.01   	 58.92   	 579.86		 30.23   	 127.16		
 -9.46   	-83.92   	 61.24   	 549.34		 30.74   	 106.82		
-10.07   	-84.23   	 63.44   	 518.82		 31.17   	  96.64		
-10.38   	-84.23   	 65.51   	 483.21		 31.56   	  81.38		
-10.38   	-83.62   	 67.45   	 452.69		 31.88   	  76.30		
 -9.77   	-82.40   	 69.26   	 417.09		 32.19   	  66.12		
 -9.16   	-81.18   	 70.93   	 396.74		 32.45   	  66.12		
 -9.46   	-80.26   	 72.51   	 366.22		 32.72   	  55.95		
-10.99   	-79.65   	 73.98   	 340.79		 32.94   	  61.04		
-13.43   	-78.43   	 75.34   	 315.36		 33.18   	  55.95		
-15.26   	-76.60   	 76.60   	 295.01		 33.41   	  55.95		
-14.95   	-75.38   	 77.78   	 264.50		 33.63   	  61.04		
-12.21   	-76.29   	 78.84   	 244.15		 33.88   	  61.04		
 -7.93   	-80.26   	 79.82   	 218.72		 34.12   	  61.04		
 -4.58   	-87.28   	 80.69   	 193.29		 34.36   	  55.95		
 -3.36   	-94.60   	 81.46   	 178.03		 34.59   	  61.04		
 -4.88   	-100.40   	 82.18   	 167.85		 34.83   	  61.04		
 -8.24   	-103.45   	 82.85   	 157.68		 35.08   	  55.95		
-11.90   	-104.98   	 83.48   	 147.51		 35.30   	  61.04		
-15.26   	-106.81   	 84.07   	 142.42		 35.54   	  55.95		
-17.40   	-109.25   	 84.64   	 137.33		 35.77   	  55.95		
-17.70   	-111.39   	 85.19   	 132.25		 35.99   	  61.04		
-16.17   	-110.78   	 85.72   	 122.07		 36.24   	  55.95		
-13.12   	-105.90   	 86.21   	 116.99		 36.46   	  55.95		
 -9.77   	-99.49   	 86.67   	 106.82		 36.68   	  61.04		
 -7.32   	-94.30   	 87.10   	 101.73		 36.93   	  50.86		
 -5.80   	-92.16   	 87.51   	  96.64		 37.13   	  55.95		
 -4.58   	-92.47   	 87.89   	  96.64		 37.35   	  50.86		
 -3.05   	-93.08   	 88.28   	  91.56		 37.56   	  45.78		
 -0.92   	-91.55   	 88.65   	  96.64		 37.74   	  40.69		
  1.83   	-87.59   	 89.03   	  91.56		 37.90   	  40.69		
  4.27   	-81.79   	 89.40   	  91.56		 38.07   	  35.61		
  6.41   	-75.38   	 89.77   	  96.64		 38.21   	  30.52		
  8.85   	-69.89   	 90.15   	  86.47		 38.33   	  30.52		
 11.60   	-65.61   	 90.50   	  86.47		 38.45   	  30.52		
 14.95   	-63.17   	 90.84   	  81.38		 38.58   	  20.35		
 18.92   	-62.26   	 91.17   	  81.38		 38.66   	  25.43		
 24.72   	-61.34   	 91.50   	  76.30		 38.76   	  20.35		
 32.04   	-59.51   	 91.80   	  76.30		 38.84   	  15.26		
 38.76   	-55.24   	 92.11   	  71.21		 38.90   	  20.35		
 43.33   	-49.13   	 92.39   	  66.12		 38.98   	  15.26		
 44.25   	-41.20   	 92.65   	  61.04		 39.04   	  15.26		
 41.81   	-32.96   	 92.90   	  61.04		 39.10   	  15.26		
 37.84   	-24.41   	 93.14   	  50.86		 39.17   	  15.26		
 33.57   	-16.48   	 93.35   	  50.86		 39.23   	  20.35		
 29.30   	 -9.46   	 93.55   	  45.78		 39.31   	  15.26		
 24.41   	 -3.66   	 93.73   	  40.69		 39.37   	  20.35		
 18.62   	  2.14   	 93.90   	  40.69		 39.45   	  15.26		
 11.90   	  8.24   	 94.06   	  35.61		 39.51   	  20.35		
  5.49   	 13.73   	 94.20   	  25.43		 39.59   	  15.26		
  0.31   	 17.09   	 94.30   	  25.43		 39.65   	  10.17		
 -2.75   	 17.70   	 94.40   	  10.17		 39.69   	  15.26		
 -3.97   	 15.87   	 94.45   	   5.09		 39.76   	  10.17		
 -4.58   	 12.21   	 94.47(S)	  -5.09		 39.80   	  10.17		
 -5.19   	  8.24   	 94.45   	 -15.26		 39.84   	   5.09		
 -6.71   	  3.36   	 94.38   	 -25.43		 39.86   	   5.09		
 -8.54   	 -0.92   	 94.28   	 -40.69		 39.88   	   5.09		
 -8.85   	 -3.66   	 94.12   	 -50.86		 39.90(S)	   0.00		
 -7.02   	 -2.75   	 93.92   	 -71.21		 39.90   	 -10.17		
 -4.27   	  2.75   	 93.63   	 -86.47		 39.86   	 -10.17		
 -2.44   	 11.90   	 93.29   	-111.90		 39.82   	 -15.26		
 -2.75   	 21.67   	 92.84   	-132.25		 39.76   	 -20.35		
 -6.10   	 28.99   	 92.31   	-162.77		 39.67   	 -30.52		
-10.38   	 33.26   	 91.66   	-188.20		 39.55   	 -35.61		
-13.43   	 35.40   	 90.91   	-223.80		 39.41   	 -45.78		
-13.73   	 36.93   	 90.01   	-264.50		 39.23   	 -55.95		
-11.60   	 38.76   	 88.95   	-315.36		 39.00   	 -61.04		
 -8.54   	 41.50   	 87.69   	-361.14		 38.76   	 -71.21		
 -6.71   	 43.95   	 86.25   	-427.26		 38.47   	 -86.47		
 -7.02   	 46.39   	 84.54   	-483.21		 38.13   	 -91.56		
 -8.24   	 48.83   	 82.60   	-544.25		 37.76   	-106.82		
 -8.85   	 52.49   	 80.43   	-595.11		 37.33   	-116.99		
 -7.63   	 56.76   	 78.05   	-640.89		 36.87   	-127.16		
 -4.88   	 61.04   	 75.48   	-671.41		 36.36   	-137.33		
 -2.44   	 63.17   	 72.80   	-686.67		 35.81   	-147.51		
 -1.53   	 61.34   	 70.05   	-686.67		 35.22   	-162.77		
 -2.44   	 56.46   	 67.30   	-686.67		 34.57   	-167.85		
 -3.97   	 50.35   	 64.56   	-676.50		 33.90   	-178.03		
 -3.97   	 45.78   	 61.85   	-661.24		 33.18   	-193.29		
 -2.75   	 43.95   	 59.21   	-645.98		 32.41   	-193.29		
 -0.61   	 43.03   	 56.62   	-630.72		 31.64   	-208.54		
  0.92   	 40.59   	 54.10   	-625.63		 30.80   	-213.63		
  1.22   	 36.32   	 51.60   	-615.46		 29.95   	-223.80		
  1.53   	 30.82   	 49.14   	-600.20		 29.05   	-228.89		
  1.83   	 26.25   	 46.73   	-595.11		 28.14   	-233.98		
  3.05   	 23.50   	 44.35   	-574.77		 27.20   	-239.06		
  3.97   	 21.67   	 42.05   	-559.51		 26.25   	-239.06		
  3.97   	 19.23   	 39.82   	-539.16		 25.29   	-244.15		
  2.44   	 16.17   	 37.66   	-518.82		 24.31   	-239.06		
  0.31   	 13.12   	 35.58   	-493.39		 23.36   	-239.06		
 -2.14   	 10.68   	 33.61   	-467.95		 22.40   	-233.98		
 -4.58   	  8.54   	 31.74   	-447.61		 21.46   	-223.80		
 -6.71   	  6.10   	 29.95   	-422.18		 20.57   	-218.72		
 -7.63   	  2.75   	 28.26   	-401.83		 19.69   	-208.54		
 -7.02   	 -0.31   	 26.65   	-386.57		 18.86   	-198.37		
 -5.49   	 -1.83   	 25.11   	-366.22		 18.07   	-183.11		
 -3.66   	 -0.92   	 23.64   	-340.79		 17.33   	-178.03		
 -1.83   	  1.83   	 22.28   	-325.53		 16.62   	-162.77		
  0.00   	  5.19   	 20.98   	-295.01		 15.97   	-152.59		
  1.83   	  8.54   	 19.80   	-274.67		 15.36   	-147.51		
  3.66   	 11.60   	 18.70   	-249.24		 14.77   	-132.25		
  4.88   	 13.73   	 17.70   	-223.80		 14.24   	-127.16		
  5.19   	 16.17   	 16.81   	-203.46		 13.73   	-116.99		
  3.97   	 18.62   	 15.99   	-178.03		 13.27   	-111.90		
  1.53   	 21.97   	 15.28   	-157.68		 12.82   	-101.73		
 -1.22   	 26.25   	 14.65   	-142.42		 12.41   	 -86.47		
 -3.36   	 30.82   	 14.08   	-127.16		 12.07   	 -86.47		
 -3.97   	 35.10   	 13.57   	-106.82		 11.72   	 -71.21		
 -2.75   	 38.15   	 13.14   	 -96.64		 11.43   	 -61.04		
 -0.61   	 39.37   	 12.76   	 -81.38		 11.19   	 -55.95		
  0.92   	 39.06   	 12.43   	 -66.12		 10.97   	 -40.69		
  0.31   	 37.54   	 12.17   	 -50.86		 10.80   	 -30.52		
 -2.14   	 35.71   	 11.96   	 -40.69		 10.68   	 -15.26		
 -5.19   	 34.48   	 11.80   	 -25.43		 10.62   	 -10.17		
 -7.32   	 35.10   	 11.70   	  -5.09		 10.58(D)	  10.17		
 -7.32   	 36.01   	 11.68(D)	   0.00		 10.62   	  15.26		
 -6.41   	 36.62   	 11.68   	  15.26		 10.68   	  35.61		
 -5.49   	 35.10   	 11.74   	  25.43		 10.82   	  40.69		
 -5.80   	 31.74   	 11.84   	  40.69		 10.99   	  50.86		
 -7.02   	 27.77   	 12.00   	  45.78		 11.19   	  61.04		
 -8.24   	 24.72   	 12.19   	  55.95		 11.43   	  66.12		
 -9.16   	 21.97   	 12.41   	  66.12		 11.70   	  71.21		
 -8.85   	 19.53   	 12.68   	  76.30		 11.98   	  76.30		
 -7.93   	 16.17   	 12.98   	  81.38		 12.29   	  76.30		
 -6.41   	 12.21   	 13.31   	  91.56		 12.59   	  81.38		
 -5.49   	  8.24   	 13.67   	  96.64		 12.92   	  91.56		
 -5.49   	  4.27   	 14.06   	 101.73		 13.29   	  86.47		
 -6.10   	  0.00   	 14.47   	 111.90		 13.63   	  91.56		
 -7.02   	 -5.19   	 14.91   	 116.99		 14.00   	  86.47		
 -7.63   	-11.29   	 15.38   	 116.99		 14.34   	  86.47		
 -8.54   	-18.01   	 15.85   	 122.07		 14.69   	  71.21		
 -9.46   	-24.41   	 16.34   	 111.90		 14.97   	  61.04		
-10.38   	-29.30   	 16.79   	 106.82		 15.22   	  50.86		
-10.07   	-31.13   	 17.21   	  91.56		 15.42   	  30.52		
 -8.85   	-29.60   	 17.58   	  81.38		 15.54   	  15.26		
 -6.71   	-24.11   	 17.90   	  66.12		 15.61   	   5.09		
 -5.19   	-16.78   	 18.17   	  55.95		 15.63   	 -10.17		
 -4.58   	 -9.16   	 18.39   	  45.78		 15.58   	 -10.17		
 -4.88   	 -2.44   	 18.58   	  40.69		 15.54   	 -15.26		
 -4.58   	  3.05   	 18.74   	  25.43		 15.48   	 -15.26		
 -3.05   	  7.93   	 18.84   	  30.52		 15.42   	 -10.17		
 -1.22   	 12.21   	 18.96   	  20.35		 15.38   	  -5.09		
 -0.31   	 15.56   	 19.04   	  25.43		 15.36   	   0.00		
 -0.61   	 18.01   	 19.15   	  20.35		 15.36   	   5.09		
 -2.44   	 19.84   	 19.23   	  15.26		 15.38   	  15.26		
 -4.88   	 20.75   	 19.29   	  20.35		 15.44   	  20.35		
 -7.02   	 21.06   	 19.37   	  15.26		 15.52   	  20.35		
 -9.77   	 20.45   	 19.43   	  10.17		 15.61   	  25.43		
-11.90   	 20.45   	 19.47   	  15.26		 15.71   	  20.35		
-13.43   	 21.36   	 19.53   	  10.17		 15.79   	  25.43		
-13.43   	 23.80   	 19.57   	   5.09		 15.89   	  25.43		
-13.12   	 26.86   	 19.59   	  10.17		 15.99   	  25.43		
-13.12   	 28.69   	 19.63   	   5.09		 16.09   	  20.35		
-14.04   	 28.69   	 19.65   	   5.09		 16.17   	  20.35		
-14.65   	 27.16   	 19.67   	   0.00		 16.26   	  20.35		
-14.04   	 25.94   	 19.67   	   0.00		 16.34   	  15.26		
-12.21   	 25.94   	 19.67   	   0.00		 16.40   	  10.17		
 -9.77   	 26.55   	 19.67   	   0.00		 16.44   	  10.17		
 -8.85   	 26.25   	 19.67   	  -5.09		 16.48   	   5.09		
 -9.46   	 23.80   	 19.65   	  -5.09		 16.50   	   5.09		
-10.99   	 18.31   	 19.63   	 -10.17		 16.52   	   0.00		
-12.82   	 11.60   	 19.59   	 -10.17		 16.52   	   5.09		
-13.43   	  4.88   	 19.55   	 -10.17		 16.54   	   0.00		
-13.12   	  0.00   	 19.51   	 -10.17		 16.54   	   5.09		
-12.21   	 -2.75   	 19.47   	 -10.17		 16.56   	   0.00		
-11.29   	 -3.05   	 19.43   	  -5.09		 16.56   	   5.09		
-10.38   	 -2.44   	 19.41   	 -10.17		 16.58   	   5.09		
-10.38   	 -1.83   	 19.37   	  -5.09		 16.60   	   5.09		
-10.38   	 -2.75   	 19.35   	  -5.09		 16.62   	   5.09		
-10.99   	 -5.49   	 19.33   	  -5.09		 16.64   	   0.00		
-11.29   	 -9.77   	 19.31   	  -5.09		 16.64   	   0.00		
-12.21   	-14.04   	 19.29   	  -5.09		 16.64   	  -5.09		
-13.12   	-16.48   	 19.27   	   0.00		 16.62   	 -10.17		
-13.43   	-15.56   	 19.27   	  -5.09		 16.58   	  -5.09		
-12.82   	-11.60   	 19.25   	  -5.09		 16.56   	 -10.17		
-10.38   	 -5.49   	 19.23   	   0.00		 16.52   	 -10.17		
 -7.32   	  0.00   	 19.23   	  -5.09		 16.48   	 -10.17		
 -3.97   	  3.05   	 19.21   	   0.00		 16.44   	 -10.17		
 -2.14   	  3.36   	 19.21   	   0.00		 16.40   	  -5.09		
 -1.22   	  1.53   	 19.21   	   0.00		 16.38   	   0.00		
 -0.61   	  0.00   	 19.21   	   0.00		 16.38   	  -5.09		
  0.31   	  0.31   	 19.21   	  -5.09		 16.36   	   0.00		
  0.92   	  2.44   	 19.19   	   0.00		 16.36   	   0.00		
  1.22   	  5.49   	 19.19   	   0.00		 16.36   	   0.00		
  0.61   	  9.16   	 19.19   	   0.00		 16.36   	   0.00		
 -0.92   	 12.51   	 19.19   	   0.00		 16.36   	   0.00		
 -3.36   	 14.65   	 19.19   	   0.00		 16.36   	   0.00		
 -5.80   	 15.56   	 19.19   	   0.00		 16.36   	  -5.09		
 -8.24   	 15.56   	 19.19   	   0.00		 16.34   	   0.00		
-10.68   	 14.65   	 19.19   	   0.00		 16.34   	  -5.09		
-12.21   	 14.04   	 19.19   	   0.00		 16.32   	  -5.09		
-13.73   	 14.65   	 19.19   	   0.00		 16.30   	   0.00		
-14.95   	 16.17   	 19.19   	   5.09		 16.30   	  -5.09		
-15.56   	 18.62   	 19.21   	   0.00		 16.28   	   0.00		
-14.65   	 21.97   	 19.21   	   5.09		 16.28   	   0.00		
-12.51   	 25.33   	 19.23   	   5.09		 16.28   	   0.00		
-10.07   	 27.77   	 19.25   	   5.09		 16.28   	   0.00		
 -8.54   	 28.38   	 19.27   	   5.09		 16.28   	  -5.09		
 -8.24   	 26.86   	 19.29   	   0.00		 16.26   	   0.00		
 -9.16   	 23.50   	 19.29   	   5.09		 16.26   	   0.00		
-10.07   	 18.01   	 19.31   	   5.09		 16.26   	  -5.09		
-10.07   	 10.99   	 19.33   	   5.09		 16.24   	  -5.09		
 -9.46   	  1.83   	 19.35   	   0.00		 16.22   	  -5.09		
 -8.85   	 -8.85   	 19.35   	   5.09		 16.20   	  -5.09		
 -8.54   	-21.06   	 19.37   	   0.00		 16.17   	  -5.09		
 -7.63   	-32.35   	 19.37   	   5.09		 16.15   	   0.00		
 -7.02   	-40.28   	 19.39   	   5.09		 16.15   	  -5.09		
 -7.02   	-42.42   	 19.41   	   5.09		 16.13   	   0.00		
 -8.54   	-38.76   	 19.43   	   0.00		 16.13   	   0.00		
-11.29   	-31.13   	 19.43   	   5.09		 16.13   	   0.00		
-14.95   	-21.67   	 19.45   	   5.09		 16.13   	   0.00		
-17.70   	-12.82   	 19.47   	   0.00		 16.13   	   5.09		
-18.62   	 -5.80   	 19.47   	   5.09		 16.15   	   0.00		
-18.01   	 -0.61   	 19.49   	   5.09		 16.15   	   5.09		
-17.09   	  3.36   	 19.51   	   5.09		 16.17   	   0.00		
-15.87   	  6.71   	 19.53   	   0.00		 16.17   	   5.09		
-14.65   	  9.77   	 19.53   	   5.09		 16.20   	   5.09		
-13.12   	 12.21   	 19.55   	   5.09		 16.22   	   5.09		
-10.68   	 14.04   	 19.57   	   0.00		 16.24   	   5.09		
 -8.24   	 14.95   	 19.57   	   0.00		 16.26   	   5.09		
 -6.71   	 14.65   	 19.57   	   5.09		 16.28   	   0.00		
 -6.10   	 13.43   	 19.59   	   0.00		 16.28   	   5.09		
 -6.71   	 13.12   	 19.59   	   0.00		 16.30   	   5.09		
 -7.02   	 13.73   	 19.59   	   0.00		 16.32   	   0.00		
 -7.02   	 15.56   	 19.59   	   0.00		 16.32   	   5.09		
 -6.41   	 17.70   	 19.59   	   5.09		 16.34   	   0.00		
 -5.80   	 18.92   	 19.61   	   0.00		 16.34   	   0.00		
 -6.41   	 18.62   	 19.61   	   0.00		 16.34   	   0.00		
 -8.24   	 17.40   	 19.61   	   5.09		 16.34   	   0.00		
-10.99   	 16.17   	 19.63   	   0.00		 16.34   	   0.00		
-13.43   	 16.48   	 19.63   	   0.00		 16.34   	   0.00		
-14.65   	 18.62   	 19.63   	   5.09		 16.34   	   0.00		
-14.65   	 21.97   	 19.65   	   0.00		 16.34   	  -5.09		
-14.04   	 24.72   	 19.65   	   0.00		 16.32   	   0.00		
-14.04   	 24.72   	 19.65   	   0.00		 16.32   	   0.00		
-14.34   	 23.50   	 19.65   	   5.09		 16.32   	   0.00		
-14.04   	 23.19   	 19.67   	   0.00		 16.32   	  -5.09		
-12.82   	 25.33   	 19.67   	   0.00		 16.30   	   0.00		
-10.68   	 29.60   	 19.67   	   0.00		 16.30   	   5.09		
 -8.24   	 33.26   	 19.67   	   5.09		 16.32   	   0.00		
 -7.02   	 33.87   	 19.69   	   0.00		 16.32   	   0.00		
 -7.02   	 29.60   	 19.69   	   0.00		 16.32   	   0.00		
 -7.93   	 22.28   	 19.69   	   0.00		 16.32   	   5.09		
 -7.93   	 14.04   	 19.69   	   0.00		 16.34   	   0.00		
 -7.32   	  6.10   	 19.69   	   0.00		 16.34   	   5.09		
 -6.10   	  0.00   	 19.69   	   0.00		 16.36   	   5.09		
 -5.19   	 -4.58   	 19.69   	   5.09		 16.38   	   0.00		
 -4.58   	 -7.93   	 19.72   	   0.00		 16.38   	   5.09		
 -5.19   	-10.99   	 19.72   	   5.09		 16.40   	   5.09		
 -7.02   	-14.65   	 19.74   	   5.09		 16.42   	   5.09		
 -9.46   	-19.23   	 19.76   	   0.00		 16.44   	   0.00		
-11.90   	-24.11   	 19.76   	   5.09		 16.44   	   5.09		
-12.82   	-26.86   	 19.78   	   0.00		 16.46   	   5.09		
-12.82   	-25.94   	 19.78   	   0.00		 16.48   	   5.09		
-11.60   	-21.67   	 19.78   	   5.09		 16.50   	   0.00		
-10.99   	-15.87   	 19.80   	   0.00		 16.50   	   5.09		
-11.29   	-10.68   	 19.80   	   0.00		 16.52   	   5.09		
-12.51   	 -7.93   	 19.80   	   0.00		 16.54   	   5.09		
-13.12   	 -6.41   	 19.80   	   5.09		 16.56   	   5.09		
-12.21   	 -5.80   	 19.82   	   0.00		 16.58   	   5.09		
-10.07   	 -5.80   	 19.82   	   0.00		 16.60   	   5.09		
 -7.02   	 -7.32   	 19.82   	   0.00		 16.62   	  10.17		
 -5.19   	-11.60   	 19.82   	   5.09		 16.66   	   5.09		
 -5.19   	-18.01   	 19.84   	   0.00		 16.68   	   5.09		
 -6.41   	-25.02   	 19.84   	   0.00		 16.70   	   5.09		
 -7.93   	-29.91   	 19.84   	   0.00		 16.72   	   0.00		
 -9.16   	-29.91   	 19.84   	  -5.09		 16.72   	   5.09		
 -9.77   	-24.72   	 19.82   	   0.00		 16.74   	   0.00		
-10.07   	-16.17   	 19.82   	   0.00		 16.74   	   0.00		
-10.38   	 -7.63   	 19.82   	   0.00		 16.74   	   0.00		
-10.38   	 -1.83   	 19.82   	   5.09		 16.74   	   0.00		
-10.68   	  1.22   	 19.84   	   0.00		 16.74   	   0.00		
-10.99   	  3.36   	 19.84   	   0.00		 16.74   	  -5.09		
-10.68   	  5.19   	 19.84   	   0.00		 16.72   	   0.00		
-10.38   	  7.93   	 19.84   	   0.00		 16.72   	   0.00		
-10.38   	 10.99   	 19.84   	   0.00		 16.72   	  -5.09		
-10.38   	 13.12   	 19.84   	   0.00		 16.70   	  -5.09		
-10.38   	 14.95   	 19.84   	   5.09		 16.68   	   0.00		
-10.07   	 16.78   	 19.86   	   0.00		 16.68   	  -5.09		
 -9.16   	 18.62   	 19.86   	  -5.09		 16.66   	   0.00		
 -8.24   	 18.92   	 19.84   	   0.00		 16.66   	   0.00		
 -7.32   	 18.01   	 19.84   	   0.00		 16.66   	   0.00		
 -7.02   	 15.87   	 19.84   	   0.00		 16.66   	  -5.09		
 -6.10   	 14.65   	 19.84   	   0.00		 16.64   	   0.00		
 -4.88   	 15.26   	 19.84   	   0.00		 16.64   	   5.09		
 -3.97   	 17.09   	 19.84   	   0.00		 16.66   	   0.00		
 -4.58   	 19.53   	 19.84   	   0.00		 16.66   	   0.00		
 -7.02   	 21.06   	 19.84   	   0.00		 16.66   	   0.00		
-10.07   	 22.28   	 19.84   	   0.00		 16.66   	   5.09		
-12.21   	 24.41   	 19.84   	   0.00		 16.68   	   0.00		
-11.90   	 27.16   	 19.84   	   0.00		 16.68   	   0.00		
-10.07   	 28.69   	 19.84   	   0.00		 16.68   	   5.09		
 -7.63   	 26.86   	 19.84   	   0.00		 16.70   	   5.09		
 -6.10   	 20.45   	 19.84   	   5.09		 16.72   	   0.00		
 -6.41   	 10.68   	 19.86   	   0.00		 16.72   	   5.09		
 -7.63   	  0.92   	 19.86   	   0.00		 16.74   	   0.00		
 -8.85   	 -6.10   	 19.86   	   0.00		 16.74   	   0.00		
 -9.46   	 -8.85   	 19.86   	   0.00		 16.74   	   5.09		
 -9.77   	 -7.93   	 19.86   	   0.00		 16.76   	   0.00		
 -9.46   	 -5.49   	 19.86   	   0.00		 16.76   	   5.09		
 -9.16   	 -3.36   	 19.86   	  -5.09		 16.79   	   0.00		
 -9.16   	 -2.75   	 19.84   	   0.00		 16.79   	   5.09		
 -8.85   	 -3.97   	 19.84   	   0.00		 16.81   	   5.09		
 -7.93   	 -6.10   	 19.84   	   0.00		 16.83   	   5.09		
 -6.41   	 -8.24   	 19.84   	   0.00		 16.85   	   5.09		
 -3.97   	-10.07   	 19.84   	   0.00		 16.87   	   0.00		
 -1.83   	-10.99   	 19.84   	   5.09		 16.87   	   5.09		
 -0.31   	-11.60   	 19.86   	   0.00		 16.89   	   5.09		
 -0.31   	-10.68   	 19.86   	   0.00		 16.91   	   5.09		
 -2.44   	 -8.54   	 19.86   	  -5.09		 16.93   	   0.00		
 -4.88   	 -4.58   	 19.84   	   0.00		 16.93   	   0.00		
 -7.32   	  0.92   	 19.84   	   0.00		 16.93   	   5.09		
 -8.54   	  5.49   	 19.84   	  -5.09		 16.95   	   0.00		
 -9.16   	  8.54   	 19.82   	   0.00		 16.95   	   0.00		
 -9.16   	  9.46   	 19.82   	   0.00		 16.95   	   0.00		
 -9.16   	  9.16   	 19.82   	  -5.09		 16.95   	   0.00		
 -8.85   	  9.16   	 19.80   	   0.00		 16.95   	  -5.09		
 -7.93   	  8.85   	 19.80   	   0.00		 16.93   	   0.00		
 -6.41   	  7.93   	 19.80   	  -5.09		 16.93   	   0.00		
