  I     	  II     	  LVp     	  LVp'		  FA     	  FA'		
-75.07   	-64.70   	  9.70   	  45.78		 59.51   	 -25.43		
-75.07   	-62.87   	  9.89   	  35.61		 59.41   	 -30.52		
-76.60   	-61.95   	 10.03   	  20.35		 59.29   	 -30.52		
-77.21   	-61.04   	 10.11   	  10.17		 59.17   	 -30.52		
-75.07   	-59.81   	 10.15   	   0.00		 59.04   	 -35.61		
-71.72   	-58.29   	 10.15   	  -5.09		 58.90   	 -40.69		
-69.27   	-56.15   	 10.13   	 -10.17		 58.74   	 -35.61		
-71.41   	-51.57   	 10.09   	   0.00		 58.60   	 -40.69		
-80.87   	-39.67   	 10.09   	   5.09		 58.43   	 -35.61		
-97.96   	-16.78   	 10.11   	  20.35		 58.29   	 -40.69		
-115.97   	 18.62   	 10.19   	  40.69		 58.13   	 -40.69		
-122.99   	 63.48   	 10.36   	  55.95		 57.97   	 -40.69		
-99.49   	112.30   	 10.58   	  76.30		 57.80   	 -35.61		
-28.08   	160.83   	 10.89   	  91.56		 57.66   	 -35.61		
 96.13   	207.52   	 11.25   	 101.73		 57.52   	 -30.52		
254.52   	243.84   	 11.66   	 111.90		 57.40   	 -30.52		
406.49   	240.78   	 12.11   	 106.82		 57.27   	 -30.52		
506.59   	159.61   	 12.53   	 101.73		 57.15   	 -25.43		
528.87   	-14.95   	 12.94   	  86.47		 57.05   	 -25.43		
480.96   	-246.58   	 13.29   	  66.12		 56.95   	 -20.35		
394.59   	-458.37   	 13.55   	  35.61		 56.87   	 -25.43		
303.04   	-580.44   	 13.69   	  10.17		 56.76   	 -25.43		
226.44   	-607.30   	 13.73   	 -15.26		 56.66   	 -25.43		
167.24   	-599.06   	 13.67   	 -30.52		 56.56   	 -30.52		
121.77   	-622.25   	 13.55   	 -35.61		 56.44   	 -25.43		
 91.55   	-686.04   	 13.41   	 -35.61		 56.34   	 -30.52		
 79.04   	-739.75(R)	 13.27   	 -15.26		 56.22   	 -30.52		
 79.65   	-721.74   	 13.20(E)	  10.17		 56.09   	 -30.52		
 81.79   	-615.23   	 13.25   	  55.95		 55.97   	 -30.52		
 73.24   	-457.76   	 13.47   	 111.90		 55.85   	 -30.52		
 50.05   	-306.09   	 13.92   	 167.85		 55.73   	 -35.61		
 17.70   	-195.01   	 14.59   	 239.06		 55.58   	 -30.52		
-12.51   	-127.87   	 15.54   	 310.27		 55.46   	 -30.52		
-32.35   	-90.94   	 16.79   	 396.74		 55.34   	 -35.61		
-41.20   	-71.41   	 18.37   	 473.04		 55.20   	 -30.52		
-43.33   	-59.81   	 20.26   	 559.51		 55.08   	 -35.61		
-44.25   	-50.96   	 22.50   	 640.89		 54.93   	 -30.52		
-46.69   	-42.11   	 25.07   	 722.28		 54.81   	 -30.52		
-50.66   	-32.96   	 27.96   	 798.57		 54.69   	 -30.52		
-54.93   	-25.63   	 31.15   	 864.70		 54.57   	 -25.43		
-58.29   	-20.75   	 34.61   	 920.65		 54.47   	 -25.43		
-60.12   	-17.40   	 38.29   	 971.51		 54.36   	 -25.43		
-61.34   	-14.65   	 42.18   	 996.94		 54.26   	 -25.43		
-61.65   	-11.90   	 46.16   	1007.12		 54.16   	 -25.43		
-61.34   	-10.07   	 50.19   	 991.86		 54.06   	 -20.35		
-61.34   	 -8.85   	 54.16   	 961.34		 53.98   	 -20.35		
-62.56   	 -7.63   	 58.01   	 905.39		 53.90   	 -15.26		
-63.48   	 -6.10   	 61.63   	 839.26		 53.83   	 -10.17		
-63.17   	 -3.66   	 64.98   	 762.97		 53.79   	  -5.09		
-60.73   	  0.31   	 68.04   	 691.76		 53.77(D)	   0.00		
-56.15   	  4.27   	 70.80   	 625.63		 53.77   	  15.26		
-51.57   	  7.02   	 73.31   	 584.94		 53.83   	  30.52		
-50.66   	  7.32   	 75.65   	 549.34		 53.96   	  50.86		
-54.02   	  5.19   	 77.84   	 534.08		 54.16   	  71.21		
-59.20   	  2.44   	 79.98   	 523.90		 54.45   	 106.82		
-63.48   	  1.53   	 82.07   	 518.82		 54.87   	 132.25		
-64.09   	  2.44   	 84.15   	 523.90		 55.40   	 172.94		
-61.04   	  5.19   	 86.25   	 528.99		 56.09   	 208.54		
-56.46   	  7.93   	 88.36   	 518.82		 56.93   	 249.24		
-53.10   	 10.07   	 90.44   	 508.65		 57.92   	 279.75		
-52.19   	 10.99   	 92.47   	 488.30		 59.04   	 310.27		
-52.49   	 10.38   	 94.42   	 457.78		 60.28   	 345.88		
-52.49   	  9.46   	 96.26   	 427.26		 61.67   	 361.14		
-51.27   	  9.46   	 97.97   	 386.57		 63.11   	 386.57		
-48.83   	 11.60   	 99.51   	 345.88		 64.66   	 396.74		
-45.78   	 15.87   	100.89   	 320.45		 66.25   	 412.00		
-42.11   	 20.75   	102.18   	 289.93		 67.89   	 422.18		
-39.06   	 24.41   	103.34   	 269.58		 69.58   	 422.18		
-36.32   	 25.94   	104.41   	 233.98		 71.27   	 432.35		
-34.18   	 26.86   	105.35   	 218.72		 73.00   	 427.26		
-33.26   	 28.38   	106.23   	 203.46		 74.71   	 427.26		
-32.65   	 31.43   	107.04   	 203.46		 76.42   	 427.26		
-32.35   	 35.40   	107.85   	 208.54		 78.13   	 417.09		
-31.74   	 37.84   	108.69   	 233.98		 79.80   	 412.00		
-30.21   	 37.84   	109.62   	 244.15		 81.44   	 401.83		
-27.77   	 35.40   	110.60   	 249.24		 83.05   	 396.74		
-24.41   	 34.18   	111.60   	 254.32		 84.64   	 381.48		
-20.75   	 36.62   	112.61   	 244.15		 86.16   	 376.40		
-18.01   	 42.42   	113.59   	 218.72		 87.67   	 361.14		
-16.17   	 49.13   	114.47   	 193.29		 89.11   	 345.88		
-14.65   	 54.63   	115.24   	 167.85		 90.50   	 330.62		
-12.21   	 57.98   	115.91   	 132.25		 91.82   	 320.45		
 -8.54   	 60.73   	116.44   	 106.82		 93.10   	 310.27		
 -4.27   	 64.70   	116.87   	  86.47		 94.34   	 289.93		
 -0.31   	 69.58   	117.21   	  66.12		 95.50   	 279.75		
  2.75   	 75.07   	117.48   	  55.95		 96.62   	 264.50		
  5.80   	 79.96   	117.70   	  55.95		 97.68   	 249.24		
  9.46   	 83.92   	117.92   	  55.95		 98.68   	 239.06		
 13.73   	 87.59   	118.15   	  50.86		 99.63   	 223.80		
 18.62   	 91.25   	118.35   	  55.95		100.53   	 213.63		
 22.89   	 94.60   	118.58   	  50.86		101.38   	 198.37		
 27.16   	 97.05   	118.78   	  45.78		102.18   	 193.29		
 30.82   	 98.88   	118.96   	  50.86		102.95   	 172.94		
 35.10   	101.32   	119.17   	  40.69		103.64   	 167.85		
 40.59   	105.29   	119.33   	  40.69		104.31   	 157.68		
 46.69   	110.17   	119.49   	  30.52		104.94   	 152.59		
 53.71   	115.05   	119.61   	  25.43		105.55   	 137.33		
 60.42   	119.02   	119.71   	  10.17		106.10   	 137.33		
 66.83   	121.46   	119.76   	  10.17		106.65   	 127.16		
 72.94   	122.38   	119.80(S)	  -5.09		107.16   	 122.07		
 79.04   	122.99   	119.78   	 -10.17		107.65   	 116.99		
 85.75   	122.68   	119.74   	 -15.26		108.12   	 106.82		
 93.08   	120.85   	119.67   	 -20.35		108.54   	 106.82		
 99.18   	117.80   	119.59   	 -30.52		108.97   	  96.64		
103.45   	112.61   	119.47   	 -35.61		109.36   	  91.56		
106.20   	106.20   	119.33   	 -40.69		109.72   	  86.47		
108.34   	 99.18   	119.17   	 -50.86		110.07   	  76.30		
111.39   	 93.38   	118.96   	 -55.95		110.38   	  66.12		
115.36   	 87.89   	118.74   	 -66.12		110.64   	  61.04		
118.71   	 82.40   	118.47   	 -76.30		110.88   	  50.86		
119.93   	 75.68   	118.17   	 -86.47		111.09   	  45.78		
118.10   	 67.75   	117.82   	 -96.64		111.27   	  35.61		
113.53   	 59.81   	117.44   	-101.73		111.41   	  25.43		
107.42   	 53.41   	117.03   	-116.99		111.52   	  20.35		
100.40   	 49.74   	116.56   	-127.16		111.60   	   5.09		
 91.55   	 47.30   	116.05   	-137.33		111.62(S)	   0.00		
 80.57   	 43.64   	115.50   	-147.51		111.62   	  -5.09		
 67.44   	 36.62   	114.91   	-167.85		111.60   	 -20.35		
 53.41   	 27.47   	114.24   	-178.03		111.52   	 -30.52		
 39.98   	 18.62   	113.53   	-198.37		111.39   	 -40.69		
 27.47   	 12.51   	112.74   	-223.80		111.23   	 -45.78		
 15.56   	  9.16   	111.84   	-249.24		111.05   	 -55.95		
  3.97   	  6.41   	110.84   	-279.75		110.82   	 -71.21		
 -7.02   	  2.14   	109.72   	-310.27		110.54   	 -76.30		
-16.48   	 -3.97   	108.48   	-345.88		110.23   	 -86.47		
-23.50   	-10.68   	107.10   	-381.48		109.89   	 -96.64		
-29.91   	-16.48   	105.57   	-412.00		109.50   	-106.82		
-35.71   	-20.45   	103.93   	-437.43		109.07   	-122.07		
-42.11   	-23.50   	102.18   	-447.61		108.59   	-132.25		
-48.22   	-25.33   	100.39   	-462.87		108.06   	-142.42		
-53.10   	-27.16   	 98.53   	-473.04		107.49   	-157.68		
-55.54   	-28.38   	 96.64   	-493.39		106.86   	-172.94		
-56.46   	-29.30   	 94.67   	-523.90		106.16   	-188.20		
-56.46   	-29.91   	 92.57   	-569.68		105.41   	-203.46		
-56.46   	-30.82   	 90.29   	-625.63		104.60   	-218.72		
-57.07   	-31.13   	 87.79   	-696.84		103.72   	-233.98		
-59.20   	-31.43   	 85.00   	-768.05		102.79   	-244.15		
-62.26   	-32.35   	 81.93   	-834.18		101.81   	-249.24		
-64.70   	-33.26   	 78.60   	-885.04		100.81   	-254.32		
-65.00   	-34.48   	 75.06   	-930.82		 99.80   	-259.41		
-63.48   	-36.32   	 71.33   	-956.25		 98.76   	-254.32		
-61.34   	-37.84   	 67.51   	-966.43		 97.74   	-244.15		
-61.34   	-38.45   	 63.64   	-951.17		 96.76   	-244.15		
-63.48   	-37.84   	 59.84   	-935.91		 95.79   	-228.89		
-65.92   	-36.32   	 56.09   	-895.22		 94.87   	-228.89		
-66.83   	-34.79   	 52.51   	-859.61		 93.96   	-213.63		
-66.83   	-33.87   	 49.07   	-818.92		 93.10   	-203.46		
-66.22   	-33.87   	 45.80   	-768.05		 92.29   	-203.46		
-66.83   	-33.26   	 42.73   	-722.28		 91.47   	-188.20		
-67.14   	-31.13   	 39.84   	-681.58		 90.72   	-183.11		
-66.53   	-27.77   	 37.11   	-635.81		 89.99   	-178.03		
-65.00   	-25.02   	 34.57   	-605.29		 89.28   	-167.85		
-63.48   	-23.80   	 32.15   	-564.60		 88.61   	-162.77		
-63.17   	-24.41   	 29.89   	-534.08		 87.95   	-157.68		
-64.09   	-25.33   	 27.75   	-503.56		 87.32   	-147.51		
-65.00   	-26.55   	 25.74   	-467.95		 86.73   	-147.51		
-64.39   	-27.16   	 23.87   	-432.35		 86.14   	-137.33		
-62.87   	-27.77   	 22.14   	-406.92		 85.59   	-137.33		
-61.34   	-27.77   	 20.51   	-366.22		 85.05   	-127.16		
-60.12   	-27.47   	 19.04   	-330.62		 84.54   	-127.16		
-60.12   	-26.55   	 17.72   	-295.01		 84.03   	-116.99		
-60.42   	-24.72   	 16.54   	-259.41		 83.56   	-116.99		
-61.04   	-22.89   	 15.50   	-223.80		 83.09   	-106.82		
-61.34   	-21.06   	 14.61   	-198.37		 82.66   	-106.82		
-61.65   	-18.92   	 13.81   	-178.03		 82.24   	-101.73		
-62.26   	-18.01   	 13.10   	-157.68		 81.83   	 -96.64		
-63.48   	-18.62   	 12.47   	-137.33		 81.44   	-101.73		
-65.00   	-21.06   	 11.92   	-132.25		 81.04   	 -96.64		
-66.53   	-23.19   	 11.39   	-116.99		 80.65   	 -96.64		
-66.83   	-24.41   	 10.93   	-111.90		 80.26   	 -96.64		
-65.61   	-23.19   	 10.48   	 -96.64		 79.88   	 -96.64		
-63.78   	-21.36   	 10.09   	 -91.56		 79.49   	 -96.64		
-61.65   	-20.45   	  9.73   	 -81.38		 79.10   	 -91.56		
-60.73   	-21.36   	  9.40   	 -71.21		 78.74   	 -96.64		
-61.65   	-24.11   	  9.11   	 -61.04		 78.35   	 -96.64		
-62.87   	-27.16   	  8.87   	 -50.86		 77.97   	 -91.56		
-64.09   	-29.30   	  8.67   	 -45.78		 77.60   	 -91.56		
-64.09   	-30.82   	  8.48   	 -40.69		 77.23   	 -86.47		
-64.09   	-31.13   	  8.32   	 -35.61		 76.89   	 -81.38		
-64.09   	-30.52   	  8.18   	 -35.61		 76.56   	 -81.38		
-65.31   	-28.69   	  8.04   	 -30.52		 76.24   	 -81.38		
-66.83   	-27.16   	  7.91   	 -25.43		 75.91   	 -71.21		
-67.75   	-26.55   	  7.81   	 -30.52		 75.63   	 -71.21		
-67.14   	-27.47   	  7.69   	 -20.35		 75.34   	 -66.12		
-65.61   	-28.99   	  7.61   	 -20.35		 75.08   	 -66.12		
-63.48   	-29.91   	  7.53   	 -15.26		 74.81   	 -66.12		
-62.26   	-28.38   	  7.47   	 -15.26		 74.55   	 -61.04		
-62.87   	-24.72   	  7.41   	 -15.26		 74.30   	 -66.12		
-63.78   	-20.75   	  7.34   	 -15.26		 74.04   	 -61.04		
-64.39   	-18.62   	  7.28   	 -15.26		 73.79   	 -61.04		
-63.78   	-19.84   	  7.22   	 -15.26		 73.55   	 -61.04		
-62.26   	-23.80   	  7.16   	 -10.17		 73.31   	 -55.95		
-61.04   	-29.30   	  7.12   	 -15.26		 73.08   	 -61.04		
-60.73   	-33.87   	  7.06   	 -15.26		 72.84   	 -61.04		
-60.12   	-36.01   	  7.00   	 -10.17		 72.59   	 -61.04		
-59.20   	-35.71   	  6.96   	 -10.17		 72.35   	 -61.04		
-58.29   	-33.57   	  6.92   	 -15.26		 72.11   	 -61.04		
-58.59   	-31.43   	  6.86   	 -10.17		 71.86   	 -66.12		
-59.81   	-29.60   	  6.82   	  -5.09		 71.60   	 -66.12		
-61.65   	-28.69   	  6.80   	  -5.09		 71.33   	 -76.30		
-63.48   	-27.77   	  6.78   	  -5.09		 71.03   	 -71.21		
-64.39   	-26.55   	  6.75   	   0.00		 70.74   	 -76.30		
-64.70   	-25.94   	  6.75   	   5.09		 70.44   	 -76.30		
-64.70   	-26.25   	  6.78   	   5.09		 70.13   	 -76.30		
-64.09   	-26.55   	  6.80   	   5.09		 69.83   	 -76.30		
-62.56   	-26.55   	  6.82   	  10.17		 69.52   	 -71.21		
-60.73   	-25.33   	  6.86   	  15.26		 69.24   	 -76.30		
-59.51   	-24.11   	  6.92   	  15.26		 68.93   	 -66.12		
-60.12   	-24.11   	  6.98   	  15.26		 68.67   	 -66.12		
-61.65   	-26.55   	  7.04   	  20.35		 68.40   	 -61.04		
-63.78   	-30.21   	  7.12   	  20.35		 68.16   	 -55.95		
-65.92   	-32.65   	  7.20   	  20.35		 67.93   	 -50.86		
-66.83   	-32.65   	  7.28   	  25.43		 67.73   	 -45.78		
-67.14   	-30.82   	  7.39   	  25.43		 67.55   	 -45.78		
-66.53   	-29.30   	  7.49   	  20.35		 67.36   	 -45.78		
-65.00   	-28.99   	  7.57   	  25.43		 67.18   	 -35.61		
-63.17   	-29.30   	  7.67   	  15.26		 67.04   	 -40.69		
-61.95   	-28.08   	  7.73   	  15.26		 66.88   	 -40.69		
-60.73   	-25.02   	  7.79   	  10.17		 66.71   	 -35.61		
-59.51   	-21.67   	  7.83   	   0.00		 66.57   	 -40.69		
-57.98   	-20.14   	  7.83   	  -5.09		 66.41   	 -40.69		
-57.07   	-21.36   	  7.81   	 -15.26		 66.25   	 -40.69		
-57.37   	-23.80   	  7.75   	 -15.26		 66.08   	 -45.78		
-59.20   	-24.72   	  7.69   	 -20.35		 65.90   	 -45.78		
-61.95   	-24.11   	  7.61   	 -20.35		 65.72   	 -45.78		
-63.48   	-22.89   	  7.53   	 -25.43		 65.53   	 -50.86		
-63.48   	-22.89   	  7.43   	 -25.43		 65.33   	 -55.95		
-62.56   	-25.02   	  7.32   	 -25.43		 65.11   	 -55.95		
-61.34   	-27.47   	  7.22   	 -20.35		 64.88   	 -55.95		
-60.42   	-28.69   	  7.14   	 -25.43		 64.66   	 -55.95		
-60.12   	-28.08   	  7.04   	 -20.35		 64.44   	 -61.04		
-59.81   	-26.55   	  6.96   	 -15.26		 64.19   	 -55.95		
-59.81   	-25.33   	  6.90   	 -15.26		 63.97   	 -61.04		
-59.51   	-24.72   	  6.84   	 -10.17		 63.72   	 -55.95		
-59.20   	-24.41   	  6.80   	   0.00		 63.50   	 -50.86		
-58.59   	-23.19   	  6.80   	   5.09		 63.30   	 -55.95		
-57.68   	-21.67   	  6.82   	  10.17		 63.07   	 -50.86		
-56.15   	-20.14   	  6.86   	  10.17		 62.87   	 -50.86		
-54.63   	-19.23   	  6.90   	  20.35		 62.67   	 -50.86		
-54.02   	-18.92   	  6.98   	  25.43		 62.46   	 -45.78		
-54.32   	-19.23   	  7.08   	  25.43		 62.28   	 -45.78		
-55.24   	-19.84   	  7.18   	  20.35		 62.10   	 -40.69		
-56.15   	-20.45   	  7.26   	  25.43		 61.93   	 -45.78		
-55.85   	-20.45   	  7.37   	  25.43		 61.75   	 -40.69		
-54.63   	-20.75   	  7.47   	  20.35		 61.59   	 -40.69		
-53.10   	-21.06   	  7.55   	  15.26		 61.42   	 -40.69		
-52.49   	-21.67   	  7.61   	  15.26		 61.26   	 -40.69		
-52.19   	-21.67   	  7.67   	  15.26		 61.10   	 -40.69		
-52.19   	-20.45   	  7.73   	  10.17		 60.94   	 -35.61		
-50.96   	-17.70   	  7.77   	  10.17		 60.79   	 -40.69		
-49.13   	-13.73   	  7.81   	   5.09		 60.63   	 -40.69		
-47.00   	-10.68   	  7.83   	   0.00		 60.47   	 -40.69		
-45.78   	 -9.46   	  7.83   	  -5.09		 60.30   	 -40.69		
-46.08   	 -9.77   	  7.81   	  -5.09		 60.14   	 -40.69		
-46.39   	-10.68   	  7.79   	 -10.17		 59.98   	 -45.78		
-47.00   	-11.60   	  7.75   	  -5.09		 59.80   	 -45.78		
-47.30   	-11.90   	  7.73   	 -15.26		 59.61   	 -45.78		
-47.00   	-12.21   	  7.67   	 -10.17		 59.43   	 -50.86		
-46.69   	-11.90   	  7.63   	 -10.17		 59.23   	 -45.78		
-47.30   	-11.90   	  7.59   	 -10.17		 59.04   	 -45.78		
-47.91   	-11.90   	  7.55   	  -5.09		 58.86   	 -50.86		
-48.52   	-11.90   	  7.53   	  -5.09		 58.66   	 -45.78		
-47.91   	-12.21   	  7.51   	   0.00		 58.47   	 -50.86		
-46.08   	-11.29   	  7.51   	   0.00		 58.27   	 -50.86		
-42.42   	 -9.46   	  7.51   	   5.09		 58.07   	 -50.86		
-38.76   	 -7.63   	  7.53   	   5.09		 57.86   	 -45.78		
-36.62   	 -7.32   	  7.55   	   5.09		 57.68   	 -50.86		
-37.23   	 -9.16   	  7.57   	  10.17		 57.48   	 -50.86		
-40.28   	-11.90   	  7.61   	  10.17		 57.27   	 -50.86		
-44.25   	-14.34   	  7.65   	  10.17		 57.07   	 -50.86		
-47.91   	-14.95   	  7.69   	  10.17		 56.87   	 -50.86		
-48.83   	-14.65   	  7.73   	  10.17		 56.66   	 -50.86		
-47.00   	-14.34   	  7.77   	  15.26		 56.46   	 -61.04		
-44.25   	-14.34   	  7.83   	   5.09		 56.22   	 -61.04		
-41.20   	-14.34   	  7.85   	  10.17		 55.97   	 -61.04		
-39.37   	-13.12   	  7.89   	  10.17		 55.73   	 -66.12		
-39.37   	-11.90   	  7.93   	   0.00		 55.46   	 -66.12		
-40.28   	-12.21   	  7.93   	   5.09		 55.20   	 -66.12		
-41.20   	-14.65   	  7.96   	  -5.09		 54.93   	 -61.04		
-41.50   	-18.01   	  7.93   	  -5.09		 54.69   	 -66.12		
-41.20   	-20.45   	  7.91   	  -5.09		 54.43   	 -61.04		
-40.28   	-20.14   	  7.89   	 -15.26		 54.18   	 -55.95		
-39.06   	-17.70   	  7.83   	 -15.26		 53.96   	 -55.95		
-37.84   	-15.26   	  7.77   	 -15.26		 53.73   	 -55.95		
-36.93   	-14.04   	  7.71   	 -15.26		 53.51   	 -45.78		
-37.23   	-14.65   	  7.65   	 -20.35		 53.33   	 -50.86		
-38.45   	-15.87   	  7.57   	 -15.26		 53.12   	 -45.78		
-39.98   	-17.70   	  7.51   	 -15.26		 52.94   	 -45.78		
-40.89   	-19.84   	  7.45   	 -15.26		 52.76   	 -40.69		
-41.20   	-22.58   	  7.39   	 -10.17		 52.59   	 -40.69		
-41.50   	-25.33   	  7.34   	 -10.17		 52.43   	 -45.78		
-41.20   	-27.16   	  7.30   	  -5.09		 52.25   	 -35.61		
-39.98   	-27.47   	  7.28   	   0.00		 52.11   	 -35.61		
-37.84   	-27.16   	  7.28   	  10.17		 51.96   	 -30.52		
-34.48   	-26.55   	  7.32   	  10.17		 51.84   	 -25.43		
-31.43   	-26.86   	  7.37   	  15.26		 51.74   	 -20.35		
-30.52   	-27.16   	  7.43   	  20.35		 51.66   	 -15.26		
-31.43   	-26.55   	  7.51   	  25.43		 51.60   	  -5.09		
-33.26   	-24.72   	  7.61   	  30.52		 51.58   	   0.00		
-35.10   	-22.28   	  7.73   	  35.61		 51.58   	  10.17		
-35.71   	-20.14   	  7.87   	  30.52		 51.62   	  10.17		
-35.71   	-19.84   	  8.00   	  35.61		 51.66   	  20.35		
-35.71   	-20.75   	  8.14   	  35.61		 51.74   	  25.43		
-36.62   	-21.67   	  8.28   	  30.52		 51.84   	  20.35		
-37.54   	-22.28   	  8.40   	  25.43		 51.92   	  20.35		
-38.15   	-22.28   	  8.50   	  20.35		 52.00   	  20.35		
-37.23   	-22.89   	  8.59   	  20.35		 52.09   	  10.17		
-35.10   	-24.72   	  8.67   	  10.17		 52.13   	  10.17		
-33.26   	-28.08   	  8.71   	  10.17		 52.17   	   0.00		
-33.57   	-31.74   	  8.75   	   0.00		 52.17   	   0.00		
-35.40   	-35.10   	  8.75   	   0.00		 52.17   	 -10.17		
-38.15   	-36.93   	  8.75   	  -5.09		 52.13   	  -5.09		
-39.06   	-36.32   	  8.73   	  -5.09		 52.11   	 -10.17		
-37.23   	-33.26   	  8.71   	  -5.09		 52.06   	 -10.17		
-32.65   	-27.47   	  8.69   	 -10.17		 52.02   	 -10.17		
-26.25   	-19.53   	  8.65   	  -5.09		 51.98   	   0.00		
-19.23   	 -8.85   	  8.63   	 -10.17		 51.98   	   5.09		
-12.21   	  3.05   	  8.59   	 -10.17		 52.00   	  10.17		
 -6.10   	 13.43   	  8.55   	 -10.17		 52.04   	  20.35		
 -1.53   	 19.53   	  8.50   	  -5.09		 52.13   	  15.26		
  0.00   	 19.53   	  8.48   	 -15.26		 52.19   	  10.17		
 -1.53   	 15.87   	  8.42   	 -20.35		 52.23   	  10.17		
 -4.88   	 14.04   	  8.34   	 -20.35		 52.27   	   0.00		
 -7.32   	 18.62   	  8.26   	 -30.52		 52.27   	  -5.09		
 -7.93   	 29.60   	  8.14   	 -35.61		 52.25   	 -15.26		
 -6.71   	 42.11   	  8.00   	 -45.78		 52.19   	 -20.35		
 -3.97   	 50.35   	  7.81   	 -45.78		 52.11   	 -30.52		
 -0.31   	 51.57   	  7.63   	 -45.78		 51.98   	 -40.69		
  3.66   	 49.44   	  7.45   	 -45.78		 51.82   	 -50.86		
  6.71   	 47.91   	  7.26   	 -40.69		 51.62   	 -66.12		
  7.32   	 48.22   	  7.10   	 -35.61		 51.35   	 -66.12		
  4.88   	 45.47   	  6.96   	 -35.61		 51.09   	 -66.12		
  0.92   	 35.40   	  6.82   	 -25.43		 50.82   	 -50.86		
 -1.53   	 17.70   	  6.71   	 -25.43		 50.62   	 -35.61		
  0.61   	 -0.31   	  6.61   	 -15.26		 50.48   	 -20.35		
  8.85   	 -8.24   	  6.55   	 -10.17		 50.40   	 -15.26		
 21.97   	 -0.61   	  6.51   	  -5.09		 50.34   	  -5.09		
 35.71   	 18.62   	  6.49   	 -10.17		 50.32   	  -5.09		
 45.47   	 37.84   	  6.45   	  -5.09		 50.29   	 -10.17		
 46.69   	 45.47   	  6.43   	  -5.09		 50.25   	 -20.35		
 38.76   	 35.71   	  6.41   	  -5.09		 50.17   	 -20.35		
 22.58   	 11.90   	  6.39   	  -5.09		 50.09   	 -25.43		
  2.75   	-15.87   	  6.37   	   0.00		 49.99   	 -25.43		
-15.56   	-38.15   	  6.37   	  -5.09		 49.89   	 -30.52		
-28.69   	-51.27   	  6.35(D)	   0.00		 49.77   	 -30.52		
-34.18   	-57.07   	  6.35   	   0.00		 49.64   	 -25.43		
-33.57   	-60.42   	  6.35   	   5.09		 49.54   	 -25.43		
-30.21   	-63.78   	  6.37   	  10.17		 49.44   	 -25.43		
-28.08   	-67.75   	  6.41   	  10.17		 49.34   	 -20.35		
-28.69   	-70.80   	  6.45   	  20.35		 49.26   	 -15.26		
-31.43   	-72.63   	  6.53   	  25.43		 49.20   	 -20.35		
-35.40   	-73.55   	  6.63   	  35.61		 49.11   	 -10.17		
-39.37   	-75.07   	  6.78   	  50.86		 49.07   	 -15.26		
-42.11   	-78.13   	  6.98   	  55.95		 49.01   	 -10.17		
-42.72   	-81.48   	  7.20   	  66.12		 48.97   	  -5.09		
-41.50   	-84.23   	  7.47   	  66.12		 48.95   	  -5.09		
-39.06   	-85.14   	  7.73   	  76.30		 48.93   	  -5.09		
-37.23   	-83.92   	  8.04   	  71.21		 48.91   	  -5.09		
-37.23   	-79.96   	  8.32   	  66.12		 48.89   	   0.00		
-39.06   	-74.77   	  8.59   	  61.04		 48.89   	  -5.09		
-40.59   	-70.19   	  8.83   	  50.86		 48.87   	   0.00		
-40.28   	-68.05   	  9.03   	  45.78		 48.87   	   0.00		
-38.76   	-69.27   	  9.22   	  30.52		 48.87   	   5.09		
-37.54   	-72.33   	  9.34   	  25.43		 48.89   	   0.00		
-38.15   	-72.94   	  9.44   	  15.26		 48.89   	   0.00		
-42.11   	-66.53   	  9.50   	   0.00		 48.89   	  -5.09		
-51.57   	-49.13   	  9.50   	 -10.17		 48.87   	 -10.17		
-66.83   	-20.45   	  9.46   	 -15.26		 48.83   	 -15.26		
-82.70   	 18.62   	  9.40   	 -20.35		 48.77   	 -15.26		
-86.06   	 63.48   	  9.32   	 -25.43		 48.71   	 -25.43		
-55.24   	109.86   	  9.22   	 -25.43		 48.61   	 -25.43		
 27.16   	154.42   	  9.11   	 -20.35		 48.50   	 -20.35		
162.05   	196.23   	  9.03   	 -10.17		 48.42   	 -25.43		
325.32   	223.39   	  8.99   	   5.09		 48.32   	 -15.26		
474.55   	204.47   	  9.01(E)	  15.26		 48.26   	 -15.26		
567.02   	103.45   	  9.07   	  25.43		 48.20   	 -15.26		
582.89   	-83.92   	  9.18   	  45.78		 48.14   	 -20.35		
532.23   	-310.36   	  9.36   	  50.86		 48.06   	 -25.43		
445.56   	-495.91   	  9.56   	  66.12		 47.96   	 -30.52		
352.48   	-582.89   	  9.83   	  71.21		 47.83   	 -35.61		
270.69   	-585.02   	 10.11   	  81.38		 47.69   	 -35.61		
205.08   	-572.81   	 10.44   	  86.47		 47.55   	 -25.43		
156.25   	-604.86   	 10.78   	  91.56		 47.45   	 -25.43		
126.95   	-674.44   	 11.15   	 101.73		 47.34   	 -15.26		
116.88   	-719.60(R)	 11.56   	 111.90		 47.28   	 -10.17		
116.58   	-682.98   	 12.00   	 132.25		 47.24   	  -5.09		
113.53   	-561.22   	 12.53   	 157.68		 47.22   	  -5.09		
 97.35   	-402.22   	 13.16   	 193.29		 47.20   	   0.00		
 67.44   	-262.15   	 13.94   	 244.15		 47.20   	 -10.17		
 32.96   	-168.76   	 14.91   	 295.01		 47.16   	 -20.35		
  3.97   	-119.02   	 16.09   	 366.22		 47.08   	 -25.43		
