  I     	  II     	  LV     	  LV'		  RA     	  RA'		
-25.63   	 -3.97   	  7.28   	  20.35		  8.12   	  25.43		
-24.11   	 -6.71   	  7.37   	  15.26		  8.22   	  10.17		
-21.36   	 -8.54   	  7.43   	  10.17		  8.26   	   5.09		
-18.62   	 -7.93   	  7.47   	   5.09		  8.28   	 -10.17		
-16.78   	 -6.41   	  7.49   	   0.00		  8.24   	 -25.43		
-18.31   	 -4.88   	  7.49   	 -10.17		  8.14   	 -40.69		
-21.97   	 -3.97   	  7.45   	 -10.17		  7.98   	 -50.86		
-25.33   	 -1.22   	  7.41   	 -15.26		  7.77   	 -55.95		
-25.02   	  6.10   	  7.34   	 -10.17		  7.55   	 -61.04		
-20.14   	 19.84   	  7.30   	 -15.26		  7.30   	 -61.04		
-12.21   	 37.54   	  7.24   	 -10.17		  7.06   	 -45.78		
 -3.66   	 54.63   	  7.20   	   0.00		  6.88   	 -35.61		
  2.44   	 65.31   	  7.20   	   0.00		  6.73   	 -15.26		
  4.58   	 67.44   	  7.20   	   5.09		  6.67   	  -5.09		
  3.66   	 63.78   	  7.22   	  10.17		  6.65   	  15.26		
  1.53   	 60.12   	  7.26   	  10.17		  6.71   	  25.43		
 -0.31   	 61.04   	  7.30   	  10.17		  6.82   	  30.52		
  0.00   	 67.14   	  7.34   	  10.17		  6.94   	  40.69		
  2.75   	 75.68   	  7.39   	   5.09		  7.10   	  45.78		
  6.71   	 82.70   	  7.41   	   5.09		  7.28   	  35.61		
 10.68   	 86.98   	  7.43   	   0.00		  7.43   	  30.52		
 12.82   	 89.42   	  7.43   	   5.09		  7.55   	  20.35		
 12.82   	 92.47   	  7.45   	   0.00		  7.63   	  10.17		
 10.99   	 95.83   	  7.45   	   0.00		  7.67   	  -5.09		
 10.07   	 95.83   	  7.45   	  -5.09		  7.65   	 -10.17		
 11.29   	 87.28   	  7.43   	   0.00		  7.61   	 -25.43		
 14.34   	 69.27   	  7.43   	  -5.09		  7.51   	 -30.52		
 18.01   	 48.52   	  7.41   	 -10.17		  7.39   	 -25.43		
 21.36   	 35.10   	  7.37   	 -10.17		  7.28   	 -30.52		
 26.86   	 36.62   	  7.32   	 -10.17		  7.16   	 -30.52		
 35.71   	 50.66   	  7.28   	 -10.17		  7.04   	 -20.35		
 47.61   	 66.53   	  7.24   	 -10.17		  6.96   	 -20.35		
 55.85   	 72.02   	  7.20   	  -5.09		  6.88   	 -10.17		
 53.71   	 61.65   	  7.18   	   0.00		  6.84   	  -5.09		
 37.84   	 37.84   	  7.18   	  -5.09		  6.82   	   5.09		
 14.04   	 10.07   	  7.16   	   5.09		  6.84   	  10.17		
 -7.63   	-13.73   	  7.18   	   0.00		  6.88   	  15.26		
-21.06   	-28.99   	  7.18   	  10.17		  6.94   	  20.35		
-25.94   	-36.01   	  7.22   	  10.17		  7.02   	  30.52		
-27.16   	-38.45   	  7.26   	  20.35		  7.14   	  30.52		
-30.21   	-39.37   	  7.34   	  20.35		  7.26   	  35.61		
-34.79   	-41.20   	  7.43   	  30.52		  7.41   	  30.52		
-37.54   	-43.64   	  7.55   	  40.69		  7.53   	  30.52		
-36.93   	-45.78   	  7.71   	  40.69		  7.65   	  20.35		
-34.48   	-46.69   	  7.87   	  50.86		  7.73   	  10.17		
-32.65   	-46.39   	  8.08   	  45.78		  7.77   	  -5.09		
-32.04   	-45.78   	  8.26   	  50.86		  7.75   	 -20.35		
-31.13   	-46.08   	  8.46   	  40.69		  7.67   	 -30.52		
-30.21   	-47.91   	  8.63   	  35.61		  7.55   	 -40.69		
-29.91   	-51.57   	  8.77   	  20.35		  7.39   	 -35.61		
-31.13   	-55.24   	  8.85   	  15.26		  7.24   	 -30.52		
-35.71   	-57.07   	  8.91   	   5.09		  7.12   	 -25.43		
-41.50   	-55.54   	  8.93   	 -10.17		  7.02   	  -5.09		
-47.30   	-51.57   	  8.89   	 -15.26		  7.00   	   5.09		
-51.88   	-46.08   	  8.83   	 -25.43		  7.02   	  15.26		
-53.71   	-41.81   	  8.73   	 -30.52		  7.08   	  20.35		
-52.19   	-39.67   	  8.61   	 -25.43		  7.16   	  25.43		
-48.83   	-37.84   	  8.50   	 -25.43		  7.26   	  25.43		
-49.13   	-32.96   	  8.40   	 -15.26		  7.37   	  25.43		
-57.37   	-20.14   	  8.34   	 -15.26		  7.47   	  20.35		
-73.55   	  3.97   	  8.28   	  -5.09		  7.55   	  15.26		
-90.33   	 39.37   	  8.26   	  -5.09		  7.61   	  10.17		
-90.94   	 80.87   	  8.24   	  -5.09		  7.65   	  15.26		
-54.63   	121.15   	  8.22   	   0.00		  7.71   	  10.17		
 32.96   	155.94   	  8.22   	  -5.09		  7.75   	  10.17		
167.54   	182.50   	  8.20   	   5.09		  7.79   	  10.17		
321.66   	187.38   	  8.22(E)	  10.17		  7.83   	  10.17		
449.83   	139.16   	  8.26   	  20.35		  7.87   	   5.09		
513.92   	  9.16   	  8.34   	  30.52		  7.89(A)	   0.00		
502.93   	-192.57   	  8.46   	  45.78		  7.89   	  -5.09		
438.23   	-410.77   	  8.65   	  55.95		  7.87   	 -15.26		
354.00   	-568.85   	  8.87   	  76.30		  7.81   	 -30.52		
276.49   	-627.44   	  9.18   	  81.38		  7.69   	 -45.78		
213.93   	-619.81   	  9.50   	  96.64		  7.51   	 -66.12		
163.27   	-617.37   	  9.89   	 106.82		  7.24   	 -86.47		
125.73   	-659.48   	 10.32   	 122.07		  6.90   	-106.82		
106.51   	-719.60   	 10.80   	 132.25		  6.47   	-116.99		
106.20   	-730.90(R)	 11.33   	 152.59		  6.00   	-122.07		
113.83   	-649.72   	 11.94   	 167.85		  5.51   	-116.99		
114.14   	-494.38   	 12.61   	 193.29		  5.05   	 -96.64		
 96.44   	-324.40   	 13.39   	 233.98		  4.66   	 -66.12		
 61.95   	-192.87   	 14.32   	 289.93		  4.39   	 -40.69		
 21.67   	-118.71   	 15.48   	 350.97		  4.23   	  -5.09		
-11.29   	-88.20   	 16.89   	 427.26		  4.21   	  25.43		
-30.21   	-76.90   	 18.60   	 513.73		  4.31   	  50.86		
-35.10   	-67.75   	 20.65   	 595.11		  4.52   	  55.95		
-30.82   	-55.24   	 23.03   	 681.58		  4.74   	  55.95		
-25.02   	-41.20   	 25.76   	 752.79		  4.96   	  45.78		
-24.11   	-29.91   	 28.77   	 818.92		  5.15   	  30.52		
-28.99   	-24.11   	 32.04   	 885.04		  5.27   	   5.09		
-36.01   	-22.28   	 35.58   	 940.99		  5.29   	 -10.17		
-40.59   	-20.14   	 39.35   	 986.77		  5.25   	 -30.52		
-40.89   	-15.56   	 43.30   	1027.46		  5.13   	 -35.61		
-39.67   	 -9.46   	 47.41   	1042.72		  4.98   	 -45.78		
-39.06   	 -5.49   	 51.58   	1042.72		  4.80   	 -40.69		
-40.28   	 -4.58   	 55.75   	1002.03		  4.64   	 -35.61		
-41.50   	 -5.49   	 59.76   	 930.82		  4.50   	 -35.61		
-40.89   	 -5.49   	 63.48   	 839.26		  4.35   	 -25.43		
-38.15   	 -3.36   	 66.84   	 732.45		  4.25   	 -15.26		
-35.71   	  0.61   	 69.77   	 630.72		  4.19   	 -15.26		
-34.48   	  4.27   	 72.29   	 539.16		  4.13   	  -5.09		
-34.48   	  6.10   	 74.45   	 473.04		  4.11   	 -10.17		
-33.26   	  6.41   	 76.34   	 442.52		  4.07   	 -10.17		
-29.60   	  6.41   	 78.11   	 437.43		  4.03   	 -15.26		
-25.02   	  7.32   	 79.86   	 452.69		  3.97   	 -20.35		
-22.58   	  9.16   	 81.67   	 483.21		  3.89   	 -20.35		
-23.80   	 10.99   	 83.60   	 498.47		  3.80   	 -25.43		
-28.38   	 11.90   	 85.59   	 513.73		  3.70   	 -25.43		
-32.96   	 11.29   	 87.65   	 503.56		  3.60   	 -20.35		
-34.18   	 10.38   	 89.66   	 478.13		  3.52   	 -15.26		
-31.43   	 10.07   	 91.58   	 437.43		  3.46   	 -15.26		
-26.86   	 10.38   	 93.33   	 391.66		  3.40   	 -10.17		
-22.58   	 11.90   	 94.89   	 345.88		  3.36   	  -5.09		
-21.06   	 12.82   	 96.28   	 305.19		  3.34   	  -5.09		
-22.58   	 13.43   	 97.50   	 284.84		  3.32   	 -10.17		
-26.25   	 13.73   	 98.64   	 269.58		  3.28   	  -5.09		
-30.52   	 14.95   	 99.71   	 249.24		  3.26   	 -10.17		
-33.26   	 17.40   	100.71   	 244.15		  3.21   	 -15.26		
-33.57   	 20.14   	101.69   	 228.89		  3.15   	 -10.17		
-31.13   	 21.97   	102.60   	 208.54		  3.11   	 -10.17		
-27.77   	 22.28   	103.44   	 193.29		  3.07   	  -5.09		
-23.50   	 21.97   	104.21   	 167.85		  3.05   	   0.00		
-18.92   	 22.58   	104.88   	 152.59		  3.05   	   0.00		
-14.04   	 24.72   	105.49   	 127.16		  3.05   	  10.17		
-11.60   	 28.69   	106.00   	 111.90		  3.09   	  10.17		
-12.82   	 32.65   	106.45   	  96.64		  3.13   	  15.26		
-16.78   	 35.40   	106.84   	  81.38		  3.19   	  20.35		
-19.84   	 37.54   	107.16   	  76.30		  3.28   	  25.43		
-18.31   	 39.37   	107.47   	  76.30		  3.38   	  25.43		
-10.68   	 42.42   	107.77   	  66.12		  3.48   	  25.43		
  0.00   	 47.00   	108.04   	  66.12		  3.58   	  20.35		
  7.93   	 51.88   	108.30   	  61.04		  3.66   	  20.35		
 10.38   	 55.54   	108.54   	  55.95		  3.74   	  20.35		
  8.54   	 57.98   	108.77   	  40.69		  3.83   	  15.26		
  6.41   	 59.51   	108.93   	  30.52		  3.89   	  20.35		
  7.02   	 61.95   	109.05   	  20.35		  3.97   	  20.35		
 10.99   	 65.92   	109.13   	  10.17		  4.05   	  25.43		
 15.56   	 70.80   	109.18(S)	   0.00		  4.15   	  35.61		
 17.40   	 74.77   	109.18   	   0.00		  4.29   	  45.78		
 16.78   	 78.13   	109.18   	 -10.17		  4.48   	  50.86		
 15.87   	 81.48   	109.13   	 -15.26		  4.68   	  45.78		
 17.70   	 84.84   	109.07   	 -20.35		  4.86   	  40.69		
 23.50   	 88.50   	108.99   	 -30.52		  5.03   	  35.61		
 31.43   	 91.55   	108.87   	 -45.78		  5.17   	  20.35		
 38.15   	 93.69   	108.69   	 -55.95		  5.25   	   0.00		
 42.11   	 96.13   	108.46   	 -66.12		  5.25   	  -5.09		
 43.64   	 99.79   	108.20   	 -81.38		  5.23   	 -20.35		
 44.56   	104.98   	107.87   	 -86.47		  5.15   	 -30.52		
 47.00   	109.25   	107.53   	-101.73		  5.03   	 -40.69		
 51.88   	110.47   	107.12   	-111.90		  4.86   	 -40.69		
 57.98   	108.95   	106.67   	-122.07		  4.70   	 -45.78		
 63.78   	105.90   	106.18   	-127.16		  4.52   	 -40.69		
 67.75   	104.37   	105.68   	-132.25		  4.35   	 -35.61		
 71.41   	105.59   	105.15   	-147.51		  4.21   	 -30.52		
 77.21   	108.95   	104.56   	-157.68		  4.09   	 -15.26		
 85.75   	111.69   	103.93   	-167.85		  4.03   	   5.09		
 97.05   	111.08   	103.25   	-178.03		  4.05   	  25.43		
107.42   	106.51   	102.54   	-183.11		  4.15   	  50.86		
115.05   	 98.88   	101.81   	-183.11		  4.35   	  71.21		
119.02   	 90.64   	101.08   	-183.11		  4.64   	  91.56		
121.77   	 83.92   	100.35   	-188.20		  5.01   	 101.73		
124.51   	 79.96   	 99.59   	-183.11		  5.41   	  96.64		
127.26   	 77.51   	 98.86   	-188.20		  5.80   	  91.56		
127.87   	 74.16   	 98.11   	-193.29		  6.16   	  71.21		
125.73   	 68.66   	 97.33   	-193.29		  6.45   	  50.86		
121.77   	 61.65   	 96.56   	-208.54		  6.65   	  25.43		
117.19   	 54.32   	 95.73   	-228.89		  6.75   	  10.17		
112.61   	 47.91   	 94.81   	-239.06		  6.80   	 -15.26		
107.12   	 42.42   	 93.86   	-264.50		  6.73   	 -25.43		
 98.88   	 36.93   	 92.80   	-284.84		  6.63   	 -30.52		
 86.98   	 30.52   	 91.66   	-305.19		  6.51   	 -40.69		
 72.63   	 23.19   	 90.44   	-320.45		  6.35   	 -40.69		
 58.90   	 16.17   	 89.16   	-335.71		  6.19   	 -40.69		
 48.52   	 10.38   	 87.81   	-350.97		  6.02   	 -45.78		
 41.81   	  6.10   	 86.41   	-381.48		  5.84   	 -45.78		
 36.32   	  3.05   	 84.88   	-406.92		  5.66   	 -61.04		
 28.69   	  0.61   	 83.26   	-447.61		  5.41   	 -66.12		
 16.17   	 -1.83   	 81.46   	-498.47		  5.15   	 -81.38		
  0.61   	 -5.19   	 79.47   	-554.42		  4.82   	 -91.56		
-14.34   	 -9.77   	 77.25   	-610.37		  4.46   	 -96.64		
-24.41   	-15.26   	 74.81   	-661.24		  4.07   	 -96.64		
-28.38   	-19.84   	 72.17   	-696.84		  3.68   	 -76.30		
-27.47   	-22.58   	 69.38   	-722.28		  3.38   	 -50.86		
-24.41   	-22.58   	 66.49   	-737.54		  3.17   	 -15.26		
-22.58   	-21.36   	 63.54   	-732.45		  3.11   	  30.52		
-23.80   	-20.14   	 60.61   	-717.19		  3.23   	  66.12		
-28.08   	-21.06   	 57.74   	-696.84		  3.50   	 101.73		
-34.48   	-23.80   	 54.95   	-671.41		  3.91   	 127.16		
-39.67   	-26.86   	 52.27   	-651.07		  4.42   	 132.25		
-40.89   	-27.16   	 49.66   	-625.63		  4.94   	 122.07		
-38.76   	-24.72   	 47.16   	-605.29		  5.43   	 111.90		
-35.10   	-20.14   	 44.74   	-590.03		  5.88   	  86.47		
-32.65   	-16.48   	 42.38   	-574.77		  6.23   	  66.12		
-32.04   	-15.87   	 40.08   	-559.51		  6.49   	  45.78		
-32.96   	-17.40   	 37.84   	-554.42		  6.67   	  30.52		
-35.71   	-19.53   	 35.63   	-539.16		  6.80   	  25.43		
-38.76   	-20.75   	 33.47   	-523.90		  6.90   	  20.35		
-40.89   	-19.84   	 31.37   	-503.56		  6.98   	  20.35		
-40.28   	-18.01   	 29.36   	-478.13		  7.06   	  25.43		
-36.93   	-16.17   	 27.45   	-452.69		  7.16   	  20.35		
-32.96   	-14.95   	 25.64   	-427.26		  7.24   	  15.26		
-30.21   	-14.65   	 23.93   	-396.74		  7.30   	  15.26		
-30.21   	-15.26   	 22.34   	-371.31		  7.37   	   5.09		
-30.21   	-16.17   	 20.85   	-361.14		  7.39(V)	 -10.17		
-28.08   	-16.78   	 19.41   	-350.97		  7.34   	 -15.26		
-25.02   	-16.48   	 18.01   	-345.88		  7.28   	 -35.61		
-24.11   	-15.56   	 16.62   	-350.97		  7.14   	 -50.86		
-28.38   	-13.73   	 15.22   	-345.88		  6.94   	 -71.21		
-36.32   	-11.29   	 13.84   	-340.79		  6.65   	 -91.56		
-43.64   	 -8.85   	 12.47   	-325.53		  6.29   	 -96.64		
-44.25   	 -7.02   	 11.17   	-305.19		  5.90   	-106.82		
-38.76   	 -6.10   	  9.95   	-264.50		  5.47   	 -96.64		
-31.43   	 -6.41   	  8.89   	-223.80		  5.09   	 -91.56		
-28.38   	 -7.63   	  8.00   	-167.85		  4.72   	 -71.21		
-30.82   	 -8.85   	  7.32   	-116.99		  4.44   	 -45.78		
-35.40   	 -9.16   	  6.86   	 -66.12		  4.25   	 -20.35		
-37.23   	 -8.54   	  6.59   	 -30.52		  4.17   	  10.17		
-34.79   	 -7.93   	  6.47   	  -5.09		  4.21   	  30.52		
-30.52   	 -7.63   	  6.45   	   0.00		  4.33   	  40.69		
-27.16   	 -8.24   	  6.45   	 -10.17		  4.50   	  55.95		
-26.86   	 -8.54   	  6.41   	 -25.43		  4.72   	  50.86		
-29.30   	 -8.54   	  6.31   	 -50.86		  4.92   	  50.86		
-31.74   	 -8.54   	  6.10   	 -66.12		  5.13   	  40.69		
-31.74   	 -9.16   	  5.84   	 -76.30		  5.29   	  30.52		
-29.91   	-10.99   	  5.53   	 -81.38		  5.41   	  25.43		
-27.47   	-13.43   	  5.21   	 -71.21		  5.51   	  15.26		
-26.86   	-15.26   	  4.92   	 -50.86		  5.57   	  15.26		
-29.60   	-15.26   	  4.72   	 -30.52		  5.64   	  10.17		
-34.48   	-14.34   	  4.60   	  -5.09		  5.68   	   5.09		
-39.06   	-13.12   	  4.58   	  20.35		  5.70   	   0.00		
-41.81   	-12.82   	  4.66   	  30.52		  5.70   	   5.09		
-43.03   	-14.65   	  4.78   	  45.78		  5.72   	   0.00		
-43.95   	-18.31   	  4.96   	  45.78		  5.72   	   0.00		
-45.17   	-22.28   	  5.15   	  45.78		  5.72   	   0.00		
-46.39   	-24.41   	  5.33   	  30.52		  5.72   	  -5.09		
-45.47   	-23.80   	  5.45   	  20.35		  5.70   	  -5.09		
-42.72   	-21.36   	  5.53   	  10.17		  5.68   	  -5.09		
-38.76   	-18.62   	  5.57   	  -5.09		  5.66   	 -10.17		
-36.01   	-17.40   	  5.55   	 -15.26		  5.62   	 -10.17		
-37.23   	-18.92   	  5.49   	 -20.35		  5.57   	 -10.17		
-41.81   	-22.28   	  5.41   	 -20.35		  5.53   	 -15.26		
-47.91   	-25.02   	  5.33   	 -25.43		  5.47   	 -20.35		
-51.57   	-26.25   	  5.23   	 -20.35		  5.39   	 -15.26		
-50.96   	-25.33   	  5.15   	 -15.26		  5.33   	 -25.43		
-46.39   	-23.19   	  5.09   	 -10.17		  5.23   	 -20.35		
-41.20   	-20.75   	  5.05   	 -10.17		  5.15   	 -20.35		
-37.54   	-19.23   	  5.01   	 -10.17		  5.07   	 -25.43		
-36.62   	-18.31   	  4.96   	  -5.09		  4.96   	 -20.35		
-35.40   	-16.48   	  4.94   	   0.00		  4.88   	 -15.26		
-32.35   	-11.90   	  4.94   	  -5.09		  4.82   	 -20.35		
-25.94   	 -2.44   	  4.92   	  -5.09		  4.74   	 -10.17		
-18.31   	 11.60   	  4.90   	   0.00		  4.70   	  -5.09		
-11.60   	 28.08   	  4.90   	   0.00		  4.68   	  -5.09		
 -8.54   	 42.72   	  4.90   	   0.00		  4.66   	   0.00		
 -8.54   	 51.57   	  4.90   	   0.00		  4.66   	   5.09		
-12.51   	 53.41   	  4.90   	   5.09		  4.68   	   5.09		
-18.31   	 49.13   	  4.92   	   5.09		  4.70   	  10.17		
-24.41   	 43.03   	  4.94   	  10.17		  4.74   	  10.17		
-28.69   	 39.37   	  4.98   	   5.09		  4.78   	   5.09		
-28.69   	 40.89   	  5.01   	  10.17		  4.80   	  10.17		
-23.19   	 47.91   	  5.05   	   5.09		  4.84   	   5.09		
-13.12   	 57.68   	  5.07   	  10.17		  4.86   	   5.09		
 -2.14   	 65.00   	  5.11   	   0.00		  4.88   	   0.00		
  5.49   	 66.53   	  5.11   	   0.00		  4.88   	   0.00		
  6.71   	 61.34   	  5.11   	  -5.09		  4.88   	   0.00		
  0.61   	 51.88   	  5.09   	  -5.09		  4.88   	   5.09		
-10.07   	 40.28   	  5.07   	 -10.17		  4.90   	   0.00		
-20.75   	 26.55   	  5.03   	 -10.17		  4.90   	   0.00		
-27.47   	 10.99   	  4.98   	 -15.26		  4.90   	   5.09		
-27.77   	 -4.27   	  4.92   	 -15.26		  4.92   	  10.17		
-20.45   	-13.73   	  4.86   	 -10.17		  4.96   	  10.17		
 -5.49   	-12.51   	  4.82   	  -5.09		  5.01   	  10.17		
 13.73   	 -0.31   	  4.80   	  -5.09		  5.05   	  10.17		
 31.13   	 16.48   	  4.78   	   0.00		  5.09   	  10.17		
 41.20   	 28.99   	  4.78   	   5.09		  5.13   	   5.09		
 39.98   	 30.21   	  4.80   	   5.09		  5.15   	  10.17		
 26.86   	 18.31   	  4.82   	  10.17		  5.19   	   0.00		
  5.49   	 -3.05   	  4.86   	  10.17		  5.19   	  10.17		
-18.01   	-26.25   	  4.90   	  10.17		  5.23   	  10.17		
-36.93   	-44.56   	  4.94   	  15.26		  5.27   	  15.26		
-48.52   	-53.71   	  5.01   	  20.35		  5.33   	  25.43		
-53.41   	-55.54   	  5.09   	  20.35		  5.43   	  35.61		
-53.71   	-54.63   	  5.17   	  25.43		  5.57   	  40.69		
-53.41   	-54.32   	  5.27   	  30.52		  5.74   	  45.78		
-54.32   	-55.85   	  5.39   	  35.61		  5.92   	  50.86		
-55.85   	-57.98   	  5.53   	  45.78		  6.12   	  45.78		
-57.07   	-59.51   	  5.72   	  55.95		  6.31   	  40.69		
-57.98   	-60.42   	  5.94   	  55.95		  6.47   	  30.52		
-59.51   	-61.95   	  6.16   	  66.12		  6.59   	  20.35		
-61.34   	-63.17   	  6.43   	  61.04		  6.67   	  10.17		
-63.17   	-63.48   	  6.67   	  55.95		  6.71(A)	   0.00		
-63.48   	-62.26   	  6.90   	  50.86		  6.71   	 -15.26		
-61.04   	-59.51   	  7.10   	  40.69		  6.65   	 -20.35		
-56.46   	-57.37   	  7.26   	  30.52		  6.57   	 -30.52		
-53.71   	-56.15   	  7.39   	  10.17		  6.45   	 -35.61		
-55.54   	-56.76   	  7.43   	   5.09		  6.31   	 -35.61		
-61.04   	-58.29   	  7.45   	  -5.09		  6.16   	 -35.61		
-65.61   	-60.12   	  7.43   	 -15.26		  6.02   	 -40.69		
-66.83   	-60.73   	  7.37   	 -15.26		  5.86   	 -35.61		
-64.09   	-59.51   	  7.30   	 -25.43		  5.72   	 -30.52		
-60.12   	-56.76   	  7.20   	 -30.52		  5.60   	 -35.61		
-57.68   	-53.10   	  7.08   	 -35.61		  5.45   	 -25.43		
-58.29   	-49.44   	  6.94   	 -35.61		  5.35   	 -20.35		
-61.65   	-44.25   	  6.80   	 -40.69		  5.27   	 -20.35		
-69.58   	-34.18   	  6.63   	 -40.69		  5.19   	 -15.26		
-83.31   	-14.65   	  6.47   	 -35.61		  5.13   	 -15.26		
-101.01   	 14.34   	  6.33   	 -30.52		  5.07   	 -10.17		
-112.30   	 50.35   	  6.21   	 -25.43		  5.03   	  -5.09		
-98.57   	 88.20   	  6.10   	 -15.26		  5.01   	 -10.17		
-38.15   	123.29   	  6.04   	  -5.09		  4.96   	 -10.17		
 76.60   	152.89   	  6.02   	   0.00		  4.92   	 -10.17		
229.49   	170.90   	  6.02(E)	  15.26		  4.88   	  -5.09		
378.42   	153.50   	  6.08   	  25.43		  4.86   	 -10.17		
473.33   	 66.83   	  6.19   	  25.43		  4.82   	 -10.17		
486.45   	-102.54   	  6.29   	  40.69		  4.78   	 -10.17		
427.86   	-321.96   	  6.45   	  40.69		  4.74   	  -5.09		
335.69   	-520.63   	  6.61   	  45.78		  4.72   	   0.00		
248.11   	-633.24   	  6.80   	  50.86		  4.72   	   5.09		
183.41   	-652.47   	  7.00   	  55.95		  4.74   	   5.09		
136.11   	-635.99   	  7.22   	  55.95		  4.76   	  10.17		
 96.44   	-647.58   	  7.45   	  66.12		  4.80   	  15.26		
 65.31   	-698.24   	  7.71   	  71.21		  4.86   	  15.26		
 49.13   	-739.75(R)	  8.00   	  91.56		  4.92   	  10.17		
 47.91   	-710.14   	  8.36   	 106.82		  4.96   	  15.26		
 51.88   	-591.74   	  8.79   	 132.25		  5.03   	   5.09		
 48.22   	-422.67   	  9.32   	 157.68		  5.05   	   5.09		
 32.04   	-263.67   	  9.95   	 203.46		  5.07   	  -5.09		
  9.16   	-153.20   	 10.76   	 239.06		  5.05   	 -10.17		
-11.60   	-95.52   	 11.72   	 289.93		  5.01   	 -15.26		
-25.33   	-72.02   	 12.88   	 345.88		  4.94   	 -20.35		
-32.65   	-61.34   	 14.26   	 406.92		  4.86   	 -20.35		
-36.62   	-51.27   	 15.89   	 462.87		  4.78   	 -25.43		
-38.15   	-39.06   	 17.74   	 528.99		  4.68   	 -30.52		
-38.45   	-27.16   	 19.86   	 584.94		  4.56   	 -30.52		
-38.76   	-18.92   	 22.20   	 635.81		  4.44   	 -30.52		
-40.89   	-16.17   	 24.74   	 686.67		  4.31   	 -40.69		
-44.56   	-15.87   	 27.49   	 727.36		  4.15   	 -45.78		
-47.91   	-14.34   	 30.40   	 762.97		  3.97   	 -50.86		
-48.83   	 -9.46   	 33.45   	 798.57		  3.76   	 -50.86		
-46.39   	 -2.75   	 36.64   	 829.09		  3.56   	 -50.86		
-43.03   	  3.05   	 39.96   	 869.78		  3.36   	 -45.78		
-41.81   	  6.41   	 43.44   	 905.39		  3.17   	 -40.69		
-43.64   	  7.32   	 47.06   	 935.91		  3.01   	 -25.43		
-47.00   	  7.02   	 50.80   	 946.08		  2.91   	 -20.35		
-49.13   	  7.32   	 54.59   	 946.08		  2.83   	 -10.17		
-46.39   	  9.16   	 58.37   	 915.56		  2.79   	   0.00		
-40.28   	 11.90   	 62.03   	 859.61		  2.79   	   5.09		
-34.18   	 14.04   	 65.47   	 783.31		  2.81   	   5.09		
-31.43   	 14.95   	 68.61   	 686.67		  2.83   	   5.09		
-32.35   	 15.26   	 71.35   	 600.20		  2.85   	  -5.09		
-34.48   	 15.87   	 73.75   	 508.65		  2.83   	 -10.17		
-36.01   	 17.70   	 75.79   	 437.43		  2.79   	 -15.26		
-35.71   	 19.84   	 77.54   	 391.66		  2.73   	 -25.43		
-34.48   	 21.06   	 79.10   	 361.14		  2.62   	 -35.61		
-33.57   	 20.75   	 80.55   	 356.05		  2.48   	 -30.52		
-33.87   	 19.53   	 81.97   	 366.22		  2.36   	 -30.52		
-33.57   	 18.62   	 83.44   	 386.57		  2.24   	 -25.43		
-32.35   	 18.92   	 84.98   	 396.74		  2.14   	 -20.35		
-28.99   	 20.45   	 86.57   	 412.00		  2.05   	  -5.09		
-25.02   	 23.19   	 88.22   	 406.92		  2.03   	   0.00		
-21.06   	 25.63   	 89.85   	 406.92		  2.03   	  10.17		
-18.92   	 27.16   	 91.47   	 386.57		  2.08   	  20.35		
-18.01   	 27.16   	 93.02   	 366.22		  2.16   	  25.43		
-18.01   	 26.86   	 94.49   	 340.79		  2.26   	  30.52		
-17.70   	 27.47   	 95.85   	 315.36		  2.38   	  35.61		
-15.87   	 29.91   	 97.11   	 279.75		  2.52   	  25.43		
-12.51   	 33.26   	 98.23   	 249.24		  2.62   	  25.43		
 -8.24   	 35.40   	 99.23   	 208.54		  2.73   	  20.35		
 -5.19   	 36.01   	100.06   	 172.94		  2.81   	  10.17		
 -3.66   	 35.40   	100.75   	 127.16		  2.85   	   0.00		
 -3.66   	 35.71   	101.26   	  91.56		  2.85   	   0.00		
 -3.66   	 38.76   	101.63   	  71.21		  2.85   	 -10.17		
 -2.44   	 43.64   	101.91   	  66.12		  2.81   	 -10.17		
 -0.31   	 48.52   	102.18   	  71.21		  2.77   	 -10.17		
  1.83   	 51.88   	102.46   	  81.38		  2.73   	 -15.26		
  2.14   	 53.41   	102.79   	 106.82		  2.67   	 -10.17		
  1.53   	 54.63   	103.21   	 122.07		  2.62   	 -10.17		
  2.44   	 56.76   	103.70   	 127.16		  2.58   	  -5.09		
  7.32   	 59.81   	104.21   	 132.25		  2.56   	   0.00		
 15.26   	 62.87   	104.74   	 111.90		  2.56   	   0.00		
 22.89   	 65.61   	105.19   	  91.56		  2.56   	   5.09		
 27.77   	 68.05   	105.55   	  55.95		  2.58   	  10.17		
 29.60   	 71.72   	105.78   	  25.43		  2.62   	   5.09		
 30.82   	 76.60   	105.88(S)	   0.00		  2.64   	   5.09		
 33.57   	 82.40   	105.88   	 -20.35		  2.67   	   5.09		
 37.84   	 87.89   	105.80   	 -35.61		  2.69   	   0.00		
 41.50   	 92.16   	105.66   	 -35.61		  2.69   	  -5.09		
 44.56   	 95.21   	105.51   	 -30.52		  2.67   	  -5.09		
 48.52   	 97.96   	105.39   	 -25.43		  2.64   	 -10.17		
 56.15   	101.62   	105.29   	 -15.26		  2.60   	 -10.17		
 65.92   	105.90   	105.23   	  -5.09		  2.56   	  -5.09		
 74.77   	110.17   	105.21   	  -5.09		  2.54   	  -5.09		
