  I     	  II     	  LV     	  LV'		  PW     	  PW'		
 15.26   	-87.28   	 97.56   	-808.75		  6.80   	  25.43		
 15.26   	-84.23   	 94.32   	-854.52		  6.90   	  30.52		
 14.65   	-82.09   	 90.91   	-900.30		  7.02   	  30.52		
 14.65   	-81.18   	 87.30   	-930.82		  7.14   	  40.69		
 15.56   	-81.18   	 83.58   	-966.43		  7.30   	  45.78		
 16.78   	-81.18   	 79.71   	-981.68		  7.49   	  55.95		
 17.09   	-80.26   	 75.79   	-996.94		  7.71   	  61.04		
 15.26   	-80.57   	 71.80   	-986.77		  7.96   	  76.30		
 12.51   	-81.18   	 67.85   	-986.77		  8.26   	  76.30		
 10.07   	-80.87   	 63.91   	-961.34		  8.57   	  81.38		
  9.46   	-79.35   	 60.06   	-940.99		  8.89   	  76.30		
  9.77   	-76.90   	 56.30   	-915.56		  9.20   	  71.21		
 10.07   	-74.77   	 52.63   	-885.04		  9.48   	  66.12		
  8.85   	-74.16   	 49.09   	-854.52		  9.75   	  55.95		
  6.71   	-74.46   	 45.68   	-824.00		  9.97   	  50.86		
  5.19   	-74.46   	 42.38   	-798.57		 10.17   	  45.78		
  4.88   	-72.94   	 39.19   	-773.14		 10.36   	  40.69		
  5.49   	-69.89   	 36.09   	-742.62		 10.52   	  30.52		
  6.10   	-66.83   	 33.12   	-712.10		 10.64   	  30.52		
  5.49   	-64.39   	 30.27   	-671.41		 10.76   	  30.52		
  4.88   	-63.17   	 27.59   	-620.55		 10.89   	  25.43		
  4.88   	-63.17   	 25.11   	-559.51		 10.99   	  25.43		
  6.71   	-64.39   	 22.87   	-498.47		 11.09   	  25.43		
  8.54   	-65.92   	 20.87   	-427.26		 11.19   	  25.43		
  9.77   	-66.53   	 19.17   	-361.14		 11.29   	  30.52		
  8.85   	-66.83   	 17.72   	-305.19		 11.41   	  35.61		
  6.10   	-67.14   	 16.50   	-249.24		 11.56   	  35.61		
  2.75   	-69.27   	 15.50   	-218.72		 11.70   	  40.69		
 -0.31   	-72.63   	 14.63   	-188.20		 11.86   	  45.78		
 -2.14   	-75.99   	 13.88   	-178.03		 12.04   	  45.78		
 -2.14   	-77.51   	 13.16   	-172.94		 12.23   	  45.78		
 -1.83   	-76.29   	 12.47   	-172.94		 12.41   	  45.78		
 -0.92   	-72.94   	 11.78   	-167.85		 12.59   	  40.69		
 -0.31   	-69.89   	 11.11   	-167.85		 12.76   	  40.69		
  0.31   	-68.97   	 10.44   	-157.68		 12.92   	  30.52		
  0.61   	-71.41   	  9.81   	-142.42		 13.04   	  30.52		
  1.22   	-74.77   	  9.24   	-127.16		 13.16   	  20.35		
  1.22   	-77.51   	  8.73   	-106.82		 13.25   	  15.26		
  0.31   	-79.04   	  8.30   	 -86.47		 13.31   	  15.26		
 -1.83   	-79.65   	  7.96   	 -61.04		 13.37   	   5.09		
 -3.36   	-79.96   	  7.71   	 -45.78		 13.39   	   0.00		
 -3.66   	-79.35   	  7.53   	 -35.61		 13.39(V)	   0.00		
 -1.83   	-77.82   	  7.39   	 -25.43		 13.39   	 -10.17		
  0.31   	-75.99   	  7.28   	 -20.35		 13.35   	 -10.17		
  0.61   	-75.07   	  7.20   	 -20.35		 13.31   	 -15.26		
 -1.53   	-76.90   	  7.12   	 -15.26		 13.25   	 -20.35		
 -4.27   	-80.26   	  7.06   	 -15.26		 13.16   	 -20.35		
 -5.80   	-83.01   	  7.00   	 -10.17		 13.08   	 -25.43		
 -4.88   	-83.62   	  6.96   	 -10.17		 12.98   	 -25.43		
 -2.14   	-81.79   	  6.92   	 -10.17		 12.88   	 -25.43		
  0.61   	-79.04   	  6.88(D)	   0.00		 12.78   	 -25.43		
  1.22   	-76.90   	  6.88   	   5.09		 12.68   	 -25.43		
  0.00   	-76.29   	  6.90   	   5.09		 12.57   	 -20.35		
 -2.44   	-77.21   	  6.92   	  15.26		 12.49   	 -25.43		
 -4.58   	-79.04   	  6.98   	  10.17		 12.39   	 -20.35		
 -5.19   	-80.26   	  7.02   	  20.35		 12.31   	 -25.43		
 -3.66   	-79.96   	  7.10   	  15.26		 12.21   	 -25.43		
 -1.22   	-77.82   	  7.16   	  15.26		 12.11   	 -25.43		
  0.61   	-75.38   	  7.22   	  20.35		 12.00   	 -25.43		
  0.61   	-74.16   	  7.30   	  15.26		 11.90   	 -25.43		
 -0.92   	-74.77   	  7.37   	  15.26		 11.80   	 -30.52		
 -2.14   	-76.90   	  7.43   	  20.35		 11.68   	 -30.52		
 -2.44   	-78.74   	  7.51   	  25.43		 11.56   	 -25.43		
 -0.92   	-76.60   	  7.61   	  30.52		 11.45   	 -25.43		
  2.14   	-67.75   	  7.73   	  40.69		 11.35   	 -20.35		
  7.02   	-51.57   	  7.89   	  50.86		 11.27   	 -15.26		
 12.82   	-31.74   	  8.10   	  55.95		 11.21   	 -10.17		
 18.62   	-13.43   	  8.32   	  55.95		 11.17   	  -5.09		
 22.89   	 -2.75   	  8.55   	  61.04		 11.15   	   0.00		
 24.72   	 -0.92   	  8.79   	  55.95		 11.15   	  10.17		
 25.02   	 -5.49   	  9.01   	  55.95		 11.19   	  10.17		
 25.94   	-11.29   	  9.24   	  45.78		 11.23   	  20.35		
 29.91   	-15.26   	  9.42   	  40.69		 11.31   	  25.43		
 37.84   	-15.26   	  9.58   	  35.61		 11.41   	  30.52		
 48.22   	 -7.93   	  9.73   	  30.52		 11.54   	  35.61		
 59.81   	 10.38   	  9.85   	  20.35		 11.68   	  35.61		
 70.80   	 39.06   	  9.93   	  20.35		 11.82   	  35.61		
 81.18   	 72.02   	 10.01   	  20.35		 11.96   	  40.69		
 89.72   	 97.05   	 10.09   	  20.35		 12.13   	  35.61		
 94.60   	103.15   	 10.17   	  20.35		 12.27   	  40.69		
 95.52   	 91.25   	 10.25   	  20.35		 12.43   	  35.61		
 93.08   	 70.19   	 10.34   	  25.43		 12.57   	  35.61		
 88.50   	 50.96   	 10.44   	  25.43		 12.72   	  25.43		
 82.70   	 39.98   	 10.54   	  15.26		 12.82   	  25.43		
 74.16   	 34.79   	 10.60   	  15.26		 12.92   	  15.26		
 62.26   	 28.08   	 10.66   	   0.00		 12.98   	  15.26		
 47.30   	 13.73   	 10.66   	 -10.17		 13.04   	   0.00		
 31.13   	 -8.54   	 10.62   	 -15.26		 13.04   	   0.00		
 16.48   	-33.57   	 10.56   	 -30.52		 13.04   	 -10.17		
  4.58   	-54.93   	 10.44   	 -30.52		 13.00   	 -15.26		
 -3.36   	-68.66   	 10.32   	 -35.61		 12.94   	 -20.35		
 -7.32   	-75.68   	 10.17   	 -30.52		 12.86   	 -20.35		
 -8.24   	-79.96   	 10.05   	 -25.43		 12.78   	 -30.52		
 -7.63   	-84.84   	  9.95   	 -15.26		 12.66   	 -30.52		
 -7.32   	-90.94   	  9.89   	   0.00		 12.53   	 -30.52		
 -7.93   	-95.52   	  9.89   	  15.26		 12.41   	 -30.52		
 -9.77   	-97.96   	  9.95   	  25.43		 12.29   	 -30.52		
-11.60   	-99.49   	 10.05   	  35.61		 12.17   	 -25.43		
-13.12   	-101.62   	 10.19   	  45.78		 12.07   	 -20.35		
-14.34   	-104.98   	 10.38   	  61.04		 11.98   	 -15.26		
-14.95   	-107.73   	 10.62   	  71.21		 11.92   	  -5.09		
-15.56   	-107.42   	 10.91   	  81.38		 11.90   	  -5.09		
-15.87   	-104.37   	 11.23   	  91.56		 11.88   	  -5.09		
-16.48   	-101.01   	 11.60   	 101.73		 11.86   	  -5.09		
-16.78   	-99.49   	 12.00   	 101.73		 11.84   	  -5.09		
-17.09   	-100.40   	 12.41   	 106.82		 11.82   	  -5.09		
-18.31   	-103.76   	 12.84   	  96.64		 11.80   	   0.00		
-24.11   	-113.22   	 13.22   	  91.56		 11.80   	   5.09		
-37.54   	-130.31   	 13.59   	  81.38		 11.82   	   5.09		
-59.20   	-149.23   	 13.92   	  66.12		 11.84   	  20.35		
-81.18   	-155.94   	 14.18   	  61.04		 11.92   	  25.43		
-88.81   	-132.75   	 14.43   	  50.86		 12.02   	  40.69		
-61.65   	-69.89   	 14.63   	  50.86		 12.19   	  40.69		
 16.48   	 25.63   	 14.83   	  61.04		 12.35   	  50.86		
157.78   	140.69   	 15.08   	  66.12		 12.55   	  45.78		
369.26   	276.49   	 15.34   	  86.47		 12.74   	  50.86		
650.33   	453.80   	 15.69   	  96.64		 12.94   	  40.69		
971.07   	685.42   	 16.07   	 106.82		 13.10   	  30.52		
1250.61   	931.40   	 16.50   	 111.90		 13.22   	  25.43		
1374.82(R)	1086.12   	 16.95(E)	 116.99		 13.33   	  15.26		
1254.27   	1036.99   	 17.42   	 106.82		 13.39   	  15.26		
893.55   	747.68   	 17.84   	 106.82		 13.45   	   5.09		
415.04   	307.92   	 18.27   	 101.73		 13.47   	   0.00		
 -1.22   	-102.84   	 18.68   	 111.90		 13.47   	   5.09		
-223.08   	-331.42   	 19.13   	 122.07		 13.49   	   0.00		
-239.56   	-342.71   	 19.61   	 137.33		 13.49   	   0.00		
-140.38   	-218.81   	 20.16   	 147.51		 13.49   	   0.00		
-37.84   	-82.70   	 20.75   	 167.85		 13.49   	  -5.09		
  3.97   	-14.34   	 21.42   	 193.29		 13.47   	 -10.17		
-12.21   	-19.84   	 22.20   	 239.06		 13.43   	 -15.26		
-48.83   	-57.98   	 23.15   	 305.19		 13.37   	 -15.26		
-73.55   	-87.59   	 24.37   	 391.66		 13.31   	 -20.35		
-77.51   	-93.99   	 25.94   	 503.56		 13.22   	 -15.26		
-69.89   	-85.14   	 27.96   	 635.81		 13.16   	   0.00		
-62.26   	-75.38   	 30.50   	 773.14		 13.16   	  20.35		
-61.04   	-73.85   	 33.59   	 910.47		 13.25   	  40.69		
-65.92   	-79.65   	 37.23   	1032.55		 13.41   	  66.12		
-72.02   	-86.06   	 41.36   	1119.02		 13.67   	  81.38		
-74.77   	-87.89   	 45.84   	1185.14		 14.00   	  86.47		
-72.94   	-83.31   	 50.58   	1210.58		 14.34   	  91.56		
-69.27   	-76.90   	 55.42   	1215.66		 14.71   	  76.30		
-67.14   	-72.33   	 60.28   	1205.49		 15.02   	  61.04		
-68.36   	-71.41   	 65.11   	1174.97		 15.26   	  45.78		
-71.11   	-72.63   	 69.81   	1154.62		 15.44   	  15.26		
-74.16   	-74.46   	 74.42   	1134.28		 15.50(A)	   0.00		
-75.68   	-75.38   	 78.96   	1119.02		 15.50   	 -10.17		
-75.38   	-73.85   	 83.44   	1108.85		 15.46   	 -20.35		
-74.16   	-69.58   	 87.87   	1103.76		 15.38   	 -20.35		
-73.24   	-63.48   	 92.29   	1088.50		 15.30   	 -15.26		
-73.24   	-58.29   	 96.64   	1063.07		 15.24   	 -10.17		
-73.85   	-55.85   	100.89   	1032.55		 15.20   	   0.00		
-74.46   	-55.54   	105.03   	 991.86		 15.20   	   5.09		
-74.46   	-55.24   	108.99   	 935.91		 15.22   	  10.17		
-74.16   	-52.49   	112.74   	 879.96		 15.26   	   5.09		
-73.85   	-45.78   	116.26   	 818.92		 15.28   	   5.09		
-74.16   	-37.23   	119.53   	 762.97		 15.30   	  -5.09		
-74.77   	-29.91   	122.58   	 712.10		 15.28   	 -10.17		
-76.29   	-26.25   	125.43   	 656.15		 15.24   	 -15.26		
-79.04   	-25.94   	128.06   	 605.29		 15.18   	 -20.35		
-82.40   	-27.16   	130.48   	 544.25		 15.10   	 -25.43		
-85.45   	-26.25   	132.65   	 488.30		 14.99   	 -25.43		
-87.28   	-20.75   	134.61   	 427.26		 14.89   	 -30.52		
-87.59   	-11.60   	136.32   	 371.31		 14.77   	 -25.43		
-86.67   	 -1.53   	137.80   	 320.45		 14.67   	 -25.43		
-85.14   	  7.02   	139.08   	 289.93		 14.57   	 -30.52		
-84.84   	 14.04   	140.24   	 274.67		 14.45   	 -30.52		
-86.06   	 19.23   	141.34   	 264.50		 14.32   	 -35.61		
-88.81   	 23.50   	142.40   	 269.58		 14.18   	 -35.61		
-93.08   	 27.47   	143.48   	 279.75		 14.04   	 -35.61		
-97.05   	 30.82   	144.60   	 295.01		 13.90   	 -40.69		
-100.71   	 34.79   	145.78   	 300.10		 13.73   	 -40.69		
-103.45   	 40.89   	146.98   	 300.10		 13.57   	 -45.78		
-106.51   	 49.74   	148.18   	 289.93		 13.39   	 -40.69		
-109.86   	 59.81   	149.34   	 259.41		 13.22   	 -45.78		
-113.83   	 69.89   	150.38   	 223.80		 13.04   	 -50.86		
-117.49   	 79.35   	151.27   	 183.11		 12.84   	 -45.78		
-121.15   	 87.59   	152.00   	 137.33		 12.66   	 -45.78		
-125.73   	 96.74   	152.55   	 101.73		 12.47   	 -50.86		
-131.84   	106.20   	152.96   	  61.04		 12.27   	 -55.95		
-140.08   	115.97   	153.20   	  40.69		 12.04   	 -50.86		
-149.54   	125.12   	153.37   	  20.35		 11.84   	 -55.95		
-159.00   	133.67   	153.45   	   5.09		 11.62   	 -50.86		
-168.15   	142.82   	153.47   	   5.09		 11.41   	 -55.95		
-177.00   	152.89   	153.49   	   0.00		 11.19   	 -50.86		
-186.46   	163.27   	153.49   	  10.17		 10.99   	 -45.78		
-196.23   	172.12   	153.53   	   5.09		 10.80   	 -40.69		
-206.60   	178.22   	153.55   	  10.17		 10.64   	 -35.61		
-217.59   	181.58   	153.59   	   5.09		 10.50   	 -25.43		
-228.58   	183.11   	153.61(S)	  -5.09		 10.40   	 -20.35		
-238.95   	184.63   	153.59   	 -25.43		 10.32   	 -20.35		
-248.41   	187.07   	153.49   	 -50.86		 10.23   	  -5.09		
-256.04   	190.12   	153.29   	 -76.30		 10.21   	  -5.09		
-262.15   	193.18   	152.98   	-106.82		 10.19   	   0.00		
-266.72   	194.40   	152.55   	-132.25		 10.19   	   5.09		
-269.47   	192.57   	152.02   	-152.59		 10.21   	  10.17		
-268.86   	186.77   	151.41   	-172.94		 10.25   	  10.17		
-263.98   	177.92   	150.72   	-188.20		 10.29   	  10.17		
-253.91   	166.02   	149.97   	-208.54		 10.34   	  10.17		
-238.95   	151.98   	149.13   	-228.89		 10.38   	  15.26		
-219.12   	135.19   	148.22   	-244.15		 10.44   	   5.09		
-195.31   	116.27   	147.24   	-274.67		 10.46   	  10.17		
-168.46   	 96.74   	146.14   	-305.19		 10.50   	   0.00		
-140.69   	 79.04   	144.92   	-330.62		 10.50   	   5.09		
-112.92   	 64.09   	143.60   	-366.22		 10.52   	   5.09		
-87.28   	 50.66   	142.14   	-396.74		 10.54   	   0.00		
-64.39   	 37.23   	140.55   	-422.18		 10.54   	   5.09		
-44.56   	 22.89   	138.86   	-442.52		 10.56   	   5.09		
-28.69   	  8.24   	137.09   	-457.78		 10.58   	   5.09		
-16.48   	 -5.19   	135.26   	-478.13		 10.60   	  15.26		
 -7.32   	-15.56   	133.35   	-498.47		 10.66   	  15.26		
  0.61   	-22.28   	131.35   	-518.82		 10.72   	  15.26		
  7.63   	-25.63   	129.28   	-554.42		 10.78   	  20.35		
 14.34   	-26.25   	127.06   	-600.20		 10.86   	  20.35		
 19.53   	-26.55   	124.66   	-640.89		 10.95   	  25.43		
 22.89   	-28.08   	122.10   	-696.84		 11.05   	  20.35		
 24.11   	-32.04   	119.31   	-752.79		 11.13   	  25.43		
 24.11   	-36.93   	116.30   	-798.57		 11.23   	  20.35		
 24.11   	-40.89   	113.10   	-854.52		 11.31   	  25.43		
 24.72   	-41.81   	109.68   	-890.13		 11.41   	  15.26		
 26.25   	-39.67   	106.12   	-920.65		 11.48   	  20.35		
 28.38   	-36.01   	102.44   	-951.17		 11.56   	  20.35		
 29.91   	-32.96   	 98.64   	-961.34		 11.64   	  25.43		
 29.30   	-31.43   	 94.79   	-976.60		 11.74   	  20.35		
 27.47   	-31.74   	 90.88   	-986.77		 11.82   	  20.35		
 25.33   	-32.65   	 86.94   	-986.77		 11.90   	  25.43		
 23.50   	-33.26   	 82.99   	-991.86		 12.00   	  20.35		
 22.89   	-32.35   	 79.02   	-986.77		 12.09   	  20.35		
 23.19   	-29.60   	 75.08   	-986.77		 12.17   	  25.43		
 23.80   	-25.94   	 71.13   	-986.77		 12.27   	  25.43		
 24.41   	-22.89   	 67.18   	-976.60		 12.37   	  30.52		
 24.41   	-21.36   	 63.28   	-966.43		 12.49   	  35.61		
 23.80   	-21.06   	 59.41   	-956.25		 12.63   	  40.69		
 22.58   	-20.75   	 55.58   	-940.99		 12.80   	  45.78		
 21.06   	-19.84   	 51.82   	-920.65		 12.98   	  45.78		
 19.84   	-18.92   	 48.14   	-890.13		 13.16   	  45.78		
 18.92   	-18.92   	 44.58   	-864.70		 13.35   	  40.69		
 17.70   	-19.84   	 41.12   	-829.09		 13.51   	  45.78		
 16.48   	-21.06   	 37.80   	-778.23		 13.69   	  40.69		
 14.95   	-21.06   	 34.69   	-732.45		 13.86   	  35.61		
 13.73   	-20.14   	 31.76   	-671.41		 14.00   	  35.61		
 13.12   	-18.62   	 29.07   	-610.37		 14.14   	  35.61		
 13.12   	-17.40   	 26.63   	-549.34		 14.28   	  35.61		
 14.04   	-16.78   	 24.44   	-478.13		 14.43   	  40.69		
 14.95   	-16.48   	 22.52   	-422.18		 14.59   	  35.61		
 15.87   	-16.17   	 20.83   	-356.05		 14.73   	  35.61		
 16.17   	-16.48   	 19.41   	-310.27		 14.87   	  35.61		
 16.17   	-17.40   	 18.17   	-264.50		 15.02   	  30.52		
 15.87   	-18.01   	 17.11   	-233.98		 15.14   	  30.52		
 16.17   	-17.70   	 16.17   	-198.37		 15.26   	  30.52		
 17.09   	-17.09   	 15.38   	-183.11		 15.38   	  25.43		
 18.31   	-16.48   	 14.65   	-162.77		 15.48   	  20.35		
 18.62   	-16.48   	 14.00   	-152.59		 15.56   	  20.35		
 18.01   	-18.01   	 13.39   	-142.42		 15.65   	  20.35		
 16.17   	-20.14   	 12.82   	-132.25		 15.73   	  15.26		
 14.04   	-22.28   	 12.29   	-122.07		 15.79   	  15.26		
 12.51   	-23.50   	 11.80   	-106.82		 15.85   	  15.26		
 11.60   	-23.50   	 11.37   	 -91.56		 15.91   	  10.17		
 11.60   	-21.97   	 11.01   	 -76.30		 15.95   	  15.26		
 11.90   	-20.45   	 10.70   	 -61.04		 16.01   	  10.17		
 13.12   	-19.53   	 10.46   	 -50.86		 16.05   	  10.17		
 14.04   	-19.84   	 10.25   	 -40.69		 16.09   	   5.09		
 14.65   	-21.06   	 10.09   	 -35.61		 16.11   	   5.09		
 14.65   	-22.28   	  9.95   	 -35.61		 16.13   	   5.09		
 14.04   	-23.19   	  9.81   	 -30.52		 16.15(V)	  -5.09		
 13.12   	-25.33   	  9.68   	 -35.61		 16.13   	 -10.17		
 12.21   	-28.69   	  9.54   	 -30.52		 16.09   	 -10.17		
 11.60   	-32.65   	  9.42   	 -30.52		 16.05   	 -15.26		
 11.60   	-34.79   	  9.30   	 -25.43		 15.99   	 -20.35		
 12.51   	-33.26   	  9.20   	 -15.26		 15.91   	 -20.35		
 14.04   	-28.69   	  9.14   	 -10.17		 15.83   	 -20.35		
 14.95   	-23.19   	  9.09   	  -5.09		 15.75   	 -25.43		
 15.26   	-18.92   	  9.07(D)	   0.00		 15.65   	 -20.35		
 14.65   	-17.40   	  9.07   	   0.00		 15.56   	 -25.43		
 13.73   	-17.70   	  9.07   	   5.09		 15.46   	 -20.35		
 13.73   	-18.62   	  9.09   	   5.09		 15.38   	 -15.26		
 14.04   	-18.92   	  9.11   	   0.00		 15.32   	 -20.35		
 14.65   	-17.70   	  9.11   	   0.00		 15.24   	 -20.35		
 15.87   	-13.12   	  9.11   	   0.00		 15.16   	 -15.26		
 18.01   	 -2.75   	  9.11   	   5.09		 15.10   	 -20.35		
 21.97   	 13.12   	  9.14   	   5.09		 15.02   	 -20.35		
 27.77   	 31.43   	  9.16   	  10.17		 14.93   	 -15.26		
 34.48   	 47.00   	  9.20   	  15.26		 14.87   	 -20.35		
 40.28   	 55.54   	  9.26   	  20.35		 14.79   	 -20.35		
 44.56   	 57.37   	  9.34   	  30.52		 14.71   	 -20.35		
 47.30   	 56.15   	  9.46   	  30.52		 14.63   	 -20.35		
 49.44   	 54.63   	  9.58   	  35.61		 14.55   	 -20.35		
 52.49   	 53.71   	  9.73   	  35.61		 14.47   	 -20.35		
 57.68   	 55.24   	  9.87   	  40.69		 14.38   	 -20.35		
 65.92   	 62.87   	 10.03   	  30.52		 14.30   	 -20.35		
 77.51   	 79.96   	 10.15   	  30.52		 14.22   	 -15.26		
 90.64   	105.29   	 10.27   	  30.52		 14.16   	 -15.26		
102.54   	129.39   	 10.40   	  20.35		 14.10   	 -15.26		
110.47   	140.69   	 10.48   	  15.26		 14.04   	 -15.26		
112.92   	134.28   	 10.54   	  15.26		 13.98   	 -15.26		
111.08   	115.97   	 10.60   	  15.26		 13.92   	 -10.17		
107.12   	 97.35   	 10.66   	  15.26		 13.88   	 -15.26		
101.62   	 86.36   	 10.72   	  10.17		 13.81   	 -15.26		
 94.30   	 82.70   	 10.76   	  15.26		 13.75   	 -15.26		
 83.31   	 78.74   	 10.82   	  20.35		 13.69   	 -20.35		
 68.97   	 66.83   	 10.91   	  25.43		 13.61   	 -15.26		
 52.19   	 44.86   	 11.01   	  25.43		 13.55   	 -20.35		
 36.01   	 18.31   	 11.11   	  30.52		 13.47   	 -25.43		
 22.58   	 -4.88   	 11.23   	  20.35		 13.37   	 -20.35		
 13.12   	-19.53   	 11.31   	  25.43		 13.29   	 -30.52		
  7.63   	-25.63   	 11.41   	  15.26		 13.16   	 -25.43		
  5.80   	-28.38   	 11.48   	  20.35		 13.06   	 -30.52		
  5.19   	-32.04   	 11.56   	  15.26		 12.94   	 -30.52		
  4.88   	-37.23   	 11.62   	  20.35		 12.82   	 -30.52		
  3.66   	-41.50   	 11.70   	  25.43		 12.70   	 -25.43		
  2.14   	-42.42   	 11.80   	  30.52		 12.59   	 -20.35		
  0.00   	-40.59   	 11.92   	  35.61		 12.51   	 -10.17		
 -2.14   	-38.15   	 12.07   	  50.86		 12.47   	  -5.09		
 -3.97   	-37.54   	 12.27   	  55.95		 12.45   	   5.09		
 -5.19   	-38.76   	 12.49   	  61.04		 12.47   	  15.26		
 -5.49   	-39.98   	 12.74   	  71.21		 12.53   	  20.35		
 -4.58   	-39.67   	 13.02   	  71.21		 12.61   	  20.35		
 -3.05   	-37.84   	 13.31   	  71.21		 12.70   	  20.35		
 -1.53   	-35.71   	 13.59   	  61.04		 12.78   	  15.26		
 -1.22   	-33.87   	 13.84   	  50.86		 12.84   	   5.09		
 -3.05   	-34.79   	 14.04   	  40.69		 12.86   	   0.00		
 -9.16   	-42.72   	 14.20   	  25.43		 12.86   	 -10.17		
-22.28   	-60.42   	 14.30   	  20.35		 12.82   	 -10.17		
-43.64   	-83.01   	 14.38   	  10.17		 12.78   	  -5.09		
-67.75   	-96.74   	 14.43   	  15.26		 12.76   	  -5.09		
-80.87   	-83.01   	 14.49   	  15.26		 12.74   	   0.00		
-63.48   	-30.21   	 14.55   	  30.52		 12.74   	  10.17		
  3.66   	 55.54   	 14.67   	  45.78		 12.78   	  15.26		
135.19   	159.61   	 14.85   	  55.95		 12.84   	  20.35		
340.88   	278.63   	 15.08   	  76.30		 12.92   	  30.52		
622.86   	430.60   	 15.38   	  91.56		 13.04   	  25.43		
958.86   	635.07   	 15.75   	  96.64		 13.14   	  30.52		
1277.47   	867.31   	 16.13   	  96.64		 13.27   	  25.43		
1462.71(R)	1036.07   	 16.52(E)	  96.64		 13.37   	  25.43		
1407.17   	1027.83   	 16.91   	  96.64		 13.47   	  15.26		
1085.51   	787.66   	 17.29   	 101.73		 13.53   	  15.26		
596.62   	379.64   	 17.70   	 101.73		 13.59   	   5.09		
123.90   	-31.74   	 18.11   	 122.07		 13.61   	   5.09		
-171.51   	-285.64   	 18.60   	 137.33		 13.63   	   5.09		
-242.00   	-323.79   	 19.15   	 157.68		 13.65   	  -5.09		
-159.61   	-209.35   	 19.78   	 178.03		 13.63   	 -10.17		
-44.25   	-61.95   	 20.49   	 198.37		 13.59   	 -15.26		
 17.40   	 27.47   	 21.28   	 223.80		 13.53   	 -25.43		
  9.77   	 38.45   	 22.18   	 259.41		 13.43   	 -30.52		
-32.04   	  4.27   	 23.21   	 315.36		 13.31   	 -40.69		
-67.14   	-32.35   	 24.48   	 391.66		 13.14   	 -45.78		
-79.04   	-49.13   	 26.04   	 493.39		 12.96   	 -45.78		
-73.55   	-47.91   	 28.02   	 620.55		 12.78   	 -35.61		
-64.39   	-39.37   	 30.50   	 752.79		 12.63   	 -25.43		
-60.42   	-32.35   	 33.51   	 895.22		 12.53   	  -5.09		
-62.56   	-30.21   	 37.09   	1017.29		 12.51   	  20.35		
-67.14   	-31.43   	 41.16   	1119.02		 12.59   	  45.78		
-69.58   	-33.26   	 45.64   	1190.23		 12.78   	  71.21		
-69.58   	-33.57   	 50.40   	1225.83		 13.06   	  86.47		
-68.66   	-33.26   	 55.30   	1230.92		 13.41   	  91.56		
-69.27   	-33.26   	 60.22   	1225.83		 13.77   	  91.56		
-70.50   	-33.57   	 65.13   	1205.49		 14.14   	  86.47		
-71.41   	-34.18   	 69.95   	1185.14		 14.49   	  66.12		
-70.80   	-34.18   	 74.69   	1154.62		 14.75   	  50.86		
-70.19   	-32.96   	 79.31   	1139.36		 14.95   	  25.43		
-70.19   	-29.91   	 83.87   	1124.11		 15.06   	  10.17		
-70.50   	-25.33   	 88.36   	1103.76		 15.10(A)	   0.00		
-71.41   	-20.45   	 92.78   	1093.59		 15.10   	 -15.26		
-72.02   	-17.40   	 97.15   	1068.15		 15.04   	 -20.35		
-72.02   	-16.78   	101.42   	1042.72		 14.95   	 -20.35		
-72.02   	-17.09   	105.59   	1012.20		 14.87   	 -20.35		
-72.63   	-17.40   	109.64   	 961.34		 14.79   	 -25.43		
-74.16   	-17.09   	113.49   	 905.39		 14.69   	 -20.35		
-76.29   	-16.17   	117.11   	 854.52		 14.61   	 -20.35		
-78.74   	-14.65   	120.53   	 788.40		 14.53   	 -30.52		
-80.26   	-11.29   	123.68   	 727.36		 14.40   	 -30.52		
-80.57   	 -3.97   	126.59   	 676.50		 14.28   	 -30.52		
-80.26   	  6.10   	129.30   	 615.46		 14.16   	 -40.69		
-79.96   	 16.17   	131.76   	 559.51		 14.00   	 -40.69		
-80.26   	 24.72   	134.00   	 508.65		 13.84   	 -45.78		
-81.18   	 30.82   	136.03   	 447.61		 13.65   	 -45.78		
-82.09   	 35.10   	137.82   	 396.74		 13.47   	 -50.86		
-82.70   	 38.45   	139.41   	 350.97		 13.27   	 -50.86		
-83.92   	 40.59   	140.81   	 325.53		 13.06   	 -55.95		
-86.06   	 40.59   	142.12   	 310.27		 12.84   	 -55.95		
-89.72   	 39.37   	143.36   	 300.10		 12.61   	 -55.95		
-93.69   	 39.98   	144.56   	 295.01		 12.39   	 -61.04		
-96.44   	 44.56   	145.74   	 300.10		 12.15   	 -66.12		
-97.96   	 54.32   	146.94   	 284.84		 11.88   	 -61.04		
-98.88   	 67.14   	148.08   	 274.67		 11.64   	 -66.12		
-100.40   	 80.26   	149.18   	 259.41		 11.37   	 -61.04		
-103.45   	 90.33   	150.21   	 228.89		 11.13   	 -55.95		
-108.03   	 96.74   	151.13   	 198.37		 10.91   	 -55.95		
-113.53   	100.71   	151.92   	 172.94		 10.68   	 -55.95		
-119.02   	104.98   	152.61   	 147.51		 10.46   	 -50.86		
-124.82   	111.69   	153.20   	 127.16		 10.25   	 -50.86		
-130.00   	121.46   	153.71   	 111.90		 10.05   	 -50.86		
-135.80   	132.75   	154.16   	  91.56		  9.85   	 -50.86		
-142.82   	143.74   	154.53   	  86.47		  9.64   	 -55.95		
-151.37   	153.50   	154.87   	  81.38		  9.42   	 -50.86		
-161.13   	161.74   	155.20   	  76.30		  9.22   	 -50.86		
