  I     	  II     	  LV     	  LV'		  RV     	  RV'		
 -8.85   	 21.97   	115.63   	 269.58		 33.63   	 -30.52		
 -7.63   	 23.19   	116.70   	 259.41		 33.51   	 -35.61		
 -4.88   	 28.08   	117.74   	 254.32		 33.37   	 -25.43		
 -0.92   	 36.62   	118.76   	 249.24		 33.27   	 -10.17		
  2.75   	 46.69   	119.76   	 244.15		 33.22   	   0.00		
  5.19   	 54.93   	120.73   	 254.32		 33.22   	  15.26		
  6.71   	 60.73   	121.75   	 259.41		 33.29   	  15.26		
  8.85   	 64.39   	122.79   	 259.41		 33.35   	  15.26		
 12.82   	 68.05   	123.82   	 264.50		 33.41   	  10.17		
 18.62   	 72.94   	124.88   	 249.24		 33.45   	   0.00		
 25.94   	 80.26   	125.88   	 218.72		 33.45   	   0.00		
 32.96   	 89.72   	126.75   	 178.03		 33.45   	 -10.17		
 39.67   	 99.79   	127.47   	 142.42		 33.41   	  -5.09		
 45.78   	108.95   	128.04   	 127.16		 33.39   	  -5.09		
 50.96   	116.27   	128.54   	 132.25		 33.37   	   5.09		
 56.15   	121.46   	129.07   	 147.51		 33.39   	  10.17		
 61.04   	125.73   	129.66   	 152.59		 33.43   	  25.43		
 65.61   	130.31   	130.27   	 147.51		 33.53   	  35.61		
 71.41   	135.19   	130.86   	 152.59		 33.67   	  35.61		
 78.13   	140.38   	131.47   	 167.85		 33.81   	  45.78		
 85.45   	144.96   	132.15   	 167.85		 34.00   	  40.69		
 92.16   	148.93   	132.82   	 167.85		 34.16   	  30.52		
 96.74   	153.20   	133.49   	 162.77		 34.28   	  15.26		
 99.18   	157.78   	134.14   	 152.59		 34.34   	   5.09		
100.10   	162.35   	134.75   	 152.59		 34.36(S)	 -15.26		
101.01   	166.63   	135.36   	 142.42		 34.30   	 -25.43		
103.15   	170.29   	135.93   	 137.33		 34.20   	 -35.61		
105.90   	173.34   	136.48   	 127.16		 34.06   	 -35.61		
107.73   	174.26   	136.99   	 116.99		 33.92   	 -35.61		
107.42   	171.51   	137.46   	 111.90		 33.77   	 -30.52		
104.98   	164.49   	137.90   	 101.73		 33.65   	 -15.26		
100.71   	154.42   	138.31   	  86.47		 33.59   	 -10.17		
 94.60   	142.82   	138.66   	  81.38		 33.55   	   0.00		
 87.59   	131.23   	138.98   	  66.12		 33.55   	   5.09		
 79.65   	120.24   	139.25   	  55.95		 33.57   	   5.09		
 70.80   	108.95   	139.47   	  35.61		 33.59   	   0.00		
 61.95   	 96.74   	139.61   	  20.35		 33.59   	   0.00		
 53.41   	 84.23   	139.69   	  10.17		 33.59   	 -10.17		
 45.17   	 71.41   	139.73   	   5.09		 33.55   	 -20.35		
 37.54   	 59.20   	139.76(S)	  -5.09		 33.47   	 -25.43		
 29.91   	 48.22   	139.73   	 -15.26		 33.37   	 -40.69		
 22.58   	 39.06   	139.67   	 -20.35		 33.20   	 -55.95		
 15.87   	 31.43   	139.59   	 -30.52		 32.98   	 -76.30		
  9.77   	 23.50   	139.47   	 -35.61		 32.68   	 -91.56		
  4.58   	 14.34   	139.33   	 -55.95		 32.31   	-122.07		
  0.31   	  3.66   	139.10   	 -76.30		 31.82   	-152.59		
 -3.05   	 -7.02   	138.80   	-106.82		 31.21   	-183.11		
 -6.71   	-15.56   	138.37   	-137.33		 30.48   	-213.63		
-10.38   	-20.14   	137.82   	-183.11		 29.62   	-239.06		
-14.04   	-21.36   	137.09   	-228.89		 28.67   	-259.41		
-16.48   	-20.75   	136.17   	-295.01		 27.63   	-264.50		
-18.01   	-20.75   	134.99   	-366.22		 26.57   	-269.58		
-18.01   	-21.67   	133.53   	-427.26		 25.49   	-259.41		
-17.70   	-23.80   	131.82   	-483.21		 24.46   	-249.24		
-18.01   	-27.16   	129.89   	-523.90		 23.46   	-228.89		
-18.62   	-30.21   	127.79   	-569.68		 22.54   	-218.72		
-18.92   	-32.65   	125.51   	-681.58		 21.67   	-213.63		
-18.31   	-33.87   	122.79   	-844.35		 20.81   	-203.46		
-16.17   	-33.87   	119.41   	-1007.12		 20.00   	-203.46		
-14.34   	-32.65   	115.38   	-1134.28		 19.19   	-198.37		
-13.73   	-31.74   	110.84   	-1220.75		 18.39   	-193.29		
-14.34   	-31.13   	105.96   	-1297.04		 17.62   	-183.11		
-15.26   	-30.82   	100.77   	-1368.26		 16.89   	-172.94		
-16.48   	-30.82   	 95.30   	-1419.12		 16.20   	-157.68		
-18.31   	-30.52   	 89.62   	-1419.12		 15.56   	-142.42		
-20.45   	-30.21   	 83.95   	-1393.69		 14.99   	-122.07		
-21.67   	-30.82   	 78.37   	-1347.91		 14.51   	-106.82		
-21.67   	-32.65   	 72.98   	-1302.13		 14.08   	 -86.47		
-20.45   	-35.10   	 67.77   	-1246.18		 13.73   	 -81.38		
-19.53   	-37.23   	 62.79   	-1169.88		 13.41   	 -66.12		
-20.14   	-37.54   	 58.11   	-1088.50		 13.14   	 -55.95		
-21.36   	-35.71   	 53.75   	-1002.03		 12.92   	 -55.95		
-22.28   	-33.26   	 49.75   	-935.91		 12.70   	 -50.86		
-21.97   	-31.13   	 46.00   	-864.70		 12.49   	 -45.78		
-21.06   	-30.21   	 42.54   	-798.57		 12.31   	 -40.69		
-20.75   	-30.21   	 39.35   	-737.54		 12.15   	 -40.69		
-21.97   	-30.52   	 36.40   	-676.50		 11.98   	 -35.61		
-23.80   	-30.82   	 33.69   	-620.55		 11.84   	 -30.52		
-25.33   	-30.52   	 31.21   	-564.60		 11.72   	 -35.61		
-26.25   	-30.52   	 28.95   	-513.73		 11.58   	 -30.52		
-26.86   	-31.13   	 26.90   	-467.95		 11.45   	 -40.69		
-27.77   	-33.26   	 25.03   	-412.00		 11.29   	 -40.69		
-29.30   	-36.62   	 23.38   	-366.22		 11.13   	 -40.69		
-30.21   	-39.98   	 21.91   	-325.53		 10.97   	 -40.69		
-30.21   	-43.03   	 20.61   	-284.84		 10.80   	 -35.61		
-29.60   	-44.86   	 19.47   	-254.32		 10.66   	 -25.43		
-29.30   	-45.47   	 18.45   	-218.72		 10.56   	 -20.35		
-29.60   	-44.86   	 17.58   	-188.20		 10.48   	 -10.17		
-29.91   	-43.64   	 16.83   	-162.77		 10.44   	  -5.09		
-29.91   	-42.42   	 16.17   	-137.33		 10.42   	  -5.09		
-28.99   	-42.11   	 15.63   	-127.16		 10.40   	   0.00		
-27.77   	-43.03   	 15.12   	-106.82		 10.40   	  -5.09		
-27.16   	-45.78   	 14.69   	 -96.64		 10.38(D)	   0.00		
-26.86   	-50.05   	 14.30   	 -81.38		 10.38   	   0.00		
-27.16   	-54.32   	 13.98   	 -66.12		 10.38   	   5.09		
-27.77   	-57.98   	 13.71   	 -61.04		 10.40   	   5.09		
-28.38   	-59.51   	 13.47   	 -50.86		 10.42   	   0.00		
-28.99   	-58.90   	 13.27   	 -45.78		 10.42   	   5.09		
-29.60   	-55.85   	 13.08   	 -35.61		 10.44   	   5.09		
-30.21   	-50.96   	 12.94   	 -25.43		 10.46   	   5.09		
-30.21   	-46.08   	 12.84   	 -20.35		 10.48   	   0.00		
-29.60   	-43.33   	 12.76   	 -20.35		 10.48   	  10.17		
-28.38   	-43.64   	 12.68   	 -10.17		 10.52   	  10.17		
-27.77   	-47.61   	 12.63   	 -15.26		 10.56   	  15.26		
-27.77   	-53.10   	 12.57   	  -5.09		 10.62   	  20.35		
-27.77   	-57.68   	 12.55   	  -5.09		 10.70   	  25.43		
-27.47   	-59.81   	 12.53(D)	   0.00		 10.80   	  30.52		
-26.86   	-58.90   	 12.53   	   0.00		 10.93   	  35.61		
-26.25   	-56.15   	 12.53   	   5.09		 11.07   	  35.61		
-25.63   	-52.49   	 12.55   	   5.09		 11.21   	  30.52		
-25.02   	-49.13   	 12.57   	  10.17		 11.33   	  25.43		
-24.11   	-46.69   	 12.61   	  15.26		 11.43   	  25.43		
-22.89   	-45.78   	 12.68   	  20.35		 11.54   	  15.26		
-22.28   	-46.08   	 12.76   	  25.43		 11.60   	   5.09		
-22.58   	-47.30   	 12.86   	  25.43		 11.62   	   5.09		
-23.19   	-48.52   	 12.96   	  25.43		 11.64   	   0.00		
-23.80   	-50.35   	 13.06   	  30.52		 11.64   	   5.09		
-24.72   	-52.49   	 13.18   	  35.61		 11.66   	   5.09		
-25.33   	-55.54   	 13.33   	  35.61		 11.68   	   5.09		
-25.94   	-58.59   	 13.47   	  35.61		 11.70   	  10.17		
-25.94   	-60.42   	 13.61   	  35.61		 11.74   	  15.26		
-25.63   	-60.12   	 13.75   	  35.61		 11.80   	  20.35		
-24.11   	-57.98   	 13.90   	  35.61		 11.88   	  15.26		
-21.67   	-54.32   	 14.04   	  30.52		 11.94   	  15.26		
-19.84   	-50.35   	 14.16   	  35.61		 12.00   	  10.17		
-18.92   	-47.30   	 14.30   	  30.52		 12.04   	   5.09		
-19.53   	-46.39   	 14.43   	  30.52		 12.07   	   5.09		
-21.67   	-47.30   	 14.55   	  25.43		 12.09   	   0.00		
-24.41   	-50.05   	 14.65   	  25.43		 12.09   	   0.00		
-25.63   	-51.88   	 14.75   	  25.43		 12.09   	   0.00		
-24.41   	-50.96   	 14.85   	  25.43		 12.09   	   0.00		
-21.67   	-47.00   	 14.95   	  20.35		 12.09   	   5.09		
-18.01   	-41.81   	 15.04   	  15.26		 12.11   	  10.17		
-15.56   	-39.06   	 15.10   	  15.26		 12.15   	  10.17		
-14.65   	-40.28   	 15.16   	  15.26		 12.19   	  15.26		
-15.26   	-44.25   	 15.22   	  10.17		 12.25   	  15.26		
-17.09   	-49.13   	 15.26   	  10.17		 12.31   	  20.35		
-18.92   	-51.57   	 15.30   	   5.09		 12.39   	  15.26		
-19.53   	-50.96   	 15.32   	   5.09		 12.45   	  10.17		
-18.31   	-48.52   	 15.34   	   0.00		 12.49   	  10.17		
-15.87   	-46.08   	 15.34   	   0.00		 12.53   	  10.17		
-11.90   	-43.03   	 15.34   	   0.00		 12.57   	   5.09		
 -7.63   	-37.54   	 15.34   	   0.00		 12.59   	   0.00		
 -3.66   	-27.77   	 15.34   	   0.00		 12.59   	   5.09		
  0.31   	-14.95   	 15.34   	  -5.09		 12.61   	   0.00		
  3.36   	 -2.14   	 15.32   	  -5.09		 12.61   	  -5.09		
  5.80   	  7.63   	 15.30   	  -5.09		 12.59   	  -5.09		
  7.63   	 12.51   	 15.28   	  -5.09		 12.57   	  -5.09		
  9.77   	 14.65   	 15.26   	  -5.09		 12.55   	 -10.17		
 13.12   	 15.87   	 15.24   	  -5.09		 12.51   	 -10.17		
 17.40   	 17.70   	 15.22   	  -5.09		 12.47   	 -10.17		
 21.97   	 19.23   	 15.20   	 -10.17		 12.43   	 -10.17		
 26.25   	 21.67   	 15.16   	 -15.26		 12.39   	 -15.26		
 29.91   	 25.63   	 15.10   	 -10.17		 12.33   	 -10.17		
 32.96   	 31.74   	 15.06   	 -10.17		 12.29   	 -15.26		
 35.71   	 36.93   	 15.02   	  -5.09		 12.23   	 -15.26		
 38.76   	 37.84   	 14.99   	  -5.09		 12.17   	 -15.26		
 42.42   	 32.65   	 14.97   	 -10.17		 12.11   	 -20.35		
 46.39   	 22.89   	 14.93   	  -5.09		 12.02   	 -25.43		
 48.83   	 13.73   	 14.91   	 -10.17		 11.92   	 -25.43		
 47.61   	  6.71   	 14.87   	  -5.09		 11.82   	 -30.52		
 41.20   	  1.22   	 14.85   	   0.00		 11.70   	 -30.52		
 30.21   	 -6.41   	 14.85   	   0.00		 11.58   	 -25.43		
 17.09   	-16.17   	 14.85   	   5.09		 11.48   	 -20.35		
  3.97   	-26.55   	 14.87   	  10.17		 11.39   	  -5.09		
 -7.63   	-34.79   	 14.91   	  10.17		 11.37   	   5.09		
-18.62   	-39.98   	 14.95   	  20.35		 11.39   	  20.35		
-27.47   	-43.33   	 15.04   	  20.35		 11.48   	  45.78		
-33.26   	-47.00   	 15.12   	  20.35		 11.66   	  55.95		
-34.79   	-51.88   	 15.20   	  25.43		 11.88   	  71.21		
-32.96   	-57.68   	 15.30   	  25.43		 12.17   	  76.30		
-30.21   	-63.78   	 15.40   	  25.43		 12.47   	  76.30		
-28.69   	-69.27   	 15.50   	  20.35		 12.78   	  66.12		
-28.99   	-73.24   	 15.58   	  25.43		 13.04   	  50.86		
-30.52   	-75.07   	 15.69   	  20.35		 13.25   	  25.43		
-30.82   	-73.55   	 15.77   	  10.17		 13.35   	   5.09		
-30.21   	-68.05   	 15.81   	  10.17		 13.37   	 -20.35		
-28.08   	-60.12   	 15.85   	   0.00		 13.29   	 -50.86		
-26.55   	-52.49   	 15.85   	  -5.09		 13.08   	 -71.21		
-26.25   	-49.74   	 15.83   	 -10.17		 12.80   	 -81.38		
-26.86   	-53.71   	 15.79   	 -15.26		 12.47   	 -86.47		
-27.77   	-61.65   	 15.73   	 -20.35		 12.13   	 -81.38		
-28.38   	-68.97   	 15.65   	 -15.26		 11.80   	 -61.04		
-28.69   	-71.72   	 15.58   	 -15.26		 11.56   	 -30.52		
-28.99   	-68.97   	 15.52   	 -15.26		 11.43   	   5.09		
-30.52   	-62.56   	 15.46   	 -10.17		 11.45   	  40.69		
-32.65   	-56.46   	 15.42   	   0.00		 11.62   	  81.38		
-35.40   	-52.80   	 15.42(E)	  10.17		 11.94   	 116.99		
-36.62   	-51.27   	 15.46   	  15.26		 12.41   	 142.42		
-33.26   	-51.27   	 15.52   	  20.35		 12.98   	 167.85		
-19.23   	-48.83   	 15.61   	  30.52		 13.65   	 172.94		
 13.43   	-39.37   	 15.73   	  35.61		 14.34   	 157.68		
 69.58   	-16.17   	 15.87   	  35.61		 14.97   	 137.33		
148.32   	 29.30   	 16.01   	  40.69		 15.52   	  96.64		
242.31   	103.15   	 16.17   	  40.69		 15.91   	  50.86		
337.83   	202.64   	 16.34   	  35.61		 16.11   	   5.09		
416.26   	303.96   	 16.48   	  45.78		 16.13   	 -40.69		
456.54   	369.26(R)	 16.66   	  45.78		 15.97   	 -76.30		
437.62   	364.69   	 16.85   	  61.04		 15.67   	-106.82		
349.73   	283.20   	 17.09   	  81.38		 15.24   	-111.90		
207.82   	153.50   	 17.42   	 111.90		 14.79   	-111.90		
 49.74   	 23.80   	 17.86   	 142.42		 14.34   	 -86.47		
-78.43   	-67.14   	 18.43   	 183.11		 14.00   	 -55.95		
-144.96   	-110.17   	 19.17   	 233.98		 13.77(E)	 -15.26		
-148.32   	-116.27   	 20.10   	 289.93		 13.71   	  20.35		
-114.44   	-102.23   	 21.26   	 361.14		 13.79   	  55.95		
-74.46   	-79.04   	 22.71   	 452.69		 14.02   	  91.56		
-48.52   	-54.02   	 24.52   	 534.08		 14.38   	 127.16		
-39.98   	-34.79   	 26.65   	 630.72		 14.89   	 157.68		
-40.59   	-27.77   	 29.18   	 717.19		 15.52   	 188.20		
-42.72   	-32.96   	 32.04   	 798.57		 16.28   	 213.63		
-42.72   	-42.72   	 35.24   	 874.87		 17.13   	 233.98		
-41.50   	-47.91   	 38.74   	 961.34		 18.07   	 239.06		
-39.37   	-46.39   	 42.58   	1037.64		 19.02   	 239.06		
-37.84   	-41.20   	 46.73   	1093.59		 19.98   	 223.80		
-36.32   	-36.93   	 51.11   	1129.19		 20.87   	 208.54		
-35.40   	-36.32   	 55.63   	1144.45		 21.71   	 193.29		
-35.10   	-39.06   	 60.20   	1144.45		 22.48   	 183.11		
-36.01   	-43.95   	 64.78   	1144.45		 23.21   	 183.11		
-36.93   	-48.83   	 69.36   	1119.02		 23.95   	 193.29		
-37.84   	-51.88   	 73.83   	1063.07		 24.72   	 208.54		
-37.23   	-50.96   	 78.09   	 981.68		 25.55   	 218.72		
-35.10   	-45.78   	 82.01   	 895.22		 26.43   	 233.98		
-30.82   	-38.45   	 85.59   	 803.66		 27.37   	 228.89		
-26.86   	-30.82   	 88.81   	 722.28		 28.28   	 218.72		
-24.11   	-25.02   	 91.70   	 645.98		 29.16   	 183.11		
-24.11   	-20.45   	 94.28   	 574.77		 29.89   	 147.51		
-25.63   	-16.17   	 96.58   	 518.82		 30.48   	  96.64		
-27.16   	-12.82   	 98.66   	 467.95		 30.86   	  50.86		
-26.86   	-11.90   	100.53   	 437.43		 31.07   	   5.09		
-24.11   	-14.65   	102.28   	 406.92		 31.09   	 -30.52		
-20.14   	-21.67   	103.91   	 391.66		 30.97   	 -55.95		
-16.78   	-30.52   	105.47   	 366.22		 30.74   	 -66.12		
-15.56   	-36.32   	106.94   	 356.05		 30.48   	 -76.30		
-15.56   	-34.48   	108.36   	 330.62		 30.17   	 -76.30		
-15.56   	-24.41   	109.68   	 320.45		 29.87   	 -66.12		
-14.65   	 -8.54   	110.97   	 295.01		 29.60   	 -61.04		
-11.90   	  7.02   	112.15   	 279.75		 29.36   	 -61.04		
 -8.24   	 17.09   	113.27   	 264.50		 29.11   	 -50.86		
 -4.88   	 20.14   	114.32   	 249.24		 28.91   	 -50.86		
 -1.83   	 18.31   	115.32   	 239.06		 28.71   	 -40.69		
  1.53   	 15.26   	116.28   	 228.89		 28.55   	 -35.61		
  5.49   	 13.43   	117.19   	 213.63		 28.40   	 -20.35		
 10.07   	 14.65   	118.05   	 198.37		 28.32   	  -5.09		
 14.65   	 18.31   	118.84   	 193.29		 28.30   	  10.17		
 18.31   	 25.02   	119.61   	 183.11		 28.34   	  25.43		
 21.36   	 35.10   	120.35   	 178.03		 28.44   	  45.78		
 25.33   	 47.91   	121.06   	 193.29		 28.63   	  55.95		
 31.13   	 61.04   	121.83   	 208.54		 28.85   	  71.21		
 38.15   	 71.41   	122.66   	 213.63		 29.14   	  76.30		
 45.17   	 76.60   	123.52   	 193.29		 29.44   	  81.38		
 50.96   	 76.90   	124.29   	 137.33		 29.77   	  86.47		
 56.15   	 75.99   	124.84   	  91.56		 30.11   	  86.47		
 61.65   	 78.74   	125.21   	  71.21		 30.46   	  86.47		
 68.36   	 87.89   	125.49   	  76.30		 30.80   	  81.38		
 75.38   	102.84   	125.80   	  86.47		 31.13   	  81.38		
 81.18   	118.71   	126.14   	 101.73		 31.45   	  71.21		
 85.45   	129.70   	126.55   	  96.64		 31.74   	  66.12		
 87.28   	132.75   	126.94   	  96.64		 32.00   	  55.95		
 88.50   	130.31   	127.32   	 101.73		 32.23   	  50.86		
 90.33   	126.65   	127.73   	 111.90		 32.43   	  40.69		
 93.38   	126.65   	128.18   	 106.82		 32.59   	  35.61		
 96.44   	131.53   	128.61   	 101.73		 32.74   	  30.52		
 98.27   	139.77   	129.01   	  96.64		 32.86   	  35.61		
 98.57   	148.93   	129.40   	  91.56		 33.00   	  35.61		
 96.74   	155.33   	129.77   	  86.47		 33.14   	  40.69		
 93.69   	156.25   	130.11   	  76.30		 33.31   	  45.78		
 89.42   	149.54   	130.42   	  76.30		 33.49   	  40.69		
 83.92   	135.19   	130.72   	  61.04		 33.65   	  30.52		
 76.90   	117.19   	130.97   	  61.04		 33.77   	  20.35		
 68.66   	 99.18   	131.21   	  45.78		 33.86(S)	   0.00		
 60.12   	 85.75   	131.39   	  35.61		 33.86   	 -20.35		
 51.27   	 76.29   	131.54   	  30.52		 33.77   	 -40.69		
 42.72   	 68.66   	131.66   	  15.26		 33.61   	 -45.78		
 35.10   	 60.12   	131.72   	   5.09		 33.43   	 -61.04		
 28.99   	 49.13   	131.74(S)	   0.00		 33.18   	 -61.04		
 23.50   	 36.01   	131.74   	 -15.26		 32.94   	 -61.04		
 17.70   	 22.28   	131.68   	 -25.43		 32.70   	 -61.04		
 10.68   	 10.07   	131.58   	 -35.61		 32.45   	 -61.04		
  3.05   	  0.31   	131.43   	 -50.86		 32.21   	 -50.86		
 -3.97   	 -6.10   	131.23   	 -71.21		 32.00   	 -55.95		
 -9.46   	 -9.46   	130.95   	 -96.64		 31.78   	 -55.95		
-13.12   	-12.21   	130.56   	-137.33		 31.56   	 -55.95		
-16.17   	-16.17   	130.01   	-178.03		 31.33   	 -66.12		
-18.92   	-21.97   	129.30   	-239.06		 31.07   	 -71.21		
-20.75   	-29.60   	128.34   	-310.27		 30.78   	 -81.38		
-22.28   	-37.84   	127.10   	-381.48		 30.46   	 -91.56		
-23.80   	-45.47   	125.57   	-462.87		 30.09   	-101.73		
-26.25   	-50.66   	123.72   	-528.99		 29.68   	-116.99		
-28.99   	-52.19   	121.61   	-600.20		 29.22   	-122.07		
-31.13   	-50.96   	119.21   	-691.76		 28.73   	-132.25		
-32.04   	-48.22   	116.44   	-824.00		 28.20   	-142.42		
-32.96   	-46.69   	113.14   	-971.51		 27.63   	-147.51		
-33.87   	-47.00   	109.26   	-1113.93		 27.04   	-162.77		
-34.18   	-47.30   	104.80   	-1225.83		 26.39   	-167.85		
-33.26   	-45.47   	 99.90   	-1317.39		 25.72   	-178.03		
-30.82   	-41.81   	 94.63   	-1398.77		 25.00   	-188.20		
-28.38   	-38.15   	 89.03   	-1444.55		 24.25   	-193.29		
-26.86   	-36.93   	 83.26   	-1454.72		 23.48   	-208.54		
-26.86   	-37.84   	 77.44   	-1419.12		 22.64   	-213.63		
-28.38   	-38.45   	 71.76   	-1368.26		 21.79   	-223.80		
-30.52   	-37.23   	 66.29   	-1312.30		 20.90   	-223.80		
-32.65   	-35.10   	 61.04   	-1241.09		 20.00   	-218.72		
-34.18   	-33.87   	 56.07   	-1169.88		 19.13   	-218.72		
-34.79   	-35.40   	 51.39   	-1083.41		 18.25   	-218.72		
-34.48   	-38.76   	 47.06   	-1002.03		 17.38   	-208.54		
-34.18   	-41.81   	 43.05   	-915.56		 16.54   	-208.54		
-34.18   	-42.72   	 39.39   	-844.35		 15.71   	-208.54		
-35.10   	-41.50   	 36.01   	-778.23		 14.87   	-198.37		
-36.01   	-39.06   	 32.90   	-712.10		 14.08   	-198.37		
-35.71   	-36.93   	 30.05   	-645.98		 13.29   	-183.11		
-33.87   	-36.32   	 27.47   	-579.86		 12.55   	-162.77		
-31.13   	-37.84   	 25.15   	-534.08		 11.90   	-142.42		
-28.69   	-39.67   	 23.01   	-478.13		 11.33   	-116.99		
-27.47   	-40.89   	 21.10   	-427.26		 10.86   	 -91.56		
-28.08   	-40.59   	 19.39   	-376.40		 10.50   	 -71.21		
-29.60   	-38.45   	 17.88   	-325.53		 10.21   	 -50.86		
-31.43   	-36.01   	 16.58   	-289.93		 10.01   	 -45.78		
-32.04   	-33.87   	 15.42   	-244.15		  9.83   	 -40.69		
-31.74   	-32.04   	 14.45   	-213.63		  9.66   	 -55.95		
-30.21   	-29.91   	 13.59   	-183.11		  9.44   	 -61.04		
-27.77   	-27.47   	 12.86   	-152.59		  9.20   	 -76.30		
-25.33   	-27.16   	 12.25   	-132.25		  8.89   	 -91.56		
-24.72   	-30.52   	 11.72   	-111.90		  8.52   	 -91.56		
-26.25   	-37.54   	 11.27   	 -96.64		  8.16   	 -96.64		
-29.60   	-46.39   	 10.89   	 -86.47		  7.77   	 -86.47		
-33.87   	-53.41   	 10.54   	 -66.12		  7.43   	 -71.21		
-36.93   	-57.37   	 10.27   	 -55.95		  7.14   	 -50.86		
-37.23   	-57.37   	 10.05   	 -45.78		  6.94   	 -30.52		
-35.40   	-54.02   	  9.87   	 -35.61		  6.82   	 -10.17		
-33.26   	-48.52   	  9.73   	 -30.52		  6.78(D)	  10.17		
-31.74   	-43.03   	  9.60   	 -15.26		  6.82   	  25.43		
-32.04   	-39.67   	  9.54   	 -10.17		  6.92   	  30.52		
-32.96   	-39.98   	  9.50   	  -5.09		  7.04   	  40.69		
-33.57   	-43.33   	  9.48(D)	   0.00		  7.20   	  35.61		
-32.96   	-47.30   	  9.48   	   5.09		  7.34   	  40.69		
-31.74   	-50.66   	  9.50   	  10.17		  7.51   	  40.69		
-30.82   	-54.32   	  9.54   	  15.26		  7.67   	  40.69		
-31.74   	-60.12   	  9.60   	  15.26		  7.83   	  40.69		
-33.57   	-66.83   	  9.66   	  20.35		  8.00   	  45.78		
-35.71   	-71.41   	  9.75   	  25.43		  8.18   	  55.95		
-36.62   	-69.27   	  9.85   	  25.43		  8.40   	  61.04		
-35.71   	-61.04   	  9.95   	  25.43		  8.65   	  66.12		
-33.87   	-51.57   	 10.05   	  35.61		  8.91   	  71.21		
-32.65   	-48.22   	 10.19   	  30.52		  9.20   	  71.21		
-32.65   	-52.49   	 10.32   	  35.61		  9.48   	  71.21		
-33.26   	-60.73   	 10.46   	  40.69		  9.77   	  71.21		
-34.18   	-66.53   	 10.62   	  35.61		 10.05   	  61.04		
-34.48   	-65.92   	 10.76   	  40.69		 10.29   	  55.95		
-34.79   	-61.34   	 10.93   	  40.69		 10.52   	  45.78		
-35.40   	-57.37   	 11.09   	  40.69		 10.70   	  35.61		
-36.32   	-57.37   	 11.25   	  40.69		 10.84   	  30.52		
-36.93   	-61.04   	 11.41   	  40.69		 10.97   	  25.43		
-36.93   	-65.92   	 11.58   	  40.69		 11.07   	  25.43		
-36.32   	-69.89   	 11.74   	  40.69		 11.17   	  30.52		
-36.01   	-71.11   	 11.90   	  45.78		 11.29   	  35.61		
-35.40   	-68.97   	 12.09   	  50.86		 11.43   	  40.69		
-34.79   	-64.09   	 12.29   	  45.78		 11.60   	  45.78		
-34.18   	-57.98   	 12.47   	  45.78		 11.78   	  35.61		
-34.18   	-53.71   	 12.66   	  45.78		 11.92   	  30.52		
-34.18   	-53.10   	 12.84   	  40.69		 12.04   	  20.35		
-34.18   	-55.24   	 13.00   	  40.69		 12.13   	  10.17		
-33.57   	-57.37   	 13.16   	  35.61		 12.17   	   5.09		
-32.35   	-57.68   	 13.31   	  35.61		 12.19   	  -5.09		
-31.74   	-56.46   	 13.45   	  30.52		 12.17   	  -5.09		
-32.04   	-56.76   	 13.57   	  25.43		 12.15   	   0.00		
-33.87   	-59.81   	 13.67   	  25.43		 12.15   	   0.00		
-36.01   	-63.17   	 13.77   	  25.43		 12.15   	  10.17		
-36.93   	-63.48   	 13.88   	  25.43		 12.19   	  10.17		
-35.71   	-59.20   	 13.98   	  20.35		 12.23   	  20.35		
-32.35   	-53.71   	 14.06   	  20.35		 12.31   	  15.26		
-28.99   	-50.96   	 14.14   	  15.26		 12.37   	  20.35		
-26.86   	-53.10   	 14.20   	  15.26		 12.45   	  20.35		
-25.94   	-56.76   	 14.26   	  15.26		 12.53   	  15.26		
-25.02   	-56.15   	 14.32   	  10.17		 12.59   	  15.26		
-22.89   	-47.61   	 14.36   	  10.17		 12.66   	  15.26		
-19.53   	-32.65   	 14.40   	  10.17		 12.72   	  10.17		
-16.17   	-17.40   	 14.45   	   5.09		 12.76   	   5.09		
-14.04   	 -7.02   	 14.47   	   5.09		 12.78   	  10.17		
-13.12   	 -2.44   	 14.49   	   5.09		 12.82   	   5.09		
-11.90   	 -1.53   	 14.51   	   5.09		 12.84   	   5.09		
 -8.24   	  0.00   	 14.53   	   5.09		 12.86   	   0.00		
 -2.44   	  4.58   	 14.55   	   5.09		 12.86   	   5.09		
  4.88   	 11.60   	 14.57   	   0.00		 12.88   	   0.00		
 11.60   	 19.53   	 14.57   	   0.00		 12.88   	  -5.09		
 15.87   	 26.25   	 14.57   	   0.00		 12.86   	  -5.09		
 17.09   	 28.99   	 14.57   	   0.00		 12.84   	  -5.09		
 16.78   	 25.94   	 14.57   	   0.00		 12.82   	 -10.17		
 17.70   	 18.31   	 14.57   	  -5.09		 12.78   	 -10.17		
 21.36   	  8.54   	 14.55   	  -5.09		 12.74   	 -15.26		
 27.47   	  0.92   	 14.53   	  -5.09		 12.68   	 -25.43		
 32.96   	 -4.27   	 14.51   	   0.00		 12.57   	 -25.43		
 33.26   	 -8.24   	 14.51   	   0.00		 12.47   	 -25.43		
 25.33   	-14.04   	 14.51   	   5.09		 12.37   	 -30.52		
 10.99   	-22.28   	 14.53   	  10.17		 12.25   	 -30.52		
 -5.80   	-30.52   	 14.57   	  10.17		 12.13   	 -15.26		
